t_idx,time_label,node_idx,node_label,account_category,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
3,2020-04,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
3,2020-04,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
3,2020-04,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
4,2020-05,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-8.5668,9
4,2020-05,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.3176,8.5,4,0.0,-7.1445,0
4,2020-05,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,-12.495,9
4,2020-05,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0,49.6107,9
4,2020-05,4,04_ACC_Cash_DPT_Admin,Asset,36.7226,4.4559,5,0.0,-9.2881,0
4,2020-05,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,-17.8815,9
4,2020-05,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,15.0288,9
4,2020-05,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,4.7049,6,0.0,-63.4109,0
4,2020-05,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,6.8301,10,0.0,76.4528,0
4,2020-05,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,6.8285,6
4,2020-05,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,67.0088,1
4,2020-05,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0001,403.0509,1
4,2020-05,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
4,2020-05,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
4,2020-05,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
4,2020-05,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
5,2020-06,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-14.0202,5
5,2020-06,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.3839,8.5,4,0.0,-11.428,5
5,2020-06,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,14.1821,5
5,2020-06,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0,-44.8508,5
5,2020-06,4,04_ACC_Cash_DPT_Admin,Asset,36.867,4.841,5,0.0,-25.6804,5
5,2020-06,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,-27.0891,8
5,2020-06,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,27.4163,5
5,2020-06,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,4.5617,5,0.0001,-70.0781,5
5,2020-06,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8662,7.3883,10,0.0,-8.5038,5
5,2020-06,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,-17.8485,5
5,2020-06,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,-10.8901,5
5,2020-06,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0001,-72.2434,5
5,2020-06,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
5,2020-06,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
5,2020-06,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
5,2020-06,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
6,2020-07,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-10.3509,6
6,2020-07,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.5172,8.5,4,0.0,-9.345,6
6,2020-07,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,11.2033,5
6,2020-07,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0,10.7344,6
6,2020-07,4,04_ACC_Cash_DPT_Admin,Asset,37.1571,4.6569,0,0.0,-10.4224,6
6,2020-07,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,-12.1366,6
6,2020-07,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,6.8557,2
6,2020-07,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,4.99,6,0.0,-62.1772,5
6,2020-07,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8662,6.6374,10,0.0,-6.1636,6
6,2020-07,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,-13.8216,6
6,2020-07,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,-8.9563,6
6,2020-07,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0,-32.2294,6
6,2020-07,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
6,2020-07,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
6,2020-07,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
6,2020-07,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
7,2020-08,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0,-9.1818,5
7,2020-08,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.4438,8.5,4,0.0,-7.2861,8
7,2020-08,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0,10.5917,5
7,2020-08,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0,-14.713,5
7,2020-08,4,04_ACC_Cash_DPT_Admin,Asset,36.9972,4.5161,0,0.0,-6.123,8
7,2020-08,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0,9.6938,8
7,2020-08,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0,-7.3985,8
7,2020-08,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,4.8105,6,0.0,-23.4741,5
7,2020-08,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,6.9815,10,0.0,-6.2384,6
7,2020-08,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0,-10.4586,8
7,2020-08,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0,-9.1419,6
7,2020-08,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0001,-41.9934,6
7,2020-08,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
7,2020-08,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
7,2020-08,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
7,2020-08,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
8,2020-09,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0001,-23.8765,7
8,2020-09,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,38.2948,8.5,4,0.0,6.5903,9
8,2020-09,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0002,31.8258,7
8,2020-09,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0002,-30.5893,7
8,2020-09,4,04_ACC_Cash_DPT_Admin,Asset,34.4964,5.4525,5,0.0,5.0652,9
8,2020-09,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0002,32.0944,7
8,2020-09,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0001,-16.7721,7
8,2020-09,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,5.3621,5,0.0,-3.4557,6
8,2020-09,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.6119,10,0.0001,-24.3527,7
8,2020-09,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0001,14.6014,7
8,2020-09,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0002,-29.9202,7
8,2020-09,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0138,-267.9919,7
8,2020-09,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
8,2020-09,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
8,2020-09,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
8,2020-09,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
9,2020-10,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0015,23.8081,2
9,2020-10,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,39.4892,8.5,4,0.0027,32.3885,2
9,2020-10,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0003,-7.8849,3
9,2020-10,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0002,-8.5296,2
9,2020-10,4,04_ACC_Cash_DPT_Admin,Asset,37.0961,4.8404,5,0.0016,24.8032,2
9,2020-10,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0059,-48.8774,2
9,2020-10,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0008,-17.8425,2
9,2020-10,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,4.2807,5,0.0002,-8.2314,2
9,2020-10,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.4238,10,0.0006,15.1066,2
9,2020-10,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.002,28.2569,2
9,2020-10,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0008,18.1,2
9,2020-10,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0405,126.0203,2
9,2020-10,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
9,2020-10,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
9,2020-10,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
9,2020-10,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
10,2020-11,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0098,-17.9386,2
10,2020-11,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,38.8093,8.5,4,0.0827,-57.6809,3
10,2020-11,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0201,19.0702,3
10,2020-11,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0096,15.7776,2
10,2020-11,4,04_ACC_Cash_DPT_Admin,Asset,35.6163,4.9765,5,0.0101,-18.1085,2
10,2020-11,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0033,-10.6097,2
10,2020-11,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0062,-14.9746,2
10,2020-11,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,25.725,4.4601,5,0.0124,-21.725,2
10,2020-11,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.5277,10,0.0074,-15.4347,2
10,2020-11,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,41.5234,8.5,1,0.0158,23.8988,2
10,2020-11,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.008,-16.0225,2
10,2020-11,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.4605,-121.8334,2
10,2020-11,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
10,2020-11,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
10,2020-11,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
10,2020-11,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
11,2020-12,0,00_ACC_Accounts_Payable_DPT_Admin,Liability,37.0863,8.5,8,0.0015,-14.7711,3
11,2020-12,1,01_ACC_Accounts_Receivable_DPT_Admin,Asset,38.0635,8.5,4,0.008,-41.261,3
11,2020-12,2,02_ACC_COGS_DPT_Prod_A,Expense,10.0,0.0,0,0.0016,-9.1802,7
11,2020-12,3,03_ACC_COGS_DPT_Prod_B,Expense,10.0,0.0,0,0.0012,9.1745,2
11,2020-12,4,04_ACC_Cash_DPT_Admin,Asset,35.8451,5.4198,0,0.0021,-17.3756,3
11,2020-12,5,05_ACC_Finished_Goods_DPT_Prod_A,Unknown,18.5,8.5,2,0.0014,-13.3984,3
11,2020-12,6,06_ACC_Finished_Goods_DPT_Prod_B,Unknown,18.5,8.5,3,0.0041,-21.0362,3
11,2020-12,7,07_ACC_Mfg_Overhead_Exp_DPT_Mfg_Support,Expense,10.0,0.0,0,0.0021,-16.5481,2
11,2020-12,8,08_ACC_Raw_Materials_DPT_Ops,Unknown,31.8663,7.1071,10,0.0012,-13.6456,3
11,2020-12,9,09_ACC_Sales_Revenue_DPT_Sales,Revenue,39.9492,8.5,1,0.0055,24.8521,2
11,2020-12,10,10_ACC_Work_In_Process_DPT_Prod_A,Unknown,25.725,8.5,5,0.0018,-16.5924,3
11,2020-12,11,11_ACC_Work_In_Process_DPT_Prod_B,Unknown,25.725,8.5,6,0.0515,-88.0431,3
11,2020-12,12,12_ACC_Cash,Asset,10.0,0.0,0,0.0,0.0,0
11,2020-12,13,13_ACC_Raw_Materials,Unknown,10.0,0.0,0,0.0,0.0,0
11,2020-12,14,14_ACC_Finished_Goods,Unknown,10.0,0.0,0,0.0,0.0,0
11,2020-12,15,15_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
