t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
11,12,0.6229,0.5657,0
11,13,0.1843,1.4292,0
11,14,0.1131,0.2801,0
12,0,0.2392,1.4321,0
12,1,0.1330,0.2363,0
12,2,0.3194,0.9967,0
12,3,0.4707,0.1830,0
12,4,0.2652,0.0411,0
12,5,0.2792,0.0399,0
12,6,0.5479,1.3219,0
12,7,0.1806,1.0598,0
12,8,0.1191,0.2312,0
12,9,0.2743,2.0732,0
12,10,0.2574,2.5879,0
12,11,0.0312,0.5258,0
12,12,0.1949,0.5345,0
12,13,0.2338,0.6325,0
12,14,0.1330,1.0690,0
13,0,0.2990,0.2425,0
13,1,0.0567,0.5888,0
13,2,0.2436,0.0556,0
13,3,0.1333,0.4514,0
13,4,0.1846,1.9222,0
13,5,0.0236,1.0542,0
13,6,0.4578,0.7031,0
13,7,0.2505,0.2912,0
13,8,0.0476,0.9519,0
13,9,0.0754,0.2860,0
13,10,0.1809,0.6547,0
13,11,0.0953,0.2781,0
13,12,0.1826,0.4472,0
13,13,0.2280,2.4401,0
13,14,0.2281,0.2673,0
14,0,0.5284,0.1302,0
14,1,0.1243,0.2184,0
14,2,0.0611,1.1511,0
14,3,0.0319,0.4525,0
14,4,0.3817,1.5104,0
14,5,0.0372,1.0222,0
14,6,0.1605,0.0865,0
14,7,0.5065,0.5030,0
14,8,0.3649,1.0778,0
14,9,0.0899,1.3010,0
14,10,0.3075,0.7683,0
14,11,0.3731,0.0185,0
14,12,0.2361,5.8138,1
14,13,0.1492,0.2154,0
14,14,0.1485,0.2027,0
15,0,0.2414,0.1302,0
15,1,0.0681,1.3161,0
15,2,0.0560,1.1188,0
15,3,0.3752,0.5313,0
15,4,0.0312,1.4923,0
15,5,0.4206,0.9882,0
15,6,0.1145,0.4809,0
15,7,0.0098,0.7678,0
15,8,0.3054,0.9461,0
15,9,0.2745,0.9918,0
15,10,0.1278,1.9640,0
15,11,0.0064,0.3814,0
15,12,0.1576,1.4142,0
15,13,0.1518,0.9326,0
15,14,0.2660,0.6082,0
16,0,0.1110,0.0000,0
16,1,0.1840,1.7656,0
16,2,0.0210,0.4534,0
16,3,0.0630,0.3084,0
16,4,0.2541,2.1080,0
16,5,0.2747,2.0703,0
16,6,0.0474,1.8279,0
16,7,0.1942,1.2959,0
16,8,0.1423,0.2810,0
16,9,0.0294,0.4034,0
16,10,0.0789,0.4834,0
16,11,0.0530,0.9996,0
16,12,0.2077,0.1098,0
16,13,0.1263,0.2154,0
16,14,0.0625,0.5345,0
17,0,0.1989,2.1974,0
17,1,1.5131,1.3025,0
17,2,0.2221,1.1319,0
17,3,0.1998,0.9752,0
17,4,0.3569,0.1638,0
17,5,0.5053,0.6704,0
17,6,0.3928,0.2220,0
17,7,0.0145,1.0239,0
17,8,0.4507,0.7476,0
17,9,0.1890,0.4719,0
17,10,0.7469,2.8035,0
17,11,0.5818,0.1496,0
17,12,0.4094,0.1098,0
17,13,0.2545,0.3015,0
17,14,0.3626,0.4646,0
18,0,0.1206,0.0000,0
18,1,0.1335,3.6578,1
18,2,0.2238,0.0055,0
18,3,0.0591,1.8026,0
18,4,0.1780,0.1410,0
18,5,0.2963,0.6642,0
18,6,0.1848,0.9960,0
18,7,0.0296,0.8452,0
18,8,0.1713,0.9542,0
18,9,0.2148,0.7404,0
18,10,0.2734,1.1471,0
18,11,0.1577,0.6273,0
18,12,0.2555,0.0000,0
18,13,0.0944,0.8372,0
18,14,0.2028,1.2127,0
19,0,0.2772,1.8593,0
19,1,0.5236,0.1493,0
19,2,0.0424,0.2731,0
19,3,0.2013,0.7289,0
19,4,0.1728,0.1510,0
19,5,0.1378,1.1810,0
19,6,0.0137,0.2780,0
19,7,0.5836,1.4711,0
19,8,0.1043,0.5471,0
19,9,0.0484,2.4388,0
19,10,0.2122,0.1459,0
19,11,0.2313,1.0099,0
19,12,0.0649,1.6925,0
19,13,0.2884,0.3085,0
19,14,0.3432,0.3464,0
20,0,0.2059,0.1690,0
20,1,0.1299,1.7277,0
20,2,0.1741,0.9347,0
20,3,0.1177,0.4769,0
20,4,0.0512,1.9056,0
20,5,0.0458,2.1401,0
20,6,0.2180,1.4062,0
20,7,0.1136,0.5314,0
20,8,0.0152,0.1894,0
20,9,0.0515,2.5215,0
20,10,0.1438,1.0211,0
20,11,0.1577,0.8613,0
20,12,0.2993,1.4142,0
20,13,0.1293,0.1575,0
20,14,0.0866,0.3464,0
21,0,0.1376,0.1690,0
21,1,0.0738,0.2496,0
21,2,0.1951,0.0600,0
21,3,0.2169,0.8978,0
21,4,0.1360,0.0334,0
21,5,0.1356,0.2827,0
21,6,0.1889,0.1442,0
21,7,0.1879,0.7866,0
21,8,0.9562,1.3625,0
21,9,0.0340,0.1524,0
21,10,0.3343,0.4913,0
21,11,0.0905,0.3190,0
21,12,0.2737,1.4269,0
21,13,0.3631,0.4048,0
21,14,0.2089,1.3363,0
22,0,0.1174,2.1974,0
22,1,0.4924,0.4700,0
22,2,0.1248,0.8371,0
22,3,0.0673,0.5170,0
22,4,0.1296,1.9816,0
22,5,0.1980,1.2504,0
22,6,0.0820,2.3250,0
22,7,0.1162,0.9720,0
22,8,0.1353,0.3154,0
22,9,0.1205,0.0337,0
22,10,0.2428,0.1198,0
22,11,0.0233,0.9317,0
22,12,0.2808,0.0000,0
22,13,0.0488,0.3464,0
22,14,0.3585,1.9567,0
23,0,0.2151,0.0000,0
23,1,0.0337,0.9095,0
23,2,0.0264,0.2255,0
23,3,0.0820,0.6847,0
23,4,0.0496,1.2538,0
23,5,0.0398,1.2270,0
23,6,0.4998,1.2415,0
23,7,0.1620,1.6038,0
23,8,0.0072,0.0499,0
23,9,0.1362,0.5522,0
23,10,0.1816,0.8387,0
23,11,0.0105,0.5933,0
23,12,0.1595,1.2247,0
23,13,0.2595,0.4048,0
23,14,0.1462,0.1759,0
24,0,0.3279,0.0000,0
24,1,0.2444,1.0671,0
24,2,0.3563,2.1500,0
24,3,0.2324,1.0073,0
24,4,0.6170,1.1824,0
24,5,0.8497,3.0158,1
24,6,0.5090,0.3119,0
24,7,0.7000,0.7298,0
24,8,0.6746,0.5064,0
24,9,0.4573,0.8459,0
24,10,0.3547,0.2889,0
24,11,0.0480,1.0381,0
24,12,0.9116,0.4834,0
24,13,0.1273,1.0136,0
24,14,0.7761,0.1759,0
25,0,0.2737,0.1690,0
25,1,0.0453,1.6909,0
25,2,0.4185,0.3471,0
25,3,0.3525,1.8890,0
25,4,0.2545,0.5021,0
25,5,0.0409,0.5638,0
25,6,0.0481,0.9424,0
25,7,0.2242,1.3825,0
25,8,0.2708,0.1886,0
25,9,0.2504,0.7732,0
25,10,0.1775,0.6121,0
25,11,0.1656,0.0416,0
25,12,0.2796,0.1438,0
25,13,0.1206,0.4895,0
25,14,0.2542,0.3319,0
26,0,0.1734,2.1974,0
26,1,0.0515,0.0991,0
26,2,0.7779,0.3069,0
26,3,0.2816,0.7682,0
26,4,0.1126,0.0681,0
26,5,0.7111,0.2025,0
26,6,0.0272,1.0596,0
26,7,0.1856,0.4816,0
26,8,0.2219,1.1237,0
26,9,0.3849,0.0254,0
26,10,0.1297,1.6593,0
26,11,0.4429,1.0378,0
26,12,0.4098,1.0069,0
26,13,0.2746,0.3758,0
26,14,0.7753,6.7036,1
27,0,0.2205,0.0000,0
27,1,0.1037,0.0406,0
27,2,0.2144,0.2765,0
27,3,0.5771,0.4633,0
27,4,0.2924,0.3370,0
27,5,0.2521,0.4484,0
27,6,0.0825,1.4415,0
27,7,0.0396,1.2031,0
27,8,0.2873,1.7389,0
27,9,0.0559,0.2542,0
27,10,0.2318,2.2156,0
27,11,0.1880,1.2608,0
27,12,0.1537,0.6082,0
27,13,0.1882,0.3758,0
27,14,0.4830,0.0944,0
28,0,0.0611,1.7321,0
28,1,0.0644,0.0648,0
28,2,0.2238,0.1087,0
28,3,0.0835,1.4641,0
28,4,0.0878,0.1262,0
28,5,0.1299,0.1236,0
28,6,0.0429,0.9230,0
28,7,0.0650,2.0421,0
28,8,0.1053,1.3277,0
28,9,0.0917,0.4233,0
28,10,0.1171,1.7253,0
28,11,0.0552,0.3182,0
28,12,0.1488,0.4913,0
28,13,0.1554,3.6522,1
28,14,0.0679,0.1625,0
29,0,0.0835,0.1302,0
29,1,0.0708,0.1073,0
29,2,0.1699,3.4679,1
29,3,0.3660,0.1290,0
29,4,0.0297,0.0233,0
29,5,0.1954,0.3133,0
29,6,0.4043,1.7322,0
29,7,0.0498,1.5107,0
29,8,0.1205,1.2326,0
29,9,0.0800,0.1566,0
29,10,0.1192,0.2928,0
29,11,0.9501,1.3241,0
29,12,0.2787,0.4913,0
29,13,0.2692,0.0503,0
29,14,0.2604,1.0480,0
30,0,0.1968,1.7321,0
30,1,0.0503,0.1793,0
30,2,0.0220,2.1211,0
30,3,0.3961,1.2003,0
30,4,0.0048,1.0240,0
30,5,0.2196,0.2454,0
30,6,0.1457,0.2446,0
30,7,0.2279,1.0144,0
30,8,0.2427,1.2781,0
30,9,0.0105,0.7475,0
30,10,0.0724,1.3644,0
30,11,0.1754,2.2495,0
30,12,0.0697,0.4913,0
30,13,0.1238,1.4664,0
30,14,0.3202,0.2366,0
31,0,0.2416,1.6925,0
31,1,0.1430,0.1773,0
31,2,0.1314,0.2830,0
31,3,0.0503,0.6090,0
31,4,0.0827,0.2153,0
31,5,0.0899,0.5626,0
31,6,0.0787,0.2342,0
31,7,0.1779,0.0325,0
31,8,0.0836,0.7766,0
31,9,0.1483,1.7899,0
31,10,0.1662,0.1240,0
31,11,0.0643,1.4198,0
31,12,0.2014,1.3335,0
31,13,0.1273,0.0537,0
31,14,0.1115,0.3192,0
32,0,0.2761,0.9113,0
32,1,0.2947,0.3533,0
32,2,0.3796,1.1704,0
32,3,0.2575,0.8876,0
32,4,0.0769,1.1874,0
32,5,0.5047,0.2596,0
32,6,0.1560,0.5608,0
32,7,0.6736,2.6212,0
32,8,0.3219,1.6573,0
32,9,0.0354,0.8754,0
32,10,0.1377,1.6125,0
32,11,0.3967,1.5572,0
32,12,0.2415,1.1314,0
32,13,0.1168,0.0537,0
32,14,0.4551,0.3192,0
33,0,0.2333,1.4517,0
33,1,0.0419,0.2127,0
33,2,0.0303,0.0511,0
33,3,0.0363,0.1991,0
33,4,0.3421,0.2361,0
33,5,0.1174,1.1625,0
33,6,0.1530,1.9928,0
33,7,0.0497,1.5511,0
33,8,0.3527,0.0935,0
33,9,0.7419,0.0760,0
33,10,0.1184,1.3644,0
33,11,0.0820,1.7914,0
33,12,0.0909,0.4016,0
33,13,0.1748,0.0537,0
33,14,0.1677,0.7448,0
34,0,0.2175,1.2310,0
34,1,0.0284,2.4279,0
34,2,0.0758,0.7146,0
34,3,0.0326,1.1757,0
34,4,0.1281,0.0305,0
34,5,0.1030,0.7277,0
34,6,0.0339,1.3884,0
34,7,0.1139,1.1916,0
34,8,0.1901,1.1391,0
34,9,0.0955,1.0108,0
34,10,0.1161,0.3015,0
34,11,0.1481,0.7855,0
34,12,0.1641,0.2705,0
34,13,0.0912,0.0578,0
34,14,0.0503,0.2434,0
35,0,0.1073,0.1759,0
35,1,0.0669,0.0039,0
35,2,0.3558,0.0981,0
35,3,0.0066,0.7451,0
35,4,0.1281,0.1697,0
35,5,0.0113,0.5315,0
35,6,0.0557,0.0198,0
35,7,0.0621,0.6859,0
35,8,0.1360,0.3944,0
35,9,0.1224,1.3049,0
35,10,0.1226,0.3015,0
35,11,0.0097,0.0083,0
35,12,0.2863,1.8935,0
35,13,0.1138,0.1925,0
35,14,0.1378,1.5174,0
36,0,0.0929,0.1759,0
36,1,0.0778,0.6593,0
36,2,0.2325,0.4835,0
36,3,0.0831,0.2239,0
36,4,0.2500,0.1653,0
36,5,0.3267,0.7979,0
36,6,0.1148,0.1920,0
36,7,0.4302,0.9854,0
36,8,0.0657,0.8434,0
36,9,0.1417,0.5329,0
36,10,0.1646,2.8776,0
36,11,0.3382,0.4165,0
36,12,0.3767,2.4345,0
36,13,0.1268,1.3472,0
36,14,0.0982,0.0979,0
37,0,0.0930,1.5828,0
37,1,0.0618,0.6680,0
37,2,0.0148,0.5424,0
37,3,0.3259,0.0567,0
37,4,0.3319,0.2960,0
37,5,0.0507,1.0259,0
37,6,0.0321,0.3123,0
37,7,0.1066,0.7431,0
37,8,0.0496,0.3089,0
37,9,0.3283,0.4885,0
37,10,0.2628,0.7233,0
37,11,0.1744,0.0968,0
37,12,0.1265,0.9258,0
37,13,0.3487,0.2425,0
37,14,0.4672,0.3276,0
38,0,0.2080,0.0537,0
38,1,0.6660,0.4942,0
38,2,0.2410,1.2261,0
38,3,0.2678,1.3720,0
38,4,0.0774,0.2198,0
38,5,0.0560,0.8911,0
38,6,0.2634,1.2245,0
38,7,0.0460,0.6472,0
38,8,0.3706,1.2800,0
38,9,0.8861,0.0126,0
38,10,0.2160,0.7233,0
38,11,0.2295,0.0605,0
38,12,0.1325,0.0747,0
38,13,0.2516,3.1530,1
38,14,0.6654,1.2447,0
39,0,0.2846,1.5828,0
39,1,0.1120,3.7368,1
39,2,0.1547,0.5712,0
39,3,0.2029,1.0406,0
39,4,0.1662,2.4424,0
39,5,0.0589,1.9225,0
39,6,0.4460,0.1809,0
39,7,0.1081,0.2778,0
39,8,0.2825,0.8985,0
39,9,0.4321,1.1517,0
39,10,0.1848,0.6547,0
39,11,0.1199,0.6386,0
39,12,0.7247,1.8935,0
39,13,0.0946,1.0954,0
39,14,0.1013,0.2928,0
40,0,0.1897,0.6979,0
40,1,0.2215,0.0149,0
40,2,0.1099,1.3647,0
40,3,0.0916,1.2990,0
40,4,0.1127,0.3452,0
40,5,0.4415,0.5215,0
40,6,0.1730,0.5438,0
40,7,0.3212,0.0352,0
40,8,0.2612,0.3955,0
40,9,0.2626,0.4737,0
40,10,0.2056,0.6547,0
40,11,0.7304,0.3433,0
40,12,0.0942,1.3655,0
40,13,0.4224,0.0874,0
40,14,0.2478,0.2928,0
41,0,0.2001,0.1140,0
41,1,0.5088,1.3809,0
41,2,0.0807,1.8328,0
41,3,0.0974,0.6866,0
41,4,0.2032,1.2858,0
41,5,0.0182,1.2778,0
41,6,0.4527,0.6396,0
41,7,0.3935,1.3333,0
41,8,0.2129,0.3093,0
41,9,0.0482,1.2666,0
41,10,0.1728,0.5488,0
41,11,0.3648,0.6166,0
41,12,0.3767,3.9196,1
41,13,0.1194,0.1098,0
41,14,0.1947,0.2928,0
42,0,0.1000,1.4815,0
42,1,0.1485,0.3224,0
42,2,0.1187,0.0166,0
42,3,0.1068,0.4693,0
42,4,0.2237,0.8683,0
42,5,0.0960,1.3532,0
42,6,0.1318,1.2348,0
42,7,0.0574,0.6245,0
42,8,0.0482,0.5024,0
42,9,0.1467,1.1081,0
42,10,0.0313,3.1832,1
42,11,0.1757,0.0091,0
42,12,0.1194,0.0000,0
42,13,0.2970,1.2074,0
42,14,0.0981,0.4313,0
43,0,0.3077,1.2536,0
43,1,0.1196,0.1021,0
43,2,0.0157,0.2153,0
43,3,0.0699,0.6009,0
43,4,0.3725,0.1410,0
43,5,0.2880,0.2572,0
43,6,0.0471,1.2758,0
43,7,0.4269,0.6013,0
43,8,0.2894,0.0401,0
43,9,0.2717,0.8758,0
43,10,0.2097,0.3536,0
43,11,0.2118,0.5711,0
43,12,0.1745,0.6124,0
43,13,0.3486,1.4269,0
43,14,0.1495,0.4313,0
44,0,0.1963,1.4815,0
44,1,0.2926,1.5967,0
44,2,0.0230,0.2780,0
44,3,0.4099,0.2742,0
44,4,0.2407,0.3319,0
44,5,0.1435,1.5659,0
44,6,0.2859,1.0928,0
44,7,0.1824,0.0006,0
44,8,0.0330,1.2654,0
44,9,0.3779,0.7755,0
44,10,0.1504,2.4749,0
44,11,0.0908,0.6457,0
44,12,0.1460,0.1026,0
44,13,0.2429,1.2247,0
44,14,0.3697,0.2157,0
45,0,0.1860,0.0537,0
45,1,0.4975,0.0761,0
45,2,0.2175,0.4589,0
45,3,0.5224,1.0137,0
45,4,0.3945,0.4383,0
45,5,0.3545,0.5097,0
45,6,0.4236,0.0379,0
45,7,0.4789,0.2107,0
45,8,0.5297,0.0378,0
45,9,0.0523,0.2594,0
45,10,0.5512,0.0747,0
45,11,0.5577,1.3998,0
45,12,0.1247,0.1575,0
45,13,0.7259,0.4834,0
45,14,0.3629,0.4888,0
46,0,0.1507,2.7181,0
46,1,0.2020,0.6237,0
46,2,0.0324,0.3355,0
46,3,0.2712,1.0765,0
46,4,0.0382,0.7235,0
46,5,0.0174,1.5657,0
46,6,0.0162,1.4399,0
46,7,0.0360,0.2433,0
46,8,0.0487,0.4050,0
46,9,0.1346,0.9307,0
46,10,0.1104,0.9258,0
46,11,0.0773,2.2139,0
46,12,0.1544,0.7873,0
46,13,0.1437,0.1438,0
46,14,0.0785,1.9373,0
47,0,0.1125,1.5598,0
47,1,0.1344,0.2655,0
47,2,0.5196,1.0507,0
47,3,0.2503,1.6055,0
47,4,0.0786,0.3829,0
47,5,0.4732,0.5462,0
47,6,0.4064,0.8726,0
47,7,0.3803,0.0561,0
47,8,0.4208,0.4387,0
47,9,0.3547,0.0246,0
47,10,0.6023,3.6624,1
47,11,0.0139,2.0322,0
47,12,0.1686,0.5130,0
47,13,0.1814,0.1438,0
47,14,0.3428,0.4041,0
48,0,0.1213,0.7867,0
48,1,0.2857,0.2932,0
48,2,0.2849,0.7331,0
48,3,0.0719,0.8581,0
48,4,0.4918,0.7938,0
48,5,0.3593,0.0035,0
48,6,0.6917,0.7740,0
48,7,0.3392,1.0617,0
48,8,0.3082,0.1109,0
48,9,0.3030,0.2976,0
48,10,0.2543,0.7873,0
48,11,0.0632,1.2863,0
48,12,0.2346,0.0537,0
48,13,0.1048,2.4453,0
48,14,0.2178,0.2540,0
49,0,0.4293,0.1811,0
49,1,0.2854,0.6585,0
49,2,0.6521,0.4711,0
49,3,0.0773,1.6764,0
49,4,0.4952,0.1791,0
49,5,0.2587,0.0754,0
49,6,0.0501,0.6792,0
49,7,0.0614,1.0042,0
49,8,0.2613,1.8149,0
49,9,0.1828,2.3891,0
49,10,0.1069,0.0000,0
49,11,0.5108,1.5008,0
49,12,0.3501,0.8793,0
49,13,0.2435,1.9399,0
49,14,0.1949,1.7321,0
50,0,0.1085,0.0941,0
50,1,0.0127,0.2086,0
50,2,0.1252,0.4580,0
50,3,0.9763,0.4533,0
50,4,0.3009,0.4034,0
50,5,0.1227,0.7062,0
50,6,0.1774,0.8698,0
50,7,0.1100,1.2709,0
50,8,0.6733,1.0208,0
50,9,0.4900,0.2561,0
50,10,0.4631,0.0556,0
50,11,0.0152,1.4155,0
50,12,0.8157,0.1759,0
50,13,0.2467,0.1820,0
50,14,0.1682,0.0578,0
51,0,0.3202,0.4704,0
51,1,0.1487,0.0415,0
51,2,0.2024,0.3700,0
51,3,0.4015,0.1030,0
51,4,0.7662,1.6210,0
51,5,0.2031,0.7385,0
51,6,0.1204,0.9349,0
51,7,0.4710,0.5614,0
51,8,0.1027,1.7347,0
51,9,0.2721,0.1642,0
51,10,0.2849,0.6121,0
51,11,0.5125,0.8766,0
51,12,0.3506,0.1759,0
51,13,0.3692,0.0413,0
51,14,0.2385,0.3015,0
