t_idx,component_idx,singular_value,explained_ratio,effective_rank
11,3,8314494.490393,0.117910,13
11,4,6965688.521914,0.098782,13
12,0,13238976.619538,0.326862,14
12,1,12124248.298028,0.299340,14
12,2,4678238.647663,0.115503,14
12,3,4136178.975470,0.102120,14
12,4,1785639.258819,0.044086,14
13,0,12750712.182779,0.300162,14
13,1,12479771.759487,0.293784,14
13,2,5348437.033042,0.125906,14
13,3,3249131.610638,0.076487,14
13,4,2447370.447616,0.057613,14
14,0,11821577.211366,0.263032,14
14,1,11772102.687020,0.261931,14
14,2,5678937.870055,0.126357,14
14,3,4019253.179258,0.089429,14
14,4,3928211.025021,0.087403,14
15,0,15715036.285388,0.318734,14
15,1,15696760.372395,0.318363,14
15,2,4670089.630898,0.094719,14
15,3,3857290.764945,0.078234,14
15,4,3145836.287468,0.063804,14
16,0,14757075.763893,0.315346,14
16,1,14496541.736021,0.309778,14
16,2,4640327.904747,0.099160,14
16,3,3960165.598403,0.084625,14
16,4,2875869.028961,0.061455,14
17,0,8367159.946366,0.251139,13
17,1,8108330.415653,0.243370,13
17,2,5298535.379883,0.159035,13
17,3,4006549.859820,0.120256,13
17,4,2430481.464691,0.072951,13
18,0,13288382.643431,0.317875,14
18,1,13246820.921719,0.316881,14
18,2,4335601.978562,0.103713,14
18,3,2947366.553151,0.070505,14
18,4,2863022.362196,0.068487,14
19,0,12895695.978004,0.289053,14
19,1,12591000.071384,0.282223,14
19,2,5185472.333590,0.116231,14
19,3,4923174.602585,0.110351,14
19,4,2757185.038803,0.061801,14
20,0,16875560.101100,0.342550,14
20,1,16191358.255708,0.328661,14
20,2,5372258.212338,0.109049,14
20,3,3262148.303154,0.066217,14
20,4,2222626.191858,0.045116,14
21,0,8367530.079478,0.284181,13
21,1,7981968.335589,0.271086,13
21,2,3461526.451212,0.117561,13
21,3,2686298.103798,0.091233,13
21,4,2227548.024524,0.075653,13
22,0,10599683.766206,0.318058,14
22,1,10159401.284496,0.304847,14
22,2,3938985.200704,0.118195,14
22,3,3914917.546203,0.117472,14
22,4,1544221.172521,0.046336,14
23,0,10162849.765796,0.297248,14
23,1,10019080.870991,0.293043,14
23,2,4150025.930098,0.121382,14
23,3,2953717.028679,0.086392,14
23,4,1939453.557450,0.056726,14
24,0,26488173.970498,0.387067,13
24,1,25518920.047954,0.372904,13
24,2,5869534.352969,0.085771,13
24,3,5485755.975143,0.080162,13
24,4,1783062.902739,0.026056,13
25,0,10148937.149675,0.300603,13
25,1,9743638.968406,0.288599,13
25,2,4371498.525037,0.129480,13
25,3,3226019.655783,0.095552,13
25,4,2321811.953971,0.068770,13
26,0,24089513.890245,0.337304,14
26,1,23928036.251303,0.335043,14
26,2,8180551.307748,0.114545,14
26,3,7441096.584073,0.104191,14
26,4,2749776.831873,0.038503,14
27,0,23584219.764120,0.355769,13
27,1,21966859.481361,0.331371,13
27,2,6463544.232879,0.097503,13
27,3,5644622.282026,0.085149,13
27,4,3214905.923976,0.048497,13
28,0,10701017.898206,0.339135,14
28,1,10429535.806552,0.330532,14
28,2,2802204.324502,0.088807,14
28,3,2277304.519911,0.072172,14
28,4,1545005.924519,0.048964,14
29,0,9656692.757217,0.323024,13
29,1,8870954.964327,0.296741,13
29,2,3267229.008440,0.109291,13
29,3,2762689.508011,0.092414,13
29,4,1562424.254325,0.052264,13
30,0,10256780.872587,0.316883,13
30,1,10113579.458400,0.312459,13
30,2,3742391.619798,0.115621,13
30,3,3657524.877928,0.112999,13
30,4,1370033.727669,0.042327,13
31,0,12306449.602113,0.332757,15
31,1,11600814.018671,0.313677,15
31,2,4592601.269656,0.124180,15
31,3,4083412.089965,0.110412,15
31,4,1043078.778271,0.028204,15
32,0,20341323.732092,0.361577,12
32,1,20132193.601341,0.357860,12
32,2,4606818.648773,0.081888,12
32,3,4361834.261275,0.077534,12
32,4,2177262.201879,0.038702,12
33,0,8927415.649529,0.294899,14
33,1,8687936.883698,0.286989,14
33,2,3189054.220866,0.105344,14
33,3,3033663.085991,0.100211,14
33,4,2109265.533681,0.069675,14
34,0,11451783.384820,0.339948,14
34,1,11296016.502247,0.335324,14
34,2,2963053.984884,0.087959,14
34,3,2388493.080885,0.070903,14
34,4,1573131.797748,0.046699,14
35,0,12487869.982849,0.316034,14
35,1,12296083.783760,0.311180,14
35,2,4020481.394330,0.101747,14
35,3,3437865.506992,0.087003,14
35,4,2867135.741834,0.072559,14
36,0,7356797.133671,0.280949,13
36,1,7313763.215936,0.279306,13
36,2,3954149.134877,0.151005,13
36,3,2025102.937727,0.077337,13
36,4,1689700.737144,0.064528,13
37,0,7982040.011496,0.292372,13
37,1,7826279.117592,0.286667,13
37,2,3128853.396197,0.114606,13
37,3,2923495.165254,0.107084,13
37,4,1959272.481429,0.071766,13
38,0,25977989.321486,0.384270,13
38,1,25078162.102386,0.370960,13
38,2,4990700.314894,0.073823,13
38,3,4662666.214894,0.068971,13
38,4,2995193.693281,0.044305,13
39,0,11885327.074570,0.280829,14
39,1,11770707.133026,0.278120,14
39,2,5778971.844512,0.136547,14
39,3,5034685.723282,0.118960,14
39,4,3014767.316590,0.071233,14
40,0,7808415.724420,0.276700,14
40,1,7683567.471495,0.272276,14
40,2,3027230.499396,0.107273,14
40,3,2768567.053091,0.098107,14
40,4,2016267.530768,0.071449,14
41,0,10955486.075005,0.278095,13
41,1,10753234.449141,0.272961,13
41,2,4670673.904572,0.118561,13
41,3,4524840.087667,0.114859,13
41,4,2754486.423581,0.069920,13
42,0,9797632.966369,0.305051,12
42,1,9506283.296989,0.295980,12
42,2,3317979.464810,0.103306,12
42,3,2627984.141589,0.081823,12
42,4,2094585.351239,0.065215,12
43,0,6480462.917423,0.264430,13
43,1,6384138.378612,0.260500,13
43,2,2749868.073708,0.112206,13
43,3,2685958.391975,0.109598,13
43,4,1900342.724100,0.077542,13
44,0,11097149.959576,0.331154,14
44,1,10354160.878330,0.308983,14
44,2,3622988.829230,0.108115,14
44,3,3363778.213105,0.100380,14
44,4,1334199.319132,0.039814,14
45,0,4149717.817862,0.245306,13
45,1,4040147.396489,0.238829,13
45,2,2757353.531410,0.162998,13
45,3,1547160.592772,0.091459,13
45,4,1436028.554971,0.084889,13
46,0,9639170.720841,0.323843,13
46,1,9625977.904991,0.323400,13
46,2,2820275.493055,0.094752,13
46,3,2643118.911213,0.088800,13
46,4,1465612.658750,0.049240,13
47,0,8657759.373915,0.275311,13
47,1,8335158.603127,0.265052,13
47,2,3399803.793181,0.108111,13
47,3,2589509.883774,0.082345,13
47,4,2241095.385992,0.071265,13
48,0,8227296.186785,0.266443,13
48,1,8173459.754066,0.264699,13
48,2,4306670.075990,0.139473,13
48,3,2512749.474993,0.081376,13
48,4,2478576.024279,0.080269,13
49,0,7197165.393522,0.278631,13
49,1,7061420.176246,0.273376,13
49,2,2875281.377444,0.111314,13
49,3,2211878.901576,0.085631,13
49,4,2177776.708680,0.084310,13
50,0,14503619.848606,0.275497,13
50,1,14367370.321371,0.272909,13
50,2,6571443.354075,0.124825,13
50,3,6235222.240663,0.118438,13
50,4,2747593.204305,0.052191,13
51,0,6852533.376006,0.273597,13
51,1,6836993.305113,0.272977,13
51,2,3209090.749259,0.128127,13
51,3,2818174.036961,0.112520,13
51,4,1323933.050433,0.052860,13
