Timestamp,Src,Tgt,Transaction_Amount
2020-W07,USR_003,STK_003,22644910.34
2020-W07,STK_003,USR_003,20456150.73
2020-W07,USR_004,STK_003,20456150.73
2020-W07,STK_003,USR_007,104700.96
2020-W07,STK_001,USR_006,449074.55
2020-W07,USR_004,STK_001,449074.55
2020-W07,USR_009,STK_004,76092.66
2020-W07,STK_001,USR_004,291467.55
2020-W07,USR_007,STK_001,291467.55
2020-W08,USR_004,STK_003,21507717.509999998
2020-W08,STK_003,USR_003,21507717.509999998
2020-W08,USR_003,STK_003,22457627.13
2020-W08,STK_003,USR_004,22457627.13
2020-W08,USR_004,STK_005,1080187.56
2020-W08,STK_005,USR_009,1080187.56
2020-W08,USR_004,STK_002,139356.82
2020-W08,STK_002,USR_008,139356.82
2020-W08,STK_004,USR_004,226693.38
2020-W08,USR_007,STK_004,174966.66
2020-W08,STK_001,USR_009,452438.07
2020-W08,USR_004,STK_001,452438.07
2020-W08,USR_010,STK_004,51726.72
2020-W09,STK_003,USR_003,23033836.22
2020-W09,USR_004,STK_003,22704431.77
2020-W09,STK_003,USR_004,19816543.69
2020-W09,USR_003,STK_003,19935082.89
2020-W09,STK_004,USR_006,217820.7
2020-W09,USR_003,STK_004,217820.7
2020-W09,USR_005,STK_001,986983.97
2020-W09,STK_001,USR_003,986983.97
2020-W09,STK_003,USR_008,118539.2
2020-W09,USR_005,STK_003,329404.45
2020-W09,USR_004,STK_002,237200.64
2020-W09,STK_002,USR_005,237200.64
2020-W10,USR_007,STK_003,94749.84
2020-W10,STK_003,USR_004,25343724.85
2020-W10,USR_003,STK_003,25248975.01
2020-W10,STK_003,USR_003,21716445.09
2020-W10,USR_004,STK_003,21716445.09
2020-W10,STK_002,USR_004,249426.6
2020-W10,USR_006,STK_002,249426.6
2020-W10,USR_004,STK_002,161003.06
2020-W10,STK_002,USR_006,68705.82
2020-W10,STK_001,USR_003,563309.04
2020-W10,USR_009,STK_001,563309.04
2020-W10,USR_004,STK_005,1029908.82
2020-W10,STK_005,USR_005,1029908.82
2020-W10,STK_002,USR_009,92297.24
2020-W10,USR_009,STK_005,670394.28
2020-W10,STK_005,USR_004,670394.28
2020-W10,STK_004,USR_003,142530.76
2020-W10,USR_009,STK_004,142530.76
2020-W11,STK_004,USR_009,265341.96
2020-W11,USR_004,STK_004,265341.96
2020-W11,STK_003,USR_004,22204713.71
2020-W11,USR_003,STK_003,22204713.71
2020-W11,USR_004,STK_003,19605962.009999998
2020-W11,STK_003,USR_003,19605962.009999998
2020-W11,STK_002,USR_003,84427.2
2020-W11,USR_009,STK_002,84427.2
2020-W11,STK_005,USR_003,566714.14
2020-W11,USR_005,STK_005,566714.14
2020-W12,STK_003,USR_003,27849949.79
2020-W12,USR_004,STK_003,27849949.79
2020-W12,STK_003,USR_004,20449144.31
2020-W12,USR_003,STK_003,20449144.31
2020-W12,USR_005,STK_005,627403.24
2020-W12,STK_005,USR_004,627403.24
2020-W12,STK_005,USR_009,172652.23
2020-W12,USR_003,STK_005,172652.23
2020-W13,USR_006,STK_004,229623.17
2020-W13,STK_004,USR_003,562640.89
2020-W13,STK_003,USR_004,24789077.94
2020-W13,USR_003,STK_003,24789077.94
2020-W13,STK_003,USR_003,20614625.26
2020-W13,USR_004,STK_003,20614625.26
2020-W13,USR_008,STK_004,333017.72
2020-W13,STK_005,USR_004,1508330.3399999999
2020-W13,USR_009,STK_005,653083.62
2020-W13,STK_005,USR_005,1131549.72
2020-W13,USR_004,STK_005,1131549.72
2020-W13,STK_002,USR_006,157136.65
2020-W13,USR_003,STK_002,157136.65
2020-W13,USR_007,STK_005,855246.72
2020-W14,USR_006,STK_001,737767.45
2020-W14,STK_001,USR_003,737767.45
2020-W14,STK_003,USR_003,22087705.04
2020-W14,USR_004,STK_003,37620497.84
2020-W14,USR_003,STK_003,20342416.98
2020-W14,STK_003,USR_004,20061927.54
2020-W14,STK_003,USR_007,280489.44
2020-W14,STK_003,USR_002,15532792.8
2020-W14,STK_002,USR_009,306978.77
2020-W14,USR_004,STK_002,306978.77
2020-W14,USR_004,STK_004,323446.08
2020-W14,STK_004,USR_006,323446.08
2020-W15,USR_004,STK_005,444283.31000000006
2020-W15,STK_005,USR_008,333131.15
2020-W15,STK_003,USR_003,20421692.41
2020-W15,USR_004,STK_003,20062553.44
2020-W15,STK_003,USR_004,19471160.28
2020-W15,USR_003,STK_003,19900180.38
2020-W15,STK_003,USR_009,429020.1
2020-W15,STK_002,USR_010,196988.96
2020-W15,USR_003,STK_002,196988.96
2020-W15,USR_008,STK_002,90071.1
2020-W15,STK_002,USR_004,90071.1
2020-W15,USR_010,STK_003,359138.97
2020-W15,STK_005,USR_005,111152.16
2020-W16,USR_004,STK_003,24368904.12
2020-W16,STK_003,USR_003,24368904.12
2020-W16,USR_003,STK_003,27700637.22
2020-W16,STK_003,USR_004,27610730.619999997
2020-W16,STK_002,USR_007,168245.58000000002
2020-W16,USR_003,STK_002,168245.58000000002
2020-W16,STK_001,USR_009,632891.39
2020-W16,USR_004,STK_001,632891.39
2020-W16,USR_008,STK_003,78502.84
2020-W16,USR_009,STK_004,101528.72
2020-W16,STK_004,USR_003,101528.72
2020-W16,STK_003,USR_008,168409.44
2020-W16,STK_004,USR_007,473737.6
2020-W16,USR_003,STK_004,473737.6
2020-W17,USR_003,STK_001,288127.71
2020-W17,STK_001,USR_006,288127.71
2020-W17,STK_003,USR_004,25916497.22
2020-W17,USR_003,STK_003,25962544.55
2020-W17,USR_004,STK_003,20802983.82
2020-W17,STK_003,USR_003,20802983.82
2020-W17,USR_005,STK_002,187969.5
2020-W17,STK_002,USR_003,117548.28
2020-W17,STK_004,USR_003,290491.26
2020-W17,USR_010,STK_004,290491.26
2020-W17,STK_001,USR_003,107448.99
2020-W17,USR_007,STK_001,107448.99
2020-W17,STK_002,USR_004,70421.22
2020-W17,STK_003,USR_006,188917.2
2020-W17,USR_009,STK_003,142869.87
2020-W18,USR_003,STK_003,19815224.08
2020-W18,STK_003,USR_004,19815224.08
2020-W18,USR_004,STK_003,22269678.23
2020-W18,STK_003,USR_003,22269678.23
2020-W18,USR_004,STK_002,341385.73
2020-W18,STK_002,USR_009,341385.73
2020-W18,USR_008,STK_005,300355.8
2020-W18,STK_005,USR_003,300355.8
2020-W18,STK_001,USR_003,409200.2
2020-W18,USR_009,STK_001,409200.2
2020-W19,STK_003,USR_004,23541636.94
2020-W19,USR_003,STK_003,23538684.64
2020-W19,USR_004,STK_003,24803064.22
2020-W19,STK_003,USR_003,24498270.990000002
2020-W19,STK_002,USR_009,109352.12
2020-W19,USR_004,STK_002,109352.12
2020-W19,USR_010,STK_004,150612.88
2020-W19,STK_004,USR_004,397006.95999999996
2020-W19,USR_008,STK_002,56639.52
2020-W19,STK_002,USR_004,56639.52
2020-W19,USR_007,STK_004,246394.08
2020-W19,STK_003,USR_006,304793.23
2020-W19,USR_004,STK_005,738825.91
2020-W19,STK_005,USR_007,738825.91
2020-W19,USR_005,STK_003,2952.3
2020-W20,USR_003,STK_003,21838900.830000002
2020-W20,STK_003,USR_004,21838900.830000002
2020-W20,STK_003,USR_003,23944204.209999997
2020-W20,USR_004,STK_003,24182326.39
2020-W20,STK_003,USR_006,238122.18
2020-W20,STK_002,USR_009,278659.98
2020-W20,USR_004,STK_002,278659.98
2020-W21,STK_005,USR_010,822586.47
2020-W21,USR_003,STK_005,822586.47
2020-W21,USR_003,STK_001,15708444.72
2020-W21,STK_001,USR_002,15256710.84
2020-W21,USR_004,STK_001,5115984.3
2020-W21,STK_001,USR_003,5320843.29
2020-W21,STK_003,USR_004,26426748.080000002
2020-W21,USR_003,STK_003,26536566.44
2020-W21,STK_003,USR_003,25919262.98
2020-W21,USR_004,STK_003,25919262.98
2020-W21,STK_002,USR_009,141776.58
2020-W21,USR_003,STK_002,141776.58
2020-W21,USR_003,STK_004,4982334.77
2020-W21,STK_004,USR_002,4982334.77
2020-W21,USR_004,STK_004,2358846.72
2020-W21,STK_004,USR_003,2358846.72
2020-W21,STK_001,USR_006,256712.0
2020-W21,STK_002,USR_003,202721.9
2020-W21,USR_009,STK_002,202721.9
2020-W21,STK_001,USR_010,195021.88
2020-W21,USR_008,STK_001,204858.99
2020-W21,STK_003,USR_007,109818.36
2020-W22,STK_004,USR_002,5462306.34
2020-W22,USR_004,STK_004,20379447.86
2020-W22,USR_004,STK_003,25468219.32
2020-W22,STK_003,USR_003,25468219.32
2020-W22,USR_003,STK_003,29706645.15
2020-W22,STK_003,USR_004,29304883.47
2020-W22,USR_003,STK_004,17364286.96
2020-W22,STK_004,USR_004,17364286.96
2020-W22,STK_004,USR_003,14917141.52
2020-W22,STK_001,USR_003,37014668.8
2020-W22,USR_001,STK_001,37014668.8
2020-W22,STK_001,USR_004,13440289.42
2020-W22,USR_003,STK_001,13440289.42
2020-W22,STK_003,USR_006,401761.68
2020-W23,STK_003,USR_003,30161029.09
2020-W23,USR_004,STK_003,30161029.09
2020-W23,STK_003,USR_004,27035616.92
2020-W23,USR_003,STK_003,27035616.92
2020-W23,STK_004,USR_003,17303149.48
2020-W23,USR_004,STK_004,17303149.48
2020-W23,STK_004,USR_004,17303149.48
2020-W23,USR_003,STK_004,17303149.48
2020-W23,USR_007,STK_002,80620.47
2020-W23,STK_002,USR_004,80620.47
2020-W23,STK_001,USR_010,908833.65
2020-W23,USR_003,STK_001,27576155.549999997
2020-W23,STK_001,USR_002,26667321.9
2020-W23,USR_003,STK_005,678809.08
2020-W23,STK_005,USR_010,678809.08
2020-W23,USR_004,STK_001,5783512.54
2020-W23,STK_001,USR_003,5783512.54
2020-W23,USR_004,STK_005,1190906.7
2020-W23,STK_005,USR_006,1190906.7
2020-W24,USR_003,STK_003,28077465.549999997
2020-W24,STK_003,USR_004,28077465.549999997
2020-W24,USR_004,STK_004,17436011.869999997
2020-W24,STK_004,USR_003,17234292.259999998
2020-W24,STK_003,USR_003,31177627.17
2020-W24,USR_004,STK_003,30816792.41
2020-W24,STK_004,USR_004,17234292.259999998
2020-W24,USR_003,STK_004,17234292.259999998
2020-W24,USR_008,STK_005,39670.92
2020-W24,STK_005,USR_003,39670.92
2020-W24,USR_010,STK_001,296821.44
2020-W24,STK_001,USR_003,296821.44
2020-W24,STK_005,USR_005,189008.16
2020-W24,USR_004,STK_005,189008.16
2020-W24,STK_004,USR_009,201719.61
2020-W24,USR_008,STK_003,360834.76
2020-W25,USR_004,STK_003,25262871.58
2020-W25,STK_003,USR_010,319701.6
2020-W25,STK_003,USR_004,28928937.61
2020-W25,USR_003,STK_003,28928937.61
2020-W25,STK_004,USR_004,16337492.82
2020-W25,USR_003,STK_004,16337492.82
2020-W25,STK_003,USR_003,24943169.98
2020-W25,STK_004,USR_003,16337492.82
2020-W25,USR_004,STK_004,16337492.82
2020-W25,STK_005,USR_008,760512.24
2020-W25,USR_004,STK_005,760512.24
2020-W26,USR_003,STK_003,30042281.16
2020-W26,STK_003,USR_004,29641435.8
2020-W26,STK_003,USR_003,25231176.93
2020-W26,USR_004,STK_003,25231176.93
2020-W26,USR_004,STK_004,16859713.53
2020-W26,STK_004,USR_003,16859713.53
2020-W26,STK_004,USR_004,16859713.53
2020-W26,USR_003,STK_004,16859713.53
2020-W26,STK_002,USR_004,12783024.18
2020-W26,USR_010,STK_002,80389.82
2020-W26,USR_001,STK_002,12702634.36
2020-W26,STK_002,USR_003,6520679.12
2020-W26,USR_004,STK_002,6520679.12
2020-W26,STK_003,USR_006,400845.36
2020-W26,STK_002,USR_010,165904.7
2020-W26,USR_003,STK_002,165904.7
2020-W27,STK_004,USR_004,17304075.16
2020-W27,USR_003,STK_004,17126884.17
2020-W27,STK_003,USR_003,27585594.33
2020-W27,USR_004,STK_003,27585594.33
2020-W27,STK_003,USR_004,24504184.63
2020-W27,USR_003,STK_003,24504184.63
2020-W27,STK_004,USR_003,17126884.17
2020-W27,USR_004,STK_004,17126884.17
2020-W27,STK_002,USR_004,65027.0
2020-W27,USR_009,STK_002,65027.0
2020-W27,USR_007,STK_004,177190.99
2020-W28,USR_004,STK_005,62484.3
2020-W28,STK_005,USR_009,62484.3
2020-W28,USR_004,STK_004,17074559.2
2020-W28,STK_004,USR_003,17074559.2
2020-W28,USR_003,STK_004,17076916.72
2020-W28,STK_004,USR_004,17076916.72
2020-W28,USR_004,STK_003,30637002.85
2020-W28,STK_003,USR_003,30637002.85
2020-W28,USR_003,STK_003,28845417.32
2020-W28,STK_003,USR_004,28587762.56
2020-W28,STK_001,USR_010,113546.3
2020-W28,USR_004,STK_001,116832.46
2020-W28,USR_006,STK_002,237919.5
2020-W28,STK_002,USR_004,237919.5
2020-W28,STK_003,USR_007,257654.76
2020-W28,STK_005,USR_003,602271.6
2020-W28,USR_010,STK_005,602271.6
2020-W28,STK_002,USR_010,403709.13
2020-W28,USR_004,STK_002,403709.13
2020-W28,STK_005,USR_004,776203.2
2020-W28,USR_006,STK_005,776203.2
2020-W28,STK_001,USR_009,3286.16
2020-W29,STK_004,USR_003,17627585.42
2020-W29,USR_004,STK_004,17627585.42
2020-W29,STK_003,USR_004,32771496.91
2020-W29,USR_003,STK_003,32283693.82
2020-W29,USR_003,STK_004,17627585.42
2020-W29,STK_004,USR_004,17627585.42
2020-W29,STK_003,USR_003,30648917.11
2020-W29,USR_004,STK_003,30270030.51
2020-W29,STK_002,USR_005,2662.44
2020-W29,USR_004,STK_002,2662.44
2020-W29,USR_010,STK_003,378886.6
2020-W29,USR_006,STK_003,517631.49
2020-W29,STK_003,USR_008,29828.4
2020-W30,USR_003,STK_004,17367865.77
2020-W30,STK_004,USR_004,17367865.77
2020-W30,STK_003,USR_004,31569072.78
2020-W30,USR_003,STK_003,31569072.78
2020-W30,USR_004,STK_004,17229944.57
2020-W30,STK_004,USR_003,17605122.8
2020-W30,USR_004,STK_003,29744442.96
2020-W30,STK_003,USR_003,29744442.96
2020-W30,USR_010,STK_004,375178.23
2020-W31,USR_004,STK_003,31119998.67
2020-W31,STK_003,USR_003,31383554.17
2020-W31,USR_003,STK_003,29384033.689999998
2020-W31,STK_003,USR_004,29384033.689999998
2020-W31,USR_004,STK_004,19532383.25
2020-W31,STK_004,USR_004,19770500.45
2020-W31,STK_004,USR_003,19532383.25
2020-W31,USR_003,STK_004,19770500.45
2020-W31,STK_005,USR_010,992664.23
2020-W31,USR_003,STK_005,41768.9
2020-W31,USR_007,STK_003,263555.5
2020-W31,USR_004,STK_002,338141.79
2020-W31,STK_002,USR_006,338141.79
2020-W31,STK_001,USR_004,377096.85
2020-W31,USR_008,STK_001,377096.85
2020-W31,USR_009,STK_005,1229941.36
2020-W31,STK_005,USR_004,1229941.36
2020-W31,USR_004,STK_005,950895.33
2020-W32,USR_003,STK_005,459722.0
2020-W32,STK_005,USR_010,281678.54000000004
2020-W32,USR_004,STK_004,19229497.55
2020-W32,STK_004,USR_003,19229497.55
2020-W32,USR_004,STK_003,29236532.69
2020-W32,STK_003,USR_003,29236532.69
2020-W32,USR_003,STK_003,24543529.900000002
2020-W32,STK_003,USR_004,24543529.900000002
2020-W32,STK_004,USR_004,19229497.55
2020-W32,USR_003,STK_004,19229497.55
2020-W32,USR_004,STK_005,504492.56
2020-W32,STK_005,USR_006,682536.02
2020-W32,USR_003,STK_002,145013.54
2020-W32,STK_002,USR_009,145013.54
2020-W32,STK_002,USR_004,28106.51
2020-W32,USR_005,STK_002,28106.51
2020-W32,USR_006,STK_005,382276.8
2020-W32,STK_005,USR_004,382276.8
2020-W32,USR_003,STK_001,3288.65
2020-W32,STK_001,USR_010,3288.65
2020-W33,STK_003,USR_004,30830014.99
2020-W33,USR_003,STK_003,30830014.99
2020-W33,STK_004,USR_004,18518642.59
2020-W33,USR_003,STK_004,18518642.59
2020-W33,STK_004,USR_003,19334866.49
2020-W33,USR_004,STK_004,19334866.49
2020-W33,STK_003,USR_003,25983490.73
2020-W33,USR_004,STK_003,25486829.18
2020-W33,STK_005,USR_004,425264.54
2020-W33,USR_006,STK_005,425264.54
2020-W33,USR_004,STK_001,26066.4
2020-W33,STK_001,USR_005,26066.4
2020-W33,USR_007,STK_003,496661.55
2020-W33,USR_003,STK_002,1461.3
2020-W33,STK_002,USR_005,1461.3
2020-W34,USR_004,STK_004,18292776.46
2020-W34,STK_004,USR_003,18292776.46
2020-W34,STK_004,USR_004,18592323.92
2020-W34,USR_003,STK_004,18205538.21
2020-W34,STK_003,USR_004,27778136.29
2020-W34,USR_003,STK_003,27778136.29
2020-W34,USR_004,STK_003,30248805.09
2020-W34,STK_003,USR_003,30596000.05
2020-W34,STK_001,USR_004,399396.28
2020-W34,USR_009,STK_001,399396.28
2020-W34,USR_009,STK_004,386785.71
2020-W34,STK_003,USR_009,79523.84
2020-W34,STK_002,USR_007,257832.09
2020-W34,USR_004,STK_002,257832.09
2020-W34,USR_009,STK_003,426718.8
2020-W35,USR_005,STK_002,249803.44
2020-W35,STK_002,USR_003,249803.44
2020-W35,STK_004,USR_003,17452905.97
2020-W35,USR_004,STK_004,17452905.97
2020-W35,STK_004,USR_004,18372836.39
2020-W35,USR_003,STK_004,18372836.39
2020-W35,USR_004,STK_003,34228154.39
2020-W35,STK_003,USR_003,34228154.39
2020-W35,USR_003,STK_003,25981748.33
2020-W35,STK_003,USR_004,25991475.37
2020-W35,USR_010,STK_005,1116762.5
2020-W35,STK_005,USR_003,1116762.5
2020-W35,STK_003,USR_005,117330.94
2020-W35,USR_008,STK_003,127057.98
2020-W35,USR_003,STK_001,131092.02
2020-W35,STK_001,USR_005,131092.02
2020-W35,STK_002,USR_004,140785.68
2020-W35,USR_007,STK_002,140785.68
2020-W36,STK_003,USR_004,31580915.14
2020-W36,USR_005,STK_003,112256.35
2020-W36,STK_001,USR_003,692122.07
2020-W36,USR_006,STK_001,692122.07
2020-W36,STK_004,USR_003,20611565.98
2020-W36,USR_004,STK_004,20611565.98
2020-W36,USR_003,STK_003,31468658.79
2020-W36,USR_004,STK_003,28031240.27
2020-W36,STK_003,USR_003,28031240.27
2020-W36,STK_004,USR_004,20603971.29
2020-W36,USR_003,STK_004,20603971.29
2020-W36,STK_002,USR_005,113290.87
2020-W36,USR_003,STK_002,211227.45
2020-W36,STK_002,USR_008,97936.58
2020-W37,STK_002,USR_004,26740580.5
2020-W37,USR_010,STK_002,313811.68
2020-W37,STK_004,USR_004,18757235.650000002
2020-W37,USR_003,STK_004,18757235.650000002
2020-W37,USR_003,STK_003,23213858.81
2020-W37,STK_003,USR_004,23213858.81
2020-W37,STK_004,USR_003,18751528.05
2020-W37,USR_004,STK_004,18751528.05
2020-W37,STK_003,USR_003,36446499.85
2020-W37,USR_004,STK_003,36446499.85
2020-W37,STK_005,USR_004,659461.66
2020-W37,USR_007,STK_005,659461.66
2020-W37,USR_002,STK_002,24585458.82
2020-W37,USR_004,STK_002,8465582.48
2020-W37,STK_002,USR_003,8465582.48
2020-W37,USR_004,STK_001,115103.68
2020-W37,STK_001,USR_009,115103.68
2020-W37,USR_003,STK_002,1841310.0
2020-W38,STK_004,USR_007,288325.8
2020-W38,USR_004,STK_004,19159072.15
2020-W38,USR_004,STK_001,709879.74
2020-W38,STK_001,USR_006,709879.74
2020-W38,USR_003,STK_004,18998515.2
2020-W38,STK_004,USR_004,18998515.2
2020-W38,USR_003,STK_002,19061948.509999998
2020-W38,STK_002,USR_004,18760558.59
2020-W38,USR_004,STK_002,24363028.310000002
2020-W38,STK_002,USR_003,24519512.6
2020-W38,STK_003,USR_004,28307414.29
2020-W38,USR_003,STK_003,28307414.29
2020-W38,STK_003,USR_003,25700786.3
2020-W38,USR_004,STK_003,25976454.14
2020-W38,STK_004,USR_003,19029454.65
2020-W38,STK_002,USR_008,301389.92
2020-W38,STK_004,USR_010,97263.5
2020-W38,STK_003,USR_008,275667.84
2020-W38,USR_007,STK_002,156484.29
2020-W38,USR_009,STK_004,255971.8
2020-W39,USR_003,STK_003,34001190.03
2020-W39,STK_003,USR_004,34001190.03
2020-W39,STK_004,USR_003,20280976.68
2020-W39,USR_004,STK_004,20280976.68
2020-W39,USR_004,STK_003,23281233.48
2020-W39,STK_003,USR_003,22927786.82
2020-W39,USR_003,STK_004,20087949.05
2020-W39,STK_004,USR_004,20187773.9
2020-W39,STK_002,USR_003,22659395.93
2020-W39,USR_004,STK_002,22755026.43
2020-W39,STK_002,USR_004,23184361.83
2020-W39,USR_003,STK_002,23184361.83
2020-W39,STK_001,USR_003,1032875.6
2020-W39,USR_010,STK_001,1032875.6
2020-W39,STK_003,USR_009,353446.66
2020-W39,STK_005,USR_006,628514.11
2020-W39,USR_004,STK_005,628514.11
2020-W39,USR_007,STK_004,99824.85
2020-W39,STK_002,USR_010,95630.5
2020-W40,USR_004,STK_002,23472420.259999998
2020-W40,STK_002,USR_003,23577089.439999998
2020-W40,STK_002,USR_004,21586066.16
2020-W40,USR_003,STK_002,21586066.16
2020-W40,STK_003,USR_003,24373522.64
2020-W40,USR_004,STK_003,24557759.59
2020-W40,STK_004,USR_004,21376759.79
2020-W40,USR_003,STK_004,21376759.79
2020-W40,STK_003,USR_004,29342590.86
2020-W40,USR_003,STK_003,29387737.560000002
2020-W40,STK_004,USR_003,18706821.47
2020-W40,USR_004,STK_004,18706821.47
2020-W40,STK_005,USR_003,228870.78
2020-W40,USR_005,STK_005,88608.78
2020-W40,USR_007,STK_005,140262.0
2020-W40,STK_003,USR_006,45146.7
2020-W40,USR_005,STK_002,104669.18
2020-W40,USR_010,STK_005,1090410.09
2020-W40,STK_005,USR_004,1090410.09
2020-W40,USR_005,STK_001,263465.03
2020-W40,STK_001,USR_004,263465.03
2020-W40,STK_003,USR_009,184236.95
2020-W41,STK_002,USR_004,20751209.71
2020-W41,USR_003,STK_002,20922586.39
2020-W41,USR_004,STK_003,30577850.6
2020-W41,STK_003,USR_003,30577850.6
2020-W41,STK_004,USR_004,19121067.9
2020-W41,USR_003,STK_004,19121067.9
2020-W41,STK_002,USR_003,23331539.97
2020-W41,USR_004,STK_002,23331539.97
2020-W41,USR_003,STK_003,28264859.48
2020-W41,STK_003,USR_004,28264859.48
2020-W41,USR_004,STK_004,18364819.79
2020-W41,STK_004,USR_003,18393295.79
2020-W41,USR_010,STK_004,28476.0
2020-W41,STK_002,USR_005,171376.68
2020-W41,USR_008,STK_005,809714.07
2020-W41,STK_005,USR_003,809714.07
2020-W42,USR_004,STK_003,31899205.04
2020-W42,STK_003,USR_003,31899205.04
2020-W42,STK_004,USR_003,20808206.55
2020-W42,USR_004,STK_004,20808206.55
2020-W42,STK_004,USR_004,20442645.69
2020-W42,USR_003,STK_004,20442645.69
2020-W42,USR_003,STK_003,34701545.97
2020-W42,STK_003,USR_004,34701545.97
2020-W42,USR_004,STK_002,21038838.09
2020-W42,STK_002,USR_003,21260253.27
2020-W42,STK_002,USR_004,19994974.62
2020-W42,USR_003,STK_002,20220565.3
2020-W42,STK_005,USR_008,66516.1
2020-W42,USR_004,STK_005,66516.1
2020-W42,STK_002,USR_005,225590.68
2020-W42,USR_005,STK_002,280323.54
2020-W42,STK_002,USR_008,58908.36
2020-W43,STK_005,USR_003,983940.3
2020-W43,USR_006,STK_005,983940.3
2020-W43,USR_002,STK_001,36806914.26
2020-W43,STK_001,USR_003,40898490.86
2020-W43,STK_001,USR_010,664426.14
2020-W43,USR_003,STK_001,43526051.620000005
2020-W43,USR_003,STK_002,23312760.22
2020-W43,STK_002,USR_004,23131935.42
2020-W43,USR_003,STK_003,28134385.22
2020-W43,STK_003,USR_004,28462698.03
2020-W43,STK_004,USR_004,23676666.61
2020-W43,USR_003,STK_004,23676666.61
2020-W43,STK_001,USR_004,4336501.56
2020-W43,STK_002,USR_003,19479311.26
2020-W43,USR_004,STK_002,19709135.94
2020-W43,STK_003,USR_003,29387713.18
2020-W43,USR_004,STK_003,29387713.18
2020-W43,STK_004,USR_003,23952553.130000003
2020-W43,USR_004,STK_004,23646585.94
2020-W43,STK_001,USR_001,38525123.92
2020-W43,USR_010,STK_004,305967.19
2020-W43,USR_004,STK_001,4091576.6
2020-W43,STK_002,USR_010,229824.68
2020-W43,USR_003,STK_005,1151043.38
2020-W43,STK_005,USR_006,652294.26
2020-W43,USR_010,STK_005,822561.14
2020-W43,STK_005,USR_004,822561.14
2020-W43,USR_008,STK_003,328312.81
2020-W43,STK_002,USR_008,180824.8
2020-W43,STK_005,USR_010,498749.12
2020-W44,USR_004,STK_002,24079701.56
2020-W44,STK_002,USR_003,24079701.56
2020-W44,USR_004,STK_004,21040811.43
2020-W44,STK_004,USR_003,21040811.43
