Timestamp,Src,Tgt,Transaction_Amount,Asset_Type,Price,Memo,Transaction_ID
2020-01-15T09:20:51,ACC_Input_From_Outside,USR_007,31747.53,CASH,1.00,External_Inflow,EX_IN_000052
2020-01-15T09:26:13,ACC_Input_From_Outside,USR_001,31747.53,CASH,1.00,External_Inflow,EX_IN_000054
2020-01-15T09:29:00,ACC_Input_From_Outside,USR_002,31747.53,CASH,1.00,External_Inflow,EX_IN_000053
2020-01-15T14:12:52,USR_010,USR_004,187136.74,CASH,1.00,Normal,M_000057
2020-01-15T14:55:11,USR_004,USR_008,216635.40,CASH,1.00,Normal,M_000058
2020-01-19T11:52:04,USR_005,USR_003,438728.70,CASH,1.00,Normal,M_000059
2020-01-20T09:00:41,ACC_Input_From_Outside,USR_006,63263.83,CASH,1.00,External_Inflow,EX_IN_000062
2020-01-20T09:04:18,ACC_Input_From_Outside,USR_001,63263.83,CASH,1.00,External_Inflow,EX_IN_000066
2020-01-20T09:05:12,ACC_Input_From_Outside,USR_009,63263.83,CASH,1.00,External_Inflow,EX_IN_000064
2020-01-20T09:06:48,ACC_Input_From_Outside,USR_005,63263.83,CASH,1.00,External_Inflow,EX_IN_000060
2020-01-20T09:08:08,ACC_Input_From_Outside,USR_008,63263.83,CASH,1.00,External_Inflow,EX_IN_000065
2020-01-20T09:21:12,ACC_Input_From_Outside,USR_002,63263.83,CASH,1.00,External_Inflow,EX_IN_000063
2020-01-20T09:28:38,ACC_Input_From_Outside,USR_007,63263.83,CASH,1.00,External_Inflow,EX_IN_000061
2020-01-20T10:29:02,USR_003,USR_005,321761.40,CASH,1.00,Normal,M_000067
2020-01-21T14:14:56,USR_006,USR_004,169828.56,CASH,1.00,Normal,M_000068
2020-01-23T14:47:36,USR_007,USR_004,155032.64,CASH,1.00,Normal,M_000069
2020-01-25T10:38:57,USR_006,USR_003,1273697.37,CASH,1.00,Normal,M_000070
2020-01-25T11:10:41,USR_001,USR_004,3843519.12,CASH,1.00,Normal,M_000071
2020-01-25T15:55:00,USR_004,USR_003,4936675.00,CASH,1.00,MM_Balance,M_000072
2020-01-26T15:36:00,USR_003,USR_004,4475965.00,CASH,1.00,MM_Balance,M_000073
2020-01-26T15:47:00,USR_004,USR_003,4475965.00,CASH,1.00,MM_Balance,M_000074
2020-01-27T09:47:49,USR_004,USR_006,581449.50,CASH,1.00,Normal,M_000075
2020-01-27T15:07:00,USR_003,USR_004,4910556.65,CASH,1.00,MM_Balance,M_000076
2020-01-27T15:09:00,USR_004,USR_003,4910556.65,CASH,1.00,MM_Balance,M_000077
2020-01-28T09:04:14,ACC_Input_From_Outside,USR_010,167259.47,CASH,1.00,External_Inflow,EX_IN_000080
2020-01-28T09:09:51,ACC_Input_From_Outside,USR_009,167259.47,CASH,1.00,External_Inflow,EX_IN_000078
2020-01-28T09:14:59,ACC_Input_From_Outside,USR_002,167259.47,CASH,1.00,External_Inflow,EX_IN_000079
2020-01-28T09:15:59,ACC_Input_From_Outside,USR_001,167259.47,CASH,1.00,External_Inflow,EX_IN_000081
2020-01-28T14:49:40,USR_008,USR_004,474726.90,CASH,1.00,Normal,M_000082
2020-01-28T15:05:00,USR_003,USR_004,4845035.15,CASH,1.00,MM_Balance,M_000083
2020-01-28T15:26:00,USR_004,USR_003,4595401.76,CASH,1.00,MM_Balance,M_000084
2020-01-29T15:03:00,USR_004,USR_003,4950663.75,CASH,1.00,MM_Balance,M_000086
2020-01-29T15:55:00,USR_003,USR_004,4695588.00,CASH,1.00,MM_Balance,M_000085
2020-01-30T09:37:28,USR_005,USR_003,335777.26,CASH,1.00,Normal,M_000087
2020-01-30T15:07:00,USR_003,USR_004,4871153.50,CASH,1.00,MM_Balance,M_000088
2020-01-30T15:59:00,USR_004,USR_003,4871153.50,CASH,1.00,MM_Balance,M_000089
2020-01-31T09:04:39,ACC_Input_From_Outside,USR_010,40328.55,CASH,1.00,External_Inflow,EX_IN_000095
2020-01-31T09:06:30,ACC_Input_From_Outside,USR_002,40328.55,CASH,1.00,External_Inflow,EX_IN_000090
2020-01-31T09:17:20,ACC_Input_From_Outside,USR_008,40328.55,CASH,1.00,External_Inflow,EX_IN_000092
2020-01-31T09:20:27,ACC_Input_From_Outside,USR_006,40328.55,CASH,1.00,External_Inflow,EX_IN_000091
2020-01-31T09:25:28,ACC_Input_From_Outside,USR_009,40328.55,CASH,1.00,External_Inflow,EX_IN_000093
2020-01-31T09:30:00,ACC_Input_From_Outside,USR_001,40328.55,CASH,1.00,External_Inflow,EX_IN_000094
2020-01-31T15:12:00,USR_004,USR_003,4760452.85,CASH,1.00,MM_Balance,M_000097
2020-01-31T15:59:00,USR_003,USR_004,4760452.85,CASH,1.00,MM_Balance,M_000096
2020-02-01T10:13:51,USR_004,USR_005,596452.50,CASH,1.00,Normal,M_000099
2020-02-01T13:30:27,USR_004,USR_010,227693.48,CASH,1.00,Normal,M_000098
2020-02-01T15:20:00,USR_003,USR_004,5126237.20,CASH,1.00,MM_Balance,M_000100
2020-02-01T15:34:00,USR_004,USR_003,5126237.20,CASH,1.00,MM_Balance,M_000101
2020-02-02T10:49:30,USR_006,USR_004,909402.49,CASH,1.00,Normal,M_000102
2020-02-02T15:39:00,USR_003,USR_004,2979427.86,CASH,1.00,MM_Balance,M_000103
2020-02-02T15:43:00,USR_004,USR_003,2979427.86,CASH,1.00,MM_Balance,M_000104
2020-02-03T09:02:31,ACC_Input_From_Outside,USR_005,42418.43,CASH,1.00,External_Inflow,EX_IN_000108
2020-02-03T09:05:23,ACC_Input_From_Outside,USR_007,42418.43,CASH,1.00,External_Inflow,EX_IN_000107
2020-02-03T09:11:47,ACC_Input_From_Outside,USR_006,42418.43,CASH,1.00,External_Inflow,EX_IN_000110
2020-02-03T09:15:04,ACC_Input_From_Outside,USR_001,42418.43,CASH,1.00,External_Inflow,EX_IN_000109
2020-02-03T09:18:39,ACC_Input_From_Outside,USR_008,42418.43,CASH,1.00,External_Inflow,EX_IN_000106
2020-02-03T09:23:07,ACC_Input_From_Outside,USR_009,42418.43,CASH,1.00,External_Inflow,EX_IN_000105
2020-02-03T09:56:47,USR_004,USR_007,24614.10,CASH,1.00,Normal,M_000111
2020-02-03T15:51:00,USR_004,USR_003,5510577.10,CASH,1.00,MM_Balance,M_000113
2020-02-03T15:57:00,USR_003,USR_004,5510577.10,CASH,1.00,MM_Balance,M_000112
2020-02-04T09:03:18,ACC_Input_From_Outside,USR_010,73854.35,CASH,1.00,External_Inflow,EX_IN_000115
2020-02-04T09:21:25,ACC_Input_From_Outside,USR_001,73854.35,CASH,1.00,External_Inflow,EX_IN_000116
2020-02-04T09:21:26,ACC_Input_From_Outside,USR_009,73854.35,CASH,1.00,External_Inflow,EX_IN_000114
2020-02-04T09:22:03,ACC_Input_From_Outside,USR_006,73854.35,CASH,1.00,External_Inflow,EX_IN_000117
2020-02-04T11:58:50,USR_009,USR_004,344177.23,CASH,1.00,Normal,M_000118
2020-02-04T15:07:00,USR_004,USR_003,5446693.00,CASH,1.00,MM_Balance,M_000120
2020-02-04T15:55:00,USR_003,USR_004,5446693.00,CASH,1.00,MM_Balance,M_000119
2020-02-05T11:53:10,USR_007,USR_003,882605.46,CASH,1.00,Normal,M_000121
2020-02-05T14:36:36,USR_004,USR_010,27701.08,CASH,1.00,Normal,M_000122
2020-02-05T15:26:00,USR_004,USR_003,5502761.60,CASH,1.00,MM_Balance,M_000124
2020-02-05T15:44:00,USR_003,USR_004,5502761.60,CASH,1.00,MM_Balance,M_000123
2020-02-06T09:12:39,USR_005,ACC_Output_To_Outside,37220.57,CASH,1.00,External_Outflow,EX_OUT_000126
2020-02-06T09:15:29,USR_006,ACC_Output_To_Outside,37220.57,CASH,1.00,External_Outflow,EX_OUT_000125
2020-02-06T09:18:26,USR_008,ACC_Output_To_Outside,37220.57,CASH,1.00,External_Outflow,EX_OUT_000130
2020-02-06T09:22:53,USR_002,ACC_Output_To_Outside,37220.57,CASH,1.00,External_Outflow,EX_OUT_000127
2020-02-06T09:23:46,USR_010,ACC_Output_To_Outside,37220.57,CASH,1.00,External_Outflow,EX_OUT_000129
2020-02-06T09:25:21,USR_009,ACC_Output_To_Outside,37220.57,CASH,1.00,External_Outflow,EX_OUT_000128
2020-02-06T15:43:00,USR_003,USR_004,3225267.06,CASH,1.00,MM_Balance,M_000131
2020-02-06T15:57:00,USR_004,USR_003,3225267.06,CASH,1.00,MM_Balance,M_000132
2020-02-07T11:05:17,USR_010,USR_003,374937.42,CASH,1.00,Normal,M_000135
2020-02-07T11:22:04,USR_003,USR_008,202882.84,CASH,1.00,Normal,M_000133
2020-02-07T11:37:14,USR_007,USR_003,295595.30,CASH,1.00,Normal,M_000134
2020-02-07T15:22:00,USR_003,USR_004,2746453.80,CASH,1.00,MM_Balance,M_000136
2020-02-08T09:47:00,USR_004,USR_005,936750.16,CASH,1.00,Normal,M_000137
2020-02-09T14:19:45,USR_004,USR_010,566238.70,CASH,1.00,Normal,M_000138
2020-02-10T12:53:30,USR_010,USR_003,691260.57,CASH,1.00,Normal,M_000139
2020-02-11T14:43:32,USR_004,USR_008,251561.92,CASH,1.00,Normal,M_000140
2020-02-12T09:46:44,USR_010,USR_004,1380.76,CASH,1.00,Normal,M_000141
2020-02-12T09:58:43,USR_004,USR_008,146879.78,CASH,1.00,Normal,M_000143
2020-02-12T12:36:10,USR_005,USR_003,764481.12,CASH,1.00,Normal,M_000142
2020-02-12T13:21:34,USR_003,USR_007,199723.65,CASH,1.00,Normal,M_000144
2020-02-14T09:02:27,ACC_Input_From_Outside,USR_007,22342.53,CASH,1.00,External_Inflow,EX_IN_000150
2020-02-14T09:12:05,ACC_Input_From_Outside,USR_010,22342.53,CASH,1.00,External_Inflow,EX_IN_000149
2020-02-14T09:19:04,ACC_Input_From_Outside,USR_001,22342.53,CASH,1.00,External_Inflow,EX_IN_000145
2020-02-14T09:22:48,ACC_Input_From_Outside,USR_002,22342.53,CASH,1.00,External_Inflow,EX_IN_000147
2020-02-14T09:27:31,ACC_Input_From_Outside,USR_008,22342.53,CASH,1.00,External_Inflow,EX_IN_000148
2020-02-14T09:28:26,ACC_Input_From_Outside,USR_006,22342.53,CASH,1.00,External_Inflow,EX_IN_000146
2020-02-14T13:41:16,USR_004,USR_010,494242.16,CASH,1.00,Normal,M_000151
2020-02-16T13:35:09,USR_004,USR_010,472669.72,CASH,1.00,Normal,M_000152
2020-02-17T12:06:46,USR_009,USR_004,42867.51,CASH,1.00,Normal,M_000153
2020-02-18T13:29:58,USR_003,USR_009,200493.92,CASH,1.00,Normal,M_000154
2020-02-19T12:29:23,USR_005,USR_004,929731.37,CASH,1.00,Normal,M_000157
2020-02-19T13:04:03,USR_004,USR_007,361328.10,CASH,1.00,Normal,M_000156
2020-02-19T14:59:09,USR_010,USR_004,781037.25,CASH,1.00,Normal,M_000155
2020-02-21T13:35:10,USR_003,USR_010,580510.17,CASH,1.00,Normal,M_000158
2020-02-22T12:40:55,USR_003,USR_007,187747.20,CASH,1.00,Normal,M_000160
2020-02-22T14:10:21,USR_009,USR_003,792131.68,CASH,1.00,Normal,M_000159
2020-02-23T13:48:01,USR_010,USR_003,183728.80,CASH,1.00,Normal,M_000161
2020-02-24T09:14:19,ACC_Input_From_Outside,USR_008,33923.00,CASH,1.00,External_Inflow,EX_IN_000162
2020-02-24T09:15:36,ACC_Input_From_Outside,USR_006,33923.00,CASH,1.00,External_Inflow,EX_IN_000166
2020-02-24T09:21:15,ACC_Input_From_Outside,USR_010,33923.00,CASH,1.00,External_Inflow,EX_IN_000165
2020-02-24T09:21:48,ACC_Input_From_Outside,USR_007,33923.00,CASH,1.00,External_Inflow,EX_IN_000163
2020-02-24T09:27:05,ACC_Input_From_Outside,USR_005,33923.00,CASH,1.00,External_Inflow,EX_IN_000164
2020-02-24T12:53:52,USR_002,USR_003,2649500.28,CASH,1.00,Normal,M_000167
2020-02-24T15:01:00,USR_003,USR_004,5080062.90,CASH,1.00,MM_Balance,M_000168
2020-02-25T09:05:58,ACC_Input_From_Outside,USR_009,11786.89,CASH,1.00,External_Inflow,EX_IN_000171
2020-02-25T09:15:51,ACC_Input_From_Outside,USR_008,11786.89,CASH,1.00,External_Inflow,EX_IN_000175
2020-02-25T09:21:56,ACC_Input_From_Outside,USR_001,11786.89,CASH,1.00,External_Inflow,EX_IN_000170
2020-02-25T09:23:22,ACC_Input_From_Outside,USR_005,11786.89,CASH,1.00,External_Inflow,EX_IN_000174
2020-02-25T09:23:44,ACC_Input_From_Outside,USR_010,11786.89,CASH,1.00,External_Inflow,EX_IN_000176
2020-02-25T09:26:35,ACC_Input_From_Outside,USR_002,11786.89,CASH,1.00,External_Inflow,EX_IN_000173
2020-02-25T09:27:46,ACC_Input_From_Outside,USR_006,11786.89,CASH,1.00,External_Inflow,EX_IN_000169
2020-02-25T09:28:20,ACC_Input_From_Outside,USR_007,11786.89,CASH,1.00,External_Inflow,EX_IN_000172
2020-02-25T13:28:38,USR_004,USR_010,167913.87,CASH,1.00,Normal,M_000177
2020-02-26T10:26:01,USR_008,USR_003,715538.25,CASH,1.00,Normal,M_000178
2020-02-27T12:59:05,USR_010,USR_003,817113.85,CASH,1.00,Normal,M_000179
2020-02-28T13:33:05,USR_004,USR_007,561892.80,CASH,1.00,Normal,M_000180
2020-02-29T12:51:28,USR_003,USR_008,413342.22,CASH,1.00,Normal,M_000181
2020-03-01T09:16:20,USR_008,ACC_Output_To_Outside,56508.13,CASH,1.00,External_Outflow,EX_OUT_000184
2020-03-01T09:24:28,USR_006,ACC_Output_To_Outside,56508.13,CASH,1.00,External_Outflow,EX_OUT_000182
2020-03-01T09:24:32,USR_007,ACC_Output_To_Outside,56508.13,CASH,1.00,External_Outflow,EX_OUT_000183
2020-03-02T14:53:12,USR_003,USR_010,621834.99,CASH,1.00,Normal,M_000185
2020-03-05T13:18:21,USR_004,USR_010,1153321.90,CASH,1.00,Normal,M_000186
2020-03-07T09:51:15,USR_008,USR_004,357111.80,CASH,1.00,Normal,M_000189
2020-03-07T10:34:53,USR_010,USR_004,1062950.25,CASH,1.00,Normal,M_000187
2020-03-07T12:35:11,USR_004,USR_005,1123069.41,CASH,1.00,Normal,M_000188
2020-03-07T14:11:32,USR_007,USR_004,616145.75,CASH,1.00,Normal,M_000190
2020-03-08T09:44:33,USR_003,USR_002,28558980.16,CASH,1.00,Normal,M_000191
2020-03-08T15:30:00,USR_004,USR_003,2195.00,CASH,1.00,MM_Balance,M_000192
2020-03-09T15:08:00,USR_004,USR_003,2445.00,CASH,1.00,MM_Balance,M_000193
2020-03-13T09:50:22,USR_003,USR_008,1034744.22,CASH,1.00,Normal,M_000195
2020-03-13T12:06:52,USR_009,USR_004,334681.92,CASH,1.00,Normal,M_000194
2020-03-14T09:06:21,USR_001,ACC_Output_To_Outside,19716.78,CASH,1.00,External_Outflow,EX_OUT_000196
2020-03-14T09:25:33,USR_002,ACC_Output_To_Outside,19716.78,CASH,1.00,External_Outflow,EX_OUT_000197
2020-03-14T09:29:46,USR_008,ACC_Output_To_Outside,19716.78,CASH,1.00,External_Outflow,EX_OUT_000198
2020-03-14T10:31:31,USR_005,USR_004,521756.28,CASH,1.00,Normal,M_000199
2020-03-15T11:45:28,USR_005,USR_003,456573.51,CASH,1.00,Normal,M_000200
2020-03-15T12:30:01,USR_003,USR_009,527779.28,CASH,1.00,Normal,M_000201
2020-03-15T13:44:10,USR_003,USR_010,41.00,CASH,1.00,Normal,M_000202
2020-03-16T14:29:57,USR_009,USR_004,460092.80,CASH,1.00,Normal,M_000203
2020-03-17T14:35:10,USR_004,USR_007,371022.12,CASH,1.00,Normal,M_000205
2020-03-17T14:48:28,USR_004,USR_006,69.69,CASH,1.00,Normal,M_000204
2020-03-18T11:08:17,USR_004,USR_009,149417.32,CASH,1.00,Normal,M_000206
2020-03-19T11:31:37,USR_010,USR_004,710758.00,CASH,1.00,Normal,M_000207
2020-03-20T09:00:32,ACC_Input_From_Outside,USR_010,28639.12,CASH,1.00,External_Inflow,EX_IN_000210
2020-03-20T09:08:12,ACC_Input_From_Outside,USR_008,28639.12,CASH,1.00,External_Inflow,EX_IN_000211
2020-03-20T09:20:59,ACC_Input_From_Outside,USR_006,28639.12,CASH,1.00,External_Inflow,EX_IN_000208
2020-03-20T09:26:08,ACC_Input_From_Outside,USR_005,28639.12,CASH,1.00,External_Inflow,EX_IN_000209
2020-03-20T10:00:49,USR_010,USR_003,30421.95,CASH,1.00,Normal,M_000212
2020-03-21T09:02:04,ACC_Input_From_Outside,USR_008,81654.34,CASH,1.00,External_Inflow,EX_IN_000213
2020-03-21T09:19:00,ACC_Input_From_Outside,USR_002,81654.34,CASH,1.00,External_Inflow,EX_IN_000214
2020-03-21T09:20:11,ACC_Input_From_Outside,USR_007,81654.34,CASH,1.00,External_Inflow,EX_IN_000215
2020-03-21T09:25:05,ACC_Input_From_Outside,USR_010,81654.34,CASH,1.00,External_Inflow,EX_IN_000216
2020-03-21T11:33:04,USR_003,USR_009,588302.70,CASH,1.00,Normal,M_000217
2020-03-23T13:51:33,USR_003,USR_002,25294002.36,CASH,1.00,Normal,M_000218
2020-03-23T15:20:00,USR_004,USR_003,2130.00,CASH,1.00,MM_Balance,M_000219
2020-03-24T14:48:57,USR_005,USR_003,18.00,CASH,1.00,Normal,M_000220
2020-03-24T15:09:00,USR_004,USR_003,1604.00,CASH,1.00,MM_Balance,M_000221
2020-03-25T14:26:04,USR_004,USR_008,205269.00,CASH,1.00,Normal,M_000222
2020-03-25T15:00:00,USR_003,USR_004,2616.30,CASH,1.00,MM_Balance,M_000224
2020-03-25T15:52:00,USR_004,USR_003,2993.70,CASH,1.00,MM_Balance,M_000223
2020-03-26T09:00:13,USR_009,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000228
2020-03-26T09:00:24,USR_002,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000232
2020-03-26T09:00:32,USR_006,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000227
2020-03-26T09:14:02,USR_001,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000231
2020-03-26T09:16:39,USR_005,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000226
2020-03-26T09:18:09,USR_008,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000229
2020-03-26T09:18:49,USR_010,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000230
2020-03-26T09:22:30,USR_007,ACC_Output_To_Outside,17383.57,CASH,1.00,External_Outflow,EX_OUT_000225
2020-03-26T11:33:20,USR_007,USR_004,567322.60,CASH,1.00,Normal,M_000234
2020-03-26T14:17:30,USR_010,USR_003,64842.36,CASH,1.00,Normal,M_000233
2020-03-26T15:25:00,USR_003,USR_004,1202.91,CASH,1.00,MM_Balance,M_000236
2020-03-26T15:54:00,USR_004,USR_003,2361.38,CASH,1.00,MM_Balance,M_000235
2020-03-27T09:14:48,ACC_Input_From_Outside,USR_005,58775.42,CASH,1.00,External_Inflow,EX_IN_000238
2020-03-27T09:22:00,ACC_Input_From_Outside,USR_008,58775.42,CASH,1.00,External_Inflow,EX_IN_000239
2020-03-27T09:28:51,ACC_Input_From_Outside,USR_007,58775.42,CASH,1.00,External_Inflow,EX_IN_000237
2020-03-27T15:13:00,USR_003,USR_004,1042.32,CASH,1.00,MM_Balance,M_000241
2020-03-27T15:59:00,USR_004,USR_003,1380.67,CASH,1.00,MM_Balance,M_000240
2020-03-28T15:06:00,USR_004,USR_003,1120.09,CASH,1.00,MM_Balance,M_000242
2020-03-28T15:53:00,USR_003,USR_004,1489.75,CASH,1.00,MM_Balance,M_000243
2020-03-29T15:04:00,USR_004,USR_003,2484.60,CASH,1.00,MM_Balance,M_000244
2020-03-29T15:09:00,USR_003,USR_004,1563.48,CASH,1.00,MM_Balance,M_000245
2020-03-30T09:03:29,USR_009,ACC_Output_To_Outside,909.01,CASH,1.00,External_Outflow,EX_OUT_000250
2020-03-30T09:04:31,USR_006,ACC_Output_To_Outside,909.01,CASH,1.00,External_Outflow,EX_OUT_000251
2020-03-30T09:09:12,USR_002,ACC_Output_To_Outside,909.01,CASH,1.00,External_Outflow,EX_OUT_000249
2020-03-30T09:12:17,USR_007,ACC_Output_To_Outside,909.01,CASH,1.00,External_Outflow,EX_OUT_000247
2020-03-30T09:15:10,USR_010,ACC_Output_To_Outside,721.28,CASH,1.00,External_Outflow,EX_OUT_000246
2020-03-30T09:25:59,USR_005,ACC_Output_To_Outside,909.01,CASH,1.00,External_Outflow,EX_OUT_000248
2020-03-30T11:56:35,USR_003,USR_010,214660.53,CASH,1.00,Normal,M_000254
2020-03-30T12:27:10,USR_003,USR_009,238006.20,CASH,1.00,Normal,M_000252
2020-03-30T14:35:34,USR_001,USR_004,3408804.06,CASH,1.00,Normal,M_000253
2020-03-30T15:04:00,USR_004,USR_003,6776128.40,CASH,1.00,MM_Balance,M_000257
2020-03-30T15:19:00,USR_003,USR_004,1917.86,CASH,1.00,MM_Balance,M_000256
2020-03-30T15:27:00,USR_004,USR_003,1382.26,CASH,1.00,MM_Balance,M_000255
2020-03-31T15:20:00,USR_004,USR_003,1695.75,CASH,1.00,MM_Balance,M_000258
2020-03-31T15:20:00,USR_003,USR_004,5126788.38,CASH,1.00,MM_Balance,M_000259
2020-03-31T15:25:00,USR_003,USR_004,3123.75,CASH,1.00,MM_Balance,M_000260
2020-03-31T15:47:00,USR_004,USR_003,4130416.08,CASH,1.00,MM_Balance,M_000261
