Transaction_ID,Timestamp,Stock_ID,Buyer_ID,Seller_ID,Price,Volume,Memo
M_000145,2020-01-05T13:44:56,STK_003,USR_010,USR_009,1433.55,1686,Normal
M_000141,2020-01-05T13:50:56,STK_004,USR_006,USR_002,1179.89,1136,Normal
M_000157,2020-01-05T14:00:35,STK_003,USR_006,USR_008,1432.81,654,Normal
M_000156,2020-01-05T14:02:16,STK_005,USR_006,USR_007,3874.49,1627,Normal
M_000153,2020-01-05T14:03:12,STK_002,USR_008,USR_010,219.88,1017,Normal
M_000138,2020-01-05T14:14:27,STK_004,USR_007,USR_004,1184.28,255,Normal
M_000161,2020-01-05T14:21:59,STK_005,USR_010,USR_005,3876.20,305,Normal
M_000139,2020-01-05T14:23:21,STK_002,USR_002,USR_005,217.40,1841,Normal
M_000151,2020-01-05T14:25:34,STK_003,USR_009,USR_001,1444.93,1158,Normal
M_000140,2020-01-05T14:27:54,STK_001,USR_010,USR_001,3095.39,811,Normal
M_000142,2020-01-05T14:53:38,STK_003,USR_001,USR_007,1444.89,1784,Normal
M_000133,2020-01-05T14:55:03,STK_001,USR_001,USR_010,3087.85,606,Normal
M_000187,2020-01-06T09:21:58,STK_002,USR_008,USR_009,215.51,1434,Normal
M_000195,2020-01-06T09:29:36,STK_002,USR_009,USR_006,215.83,1375,Normal
M_000175,2020-01-06T09:40:59,STK_002,USR_001,USR_007,214.85,1022,Normal
M_000174,2020-01-06T09:44:20,STK_002,USR_004,USR_003,217.48,1230,Normal
M_000173,2020-01-06T09:54:11,STK_002,USR_004,USR_005,217.51,1452,Normal
M_000165,2020-01-06T09:56:01,STK_001,USR_010,USR_005,2989.81,1061,Normal
M_000179,2020-01-06T10:02:40,STK_005,USR_004,USR_003,3775.87,1960,Normal
M_000201,2020-01-06T10:04:09,STK_002,USR_008,USR_005,215.55,1142,Normal
M_000170,2020-01-06T10:04:41,STK_005,USR_007,USR_004,3744.65,1688,Normal
M_000182,2020-01-06T10:07:54,STK_004,USR_005,USR_007,1189.22,657,Normal
M_000169,2020-01-06T10:21:28,STK_005,USR_005,USR_002,3767.27,608,Normal
M_000199,2020-01-06T10:26:29,STK_003,USR_009,USR_001,1458.39,1231,Normal
M_000206,2020-01-06T10:40:34.375000,STK_003,USR_010,USR_008,1464.55,8967,Wash_Trade
M_000207,2020-01-06T10:40:34.651000,STK_003,USR_008,USR_010,1460.66,7723,Wash_Trade
M_000208,2020-01-06T10:40:35.033000,STK_003,USR_010,USR_008,1463.90,9451,Wash_Trade
M_000209,2020-01-06T10:40:35.326000,STK_003,USR_008,USR_010,1462.65,8730,Wash_Trade
M_000210,2020-01-06T10:40:35.590000,STK_003,USR_010,USR_008,1464.87,6545,Wash_Trade
M_000211,2020-01-06T10:40:36.047000,STK_003,USR_008,USR_010,1462.46,6956,Wash_Trade
M_000212,2020-01-06T10:40:36.439000,STK_003,USR_010,USR_008,1463.45,8137,Wash_Trade
M_000213,2020-01-06T10:40:36.658000,STK_003,USR_008,USR_010,1464.36,8365,Wash_Trade
M_000178,2020-01-06T11:07:28,STK_003,USR_010,USR_004,1467.38,970,Normal
M_000185,2020-01-06T11:16:44,STK_001,USR_002,USR_004,2982.51,1480,Normal
M_000193,2020-01-06T11:17:50,STK_003,USR_002,USR_007,1468.65,1871,Normal
M_000167,2020-01-06T11:17:53,STK_004,USR_002,USR_010,1177.28,920,Normal
M_000180,2020-01-06T11:25:04,STK_002,USR_002,USR_001,220.51,439,Normal
M_000202,2020-01-06T11:29:19,STK_004,USR_008,USR_010,1183.78,599,Normal
M_000177,2020-01-06T11:37:20,STK_003,USR_008,USR_002,1467.39,1507,Normal
M_000181,2020-01-06T11:47:59,STK_005,USR_010,USR_005,3776.93,999,Normal
M_000190,2020-01-06T12:02:01,STK_003,USR_002,USR_003,1464.22,775,Normal
M_000200,2020-01-06T12:42:49,STK_001,USR_004,USR_002,2997.37,1045,Normal
M_000191,2020-01-06T12:44:48,STK_004,USR_005,USR_007,1196.19,1766,Normal
M_000205,2020-01-06T12:46:36,STK_003,USR_009,USR_005,1479.31,1780,Normal
M_000188,2020-01-06T13:01:30,STK_003,USR_003,USR_007,1461.89,1400,Normal
M_000203,2020-01-06T13:09:27,STK_005,USR_003,USR_007,3767.03,490,Normal
M_000166,2020-01-06T13:21:26,STK_004,USR_006,USR_003,1184.78,205,Normal
M_000198,2020-01-06T13:24:43,STK_001,USR_001,USR_004,2971.12,1553,Normal
M_000189,2020-01-06T13:28:32,STK_001,USR_008,USR_006,2979.97,936,Normal
M_000168,2020-01-06T13:28:33,STK_001,USR_010,USR_001,2989.52,410,Normal
M_000196,2020-01-06T13:32:14,STK_004,USR_001,USR_004,1188.94,646,Normal
M_000183,2020-01-06T13:33:19,STK_005,USR_008,USR_010,3784.14,264,Normal
M_000194,2020-01-06T13:41:02,STK_001,USR_009,USR_008,2963.13,946,Normal
M_000171,2020-01-06T13:45:23,STK_004,USR_008,USR_010,1184.62,708,Normal
M_000197,2020-01-06T13:59:56,STK_002,USR_005,USR_008,216.41,1903,Normal
M_000192,2020-01-06T14:00:25,STK_001,USR_008,USR_002,2959.33,744,Normal
M_000186,2020-01-06T14:14:08,STK_005,USR_001,USR_005,3780.47,1280,Normal
M_000172,2020-01-06T14:21:24,STK_004,USR_005,USR_001,1185.82,1348,Normal
M_000176,2020-01-06T14:24:18,STK_004,USR_005,USR_001,1176.96,574,Normal
M_000184,2020-01-06T14:26:36,STK_001,USR_007,USR_006,2996.95,1336,Normal
M_000204,2020-01-06T14:27:20,STK_005,USR_003,USR_002,3753.91,665,Normal
M_000251,2020-01-07T09:13:40,STK_005,USR_009,USR_006,3680.69,1974,Normal
M_000225,2020-01-07T09:30:38,STK_003,USR_006,USR_010,1459.46,982,Normal
M_000222,2020-01-07T09:37:22,STK_002,USR_005,USR_004,212.49,1629,Normal
M_000220,2020-01-07T09:43:51,STK_003,USR_009,USR_007,1442.79,748,Normal
M_000248,2020-01-07T09:49:19,STK_004,USR_001,USR_005,1180.56,1198,Normal
M_000223,2020-01-07T09:49:21,STK_004,USR_002,USR_010,1167.12,1008,Normal
M_000216,2020-01-07T09:54:48,STK_004,USR_002,USR_009,1163.88,1964,Normal
M_000249,2020-01-07T10:07:29,STK_004,USR_006,USR_005,1164.02,1297,Normal
M_000215,2020-01-07T10:08:56,STK_005,USR_010,USR_006,3724.49,1881,Normal
M_000242,2020-01-07T10:11:46,STK_001,USR_005,USR_006,3041.97,1630,Normal
M_000247,2020-01-07T10:16:52,STK_002,USR_007,USR_009,211.85,849,Normal
M_000226,2020-01-07T10:19:30,STK_002,USR_009,USR_007,210.17,1259,Normal
M_000224,2020-01-07T10:30:51,STK_003,USR_001,USR_010,1457.06,764,Normal
M_000227,2020-01-07T10:38:20,STK_002,USR_003,USR_002,211.09,1348,Normal
M_000230,2020-01-07T11:18:42,STK_004,USR_005,USR_001,1169.79,1940,Normal
M_000219,2020-01-07T11:24:44,STK_003,USR_010,USR_007,1461.34,1430,Normal
M_000245,2020-01-07T11:28:50,STK_002,USR_005,USR_008,210.74,1751,Normal
M_000238,2020-01-07T11:36:18,STK_002,USR_010,USR_006,212.38,548,Normal
M_000246,2020-01-07T11:41:11,STK_003,USR_002,USR_008,1454.66,254,Normal
M_000236,2020-01-07T11:41:14,STK_001,USR_007,USR_005,3060.85,116,Normal
M_000253,2020-01-07T11:45:02,STK_004,USR_002,USR_003,1174.71,192,Normal
M_000250,2020-01-07T12:28:05,STK_003,USR_002,USR_004,1469.34,1065,Normal
M_000214,2020-01-07T12:28:12,STK_004,USR_003,USR_008,1181.61,175,Normal
M_000228,2020-01-07T12:28:55,STK_005,USR_004,USR_008,3656.73,1969,Normal
M_000234,2020-01-07T12:30:05,STK_004,USR_002,USR_004,1168.69,881,Normal
M_000243,2020-01-07T12:46:55,STK_002,USR_004,USR_003,210.52,1710,Normal
M_000233,2020-01-07T12:51:43,STK_003,USR_008,USR_005,1443.44,507,Normal
M_000241,2020-01-07T13:00:44,STK_001,USR_010,USR_006,3045.97,1599,Normal
M_000232,2020-01-07T13:01:14,STK_003,USR_010,USR_005,1465.70,1408,Normal
M_000217,2020-01-07T13:09:32,STK_001,USR_003,USR_007,3052.89,1883,Normal
M_000231,2020-01-07T13:14:05,STK_003,USR_009,USR_003,1444.76,251,Normal
M_000244,2020-01-07T13:54:35,STK_003,USR_009,USR_010,1454.34,1970,Normal
M_000237,2020-01-07T14:09:04,STK_001,USR_010,USR_008,3017.13,1805,Normal
M_000235,2020-01-07T14:12:20,STK_003,USR_010,USR_005,1454.78,1532,Normal
M_000229,2020-01-07T14:18:28,STK_002,USR_004,USR_008,210.07,1406,Normal
M_000252,2020-01-07T14:33:11,STK_002,USR_002,USR_008,210.99,1962,Normal
M_000221,2020-01-07T14:42:18,STK_004,USR_009,USR_001,1168.43,1364,Normal
M_000239,2020-01-07T14:47:40,STK_002,USR_010,USR_005,211.16,1488,Normal
M_000218,2020-01-07T14:57:35,STK_002,USR_002,USR_008,213.39,1700,Normal
M_000240,2020-01-07T15:00:00,STK_002,USR_002,USR_001,210.11,732,Normal
M_000274,2020-01-08T09:17:00,STK_001,USR_008,USR_007,3068.46,973,Normal
M_000276,2020-01-08T09:44:07,STK_003,USR_010,USR_003,1447.93,234,Normal
M_000284,2020-01-08T09:49:49,STK_001,USR_002,USR_007,3088.00,297,Normal
M_000275,2020-01-08T09:58:57,STK_004,USR_008,USR_002,1167.29,1941,Normal
M_000280,2020-01-08T10:02:29,STK_005,USR_004,USR_007,3670.76,1024,Normal
M_000254,2020-01-08T10:03:25,STK_001,USR_004,USR_009,3069.01,377,Normal
M_000277,2020-01-08T10:08:55,STK_003,USR_010,USR_009,1452.72,1558,Normal
M_000294,2020-01-08T10:18:14,STK_005,USR_007,USR_002,3660.71,390,Normal
M_000266,2020-01-08T10:19:01,STK_002,USR_009,USR_005,208.64,1735,Normal
M_000289,2020-01-08T10:24:30,STK_004,USR_004,USR_002,1163.34,817,Normal
M_000269,2020-01-08T10:35:09,STK_003,USR_001,USR_003,1451.74,1619,Normal
M_000267,2020-01-08T10:35:17,STK_001,USR_001,USR_003,3075.55,130,Normal
M_000261,2020-01-08T10:43:39,STK_001,USR_008,USR_002,3043.36,1457,Normal
M_000262,2020-01-08T10:55:50,STK_005,USR_001,USR_010,3662.86,1711,Normal
M_000291,2020-01-08T11:03:30,STK_004,USR_009,USR_010,1159.65,153,Normal
M_000281,2020-01-08T11:04:47,STK_004,USR_006,USR_008,1160.28,916,Normal
M_000265,2020-01-08T11:07:14,STK_003,USR_003,USR_001,1447.63,667,Normal
M_000283,2020-01-08T11:19:12,STK_003,USR_003,USR_008,1441.86,237,Normal
M_000293,2020-01-08T11:48:44,STK_003,USR_006,USR_001,1448.33,471,Normal
M_000288,2020-01-08T11:50:38,STK_003,USR_002,USR_009,1453.51,535,Normal
M_000278,2020-01-08T11:57:35,STK_004,USR_010,USR_009,1157.92,703,Normal
M_000263,2020-01-08T12:02:08,STK_002,USR_003,USR_004,209.30,240,Normal
M_000287,2020-01-08T12:13:06,STK_004,USR_001,USR_005,1166.44,1329,Normal
M_000268,2020-01-08T12:15:38,STK_002,USR_010,USR_006,207.90,132,Normal
M_000259,2020-01-08T12:18:04,STK_001,USR_006,USR_009,3068.45,1946,Normal
M_000258,2020-01-08T12:22:21,STK_002,USR_008,USR_010,208.84,583,Normal
M_000285,2020-01-08T12:23:30,STK_002,USR_009,USR_001,207.47,1301,Normal
M_000255,2020-01-08T12:32:15,STK_004,USR_006,USR_009,1161.79,958,Normal
M_000282,2020-01-08T12:47:11,STK_001,USR_006,USR_007,3065.12,740,Normal
M_000270,2020-01-08T12:49:54,STK_005,USR_002,USR_010,3669.44,1075,Normal
M_000271,2020-01-08T13:04:49,STK_003,USR_009,USR_002,1446.20,1025,Normal
M_000279,2020-01-08T13:07:47,STK_005,USR_010,USR_007,3679.10,303,Normal
M_000257,2020-01-08T13:27:14,STK_005,USR_007,USR_005,3689.67,167,Normal
M_000272,2020-01-08T13:35:09,STK_002,USR_010,USR_001,209.67,1589,Normal
M_000264,2020-01-08T14:02:40,STK_002,USR_010,USR_004,209.16,1765,Normal
M_000290,2020-01-08T14:03:47,STK_003,USR_002,USR_005,1452.33,1275,Normal
M_000286,2020-01-08T14:06:42,STK_005,USR_006,USR_002,3650.85,941,Normal
M_000256,2020-01-08T14:20:45,STK_002,USR_007,USR_002,207.80,1807,Normal
M_000292,2020-01-08T14:32:35,STK_003,USR_001,USR_003,1441.28,659,Normal
M_000260,2020-01-08T14:52:09,STK_003,USR_001,USR_007,1452.34,665,Normal
M_000273,2020-01-08T14:59:50,STK_005,USR_005,USR_008,3688.31,1417,Normal
M_000306,2020-01-09T09:04:13,STK_004,USR_007,USR_003,1154.06,364,Normal
M_000309,2020-01-09T09:10:14,STK_004,USR_002,USR_006,1151.34,1279,Normal
M_000298,2020-01-09T09:28:43,STK_002,USR_003,USR_001,208.16,1480,Normal
M_000304,2020-01-09T09:29:55,STK_001,USR_004,USR_005,3104.43,532,Normal
M_000299,2020-01-09T09:44:33,STK_003,USR_008,USR_007,1420.27,1094,Normal
M_000305,2020-01-09T10:14:56,STK_003,USR_005,USR_006,1422.36,345,Normal
M_000302,2020-01-09T11:34:41,STK_005,USR_008,USR_009,3676.67,1466,Normal
M_000303,2020-01-09T11:48:26,STK_001,USR_004,USR_007,3093.70,1327,Normal
M_000297,2020-01-09T11:57:09,STK_005,USR_010,USR_002,3708.00,1909,Normal
M_000296,2020-01-09T12:06:10,STK_002,USR_006,USR_005,207.05,1577,Normal
M_000308,2020-01-09T12:13:25,STK_001,USR_007,USR_001,3128.99,993,Normal
M_000307,2020-01-09T12:27:38,STK_005,USR_004,USR_009,3730.81,1244,Normal
M_000301,2020-01-09T13:39:48,STK_001,USR_006,USR_007,3119.24,327,Normal
M_000295,2020-01-09T13:49:42,STK_002,USR_007,USR_010,207.32,1029,Normal
M_000300,2020-01-09T14:31:32,STK_004,USR_007,USR_005,1149.55,541,Normal
M_000340,2020-01-10T09:09:57,STK_003,USR_005,USR_003,1419.24,538,Normal
M_000323,2020-01-10T09:30:40,STK_003,USR_009,USR_002,1433.68,735,Normal
M_000334,2020-01-10T09:51:36,STK_005,USR_007,USR_005,3717.59,616,Normal
