Date,Source,Target,Amount
2003-02-01,US_Economy,US_Unemployment,0.10000000000000053
2003-02-01,US_Economy,US_Inflation,1.0
2003-02-01,US_Economy,US_Production,0.10840000000000316
2003-02-01,US_Economy,Copper,-0.016499996185302734
2003-02-01,US_Economy,Oil,3.0900001525878906
2003-03-01,US_Economy,US10Y,-0.08999999999999986
2003-03-01,US_Economy,SP500,7.02996826171875
2003-03-01,US_Economy,US_Inflation,0.30000000000001137
2003-03-01,US_Economy,US_Production,-0.2400999999999982
2003-03-01,US_Economy,Copper,-0.0625
2003-03-01,US_Economy,Oil,-5.55999755859375
2003-04-01,US_Economy,US10Y,0.1499999999999999
2003-04-01,US_Economy,SP500,68.739990234375
2003-04-01,US_Economy,US_Unemployment,0.09999999999999964
2003-04-01,US_Economy,US_Inflation,-0.700000000000017
2003-04-01,US_Economy,US_Production,-0.5426999999999964
2003-04-01,US_Economy,Copper,0.01250004768371582
2003-04-01,US_Economy,Oil,-5.240001678466797
2003-05-01,US_Economy,US10Y,-0.3900000000000001
2003-05-01,US_Economy,SP500,46.6700439453125
2003-05-01,US_Economy,US_Unemployment,0.09999999999999964
2003-05-01,US_Economy,US_Inflation,-0.29999999999998295
2003-05-01,US_Economy,US_Production,-0.024699999999995725
2003-05-01,US_Economy,Copper,0.0549999475479126
2003-05-01,US_Economy,Oil,3.760000228881836
2003-06-01,US_Economy,US10Y,-0.23999999999999977
2003-06-01,US_Economy,SP500,10.90997314453125
2003-06-01,US_Economy,US_Unemployment,0.20000000000000018
2003-06-01,US_Economy,US_Inflation,0.19999999999998863
2003-06-01,US_Economy,US_Production,0.1156999999999897
2003-07-01,US_Economy,US10Y,0.6499999999999999
2003-07-01,US_Economy,SP500,15.80999755859375
2003-07-01,US_Economy,US_Unemployment,-0.09999999999999964
2003-07-01,US_Economy,US_Inflation,0.5999999999999943
2003-07-01,US_Economy,US_Production,0.46580000000000155
2003-07-01,US_Economy,Copper,0.03800004720687866
2003-07-01,US_Economy,Oil,0.9800014495849609
2003-08-01,US_Economy,US10Y,0.4700000000000002
2003-08-01,US_Economy,SP500,17.70001220703125
2003-08-01,US_Economy,US_Unemployment,-0.10000000000000053
2003-08-01,US_Economy,US_Inflation,0.8000000000000114
2003-08-01,US_Economy,US_Production,-0.19879999999999143
2003-08-01,US_Economy,Copper,-0.01500004529953003
2003-08-01,US_Economy,Oil,1.029998779296875
2003-09-01,US_Economy,US10Y,-0.1800000000000006
2003-09-01,US_Economy,SP500,-12.0400390625
2003-09-01,US_Economy,US_Inflation,0.5999999999999943
2003-09-01,US_Economy,US_Production,0.586199999999991
2003-09-01,US_Economy,Copper,0.010000050067901611
2003-09-01,US_Economy,Oil,-2.3699989318847656
2003-10-01,US_Economy,US10Y,0.020000000000000462
2003-10-01,US_Economy,SP500,54.739990234375
2003-10-01,US_Economy,US_Unemployment,-0.09999999999999964
2003-10-01,US_Economy,US_Inflation,-0.19999999999998863
2003-10-01,US_Economy,US_Production,0.1127000000000038
2003-10-01,US_Economy,Copper,0.1239999532699585
2003-10-01,US_Economy,Oil,-0.09000015258789418
2003-11-01,US_Economy,US10Y,0.009999999999999787
2003-11-01,US_Economy,SP500,7.489990234375
2003-11-01,US_Economy,US_Unemployment,-0.20000000000000018
2003-11-01,US_Economy,US_Inflation,0.09999999999999432
2003-11-01,US_Economy,US_Production,0.6143000000000001
2003-11-01,US_Economy,Copper,-0.029999971389770397
2003-11-01,US_Economy,Oil,1.2999992370605504
2003-12-01,US_Economy,US10Y,-0.03000000000000025
2003-12-01,US_Economy,SP500,53.7200927734375
2003-12-01,US_Economy,US_Unemployment,-0.09999999999999964
2003-12-01,US_Economy,US_Inflation,0.5
2003-12-01,US_Economy,US_Production,0.02729999999999677
2003-12-01,US_Economy,Copper,0.13599997758865345
2003-12-01,US_Economy,Oil,2.1100006103515625
2004-01-01,US_Economy,US10Y,-0.11999999999999922
2004-01-01,US_Economy,SP500,19.2099609375
2004-01-01,US_Economy,US_Inflation,0.8000000000000114
2004-01-01,US_Economy,US_Production,0.14039999999999964
2004-01-01,US_Economy,Copper,0.10000002384185791
2004-01-01,US_Economy,Oil,0.529998779296875
2004-02-01,US_Economy,US10Y,-0.07000000000000028
2004-02-01,US_Economy,SP500,13.8099365234375
2004-02-01,US_Economy,US_Unemployment,-0.10000000000000053
2004-02-01,US_Economy,US_Inflation,0.39999999999997726
2004-02-01,US_Economy,US_Production,0.5574000000000012
2004-03-01,US_Economy,US10Y,-0.25
2004-03-01,US_Economy,SP500,-18.72998046875
2004-03-01,US_Economy,US_Unemployment,0.20000000000000018
2004-03-01,US_Economy,US_Inflation,0.4000000000000057
2004-03-01,US_Economy,US_Production,-0.37189999999999657
2004-03-01,US_Economy,Copper,0.21549999713897705
2004-03-01,US_Economy,Oil,2.7099990844726562
2004-04-01,US_Economy,US10Y,0.5199999999999996
2004-04-01,US_Economy,SP500,-18.909912109375
2004-04-01,US_Economy,US_Unemployment,-0.20000000000000018
2004-04-01,US_Economy,US_Inflation,0.30000000000001137
2004-04-01,US_Economy,US_Production,0.343900000000005
2004-04-01,US_Economy,Copper,-0.14900004863739014
2004-04-01,US_Economy,Oil,1.6200027465820312
2004-05-01,US_Economy,US10Y,0.3700000000000001
2004-05-01,US_Economy,SP500,13.3800048828125
2004-05-01,US_Economy,US_Inflation,0.799999999999983
2004-05-01,US_Economy,US_Production,0.671299999999988
2004-05-01,US_Economy,Copper,0.06850004196166992
2004-05-01,US_Economy,Oil,2.5
2004-06-01,US_Economy,US10Y,0.010000000000000675
2004-06-01,US_Economy,SP500,20.159912109375
2004-06-01,US_Economy,US_Inflation,0.700000000000017
2004-06-01,US_Economy,US_Production,-0.7302999999999997
2004-06-01,US_Economy,Copper,-0.07299995422363281
2004-06-01,US_Economy,Oil,-2.8300018310546875
2004-07-01,US_Economy,US10Y,-0.23000000000000043
2004-07-01,US_Economy,SP500,-39.1199951171875
2004-07-01,US_Economy,US_Unemployment,-0.09999999999999964
2004-07-01,US_Economy,US_Inflation,0.19999999999998863
2004-07-01,US_Economy,US_Production,0.6938999999999993
2004-07-01,US_Economy,Copper,0.10299992561340332
2004-07-01,US_Economy,Oil,6.75
2004-08-01,US_Economy,US10Y,-0.21999999999999975
2004-08-01,US_Economy,SP500,2.52001953125
2004-08-01,US_Economy,US_Unemployment,-0.09999999999999964
2004-08-01,US_Economy,US_Inflation,0.09999999999999432
2004-08-01,US_Economy,US_Production,0.06280000000000996
2004-09-01,US_Economy,US10Y,-0.15000000000000036
2004-09-01,US_Economy,SP500,10.3399658203125
2004-09-01,US_Economy,US_Inflation,0.6000000000000227
2004-09-01,US_Economy,US_Production,0.11899999999999977
2004-09-01,US_Economy,Copper,0.09200000762939453
2004-09-01,US_Economy,Oil,5.840000152587891
2004-10-01,US_Economy,US10Y,-0.03000000000000025
2004-10-01,US_Economy,SP500,15.6199951171875
2004-10-01,US_Economy,US_Unemployment,0.09999999999999964
2004-10-01,US_Economy,US_Inflation,1.0
2004-10-01,US_Economy,US_Production,0.7997999999999905
2004-10-01,US_Economy,Copper,-0.052500009536743164
2004-10-01,US_Economy,Oil,2.1199989318847656
2004-11-01,US_Economy,US10Y,0.09000000000000075
2004-11-01,US_Economy,SP500,43.6199951171875
2004-11-01,US_Economy,US_Unemployment,-0.09999999999999964
2004-11-01,US_Economy,US_Inflation,0.8999999999999773
2004-11-01,US_Economy,US_Production,0.234800000000007
2004-11-01,US_Economy,Copper,0.09549999237060547
2004-11-01,US_Economy,Oil,-2.6299972534179688
2004-12-01,US_Economy,US10Y,0.040000000000000036
2004-12-01,US_Economy,SP500,38.10009765625
2004-12-01,US_Economy,US_Production,0.7552000000000021
2004-12-01,US_Economy,Copper,0.04400002956390381
2004-12-01,US_Economy,Oil,-5.680000305175781
2005-01-01,US_Economy,US10Y,-0.010000000000000675
2005-01-01,US_Economy,SP500,-30.6500244140625
2005-01-01,US_Economy,US_Unemployment,-0.10000000000000053
2005-01-01,US_Economy,US_Inflation,-0.09999999999999432
2005-01-01,US_Economy,US_Production,0.343599999999995
2005-01-01,US_Economy,Copper,-0.023999929428100586
2005-01-01,US_Economy,Oil,4.75
2005-02-01,US_Economy,US10Y,-0.04999999999999982
2005-02-01,US_Economy,SP500,22.3299560546875
2005-02-01,US_Economy,US_Unemployment,0.10000000000000053
2005-02-01,US_Economy,US_Inflation,0.8000000000000114
2005-02-01,US_Economy,US_Production,0.695999999999998
2005-02-01,US_Economy,Copper,0.03699994087219238
2005-02-01,US_Economy,Oil,3.549999237060547
2005-03-01,US_Economy,US10Y,0.33000000000000007
2005-03-01,US_Economy,SP500,-23.010009765625
2005-03-01,US_Economy,US_Unemployment,-0.20000000000000018
2005-03-01,US_Economy,US_Inflation,0.6999999999999886
2005-03-01,US_Economy,US_Production,-0.13049999999999784
2005-03-01,US_Economy,Copper,0.00899994373321511
2005-03-01,US_Economy,Oil,3.6500015258789062
2005-04-01,US_Economy,US10Y,-0.16000000000000014
2005-04-01,US_Economy,SP500,-23.739990234375
2005-04-01,US_Economy,US_Inflation,0.5999999999999943
2005-04-01,US_Economy,US_Production,0.20759999999999934
2005-04-01,US_Economy,Copper,-0.010999917984008789
2005-04-01,US_Economy,Oil,-5.680000305175781
2005-05-01,US_Economy,US10Y,-0.20000000000000018
2005-05-01,US_Economy,SP500,34.6500244140625
2005-05-01,US_Economy,US_Unemployment,-0.10000000000000053
2005-05-01,US_Economy,US_Inflation,-0.09999999999999432
2005-05-01,US_Economy,US_Production,0.0870000000000033
2005-06-01,US_Economy,US10Y,-0.13999999999999968
2005-06-01,US_Economy,SP500,-0.1700439453125
2005-06-01,US_Economy,US_Unemployment,-0.09999999999999964
2005-06-01,US_Economy,US_Inflation,0.09999999999999432
2005-06-01,US_Economy,US_Production,0.4350999999999914
2005-06-01,US_Economy,Copper,0.05550003051757857
2005-06-01,US_Economy,Oil,6.779998779296875
2005-07-01,US_Economy,US10Y,0.17999999999999972
2005-07-01,US_Economy,SP500,42.85009765625
2005-07-01,US_Economy,US_Inflation,1.200000000000017
2005-07-01,US_Economy,US_Production,-0.307699999999997
2005-07-01,US_Economy,Copper,0.1339999437332151
2005-07-01,US_Economy,Oil,4.069999694824219
2005-08-01,US_Economy,US10Y,0.08000000000000007
2005-08-01,US_Economy,SP500,-13.85009765625
2005-08-01,US_Economy,US_Unemployment,-0.09999999999999964
2005-08-01,US_Economy,US_Inflation,1.1999999999999886
2005-08-01,US_Economy,US_Production,0.31570000000000675
2005-08-01,US_Economy,Copper,0.007500052452087402
2005-08-01,US_Economy,Oil,8.370002746582031
2005-09-01,US_Economy,US10Y,-0.05999999999999961
2005-09-01,US_Economy,SP500,8.4801025390625
2005-09-01,US_Economy,US_Unemployment,0.09999999999999964
2005-09-01,US_Economy,US_Inflation,2.700000000000017
2005-09-01,US_Economy,US_Production,-1.8828000000000031
2005-09-01,US_Economy,Copper,0.10649991035461426
2005-09-01,US_Economy,Oil,-2.7000045776367188
2005-10-01,US_Economy,US10Y,0.2599999999999998
2005-10-01,US_Economy,SP500,-21.800048828125
2005-10-01,US_Economy,US_Inflation,0.29999999999998295
2005-10-01,US_Economy,US_Production,1.1567000000000007
2005-10-01,US_Economy,Copper,0.09450006484985352
2005-10-01,US_Economy,Oil,-6.479999542236328
2005-11-01,US_Economy,US10Y,0.08000000000000007
2005-11-01,US_Economy,SP500,42.469970703125
2005-11-01,US_Economy,US_Inflation,-1.0
2005-11-01,US_Economy,US_Production,1.0841999999999956
2005-11-01,US_Economy,Copper,0.17900002002716064
2005-11-01,US_Economy,Oil,-2.4399986267089844
2005-12-01,US_Economy,US10Y,-0.07000000000000028
2005-12-01,US_Economy,SP500,-1.18994140625
2005-12-01,US_Economy,US_Unemployment,-0.09999999999999964
2005-12-01,US_Economy,US_Production,0.5037999999999982
2005-12-01,US_Economy,Copper,0.08649992942810059
2005-12-01,US_Economy,Oil,3.720001220703125
2006-01-01,US_Economy,US10Y,-0.04999999999999982
2006-01-01,US_Economy,SP500,31.7899169921875
2006-01-01,US_Economy,US_Unemployment,-0.20000000000000018
2006-01-01,US_Economy,US_Inflation,1.200000000000017
2006-01-01,US_Economy,US_Production,0.1547000000000054
2006-02-01,US_Economy,US10Y,0.15000000000000036
2006-02-01,US_Economy,SP500,0.580078125
2006-02-01,US_Economy,US_Unemployment,0.09999999999999964
2006-02-01,US_Economy,US_Inflation,0.09999999999999432
2006-02-01,US_Economy,US_Production,0.041399999999995885
2006-02-01,US_Economy,Copper,0.023999929428100586
2006-02-01,US_Economy,Oil,0.3699989318847656
2006-03-01,US_Economy,US10Y,0.14999999999999947
2006-03-01,US_Economy,SP500,14.2099609375
2006-03-01,US_Economy,US_Unemployment,-0.09999999999999964
2006-03-01,US_Economy,US_Inflation,0.29999999999998295
2006-03-01,US_Economy,US_Production,0.22150000000000603
2006-03-01,US_Economy,Copper,0.30250000953674316
2006-03-01,US_Economy,Oil,5.219997406005859
2006-04-01,US_Economy,US10Y,0.27000000000000046
2006-04-01,US_Economy,SP500,15.739990234375
2006-04-01,US_Economy,US_Inflation,1.0
2006-04-01,US_Economy,US_Production,0.2989999999999924
2006-04-01,US_Economy,Copper,0.8475000858306885
2006-04-01,US_Economy,Oil,5.25
2006-05-01,US_Economy,US10Y,0.1200000000000001
2006-05-01,US_Economy,SP500,-40.52001953125
2006-05-01,US_Economy,US_Unemployment,-0.10000000000000053
2006-05-01,US_Economy,US_Inflation,0.6000000000000227
2006-05-01,US_Economy,US_Production,0.025100000000009004
2006-05-01,US_Economy,Copper,0.3810000419616699
2006-05-01,US_Economy,Oil,-0.589996337890625
2006-06-01,US_Economy,SP500,0.1099853515625
2006-06-01,US_Economy,US_Inflation,0.5
2006-06-01,US_Economy,US_Production,0.31279999999999575
2006-06-01,US_Economy,Copper,-0.2539999485015869
2006-06-01,US_Economy,Oil,2.69000244140625
2006-07-01,US_Economy,US10Y,-0.020000000000000462
2006-07-01,US_Economy,SP500,6.4600830078125
2006-07-01,US_Economy,US_Unemployment,0.10000000000000053
2006-07-01,US_Economy,US_Inflation,1.0999999999999943
2006-07-01,US_Economy,US_Production,-0.05079999999999529
2006-07-01,US_Economy,Copper,0.14749979972839355
2006-07-01,US_Economy,Oil,0.4199981689453125
2006-08-01,US_Economy,US10Y,-0.20999999999999996
2006-08-01,US_Economy,SP500,27.159912109375
2006-08-01,US_Economy,US_Inflation,0.9000000000000057
2006-08-01,US_Economy,US_Production,0.4346999999999923
2006-08-01,US_Economy,Copper,-0.14099979400634766
2006-08-01,US_Economy,Oil,-4.1399993896484375
2006-09-01,US_Economy,US10Y,-0.16000000000000014
2006-09-01,US_Economy,SP500,32.030029296875
2006-09-01,US_Economy,US_Unemployment,-0.20000000000000018
2006-09-01,US_Economy,US_Inflation,-1.0
2006-09-01,US_Economy,US_Production,-0.165300000000002
2006-09-01,US_Economy,Copper,-0.009999990463256836
2006-09-01,US_Economy,Oil,-7.350002288818359
2006-10-01,US_Economy,US10Y,0.010000000000000675
2006-10-01,US_Economy,SP500,42.0899658203125
2006-10-01,US_Economy,US_Unemployment,-0.09999999999999964
2006-10-01,US_Economy,US_Inflation,-0.9000000000000057
2006-10-01,US_Economy,US_Production,-0.11389999999998679
2006-11-01,US_Economy,US10Y,-0.13000000000000078
2006-11-01,US_Economy,SP500,22.6900634765625
2006-11-01,US_Economy,US_Unemployment,0.09999999999999964
2006-11-01,US_Economy,US_Inflation,0.09999999999999432
2006-11-01,US_Economy,US_Production,-0.041700000000005844
2006-11-01,US_Economy,Copper,-0.28750014305114746
2006-11-01,US_Economy,Oil,0.220001220703125
2006-12-01,US_Economy,US10Y,-0.040000000000000036
2006-12-01,US_Economy,SP500,17.6700439453125
2006-12-01,US_Economy,US_Unemployment,-0.09999999999999964
2006-12-01,US_Economy,US_Inflation,1.0999999999999943
2006-12-01,US_Economy,US_Production,1.0108000000000033
2006-12-01,US_Economy,Copper,-0.31749987602233887
2006-12-01,US_Economy,Oil,-2.0800018310546875
2007-01-01,US_Economy,US10Y,0.20000000000000018
2007-01-01,US_Economy,SP500,19.93994140625
2007-01-01,US_Economy,US_Unemployment,0.1999999999999993
2007-01-01,US_Economy,US_Inflation,0.3370000000000175
2007-01-01,US_Economy,US_Production,-0.3389000000000095
2007-01-01,US_Economy,Copper,-0.27050018310546875
2007-01-01,US_Economy,Oil,-2.9099998474121094
2007-02-01,US_Economy,US10Y,-0.040000000000000036
2007-02-01,US_Economy,SP500,-31.4200439453125
2007-02-01,US_Economy,US_Unemployment,-0.09999999999999964
2007-02-01,US_Economy,US_Inflation,0.7889999999999873
2007-02-01,US_Economy,US_Production,0.9407000000000068
2007-02-01,US_Economy,Copper,0.14950013160705566
2007-02-01,US_Economy,Oil,3.6500015258789062
2007-03-01,US_Economy,US10Y,-0.16000000000000014
2007-03-01,US_Economy,SP500,14.0400390625
2007-03-01,US_Economy,US_Unemployment,-0.09999999999999964
2007-03-01,US_Economy,US_Inflation,1.0620000000000118
2007-03-01,US_Economy,US_Production,0.17940000000000111
2007-03-01,US_Economy,Copper,0.41050004959106445
2007-03-01,US_Economy,Oil,4.0800018310546875
2007-04-01,US_Economy,US10Y,0.13000000000000078
2007-04-01,US_Economy,SP500,61.510009765625
2007-04-01,US_Economy,US_Unemployment,0.09999999999999964
2007-04-01,US_Economy,US_Inflation,0.6159999999999854
2007-04-01,US_Economy,US_Production,0.6786999999999921
2007-05-01,US_Economy,US10Y,0.05999999999999961
2007-05-01,US_Economy,SP500,48.25
2007-05-01,US_Economy,US_Unemployment,-0.09999999999999964
2007-05-01,US_Economy,US_Inflation,0.8509999999999991
2007-05-01,US_Economy,US_Production,0.09720000000000084
2007-05-01,US_Economy,Copper,0.25
2007-05-01,US_Economy,Oil,-1.8600006103515625
2007-06-01,US_Economy,US10Y,0.34999999999999964
2007-06-01,US_Economy,SP500,-27.27001953125
