t_idx,node_idx,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
3,8,220681.3300,-0.0000,37090.8920,-26015.1475
4,0,85679.6800,-0.0000,22494.6378,-879.7861
4,1,92592.9900,-0.0000,6724.3526,13452.3221
4,2,198334.9900,1.4673,37385.1368,-117196.4399
4,3,15874.6300,-0.0000,1363.6581,36021.4787
4,4,6263.7800,-0.0000,1244.4772,36140.6596
4,5,6967.4700,-0.0000,1554.2322,35830.9047
4,6,58315.7900,-0.0000,4406.3897,2317.9630
4,7,105903.8100,-0.0000,7880.4676,35191.7713
4,8,223730.4400,-0.0000,43072.2389,-40878.8735
5,0,86923.6100,-0.0000,24538.5085,-8306.4047
5,1,84354.7100,-0.0000,6296.0581,16704.6941
5,2,195508.8500,1.4660,34474.5542,-98389.0625
5,3,16597.5200,-0.0000,1368.4802,33106.0740
5,4,5780.2400,-0.0000,1136.6109,33337.9433
5,5,8385.6700,-0.0000,1644.8346,32829.7196
5,6,51779.7100,-0.0000,4758.3018,1537.7563
5,7,93077.1900,-0.0000,8812.3139,36482.9603
5,8,203474.0000,-0.0000,45295.2742,-47303.6802
6,0,69566.7900,-0.0000,23035.5506,-1248.1017
6,1,85090.0800,-0.0000,10795.0152,8773.1990
6,2,162376.7000,1.7593,34027.9842,-94400.1570
6,3,16771.1600,-0.0000,1323.8822,32704.1020
6,4,3656.4000,-0.0000,1304.6366,32723.3477
6,5,11506.9900,-0.0000,2314.7885,31713.1958
6,6,40729.8100,-0.0000,7327.6788,3467.3364
6,7,72872.3500,-0.0000,13737.7612,34023.1451
6,8,178107.9800,-0.0000,47760.9063,-47756.0672
7,0,72114.8600,-0.0000,19998.3143,638.0763
7,1,61676.8600,-0.0000,13140.0668,5414.9012
7,2,161361.1000,1.6030,27494.6382,-70698.9401
7,3,17425.9200,-0.0000,1327.7002,26166.9380
7,4,4663.1900,-0.0000,1336.9939,26157.6443
7,5,9033.1800,-0.0000,2393.3218,25101.3164
7,6,29280.1800,-0.0000,11696.7205,1443.3463
7,7,54648.7300,-0.0000,21098.9781,20618.9425
7,8,145169.3600,-0.0000,41717.9205,-34842.2248
8,0,90354.1300,-0.0000,17277.5853,11285.9752
8,1,64416.5700,-0.0000,18480.4553,-4279.5365
8,2,157011.7700,1.6246,27360.6905,-84779.3280
8,3,17528.3900,-0.0000,1292.1445,26068.5459
8,4,5669.9900,-0.0000,1311.9653,26048.7251
8,5,12856.2800,-0.0000,2512.6010,24848.0895
8,6,20537.8400,-0.0000,15403.7888,3076.6665
8,7,37816.8500,-0.0000,28007.7796,1622.0486
8,8,112298.5600,-0.0000,29629.8281,-3891.1863
9,0,59516.8500,-0.0000,17595.9530,8184.1697
9,1,55306.6900,-0.0000,17748.1229,-2176.8408
9,2,102990.7800,1.7469,25627.9529,-93371.3216
9,3,16160.0600,-0.0000,866.8919,24761.0609
9,4,5599.4300,-0.0000,1258.4209,24369.5319
9,5,5861.1800,-0.0000,2715.8241,22912.1287
9,6,19411.1100,-0.0000,15723.4520,2024.6709
9,7,36946.8400,-0.0000,28430.1949,-16098.8423
9,8,88695.6800,-0.0000,12331.3526,29395.4425
10,0,76897.9700,-0.0000,13826.7020,13113.7099
10,1,63941.7600,-0.0000,15987.2280,-4215.5522
10,2,119797.4900,1.5030,24779.8858,-90463.4576
10,3,19513.8400,-0.0000,1124.9002,23654.9856
10,4,3753.4400,-0.0000,961.0555,23818.8303
10,5,7185.9200,-0.0000,2348.3064,22431.5794
10,6,30499.8300,-0.0000,13932.2019,2055.0261
10,7,54698.6400,-0.0000,24676.3668,-9501.3594
10,8,100586.8900,-0.0000,15175.0074,19106.2378
11,0,81057.7500,-0.0000,12854.7994,13172.0874
11,1,78013.9200,-0.0000,12706.1019,-1642.6529
11,2,115189.3700,1.4486,26175.5842,-90749.3467
11,3,17718.1900,-0.0000,1011.5444,25164.0397
11,4,3929.0500,-0.0000,885.9442,25289.6400
11,5,5604.3600,-0.0000,2542.9711,23632.6131
11,6,40879.3800,-0.0000,10914.7516,1791.3504
11,7,72308.5800,-0.0000,18863.3356,3969.9794
11,8,116323.1400,-0.0000,22833.3150,-627.7102
12,0,55600.5500,-0.0000,10477.2755,17275.3441
12,1,85465.6100,-0.0000,13339.5288,-4853.4317
12,2,96649.6300,1.6989,24890.3664,-76185.9523
12,3,18027.4700,-0.0000,975.0374,23915.3289
12,4,5800.9500,-0.0000,889.5017,24000.8646
12,5,4323.7200,-0.0000,2962.1799,21928.1865
12,6,53536.6600,-0.0000,11348.3504,1991.1784
12,7,99087.6900,-0.0000,20407.6162,12554.2687
12,8,143913.5800,-0.0000,32961.8849,-20625.7872
13,0,66566.0300,-0.0000,7805.5072,17342.1066
13,1,87502.2700,-0.0000,15484.2121,-9980.4011
13,2,136334.7400,1.5761,17468.9088,-43130.5864
13,3,17671.8900,-0.0000,915.8387,16553.0701
13,4,3045.3300,-0.0000,1011.6528,16457.2560
13,5,6856.2800,-0.0000,2614.0998,14854.8090
13,6,53275.0500,-0.0000,13182.5160,2301.6961
13,7,99710.8100,-0.0000,24376.1878,7490.6713
13,8,176133.2400,-0.0000,31866.8592,-21888.6217
14,0,60703.2300,-0.0000,8651.4397,20866.1328
14,1,103074.7300,-0.0000,18355.0937,-11499.1113
14,2,136792.2700,1.7538,19813.9185,-56476.8933
14,3,16100.1500,-0.0000,1079.6720,18734.2465
14,4,3384.9500,-0.0000,1101.8483,18712.0701
14,5,10306.8900,-0.0000,2762.3586,17051.5599
14,6,65858.5000,-0.0000,16559.6363,1795.4573
14,7,121006.7400,-0.0000,30602.9993,-1605.6188
14,8,204520.0200,-0.0000,28997.3805,-7577.8432
15,0,79434.2300,-0.0000,10488.1022,20363.9084
15,1,93341.1400,-0.0000,16021.2515,-5966.9623
15,2,199553.6900,1.4759,25318.8612,-88740.0038
15,3,18818.4500,-0.0000,1169.7685,24149.0927
15,4,2635.8800,-0.0000,1134.8225,24184.0387
15,5,9810.4600,-0.0000,2041.2888,23277.5724
15,6,60969.5900,-0.0000,15587.4386,433.8130
15,7,112371.6900,-0.0000,28905.5943,-5885.2740
15,8,233597.9100,-0.0000,23020.3203,8183.8149
16,0,55393.3900,-0.0000,9651.0400,24429.8155
16,1,91328.7800,-0.0000,12158.5371,-3072.7087
16,2,166865.2700,1.7490,31573.3584,-122863.9513
16,3,15439.5000,-0.0000,1323.7090,30249.6495
16,4,3795.2500,-0.0000,934.2922,30639.0662
16,5,9930.1400,-0.0000,2170.8647,29402.4937
16,6,60884.2400,-0.0000,11593.3256,565.2116
16,7,109361.4000,-0.0000,21910.7971,-987.8623
16,8,222112.9300,-0.0000,20922.9348,11638.2858
17,0,68129.6000,-0.0000,9041.1816,19363.6517
17,1,85853.8000,-0.0000,9374.6409,-1787.6740
17,2,168018.7400,1.7706,28071.3740,-101644.5099
17,3,16681.3200,-0.0000,1093.6756,26977.6985
17,4,7245.1600,-0.0000,1534.8378,26536.5362
17,5,8874.9300,-0.0000,2192.2066,25879.1674
17,6,48162.6200,-0.0000,7920.4261,1454.2147
17,7,86153.4000,-0.0000,15313.0974,9537.3613
17,8,190932.3100,-0.0000,24850.4587,-6316.4461
18,0,75892.6400,-0.0000,10062.1548,8720.1382
18,1,67689.6000,-0.0000,9179.4111,895.6935
18,2,183453.1300,1.4844,19665.0368,-52199.6415
18,3,18210.0100,-0.0000,1139.0423,18525.9944
18,4,4353.3900,-0.0000,1528.8442,18136.1926
18,5,6298.1300,-0.0000,2097.1757,17567.8611
18,6,36106.4500,-0.0000,9192.3608,-12.9497
18,7,68095.7900,-0.0000,16431.5269,14866.7985
18,8,178377.9000,-0.0000,31298.3254,-26500.0871
19,0,57503.4400,-0.0000,9993.7232,4466.6039
19,1,63147.5900,-0.0000,12011.0448,-1678.1438
19,2,159736.4400,1.7690,12443.0055,-18567.5257
19,3,17404.6100,-0.0000,1100.7349,11342.2706
19,4,5575.3300,-0.0000,1499.4412,10943.5643
19,5,7628.4700,-0.0000,1486.6847,10956.3208
19,6,30629.3600,-0.0000,12350.2226,-339.1778
19,7,54035.4300,-0.0000,22858.8637,6708.0540
19,8,158178.2500,-0.0000,29566.9177,-23831.9662
20,0,75675.0000,-0.0000,10037.1519,18513.9195
20,1,58123.0400,-0.0000,16562.8314,-7065.8126
20,2,133710.9600,1.6750,22025.3919,-68672.6395
20,3,17228.2300,-0.0000,1083.7718,20941.6200
20,4,4361.2300,-0.0000,1411.4217,20613.9702
20,5,14194.8000,-0.0000,2301.4494,19723.9425
20,6,21126.0400,-0.0000,16022.6984,540.1331
20,7,37271.6400,-0.0000,29656.6923,-3036.1674
20,8,96520.3400,-0.0000,26620.5249,-1558.9657
21,0,74856.9800,-0.0000,10148.1220,26470.3436
21,1,51949.2900,-0.0000,16016.9400,-6368.6372
21,2,121977.4500,1.4768,30749.6476,-121877.4332
21,3,15950.8400,-0.0000,1105.0139,29644.6338
21,4,4015.7900,-0.0000,1357.8277,29391.8200
21,5,7947.3000,-0.0000,2342.3961,28407.2516
21,6,23150.0800,-0.0000,15517.1208,499.8192
21,7,42652.8100,-0.0000,28350.6294,-11433.1839
21,8,90658.5600,-0.0000,16917.4454,25265.3861
22,0,45029.8400,-0.0000,11032.9087,23586.4505
22,1,58406.1600,-0.0000,13607.1739,-2845.0290
22,2,87672.2900,1.8435,32045.0940,-124521.5986
22,3,19603.3200,-0.0000,1296.4532,30748.6408
22,4,5598.9000,-0.0000,1132.3945,30912.6995
22,5,7962.0300,-0.0000,2367.3268,29677.7672
22,6,27941.5100,-0.0000,13336.4102,270.7638
22,7,49596.1000,-0.0000,24029.6803,-4154.8921
22,8,89538.9500,-0.0000,19874.7882,16325.1979
23,0,30837.8800,-0.0000,12514.5824,10459.0156
23,1,50012.9700,-0.0000,7686.4783,5711.8114
23,2,34836.2500,0.9935,27801.7021,-43343.7601
23,3,0.0000,-0.0000,6221.7583,0.0000
23,4,0.0000,-0.0000,2084.2097,0.0000
23,5,5451.6300,-0.0000,2615.3400,25186.3621
23,6,25774.0900,-0.0000,8570.1857,-883.7073
23,7,47998.9000,-0.0000,15528.0275,9403.3963
23,8,70784.5200,-0.0000,24931.4238,-6533.1179
