t_idx,src_idx,tgt_idx,weight,stress
11,2,5,5604.3600,1.4724
11,7,8,72308.5800,0.7096
11,8,2,44014.5600,1.4447
12,0,1,31928.9500,1.2615
12,1,6,53536.6600,2.7361
12,2,0,23671.6000,1.4603
12,2,3,18027.4700,0.4905
12,2,4,5800.9500,1.5032
12,2,5,4323.7200,1.5853
12,7,8,99087.6900,3.0746
12,8,2,44825.8900,1.0218
13,0,1,34227.2200,0.3818
13,1,6,53275.0500,1.7664
13,2,0,32338.8100,0.4700
13,2,3,17671.8900,0.0577
13,2,4,3045.3300,2.2181
13,2,5,6856.2800,0.2208
13,7,8,99710.8100,1.8877
13,8,2,76422.4300,1.0074
14,0,1,37216.2300,0.2929
14,1,6,65858.5000,2.1095
14,2,0,23487.0000,1.2682
14,2,3,16100.1500,1.7028
14,2,4,3384.9500,1.1423
14,2,5,10306.8900,1.1698
14,7,8,121006.7400,2.0921
14,8,2,83513.2800,1.9731
15,0,1,32371.5500,1.3374
15,1,6,60969.5900,1.0969
15,2,0,47062.6800,1.7029
15,2,3,18818.4500,1.1032
15,2,4,2635.8800,1.5210
15,2,5,9810.4600,1.6753
15,7,8,112371.6900,1.1013
15,8,2,121226.2200,3.9568
16,0,1,30444.5400,1.8731
16,1,6,60884.2400,0.8421
16,2,0,24948.8500,1.1064
16,2,3,15439.5000,2.3896
16,2,4,3795.2500,0.0367
16,2,5,9930.1400,1.2111
16,7,8,109361.4000,0.7070
16,8,2,112751.5300,1.5461
17,0,1,37691.1800,1.4783
17,1,6,48162.6200,0.9625
17,2,0,30438.4200,0.2211
17,2,3,16681.3200,0.5307
17,2,4,7245.1600,3.4484
17,2,5,8874.9300,0.4585
17,7,8,86153.4000,1.0509
17,8,2,104778.9100,0.8161
18,0,1,31583.1500,0.8891
18,1,6,36106.4500,3.5242
18,2,0,44309.4900,1.7040
18,2,3,18210.0100,0.9372
18,2,4,4353.3900,0.0215
18,2,5,6298.1300,0.9643
18,7,8,68095.7900,3.2734
18,8,2,110282.1100,0.7651
19,0,1,32518.2300,0.5120
19,1,6,30629.3600,2.3757
19,2,0,24985.2100,0.9770
19,2,3,17404.6100,0.2118
19,2,4,5575.3300,0.9877
19,2,5,7628.4700,0.6755
19,7,8,54035.4300,2.5589
19,8,2,104142.8200,0.1644
20,0,1,36997.0000,1.2066
20,1,6,21126.0400,2.2043
20,2,0,38678.0000,0.6409
20,2,3,17228.2300,0.1019
20,2,4,4361.2300,0.0900
20,2,5,14194.8000,3.7766
20,7,8,37271.6400,2.2262
20,8,2,59248.7000,4.0430
21,0,1,28799.2100,1.7537
21,1,6,23150.0800,1.3227
21,2,0,46057.7700,1.2443
21,2,3,15950.8400,1.2468
21,2,4,4015.7900,0.4462
21,2,5,7947.3000,0.6121
21,7,8,42652.8100,1.2775
21,8,2,48005.7500,2.7068
22,0,1,30464.6500,0.7756
22,1,6,27941.5100,0.6230
22,2,0,14565.1900,2.3628
22,2,3,19603.3200,3.0137
22,2,4,5598.9000,0.5931
22,2,5,7962.0300,0.4701
22,7,8,49596.1000,0.6619
22,8,2,39942.8500,1.9201
23,0,1,24238.8800,2.6791
23,1,6,25774.0900,0.5995
23,2,0,6599.0000,2.3910
23,2,5,5451.6300,1.3345
23,7,8,47998.9000,0.5039
23,8,2,22785.6200,1.8770
