t_idx,node_idx,ik_suggested_delta,ik_strain_energy
7,5,-334.5946,0.7321
7,6,-320.7886,0.7321
7,7,233.6513,0.7321
7,8,-38.1394,0.7321
8,0,-249.4328,0.2164
8,1,-27.5398,0.2164
8,2,-92.4311,0.2164
8,3,17.1693,0.2164
8,4,-265.4304,0.2164
8,5,309.8967,0.2164
8,6,82.1580,0.2164
8,7,-14.0369,0.2164
8,8,239.6469,0.2164
9,0,-375.2645,2.6115
9,1,-83.5882,2.6115
9,2,-505.0524,2.6115
9,3,-1.9452,2.6115
9,4,248.0825,2.6115
9,5,682.8748,2.6115
9,6,-95.1158,2.6115
9,7,4.9005,2.6115
9,8,125.1083,2.6115
10,0,-433.4431,3.5512
10,1,-115.0826,3.5512
10,2,-514.1485,3.5512
10,3,-23.5665,3.5512
10,4,294.3870,3.5512
10,5,739.4409,3.5512
10,6,-73.1055,3.5512
10,7,-11.5502,3.5512
10,8,137.0686,3.5512
11,0,-427.0963,3.1326
11,1,-111.8725,3.1326
11,2,-487.9287,3.1326
11,3,-22.2862,3.1326
11,4,271.3927,3.1326
11,5,722.4533,3.1326
11,6,-71.7468,3.1326
11,7,-12.0379,3.1326
11,8,139.1224,3.1326
12,0,-181.6071,0.1900
12,1,18.3740,0.1900
12,2,-289.7275,0.1900
12,3,67.0181,0.1900
12,4,-142.5419,0.1900
12,5,436.9583,0.1900
12,6,-89.9139,0.1900
12,7,62.1935,0.1900
12,8,119.2466,0.1900
13,0,-266.6543,0.3785
13,1,-33.0428,0.3785
13,2,-342.1326,0.3785
13,3,23.5652,0.3785
13,4,-51.1216,0.3785
13,5,456.8717,0.3785
13,6,10.6913,0.3785
13,7,21.1626,0.3785
13,8,180.6605,0.3785
14,0,-131.0416,0.0695
14,1,46.1778,0.0695
14,2,-192.4318,0.0695
14,3,83.6967,0.0695
14,4,-150.6806,0.0695
14,5,343.4991,0.0695
14,6,-163.6544,0.0695
14,7,83.2224,0.0695
14,8,81.2125,0.0695
15,0,-139.7955,0.0633
15,1,42.8238,0.0633
15,2,-164.8033,0.0633
15,3,80.3701,0.0633
15,4,-160.7982,0.0633
15,5,334.6702,0.0633
15,6,-156.4954,0.0633
15,7,77.0154,0.0633
15,8,87.0129,0.0633
16,0,-38.9526,0.1342
16,1,104.4505,0.1342
16,2,-84.3335,0.1342
16,3,131.3963,0.1342
16,4,-231.7509,0.1342
16,5,312.2152,0.1342
16,6,-316.9892,0.1342
16,7,131.2287,0.1342
16,8,-7.2645,0.1342
17,0,-37.6962,0.1113
17,1,99.5980,0.1113
17,2,-70.8712,0.1113
17,3,120.8045,0.1113
17,4,-134.6540,0.1113
17,5,276.1093,0.1113
17,6,-360.1171,0.1113
17,7,127.7180,0.1113
17,8,-20.8911,0.1113
18,0,-113.4305,0.0680
18,1,57.0436,0.0680
18,2,-113.6648,0.0680
18,3,86.2335,0.0680
18,4,-69.7234,0.0680
18,5,315.3682,0.0680
18,6,-281.0688,0.0680
18,7,91.3798,0.0680
18,8,27.8624,0.0680
19,0,-83.7327,0.0869
19,1,76.0833,0.0869
19,2,-117.3076,0.0869
19,3,101.7203,0.0869
19,4,-74.0970,0.0869
19,5,313.2354,0.0869
19,6,-324.9659,0.0869
19,7,108.0204,0.0869
19,8,1.0437,0.0869
20,0,-94.5174,0.0560
20,1,71.4058,0.0560
20,2,-115.7000,0.0560
20,3,99.3657,0.0560
20,4,-82.1740,0.0560
20,5,277.6481,0.0560
20,6,-279.9008,0.0560
20,7,99.8378,0.0560
20,8,24.0349,0.0560
21,0,-101.5837,0.0590
21,1,67.3517,0.0590
21,2,-110.7035,0.0590
21,3,96.5243,0.0590
21,4,-81.8034,0.0590
21,5,286.7734,0.0590
21,6,-278.7003,0.0590
21,7,96.3069,0.0590
21,8,25.8346,0.0590
22,0,-123.2092,0.0533
22,1,53.0840,0.0533
22,2,-67.5689,0.0533
22,3,86.7533,0.0533
22,4,-84.8223,0.0533
22,5,285.7627,0.0533
22,6,-270.0581,0.0533
22,7,87.3508,0.0533
22,8,32.7076,0.0533
23,0,-16.7064,0.0174
23,1,-10.9068,0.0174
23,2,2.0378,0.0174
23,3,-5.0743,0.0174
23,4,-152.9591,0.0174
23,5,-12.8489,0.0174
23,6,126.8501,0.0174
23,7,-7.2285,0.0174
23,8,76.8362,0.0174
