src_idx,tgt_idx,optimal_lag,max_correlation
15,23,5,0.3593
15,24,0,0.1917
16,0,1,0.2996
16,1,4,0.3321
16,2,6,0.3948
16,3,5,0.1141
16,4,4,0.2607
16,5,3,0.1516
16,6,3,0.3213
16,7,6,0.3351
16,8,5,0.3784
16,9,4,0.1089
16,10,1,0.3716
16,11,6,0.2027
16,12,6,0.1494
16,13,2,0.2811
16,14,1,0.1674
16,15,5,0.2436
16,16,0,1.0000
16,17,0,0.2941
16,18,4,0.1759
16,19,1,0.0406
16,20,5,0.3342
16,21,1,0.2448
16,22,3,0.3567
16,23,2,0.0791
16,24,5,0.2816
17,0,5,0.2824
17,1,6,0.1269
17,2,2,0.2921
17,3,3,0.1813
17,4,5,0.2905
17,5,3,0.1180
17,6,3,0.2768
17,7,4,0.2621
17,8,5,0.1182
17,9,2,0.1159
17,10,1,0.3175
17,11,2,0.1576
17,12,0,0.0947
17,13,6,0.4301
17,14,4,0.1900
17,15,2,0.1854
17,16,0,0.2941
17,17,0,1.0000
17,18,5,0.0529
17,19,6,0.1976
17,20,3,0.1420
17,21,6,0.1338
17,22,3,0.2885
17,23,5,0.2077
17,24,1,0.3125
18,0,6,0.2174
18,1,4,0.0393
18,2,5,0.3149
18,3,1,0.3277
18,4,0,0.3090
18,5,2,0.3775
18,6,6,0.2283
18,7,6,0.2552
18,8,6,0.4015
18,9,0,0.2676
18,10,6,0.6016
18,11,4,0.1083
18,12,4,0.2056
18,13,1,0.2043
18,14,1,0.1226
18,15,6,0.2058
18,16,5,0.4018
18,17,3,0.2302
18,18,0,1.0000
18,19,1,0.3155
18,20,5,0.2743
18,21,1,0.0755
18,22,4,-0.0726
18,23,2,0.1968
18,24,4,0.2329
19,0,6,0.3389
19,1,0,0.3329
19,2,3,0.1347
19,3,1,0.1935
19,4,6,0.1233
19,5,5,0.1275
19,6,4,0.1570
19,7,5,0.3954
19,8,5,0.3002
19,9,4,0.4227
19,10,5,0.2564
19,11,1,0.1818
19,12,3,0.5085
19,13,5,0.1811
19,14,2,0.2876
19,15,3,0.2101
19,16,4,0.3998
19,17,6,0.3763
19,18,5,0.2612
19,19,0,1.0000
19,20,4,0.3195
19,21,3,0.2424
19,22,4,0.1840
19,23,4,0.1332
19,24,2,0.1310
20,0,6,0.3404
20,1,3,0.1213
20,2,3,0.1541
20,3,1,0.2825
20,4,2,0.2834
20,5,4,0.2498
20,6,2,0.3103
20,7,1,0.2925
20,8,5,0.2837
20,9,4,0.1794
20,10,6,0.2555
20,11,3,0.0514
20,12,4,0.2096
20,13,4,0.3364
20,14,1,0.1445
20,15,5,0.3984
20,16,0,0.2742
20,17,2,0.1596
20,18,0,0.2365
20,19,0,0.2630
20,20,0,1.0000
20,21,1,0.2768
20,22,4,0.2333
20,23,2,0.2481
20,24,3,0.3240
21,0,3,0.1269
21,1,1,0.2031
21,2,2,0.4412
21,3,0,0.1845
21,4,6,0.2940
21,5,1,0.2185
21,6,4,0.2584
21,7,2,0.2734
21,8,4,0.2856
21,9,5,0.3063
21,10,2,0.0992
21,11,3,0.3496
21,12,5,0.2390
21,13,6,0.1594
21,14,5,0.2556
21,15,4,0.2112
21,16,1,0.1937
21,17,1,0.1961
21,18,6,0.4105
21,19,2,0.2842
21,20,6,0.2472
21,21,0,1.0000
21,22,2,0.1035
21,23,5,0.1657
21,24,2,0.1655
22,0,2,0.3001
22,1,5,0.2646
22,2,6,0.3339
22,3,3,0.0737
22,4,1,0.1232
22,5,0,0.1257
22,6,4,0.2413
22,7,1,0.3030
22,8,2,0.2331
22,9,5,0.1245
22,10,0,0.1728
22,11,6,0.3539
22,12,1,-0.0193
22,13,5,0.1115
22,14,2,0.2180
22,15,2,0.2657
22,16,4,0.2430
22,17,4,0.3522
22,18,1,0.2163
22,19,5,0.0620
22,20,4,0.0005
22,21,5,0.2288
22,22,0,1.0000
22,23,3,0.1718
22,24,2,0.3628
23,0,2,0.1897
23,1,3,0.3672
23,2,6,0.1740
23,3,0,0.1325
23,4,0,0.4104
23,5,4,0.4308
23,6,3,0.0884
23,7,3,0.3372
23,8,4,0.2279
23,9,6,0.4010
23,10,4,0.1498
23,11,4,0.1144
23,12,4,0.2876
23,13,1,0.2357
23,14,0,0.1230
23,15,6,0.1431
23,16,5,0.1772
23,17,5,0.2764
23,18,6,0.2621
23,19,1,0.3388
23,20,1,0.1635
23,21,2,0.1834
23,22,4,0.2147
23,23,0,1.0000
23,24,6,0.2141
24,0,3,0.3519
24,1,4,0.1589
24,2,4,0.3418
24,3,5,0.1777
24,4,6,0.2639
24,5,3,0.2502
24,6,2,0.2434
24,7,6,0.1334
24,8,4,0.1626
24,9,2,0.1811
24,10,1,0.1474
24,11,5,0.3287
24,12,1,0.1841
24,13,1,0.2202
24,14,4,0.3097
24,15,4,0.4192
24,16,0,0.2458
24,17,0,0.2743
24,18,4,0.0352
24,19,4,0.1548
24,20,3,0.1592
24,21,4,0.2960
24,22,6,0.3400
24,23,5,0.3535
24,24,0,1.0000
