src_idx,tgt_idx,optimal_lag,max_correlation
8,13,21,0.8855
8,14,22,1.0000
8,15,22,1.0000
8,16,21,0.8648
8,17,22,1.0000
8,18,22,1.0000
8,19,21,0.8677
8,20,22,1.0000
8,21,22,1.0000
8,22,19,0.7293
8,23,21,0.5824
8,24,22,1.0000
9,0,22,1.0000
9,1,21,0.9994
9,2,22,1.0000
9,3,21,0.9534
9,4,21,0.7935
9,5,21,0.8238
9,6,21,0.8908
9,7,22,1.0000
9,8,22,1.0000
9,9,0,1.0000
9,10,18,0.7370
9,11,22,1.0000
9,12,22,1.0000
9,13,22,1.0000
9,14,19,0.6359
9,15,21,0.8928
9,16,22,1.0000
9,17,21,0.6253
9,18,21,0.9933
9,19,22,1.0000
9,20,21,0.9284
9,21,21,0.6062
9,22,22,1.0000
9,23,22,1.0000
9,24,18,0.8311
10,0,21,0.9999
10,1,22,1.0000
10,2,16,0.5974
10,3,22,1.0000
10,4,22,1.0000
10,5,22,1.0000
10,6,22,1.0000
10,7,16,0.8615
10,8,7,0.6035
10,9,22,1.0000
10,10,0,1.0000
10,11,20,0.8932
10,12,15,0.5120
10,13,14,0.5616
10,14,22,1.0000
10,15,22,1.0000
10,16,21,0.9422
10,17,22,1.0000
10,18,22,1.0000
10,19,21,0.9402
10,20,22,1.0000
10,21,22,1.0000
10,22,16,0.7955
10,23,17,0.7089
10,24,22,1.0000
11,0,22,1.0000
11,1,16,0.6295
11,2,22,1.0000
11,3,19,0.6563
11,4,13,0.6464
11,5,12,0.7428
11,6,9,0.5851
11,7,22,1.0000
11,8,22,1.0000
11,9,16,0.8375
11,10,12,0.4801
11,11,0,1.0000
11,12,22,1.0000
11,13,22,1.0000
11,14,20,0.6789
11,15,5,0.5383
11,16,22,1.0000
11,17,15,0.6310
11,18,20,0.8037
11,19,22,1.0000
11,20,20,0.8936
11,21,16,0.8061
11,22,22,1.0000
11,23,22,1.0000
11,24,17,0.3077
12,0,12,0.5032
12,1,22,1.0000
12,2,21,0.8011
12,3,22,1.0000
12,4,22,1.0000
12,5,22,1.0000
12,6,22,1.0000
12,7,21,0.6597
12,8,21,0.9910
12,9,22,1.0000
12,10,22,1.0000
12,11,11,0.6966
12,12,0,1.0000
12,13,21,0.9679
12,14,22,1.0000
12,15,22,1.0000
12,16,19,0.5230
12,17,22,1.0000
12,18,22,1.0000
12,19,17,0.8742
12,20,22,1.0000
12,21,22,1.0000
12,22,21,0.7940
12,23,21,0.9776
12,24,22,1.0000
13,0,22,1.0000
13,1,19,0.9900
13,2,22,1.0000
13,3,19,0.6113
13,4,11,0.3549
13,5,19,0.5059
13,6,16,0.4246
13,7,22,1.0000
13,8,22,1.0000
13,9,10,0.7344
13,10,18,0.7213
13,11,22,1.0000
13,12,22,1.0000
13,13,0,1.0000
13,14,21,0.7516
13,15,11,0.4660
13,16,22,1.0000
13,17,18,0.9419
13,18,19,0.4954
13,19,22,1.0000
13,20,19,0.4416
13,21,19,0.5573
13,22,22,1.0000
13,23,22,1.0000
13,24,18,0.5740
14,0,22,1.0000
14,1,12,0.7898
14,2,22,1.0000
14,3,19,0.6856
14,4,21,0.9565
14,5,20,0.7374
14,6,21,0.8877
14,7,22,1.0000
14,8,22,1.0000
14,9,20,0.8432
14,10,20,0.7852
14,11,22,1.0000
14,12,22,1.0000
14,13,22,1.0000
14,14,0,1.0000
14,15,21,0.8856
14,16,22,1.0000
14,17,19,0.6069
14,18,16,0.9095
14,19,22,1.0000
14,20,21,0.8422
14,21,19,0.7472
14,22,22,1.0000
14,23,22,1.0000
14,24,20,0.6293
15,0,18,0.6687
15,1,22,1.0000
15,2,20,0.7782
15,3,22,1.0000
15,4,22,1.0000
15,5,22,1.0000
15,6,22,1.0000
15,7,20,0.6164
15,8,20,0.9162
15,9,22,1.0000
15,10,22,1.0000
15,11,10,0.5479
15,12,20,0.7606
15,13,20,0.9495
15,14,22,1.0000
15,15,0,1.0000
15,16,15,0.4769
15,17,22,1.0000
15,18,22,1.0000
15,19,18,0.7505
15,20,22,1.0000
15,21,22,1.0000
15,22,20,0.7700
15,23,20,0.7030
15,24,22,1.0000
16,0,22,1.0000
16,1,21,0.9047
16,2,22,1.0000
16,3,21,0.7098
16,4,21,0.9840
16,5,12,0.7135
16,6,21,1.0000
16,7,22,1.0000
16,8,22,1.0000
16,9,20,0.5003
16,10,20,0.7017
16,11,22,1.0000
16,12,22,1.0000
16,13,22,1.0000
16,14,21,0.7532
16,15,21,1.0000
16,16,0,1.0000
16,17,15,0.6602
16,18,21,0.9361
16,19,22,1.0000
16,20,21,0.9955
16,21,17,0.7577
16,22,22,1.0000
16,23,22,1.0000
16,24,15,0.6137
17,0,22,1.0000
17,1,17,0.4601
17,2,22,1.0000
17,3,18,0.8686
17,4,7,0.7129
17,5,14,0.5808
17,6,17,0.5858
17,7,22,1.0000
17,8,22,1.0000
17,9,19,0.6591
17,10,5,0.6712
17,11,22,1.0000
17,12,22,1.0000
17,13,22,1.0000
17,14,20,0.6758
17,15,8,0.4783
17,16,22,1.0000
17,17,0,1.0000
17,18,20,0.7135
17,19,22,1.0000
17,20,20,0.8144
17,21,16,0.4880
17,22,22,1.0000
17,23,22,1.0000
17,24,17,0.7045
18,0,22,1.0000
18,1,20,0.9527
18,2,22,1.0000
18,3,20,0.9992
18,4,20,0.6076
18,5,20,0.6334
18,6,17,0.6033
18,7,22,1.0000
18,8,22,1.0000
18,9,11,0.3835
18,10,19,0.5912
18,11,22,1.0000
18,12,22,1.0000
18,13,22,1.0000
18,14,5,0.4460
18,15,18,0.7074
18,16,22,1.0000
18,17,20,0.8006
18,18,0,1.0000
18,19,22,1.0000
18,20,17,0.5617
18,21,20,0.7901
18,22,22,1.0000
18,23,22,1.0000
18,24,20,0.7817
19,0,22,1.0000
19,1,21,0.7688
19,2,22,1.0000
19,3,20,0.6625
19,4,21,0.9972
19,5,20,0.7797
19,6,21,0.9671
19,7,22,1.0000
19,8,22,1.0000
19,9,20,0.5590
19,10,20,0.9887
19,11,22,1.0000
19,12,22,1.0000
19,13,22,1.0000
19,14,21,0.8942
19,15,21,0.9660
19,16,22,1.0000
19,17,20,0.8563
19,18,21,0.8179
19,19,22,1.0000
19,20,21,0.9400
19,21,20,0.8732
19,22,22,1.0000
19,23,22,1.0000
19,24,20,0.8579
20,0,22,1.0000
20,1,17,0.7287
20,2,22,1.0000
20,3,19,0.7322
20,4,21,0.9817
20,5,12,0.5469
20,6,21,0.9310
20,7,22,1.0000
20,8,22,1.0000
20,9,20,0.5701
20,10,15,0.5331
20,11,22,1.0000
20,12,22,1.0000
20,13,22,1.0000
20,14,21,0.9402
20,15,21,0.9293
20,16,22,1.0000
20,17,15,0.5758
20,18,21,0.7453
20,19,22,1.0000
20,20,0,1.0000
20,21,17,0.8139
20,22,22,1.0000
20,23,22,1.0000
20,24,11,0.5075
21,0,19,0.5260
21,1,19,0.6939
21,2,21,0.9786
21,3,19,0.4934
21,4,20,0.6268
21,5,19,0.7348
21,6,17,0.8336
21,7,21,0.9146
21,8,21,0.9553
21,9,19,0.5784
21,10,19,0.7486
21,11,12,0.6579
21,12,21,0.9858
21,13,21,0.7724
21,14,20,0.7890
21,15,17,0.6642
21,16,18,0.5217
21,17,19,0.8732
21,18,20,0.6853
21,19,11,0.4964
21,20,20,0.8041
21,21,0,1.0000
21,22,21,0.9761
21,23,21,0.9754
21,24,19,0.5710
22,0,21,0.9834
22,1,22,1.0000
22,2,16,0.5447
22,3,22,1.0000
22,4,22,1.0000
22,5,22,1.0000
22,6,22,1.0000
22,7,16,0.7247
22,8,19,0.6503
22,9,22,1.0000
22,10,22,1.0000
22,11,20,0.5086
22,12,19,0.5840
22,13,8,0.4594
22,14,22,1.0000
22,15,22,1.0000
22,16,21,0.8740
22,17,22,1.0000
22,18,22,1.0000
22,19,21,0.8711
22,20,22,1.0000
22,21,22,1.0000
22,22,0,1.0000
22,23,19,0.4035
22,24,22,1.0000
23,0,22,1.0000
23,1,20,0.5931
23,2,22,1.0000
23,3,20,0.7627
23,4,21,0.8420
23,5,20,0.9413
23,6,18,0.8274
23,7,22,1.0000
23,8,22,1.0000
23,9,20,0.7487
23,10,20,0.9448
23,11,22,1.0000
23,12,22,1.0000
23,13,22,1.0000
23,14,21,0.9995
23,15,21,0.7272
23,16,22,1.0000
23,17,20,0.7494
23,18,20,0.6789
23,19,22,1.0000
23,20,21,0.6650
23,21,20,0.7645
23,22,22,1.0000
23,23,0,1.0000
23,24,20,0.9832
24,0,21,0.9702
24,1,22,1.0000
24,2,20,0.7210
24,3,22,1.0000
24,4,22,1.0000
24,5,22,1.0000
24,6,22,1.0000
24,7,20,0.9862
24,8,20,0.8644
24,9,22,1.0000
24,10,22,1.0000
24,11,20,0.7134
24,12,20,0.9920
24,13,20,0.5801
24,14,22,1.0000
24,15,22,1.0000
24,16,21,0.9968
24,17,22,1.0000
24,18,22,1.0000
24,19,21,0.9963
24,20,22,1.0000
24,21,22,1.0000
24,22,20,0.7168
24,23,20,0.8855
24,24,0,1.0000
