t_idx,component_idx,node_idx,eigenvalue,explained_variance_ratio,vector_value
0,1,24,0.000000,0.000000,0.000000
0,2,0,0.000000,0.000000,0.000000
0,2,1,0.000000,0.000000,0.000000
0,2,2,0.000000,0.000000,0.000000
0,2,3,0.000000,0.000000,0.000000
0,2,4,0.000000,0.000000,0.000000
0,2,5,0.000000,0.000000,0.000000
0,2,6,0.000000,0.000000,0.000000
0,2,7,0.000000,0.000000,0.000000
0,2,8,0.000000,0.000000,0.000000
0,2,9,0.000000,0.000000,0.000000
0,2,10,0.000000,0.000000,0.000000
0,2,11,0.000000,0.000000,0.000000
0,2,12,0.000000,0.000000,0.000000
0,2,13,0.000000,0.000000,0.000000
0,2,14,0.000000,0.000000,0.000000
0,2,15,0.000000,0.000000,0.000000
0,2,16,0.000000,0.000000,0.000000
0,2,17,0.000000,0.000000,0.000000
0,2,18,0.000000,0.000000,0.000000
0,2,19,0.000000,0.000000,0.000000
0,2,20,0.000000,0.000000,0.000000
0,2,21,0.000000,0.000000,0.000000
0,2,22,0.000000,0.000000,0.000000
0,2,23,0.000000,0.000000,0.000000
0,2,24,0.000000,0.000000,0.000000
1,0,0,0.000000,0.000000,0.000000
1,0,1,0.000000,0.000000,0.000000
1,0,2,0.000000,0.000000,0.000000
1,0,3,0.000000,0.000000,0.000000
1,0,4,0.000000,0.000000,0.000000
1,0,5,0.000000,0.000000,0.000000
1,0,6,0.000000,0.000000,0.000000
1,0,7,0.000000,0.000000,0.000000
1,0,8,0.000000,0.000000,0.000000
1,0,9,0.000000,0.000000,0.000000
1,0,10,0.000000,0.000000,0.000000
1,0,11,0.000000,0.000000,0.000000
1,0,12,0.000000,0.000000,0.000000
1,0,13,0.000000,0.000000,0.000000
1,0,14,0.000000,0.000000,0.000000
1,0,15,0.000000,0.000000,0.000000
1,0,16,0.000000,0.000000,0.000000
1,0,17,0.000000,0.000000,0.000000
1,0,18,0.000000,0.000000,0.000000
1,0,19,0.000000,0.000000,0.000000
1,0,20,0.000000,0.000000,0.000000
1,0,21,0.000000,0.000000,0.000000
1,0,22,0.000000,0.000000,0.000000
1,0,23,0.000000,0.000000,0.000000
1,0,24,0.000000,0.000000,0.000000
1,1,0,0.000000,0.000000,0.000000
1,1,1,0.000000,0.000000,0.000000
1,1,2,0.000000,0.000000,0.000000
1,1,3,0.000000,0.000000,0.000000
1,1,4,0.000000,0.000000,0.000000
1,1,5,0.000000,0.000000,0.000000
1,1,6,0.000000,0.000000,0.000000
1,1,7,0.000000,0.000000,0.000000
1,1,8,0.000000,0.000000,0.000000
1,1,9,0.000000,0.000000,0.000000
1,1,10,0.000000,0.000000,0.000000
1,1,11,0.000000,0.000000,0.000000
1,1,12,0.000000,0.000000,0.000000
1,1,13,0.000000,0.000000,0.000000
1,1,14,0.000000,0.000000,0.000000
1,1,15,0.000000,0.000000,0.000000
1,1,16,0.000000,0.000000,0.000000
1,1,17,0.000000,0.000000,0.000000
1,1,18,0.000000,0.000000,0.000000
1,1,19,0.000000,0.000000,0.000000
1,1,20,0.000000,0.000000,0.000000
1,1,21,0.000000,0.000000,0.000000
1,1,22,0.000000,0.000000,0.000000
1,1,23,0.000000,0.000000,0.000000
1,1,24,0.000000,0.000000,0.000000
1,2,0,0.000000,0.000000,0.000000
1,2,1,0.000000,0.000000,0.000000
1,2,2,0.000000,0.000000,0.000000
1,2,3,0.000000,0.000000,0.000000
1,2,4,0.000000,0.000000,0.000000
1,2,5,0.000000,0.000000,0.000000
1,2,6,0.000000,0.000000,0.000000
1,2,7,0.000000,0.000000,0.000000
1,2,8,0.000000,0.000000,0.000000
1,2,9,0.000000,0.000000,0.000000
1,2,10,0.000000,0.000000,0.000000
1,2,11,0.000000,0.000000,0.000000
1,2,12,0.000000,0.000000,0.000000
1,2,13,0.000000,0.000000,0.000000
1,2,14,0.000000,0.000000,0.000000
1,2,15,0.000000,0.000000,0.000000
1,2,16,0.000000,0.000000,0.000000
1,2,17,0.000000,0.000000,0.000000
1,2,18,0.000000,0.000000,0.000000
1,2,19,0.000000,0.000000,0.000000
1,2,20,0.000000,0.000000,0.000000
1,2,21,0.000000,0.000000,0.000000
1,2,22,0.000000,0.000000,0.000000
1,2,23,0.000000,0.000000,0.000000
1,2,24,0.000000,0.000000,0.000000
2,0,0,1375386.000000,1.000000,0.016882
2,0,1,1375386.000000,1.000000,-0.061500
2,0,2,1375386.000000,1.000000,0.117573
2,0,3,1375386.000000,1.000000,-0.129029
2,0,4,1375386.000000,1.000000,-0.226102
2,0,5,1375386.000000,1.000000,0.577615
2,0,6,1375386.000000,1.000000,-0.068132
2,0,7,1375386.000000,1.000000,0.168220
2,0,8,1375386.000000,1.000000,0.075367
2,0,9,1375386.000000,1.000000,-0.286999
2,0,10,1375386.000000,1.000000,0.206808
2,0,11,1375386.000000,1.000000,0.106720
2,0,12,1375386.000000,1.000000,0.176661
2,0,13,1375386.000000,1.000000,-0.010853
2,0,14,1375386.000000,1.000000,-0.291822
2,0,15,1375386.000000,1.000000,-0.110941
2,0,16,1375386.000000,1.000000,-0.399145
2,0,17,1375386.000000,1.000000,0.085617
2,0,18,1375386.000000,1.000000,0.028338
2,0,19,1375386.000000,1.000000,-0.073558
2,0,20,1375386.000000,1.000000,-0.164602
2,0,21,1375386.000000,1.000000,0.109735
2,0,22,1375386.000000,1.000000,0.060897
2,0,23,1375386.000000,1.000000,-0.122396
2,0,24,1375386.000000,1.000000,0.214646
2,1,0,0.000000,0.000000,-0.000909
2,1,1,0.000000,0.000000,-0.668255
2,1,2,0.000000,0.000000,-0.030989
2,1,3,0.000000,0.000000,-0.079929
2,1,4,0.000000,0.000000,-0.194010
2,1,5,0.000000,0.000000,-0.373935
2,1,6,0.000000,0.000000,0.015062
2,1,7,0.000000,0.000000,-0.096758
2,1,8,0.000000,0.000000,-0.111917
2,1,9,0.000000,0.000000,0.259997
2,1,10,0.000000,0.000000,-0.100055
2,1,11,0.000000,0.000000,-0.067959
2,1,12,0.000000,0.000000,-0.035602
2,1,13,0.000000,0.000000,0.015756
2,1,14,0.000000,0.000000,-0.316024
2,1,15,0.000000,0.000000,-0.026018
2,1,16,0.000000,0.000000,-0.214251
2,1,17,0.000000,0.000000,0.045832
2,1,18,0.000000,0.000000,0.008280
2,1,19,0.000000,0.000000,0.048538
2,1,20,0.000000,0.000000,-0.005897
2,1,21,0.000000,0.000000,0.004265
2,1,22,0.000000,0.000000,-0.069539
2,1,23,0.000000,0.000000,-0.150031
2,1,24,0.000000,0.000000,0.290490
2,2,0,0.000000,0.000000,-0.029623
2,2,1,0.000000,0.000000,-0.002715
2,2,2,0.000000,0.000000,-0.007986
2,2,3,0.000000,0.000000,-0.121492
2,2,4,0.000000,0.000000,-0.022613
2,2,5,0.000000,0.000000,-0.266608
2,2,6,0.000000,0.000000,0.020607
2,2,7,0.000000,0.000000,0.226600
2,2,8,0.000000,0.000000,-0.056969
2,2,9,0.000000,0.000000,-0.436561
2,2,10,0.000000,0.000000,0.169231
2,2,11,0.000000,0.000000,0.068657
2,2,12,0.000000,0.000000,-0.242662
2,2,13,0.000000,0.000000,0.009157
2,2,14,0.000000,0.000000,-0.352503
2,2,15,0.000000,0.000000,0.058872
2,2,16,0.000000,0.000000,0.496929
2,2,17,0.000000,0.000000,0.218302
2,2,18,0.000000,0.000000,-0.006966
2,2,19,0.000000,0.000000,0.053053
2,2,20,0.000000,0.000000,-0.118101
2,2,21,0.000000,0.000000,0.222598
2,2,22,0.000000,0.000000,0.106517
2,2,23,0.000000,0.000000,-0.261007
2,2,24,0.000000,0.000000,-0.081392
3,0,0,750372.187197,0.661083,-0.055653
3,0,1,750372.187197,0.661083,-0.106573
3,0,2,750372.187197,0.661083,0.208278
3,0,3,750372.187197,0.661083,-0.082638
3,0,4,750372.187197,0.661083,-0.142809
3,0,5,750372.187197,0.661083,0.529838
3,0,6,750372.187197,0.661083,-0.109179
3,0,7,750372.187197,0.661083,0.129069
3,0,8,750372.187197,0.661083,0.074921
3,0,9,750372.187197,0.661083,-0.328740
3,0,10,750372.187197,0.661083,0.149174
3,0,11,750372.187197,0.661083,0.165708
3,0,12,750372.187197,0.661083,0.235487
3,0,13,750372.187197,0.661083,-0.034292
3,0,14,750372.187197,0.661083,-0.244091
3,0,15,750372.187197,0.661083,-0.270242
3,0,16,750372.187197,0.661083,-0.392527
3,0,17,750372.187197,0.661083,0.120139
3,0,18,750372.187197,0.661083,0.115340
3,0,19,750372.187197,0.661083,-0.050304
3,0,20,750372.187197,0.661083,-0.171722
3,0,21,750372.187197,0.661083,0.141155
3,0,22,750372.187197,0.661083,0.076936
3,0,23,750372.187197,0.661083,-0.057404
3,0,24,750372.187197,0.661083,0.100127
3,1,0,384692.146137,0.338917,-0.225415
3,1,1,384692.146137,0.338917,-0.128645
3,1,2,384692.146137,0.338917,0.259870
3,1,3,384692.146137,0.338917,0.162935
3,1,4,384692.146137,0.338917,0.291658
3,1,5,384692.146137,0.338917,-0.238391
3,1,6,384692.146137,0.338917,-0.115230
3,1,7,384692.146137,0.338917,-0.146923
3,1,8,384692.146137,0.338917,-0.013333
3,1,9,384692.146137,0.338917,-0.082624
3,1,10,384692.146137,0.338917,-0.209802
3,1,11,384692.146137,0.338917,0.164198
3,1,12,384692.146137,0.338917,0.152597
3,1,13,384692.146137,0.338917,-0.070252
3,1,14,384692.146137,0.338917,0.192887
3,1,15,384692.146137,0.338917,-0.471562
3,1,16,384692.146137,0.338917,0.083676
3,1,17,384692.146137,0.338917,0.092417
3,1,18,384692.146137,0.338917,0.262662
3,1,19,384692.146137,0.338917,0.083084
3,1,20,384692.146137,0.338917,0.004263
3,1,21,384692.146137,0.338917,0.079067
3,1,22,384692.146137,0.338917,0.039585
3,1,23,384692.146137,0.338917,0.219001
3,1,24,384692.146137,0.338917,-0.385726
3,2,0,0.000000,0.000000,0.308104
3,2,1,0.000000,0.000000,-0.760085
3,2,2,0.000000,0.000000,0.265987
3,2,3,0.000000,0.000000,0.011553
3,2,4,0.000000,0.000000,-0.112999
3,2,5,0.000000,0.000000,-0.160543
3,2,6,0.000000,0.000000,0.098026
3,2,7,0.000000,0.000000,0.020065
3,2,8,0.000000,0.000000,-0.007970
3,2,9,0.000000,0.000000,0.264647
3,2,10,0.000000,0.000000,-0.043020
3,2,11,0.000000,0.000000,-0.085737
3,2,12,0.000000,0.000000,0.132038
3,2,13,0.000000,0.000000,-0.036300
3,2,14,0.000000,0.000000,0.078264
3,2,15,0.000000,0.000000,0.037898
3,2,16,0.000000,0.000000,-0.093737
3,2,17,0.000000,0.000000,0.119335
3,2,18,0.000000,0.000000,-0.035220
3,2,19,0.000000,0.000000,0.002461
3,2,20,0.000000,0.000000,-0.003399
3,2,21,0.000000,0.000000,-0.115483
3,2,22,0.000000,0.000000,0.171364
3,2,23,0.000000,0.000000,-0.013770
3,2,24,0.000000,0.000000,0.187384
4,0,0,601512.270879,0.598027,-0.051848
4,0,1,601512.270879,0.598027,-0.197572
4,0,2,601512.270879,0.598027,0.210432
4,0,3,601512.270879,0.598027,-0.007673
4,0,4,601512.270879,0.598027,-0.161500
4,0,5,601512.270879,0.598027,0.479888
4,0,6,601512.270879,0.598027,-0.048748
4,0,7,601512.270879,0.598027,0.203545
4,0,8,601512.270879,0.598027,0.096593
4,0,9,601512.270879,0.598027,-0.309014
4,0,10,601512.270879,0.598027,0.183425
4,0,11,601512.270879,0.598027,0.119110
4,0,12,601512.270879,0.598027,0.269913
4,0,13,601512.270879,0.598027,-0.116357
4,0,14,601512.270879,0.598027,-0.245898
4,0,15,601512.270879,0.598027,-0.350094
4,0,16,601512.270879,0.598027,-0.317951
4,0,17,601512.270879,0.598027,0.088170
4,0,18,601512.270879,0.598027,0.137658
4,0,19,601512.270879,0.598027,-0.047728
4,0,20,601512.270879,0.598027,-0.172374
4,0,21,601512.270879,0.598027,0.033877
4,0,22,601512.270879,0.598027,0.153833
4,0,23,601512.270879,0.598027,-0.028666
4,0,24,601512.270879,0.598027,0.078981
4,1,0,261876.739977,0.260359,-0.207096
4,1,1,261876.739977,0.260359,-0.165277
4,1,2,261876.739977,0.260359,0.230689
4,1,3,261876.739977,0.260359,0.204134
4,1,4,261876.739977,0.260359,0.277676
4,1,5,261876.739977,0.260359,-0.298030
4,1,6,261876.739977,0.260359,-0.065856
4,1,7,261876.739977,0.260359,-0.107399
4,1,8,261876.739977,0.260359,-0.006404
4,1,9,261876.739977,0.260359,-0.040200
4,1,10,261876.739977,0.260359,-0.191664
4,1,11,261876.739977,0.260359,0.115578
4,1,12,261876.739977,0.260359,0.145136
4,1,13,261876.739977,0.260359,-0.110700
4,1,14,261876.739977,0.260359,0.201918
4,1,15,261876.739977,0.260359,-0.470797
4,1,16,261876.739977,0.260359,0.154094
4,1,17,261876.739977,0.260359,0.059574
4,1,18,261876.739977,0.260359,0.252461
4,1,19,261876.739977,0.260359,0.084401
4,1,20,261876.739977,0.260359,0.017728
4,1,21,261876.739977,0.260359,0.002180
4,1,22,261876.739977,0.260359,0.075168
4,1,23,261876.739977,0.260359,0.228851
4,1,24,261876.739977,0.260359,-0.386164
4,2,0,142439.155811,0.141614,-0.110400
4,2,1,142439.155811,0.141614,0.277599
4,2,2,142439.155811,0.141614,0.118729
4,2,3,142439.155811,0.141614,-0.224793
4,2,4,142439.155811,0.141614,0.170642
4,2,5,142439.155811,0.141614,0.150465
4,2,6,142439.155811,0.141614,-0.284365
4,2,7,142439.155811,0.141614,-0.323261
4,2,8,142439.155811,0.141614,-0.078186
4,2,9,142439.155811,0.141614,-0.143215
4,2,10,142439.155811,0.141614,-0.195518
4,2,11,142439.155811,0.141614,0.258376
4,2,12,142439.155811,0.141614,-0.041936
4,2,13,142439.155811,0.141614,0.275450
4,2,14,142439.155811,0.141614,0.056778
4,2,15,142439.155811,0.141614,0.080841
4,2,16,142439.155811,0.141614,-0.289258
4,2,17,142439.155811,0.141614,0.169895
4,2,18,142439.155811,0.141614,0.034058
4,2,19,142439.155811,0.141614,0.017963
4,2,20,142439.155811,0.141614,-0.014853
4,2,21,142439.155811,0.141614,0.448886
4,2,22,142439.155811,0.141614,-0.263627
4,2,23,142439.155811,0.141614,-0.026520
4,2,24,142439.155811,0.141614,-0.063749
5,0,0,456457.211058,0.559529,-0.056932
5,0,1,456457.211058,0.559529,-0.214143
5,0,2,456457.211058,0.559529,0.205490
5,0,3,456457.211058,0.559529,0.006498
5,0,4,456457.211058,0.559529,-0.155977
5,0,5,456457.211058,0.559529,0.476533
5,0,6,456457.211058,0.559529,-0.059412
5,0,7,456457.211058,0.559529,0.204309
5,0,8,456457.211058,0.559529,0.097915
5,0,9,456457.211058,0.559529,-0.307429
5,0,10,456457.211058,0.559529,0.190152
5,0,11,456457.211058,0.559529,0.102192
5,0,12,456457.211058,0.559529,0.279082
5,0,13,456457.211058,0.559529,-0.097605
5,0,14,456457.211058,0.559529,-0.249213
5,0,15,456457.211058,0.559529,-0.347142
5,0,16,456457.211058,0.559529,-0.314692
5,0,17,456457.211058,0.559529,0.088945
5,0,18,456457.211058,0.559529,0.130874
5,0,19,456457.211058,0.559529,-0.050026
5,0,20,456457.211058,0.559529,-0.173553
5,0,21,456457.211058,0.559529,0.029019
5,0,22,456457.211058,0.559529,0.156416
5,0,23,456457.211058,0.559529,-0.031867
5,0,24,456457.211058,0.559529,0.090568
5,1,0,196634.487003,0.241036,-0.204562
5,1,1,196634.487003,0.241036,-0.155947
5,1,2,196634.487003,0.241036,0.234122
5,1,3,196634.487003,0.241036,0.195295
5,1,4,196634.487003,0.241036,0.274050
5,1,5,196634.487003,0.241036,-0.292940
5,1,6,196634.487003,0.241036,-0.061325
5,1,7,196634.487003,0.241036,-0.107878
5,1,8,196634.487003,0.241036,-0.006962
5,1,9,196634.487003,0.241036,-0.042811
5,1,10,196634.487003,0.241036,-0.194718
5,1,11,196634.487003,0.241036,0.125740
5,1,12,196634.487003,0.241036,0.140957
5,1,13,196634.487003,0.241036,-0.119851
5,1,14,196634.487003,0.241036,0.202358
5,1,15,196634.487003,0.241036,-0.472486
5,1,16,196634.487003,0.241036,0.149570
5,1,17,196634.487003,0.241036,0.060037
5,1,18,196634.487003,0.241036,0.256191
5,1,19,196634.487003,0.241036,0.085284
5,1,20,196634.487003,0.241036,0.017513
5,1,21,196634.487003,0.241036,0.006558
5,1,22,196634.487003,0.241036,0.073313
5,1,23,196634.487003,0.241036,0.229796
5,1,24,196634.487003,0.241036,-0.391305
5,2,0,110936.534001,0.135987,0.074317
5,2,1,110936.534001,0.135987,-0.338070
5,2,2,110936.534001,0.135987,-0.129530
5,2,3,110936.534001,0.135987,0.281624
5,2,4,110936.534001,0.135987,-0.123615
5,2,5,110936.534001,0.135987,-0.171718
5,2,6,110936.534001,0.135987,0.215711
5,2,7,110936.534001,0.135987,0.299848
5,2,8,110936.534001,0.135987,0.077700
5,2,9,110936.534001,0.135987,0.144181
5,2,10,110936.534001,0.135987,0.205420
5,2,11,110936.534001,0.135987,-0.317380
5,2,12,110936.534001,0.135987,0.082081
5,2,13,110936.534001,0.135987,-0.173423
5,2,14,110936.534001,0.135987,-0.058834
5,2,15,110936.534001,0.135987,-0.071718
5,2,16,110936.534001,0.135987,0.294520
5,2,17,110936.534001,0.135987,-0.154733
5,2,18,110936.534001,0.135987,-0.057138
5,2,19,110936.534001,0.135987,-0.024123
5,2,20,110936.534001,0.135987,0.011350
5,2,21,110936.534001,0.135987,-0.442560
5,2,22,110936.534001,0.135987,0.258661
5,2,23,110936.534001,0.135987,0.017495
5,2,24,110936.534001,0.135987,0.099934
6,0,0,365374.941993,0.501706,-0.055940
6,0,1,365374.941993,0.501706,-0.209541
6,0,2,365374.941993,0.501706,0.203289
6,0,3,365374.941993,0.501706,0.002620
6,0,4,365374.941993,0.501706,-0.159298
6,0,5,365374.941993,0.501706,0.481366
6,0,6,365374.941993,0.501706,-0.055458
6,0,7,365374.941993,0.501706,0.206316
6,0,8,365374.941993,0.501706,0.097907
6,0,9,365374.941993,0.501706,-0.309199
6,0,10,365374.941993,0.501706,0.188522
6,0,11,365374.941993,0.501706,0.104125
6,0,12,365374.941993,0.501706,0.276143
6,0,13,365374.941993,0.501706,-0.100929
6,0,14,365374.941993,0.501706,-0.252047
6,0,15,365374.941993,0.501706,-0.342403
6,0,16,365374.941993,0.501706,-0.314134
6,0,17,365374.941993,0.501706,0.094302
6,0,18,365374.941993,0.501706,0.129876
6,0,19,365374.941993,0.501706,-0.052689
6,0,20,365374.941993,0.501706,-0.171278
6,0,21,365374.941993,0.501706,0.028654
6,0,22,365374.941993,0.501706,0.152656
6,0,23,365374.941993,0.501706,-0.033910
6,0,24,365374.941993,0.501706,0.091051
6,1,0,175520.516729,0.241012,-0.183547
6,1,1,175520.516729,0.241012,-0.243734
6,1,2,175520.516729,0.241012,0.225589
6,1,3,175520.516729,0.241012,0.254129
6,1,4,175520.516729,0.241012,0.284974
6,1,5,175520.516729,0.241012,-0.336738
6,1,6,175520.516729,0.241012,-0.134015
6,1,7,175520.516729,0.241012,-0.116604
6,1,8,175520.516729,0.241012,-0.001319
6,1,9,175520.516729,0.241012,0.006954
6,1,10,175520.516729,0.241012,-0.105883
6,1,11,175520.516729,0.241012,0.037652
6,1,12,175520.516729,0.241012,0.184460
6,1,13,175520.516729,0.241012,-0.016442
6,1,14,175520.516729,0.241012,0.213503
6,1,15,175520.516729,0.241012,-0.475538
6,1,16,175520.516729,0.241012,0.113702
6,1,17,175520.516729,0.241012,-0.070762
6,1,18,175520.516729,0.241012,0.217439
6,1,19,175520.516729,0.241012,0.121310
6,1,20,175520.516729,0.241012,-0.036847
6,1,21,175520.516729,0.241012,-0.003056
6,1,22,175520.516729,0.241012,0.148680
6,1,23,175520.516729,0.241012,0.222294
6,1,24,175520.516729,0.241012,-0.306202
6,2,0,97836.466765,0.134342,-0.100631
6,2,1,97836.466765,0.134342,0.358423
6,2,2,97836.466765,0.134342,0.148482
6,2,3,97836.466765,0.134342,-0.271293
6,2,4,97836.466765,0.134342,0.096885
6,2,5,97836.466765,0.134342,0.143323
6,2,6,97836.466765,0.134342,-0.031193
6,2,7,97836.466765,0.134342,-0.205632
6,2,8,97836.466765,0.134342,-0.062919
6,2,9,97836.466765,0.134342,-0.179644
6,2,10,97836.466765,0.134342,-0.304237
6,2,11,97836.466765,0.134342,0.393171
6,2,12,97836.466765,0.134342,-0.110354
6,2,13,97836.466765,0.134342,-0.087463
6,2,14,97836.466765,0.134342,0.059976
6,2,15,97836.466765,0.134342,-0.031521
6,2,16,97836.466765,0.134342,-0.135568
6,2,17,97836.466765,0.134342,0.294326
6,2,18,97836.466765,0.134342,0.148356
6,2,19,97836.466765,0.134342,-0.016094
6,2,20,97836.466765,0.134342,0.071160
6,2,21,97836.466765,0.134342,0.322801
6,2,22,97836.466765,0.134342,-0.270957
6,2,23,97836.466765,0.134342,0.041045
6,2,24,97836.466765,0.134342,-0.270443
7,0,0,336397.413870,0.437900,-0.016425
7,0,1,336397.413870,0.437900,-0.143239
7,0,2,336397.413870,0.437900,0.069554
7,0,3,336397.413870,0.437900,-0.008358
7,0,4,336397.413870,0.437900,-0.196607
7,0,5,336397.413870,0.437900,0.503106
7,0,6,336397.413870,0.437900,-0.051554
7,0,7,336397.413870,0.437900,0.181140
7,0,8,336397.413870,0.437900,0.156472
7,0,9,336397.413870,0.437900,-0.297827
7,0,10,336397.413870,0.437900,0.284826
7,0,11,336397.413870,0.437900,0.040110
7,0,12,336397.413870,0.437900,0.184233
7,0,13,336397.413870,0.437900,0.009646
7,0,14,336397.413870,0.437900,-0.324018
7,0,15,336397.413870,0.437900,-0.187659
7,0,16,336397.413870,0.437900,-0.347924
7,0,17,336397.413870,0.437900,0.132584
7,0,18,336397.413870,0.437900,0.172121
7,0,19,336397.413870,0.437900,-0.124467
7,0,20,336397.413870,0.437900,-0.201320
7,0,21,336397.413870,0.437900,0.086096
7,0,22,336397.413870,0.437900,0.098953
7,0,23,336397.413870,0.437900,-0.142459
7,0,24,336397.413870,0.437900,0.123017
7,1,0,206021.487644,0.268186,-0.154875
7,1,1,206021.487644,0.268186,-0.257338
7,1,2,206021.487644,0.268186,0.374075
7,1,3,206021.487644,0.268186,0.118969
7,1,4,206021.487644,0.268186,0.141096
7,1,5,206021.487644,0.268186,-0.066891
7,1,6,206021.487644,0.268186,-0.061057
7,1,7,206021.487644,0.268186,0.049059
7,1,8,206021.487644,0.268186,-0.082117
7,1,9,206021.487644,0.268186,-0.087267
7,1,10,206021.487644,0.268186,-0.176135
7,1,11,206021.487644,0.268186,0.158272
7,1,12,206021.487644,0.268186,0.294566
7,1,13,206021.487644,0.268186,-0.242132
7,1,14,206021.487644,0.268186,0.157613
7,1,15,206021.487644,0.268186,-0.545727
7,1,16,206021.487644,0.268186,0.042306
7,1,17,206021.487644,0.268186,-0.070719
7,1,18,206021.487644,0.268186,0.045995
7,1,19,206021.487644,0.268186,0.163040
7,1,20,206021.487644,0.268186,0.004230
7,1,21,206021.487644,0.268186,-0.102325
7,1,22,206021.487644,0.268186,0.188592
7,1,23,206021.487644,0.268186,0.277139
7,1,24,206021.487644,0.268186,-0.168370
7,2,0,87200.489036,0.113512,0.070040
7,2,1,87200.489036,0.113512,0.286177
7,2,2,87200.489036,0.113512,0.124955
7,2,3,87200.489036,0.113512,-0.354492
7,2,4,87200.489036,0.113512,-0.198381
7,2,5,87200.489036,0.113512,0.307304
7,2,6,87200.489036,0.113512,0.254105
7,2,7,87200.489036,0.113512,0.147039
7,2,8,87200.489036,0.113512,-0.146904
7,2,9,87200.489036,0.113512,-0.097487
7,2,10,87200.489036,0.113512,-0.284471
7,2,11,87200.489036,0.113512,0.312556
7,2,12,87200.489036,0.113512,-0.078005
7,2,13,87200.489036,0.113512,-0.447245
7,2,14,87200.489036,0.113512,-0.016573
7,2,15,87200.489036,0.113512,0.084822
7,2,16,87200.489036,0.113512,0.011702
7,2,17,87200.489036,0.113512,0.153296
7,2,18,87200.489036,0.113512,-0.200476
7,2,19,87200.489036,0.113512,0.015374
7,2,20,87200.489036,0.113512,0.184021
7,2,21,87200.489036,0.113512,-0.073835
7,2,22,87200.489036,0.113512,-0.142003
7,2,23,87200.489036,0.113512,0.068725
7,2,24,87200.489036,0.113512,0.019756
8,0,0,295768.426088,0.374589,-0.032373
8,0,1,295768.426088,0.374589,-0.129712
8,0,2,295768.426088,0.374589,0.035019
8,0,3,295768.426088,0.374589,0.008937
8,0,4,295768.426088,0.374589,-0.207175
8,0,5,295768.426088,0.374589,0.459540
8,0,6,295768.426088,0.374589,-0.065315
8,0,7,295768.426088,0.374589,0.151897
8,0,8,295768.426088,0.374589,0.228080
8,0,9,295768.426088,0.374589,-0.298951
8,0,10,295768.426088,0.374589,0.317811
8,0,11,295768.426088,0.374589,0.093629
8,0,12,295768.426088,0.374589,0.121889
8,0,13,295768.426088,0.374589,0.014709
8,0,14,295768.426088,0.374589,-0.325313
8,0,15,295768.426088,0.374589,-0.121548
8,0,16,295768.426088,0.374589,-0.333141
8,0,17,295768.426088,0.374589,0.154660
8,0,18,295768.426088,0.374589,0.200775
8,0,19,295768.426088,0.374589,-0.165330
8,0,20,295768.426088,0.374589,-0.194403
8,0,21,295768.426088,0.374589,0.070730
8,0,22,295768.426088,0.374589,0.091097
8,0,23,295768.426088,0.374589,-0.205167
8,0,24,295768.426088,0.374589,0.129656
8,1,0,198560.683809,0.251476,-0.058834
8,1,1,198560.683809,0.251476,-0.220145
8,1,2,198560.683809,0.251476,0.348157
8,1,3,198560.683809,0.251476,0.026714
8,1,4,198560.683809,0.251476,0.095582
8,1,5,198560.683809,0.251476,0.129573
