t_idx,src_idx,tgt_idx,coherence,phase_shift
12,16,22,1.0000,-0.1875
12,16,23,1.0000,-0.0686
12,16,24,1.0000,0.1296
12,17,0,1.0000,0.3240
12,17,1,1.0000,0.0161
12,17,2,1.0000,0.0106
12,17,3,1.0000,0.0150
12,17,4,1.0000,0.1413
12,17,5,1.0000,0.0978
12,17,6,1.0000,0.0723
12,17,7,1.0000,0.1400
12,17,8,1.0000,0.1075
12,17,9,1.0000,0.1965
12,17,10,1.0000,-0.1306
12,17,11,1.0000,-0.0726
12,17,12,1.0000,-0.2251
12,17,13,1.0000,0.1350
12,17,14,1.0000,0.1443
12,17,15,1.0000,0.0907
12,17,16,1.0000,0.0189
12,17,17,1.0000,-0.0000
12,17,18,1.0000,0.1089
12,17,19,1.0000,0.0874
12,17,20,1.0000,-0.0258
12,17,21,1.0000,-0.0710
12,17,22,1.0000,-0.1686
12,17,23,1.0000,-0.0497
12,17,24,1.0000,0.1485
12,18,0,1.0000,0.2151
12,18,1,1.0000,-0.0927
12,18,2,1.0000,-0.0983
12,18,3,1.0000,-0.0939
12,18,4,1.0000,0.0325
12,18,5,1.0000,-0.0111
12,18,6,1.0000,-0.0366
12,18,7,1.0000,0.0312
12,18,8,1.0000,-0.0013
12,18,9,1.0000,0.0877
12,18,10,1.0000,-0.2395
12,18,11,1.0000,-0.1815
12,18,12,1.0000,-0.3340
12,18,13,1.0000,0.0262
12,18,14,1.0000,0.0355
12,18,15,1.0000,-0.0182
12,18,16,1.0000,-0.0900
12,18,17,1.0000,-0.1089
12,18,18,1.0000,0.0000
12,18,19,1.0000,-0.0215
12,18,20,1.0000,-0.1347
12,18,21,1.0000,-0.1799
12,18,22,1.0000,-0.2775
12,18,23,1.0000,-0.1585
12,18,24,1.0000,0.0396
12,19,0,1.0000,0.2366
12,19,1,1.0000,-0.0712
12,19,2,1.0000,-0.0768
12,19,3,1.0000,-0.0724
12,19,4,1.0000,0.0540
12,19,5,1.0000,0.0104
12,19,6,1.0000,-0.0151
12,19,7,1.0000,0.0527
12,19,8,1.0000,0.0202
12,19,9,1.0000,0.1091
12,19,10,1.0000,-0.2180
12,19,11,1.0000,-0.1600
12,19,12,1.0000,-0.3125
12,19,13,1.0000,0.0476
12,19,14,1.0000,0.0570
12,19,15,1.0000,0.0033
12,19,16,1.0000,-0.0685
12,19,17,1.0000,-0.0874
12,19,18,1.0000,0.0215
12,19,19,1.0000,0.0000
12,19,20,1.0000,-0.1132
12,19,21,1.0000,-0.1584
12,19,22,1.0000,-0.2560
12,19,23,1.0000,-0.1370
12,19,24,1.0000,0.0611
12,20,0,1.0000,0.3498
12,20,1,1.0000,0.0420
12,20,2,1.0000,0.0364
12,20,3,1.0000,0.0408
12,20,4,1.0000,0.1672
12,20,5,1.0000,0.1236
12,20,6,1.0000,0.0981
12,20,7,1.0000,0.1659
12,20,8,1.0000,0.1334
12,20,9,1.0000,0.2223
12,20,10,1.0000,-0.1048
12,20,11,1.0000,-0.0468
12,20,12,1.0000,-0.1993
12,20,13,1.0000,0.1608
12,20,14,1.0000,0.1702
12,20,15,1.0000,0.1165
12,20,16,1.0000,0.0447
12,20,17,1.0000,0.0258
12,20,18,1.0000,0.1347
12,20,19,1.0000,0.1132
12,20,20,1.0000,0.0000
12,20,21,1.0000,-0.0452
12,20,22,1.0000,-0.1428
12,20,23,1.0000,-0.0238
12,20,24,1.0000,0.1743
12,21,0,1.0000,0.3950
12,21,1,1.0000,0.0871
12,21,2,1.0000,0.0816
12,21,3,1.0000,0.0860
12,21,4,1.0000,0.2123
12,21,5,1.0000,0.1688
12,21,6,1.0000,0.1433
12,21,7,1.0000,0.2110
12,21,8,1.0000,0.1785
12,21,9,1.0000,0.2675
12,21,10,1.0000,-0.0596
12,21,11,1.0000,-0.0016
12,21,12,1.0000,-0.1541
12,21,13,1.0000,0.2060
12,21,14,1.0000,0.2153
12,21,15,1.0000,0.1617
12,21,16,1.0000,0.0899
12,21,17,1.0000,0.0710
12,21,18,1.0000,0.1799
12,21,19,1.0000,0.1584
12,21,20,1.0000,0.0452
12,21,21,1.0000,0.0000
12,21,22,1.0000,-0.0976
12,21,23,1.0000,0.0213
12,21,24,1.0000,0.2195
12,22,0,1.0000,0.4926
12,22,1,1.0000,0.1848
12,22,2,1.0000,0.1792
12,22,3,1.0000,0.1836
12,22,4,1.0000,0.3099
12,22,5,1.0000,0.2664
12,22,6,1.0000,0.2409
12,22,7,1.0000,0.3087
12,22,8,1.0000,0.2761
12,22,9,1.0000,0.3651
12,22,10,1.0000,0.0380
12,22,11,1.0000,0.0960
12,22,12,1.0000,-0.0565
12,22,13,1.0000,0.3036
12,22,14,1.0000,0.3130
12,22,15,1.0000,0.2593
12,22,16,1.0000,0.1875
12,22,17,1.0000,0.1686
12,22,18,1.0000,0.2775
12,22,19,1.0000,0.2560
12,22,20,1.0000,0.1428
12,22,21,1.0000,0.0976
12,22,22,1.0000,-0.0000
12,22,23,1.0000,0.1189
12,22,24,1.0000,0.3171
12,23,0,1.0000,0.3737
12,23,1,1.0000,0.0658
12,23,2,1.0000,0.0603
12,23,3,1.0000,0.0646
12,23,4,1.0000,0.1910
12,23,5,1.0000,0.1474
12,23,6,1.0000,0.1220
12,23,7,1.0000,0.1897
12,23,8,1.0000,0.1572
12,23,9,1.0000,0.2462
12,23,10,1.0000,-0.0810
12,23,11,1.0000,-0.0229
12,23,12,1.0000,-0.1754
12,23,13,1.0000,0.1847
12,23,14,1.0000,0.1940
12,23,15,1.0000,0.1404
12,23,16,1.0000,0.0686
12,23,17,1.0000,0.0497
12,23,18,1.0000,0.1585
12,23,19,1.0000,0.1370
12,23,20,1.0000,0.0238
12,23,21,1.0000,-0.0213
12,23,22,1.0000,-0.1189
12,23,23,1.0000,-0.0000
12,23,24,1.0000,0.1982
12,24,0,1.0000,0.1755
12,24,1,1.0000,-0.1324
12,24,2,1.0000,-0.1379
12,24,3,1.0000,-0.1335
12,24,4,1.0000,-0.0072
12,24,5,1.0000,-0.0507
12,24,6,1.0000,-0.0762
12,24,7,1.0000,-0.0085
12,24,8,1.0000,-0.0410
12,24,9,1.0000,0.0480
12,24,10,1.0000,-0.2791
12,24,11,1.0000,-0.2211
12,24,12,1.0000,-0.3736
12,24,13,1.0000,-0.0135
12,24,14,1.0000,-0.0042
12,24,15,1.0000,-0.0578
12,24,16,1.0000,-0.1296
12,24,17,1.0000,-0.1485
12,24,18,1.0000,-0.0396
12,24,19,1.0000,-0.0611
12,24,20,1.0000,-0.1743
12,24,21,1.0000,-0.2195
12,24,22,1.0000,-0.3171
12,24,23,1.0000,-0.1982
12,24,24,1.0000,-0.0000
