t_idx,time_label,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
29,2020-W30,2500000.0,40.8471,521.1809,0.0,0.0,0.0,2478711.2616
30,2020-W31,2500000.0,40.827,506.1974,0.0,0.0,0.0,2479333.4686
31,2020-W32,2500000.0,40.7414,517.2149,0.0,0.0,0.0,2478927.9471
32,2020-W33,2500000.0,40.5955,488.5878,0.0,0.0,0.0,2480165.5315
33,2020-W34,2500000.0,40.128,548.1508,0.0,0.0,0.0,2478003.8228
34,2020-W35,2500000.0,40.1258,545.3819,0.0,0.0,0.0,2478116.1283
35,2020-W36,2500000.0,40.4882,490.3836,0.0,0.0,0.0,2480145.2323
36,2020-W37,2500000.0,40.6915,322.8029,0.0,0.0,0.0,2486864.6654
37,2020-W38,2500000.0,40.7907,400.0849,0.0,0.0,0.0,2483680.2555
38,2020-W39,2500000.0,40.8417,487.5986,0.0,0.0,0.0,2480085.6442
39,2020-W40,2500000.0,40.8229,501.9818,0.0,0.0,0.0,2479507.6244
40,2020-W41,2500000.0,40.7674,532.1187,0.0,0.0,0.0,2478306.9011
41,2020-W42,2500000.0,40.4738,501.1024,0.0,0.0,0.0,2479718.4615
42,2020-W43,2500000.0,40.2105,539.2674,0.0,0.0,0.0,2478315.7966
43,2020-W44,2500000.0,40.3037,466.9029,0.0,0.0,0.0,2481182.0791
44,2020-W45,2500000.0,40.5509,501.1917,0.0,0.0,0.0,2479676.2328
45,2020-W46,2500000.0,40.7448,581.6361,0.0,0.0,0.0,2476301.3451
46,2020-W47,2500000.0,40.8133,617.646,0.0,0.0,0.0,2474791.8384
47,2020-W48,2500000.0,40.8488,486.4329,0.0,0.0,0.0,2480129.7849
48,2020-W49,2500000.0,40.8361,461.0424,0.0,0.0,0.0,2481172.8073
49,2020-W50,2500000.0,40.7598,531.6735,0.0,0.0,0.0,2478329.0759
50,2020-W51,2500000.0,40.4995,457.2431,0.0,0.0,0.0,2481481.8957
51,2020-W52,2500000.0,40.2372,510.595,0.0,0.0,0.0,2479455.0726
52,2020-W53,2500000.0,38.7045,547.0599,0.0,0.0,0.0,2478826.3152
53,2021-W01,2500000.0,39.1337,566.3545,0.0,0.0,0.0,2477836.4349
54,2021-W02,2500000.0,39.2633,536.8689,0.0,0.0,0.0,2478920.7556
55,2021-W03,2500000.0,39.327,492.6657,0.0,0.0,0.0,2480624.9436
56,2021-W04,2500000.0,39.3519,483.9413,0.0,0.0,0.0,2480956.014
57,2021-W05,2500000.0,39.3334,468.2738,0.0,0.0,0.0,2481581.1981
58,2021-W06,2500000.0,39.293,472.0937,0.0,0.0,0.0,2481450.0334
59,2021-W07,2500000.0,39.068,516.0167,0.0,0.0,0.0,2479840.2793
60,2021-W08,2500000.0,38.8564,534.3635,0.0,0.0,0.0,2479236.5436
61,2021-W09,2500000.0,38.8629,465.4821,0.0,0.0,0.0,2481910.0063
62,2021-W10,2500000.0,39.1126,435.7769,0.0,0.0,0.0,2482955.6479
63,2021-W11,2500000.0,39.2963,516.6591,0.0,0.0,0.0,2479697.1872
64,2021-W12,2500000.0,39.3326,510.0954,0.0,0.0,0.0,2479936.6093
65,2021-W13,2500000.0,39.3461,504.1873,0.0,0.0,0.0,2480162.2001
66,2021-W14,2500000.0,39.3417,496.5112,0.0,0.0,0.0,2480466.4222
67,2021-W15,2500000.0,39.2496,582.253,0.0,0.0,0.0,2477146.7986
68,2021-W16,2500000.0,39.0064,521.992,0.0,0.0,0.0,2479638.9694
69,2021-W17,2500000.0,38.9468,493.2699,0.0,0.0,0.0,2480788.6925
70,2021-W18,2500000.0,38.8222,524.3861,0.0,0.0,0.0,2479642.2009
71,2021-W19,2500000.0,38.9945,448.9194,0.0,0.0,0.0,2482494.6113
72,2021-W20,2500000.0,39.2272,434.1655,0.0,0.0,0.0,2482968.9214
73,2021-W21,2500000.0,39.3359,429.3898,0.0,0.0,0.0,2483109.5452
74,2021-W22,2500000.0,39.3402,502.0402,0.0,0.0,0.0,2480249.6408
75,2021-W23,2500000.0,39.348,545.2139,0.0,0.0,0.0,2478546.904
76,2021-W24,2500000.0,39.2597,447.4895,0.0,0.0,0.0,2482431.7079
77,2021-W25,2500000.0,39.0686,393.9317,0.0,0.0,0.0,2484609.6214
78,2021-W26,2500000.0,38.8222,443.7632,0.0,0.0,0.0,2482772.1312
79,2021-W27,2500000.0,38.8623,450.4522,0.0,0.0,0.0,2482494.3731
80,2021-W28,2500000.0,39.1453,506.2665,0.0,0.0,0.0,2480182.0473
81,2021-W29,2500000.0,39.2616,492.1854,0.0,0.0,0.0,2480676.0082
82,2021-W30,2500000.0,39.352,507.0634,0.0,0.0,0.0,2480046.0271
83,2021-W31,2500000.0,39.3399,451.4095,0.0,0.0,0.0,2482241.5877
84,2021-W32,2500000.0,39.3144,496.4105,0.0,0.0,0.0,2480483.9419
85,2021-W33,2500000.0,39.2639,493.3395,0.0,0.0,0.0,2480629.5669
86,2021-W34,2500000.0,39.0907,440.8556,0.0,0.0,0.0,2482766.6444
87,2021-W35,2500000.0,38.5623,424.0363,0.0,0.0,0.0,2483648.1695
88,2021-W36,2500000.0,38.7652,438.2145,0.0,0.0,0.0,2483012.5092
89,2021-W37,2500000.0,39.0424,474.8858,0.0,0.0,0.0,2481459.3153
90,2021-W38,2500000.0,39.2492,460.4387,0.0,0.0,0.0,2481928.1712
91,2021-W39,2500000.0,39.3509,419.5608,0.0,0.0,0.0,2483489.8933
92,2021-W40,2500000.0,39.3552,450.6624,0.0,0.0,0.0,2482264.084
93,2021-W41,2500000.0,39.3143,472.2785,0.0,0.0,0.0,2481432.7174
94,2021-W42,2500000.0,39.2025,508.4005,0.0,0.0,0.0,2480069.4149
95,2021-W43,2500000.0,39.0202,446.6648,0.0,0.0,0.0,2482571.0622
96,2021-W44,2500000.0,38.7463,431.6906,0.0,0.0,0.0,2483273.5909
97,2021-W45,2500000.0,38.7649,469.4401,0.0,0.0,0.0,2481802.2254
98,2021-W46,2500000.0,39.1308,452.4037,0.0,0.0,0.0,2482297.0658
99,2021-W47,2500000.0,39.2853,418.2275,0.0,0.0,0.0,2483569.8243
100,2021-W48,2500000.0,39.3705,430.0992,0.0,0.0,0.0,2483066.7787
101,2021-W49,2500000.0,39.3459,459.2185,0.0,0.0,0.0,2481931.6412
102,2021-W50,2500000.0,39.3214,394.4187,0.0,0.0,0.0,2484490.9
103,2021-W51,2500000.0,39.1782,317.4303,0.0,0.0,0.0,2487563.6489
