t_idx,node_idx,curvature,density
2,23,203.000000,20275.0000
2,24,356.000000,13540.0000
3,0,241.000000,10253.0000
3,1,243.000000,15891.0000
3,2,481.000000,16057.0000
3,3,1.000000,16634.0000
3,4,9.000000,17665.0000
3,5,575.000000,23159.0000
3,6,237.000000,22138.0000
3,7,76.000000,11623.0000
3,8,96.000000,24530.0000
3,9,523.000000,17977.0000
3,10,59.000000,16994.0000
3,11,352.000000,23495.0000
3,12,442.000000,17726.0000
3,13,99.000000,24715.0000
3,14,205.000000,25654.0000
3,15,721.000000,25508.0000
3,16,493.000000,24336.0000
3,17,236.000000,18940.0000
3,18,352.000000,26645.0000
3,19,11.000000,20003.0000
3,20,239.000000,11668.0000
3,21,256.000000,17943.0000
3,22,137.000000,19012.0000
3,23,77.000000,19781.0000
3,24,137.000000,13371.0000
4,0,174.000000,10490.0000
4,1,484.000000,16422.0000
4,2,375.000000,16515.0000
4,3,250.000000,17365.0000
4,4,48.000000,18270.0000
4,5,264.000000,24329.0000
4,6,17.000000,23099.0000
4,7,298.000000,12156.0000
4,8,143.000000,25343.0000
4,9,331.000000,18572.0000
4,10,152.000000,17303.0000
4,11,116.000000,24247.0000
4,12,449.000000,18341.0000
4,13,345.000000,25463.0000
4,14,156.000000,26543.0000
4,15,815.000000,26869.0000
4,16,125.000000,25558.0000
4,17,75.000000,19523.0000
4,18,344.000000,28074.0000
4,19,2.000000,20502.0000
4,20,182.000000,12072.0000
4,21,157.000000,18610.0000
4,22,356.000000,19563.0000
4,23,157.000000,20438.0000
4,24,181.000000,13649.0000
5,0,86.000000,10165.0000
5,1,511.000000,15970.0000
5,2,68.000000,15789.0000
5,3,315.000000,16759.0000
5,4,77.000000,17650.0000
5,5,183.000000,23404.0000
5,6,55.000000,22247.0000
5,7,286.000000,11709.0000
5,8,121.000000,24541.0000
5,9,141.000000,18024.0000
5,10,278.000000,16800.0000
5,11,236.000000,23373.0000
5,12,355.000000,17681.0000
5,13,19.000000,24640.0000
5,14,213.000000,25907.0000
5,15,323.000000,25637.0000
5,16,28.000000,24324.0000
5,17,5.000000,18949.0000
5,18,34.000000,27165.0000
5,19,59.000000,19916.0000
5,20,129.000000,11549.0000
5,21,244.000000,17859.0000
5,22,276.000000,18790.0000
5,23,14.000000,19691.0000
5,24,176.000000,13263.0000
6,0,74.000000,10618.0000
6,1,377.000000,16321.0000
6,2,58.000000,16449.0000
6,3,292.000000,17295.0000
6,4,174.000000,18354.0000
6,5,186.000000,24163.0000
6,6,319.000000,22980.0000
6,7,79.000000,12087.0000
6,8,19.000000,25504.0000
6,9,81.000000,18659.0000
6,10,192.000000,17535.0000
6,11,257.000000,24256.0000
6,12,241.000000,18320.0000
6,13,375.000000,25184.0000
6,14,66.000000,26807.0000
6,15,174.000000,26505.0000
6,16,72.000000,25270.0000
6,17,276.000000,19541.0000
6,18,39.000000,27915.0000
6,19,104.000000,20532.0000
6,20,154.000000,12238.0000
6,21,0.000000,18534.0000
6,22,215.000000,19384.0000
6,23,36.000000,20180.0000
6,24,154.000000,13529.0000
7,0,55.000000,10544.0000
7,1,197.000000,16509.0000
7,2,353.000000,16442.0000
7,3,72.000000,17351.0000
7,4,234.000000,18222.0000
7,5,394.000000,24096.0000
7,6,122.000000,22869.0000
7,7,77.000000,12196.0000
7,8,274.000000,25213.0000
7,9,219.000000,18643.0000
7,10,319.000000,17243.0000
7,11,62.000000,23781.0000
7,12,214.000000,17997.0000
7,13,146.000000,25454.0000
7,14,428.000000,26679.0000
7,15,316.000000,26767.0000
7,16,189.000000,25113.0000
7,17,425.000000,19528.0000
7,18,312.000000,27957.0000
7,19,359.000000,20457.0000
7,20,111.000000,12012.0000
7,21,182.000000,18525.0000
7,22,200.000000,19478.0000
7,23,384.000000,20449.0000
7,24,6.000000,13609.0000
8,0,126.000000,10260.0000
8,1,8.000000,15833.0000
8,2,311.000000,15870.0000
8,3,190.000000,16591.0000
8,4,198.000000,17778.0000
8,5,16.000000,23277.0000
8,6,167.000000,22111.0000
8,7,129.000000,11680.0000
8,8,726.000000,24628.0000
8,9,231.000000,17830.0000
8,10,580.000000,16787.0000
8,11,327.000000,23269.0000
8,12,366.000000,17532.0000
8,13,189.000000,24351.0000
8,14,310.000000,25839.0000
8,15,370.000000,25659.0000
8,16,187.000000,24383.0000
8,17,294.000000,18925.0000
8,18,495.000000,26904.0000
8,19,457.000000,19711.0000
8,20,177.000000,11639.0000
8,21,41.000000,17957.0000
8,22,4.000000,18876.0000
8,23,643.000000,19793.0000
8,24,78.000000,13213.0000
9,0,517.000000,10731.0000
9,1,278.000000,16421.0000
9,2,232.000000,16336.0000
9,3,178.000000,17149.0000
9,4,60.000000,18288.0000
9,5,152.000000,24172.0000
9,6,189.000000,22818.0000
9,7,159.000000,12097.0000
9,8,420.000000,25633.0000
9,9,158.000000,18747.0000
9,10,215.000000,17392.0000
9,11,667.000000,24310.0000
9,12,258.000000,18487.0000
9,13,275.000000,25795.0000
9,14,69.000000,26786.0000
9,15,268.000000,26671.0000
9,16,164.000000,25335.0000
9,17,225.000000,19457.0000
9,18,139.000000,28014.0000
9,19,301.000000,20448.0000
9,20,2.000000,12166.0000
9,21,226.000000,18599.0000
9,22,85.000000,19523.0000
9,23,503.000000,20448.0000
9,24,292.000000,13603.0000
10,0,513.000000,10251.0000
10,1,508.000000,15877.0000
10,2,733.000000,15737.0000
10,3,207.000000,16618.0000
10,4,314.000000,17630.0000
10,5,340.000000,23277.0000
10,6,71.000000,22064.0000
10,7,0.000000,11746.0000
10,8,179.000000,24529.0000
10,9,219.000000,18043.0000
10,10,191.000000,16546.0000
10,11,186.000000,23131.0000
10,12,159.000000,17757.0000
10,13,63.000000,24542.0000
10,14,57.000000,25792.0000
10,15,390.000000,25943.0000
10,16,187.000000,24714.0000
10,17,125.000000,18860.0000
10,18,47.000000,27015.0000
10,19,60.000000,19777.0000
10,20,119.000000,11714.0000
10,21,63.000000,17878.0000
10,22,121.000000,18763.0000
10,23,81.000000,19650.0000
10,24,387.000000,13130.0000
11,0,438.000000,10595.0000
11,1,370.000000,16627.0000
11,2,936.000000,16434.0000
11,3,103.000000,17462.0000
11,4,290.000000,18500.0000
11,5,669.000000,23899.0000
11,6,379.000000,22957.0000
11,7,54.000000,12051.0000
11,8,165.000000,25434.0000
11,9,148.000000,18533.0000
11,10,716.000000,17466.0000
11,11,275.000000,24107.0000
11,12,473.000000,18334.0000
11,13,576.000000,25191.0000
11,14,509.000000,26667.0000
11,15,642.000000,26949.0000
11,16,31.000000,25524.0000
11,17,117.000000,19564.0000
11,18,461.000000,28105.0000
11,19,254.000000,20530.0000
11,20,114.000000,12012.0000
11,21,123.000000,18648.0000
11,22,124.000000,19823.0000
11,23,245.000000,20595.0000
11,24,34.000000,13639.0000
12,0,510.000000,10473.0000
12,1,122.000000,16661.0000
12,2,664.000000,16413.0000
12,3,314.000000,17334.0000
12,4,43.000000,18127.0000
12,5,307.000000,24108.0000
12,6,243.000000,22951.0000
12,7,157.000000,12089.0000
12,8,501.000000,25436.0000
12,9,129.000000,18616.0000
12,10,963.000000,17483.0000
12,11,72.000000,24185.0000
12,12,470.000000,18435.0000
12,13,318.000000,25270.0000
12,14,709.000000,26621.0000
12,15,159.000000,26704.0000
12,16,247.000000,25551.0000
12,17,140.000000,19542.0000
12,18,617.000000,28074.0000
12,19,45.000000,20418.0000
12,20,42.000000,12244.0000
12,21,245.000000,18739.0000
12,22,128.000000,19617.0000
12,23,274.000000,20586.0000
12,24,287.000000,13549.0000
13,0,326.000000,9633.0000
13,1,554.000000,14903.0000
13,2,2.000000,14954.0000
13,3,250.000000,15712.0000
13,4,572.000000,16444.0000
13,5,198.000000,21975.0000
13,6,131.000000,20866.0000
13,7,184.000000,10879.0000
13,8,162.000000,22820.0000
13,9,183.000000,16714.0000
13,10,559.000000,15559.0000
13,11,424.000000,21715.0000
13,12,70.000000,16650.0000
13,13,52.000000,23077.0000
13,14,337.000000,24072.0000
13,15,624.000000,24141.0000
13,16,148.000000,23078.0000
13,17,97.000000,17435.0000
13,18,159.000000,25294.0000
13,19,15.000000,18421.0000
13,20,93.000000,11043.0000
13,21,142.000000,16842.0000
13,22,264.000000,17643.0000
13,23,139.000000,18530.0000
13,24,137.000000,12322.0000
14,0,46.000000,10591.0000
14,1,439.000000,16548.0000
14,2,97.000000,16342.0000
14,3,85.000000,17301.0000
14,4,584.000000,18295.0000
14,5,231.000000,24309.0000
14,6,236.000000,22963.0000
14,7,231.000000,12078.0000
14,8,961.000000,25625.0000
14,9,218.000000,18570.0000
14,10,290.000000,17265.0000
14,11,256.000000,24119.0000
14,12,45.000000,17962.0000
14,13,298.000000,25382.0000
14,14,468.000000,26909.0000
14,15,347.000000,26497.0000
14,16,201.000000,25382.0000
14,17,91.000000,19533.0000
14,18,391.000000,28055.0000
14,19,260.000000,20470.0000
14,20,59.000000,12023.0000
14,21,55.000000,18530.0000
14,22,325.000000,19164.0000
14,23,51.000000,20503.0000
14,24,157.000000,13692.0000
15,0,61.000000,10214.0000
15,1,135.000000,15814.0000
15,2,166.000000,15874.0000
15,3,124.000000,16758.0000
15,4,55.000000,17535.0000
15,5,55.000000,23266.0000
15,6,102.000000,22186.0000
15,7,67.000000,11674.0000
15,8,958.000000,24492.0000
15,9,3.000000,17987.0000
15,10,332.000000,16659.0000
15,11,149.000000,23302.0000
15,12,371.000000,17427.0000
15,13,592.000000,24611.0000
15,14,791.000000,26043.0000
15,15,114.000000,25923.0000
15,16,361.000000,24601.0000
15,17,122.000000,18905.0000
15,18,521.000000,26899.0000
15,19,272.000000,19855.0000
15,20,250.000000,11679.0000
15,21,144.000000,17978.0000
15,22,466.000000,18817.0000
15,23,170.000000,19654.0000
15,24,169.000000,13163.0000
16,0,238.000000,10399.0000
16,1,171.000000,16297.0000
16,2,84.000000,16270.0000
16,3,191.000000,17374.0000
16,4,45.000000,18284.0000
16,5,50.000000,24287.0000
16,6,156.000000,22847.0000
16,7,91.000000,12077.0000
16,8,418.000000,25457.0000
16,9,74.000000,18468.0000
16,10,299.000000,17334.0000
16,11,5.000000,24234.0000
16,12,675.000000,18361.0000
16,13,249.000000,25407.0000
16,14,84.000000,26875.0000
16,15,240.000000,26645.0000
16,16,6.000000,25690.0000
16,17,32.000000,19701.0000
16,18,227.000000,27756.0000
16,19,291.000000,20573.0000
16,20,243.000000,11950.0000
16,21,58.000000,18420.0000
16,22,369.000000,19459.0000
16,23,120.000000,20291.0000
16,24,198.000000,13554.0000
17,0,95.000000,10245.0000
17,1,147.000000,15925.0000
17,2,37.000000,16047.0000
17,3,169.000000,16823.0000
17,4,20.000000,17881.0000
17,5,16.000000,23524.0000
17,6,346.000000,22212.0000
17,7,143.000000,11779.0000
17,8,150.000000,24760.0000
17,9,233.000000,18102.0000
17,10,174.000000,16987.0000
17,11,365.000000,23441.0000
17,12,301.000000,17762.0000
17,13,306.000000,24837.0000
17,14,613.000000,25768.0000
17,15,214.000000,25861.0000
17,16,432.000000,24553.0000
17,17,170.000000,18817.0000
17,18,269.000000,26872.0000
17,19,357.000000,19718.0000
17,20,516.000000,11771.0000
17,21,225.000000,17961.0000
17,22,55.000000,18944.0000
17,23,306.000000,19742.0000
17,24,499.000000,13132.0000
18,0,57.000000,10456.0000
18,1,141.000000,16332.0000
18,2,111.000000,16615.0000
18,3,298.000000,17216.0000
18,4,287.000000,18423.0000
18,5,31.000000,24206.0000
18,6,338.000000,23055.0000
18,7,214.000000,12235.0000
18,8,582.000000,25407.0000
18,9,116.000000,18634.0000
18,10,235.000000,17597.0000
18,11,446.000000,24156.0000
18,12,114.000000,18425.0000
18,13,312.000000,25407.0000
18,14,433.000000,26688.0000
18,15,160.000000,26787.0000
18,16,506.000000,25410.0000
18,17,257.000000,19384.0000
18,18,484.000000,27844.0000
18,19,211.000000,20298.0000
18,20,88.000000,12108.0000
18,21,213.000000,18485.0000
18,22,25.000000,19626.0000
18,23,597.000000,20376.0000
18,24,460.000000,13680.0000
19,0,145.000000,10636.0000
19,1,267.000000,16338.0000
19,2,46.000000,16353.0000
19,3,101.000000,17392.0000
19,4,214.000000,18141.0000
19,5,27.000000,24307.0000
19,6,270.000000,22806.0000
19,7,132.000000,12097.0000
19,8,470.000000,25410.0000
19,9,32.000000,18396.0000
19,10,214.000000,17341.0000
19,11,437.000000,24326.0000
19,12,30.000000,18380.0000
19,13,44.000000,25389.0000
19,14,148.000000,26686.0000
19,15,184.000000,26835.0000
19,16,526.000000,25675.0000
19,17,161.000000,19354.0000
19,18,321.000000,27987.0000
19,19,160.000000,20398.0000
19,20,324.000000,12051.0000
19,21,486.000000,18577.0000
19,22,278.000000,19386.0000
19,23,216.000000,20416.0000
19,24,69.000000,13629.0000
20,0,286.000000,10244.0000
20,1,156.000000,15838.0000
20,2,239.000000,16076.0000
20,3,205.000000,16799.0000
20,4,250.000000,17743.0000
20,5,179.000000,23113.0000
20,6,549.000000,22186.0000
20,7,300.000000,11833.0000
20,8,23.000000,24436.0000
20,9,227.000000,18005.0000
20,10,172.000000,16709.0000
20,11,127.000000,23445.0000
20,12,77.000000,17606.0000
20,13,176.000000,24529.0000
20,14,102.000000,25854.0000
20,15,47.000000,25714.0000
20,16,321.000000,24591.0000
20,17,113.000000,18893.0000
20,18,404.000000,26830.0000
20,19,197.000000,19749.0000
20,20,268.000000,11628.0000
20,21,405.000000,17954.0000
20,22,121.000000,18985.0000
20,23,201.000000,19677.0000
20,24,163.000000,13111.0000
21,0,73.000000,10477.0000
21,1,48.000000,16486.0000
21,2,172.000000,16365.0000
21,3,166.000000,17218.0000
21,4,129.000000,17924.0000
21,5,462.000000,24397.0000
21,6,132.000000,23180.0000
21,7,403.000000,12164.0000
21,8,370.000000,25606.0000
21,9,545.000000,18877.0000
21,10,485.000000,17186.0000
21,11,778.000000,23914.0000
21,12,178.000000,18268.0000
21,13,134.000000,25075.0000
21,14,191.000000,26485.0000
21,15,62.000000,26499.0000
21,16,22.000000,25493.0000
21,17,22.000000,19436.0000
21,18,498.000000,27821.0000
21,19,245.000000,20433.0000
21,20,251.000000,12062.0000
21,21,135.000000,18680.0000
21,22,55.000000,19455.0000
21,23,320.000000,20448.0000
21,24,192.000000,13603.0000
22,0,363.000000,10177.0000
22,1,101.000000,15813.0000
22,2,100.000000,15802.0000
22,3,9.000000,16800.0000
22,4,198.000000,17749.0000
22,5,264.000000,23375.0000
22,6,216.000000,22012.0000
22,7,291.000000,11776.0000
22,8,85.000000,24609.0000
22,9,362.000000,17931.0000
22,10,474.000000,16671.0000
22,11,574.000000,23283.0000
22,12,200.000000,17552.0000
22,13,138.000000,24605.0000
22,14,419.000000,25917.0000
22,15,223.000000,25743.0000
22,16,365.000000,24592.0000
22,17,155.000000,18684.0000
22,18,68.000000,27190.0000
22,19,277.000000,19712.0000
22,20,18.000000,11646.0000
22,21,119.000000,17987.0000
22,22,106.000000,18851.0000
22,23,130.000000,19839.0000
22,24,85.000000,13090.0000
23,0,175.000000,6768.0000
23,1,271.000000,10557.0000
23,2,149.000000,10478.0000
23,3,112.000000,11304.0000
23,4,241.000000,11841.0000
23,5,166.000000,15723.0000
23,6,199.000000,14731.0000
23,7,45.000000,7783.0000
23,8,649.000000,16491.0000
23,9,90.000000,12039.0000
23,10,66.000000,11186.0000
23,11,144.000000,15670.0000
23,12,136.000000,11826.0000
23,13,383.000000,16244.0000
23,14,359.000000,17216.0000
23,15,212.000000,17201.0000
23,16,410.000000,16565.0000
23,17,65.000000,12637.0000
23,18,352.000000,17869.0000
23,19,166.000000,12897.0000
23,20,215.000000,7771.0000
23,21,38.000000,11998.0000
23,22,148.000000,12705.0000
23,23,208.000000,13198.0000
23,24,71.000000,8590.0000
