src_idx,src_label,tgt_idx,tgt_label,optimal_lag,max_correlation
8,二条烏丸,20,五条堀川,11,0.3963
8,二条烏丸,21,五条新町,9,0.5073
8,二条烏丸,22,五条室町,1,0.344
8,二条烏丸,23,五条烏丸,12,0.5031
8,二条烏丸,24,五条車屋町,8,0.4429
9,二条車屋町,0,一条堀川,9,0.163
9,二条車屋町,1,二条堀川,9,0.3638
9,二条車屋町,2,一条新町,1,0.3478
9,二条車屋町,3,一条室町,4,0.3699
9,二条車屋町,4,一条烏丸,8,0.3775
9,二条車屋町,5,二条室町,11,0.3879
9,二条車屋町,6,二条新町,5,0.4807
9,二条車屋町,7,一条車屋町,1,0.186
9,二条車屋町,8,二条烏丸,9,0.581
9,二条車屋町,9,二条車屋町,0,1.0
9,二条車屋町,10,三条堀川,10,0.3314
9,二条車屋町,11,三条新町,2,0.1971
9,二条車屋町,12,四条堀川,4,0.4112
9,二条車屋町,13,三条室町,0,0.5595
9,二条車屋町,14,三条烏丸,11,0.3753
9,二条車屋町,15,四条室町,8,0.4001
9,二条車屋町,16,四条新町,9,0.2419
9,二条車屋町,17,三条車屋町,5,0.3236
9,二条車屋町,18,四条烏丸,1,0.5072
9,二条車屋町,19,四条車屋町,5,0.4112
9,二条車屋町,20,五条堀川,9,0.444
9,二条車屋町,21,五条新町,6,0.5042
9,二条車屋町,22,五条室町,11,0.4673
9,二条車屋町,23,五条烏丸,3,0.365
9,二条車屋町,24,五条車屋町,12,0.5427
10,三条堀川,0,一条堀川,9,0.4049
10,三条堀川,1,二条堀川,12,0.6662
10,三条堀川,2,一条新町,10,0.4148
10,三条堀川,3,一条室町,4,0.4897
10,三条堀川,4,一条烏丸,7,0.4227
10,三条堀川,5,二条室町,5,0.2663
10,三条堀川,6,二条新町,9,0.5124
10,三条堀川,7,一条車屋町,6,0.3447
10,三条堀川,8,二条烏丸,8,0.3975
10,三条堀川,9,二条車屋町,7,0.3011
10,三条堀川,10,三条堀川,0,1.0
10,三条堀川,11,三条新町,4,0.5468
10,三条堀川,12,四条堀川,10,0.3899
10,三条堀川,13,三条室町,11,0.3496
10,三条堀川,14,三条烏丸,9,0.3234
10,三条堀川,15,四条室町,6,0.3183
10,三条堀川,16,四条新町,11,0.4518
10,三条堀川,17,三条車屋町,5,0.4937
10,三条堀川,18,四条烏丸,0,0.2815
10,三条堀川,19,四条車屋町,9,0.4504
10,三条堀川,20,五条堀川,7,0.2637
10,三条堀川,21,五条新町,5,0.5128
10,三条堀川,22,五条室町,11,0.3771
10,三条堀川,23,五条烏丸,4,0.3469
10,三条堀川,24,五条車屋町,10,0.4843
11,三条新町,0,一条堀川,0,0.204
11,三条新町,1,二条堀川,8,0.3797
11,三条新町,2,一条新町,11,0.2953
11,三条新町,3,一条室町,7,0.4486
11,三条新町,4,一条烏丸,12,0.4454
11,三条新町,5,二条室町,11,0.3963
11,三条新町,6,二条新町,12,0.3667
11,三条新町,7,一条車屋町,0,0.335
11,三条新町,8,二条烏丸,12,0.7117
11,三条新町,9,二条車屋町,3,0.6103
11,三条新町,10,三条堀川,5,0.3204
11,三条新町,11,三条新町,0,1.0
11,三条新町,12,四条堀川,7,0.3402
11,三条新町,13,三条室町,4,0.6021
11,三条新町,14,三条烏丸,8,0.341
11,三条新町,15,四条室町,11,0.4214
11,三条新町,16,四条新町,6,0.3059
11,三条新町,17,三条車屋町,8,0.4026
11,三条新町,18,四条烏丸,10,0.4354
11,三条新町,19,四条車屋町,8,0.5041
11,三条新町,20,五条堀川,12,0.6842
11,三条新町,21,五条新町,9,0.5414
11,三条新町,22,五条室町,12,0.4602
11,三条新町,23,五条烏丸,11,0.297
11,三条新町,24,五条車屋町,1,0.3526
12,四条堀川,0,一条堀川,11,0.1387
12,四条堀川,1,二条堀川,7,0.4272
12,四条堀川,2,一条新町,0,0.4339
12,四条堀川,3,一条室町,11,0.4481
12,四条堀川,4,一条烏丸,10,0.3505
12,四条堀川,5,二条室町,1,0.619
12,四条堀川,6,二条新町,12,0.6205
12,四条堀川,7,一条車屋町,9,0.3206
12,四条堀川,8,二条烏丸,11,0.4606
12,四条堀川,9,二条車屋町,12,0.2492
12,四条堀川,10,三条堀川,12,0.5023
12,四条堀川,11,三条新町,9,0.3626
12,四条堀川,12,四条堀川,0,1.0
12,四条堀川,13,三条室町,2,0.1271
12,四条堀川,14,三条烏丸,12,0.3507
12,四条堀川,15,四条室町,0,0.3929
12,四条堀川,16,四条新町,6,0.3303
12,四条堀川,17,三条車屋町,0,0.5328
12,四条堀川,18,四条烏丸,9,0.4316
12,四条堀川,19,四条車屋町,12,0.4094
12,四条堀川,20,五条堀川,11,0.5159
12,四条堀川,21,五条新町,8,0.5973
12,四条堀川,22,五条室町,1,0.4037
12,四条堀川,23,五条烏丸,10,0.5096
12,四条堀川,24,五条車屋町,5,0.3444
13,三条室町,0,一条堀川,10,0.2843
13,三条室町,1,二条堀川,5,0.4878
13,三条室町,2,一条新町,7,0.3745
13,三条室町,3,一条室町,1,0.2718
13,三条室町,4,一条烏丸,6,0.4245
13,三条室町,5,二条室町,10,0.3937
13,三条室町,6,二条新町,8,0.3634
13,三条室町,7,一条車屋町,12,0.3155
13,三条室町,8,二条烏丸,8,0.5379
13,三条室町,9,二条車屋町,0,0.5595
13,三条室町,10,三条堀川,10,0.2229
13,三条室町,11,三条新町,10,0.3465
13,三条室町,12,四条堀川,3,0.6154
13,三条室町,13,三条室町,0,1.0
13,三条室町,14,三条烏丸,10,0.4802
13,三条室町,15,四条室町,8,0.5034
13,三条室町,16,四条新町,9,0.3106
13,三条室町,17,三条車屋町,4,0.4967
13,三条室町,18,四条烏丸,12,0.7107
13,三条室町,19,四条車屋町,10,0.3173
13,三条室町,20,五条堀川,8,0.3146
13,三条室町,21,五条新町,11,0.5267
13,三条室町,22,五条室町,10,0.4758
13,三条室町,23,五条烏丸,6,0.3434
13,三条室町,24,五条車屋町,9,0.3564
14,三条烏丸,0,一条堀川,7,0.5031
14,三条烏丸,1,二条堀川,4,0.5121
14,三条烏丸,2,一条新町,11,0.3073
14,三条烏丸,3,一条室町,11,0.399
14,三条烏丸,4,一条烏丸,10,0.257
14,三条烏丸,5,二条室町,3,0.2742
14,三条烏丸,6,二条新町,0,0.3049
14,三条烏丸,7,一条車屋町,11,0.6301
14,三条烏丸,8,二条烏丸,5,0.5123
14,三条烏丸,9,二条車屋町,7,0.468
14,三条烏丸,10,三条堀川,7,0.387
14,三条烏丸,11,三条新町,9,0.4797
14,三条烏丸,12,四条堀川,11,0.2781
14,三条烏丸,13,三条室町,10,0.4294
14,三条烏丸,14,三条烏丸,0,1.0
14,三条烏丸,15,四条室町,6,0.4375
14,三条烏丸,16,四条新町,12,0.4552
14,三条烏丸,17,三条車屋町,6,0.576
14,三条烏丸,18,四条烏丸,10,0.5393
14,三条烏丸,19,四条車屋町,12,0.5115
14,三条烏丸,20,五条堀川,4,0.3932
14,三条烏丸,21,五条新町,2,0.3787
14,三条烏丸,22,五条室町,12,0.3932
14,三条烏丸,23,五条烏丸,4,0.7581
14,三条烏丸,24,五条車屋町,7,0.5291
15,四条室町,0,一条堀川,12,0.3416
15,四条室町,1,二条堀川,6,0.3596
15,四条室町,2,一条新町,6,0.2068
15,四条室町,3,一条室町,10,0.7453
15,四条室町,4,一条烏丸,1,0.3034
15,四条室町,5,二条室町,1,0.2942
15,四条室町,6,二条新町,11,0.2774
15,四条室町,7,一条車屋町,5,0.4711
15,四条室町,8,二条烏丸,3,0.2911
15,四条室町,9,二条車屋町,12,0.5674
15,四条室町,10,三条堀川,4,0.505
15,四条室町,11,三条新町,9,0.3332
15,四条室町,12,四条堀川,0,0.3929
15,四条室町,13,三条室町,10,0.4266
15,四条室町,14,三条烏丸,11,0.3534
15,四条室町,15,四条室町,0,1.0
15,四条室町,16,四条新町,1,0.4814
15,四条室町,17,三条車屋町,0,0.5058
15,四条室町,18,四条烏丸,10,0.2535
15,四条室町,19,四条車屋町,11,0.5799
15,四条室町,20,五条堀川,7,0.2422
15,四条室町,21,五条新町,8,0.4891
15,四条室町,22,五条室町,2,0.2733
15,四条室町,23,五条烏丸,2,0.2681
15,四条室町,24,五条車屋町,4,0.2814
16,四条新町,0,一条堀川,6,0.2471
16,四条新町,1,二条堀川,9,0.3652
16,四条新町,2,一条新町,5,0.2602
16,四条新町,3,一条室町,5,0.2666
16,四条新町,4,一条烏丸,7,0.4068
16,四条新町,5,二条室町,6,0.3987
16,四条新町,6,二条新町,9,0.2202
16,四条新町,7,一条車屋町,11,0.3796
16,四条新町,8,二条烏丸,8,0.4067
16,四条新町,9,二条車屋町,11,0.4768
16,四条新町,10,三条堀川,10,0.5454
16,四条新町,11,三条新町,1,0.1768
16,四条新町,12,四条堀川,12,0.4388
16,四条新町,13,三条室町,11,0.5675
16,四条新町,14,三条烏丸,10,0.4463
16,四条新町,15,四条室町,7,0.6047
16,四条新町,16,四条新町,0,1.0
16,四条新町,17,三条車屋町,3,0.5857
16,四条新町,18,四条烏丸,12,0.5441
16,四条新町,19,四条車屋町,2,0.3565
16,四条新町,20,五条堀川,9,0.3401
16,四条新町,21,五条新町,11,0.369
16,四条新町,22,五条室町,9,0.444
16,四条新町,23,五条烏丸,1,0.4041
16,四条新町,24,五条車屋町,11,0.445
17,三条車屋町,0,一条堀川,1,0.3636
17,三条車屋町,1,二条堀川,7,0.4595
17,三条車屋町,2,一条新町,9,0.6044
17,三条車屋町,3,一条室町,11,0.2568
17,三条車屋町,4,一条烏丸,0,0.3001
17,三条車屋町,5,二条室町,1,0.2751
17,三条車屋町,6,二条新町,11,0.4178
17,三条車屋町,7,一条車屋町,5,0.3401
17,三条車屋町,8,二条烏丸,4,0.3018
17,三条車屋町,9,二条車屋町,8,0.4738
17,三条車屋町,10,三条堀川,4,0.363
17,三条車屋町,11,三条新町,1,0.3099
17,三条車屋町,12,四条堀川,0,0.5328
17,三条車屋町,13,三条室町,8,0.4163
17,三条車屋町,14,三条烏丸,12,0.6264
17,三条車屋町,15,四条室町,0,0.5058
17,三条車屋町,16,四条新町,6,0.3031
17,三条車屋町,17,三条車屋町,0,1.0
17,三条車屋町,18,四条烏丸,8,0.587
17,三条車屋町,19,四条車屋町,12,0.5174
17,三条車屋町,20,五条堀川,10,0.3491
17,三条車屋町,21,五条新町,8,0.4166
17,三条車屋町,22,五条室町,6,0.5683
17,三条車屋町,23,五条烏丸,11,0.333
17,三条車屋町,24,五条車屋町,5,0.5562
18,四条烏丸,0,一条堀川,11,0.2897
18,四条烏丸,1,二条堀川,2,0.3133
18,四条烏丸,2,一条新町,12,0.5239
18,四条烏丸,3,一条室町,8,0.4169
18,四条烏丸,4,一条烏丸,7,0.7036
18,四条烏丸,5,二条室町,7,0.5428
18,四条烏丸,6,二条新町,3,0.5134
18,四条烏丸,7,一条車屋町,6,0.5576
18,四条烏丸,8,二条烏丸,8,0.6601
18,四条烏丸,9,二条車屋町,11,0.5236
18,四条烏丸,10,三条堀川,9,0.3796
18,四条烏丸,11,三条新町,7,0.3658
18,四条烏丸,12,四条堀川,12,0.493
18,四条烏丸,13,三条室町,11,0.6931
18,四条烏丸,14,三条烏丸,10,0.5639
18,四条烏丸,15,四条室町,8,0.3513
18,四条烏丸,16,四条新町,1,0.2361
18,四条烏丸,17,三条車屋町,12,0.3221
18,四条烏丸,18,四条烏丸,0,1.0
18,四条烏丸,19,四条車屋町,9,0.5007
18,四条烏丸,20,五条堀川,8,0.2546
18,四条烏丸,21,五条新町,0,0.2665
18,四条烏丸,22,五条室町,7,0.2842
18,四条烏丸,23,五条烏丸,6,0.2646
18,四条烏丸,24,五条車屋町,5,0.4327
19,四条車屋町,0,一条堀川,4,0.4914
19,四条車屋町,1,二条堀川,0,0.2598
19,四条車屋町,2,一条新町,3,0.3496
19,四条車屋町,3,一条室町,10,0.4935
19,四条車屋町,4,一条烏丸,4,0.2095
19,四条車屋町,5,二条室町,4,0.3078
19,四条車屋町,6,二条新町,1,0.1302
19,四条車屋町,7,一条車屋町,8,0.5271
19,四条車屋町,8,二条烏丸,7,0.4092
19,四条車屋町,9,二条車屋町,9,0.5072
19,四条車屋町,10,三条堀川,8,0.3479
19,四条車屋町,11,三条新町,12,0.543
19,四条車屋町,12,四条堀川,3,0.2526
19,四条車屋町,13,三条室町,10,0.5256
19,四条車屋町,14,三条烏丸,0,0.3977
19,四条車屋町,15,四条室町,3,0.5003
19,四条車屋町,16,四条新町,11,0.4719
19,四条車屋町,17,三条車屋町,3,0.5016
19,四条車屋町,18,四条烏丸,10,0.3577
19,四条車屋町,19,四条車屋町,0,1.0
19,四条車屋町,20,五条堀川,7,0.5711
19,四条車屋町,21,五条新町,10,0.4626
19,四条車屋町,22,五条室町,0,0.289
19,四条車屋町,23,五条烏丸,12,0.5529
19,四条車屋町,24,五条車屋町,10,0.2967
20,五条堀川,0,一条堀川,7,0.2784
20,五条堀川,1,二条堀川,0,0.4786
20,五条堀川,2,一条新町,11,0.4876
20,五条堀川,3,一条室町,5,0.4177
20,五条堀川,4,一条烏丸,6,0.3185
20,五条堀川,5,二条室町,12,0.1537
20,五条堀川,6,二条新町,10,0.1776
20,五条堀川,7,一条車屋町,11,0.5143
20,五条堀川,8,二条烏丸,9,0.4103
20,五条堀川,9,二条車屋町,10,0.5272
20,五条堀川,10,三条堀川,11,0.6127
20,五条堀川,11,三条新町,5,0.5389
20,五条堀川,12,四条堀川,11,0.0675
20,五条堀川,13,三条室町,12,0.4783
20,五条堀川,14,三条烏丸,2,0.5706
20,五条堀川,15,四条室町,3,0.2758
20,五条堀川,16,四条新町,12,0.3833
20,五条堀川,17,三条車屋町,3,0.2093
20,五条堀川,18,四条烏丸,7,0.2781
20,五条堀川,19,四条車屋町,0,0.3785
20,五条堀川,20,五条堀川,0,1.0
20,五条堀川,21,五条新町,11,0.4334
20,五条堀川,22,五条室町,12,0.2809
20,五条堀川,23,五条烏丸,5,0.3151
20,五条堀川,24,五条車屋町,4,0.2985
21,五条新町,0,一条堀川,5,0.1601
21,五条新町,1,二条堀川,2,0.3759
21,五条新町,2,一条新町,8,0.4145
21,五条新町,3,一条室町,11,0.3427
21,五条新町,4,一条烏丸,2,0.4136
21,五条新町,5,二条室町,5,0.357
21,五条新町,6,二条新町,9,0.5251
21,五条新町,7,一条車屋町,6,0.4203
21,五条新町,8,二条烏丸,3,0.4129
21,五条新町,9,二条車屋町,6,0.4902
21,五条新町,10,三条堀川,5,0.3074
21,五条新町,11,三条新町,3,0.4436
21,五条新町,12,四条堀川,10,0.4778
21,五条新町,13,三条室町,7,0.39
21,五条新町,14,三条烏丸,3,0.3276
21,五条新町,15,四条室町,9,0.3106
21,五条新町,16,四条新町,7,0.4722
21,五条新町,17,三条車屋町,5,0.2658
21,五条新町,18,四条烏丸,8,0.3414
21,五条新町,19,四条車屋町,12,0.3115
21,五条新町,20,五条堀川,2,0.1121
21,五条新町,21,五条新町,0,1.0
21,五条新町,22,五条室町,3,0.4051
21,五条新町,23,五条烏丸,8,0.4687
21,五条新町,24,五条車屋町,5,0.5294
22,五条室町,0,一条堀川,8,0.4554
22,五条室町,1,二条堀川,3,0.4023
22,五条室町,2,一条新町,9,0.3149
22,五条室町,3,一条室町,10,0.3346
22,五条室町,4,一条烏丸,11,0.7415
22,五条室町,5,二条室町,9,0.4427
22,五条室町,6,二条新町,1,0.3094
22,五条室町,7,一条車屋町,12,0.3807
22,五条室町,8,二条烏丸,6,0.4618
22,五条室町,9,二条車屋町,2,0.158
22,五条室町,10,三条堀川,2,0.4202
22,五条室町,11,三条新町,12,0.346
22,五条室町,12,四条堀川,9,0.2947
22,五条室町,13,三条室町,5,0.3777
22,五条室町,14,三条烏丸,12,0.3701
22,五条室町,15,四条室町,3,0.2176
22,五条室町,16,四条新町,4,0.5202
22,五条室町,17,三条車屋町,7,0.5649
22,五条室町,18,四条烏丸,4,0.3285
22,五条室町,19,四条車屋町,6,0.4605
22,五条室町,20,五条堀川,10,0.5449
22,五条室町,21,五条新町,9,0.3495
22,五条室町,22,五条室町,0,1.0
22,五条室町,23,五条烏丸,12,0.3135
22,五条室町,24,五条車屋町,1,0.4443
23,五条烏丸,0,一条堀川,5,0.4544
23,五条烏丸,1,二条堀川,12,0.5958
23,五条烏丸,2,一条新町,4,0.402
23,五条烏丸,3,一条室町,11,0.5403
23,五条烏丸,4,一条烏丸,2,0.3853
23,五条烏丸,5,二条室町,5,0.4196
23,五条烏丸,6,二条新町,9,0.2787
23,五条烏丸,7,一条車屋町,6,0.6035
23,五条烏丸,8,二条烏丸,3,0.3531
23,五条烏丸,9,二条車屋町,7,0.3997
23,五条烏丸,10,三条堀川,5,0.2905
23,五条烏丸,11,三条新町,4,0.5268
23,五条烏丸,12,四条堀川,11,0.4527
23,五条烏丸,13,三条室町,7,0.6157
23,五条烏丸,14,三条烏丸,9,0.4808
23,五条烏丸,15,四条室町,1,0.3176
23,五条烏丸,16,四条新町,7,0.5683
23,五条烏丸,17,三条車屋町,11,0.6032
23,五条烏丸,18,四条烏丸,6,0.3191
23,五条烏丸,19,四条車屋町,12,0.5505
23,五条烏丸,20,五条堀川,8,0.1568
23,五条烏丸,21,五条新町,10,0.4144
23,五条烏丸,22,五条室町,8,0.28
23,五条烏丸,23,五条烏丸,0,1.0
23,五条烏丸,24,五条車屋町,2,0.3312
24,五条車屋町,0,一条堀川,12,0.5701
24,五条車屋町,1,二条堀川,9,0.3723
24,五条車屋町,2,一条新町,7,0.3454
24,五条車屋町,3,一条室町,9,0.343
24,五条車屋町,4,一条烏丸,10,0.6837
24,五条車屋町,5,二条室町,10,0.6797
24,五条車屋町,6,二条新町,6,0.4407
24,五条車屋町,7,一条車屋町,1,0.2297
24,五条車屋町,8,二条烏丸,11,0.5852
