t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
2,2020-W03,20,20_四条堀川,41.5234,6.0177,22,0.0731,34.8631,17
2,2020-W03,21,21_四条室町,41.5234,4.3362,23,0.6477,144.0126,8
2,2020-W03,22,22_四条新町,41.5234,4.2758,21,0.2521,64.7332,17
2,2020-W03,23,23_四条烏丸,41.5234,4.3675,18,0.1183,-44.4704,17
2,2020-W03,24,24_四条車屋町,41.5234,6.2672,23,0.0163,-16.472,17
3,2020-W04,0,00_一条堀川,41.5234,6.7653,10,0.0245,10.7547,5
3,2020-W04,1,01_一条室町,41.5234,5.1573,3,0.2862,-39.6001,0
3,2020-W04,2,02_一条新町,41.5234,5.7576,12,0.0807,-29.2087,22
3,2020-W04,3,03_一条烏丸,41.5234,5.9239,13,0.0969,28.4411,17
3,2020-W04,4,04_一条車屋町,41.5234,7.7903,3,1.2825,100.0782,17
3,2020-W04,5,05_三条堀川,41.5234,5.1652,7,0.038,-15.2543,22
3,2020-W04,6,06_三条室町,41.5234,3.9534,21,0.0335,-15.8411,17
3,2020-W04,7,07_三条新町,41.5234,4.1106,22,0.0257,17.3997,22
3,2020-W04,8,08_三条烏丸,41.5234,4.3351,23,0.0146,-11.2021,17
3,2020-W04,9,09_三条車屋町,41.5234,5.4974,8,6.1553,242.7333,22
3,2020-W04,10,10_二条堀川,41.5234,5.5988,12,0.0531,22.4998,22
3,2020-W04,11,11_二条室町,41.5234,4.2273,13,1.2094,101.0192,17
3,2020-W04,12,12_二条新町,41.5234,4.2916,7,0.0222,-11.024,0
3,2020-W04,13,13_二条烏丸,41.5234,4.2311,8,0.4547,58.5869,22
3,2020-W04,14,14_二条車屋町,41.5234,6.1087,13,0.042,-22.4089,22
3,2020-W04,15,15_五条堀川,41.5234,7.6996,20,0.0126,-11.2573,22
3,2020-W04,16,16_五条室町,41.5234,5.7493,21,0.0692,-19.7861,17
3,2020-W04,17,17_五条新町,41.5234,6.2233,22,0.0093,-5.9368,16
3,2020-W04,18,18_五条烏丸,41.5234,6.2667,23,0.1007,35.2437,22
3,2020-W04,19,19_五条車屋町,41.5234,7.2457,24,0.1135,-31.17,17
3,2020-W04,20,20_四条堀川,41.5234,5.8558,22,0.0308,-19.122,22
3,2020-W04,21,21_四条室町,41.5234,4.2663,23,1.9149,-137.6638,22
3,2020-W04,22,22_四条新町,41.5234,4.4549,21,0.0101,7.227,10
3,2020-W04,23,23_四条烏丸,41.5234,4.4181,24,0.2274,-44.0879,17
3,2020-W04,24,24_四条車屋町,41.5234,6.2235,23,0.0317,-16.5006,17
4,2020-W05,0,00_一条堀川,41.5234,7.1764,10,0.0239,-7.2745,22
4,2020-W05,1,01_一条室町,41.5234,5.4791,3,0.0555,-12.1519,16
4,2020-W05,2,02_一条新町,41.5234,5.7368,12,0.0952,17.1423,14
4,2020-W05,3,03_一条烏丸,41.5234,5.8894,13,0.1009,-22.7711,16
4,2020-W05,4,04_一条車屋町,41.5234,8.0103,3,0.3276,-31.5488,0
4,2020-W05,5,05_三条堀川,41.5234,5.3208,7,0.0435,-13.2476,10
4,2020-W05,6,06_三条室町,41.5234,4.0193,21,0.039,14.1503,16
4,2020-W05,7,07_三条新町,41.5234,4.1861,22,0.0314,17.1615,22
4,2020-W05,8,08_三条烏丸,41.5234,4.3412,23,0.0235,-10.511,17
4,2020-W05,9,09_三条車屋町,41.5234,5.7278,8,0.7676,-50.3331,15
4,2020-W05,10,10_二条堀川,41.5234,5.9326,12,0.0394,-10.9885,14
4,2020-W05,11,11_二条室町,41.5234,4.206,13,0.9635,69.4387,17
4,2020-W05,12,12_二条新町,41.5234,4.4665,11,0.0339,-12.3493,0
4,2020-W05,13,13_二条烏丸,41.5234,4.2457,8,0.4247,58.0708,22
4,2020-W05,14,14_二条車屋町,41.5234,6.2146,13,0.0287,8.7161,2
4,2020-W05,15,15_五条堀川,41.5234,7.5804,20,0.011,-9.9287,22
4,2020-W05,16,16_五条室町,41.5234,5.6363,21,0.0333,-9.175,15
4,2020-W05,17,17_五条新町,41.5234,6.2332,22,0.0147,-5.7823,8
4,2020-W05,18,18_五条烏丸,41.5234,6.2684,23,0.0429,-11.2611,14
4,2020-W05,19,19_五条車屋町,41.5234,7.5472,24,0.0584,-12.5593,2
4,2020-W05,20,20_四条堀川,41.5234,6.0878,22,0.0509,-17.843,22
4,2020-W05,21,21_四条室町,41.5234,4.2817,23,0.0495,10.8478,2
4,2020-W05,22,22_四条新町,41.5234,4.431,21,0.0104,-6.5857,0
4,2020-W05,23,23_四条烏丸,41.5234,4.5842,24,0.0639,13.1561,0
4,2020-W05,24,24_四条車屋町,41.5234,6.4493,23,0.0495,-15.4659,17
5,2020-W06,0,00_一条堀川,41.5234,6.7838,10,0.0289,7.5561,15
5,2020-W06,1,01_一条室町,41.5234,5.7992,11,0.0534,-5.7655,5
5,2020-W06,2,02_一条新町,41.5234,6.0696,12,0.0712,15.9859,17
5,2020-W06,3,03_一条烏丸,41.5234,6.3115,13,0.114,16.646,15
5,2020-W06,4,04_一条車屋町,41.5234,7.842,3,0.2839,-31.6562,15
5,2020-W06,5,05_三条堀川,41.5234,5.3676,20,0.0691,-10.9149,1
5,2020-W06,6,06_三条室町,41.5234,4.2109,8,0.0416,-9.286,15
5,2020-W06,7,07_三条新町,41.5234,4.1996,22,0.0444,17.0507,22
5,2020-W06,8,08_三条烏丸,41.5234,4.3855,23,0.033,6.6347,1
5,2020-W06,9,09_三条車屋町,41.5234,5.8531,8,0.3259,-32.6863,15
5,2020-W06,10,10_二条堀川,41.5234,5.9172,12,0.0337,-9.2769,14
5,2020-W06,11,11_二条室町,41.5234,4.4545,13,0.8523,44.8293,15
5,2020-W06,12,12_二条新町,41.5234,4.4793,11,0.0408,-7.9428,6
5,2020-W06,13,13_二条烏丸,41.5234,4.4032,8,0.2941,-23.5073,1
5,2020-W06,14,14_二条車屋町,41.5234,6.4665,13,0.0358,9.0344,2
5,2020-W06,15,15_五条堀川,41.5234,7.4632,20,0.0151,-5.0816,22
5,2020-W06,16,16_五条室町,41.5234,5.8854,21,0.029,-11.4322,15
5,2020-W06,17,17_五条新町,41.5234,6.4439,22,0.017,-5.1842,22
5,2020-W06,18,18_五条烏丸,41.5234,6.3884,23,0.0595,-10.7978,14
5,2020-W06,19,19_五条車屋町,41.5234,7.2876,18,0.0643,-12.6631,2
5,2020-W06,20,20_四条堀川,41.5234,6.1778,22,0.0644,-9.9039,1
5,2020-W06,21,21_四条室町,41.5234,4.4352,23,0.0382,-13.0276,15
5,2020-W06,22,22_四条新町,41.5234,4.6121,21,0.014,-6.0102,0
5,2020-W06,23,23_四条烏丸,41.5234,4.5502,24,0.0861,13.6944,1
5,2020-W06,24,24_四条車屋町,41.5234,6.4968,23,0.0558,-17.2671,17
6,2020-W07,0,00_一条堀川,41.5234,6.2928,2,0.0393,6.1883,15
6,2020-W07,1,01_一条室町,41.5234,5.75,11,0.0657,-5.6538,5
6,2020-W07,2,02_一条新町,41.5234,6.1209,12,0.0909,9.0576,17
6,2020-W07,3,03_一条烏丸,41.5234,6.6234,13,0.1297,13.7546,15
6,2020-W07,4,04_一条車屋町,41.5234,7.9905,3,0.5221,-22.6822,15
6,2020-W07,5,05_三条堀川,41.5234,5.8291,7,0.1063,-11.6541,1
6,2020-W07,6,06_三条室町,41.5234,4.2051,21,0.0574,-9.509,15
6,2020-W07,7,07_三条新町,41.5234,4.5724,22,0.0558,-9.9514,0
6,2020-W07,8,08_三条烏丸,41.5234,4.6111,23,0.0462,7.2014,1
6,2020-W07,9,09_三条車屋町,41.5234,6.0197,8,0.4948,-19.7041,15
6,2020-W07,10,10_二条堀川,41.5234,6.2362,12,0.0646,-6.9011,20
6,2020-W07,11,11_二条室町,41.5234,4.7224,13,0.1965,11.2677,20
6,2020-W07,12,12_二条新町,41.5234,4.8232,7,0.046,-7.9711,6
6,2020-W07,13,13_二条烏丸,41.5234,4.4885,8,0.0842,-8.1158,23
6,2020-W07,14,14_二条車屋町,41.5234,6.8307,13,0.0576,-7.2769,10
6,2020-W07,15,15_五条堀川,41.5234,7.7406,20,0.0189,-5.0733,22
6,2020-W07,16,16_五条室町,41.5234,6.0028,21,0.0452,-10.6999,15
6,2020-W07,17,17_五条新町,41.5234,6.6667,22,0.0189,-5.1611,16
6,2020-W07,18,18_五条烏丸,41.5234,6.6448,23,0.0911,11.1267,1
6,2020-W07,19,19_五条車屋町,41.5234,7.3168,24,0.095,13.1879,0
6,2020-W07,20,20_四条堀川,41.5234,6.5767,22,0.0498,-6.5711,1
6,2020-W07,21,21_四条室町,41.5234,4.463,23,0.0445,-10.6708,15
6,2020-W07,22,22_四条新町,41.5234,4.3832,21,0.0218,-5.2764,0
6,2020-W07,23,23_四条烏丸,41.5234,4.5817,18,0.0538,7.1326,1
6,2020-W07,24,24_四条車屋町,41.5234,6.6118,23,0.1022,8.3808,0
7,2020-W08,0,00_一条堀川,41.5234,7.677,10,0.0449,6.0354,15
7,2020-W08,1,01_一条室町,41.5234,5.9913,3,0.0712,-6.6867,5
7,2020-W08,2,02_一条新町,41.5234,6.1721,12,0.0989,8.9206,17
7,2020-W08,3,03_一条烏丸,41.5234,6.519,13,0.1671,-14.5229,6
7,2020-W08,4,04_一条車屋町,41.5234,8.0763,3,0.2522,-17.564,15
7,2020-W08,5,05_三条堀川,41.5234,5.7407,7,0.0854,-9.058,1
7,2020-W08,6,06_三条室町,41.5234,4.1664,21,0.0403,-7.2489,15
7,2020-W08,7,07_三条新町,41.5234,4.7645,22,0.0437,6.0654,22
7,2020-W08,8,08_三条烏丸,41.5234,4.5842,23,0.0542,6.8059,1
7,2020-W08,9,09_三条車屋町,41.5234,5.9414,8,0.1293,-11.8808,15
7,2020-W08,10,10_二条堀川,41.5234,6.0959,12,0.0627,-5.6618,16
7,2020-W08,11,11_二条室町,41.5234,4.5633,13,0.0363,7.517,20
7,2020-W08,12,12_二条新町,41.5234,4.6742,7,0.0543,-7.6126,0
7,2020-W08,13,13_二条烏丸,41.5234,4.5422,8,0.0871,8.5897,20
7,2020-W08,14,14_二条車屋町,41.5234,6.8109,13,0.0625,7.0023,20
7,2020-W08,15,15_五条堀川,41.5234,7.7184,20,0.0245,4.933,3
7,2020-W08,16,16_五条室町,41.5234,5.9672,21,0.0513,-7.6052,10
7,2020-W08,17,17_五条新町,41.5234,6.7158,22,0.0138,-4.3708,6
7,2020-W08,18,18_五条烏丸,41.5234,6.7287,23,0.113,10.3031,1
7,2020-W08,19,19_五条車屋町,41.5234,7.3009,18,0.1093,11.6938,0
7,2020-W08,20,20_四条堀川,41.5234,6.5854,22,0.0576,-6.8454,1
7,2020-W08,21,21_四条室町,41.5234,4.4897,23,0.0642,-9.5938,15
7,2020-W08,22,22_四条新町,41.5234,4.5569,21,0.016,-4.5888,0
7,2020-W08,23,23_四条烏丸,41.5234,4.5689,24,0.0617,7.112,1
7,2020-W08,24,24_四条車屋町,41.5234,6.885,23,0.1205,8.1989,0
8,2020-W09,0,00_一条堀川,41.5234,6.5332,10,0.0559,5.2807,15
8,2020-W09,1,01_一条室町,41.5234,5.6559,3,0.0827,-6.4744,5
8,2020-W09,2,02_一条新町,41.5234,6.0663,12,0.105,7.5571,6
8,2020-W09,3,03_一条烏丸,41.5234,6.0617,13,0.1668,-15.805,6
8,2020-W09,4,04_一条車屋町,41.5234,8.1656,3,0.2324,-17.6604,15
8,2020-W09,5,05_三条堀川,41.5234,5.6209,20,0.1057,-9.2538,1
8,2020-W09,6,06_三条室町,41.5234,4.2145,21,0.0348,-6.8535,15
8,2020-W09,7,07_三条新町,41.5234,4.3873,22,0.055,5.3511,22
8,2020-W09,8,08_三条烏丸,41.5234,4.3981,23,0.0536,7.0314,16
8,2020-W09,9,09_三条車屋町,41.5234,5.8603,8,0.165,-12.5376,15
8,2020-W09,10,10_二条堀川,41.5234,6.1662,12,0.0786,-5.3032,14
8,2020-W09,11,11_二条室町,41.5234,4.1503,13,0.0635,7.3723,20
8,2020-W09,12,12_二条新町,41.5234,4.6177,11,0.0591,-7.3599,0
8,2020-W09,13,13_二条烏丸,41.5234,4.5131,8,0.0907,7.2267,16
8,2020-W09,14,14_二条車屋町,41.5234,6.2739,13,0.0689,-7.0198,10
8,2020-W09,15,15_五条堀川,41.5234,7.8777,20,0.0251,4.9508,3
8,2020-W09,16,16_五条室町,41.5234,6.0824,21,0.0433,-6.8807,18
8,2020-W09,17,17_五条新町,41.5234,6.4153,22,0.0142,-4.6814,6
8,2020-W09,18,18_五条烏丸,41.5234,6.4686,23,0.0802,-7.0245,16
8,2020-W09,19,19_五条車屋町,41.5234,7.2863,24,0.1052,8.0782,0
8,2020-W09,20,20_四条堀川,41.5234,6.0609,22,0.0626,-6.219,1
8,2020-W09,21,21_四条室町,41.5234,4.4582,23,0.072,-7.237,18
8,2020-W09,22,22_四条新町,41.5234,4.5348,21,0.0202,-4.5781,0
8,2020-W09,23,23_四条烏丸,41.5234,4.4895,18,0.067,6.7528,1
8,2020-W09,24,24_四条車屋町,41.5234,6.4639,23,0.1062,7.565,6
9,2020-W10,0,00_一条堀川,41.5234,6.9717,10,0.0568,-5.5612,12
9,2020-W10,1,01_一条室町,41.5234,5.665,3,0.0961,-6.3518,5
9,2020-W10,2,02_一条新町,41.5234,5.9602,12,0.1096,-7.6558,13
9,2020-W10,3,03_一条烏丸,41.5234,6.0232,13,0.2087,-16.7467,6
9,2020-W10,4,04_一条車屋町,41.5234,8.2094,3,0.2408,14.9675,21
9,2020-W10,5,05_三条堀川,41.5234,5.3327,7,0.1151,-9.2086,1
9,2020-W10,6,06_三条室町,41.5234,4.1027,8,0.0441,-6.326,3
9,2020-W10,7,07_三条新町,41.5234,4.2832,22,0.0458,4.8589,22
9,2020-W10,8,08_三条烏丸,41.5234,4.4127,23,0.0602,6.2391,16
9,2020-W10,9,09_三条車屋町,41.5234,5.6051,8,0.1313,10.8946,6
9,2020-W10,10,10_二条堀川,41.5234,5.6081,12,0.0954,-5.08,16
9,2020-W10,11,11_二条室町,41.5234,4.3371,13,0.043,6.4584,20
9,2020-W10,12,12_二条新町,41.5234,4.4802,7,0.0708,-7.8889,0
9,2020-W10,13,13_二条烏丸,41.5234,4.397,8,0.0699,6.5178,12
9,2020-W10,14,14_二条車屋町,41.5234,6.3175,13,0.0819,-6.0345,10
9,2020-W10,15,15_五条堀川,41.5234,7.7074,20,0.0311,5.1282,3
9,2020-W10,16,16_五条室町,41.5234,5.5599,21,0.058,-5.7974,18
9,2020-W10,17,17_五条新町,41.5234,6.2715,22,0.0169,-4.8533,6
9,2020-W10,18,18_五条烏丸,41.5234,6.4979,23,0.1113,-7.7542,21
9,2020-W10,19,19_五条車屋町,41.5234,7.388,24,0.0942,9.9298,0
9,2020-W10,20,20_四条堀川,41.5234,6.077,22,0.0807,-6.3022,6
9,2020-W10,21,21_四条室町,41.5234,4.3778,23,0.0913,-5.0173,15
9,2020-W10,22,22_四条新町,41.5234,4.3048,17,0.0228,-4.4168,0
9,2020-W10,23,23_四条烏丸,41.5234,4.5745,24,0.0566,5.2457,1
9,2020-W10,24,24_四条車屋町,41.5234,6.4203,23,0.1339,8.316,6
10,2020-W11,0,00_一条堀川,41.5234,6.9404,10,0.07,5.2429,15
10,2020-W11,1,01_一条室町,41.5234,5.1885,11,0.1044,-6.6149,5
10,2020-W11,2,02_一条新町,41.5234,5.4359,12,0.1469,-6.9153,13
10,2020-W11,3,03_一条烏丸,41.5234,5.9975,13,0.2417,-16.8042,6
10,2020-W11,4,04_一条車屋町,41.5234,7.4409,3,0.2259,18.5141,20
10,2020-W11,5,05_三条堀川,41.5234,5.279,7,0.1175,-7.3974,9
10,2020-W11,6,06_三条室町,41.5234,3.9764,8,0.0437,4.1851,9
10,2020-W11,7,07_三条新町,41.5234,4.132,22,0.0534,-5.4229,23
10,2020-W11,8,08_三条烏丸,41.5234,4.1911,23,0.0721,-4.5418,20
10,2020-W11,9,09_三条車屋町,41.5234,5.6104,8,0.0865,8.061,6
10,2020-W11,10,10_二条堀川,41.5234,5.659,12,0.0723,4.3497,23
10,2020-W11,11,11_二条室町,41.5234,4.2297,13,0.0554,6.6474,9
10,2020-W11,12,12_二条新町,41.5234,4.3134,7,0.075,-7.8181,0
10,2020-W11,13,13_二条烏丸,41.5234,4.3622,8,0.0893,7.1118,11
10,2020-W11,14,14_二条車屋町,41.5234,5.9869,13,0.0808,-6.7995,10
10,2020-W11,15,15_五条堀川,41.5234,7.4834,20,0.0376,-5.9233,6
10,2020-W11,16,16_五条室町,41.5234,5.5422,21,0.0742,-5.6888,18
10,2020-W11,17,17_五条新町,41.5234,6.0401,22,0.0191,-4.31,6
10,2020-W11,18,18_五条烏丸,41.5234,6.263,23,0.1334,-8.1903,21
10,2020-W11,19,19_五条車屋町,41.5234,7.3086,24,0.1154,9.3464,0
10,2020-W11,20,20_四条堀川,41.5234,6.1505,22,0.0454,-5.2788,6
10,2020-W11,21,21_四条室町,41.5234,4.2076,23,0.1107,-5.4796,18
10,2020-W11,22,22_四条新町,41.5234,4.241,21,0.0374,-4.8507,6
10,2020-W11,23,23_四条烏丸,41.5234,4.5249,18,0.0675,5.4394,1
10,2020-W11,24,24_四条車屋町,41.5234,6.2411,23,0.13,9.3979,6
11,2020-W12,0,00_一条堀川,41.5234,6.7693,2,0.0772,5.4442,15
11,2020-W12,1,01_一条室町,41.5234,5.2717,3,0.0618,-4.7168,3
11,2020-W12,2,02_一条新町,41.5234,5.6919,12,0.1488,7.484,24
11,2020-W12,3,03_一条烏丸,41.5234,5.8887,13,0.2694,-17.4004,6
11,2020-W12,4,04_一条車屋町,41.5234,7.5303,3,0.2693,13.9459,20
11,2020-W12,5,05_三条堀川,41.5234,5.3069,7,0.099,-6.7696,9
11,2020-W12,6,06_三条室町,41.5234,3.8994,21,0.0439,-3.4694,15
11,2020-W12,7,07_三条新町,41.5234,4.1323,22,0.044,-4.0144,11
11,2020-W12,8,08_三条烏丸,41.5234,4.381,23,0.0792,4.5906,1
11,2020-W12,9,09_三条車屋町,41.5234,5.5607,8,0.0852,6.4786,11
11,2020-W12,10,10_二条堀川,41.5234,5.7434,12,0.0814,5.053,23
11,2020-W12,11,11_二条室町,41.5234,4.1294,13,0.0462,5.0797,9
11,2020-W12,12,12_二条新町,41.5234,4.204,7,0.0852,-7.8971,0
11,2020-W12,13,13_二条烏丸,41.5234,4.2588,14,0.1024,8.1911,11
11,2020-W12,14,14_二条車屋町,41.5234,6.1046,13,0.0986,-7.0464,10
11,2020-W12,15,15_五条堀川,41.5234,7.3638,20,0.0439,-6.6597,6
11,2020-W12,16,16_五条室町,41.5234,5.4592,21,0.0834,-4.6204,18
11,2020-W12,17,17_五条新町,41.5234,5.9716,22,0.0266,-5.1977,6
11,2020-W12,18,18_五条烏丸,41.5234,6.187,23,0.0916,7.0073,7
11,2020-W12,19,19_五条車屋町,41.5234,7.262,18,0.1238,-8.4153,11
11,2020-W12,20,20_四条堀川,41.5234,6.0137,22,0.0521,-5.645,6
11,2020-W12,21,21_四条室町,41.5234,4.2667,23,0.106,-4.441,15
11,2020-W12,22,22_四条新町,41.5234,4.2319,17,0.0469,-4.2624,6
11,2020-W12,23,23_四条烏丸,41.5234,4.4511,24,0.0678,6.0,6
11,2020-W12,24,24_四条車屋町,41.5234,6.3365,23,0.0969,-6.7318,20
12,2020-W13,0,00_一条堀川,41.5234,6.881,10,0.0936,4.4739,24
12,2020-W13,1,01_一条室町,41.5234,5.3422,3,0.0772,-4.8051,3
12,2020-W13,2,02_一条新町,41.5234,5.7795,12,0.1467,7.0271,24
12,2020-W13,3,03_一条烏丸,41.5234,6.0248,13,0.3117,-14.1052,6
12,2020-W13,4,04_一条車屋町,41.5234,7.5959,3,0.1824,10.9652,20
12,2020-W13,5,05_三条堀川,41.5234,5.2458,20,0.0867,-5.47,1
12,2020-W13,6,06_三条室町,41.5234,3.9585,21,0.0484,-3.7314,15
12,2020-W13,7,07_三条新町,41.5234,4.3216,22,0.0476,-4.4082,11
12,2020-W13,8,08_三条烏丸,41.5234,4.2735,23,0.0931,4.3659,1
12,2020-W13,9,09_三条車屋町,41.5234,5.6924,8,0.094,5.6727,6
12,2020-W13,10,10_二条堀川,41.5234,5.7136,12,0.0979,4.9978,23
12,2020-W13,11,11_二条室町,41.5234,4.2065,13,0.0446,3.7716,9
12,2020-W13,12,12_二条新町,41.5234,4.2518,11,0.0929,-7.574,8
12,2020-W13,13,13_二条烏丸,41.5234,4.2708,14,0.0622,6.9084,11
12,2020-W13,14,14_二条車屋町,41.5234,6.1849,13,0.1171,-5.7343,0
12,2020-W13,15,15_五条堀川,41.5234,7.4306,20,0.0442,-4.6276,6
12,2020-W13,16,16_五条室町,41.5234,5.5429,21,0.0611,-6.0505,15
12,2020-W13,17,17_五条新町,41.5234,6.0945,22,0.0316,-5.1213,6
12,2020-W13,18,18_五条烏丸,41.5234,6.1553,23,0.1006,6.7721,7
12,2020-W13,19,19_五条車屋町,41.5234,7.2314,24,0.1455,8.3055,0
12,2020-W13,20,20_四条堀川,41.5234,5.9059,22,0.0413,-3.9653,6
12,2020-W13,21,21_四条室町,41.5234,4.3451,23,0.0865,-5.3117,15
12,2020-W13,22,22_四条新町,41.5234,4.3059,21,0.0423,-4.5163,0
12,2020-W13,23,23_四条烏丸,41.5234,4.5131,24,0.0796,4.9639,6
12,2020-W13,24,24_四条車屋町,41.5234,6.4451,23,0.1168,-7.4438,20
13,2020-W14,0,00_一条堀川,41.5234,6.8355,10,0.0684,-4.997,12
13,2020-W14,1,01_一条室町,41.5234,5.4559,11,0.0827,4.8351,17
13,2020-W14,2,02_一条新町,41.5234,5.8291,12,0.1749,-6.6666,7
