t_idx,node_idx,fk_echo_impact
11,20,0.6427
11,21,1.5016
11,22,6.4167
11,23,10.0525
11,24,7.9748
12,0,0.5882
12,1,1.3477
12,2,0.7881
12,3,5.7143
12,4,8.8988
12,5,13.8739
12,6,5.0134
12,7,7.2409
12,8,37.1444
12,9,17.1057
12,10,2.0021
12,11,7.4757
12,12,0.8310
12,13,34.2132
12,14,129.3003
12,15,14.7297
12,16,5.3293
12,17,38.2582
12,18,40.1561
12,19,18.4884
12,20,0.6376
12,21,1.4756
12,22,6.3745
12,23,10.1358
12,24,8.1109
13,0,0.5817
13,1,1.3559
13,2,0.8079
13,3,5.8637
13,4,8.9417
13,5,14.0699
13,6,5.0766
13,7,7.1235
13,8,37.6503
13,9,17.0531
13,10,2.0513
13,11,7.5775
13,12,0.8602
13,13,35.1622
13,14,129.3824
13,15,15.2766
13,16,5.5273
13,17,37.2722
13,18,39.5434
13,19,17.6629
13,20,0.6685
13,21,1.5253
13,22,6.3883
13,23,9.9372
13,24,7.8741
14,0,0.5867
14,1,1.3958
14,2,0.8038
14,3,5.8620
14,4,9.3083
14,5,14.1895
14,6,5.1859
14,7,7.5089
14,8,38.0769
14,9,17.1074
14,10,2.0057
14,11,7.4644
14,12,0.8278
14,13,34.2975
14,14,129.2442
14,15,14.8668
14,16,5.4184
14,17,37.2848
14,18,39.7560
14,19,17.7371
14,20,0.6361
14,21,1.5087
14,22,6.4152
14,23,9.9968
14,24,7.7489
15,0,0.5847
15,1,1.3525
15,2,0.7923
15,3,5.8474
15,4,8.8468
15,5,14.4365
15,6,5.1172
15,7,7.1000
15,8,37.3544
15,9,17.0275
15,10,2.0224
15,11,7.6265
15,12,0.8742
15,13,35.4621
15,14,129.2985
15,15,15.0277
15,16,5.5574
15,17,37.7025
15,18,39.2289
15,19,17.8761
15,20,0.6627
15,21,1.5150
15,22,6.3366
15,23,9.7770
15,24,7.8067
16,0,0.5812
16,1,1.3506
16,2,0.7782
16,3,5.7455
16,4,9.0807
16,5,13.9327
16,6,5.0101
16,7,7.2421
16,8,37.6424
16,9,17.2136
16,10,1.9563
16,11,7.3244
16,12,0.8263
16,13,34.3982
16,14,129.7866
16,15,14.9653
16,16,5.4642
16,17,38.3025
16,18,39.7536
16,19,17.9234
16,20,0.6380
16,21,1.4969
16,22,6.3275
16,23,9.7720
16,24,7.7213
17,0,0.5942
17,1,1.3618
17,2,0.8043
17,3,5.8061
17,4,9.0814
17,5,14.0051
17,6,5.1452
17,7,7.2035
17,8,37.6541
17,9,17.0752
17,10,2.0216
17,11,7.6163
17,12,0.8292
17,13,34.7800
17,14,129.4556
17,15,14.9212
17,16,5.4409
17,17,38.2633
17,18,39.0945
17,19,18.2285
17,20,0.6470
17,21,1.4847
17,22,6.2597
17,23,9.5874
17,24,7.8729
18,0,0.5922
18,1,1.3649
18,2,0.7967
18,3,5.7789
18,4,8.9696
18,5,13.9648
18,6,5.0676
18,7,7.1678
18,8,36.8526
18,9,16.8613
18,10,2.0051
18,11,7.5044
18,12,0.8282
18,13,34.7913
18,14,129.3454
18,15,14.9393
18,16,5.3762
18,17,37.5045
18,18,40.5442
18,19,18.1240
18,20,0.6546
18,21,1.5218
18,22,6.5375
18,23,10.2303
18,24,7.9105
19,0,0.5998
19,1,1.3671
19,2,0.7973
19,3,5.8521
19,4,9.1171
19,5,14.1462
19,6,5.1072
19,7,7.1397
19,8,37.6247
19,9,16.8584
19,10,2.0705
19,11,7.6494
19,12,0.8359
19,13,35.0118
19,14,129.1150
19,15,15.0620
19,16,5.3404
19,17,36.6709
19,18,40.3080
19,19,17.8628
19,20,0.6492
19,21,1.5218
19,22,6.5449
19,23,10.1178
19,24,7.8639
20,0,0.5952
20,1,1.3822
20,2,0.7912
20,3,5.7000
20,4,9.0170
20,5,14.0993
20,6,5.0897
20,7,7.2643
20,8,38.0147
20,9,17.4925
20,10,2.0276
20,11,7.4599
20,12,0.8240
20,13,34.1914
20,14,129.5817
20,15,14.4912
20,16,5.2872
20,17,39.1706
20,18,38.7421
20,19,18.1390
20,20,0.6258
20,21,1.4641
20,22,6.2323
20,23,9.7086
20,24,7.8421
21,0,0.5929
21,1,1.3813
21,2,0.8195
21,3,5.8403
21,4,9.0725
21,5,14.0688
21,6,5.1436
21,7,7.0450
21,8,37.5351
21,9,16.7832
21,10,2.1094
21,11,7.7463
21,12,0.8518
21,13,35.0252
21,14,129.3609
21,15,14.8700
21,16,5.4249
21,17,37.1884
21,18,39.9681
21,19,18.0486
21,20,0.6593
21,21,1.5076
21,22,6.3725
21,23,9.9401
21,24,7.8784
22,0,0.5732
22,1,1.3246
22,2,0.7908
22,3,5.7546
22,4,9.1726
22,5,13.8758
22,6,5.1003
22,7,7.2534
22,8,38.3948
22,9,17.2402
22,10,2.0082
22,11,7.5144
22,12,0.8355
22,13,34.0236
22,14,129.8116
22,15,14.4778
22,16,5.2849
22,17,37.9022
22,18,39.6229
22,19,17.9220
22,20,0.6296
22,21,1.4561
22,22,6.3194
22,23,10.0294
22,24,7.9161
23,0,0.5703
23,1,1.3623
23,2,0.7956
23,3,5.7026
23,4,8.9673
23,5,13.9482
23,6,5.1271
23,7,7.0920
23,8,37.2931
23,9,16.8520
23,10,2.0181
23,11,7.7484
23,12,0.8383
23,13,34.7265
23,14,128.9616
23,15,15.0891
23,16,5.4561
23,17,37.3161
23,18,40.2036
23,19,18.1920
23,20,0.6582
23,21,1.5505
23,22,6.4904
23,23,10.1453
23,24,8.1289
