t_idx,node_idx,optimal_input_u,state_error_x
13,16,0.0000,380.0000
13,17,0.0000,162.0000
13,18,0.0000,163.0000
13,19,0.0000,76.0000
13,20,0.0000,57.0000
13,21,0.0000,301.0000
13,22,0.0000,198.0000
13,23,0.0000,187.0000
13,24,0.0000,89.0000
14,0,0.0000,0.0000
14,1,0.0000,45.0000
14,2,0.0000,61.0000
14,3,0.0000,53.0000
14,4,0.0000,139.0000
14,5,0.0000,37.0000
14,6,0.0000,134.0000
14,7,0.0000,123.0000
14,8,0.0000,12.0000
14,9,0.0000,111.0000
14,10,0.0000,192.0000
14,11,0.0000,83.0000
14,12,0.0000,38.0000
14,13,0.0000,172.0000
14,14,0.0000,208.0000
14,15,0.0000,64.0000
14,16,0.0000,242.0000
14,17,0.0000,7.0000
14,18,0.0000,284.0000
14,19,0.0000,119.0000
14,20,0.0000,18.0000
14,21,0.0000,50.0000
14,22,0.0000,78.0000
14,23,0.0000,273.0000
14,24,0.0000,1.0000
15,0,0.0000,50.0000
15,1,0.0000,173.0000
15,2,0.0000,125.0000
15,3,0.0000,204.0000
15,4,0.0000,111.0000
15,5,0.0000,14.0000
15,6,0.0000,109.0000
15,7,0.0000,66.0000
15,8,0.0000,2.0000
15,9,0.0000,20.0000
15,10,0.0000,76.0000
15,11,0.0000,84.0000
15,12,0.0000,0.0000
15,13,0.0000,27.0000
15,14,0.0000,102.0000
15,15,0.0000,41.0000
15,16,0.0000,35.0000
15,17,0.0000,231.0000
15,18,0.0000,141.0000
15,19,0.0000,146.0000
15,20,0.0000,51.0000
15,21,0.0000,61.0000
15,22,0.0000,38.0000
15,23,0.0000,19.0000
15,24,0.0000,14.0000
16,0,0.0000,39.0000
16,1,0.0000,154.0000
16,2,0.0000,41.0000
16,3,0.0000,26.0000
16,4,0.0000,28.0000
16,5,0.0000,176.0000
16,6,0.0000,54.0000
16,7,0.0000,17.0000
16,8,0.0000,85.0000
16,9,0.0000,23.0000
16,10,0.0000,242.0000
16,11,0.0000,187.0000
16,12,0.0000,221.0000
16,13,0.0000,11.0000
16,14,0.0000,10.0000
16,15,0.0000,61.0000
16,16,0.0000,117.0000
16,17,0.0000,2.0000
16,18,0.0000,68.0000
16,19,0.0000,103.0000
16,20,0.0000,82.0000
16,21,0.0000,177.0000
16,22,0.0000,6.0000
16,23,0.0000,214.0000
16,24,0.0000,46.0000
17,0,0.0000,100.0000
17,1,0.0000,52.0000
17,2,0.0000,47.0000
17,3,0.0000,177.0000
17,4,0.0000,236.0000
17,5,0.0000,192.0000
17,6,0.0000,284.0000
17,7,0.0000,95.0000
17,8,0.0000,192.0000
17,9,0.0000,234.0000
17,10,0.0000,65.0000
17,11,0.0000,109.0000
17,12,0.0000,102.0000
17,13,0.0000,155.0000
17,14,0.0000,64.0000
17,15,0.0000,11.0000
17,16,0.0000,2.0000
17,17,0.0000,142.0000
17,18,0.0000,153.0000
17,19,0.0000,104.0000
17,20,0.0000,33.0000
17,21,0.0000,41.0000
17,22,0.0000,231.0000
17,23,0.0000,42.0000
17,24,0.0000,3.0000
18,0,0.0000,84.0000
18,1,0.0000,162.0000
18,2,0.0000,65.0000
18,3,0.0000,126.0000
18,4,0.0000,41.0000
18,5,0.0000,9.0000
18,6,0.0000,191.0000
18,7,0.0000,196.0000
18,8,0.0000,100.0000
18,9,0.0000,69.0000
18,10,0.0000,115.0000
18,11,0.0000,8.0000
18,12,0.0000,209.0000
18,13,0.0000,234.0000
18,14,0.0000,206.0000
18,15,0.0000,48.0000
18,16,0.0000,27.0000
18,17,0.0000,5.0000
18,18,0.0000,195.0000
18,19,0.0000,108.0000
18,20,0.0000,159.0000
18,21,0.0000,39.0000
18,22,0.0000,165.0000
18,23,0.0000,28.0000
18,24,0.0000,95.0000
19,0,0.0000,156.0000
19,1,0.0000,43.0000
19,2,0.0000,71.0000
19,3,0.0000,27.0000
19,4,0.0000,203.0000
19,5,0.0000,37.0000
19,6,0.0000,58.0000
19,7,0.0000,228.0000
19,8,0.0000,87.0000
19,9,0.0000,92.0000
19,10,0.0000,304.0000
19,11,0.0000,145.0000
19,12,0.0000,47.0000
19,13,0.0000,255.0000
19,14,0.0000,201.0000
19,15,0.0000,201.0000
19,16,0.0000,54.0000
19,17,0.0000,20.0000
19,18,0.0000,118.0000
19,19,0.0000,67.0000
19,20,0.0000,153.0000
19,21,0.0000,38.0000
19,22,0.0000,139.0000
19,23,0.0000,39.0000
19,24,0.0000,53.0000
20,0,0.0000,116.0000
20,1,0.0000,55.0000
20,2,0.0000,315.0000
20,3,0.0000,110.0000
20,4,0.0000,97.0000
20,5,0.0000,408.0000
20,6,0.0000,79.0000
20,7,0.0000,24.0000
20,8,0.0000,12.0000
20,9,0.0000,111.0000
20,10,0.0000,162.0000
20,11,0.0000,159.0000
20,12,0.0000,98.0000
20,13,0.0000,153.0000
20,14,0.0000,138.0000
20,15,0.0000,40.0000
20,16,0.0000,220.0000
20,17,0.0000,10.0000
20,18,0.0000,158.0000
20,19,0.0000,5.0000
20,20,0.0000,116.0000
20,21,0.0000,62.0000
20,22,0.0000,18.0000
20,23,0.0000,43.0000
20,24,0.0000,89.0000
21,0,0.0000,85.0000
21,1,0.0000,236.0000
21,2,0.0000,3.0000
21,3,0.0000,230.0000
21,4,0.0000,24.0000
21,5,0.0000,102.0000
21,6,0.0000,211.0000
21,7,0.0000,48.0000
21,8,0.0000,69.0000
21,9,0.0000,155.0000
21,10,0.0000,23.0000
21,11,0.0000,160.0000
21,12,0.0000,8.0000
21,13,0.0000,33.0000
21,14,0.0000,184.0000
21,15,0.0000,6.0000
21,16,0.0000,160.0000
21,17,0.0000,68.0000
21,18,0.0000,330.0000
21,19,0.0000,104.0000
21,20,0.0000,39.0000
21,21,0.0000,113.0000
21,22,0.0000,230.0000
21,23,0.0000,251.0000
21,24,0.0000,128.0000
22,0,0.0000,162.0000
22,1,0.0000,88.0000
22,2,0.0000,140.0000
22,3,0.0000,136.0000
22,4,0.0000,59.0000
22,5,0.0000,113.0000
22,6,0.0000,95.0000
22,7,0.0000,7.0000
22,8,0.0000,47.0000
22,9,0.0000,24.0000
22,10,0.0000,76.0000
22,11,0.0000,43.0000
22,12,0.0000,358.0000
22,13,0.0000,59.0000
22,14,0.0000,78.0000
22,15,0.0000,100.0000
22,16,0.0000,56.0000
22,17,0.0000,88.0000
22,18,0.0000,70.0000
22,19,0.0000,194.0000
22,20,0.0000,279.0000
22,21,0.0000,43.0000
22,22,0.0000,6.0000
22,23,0.0000,70.0000
22,24,0.0000,135.0000
23,0,0.0000,62.0000
23,1,0.0000,42.0000
23,2,0.0000,67.0000
23,3,0.0000,85.0000
23,4,0.0000,88.0000
23,5,0.0000,5.0000
23,6,0.0000,3.0000
23,7,0.0000,41.0000
23,8,0.0000,6.0000
23,9,0.0000,82.0000
23,10,0.0000,70.0000
23,11,0.0000,11.0000
23,12,0.0000,75.0000
23,13,0.0000,10.0000
23,14,0.0000,123.0000
23,15,0.0000,222.0000
23,16,0.0000,74.0000
23,17,0.0000,8.0000
23,18,0.0000,182.0000
23,19,0.0000,90.0000
23,20,0.0000,22.0000
23,21,0.0000,14.0000
23,22,0.0000,49.0000
23,23,0.0000,88.0000
23,24,0.0000,57.0000
24,0,0.0000,175.0000
24,1,0.0000,35.0000
24,2,0.0000,54.0000
24,3,0.0000,67.0000
24,4,0.0000,125.0000
24,5,0.0000,185.0000
24,6,0.0000,120.0000
24,7,0.0000,125.0000
24,8,0.0000,125.0000
24,9,0.0000,181.0000
24,10,0.0000,171.0000
24,11,0.0000,135.0000
24,12,0.0000,28.0000
24,13,0.0000,2.0000
24,14,0.0000,430.0000
24,15,0.0000,23.0000
24,16,0.0000,96.0000
24,17,0.0000,62.0000
24,18,0.0000,29.0000
24,19,0.0000,29.0000
24,20,0.0000,31.0000
24,21,0.0000,90.0000
24,22,0.0000,262.0000
24,23,0.0000,29.0000
24,24,0.0000,29.0000
25,0,0.0000,47.0000
25,1,0.0000,41.0000
25,2,0.0000,63.0000
25,3,0.0000,143.0000
25,4,0.0000,124.0000
25,5,0.0000,185.0000
25,6,0.0000,48.0000
25,7,0.0000,7.0000
25,8,0.0000,15.0000
25,9,0.0000,63.0000
25,10,0.0000,80.0000
25,11,0.0000,121.0000
25,12,0.0000,145.0000
25,13,0.0000,21.0000
25,14,0.0000,122.0000
25,15,0.0000,94.0000
25,16,0.0000,256.0000
25,17,0.0000,80.0000
25,18,0.0000,117.0000
25,19,0.0000,90.0000
25,20,0.0000,118.0000
25,21,0.0000,22.0000
25,22,0.0000,4.0000
25,23,0.0000,86.0000
25,24,0.0000,94.0000
26,0,0.0000,72.0000
26,1,0.0000,133.0000
26,2,0.0000,23.0000
26,3,0.0000,257.0000
26,4,0.0000,316.0000
26,5,0.0000,157.0000
26,6,0.0000,248.0000
26,7,0.0000,32.0000
26,8,0.0000,215.0000
26,9,0.0000,158.0000
26,10,0.0000,22.0000
26,11,0.0000,279.0000
26,12,0.0000,27.0000
26,13,0.0000,27.0000
26,14,0.0000,32.0000
26,15,0.0000,117.0000
26,16,0.0000,120.0000
26,17,0.0000,25.0000
26,18,0.0000,347.0000
26,19,0.0000,6.0000
26,20,0.0000,240.0000
26,21,0.0000,248.0000
26,22,0.0000,123.0000
26,23,0.0000,9.0000
26,24,0.0000,119.0000
27,0,0.0000,8.0000
27,1,0.0000,53.0000
27,2,0.0000,150.0000
27,3,0.0000,165.0000
27,4,0.0000,185.0000
27,5,0.0000,141.0000
27,6,0.0000,107.0000
27,7,0.0000,58.0000
27,8,0.0000,84.0000
27,9,0.0000,73.0000
27,10,0.0000,165.0000
27,11,0.0000,123.0000
27,12,0.0000,255.0000
27,13,0.0000,160.0000
27,14,0.0000,209.0000
27,15,0.0000,115.0000
27,16,0.0000,26.0000
27,17,0.0000,43.0000
27,18,0.0000,160.0000
27,19,0.0000,213.0000
27,20,0.0000,29.0000
27,21,0.0000,146.0000
27,22,0.0000,206.0000
27,23,0.0000,80.0000
27,24,0.0000,10.0000
28,0,0.0000,59.0000
28,1,0.0000,97.0000
28,2,0.0000,53.0000
28,3,0.0000,37.0000
28,4,0.0000,2.0000
28,5,0.0000,25.0000
28,6,0.0000,209.0000
28,7,0.0000,103.0000
28,8,0.0000,18.0000
28,9,0.0000,335.0000
28,10,0.0000,23.0000
28,11,0.0000,174.0000
28,12,0.0000,153.0000
28,13,0.0000,50.0000
28,14,0.0000,115.0000
28,15,0.0000,64.0000
28,16,0.0000,51.0000
28,17,0.0000,178.0000
28,18,0.0000,100.0000
28,19,0.0000,237.0000
28,20,0.0000,217.0000
28,21,0.0000,49.0000
28,22,0.0000,177.0000
28,23,0.0000,73.0000
28,24,0.0000,297.0000
29,0,0.0000,140.0000
29,1,0.0000,46.0000
29,2,0.0000,40.0000
29,3,0.0000,149.0000
29,4,0.0000,146.0000
29,5,0.0000,49.0000
29,6,0.0000,41.0000
29,7,0.0000,51.0000
29,8,0.0000,192.0000
29,9,0.0000,44.0000
29,10,0.0000,22.0000
29,11,0.0000,31.0000
29,12,0.0000,6.0000
29,13,0.0000,82.0000
29,14,0.0000,15.0000
29,15,0.0000,88.0000
29,16,0.0000,21.0000
29,17,0.0000,96.0000
29,18,0.0000,19.0000
29,19,0.0000,98.0000
29,20,0.0000,127.0000
29,21,0.0000,69.0000
29,22,0.0000,169.0000
29,23,0.0000,211.0000
29,24,0.0000,76.0000
30,0,0.0000,216.0000
30,1,0.0000,138.0000
30,2,0.0000,20.0000
30,3,0.0000,143.0000
30,4,0.0000,71.0000
30,5,0.0000,29.0000
30,6,0.0000,37.0000
30,7,0.0000,78.0000
30,8,0.0000,272.0000
30,9,0.0000,40.0000
30,10,0.0000,65.0000
30,11,0.0000,123.0000
30,12,0.0000,226.0000
30,13,0.0000,81.0000
30,14,0.0000,12.0000
30,15,0.0000,124.0000
30,16,0.0000,76.0000
30,17,0.0000,20.0000
30,18,0.0000,15.0000
30,19,0.0000,13.0000
30,20,0.0000,164.0000
30,21,0.0000,53.0000
30,22,0.0000,3.0000
30,23,0.0000,87.0000
30,24,0.0000,6.0000
31,0,0.0000,150.0000
31,1,0.0000,101.0000
31,2,0.0000,249.0000
31,3,0.0000,25.0000
31,4,0.0000,104.0000
31,5,0.0000,81.0000
31,6,0.0000,17.0000
31,7,0.0000,150.0000
31,8,0.0000,14.0000
31,9,0.0000,164.0000
31,10,0.0000,126.0000
31,11,0.0000,46.0000
31,12,0.0000,17.0000
31,13,0.0000,135.0000
31,14,0.0000,152.0000
31,15,0.0000,104.0000
31,16,0.0000,237.0000
31,17,0.0000,89.0000
31,18,0.0000,142.0000
31,19,0.0000,94.0000
31,20,0.0000,69.0000
31,21,0.0000,110.0000
31,22,0.0000,27.0000
31,23,0.0000,75.0000
31,24,0.0000,40.0000
32,0,0.0000,83.0000
32,1,0.0000,135.0000
32,2,0.0000,40.0000
32,3,0.0000,57.0000
32,4,0.0000,146.0000
32,5,0.0000,249.0000
32,6,0.0000,99.0000
32,7,0.0000,71.0000
32,8,0.0000,102.0000
32,9,0.0000,7.0000
32,10,0.0000,134.0000
32,11,0.0000,159.0000
32,12,0.0000,40.0000
32,13,0.0000,17.0000
32,14,0.0000,43.0000
32,15,0.0000,124.0000
32,16,0.0000,101.0000
32,17,0.0000,224.0000
32,18,0.0000,49.0000
32,19,0.0000,16.0000
32,20,0.0000,138.0000
32,21,0.0000,185.0000
32,22,0.0000,132.0000
32,23,0.0000,85.0000
32,24,0.0000,54.0000
33,0,0.0000,151.0000
33,1,0.0000,123.0000
33,2,0.0000,5.0000
33,3,0.0000,90.0000
33,4,0.0000,48.0000
33,5,0.0000,35.0000
33,6,0.0000,29.0000
33,7,0.0000,106.0000
33,8,0.0000,70.0000
33,9,0.0000,75.0000
33,10,0.0000,62.0000
33,11,0.0000,299.0000
33,12,0.0000,199.0000
33,13,0.0000,311.0000
33,14,0.0000,32.0000
33,15,0.0000,200.0000
33,16,0.0000,64.0000
33,17,0.0000,31.0000
33,18,0.0000,91.0000
33,19,0.0000,9.0000
33,20,0.0000,35.0000
33,21,0.0000,49.0000
33,22,0.0000,172.0000
33,23,0.0000,67.0000
33,24,0.0000,73.0000
34,0,0.0000,97.0000
34,1,0.0000,133.0000
34,2,0.0000,119.0000
34,3,0.0000,66.0000
34,4,0.0000,13.0000
34,5,0.0000,74.0000
34,6,0.0000,39.0000
34,7,0.0000,112.0000
34,8,0.0000,178.0000
34,9,0.0000,88.0000
34,10,0.0000,85.0000
34,11,0.0000,87.0000
34,12,0.0000,148.0000
34,13,0.0000,141.0000
34,14,0.0000,51.0000
34,15,0.0000,129.0000
34,16,0.0000,121.0000
34,17,0.0000,116.0000
34,18,0.0000,81.0000
34,19,0.0000,203.0000
34,20,0.0000,41.0000
34,21,0.0000,31.0000
34,22,0.0000,220.0000
34,23,0.0000,73.0000
34,24,0.0000,38.0000
35,0,0.0000,16.0000
35,1,0.0000,166.0000
35,2,0.0000,25.0000
35,3,0.0000,27.0000
35,4,0.0000,71.0000
35,5,0.0000,27.0000
35,6,0.0000,153.0000
35,7,0.0000,12.0000
35,8,0.0000,16.0000
35,9,0.0000,120.0000
35,10,0.0000,3.0000
35,11,0.0000,98.0000
35,12,0.0000,15.0000
35,13,0.0000,205.0000
35,14,0.0000,13.0000
35,15,0.0000,11.0000
35,16,0.0000,80.0000
35,17,0.0000,45.0000
35,18,0.0000,100.0000
35,19,0.0000,178.0000
35,20,0.0000,59.0000
35,21,0.0000,96.0000
35,22,0.0000,13.0000
35,23,0.0000,84.0000
35,24,0.0000,11.0000
