t_idx,node_idx,ik_suggested_delta,ik_strain_energy
6,24,-0.9037,0.0001
7,0,1.5553,0.0005
7,1,1.0023,0.0005
7,2,-2.5401,0.0005
7,3,-0.2408,0.0005
7,4,-1.1287,0.0005
7,5,-0.4153,0.0005
7,6,-0.8192,0.0005
7,7,0.6396,0.0005
7,8,1.0701,0.0005
7,9,-0.6118,0.0005
7,10,0.2356,0.0005
7,11,1.1187,0.0005
7,12,0.3709,0.0005
7,13,1.7856,0.0005
7,14,0.9311,0.0005
7,15,-2.7507,0.0005
7,16,-1.1940,0.0005
7,17,0.5031,0.0005
7,18,-0.7502,0.0005
7,19,0.8109,0.0005
7,20,-1.5909,0.0005
7,21,-0.0793,0.0005
7,22,1.6914,0.0005
7,23,1.5203,0.0005
7,24,-1.1141,0.0005
8,0,0.6547,0.0003
8,1,-1.4083,0.0003
8,2,-0.7070,0.0003
8,3,0.4113,0.0003
8,4,-1.2579,0.0003
8,5,-0.3441,0.0003
8,6,2.0515,0.0003
8,7,0.3193,0.0003
8,8,0.2493,0.0003
8,9,-1.2255,0.0003
8,10,-0.1178,0.0003
8,11,0.2440,0.0003
8,12,0.5029,0.0003
8,13,1.0550,0.0003
8,14,2.1268,0.0003
8,15,-1.9844,0.0003
8,16,0.5852,0.0003
8,17,-0.0848,0.0003
8,18,-1.1249,0.0003
8,19,0.6267,0.0003
8,20,-1.3427,0.0003
8,21,-1.3173,0.0003
8,22,0.6519,0.0003
8,23,2.9550,0.0003
8,24,-1.5188,0.0003
9,0,0.4125,0.0010
9,1,0.1160,0.0010
9,2,-2.0978,0.0010
9,3,1.0443,0.0010
9,4,-2.3458,0.0010
9,5,-0.4688,0.0010
9,6,1.3109,0.0010
9,7,0.7819,0.0010
9,8,1.6099,0.0010
9,9,-1.1604,0.0010
9,10,-0.4177,0.0010
9,11,1.4003,0.0010
9,12,1.8873,0.0010
9,13,3.1954,0.0010
9,14,1.9943,0.0010
9,15,-2.8802,0.0010
9,16,-1.0763,0.0010
9,17,0.0241,0.0010
9,18,-1.1504,0.0010
9,19,0.5620,0.0010
9,20,-3.2911,0.0010
9,21,-1.8563,0.0010
9,22,1.3352,0.0010
9,23,1.1197,0.0010
9,24,-0.0489,0.0010
10,0,-2.4852,0.0595
10,1,-4.6532,0.0595
10,2,-3.7291,0.0595
10,3,-5.6231,0.0595
10,4,0.3168,0.0595
10,5,-2.2185,0.0595
10,6,13.7421,0.0595
10,7,-5.3366,0.0595
10,8,7.5532,0.0595
10,9,7.0176,0.0595
10,10,-4.7758,0.0595
10,11,-4.1330,0.0595
10,12,-3.9202,0.0595
10,13,-2.6817,0.0595
10,14,7.2623,0.0595
10,15,-8.1286,0.0595
10,16,0.6742,0.0595
10,17,7.1213,0.0595
10,18,-6.7396,0.0595
10,19,-8.3419,0.0595
10,20,6.5779,0.0595
10,21,3.4515,0.0595
10,22,4.1852,0.0595
10,23,7.4180,0.0595
10,24,-2.5535,0.0595
11,0,-6.2666,0.1158
11,1,-4.8956,0.1158
11,2,-5.8514,0.1158
11,3,-0.2397,0.1158
11,4,2.7039,0.1158
11,5,-4.1386,0.1158
11,6,14.6171,0.1158
11,7,-7.7595,0.1158
11,8,1.9686,0.1158
11,9,9.4355,0.1158
11,10,-1.3190,0.1158
11,11,-4.8203,0.1158
11,12,-4.9581,0.1158
11,13,4.3868,0.1158
11,14,9.8722,0.1158
11,15,-10.7370,0.1158
11,16,-3.9236,0.1158
11,17,9.3630,0.1158
11,18,-10.9076,0.1158
11,19,-10.7254,0.1158
11,20,6.7563,0.1158
11,21,12.4553,0.1158
11,22,4.0808,0.1158
11,23,6.5445,0.1158
11,24,-5.6418,0.1158
12,0,-7.5416,0.1525
12,1,-5.0106,0.1525
12,2,-5.4510,0.1525
12,3,-0.3019,0.1525
12,4,2.2792,0.1525
12,5,-4.0100,0.1525
12,6,16.8035,0.1525
12,7,-8.8378,0.1525
12,8,2.9335,0.1525
12,9,8.9343,0.1525
12,10,-1.7754,0.1525
12,11,-5.3201,0.1525
12,12,-6.8695,0.1525
12,13,4.1572,0.1525
12,14,10.7165,0.1525
12,15,-12.3359,0.1525
12,16,-5.3976,0.1525
12,17,9.6296,0.1525
12,18,-10.2751,0.1525
12,19,-10.9183,0.1525
12,20,8.8570,0.1525
12,21,13.4754,0.1525
12,22,4.5594,0.1525
12,23,8.0099,0.1525
12,24,-6.3106,0.1525
13,0,-14.8952,0.6011
13,1,12.4000,0.6011
13,2,-17.4823,0.6011
13,3,3.8575,0.6011
13,4,11.0700,0.6011
13,5,2.1812,0.6011
13,6,11.2425,0.6011
13,7,-9.3136,0.6011
13,8,-20.9111,0.6011
13,9,14.9994,0.6011
13,10,12.0585,0.6011
13,11,-6.7543,0.6011
13,12,-2.1150,0.6011
13,13,9.8442,0.6011
13,14,20.0313,0.6011
13,15,-21.0251,0.6011
13,16,0.8972,0.6011
13,17,12.3055,0.6011
13,18,-16.6161,0.6011
13,19,-15.8928,0.6011
13,20,4.0431,0.6011
13,21,7.5896,0.6011
13,22,6.9876,0.6011
13,23,-1.9059,0.6011
13,24,-2.5962,0.6011
14,0,-4.7022,1.7475
14,1,13.7203,1.7475
14,2,1.7346,1.7475
14,3,-21.9182,1.7475
14,4,2.4127,1.7475
14,5,19.0094,1.7475
14,6,-7.5046,1.7475
14,7,-22.3466,1.7475
14,8,-34.7949,1.7475
14,9,10.3343,1.7475
14,10,-13.9971,1.7475
14,11,4.4817,1.7475
14,12,4.4989,1.7475
14,13,4.1589,1.7475
14,14,55.7996,1.7475
14,15,-8.3144,1.7475
14,16,-6.5094,1.7475
14,17,29.2350,1.7475
14,18,-22.9632,1.7475
14,19,-23.9681,1.7475
14,20,9.9422,1.7475
14,21,1.7047,1.7475
14,22,-7.5949,1.7475
14,23,8.4590,1.7475
14,24,9.1223,1.7475
15,0,27.0398,12.5993
15,1,12.3308,12.5993
15,2,18.3468,12.5993
15,3,-51.0177,12.5993
15,4,5.9826,12.5993
15,5,-30.9135,12.5993
15,6,5.7696,12.5993
15,7,1.6076,12.5993
15,8,-39.7437,12.5993
15,9,-15.1335,12.5993
15,10,29.6387,12.5993
15,11,-0.9932,12.5993
15,12,-29.0627,12.5993
15,13,8.1225,12.5993
15,14,76.0831,12.5993
15,15,-1.6528,12.5993
15,16,-13.6547,12.5993
15,17,13.1749,12.5993
15,18,-9.7739,12.5993
15,19,-58.1318,12.5993
15,20,-7.0256,12.5993
15,21,6.6324,12.5993
15,22,-4.0993,12.5993
15,23,3.4050,12.5993
15,24,53.0686,12.5993
16,0,-0.2399,5.2079
16,1,0.8894,5.2079
16,2,4.0831,5.2079
16,3,-42.0845,5.2079
16,4,-3.6111,5.2079
16,5,-26.5106,5.2079
16,6,17.8981,5.2079
16,7,6.9423,5.2079
16,8,-9.5069,5.2079
16,9,-5.9626,5.2079
16,10,12.1209,5.2079
16,11,12.0146,5.2079
16,12,-37.3436,5.2079
16,13,-0.0682,5.2079
16,14,62.3810,5.2079
16,15,13.1346,5.2079
16,16,-2.0876,5.2079
16,17,32.5679,5.2079
16,18,-8.0475,5.2079
16,19,-34.6285,5.2079
16,20,-5.6549,5.2079
16,21,11.6801,5.2079
16,22,-18.7598,5.2079
16,23,6.2597,5.2079
16,24,14.5340,5.2079
17,0,2.1003,6.2571
17,1,2.2774,6.2571
17,2,4.9249,6.2571
17,3,-44.6268,6.2571
17,4,-4.5367,6.2571
17,5,-26.7996,6.2571
17,6,17.9308,6.2571
17,7,7.5471,6.2571
17,8,-12.3267,6.2571
17,9,-8.5030,6.2571
17,10,16.5735,6.2571
17,11,7.5375,6.2571
17,12,-35.9149,6.2571
17,13,1.5914,6.2571
17,14,64.6312,6.2571
17,15,13.9659,6.2571
17,16,-5.3192,6.2571
17,17,32.8467,6.2571
17,18,-11.4391,6.2571
17,19,-37.3667,6.2571
17,20,-3.2532,6.2571
17,21,11.0043,6.2571
17,22,-17.7311,6.2571
17,23,6.3356,6.2571
17,24,18.5505,6.2571
18,0,-23.3769,19.5790
18,1,38.5163,19.5790
18,2,38.5060,19.5790
18,3,-51.1828,19.5790
18,4,14.5430,19.5790
18,5,-32.4636,19.5790
18,6,-1.7463,19.5790
18,7,20.6522,19.5790
18,8,14.4985,19.5790
18,9,-24.4397,19.5790
18,10,1.8289,19.5790
18,11,-30.5181,19.5790
18,12,-31.8396,19.5790
18,13,13.8381,19.5790
18,14,64.7049,19.5790
18,15,5.2219,19.5790
18,16,16.0217,19.5790
18,17,29.3316,19.5790
18,18,-24.5320,19.5790
18,19,-41.8682,19.5790
18,20,-25.2613,19.5790
18,21,22.8842,19.5790
18,22,-24.7661,19.5790
18,23,22.3442,19.5790
18,24,9.1027,19.5790
19,0,4.0067,18.9881
19,1,28.0993,18.9881
19,2,35.6562,18.9881
19,3,-50.7518,18.9881
19,4,19.3575,18.9881
19,5,-35.2738,18.9881
19,6,-0.6921,18.9881
19,7,0.9440,18.9881
19,8,-18.2022,18.9881
19,9,-17.8925,18.9881
19,10,11.0268,18.9881
19,11,-9.3061,18.9881
19,12,-31.8090,18.9881
19,13,14.8367,18.9881
19,14,77.5009,18.9881
19,15,-13.7106,18.9881
19,16,6.9570,18.9881
19,17,11.2242,18.9881
19,18,-11.2451,18.9881
19,19,-57.9373,18.9881
19,20,-22.8922,18.9881
19,21,23.7913,18.9881
19,22,-12.0101,18.9881
19,23,12.9483,18.9881
19,24,35.3739,18.9881
20,0,7.0937,20.1277
20,1,24.6333,20.1277
20,2,37.1458,20.1277
20,3,-53.9178,20.1277
20,4,10.7444,20.1277
20,5,-35.6023,20.1277
20,6,1.6692,20.1277
20,7,-0.3532,20.1277
20,8,-15.3137,20.1277
20,9,-15.8434,20.1277
20,10,14.0505,20.1277
20,11,-4.0040,20.1277
20,12,-28.8636,20.1277
20,13,12.5361,20.1277
20,14,79.4764,20.1277
20,15,-16.3136,20.1277
20,16,7.9470,20.1277
20,17,8.3512,20.1277
20,18,-9.5627,20.1277
20,19,-57.7543,20.1277
20,20,-18.3122,20.1277
20,21,27.1454,20.1277
20,22,-14.1855,20.1277
20,23,8.3065,20.1277
20,24,30.9270,20.1277
21,0,4.9728,14.0670
21,1,17.4008,14.0670
21,2,23.0466,14.0670
21,3,-56.0475,14.0670
21,4,10.6245,14.0670
21,5,-38.0852,14.0670
21,6,11.5756,14.0670
21,7,5.4850,14.0670
21,8,-14.0884,14.0670
21,9,-20.7334,14.0670
21,10,-11.6290,14.0670
21,11,-20.0855,14.0670
21,12,-36.5923,14.0670
21,13,14.6353,14.0670
21,14,67.0180,14.0670
21,15,-1.4612,14.0670
21,16,5.5734,14.0670
21,17,22.4122,14.0670
21,18,-5.0987,14.0670
21,19,-33.0304,14.0670
21,20,-19.2946,14.0670
21,21,29.1247,14.0670
21,22,-11.9722,14.0670
21,23,17.6776,14.0670
21,24,38.5717,14.0670
22,0,-34.5644,76.7631
22,1,-18.1025,76.7631
22,2,-27.4545,76.7631
22,3,-11.9549,76.7631
22,4,-20.4086,76.7631
22,5,-39.8509,76.7631
22,6,1.0997,76.7631
22,7,11.1717,76.7631
22,8,2.5411,76.7631
22,9,43.1063,76.7631
22,10,-49.1351,76.7631
22,11,-73.7581,76.7631
22,12,-31.8599,76.7631
22,13,1.6971,76.7631
22,14,14.9028,76.7631
22,15,57.0439,76.7631
22,16,-23.9518,76.7631
22,17,47.0087,76.7631
22,18,28.5265,76.7631
22,19,89.4951,76.7631
22,20,-20.4851,76.7631
22,21,-17.4044,76.7631
22,22,21.8185,76.7631
22,23,39.5284,76.7631
22,24,10.9905,76.7631
23,0,4.6039,32.2960
23,1,-1.6897,32.2960
23,2,-37.6926,32.2960
23,3,-3.8577,32.2960
23,4,14.9022,32.2960
23,5,-23.5522,32.2960
23,6,9.5561,32.2960
23,7,32.9410,32.2960
23,8,-2.6293,32.2960
23,9,-12.0168,32.2960
23,10,-55.6747,32.2960
23,11,-63.9341,32.2960
23,12,-15.0436,32.2960
23,13,15.5748,32.2960
23,14,50.7016,32.2960
23,15,42.3625,32.2960
23,16,-9.1943,32.2960
23,17,22.9300,32.2960
23,18,39.3539,32.2960
23,19,0.0487,32.2960
23,20,1.7957,32.2960
23,21,0.0497,32.2960
23,22,17.5382,32.2960
23,23,-6.2638,32.2960
23,24,-20.8095,32.2960
