t_idx,time_label,node_idx,node_label,account_category,fk_echo_impact
3,2020-04,3,03_ACC_Cash,Asset,-52081.4063
3,2020-04,4,04_ACC_Inventory,Asset,-2735.1476
3,2020-04,5,05_ACC_Payroll_Exp,Expense,7667.0945
3,2020-04,6,06_ACC_Rent_Exp,Expense,2159.7266
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,-50480.48
3,2020-04,8,08_ACC_Travel_Exp,Expense,2534.573
3,2020-04,9,09_ACC_Equity_Capital,Equity,0.0
4,2020-05,0,00_ACC_Accounts_Payable,Liability,-12281.5893
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,-121411.8827
4,2020-05,2,02_ACC_COGS,Expense,41451.3883
4,2020-05,3,03_ACC_Cash,Asset,-92076.9301
4,2020-05,4,04_ACC_Inventory,Asset,17055.861
4,2020-05,5,05_ACC_Payroll_Exp,Expense,7519.5773
4,2020-05,6,06_ACC_Rent_Exp,Expense,2232.328
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,-91231.08
4,2020-05,8,08_ACC_Travel_Exp,Expense,3859.2221
4,2020-05,9,09_ACC_Equity_Capital,Equity,0.0
5,2020-06,0,00_ACC_Accounts_Payable,Liability,-44979.3232
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,-49211.2495
5,2020-06,2,02_ACC_COGS,Expense,17650.1905
5,2020-06,3,03_ACC_Cash,Asset,-39398.9221
5,2020-06,4,04_ACC_Inventory,Asset,-15001.2347
5,2020-06,5,05_ACC_Payroll_Exp,Expense,7068.5269
5,2020-06,6,06_ACC_Rent_Exp,Expense,2043.9191
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,-54879.67
5,2020-06,8,08_ACC_Travel_Exp,Expense,3757.9234
5,2020-06,9,09_ACC_Equity_Capital,Equity,0.0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,-46408.3845
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,-31241.656
6,2020-07,2,02_ACC_COGS,Expense,30116.0162
6,2020-07,3,03_ACC_Cash,Asset,-61955.4076
6,2020-07,4,04_ACC_Inventory,Asset,-38637.2868
6,2020-07,5,05_ACC_Payroll_Exp,Expense,7636.2867
6,2020-07,6,06_ACC_Rent_Exp,Expense,2453.679
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,-111667.96
6,2020-07,8,08_ACC_Travel_Exp,Expense,3280.6223
6,2020-07,9,09_ACC_Equity_Capital,Equity,0.0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,-26113.797
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,-48539.487
7,2020-08,2,02_ACC_COGS,Expense,33429.5347
7,2020-08,3,03_ACC_Cash,Asset,-67450.114
7,2020-08,4,04_ACC_Inventory,Asset,-41033.1474
7,2020-08,5,05_ACC_Payroll_Exp,Expense,7285.1443
7,2020-08,6,06_ACC_Rent_Exp,Expense,1907.9286
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,-124227.22
7,2020-08,8,08_ACC_Travel_Exp,Expense,3481.9572
7,2020-08,9,09_ACC_Equity_Capital,Equity,0.0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,-36095.8539
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,-85219.058
8,2020-09,2,02_ACC_COGS,Expense,34167.6655
8,2020-09,3,03_ACC_Cash,Asset,-70970.2693
8,2020-09,4,04_ACC_Inventory,Asset,-22410.4758
8,2020-09,5,05_ACC_Payroll_Exp,Expense,8141.3906
8,2020-09,6,06_ACC_Rent_Exp,Expense,1290.6844
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,-95107.68
8,2020-09,8,08_ACC_Travel_Exp,Expense,2870.76
8,2020-09,9,09_ACC_Equity_Capital,Equity,0.0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,-27493.8953
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,-102944.3425
9,2020-10,2,02_ACC_COGS,Expense,25567.1267
9,2020-10,3,03_ACC_Cash,Asset,-61296.7311
9,2020-10,4,04_ACC_Inventory,Asset,-5081.851
9,2020-10,5,05_ACC_Payroll_Exp,Expense,7188.5296
9,2020-10,6,06_ACC_Rent_Exp,Expense,2496.1664
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,-56232.85
9,2020-10,8,08_ACC_Travel_Exp,Expense,2705.6279
9,2020-10,9,09_ACC_Equity_Capital,Equity,0.0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,-29912.6181
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,-84481.5695
10,2020-11,2,02_ACC_COGS,Expense,22512.6019
10,2020-11,3,03_ACC_Cash,Asset,-55368.4141
10,2020-11,4,04_ACC_Inventory,Asset,-4135.5154
10,2020-11,5,05_ACC_Payroll_Exp,Expense,6591.377
10,2020-11,6,06_ACC_Rent_Exp,Expense,2227.444
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,-46444.07
10,2020-11,8,08_ACC_Travel_Exp,Expense,1719.9051
10,2020-11,9,09_ACC_Equity_Capital,Equity,0.0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,-39597.2394
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,-48198.2345
11,2020-12,2,02_ACC_COGS,Expense,19558.849
11,2020-12,3,03_ACC_Cash,Asset,-34197.4393
11,2020-12,4,04_ACC_Inventory,Asset,-14964.8835
11,2020-12,5,05_ACC_Payroll_Exp,Expense,7118.8789
11,2020-12,6,06_ACC_Rent_Exp,Expense,652.8163
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,-58092.97
11,2020-12,8,08_ACC_Travel_Exp,Expense,1927.0708
11,2020-12,9,09_ACC_Equity_Capital,Equity,0.0
