t_idx,time_label,node_idx,node_label,account_category,curvature,density
8,2020-09,8,08_ACC_Travel_Exp,Expense,1676.76,7465.0
8,2020-09,9,09_ACC_Equity_Capital,Equity,0.0,0.0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,7059.07,101437.17
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,10662.29,167612.12
9,2020-10,2,02_ACC_COGS,Expense,8238.73,29886.7
9,2020-10,3,03_ACC_Cash,Asset,2917.45,196552.58
9,2020-10,4,04_ACC_Inventory,Asset,17090.46,78061.36
9,2020-10,5,05_ACC_Payroll_Exp,Expense,4950.47,18513.78
9,2020-10,6,06_ACC_Rent_Exp,Expense,4660.0,6428.78
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,9755.29,56232.85
9,2020-10,8,08_ACC_Travel_Exp,Expense,1060.46,6968.24
9,2020-10,9,09_ACC_Equity_Capital,Equity,0.0,0.0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,6234.42,94037.33
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,60911.2,137892.25
10,2020-11,2,02_ACC_COGS,Expense,19470.96,26027.79
10,2020-11,3,03_ACC_Cash,Asset,34505.07,166455.44
10,2020-11,4,04_ACC_Inventory,Asset,7014.71,73345.79
10,2020-11,5,05_ACC_Payroll_Exp,Expense,1835.46,17692.5
10,2020-11,6,06_ACC_Rent_Exp,Expense,3522.44,5978.88
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,29086.05,46444.07
10,2020-11,8,08_ACC_Travel_Exp,Expense,1854.93,4616.55
10,2020-11,9,09_ACC_Equity_Capital,Equity,0.0,0.0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,17622.39,78035.96
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,36042.59,115005.15
11,2020-12,2,02_ACC_COGS,Expense,10110.12,32279.0
11,2020-12,3,03_ACC_Cash,Asset,95.18,107053.3
11,2020-12,4,04_ACC_Inventory,Asset,5599.69,83250.77
11,2020-12,5,05_ACC_Payroll_Exp,Expense,67.21,16938.43
11,2020-12,6,06_ACC_Rent_Exp,Expense,3975.69,1553.29
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,21437.68,58092.97
11,2020-12,8,08_ACC_Travel_Exp,Expense,2320.35,4585.21
11,2020-12,9,09_ACC_Equity_Capital,Equity,0.0,0.0
