t_idx,src_idx,tgt_idx,stiffness_diff
1,2,4,0.0
1,2,5,0.0
1,2,6,0.0
1,2,7,0.0
1,2,8,0.0
1,2,9,0.0
1,3,0,0.0
1,3,1,0.0
1,3,2,0.0
1,3,3,0.0
1,3,4,0.0
1,3,5,0.0
1,3,6,0.0
1,3,7,0.0
1,3,8,0.0
1,3,9,0.0
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,4,4,0.0
1,4,5,0.0
1,4,6,0.0
1,4,7,0.0
1,4,8,0.0
1,4,9,0.0
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,7,0,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.0
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,9,0,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.0
1,9,4,0.0
1,9,5,0.0
1,9,6,0.0
1,9,7,0.0
1,9,8,0.0
1,9,9,0.0
2,0,0,5e-12
2,0,1,1.1e-11
2,0,2,2e-12
2,0,3,-6e-12
2,0,4,-3e-12
2,0,5,0.0
2,0,6,-0.0
2,0,7,-9e-12
2,0,8,1e-12
2,0,9,0.0
2,1,0,1.1e-11
2,1,1,2.3e-11
2,1,2,4e-12
2,1,3,-1.4e-11
2,1,4,-7e-12
2,1,5,1e-12
2,1,6,-0.0
2,1,7,-1.9e-11
2,1,8,2e-12
2,1,9,0.0
2,2,0,2e-12
2,2,1,4e-12
2,2,2,1e-12
2,2,3,-2e-12
2,2,4,-1e-12
2,2,5,0.0
2,2,6,-0.0
2,2,7,-3e-12
2,2,8,0.0
2,2,9,0.0
2,3,0,-6e-12
2,3,1,-1.4e-11
2,3,2,-2e-12
2,3,3,8e-12
2,3,4,4e-12
2,3,5,-0.0
2,3,6,0.0
2,3,7,1.1e-11
2,3,8,-1e-12
2,3,9,0.0
2,4,0,-3e-12
2,4,1,-7e-12
2,4,2,-1e-12
2,4,3,4e-12
2,4,4,2e-12
2,4,5,-0.0
2,4,6,0.0
2,4,7,6e-12
2,4,8,-1e-12
2,4,9,0.0
2,5,0,0.0
2,5,1,1e-12
2,5,2,0.0
2,5,3,-0.0
2,5,4,-0.0
2,5,5,0.0
2,5,6,-0.0
2,5,7,-0.0
2,5,8,0.0
2,5,9,0.0
2,6,0,-0.0
2,6,1,-0.0
2,6,2,-0.0
2,6,3,0.0
2,6,4,0.0
2,6,5,-0.0
2,6,6,0.0
2,6,7,0.0
2,6,8,-0.0
2,6,9,0.0
2,7,0,-9e-12
2,7,1,-1.9e-11
2,7,2,-3e-12
2,7,3,1.1e-11
2,7,4,6e-12
2,7,5,-0.0
2,7,6,0.0
2,7,7,1.6e-11
2,7,8,-1e-12
2,7,9,0.0
2,8,0,1e-12
2,8,1,2e-12
2,8,2,0.0
2,8,3,-1e-12
2,8,4,-1e-12
2,8,5,0.0
2,8,6,-0.0
2,8,7,-1e-12
2,8,8,0.0
2,8,9,0.0
2,9,0,0.0
2,9,1,0.0
2,9,2,0.0
2,9,3,0.0
2,9,4,0.0
2,9,5,0.0
2,9,6,0.0
2,9,7,0.0
2,9,8,0.0
2,9,9,0.0
3,0,0,5e-12
3,0,1,9.999999999999998e-12
3,0,2,-1.5e-11
3,0,3,-2.6e-11
3,0,4,2.2999999999999998e-11
3,0,5,6e-12
3,0,6,-1e-12
3,0,7,-9e-12
3,0,8,6e-12
3,0,9,0.0
3,1,0,9.999999999999998e-12
3,1,1,2.1000000000000002e-11
3,1,2,-2.4999999999999998e-11
3,1,3,-4.5999999999999996e-11
3,1,4,4.0000000000000004e-11
3,1,5,9e-12
3,1,6,-1e-12
3,1,7,-1.9e-11
3,1,8,1.0000000000000001e-11
3,1,9,0.0
3,2,0,-1.5e-11
3,2,1,-2.4999999999999998e-11
3,2,2,2.57e-10
3,2,3,3.17e-10
3,2,4,-4.13e-10
3,2,5,-8.4e-11
3,2,6,8e-12
3,2,7,3.7e-11
3,2,8,-8.3e-11
3,2,9,0.0
3,3,0,-2.6e-11
3,3,1,-4.5999999999999996e-11
3,3,2,3.17e-10
3,3,3,4.0299999999999995e-10
3,3,4,-5.07e-10
3,3,5,-1.05e-10
3,3,6,1e-11
3,3,7,5.9e-11
3,3,8,-1.04e-10
3,3,9,0.0
3,4,0,2.2999999999999998e-11
3,4,1,4.0000000000000004e-11
3,4,2,-4.13e-10
3,4,3,-5.07e-10
3,4,4,6.61e-10
3,4,5,1.34e-10
3,4,6,-1.3e-11
3,4,7,-6e-11
3,4,8,1.34e-10
3,4,9,0.0
3,5,0,6e-12
3,5,1,9e-12
3,5,2,-8.4e-11
3,5,3,-1.05e-10
3,5,4,1.34e-10
3,5,5,2.7e-11
3,5,6,-3e-12
3,5,7,-1.4e-11
3,5,8,2.7e-11
3,5,9,0.0
3,6,0,-1e-12
3,6,1,-1e-12
3,6,2,8e-12
3,6,3,1e-11
3,6,4,-1.3e-11
3,6,5,-3e-12
3,6,6,0.0
3,6,7,2e-12
3,6,8,-3e-12
3,6,9,0.0
3,7,0,-9e-12
3,7,1,-1.9e-11
3,7,2,3.7e-11
3,7,3,5.9e-11
3,7,4,-6e-11
3,7,5,-1.4e-11
3,7,6,2e-12
3,7,7,1.8e-11
3,7,8,-1.4e-11
3,7,9,0.0
3,8,0,6e-12
3,8,1,1.0000000000000001e-11
3,8,2,-8.3e-11
3,8,3,-1.04e-10
3,8,4,1.34e-10
3,8,5,2.7e-11
3,8,6,-3e-12
3,8,7,-1.4e-11
3,8,8,2.7e-11
3,8,9,0.0
3,9,0,0.0
3,9,1,0.0
3,9,2,0.0
3,9,3,0.0
3,9,4,0.0
3,9,5,0.0
3,9,6,0.0
3,9,7,0.0
3,9,8,0.0
3,9,9,0.0
4,0,0,-2.9999999999999993e-12
4,0,1,-1.1999999999999999e-11
4,0,2,-1.1e-11
4,0,3,-5.999999999999999e-12
4,0,4,1.9000000000000002e-11
4,0,5,2.9999999999999993e-12
4,0,6,0.0
4,0,7,6.9999999999999984e-12
4,0,8,2.9999999999999993e-12
4,0,9,0.0
4,1,0,-1.1999999999999999e-11
4,1,1,4.999999999999996e-12
4,1,2,7.4e-11
4,1,3,9.999999999999999e-11
4,1,4,-1.23e-10
4,1,5,-2.8999999999999997e-11
4,1,6,3e-12
4,1,7,1.0999999999999998e-11
4,1,8,-2.8e-11
4,1,9,0.0
4,2,0,-1.1e-11
4,2,1,7.4e-11
4,2,2,2.6000000000000014e-11
4,2,3,3.3999999999999986e-11
4,2,4,-5.700000000000001e-11
4,2,5,-2.300000000000001e-11
4,2,6,3.000000000000001e-12
4,2,7,-2.4999999999999998e-11
4,2,8,-2.000000000000001e-11
4,2,9,0.0
4,3,0,-5.999999999999999e-12
4,3,1,9.999999999999999e-11
4,3,2,3.3999999999999986e-11
4,3,3,3.2000000000000045e-11
4,3,4,-7.299999999999995e-11
4,3,5,-2.700000000000001e-11
4,3,6,4.000000000000001e-12
4,3,7,-4.1e-11
4,3,8,-2.2999999999999998e-11
4,3,9,0.0
4,4,0,1.9000000000000002e-11
4,4,1,-1.23e-10
4,4,2,-5.700000000000001e-11
4,4,3,-7.299999999999995e-11
4,4,4,1.18e-10
4,4,5,4.3000000000000007e-11
4,4,6,-4.999999999999999e-12
4,4,7,4.2e-11
4,4,8,3.7e-11
4,4,9,0.0
4,5,0,2.9999999999999993e-12
4,5,1,-2.8999999999999997e-11
4,5,2,-2.300000000000001e-11
4,5,3,-2.700000000000001e-11
4,5,4,4.3000000000000007e-11
4,5,5,1.2999999999999997e-11
4,5,6,-9.999999999999998e-13
4,5,7,1.0000000000000001e-11
4,5,8,1.2e-11
4,5,9,0.0
4,6,0,0.0
4,6,1,3e-12
4,6,2,3.000000000000001e-12
4,6,3,4.000000000000001e-12
4,6,4,-4.999999999999999e-12
4,6,5,-9.999999999999998e-13
4,6,6,0.0
4,6,7,-1e-12
4,6,8,-9.999999999999998e-13
4,6,9,0.0
4,7,0,6.9999999999999984e-12
4,7,1,1.0999999999999998e-11
4,7,2,-2.4999999999999998e-11
4,7,3,-4.1e-11
4,7,4,4.2e-11
4,7,5,1.0000000000000001e-11
4,7,6,-1e-12
4,7,7,-1.1999999999999997e-11
4,7,8,1.0000000000000001e-11
4,7,9,0.0
4,8,0,2.9999999999999993e-12
4,8,1,-2.8e-11
4,8,2,-2.000000000000001e-11
4,8,3,-2.2999999999999998e-11
4,8,4,3.7e-11
4,8,5,1.2e-11
4,8,6,-9.999999999999998e-13
4,8,7,1.0000000000000001e-11
4,8,8,1.0000000000000001e-11
4,8,9,0.0
4,9,0,0.0
4,9,1,0.0
4,9,2,0.0
4,9,3,0.0
4,9,4,0.0
4,9,5,0.0
4,9,6,0.0
4,9,7,0.0
4,9,8,0.0
4,9,9,0.0
5,0,0,2e-10
5,0,1,-8.4e-11
5,0,2,-1.5999999999999996e-11
5,0,3,3.4e-11
5,0,4,-1.7e-11
5,0,5,-1.6e-11
5,0,6,-2.0000000000000004e-12
5,0,7,-9.2e-11
5,0,8,-8e-12
5,0,9,0.0
5,1,0,-8.4e-11
5,1,1,6.1e-11
5,1,2,-1.9e-11
5,1,3,-6.4e-11
5,1,4,4.9e-11
5,1,5,1.8e-11
5,1,6,-1e-12
5,1,7,2.4e-11
5,1,8,1.5e-11
5,1,9,0.0
5,2,0,-1.5999999999999996e-11
5,2,1,-1.9e-11
5,2,2,-2.72e-10
5,2,3,-3.5499999999999996e-10
5,2,4,4.59e-10
5,2,5,1.07e-10
5,2,6,-1.0000000000000001e-11
5,2,7,9.999999999999998e-13
5,2,8,1.03e-10
5,2,9,0.0
5,3,0,3.4e-11
5,3,1,-6.4e-11
5,3,2,-3.5499999999999996e-10
5,3,3,-4.35e-10
5,3,4,5.859999999999999e-10
5,3,5,1.33e-10
5,3,6,-1.4e-11
5,3,7,-1.4e-11
5,3,8,1.28e-10
5,3,9,0.0
5,4,0,-1.7e-11
5,4,1,4.9e-11
5,4,2,4.59e-10
5,4,3,5.859999999999999e-10
5,4,4,-7.66e-10
5,4,5,-1.76e-10
5,4,6,1.8e-11
5,4,7,1.7e-11
5,4,8,-1.7e-10
5,4,9,0.0
5,5,0,-1.6e-11
5,5,1,1.8e-11
5,5,2,1.07e-10
5,5,3,1.33e-10
5,5,4,-1.76e-10
5,5,5,-4e-11
5,5,6,4e-12
5,5,7,9e-12
5,5,8,-3.9e-11
5,5,9,0.0
5,6,0,-2.0000000000000004e-12
5,6,1,-1e-12
5,6,2,-1.0000000000000001e-11
5,6,3,-1.4e-11
5,6,4,1.8e-11
5,6,5,4e-12
5,6,6,0.0
5,6,7,0.0
5,6,8,4e-12
5,6,9,0.0
5,7,0,-9.2e-11
5,7,1,2.4e-11
5,7,2,9.999999999999998e-13
5,7,3,-1.4e-11
5,7,4,1.7e-11
5,7,5,9e-12
5,7,6,0.0
5,7,7,4.9e-11
5,7,8,5e-12
5,7,9,0.0
5,8,0,-8e-12
5,8,1,1.5e-11
5,8,2,1.03e-10
5,8,3,1.28e-10
5,8,4,-1.7e-10
5,8,5,-3.9e-11
5,8,6,4e-12
5,8,7,5e-12
5,8,8,-3.7e-11
5,8,9,0.0
5,9,0,0.0
5,9,1,0.0
5,9,2,0.0
5,9,3,0.0
5,9,4,0.0
5,9,5,0.0
5,9,6,0.0
5,9,7,0.0
5,9,8,0.0
5,9,9,0.0
6,0,0,2.53e-10
6,0,1,-2.1800000000000002e-10
6,0,2,-3.3899999999999997e-10
6,0,3,1.15e-10
6,0,4,9.4e-11
6,0,5,-6.5e-11
6,0,6,-2.2e-11
6,0,7,1.56e-10
6,0,8,2.7e-11
6,0,9,0.0
6,1,0,-2.1800000000000002e-10
6,1,1,1.7500000000000002e-10
6,1,2,2.99e-10
6,1,3,-9.8e-11
6,1,4,-7.600000000000001e-11
6,1,5,5.9e-11
6,1,6,2e-11
6,1,7,-1.3600000000000002e-10
6,1,8,-2.4e-11
6,1,9,0.0
6,2,0,-3.3899999999999997e-10
6,2,1,2.99e-10
6,2,2,3.86e-10
6,2,3,-1.33e-10
6,2,4,-1.2399999999999999e-10
6,2,5,7e-11
6,2,6,2.4e-11
6,2,7,-1.51e-10
6,2,8,-3e-11
6,2,9,0.0
6,3,0,1.15e-10
6,3,1,-9.8e-11
6,3,2,-1.33e-10
6,3,3,4.6e-11
6,3,4,4.1e-11
6,3,5,-2.5e-11
6,3,6,-9e-12
6,3,7,5.3e-11
6,3,8,1.1e-11
6,3,9,0.0
6,4,0,9.4e-11
6,4,1,-7.600000000000001e-11
6,4,2,-1.2399999999999999e-10
6,4,3,4.1e-11
6,4,4,3.3e-11
6,4,5,-2.4e-11
6,4,6,-8e-12
6,4,7,5.5e-11
6,4,8,1e-11
6,4,9,0.0
6,5,0,-6.5e-11
6,5,1,5.9e-11
6,5,2,7e-11
6,5,3,-2.5e-11
6,5,4,-2.4e-11
6,5,5,1.3e-11
6,5,6,4e-12
6,5,7,-2.5999999999999997e-11
6,5,8,-5e-12
6,5,9,0.0
6,6,0,-2.2e-11
6,6,1,2e-11
6,6,2,2.4e-11
6,6,3,-9e-12
6,6,4,-8e-12
6,6,5,4e-12
6,6,6,2e-12
6,6,7,-9e-12
6,6,8,-2e-12
6,6,9,0.0
6,7,0,1.56e-10
6,7,1,-1.3600000000000002e-10
6,7,2,-1.51e-10
6,7,3,5.3e-11
6,7,4,5.5e-11
6,7,5,-2.5999999999999997e-11
6,7,6,-9e-12
6,7,7,4.7000000000000006e-11
6,7,8,1.1e-11
6,7,9,0.0
6,8,0,2.7e-11
6,8,1,-2.4e-11
6,8,2,-3e-11
6,8,3,1.1e-11
6,8,4,1e-11
6,8,5,-5e-12
6,8,6,-2e-12
6,8,7,1.1e-11
6,8,8,2e-12
6,8,9,0.0
6,9,0,0.0
6,9,1,0.0
6,9,2,0.0
6,9,3,0.0
6,9,4,0.0
6,9,5,0.0
6,9,6,0.0
6,9,7,0.0
6,9,8,0.0
6,9,9,0.0
7,0,0,-2.1300000000000004e-10
7,0,1,1.39e-10
7,0,2,3.48e-10
7,0,3,-1.4000000000000003e-11
7,0,4,-1.68e-10
7,0,5,5.5e-11
7,0,6,1.5e-11
7,0,7,-1.31e-10
7,0,8,-3.2e-11
7,0,9,0.0
7,1,0,1.39e-10
7,1,1,-5.499999999999999e-11
7,1,2,-2.61e-10
7,1,3,-2.5000000000000017e-11
7,1,4,1.3800000000000001e-10
7,1,5,-4.0000000000000004e-11
7,1,6,-8.999999999999998e-12
7,1,7,8.8e-11
7,1,8,2.5e-11
7,1,9,0.0
7,2,0,3.48e-10
7,2,1,-2.61e-10
7,2,2,-3.73e-10
7,2,3,9.300000000000001e-11
7,2,4,1.38e-10
7,2,5,-6.500000000000001e-11
7,2,6,-2.2e-11
7,2,7,1.11e-10
7,2,8,3e-11
7,2,9,0.0
7,3,0,-1.4000000000000003e-11
7,3,1,-2.5000000000000017e-11
7,3,2,9.300000000000001e-11
7,3,3,4e-11
7,3,4,-6.4e-11
7,3,5,1.3e-11
7,3,6,1.9999999999999996e-12
7,3,7,-3.4e-11
7,3,8,-1.1e-11
7,3,9,0.0
7,4,0,-1.68e-10
7,4,1,1.3800000000000001e-10
7,4,2,1.38e-10
7,4,3,-6.4e-11
7,4,4,-3.6000000000000005e-11
7,4,5,2.6e-11
7,4,6,1e-11
7,4,7,-3.4999999999999995e-11
7,4,8,-9e-12
7,4,9,0.0
7,5,0,5.5e-11
7,5,1,-4.0000000000000004e-11
7,5,2,-6.500000000000001e-11
7,5,3,1.3e-11
7,5,4,2.6e-11
7,5,5,-1.1e-11
7,5,6,-3e-12
7,5,7,2.1e-11
7,5,8,5e-12
7,5,9,0.0
7,6,0,1.5e-11
7,6,1,-8.999999999999998e-12
7,6,2,-2.2e-11
7,6,3,1.9999999999999996e-12
7,6,4,1e-11
7,6,5,-3e-12
7,6,6,-1e-12
7,6,7,7e-12
7,6,8,2e-12
7,6,9,0.0
7,7,0,-1.31e-10
7,7,1,8.8e-11
7,7,2,1.11e-10
7,7,3,-3.4e-11
7,7,4,-3.4999999999999995e-11
7,7,5,2.1e-11
7,7,6,7e-12
7,7,7,-1.9000000000000012e-11
7,7,8,-9.000000000000001e-12
7,7,9,0.0
7,8,0,-3.2e-11
7,8,1,2.5e-11
7,8,2,3e-11
7,8,3,-1.1e-11
7,8,4,-9e-12
7,8,5,5e-12
7,8,6,2e-12
7,8,7,-9.000000000000001e-12
7,8,8,-2e-12
7,8,9,0.0
7,9,0,0.0
7,9,1,0.0
7,9,2,0.0
7,9,3,0.0
7,9,4,0.0
7,9,5,0.0
7,9,6,0.0
7,9,7,0.0
7,9,8,0.0
7,9,9,0.0
8,0,0,7.21e-10
8,0,1,-7.299999999999998e-11
8,0,2,-5.4e-11
8,0,3,4.0700000000000004e-10
8,0,4,-8.84e-10
8,0,5,-1.56e-10
8,0,6,-5.3000000000000004e-11
8,0,7,3.8000000000000004e-11
8,0,8,5.4e-11
8,0,9,0.0
8,1,0,-7.299999999999998e-11
8,1,1,-1.13e-10
8,1,2,-2.7999999999999994e-11
8,1,3,-7.999999999999998e-12
8,1,4,1.8399999999999998e-10
8,1,5,2.5e-11
8,1,6,4.999999999999999e-12
8,1,7,1.9e-11
8,1,8,-1.2e-11
8,1,9,0.0
8,2,0,-5.4e-11
8,2,1,-2.7999999999999994e-11
8,2,2,-9.000000000000001e-12
8,2,3,-1.1999999999999997e-11
8,2,4,7.5e-11
8,2,5,1.1e-11
8,2,6,3e-12
8,2,7,1.8e-11
8,2,8,-5e-12
8,2,9,0.0
8,3,0,4.0700000000000004e-10
8,3,1,-7.999999999999998e-12
8,3,2,-1.1999999999999997e-11
8,3,3,1.9000000000000002e-10
8,3,4,-4.66e-10
8,3,5,-8e-11
8,3,6,-2.6999999999999997e-11
8,3,7,-3.0999999999999996e-11
8,3,8,2.7e-11
8,3,9,0.0
8,4,0,-8.84e-10
8,4,1,1.8399999999999998e-10
8,4,2,7.5e-11
8,4,3,-4.66e-10
8,4,4,8.95e-10
8,4,5,1.64e-10
8,4,6,5.8e-11
8,4,7,2.3e-11
8,4,8,-5e-11
8,4,9,0.0
8,5,0,-1.56e-10
8,5,1,2.5e-11
8,5,2,1.1e-11
8,5,3,-8e-11
8,5,4,1.64e-10
8,5,5,2.9000000000000003e-11
8,5,6,1.0000000000000001e-11
8,5,7,6e-12
8,5,8,-9e-12
8,5,9,0.0
8,6,0,-5.3000000000000004e-11
8,6,1,4.999999999999999e-12
8,6,2,3e-12
8,6,3,-2.6999999999999997e-11
8,6,4,5.8e-11
8,6,5,1.0000000000000001e-11
8,6,6,3e-12
8,6,7,2e-12
8,6,8,-3e-12
8,6,9,0.0
8,7,0,3.8000000000000004e-11
8,7,1,1.9e-11
8,7,2,1.8e-11
8,7,3,-3.0999999999999996e-11
8,7,4,2.3e-11
8,7,5,6e-12
8,7,6,2e-12
8,7,7,-7.099999999999999e-11
8,7,8,-4e-12
8,7,9,0.0
8,8,0,5.4e-11
8,8,1,-1.2e-11
8,8,2,-5e-12
8,8,3,2.7e-11
8,8,4,-5e-11
8,8,5,-9e-12
8,8,6,-3e-12
8,8,7,-4e-12
8,8,8,3e-12
8,8,9,0.0
8,9,0,0.0
8,9,1,0.0
8,9,2,0.0
8,9,3,0.0
8,9,4,0.0
8,9,5,0.0
8,9,6,0.0
8,9,7,0.0
8,9,8,0.0
8,9,9,0.0
9,0,0,-7.57e-10
9,0,1,5.37e-10
9,0,2,-3.5e-10
9,0,3,-5.780000000000001e-10
9,0,4,3.1200000000000006e-10
9,0,5,-3.7e-11
9,0,6,2.73e-10
9,0,7,6.09e-10
9,0,8,-7.999999999999998e-12
9,0,9,0.0
9,1,0,5.37e-10
9,1,1,3.3799999999999997e-10
9,1,2,-6.569999999999999e-10
9,1,3,4.500000000000001e-11
9,1,4,-1.105e-09
9,1,5,-3.43e-10
9,1,6,2.82e-10
9,1,7,8.3e-10
9,1,8,7.299999999999999e-11
9,1,9,0.0
9,2,0,-3.5e-10
9,2,1,-6.569999999999999e-10
9,2,2,1.341e-09
9,2,3,1.77e-10
9,2,4,1.483e-09
9,2,5,5.68e-10
9,2,6,-6.13e-10
9,2,7,-1.84e-09
9,2,8,-1.09e-10
9,2,9,0.0
9,3,0,-5.780000000000001e-10
9,3,1,4.500000000000001e-11
9,3,2,1.77e-10
9,3,3,-2.56e-10
9,3,4,6.78e-10
9,3,5,1.5399999999999999e-10
9,3,6,-2.6999999999999997e-11
9,3,7,-1.53e-10
9,3,8,-4.0000000000000004e-11
9,3,9,0.0
9,4,0,3.1200000000000006e-10
9,4,1,-1.105e-09
9,4,2,1.483e-09
9,4,3,6.78e-10
9,4,4,1.1010000000000002e-09
9,4,5,5.44e-10
9,4,6,-7.85e-10
9,4,7,-2.1359999999999997e-09
9,4,8,-9.2e-11
9,4,9,0.0
9,5,0,-3.7e-11
9,5,1,-3.43e-10
9,5,2,5.68e-10
9,5,3,1.5399999999999999e-10
9,5,4,5.44e-10
9,5,5,2.28e-10
9,5,6,-2.77e-10
9,5,7,-7.959999999999999e-10
9,5,8,-4.2e-11
9,5,9,0.0
9,6,0,2.73e-10
9,6,1,2.82e-10
9,6,2,-6.13e-10
9,6,3,-2.6999999999999997e-11
9,6,4,-7.85e-10
9,6,5,-2.77e-10
9,6,6,2.71e-10
9,6,7,8.22e-10
9,6,8,5.5000000000000004e-11
9,6,9,0.0
9,7,0,6.09e-10
9,7,1,8.3e-10
9,7,2,-1.84e-09
9,7,3,-1.53e-10
9,7,4,-2.1359999999999997e-09
9,7,5,-7.959999999999999e-10
9,7,6,8.22e-10
9,7,7,2.509e-09
9,7,8,1.56e-10
9,7,9,0.0
9,8,0,-7.999999999999998e-12
9,8,1,7.299999999999999e-11
9,8,2,-1.09e-10
9,8,3,-4.0000000000000004e-11
9,8,4,-9.2e-11
9,8,5,-4.2e-11
9,8,6,5.5000000000000004e-11
9,8,7,1.56e-10
9,8,8,6.999999999999999e-12
9,8,9,0.0
9,9,0,0.0
9,9,1,0.0
9,9,2,0.0
9,9,3,0.0
9,9,4,0.0
9,9,5,0.0
9,9,6,0.0
9,9,7,0.0
9,9,8,0.0
9,9,9,0.0
10,0,0,3.88e-10
10,0,1,-4.3000000000000007e-11
10,0,2,-3.74e-10
10,0,3,1.62e-10
10,0,4,-6.249999999999999e-10
10,0,5,-1.8700000000000003e-10
10,0,6,1.8e-10
10,0,7,4.439999999999999e-10
10,0,8,5.5e-11
10,0,9,0.0
10,1,0,-4.3000000000000007e-11
10,1,1,-3.899999999999997e-11
10,1,2,3.0299999999999994e-10
10,1,3,-7.000000000000015e-12
10,1,4,2.4899999999999997e-10
10,1,5,1.12e-10
10,1,6,-1.22e-10
10,1,7,-4.3200000000000006e-10
10,1,8,-2.1e-11
10,1,9,0.0
10,2,0,-3.74e-10
10,2,1,3.0299999999999994e-10
10,2,2,-2.5399999999999995e-10
10,2,3,-2.66e-10
10,2,4,1.1200000000000003e-10
10,2,5,-4.900000000000004e-11
10,2,6,7.999999999999993e-11
10,2,7,4.68e-10
10,2,8,-1.9000000000000012e-11
10,2,9,0.0
10,3,0,1.62e-10
10,3,1,-7.000000000000015e-12
10,3,2,-2.66e-10
10,3,3,6.8e-11
10,3,4,-3.34e-10
10,3,5,-1.16e-10
10,3,6,1.17e-10
10,3,7,3.45e-10
10,3,8,3e-11
10,3,9,0.0
10,4,0,-6.249999999999999e-10
10,4,1,2.4899999999999997e-10
10,4,2,1.1200000000000003e-10
10,4,3,-3.34e-10
10,4,4,6.279999999999999e-10
10,4,5,1.21e-10
10,4,6,-8.9e-11
10,4,7,1.9999999999997863e-12
10,4,8,-6.299999999999999e-11
10,4,9,0.0
10,5,0,-1.8700000000000003e-10
10,5,1,1.12e-10
10,5,2,-4.900000000000004e-11
10,5,3,-1.16e-10
10,5,4,1.21e-10
10,5,5,5.0000000000000344e-12
10,5,6,7.0000000000000275e-12
10,5,7,1.22e-10
10,5,8,-1.3999999999999997e-11
10,5,9,0.0
10,6,0,1.8e-10
10,6,1,-1.22e-10
10,6,2,7.999999999999993e-11
10,6,3,1.17e-10
10,6,4,-8.9e-11
10,6,5,7.0000000000000275e-12
10,6,6,-2.099999999999998e-11
10,6,7,-1.6399999999999995e-10
10,6,8,1.1999999999999997e-11
10,6,9,0.0
10,7,0,4.439999999999999e-10
10,7,1,-4.3200000000000006e-10
10,7,2,4.68e-10
10,7,3,3.45e-10
10,7,4,1.9999999999997863e-12
10,7,5,1.22e-10
10,7,6,-1.6399999999999995e-10
10,7,7,-7.979999999999997e-10
10,7,8,1.2999999999999981e-11
10,7,9,0.0
10,8,0,5.5e-11
10,8,1,-2.1e-11
