t_idx,time_label,node_idx,node_label,account_category,optimal_input_u,state_error_x
2,2020-03,8,08_ACC_Travel_Exp,Expense,744.0001,3564.04
2,2020-03,9,09_ACC_Equity_Capital,Equity,0.0,0.0
3,2020-04,0,00_ACC_Accounts_Payable,Liability,0.0,15287.32
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,0.0,57161.67
3,2020-04,2,02_ACC_COGS,Expense,0.0,27001.42
3,2020-04,3,03_ACC_Cash,Asset,0.0,32978.16
3,2020-04,4,04_ACC_Inventory,Asset,0.0,32584.46
3,2020-04,5,05_ACC_Payroll_Exp,Expense,-11025.0235,18834.01
3,2020-04,6,06_ACC_Rent_Exp,Expense,-3105.6141,5305.31
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,0.0,60480.48
3,2020-04,8,08_ACC_Travel_Exp,Expense,-3644.6306,6226.11
3,2020-04,9,09_ACC_Equity_Capital,Equity,0.0,0.0
4,2020-05,0,00_ACC_Accounts_Payable,Liability,0.0,26929.33
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,0.0,20395.16
4,2020-05,2,02_ACC_COGS,Expense,-1598.7196,25777.17
4,2020-05,3,03_ACC_Cash,Asset,0.0,8056.67
4,2020-05,4,04_ACC_Inventory,Asset,0.0,22372.13
4,2020-05,5,05_ACC_Payroll_Exp,Expense,-4090.1496,15740.05
4,2020-05,6,06_ACC_Rent_Exp,Expense,-1214.2379,4672.73
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,0.0,101231.08
4,2020-05,8,08_ACC_Travel_Exp,Expense,-2099.16,8078.16
4,2020-05,9,09_ACC_Equity_Capital,Equity,0.0,0.0
5,2020-06,0,00_ACC_Accounts_Payable,Liability,0.0,31515.67
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,0.0,2563.53
5,2020-06,2,02_ACC_COGS,Expense,-0.0,30401.24
5,2020-06,3,03_ACC_Cash,Asset,0.0,2430.64
5,2020-06,4,04_ACC_Inventory,Asset,0.0,23231.19
5,2020-06,5,05_ACC_Payroll_Exp,Expense,-5966.8888,18066.68
5,2020-06,6,06_ACC_Rent_Exp,Expense,-1725.372,5224.12
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,0.0,64879.67
5,2020-06,8,08_ACC_Travel_Exp,Expense,-3172.2467,9605.0
5,2020-06,9,09_ACC_Equity_Capital,Equity,0.0,0.0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,0.0,16659.69
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,0.0,63676.11
6,2020-07,2,02_ACC_COGS,Expense,0.0,62957.71
6,2020-07,3,03_ACC_Cash,Asset,0.0,35400.0
6,2020-07,4,04_ACC_Inventory,Asset,0.0,809.84
6,2020-07,5,05_ACC_Payroll_Exp,Expense,-254.7695,20722.72
6,2020-07,6,06_ACC_Rent_Exp,Expense,-81.8621,6658.59
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,0.0,121667.96
6,2020-07,8,08_ACC_Travel_Exp,Expense,-109.4514,8902.68
6,2020-07,9,09_ACC_Equity_Capital,Equity,0.0,0.0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,0.0,11051.12
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,0.0,57053.65
7,2020-08,2,02_ACC_COGS,Expense,-0.0,68307.71
7,2020-08,3,03_ACC_Cash,Asset,0.0,26191.55
7,2020-08,4,04_ACC_Inventory,Asset,0.0,18836.42
7,2020-08,5,05_ACC_Payroll_Exp,Expense,5881.9497,18876.79
7,2020-08,6,06_ACC_Rent_Exp,Expense,1540.4417,4943.7
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,0.0,134227.22
7,2020-08,8,08_ACC_Travel_Exp,Expense,2811.296,9022.22
7,2020-08,9,09_ACC_Equity_Capital,Equity,0.0,0.0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,0.0,4539.95
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,0.0,4377.53
8,2020-09,2,02_ACC_COGS,Expense,-0.0,53216.57
8,2020-09,3,03_ACC_Cash,Asset,0.0,1465.93
8,2020-09,4,04_ACC_Inventory,Asset,0.0,8271.0
8,2020-09,5,05_ACC_Payroll_Exp,Expense,-2862.973,21170.52
8,2020-09,6,06_ACC_Rent_Exp,Expense,-453.8776,3356.24
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,0.0,105107.68
8,2020-09,8,08_ACC_Travel_Exp,Expense,-1009.5214,7465.0
8,2020-09,9,09_ACC_Equity_Capital,Equity,0.0,0.0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,0.0,5087.85
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,0.0,55146.42
9,2020-10,2,02_ACC_COGS,Expense,-0.0,29886.7
9,2020-10,3,03_ACC_Cash,Asset,0.0,26205.96
9,2020-10,4,04_ACC_Inventory,Asset,0.0,18287.96
9,2020-10,5,05_ACC_Payroll_Exp,Expense,-5830.798,18513.78
9,2020-10,6,06_ACC_Rent_Exp,Expense,-2024.7036,6428.78
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,0.0,66232.85
9,2020-10,8,08_ACC_Travel_Exp,Expense,-2194.6031,6968.24
9,2020-10,9,09_ACC_Equity_Capital,Equity,0.0,0.0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,0.0,598.67
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,0.0,45004.11
10,2020-11,2,02_ACC_COGS,Expense,0.0,26027.79
10,2020-11,3,03_ACC_Cash,Asset,0.0,16440.92
10,2020-11,4,04_ACC_Inventory,Asset,0.0,21290.21
10,2020-11,5,05_ACC_Payroll_Exp,Expense,-7232.7059,17692.5
10,2020-11,6,06_ACC_Rent_Exp,Expense,-2444.1702,5978.88
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,0.0,56444.07
10,2020-11,8,08_ACC_Travel_Exp,Expense,-1887.2487,4616.55
10,2020-11,9,09_ACC_Equity_Capital,Equity,0.0,0.0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,0.0,23907.58
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,0.0,1180.79
11,2020-12,2,02_ACC_COGS,Expense,-0.0,32279.0
11,2020-12,3,03_ACC_Cash,Asset,0.0,6771.06
11,2020-12,4,04_ACC_Inventory,Asset,0.0,18692.77
11,2020-12,5,05_ACC_Payroll_Exp,Expense,-6954.1186,16938.43
11,2020-12,6,06_ACC_Rent_Exp,Expense,-637.7074,1553.29
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,0.0,68092.97
11,2020-12,8,08_ACC_Travel_Exp,Expense,-1882.4705,4585.21
11,2020-12,9,09_ACC_Equity_Capital,Equity,0.0,0.0
