t_idx,node_idx,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
2,19,41.5234,5.8543,18,1.1252,-1281.4022,6
2,20,41.5234,7.2494,12,0.0029,-64.6525,6
2,21,41.5234,5.6909,16,0.0078,106.6543,6
2,22,41.5234,5.1168,15,0.0005,26.8630,6
2,23,41.5234,5.8232,18,0.0052,87.1793,6
2,24,41.5234,7.2056,23,0.0016,-47.9204,6
3,0,41.5234,7.1086,2,0.0033,24.0661,21
3,1,41.5234,5.5422,6,0.0089,81.2890,6
3,2,41.5234,5.5340,6,0.0264,62.1028,6
3,3,41.5234,4.9336,5,0.0030,-21.1085,21
3,4,41.5234,5.7140,8,0.0006,-21.6722,6
3,5,41.5234,4.0198,8,0.0025,21.1902,21
3,6,41.5234,4.0135,2,0.0002,-7.4929,12
3,7,41.5234,7.2273,4,0.0219,61.7968,21
3,8,41.5234,4.1544,9,0.0060,-34.0786,21
3,9,41.5234,5.7193,8,0.0018,36.1226,6
3,10,41.5234,4.9749,11,0.0060,-47.4925,6
3,11,41.5234,3.9092,16,0.0299,-76.5176,21
3,12,41.5234,5.5866,16,0.0011,-14.5672,21
3,13,41.5234,3.6554,14,0.0060,-34.4786,21
3,14,41.5234,3.9733,18,0.0012,-15.2364,21
3,15,41.5234,3.9261,18,0.0129,-46.9249,21
3,16,41.5234,4.2258,21,0.1836,-183.3343,21
3,17,41.5234,5.1896,14,0.0065,34.9251,21
3,18,41.5234,4.3047,23,0.0010,-13.4866,21
3,19,41.5234,5.8003,18,0.0160,-54.7781,21
3,20,41.5234,7.2693,12,0.0082,-58.9701,6
3,21,41.5234,5.6551,16,0.0005,-5.4888,18
3,22,41.5234,5.1676,15,0.0017,18.4469,21
3,23,41.5234,5.7781,18,0.0114,46.8669,21
3,24,41.5234,7.2321,23,0.0071,-37.2764,21
4,0,41.5234,7.0673,2,0.0039,16.6317,21
4,1,41.5234,5.6033,6,0.0169,-39.2902,4
4,2,41.5234,5.5916,6,0.0434,-63.2393,5
4,3,41.5234,5.0811,5,0.0046,-21.1446,21
4,4,41.5234,5.6545,8,0.0012,-7.7152,19
4,5,41.5234,3.9656,8,0.0037,17.4692,21
4,6,41.5234,4.0419,2,0.0003,-7.3996,12
4,7,41.5234,7.1200,4,0.0371,60.6641,21
4,8,41.5234,4.2100,9,0.0056,-25.6051,6
4,9,41.5234,5.8553,8,0.0071,-28.3964,4
4,10,41.5234,5.0429,11,0.0080,20.8156,19
4,11,41.5234,3.8070,16,0.0065,-22.1071,4
4,12,41.5234,5.4568,16,0.0019,-14.6287,21
4,13,41.5234,3.6602,14,0.0041,-20.4079,17
4,14,41.5234,4.0156,18,0.0019,-15.2435,21
4,15,41.5234,3.9716,18,0.0026,-16.4992,4
4,16,41.5234,4.2511,21,0.0144,-35.8575,4
4,17,41.5234,5.1480,14,0.0026,12.7606,4
4,18,41.5234,4.2803,23,0.0015,-11.5893,21
4,19,41.5234,5.8539,18,0.0038,-18.6075,17
4,20,41.5234,7.3271,12,0.0034,16.9981,4
4,21,41.5234,5.6486,16,0.0007,-5.6580,18
4,22,41.5234,5.1200,15,0.0015,13.4017,21
4,23,41.5234,5.8063,18,0.0026,15.1253,17
4,24,41.5234,7.1529,23,0.0117,-31.5968,21
5,0,41.5234,7.0147,1,0.0025,13.2500,21
5,1,41.5234,5.5852,6,0.0107,17.1984,10
5,2,41.5234,5.5617,6,0.0141,-23.4069,10
5,3,41.5234,5.0145,5,0.0021,-7.7588,0
5,4,41.5234,5.6666,8,0.0013,6.7703,18
5,5,41.5234,3.9223,8,0.0043,17.5188,21
5,6,41.5234,3.9581,1,0.0005,-6.4425,12
5,7,41.5234,7.3411,4,0.0503,55.7201,21
5,8,41.5234,4.1532,9,0.0022,-9.5899,10
5,9,41.5234,5.7849,8,0.0021,10.0830,8
5,10,41.5234,4.9787,11,0.0033,-8.7156,18
5,11,41.5234,3.9790,16,0.0032,9.6858,10
5,12,41.5234,5.5355,16,0.0021,9.8664,18
5,13,41.5234,3.6524,14,0.0046,11.1465,14
5,14,41.5234,3.9407,18,0.0023,-14.6648,21
5,15,41.5234,4.0429,18,0.0048,12.6464,19
5,16,41.5234,4.1785,21,0.0083,15.2457,10
5,17,41.5234,5.2289,14,0.0049,-14.1729,14
5,18,41.5234,4.2872,23,0.0020,-11.3201,21
5,19,41.5234,5.8196,18,0.0074,-16.2898,17
5,20,41.5234,7.2987,12,0.0031,9.5019,18
5,21,41.5234,5.7381,16,0.0008,-5.2813,14
5,22,41.5234,5.1716,15,0.0023,11.2827,21
5,23,41.5234,5.8610,18,0.0017,12.8380,4
5,24,41.5234,7.2928,23,0.0135,25.9286,18
6,0,41.5234,7.0243,2,0.0091,12.4341,9
6,1,41.5234,5.5538,6,0.0139,-18.7865,18
6,2,41.5234,5.5721,6,0.0202,23.6630,9
6,3,41.5234,5.0598,4,0.0043,-9.8655,9
6,4,41.5234,5.6769,8,0.0039,-10.2152,9
6,5,41.5234,3.9494,8,0.0043,-14.3943,18
6,6,41.5234,3.9774,1,0.0061,-10.5422,9
6,7,41.5234,7.2253,4,0.0518,-40.0551,9
6,8,41.5234,4.1231,9,0.0036,-9.1877,3
6,9,41.5234,5.7922,8,0.0044,6.2796,10
6,10,41.5234,5.0012,11,0.0032,8.1551,9
6,11,41.5234,3.8866,16,0.0041,11.3445,10
6,12,41.5234,5.5557,16,0.0037,9.9313,18
6,13,41.5234,3.6504,15,0.0076,13.9782,10
6,14,41.5234,4.0102,18,0.0063,-13.2747,21
6,15,41.5234,3.9624,18,0.0086,15.4627,10
6,16,41.5234,4.1488,21,0.0106,15.5107,10
6,17,41.5234,5.2358,14,0.0106,-16.5532,9
6,18,41.5234,4.3162,19,0.0020,-10.0777,21
6,19,41.5234,5.7893,18,0.0058,-11.3527,9
6,20,41.5234,7.2111,12,0.0038,9.9463,18
6,21,41.5234,5.6500,16,0.0018,-6.0956,14
6,22,41.5234,5.1579,15,0.0026,10.7023,21
6,23,41.5234,5.8038,18,0.0061,-13.1989,19
6,24,41.5234,7.1849,19,0.0114,-15.5009,9
7,0,41.5234,7.1317,1,0.0195,12.8214,10
7,1,41.5234,5.4757,6,0.0583,-20.9536,10
7,2,41.5234,5.4939,6,0.0162,13.4640,10
7,3,41.5234,4.9757,5,0.0054,-9.2583,9
7,4,41.5234,5.7082,8,0.0084,-9.7092,10
7,5,41.5234,3.9301,8,0.0116,9.4195,10
7,6,41.5234,4.0324,1,0.0175,-15.0226,10
7,7,41.5234,7.2640,4,0.0814,-32.1419,10
7,8,41.5234,4.1504,4,0.0199,11.5587,10
7,9,41.5234,5.7198,8,0.0036,-6.0585,3
7,10,41.5234,5.0655,11,0.0055,-5.0843,4
7,11,41.5234,3.8256,16,0.0150,14.6753,10
7,12,41.5234,5.5532,16,0.0048,10.1928,9
7,13,41.5234,3.7613,15,0.0074,13.7655,9
7,14,41.5234,3.9570,18,0.0115,-10.4076,21
7,15,41.5234,3.9245,18,0.0029,-11.1905,17
7,16,41.5234,4.1101,21,0.0171,14.0791,10
7,17,41.5234,5.2015,14,0.0398,-22.4947,10
7,18,41.5234,4.2667,19,0.0057,-9.4330,5
7,19,41.5234,5.7610,18,0.0083,-10.0551,9
7,20,41.5234,7.1982,12,0.0142,-13.8200,16
7,21,41.5234,5.7073,16,0.0019,-6.4915,16
7,22,41.5234,5.2111,15,0.0121,-11.9392,10
7,23,41.5234,5.7800,18,0.0093,-12.7603,19
7,24,41.5234,7.1568,23,0.0269,-18.7923,10
8,0,41.5234,7.0637,1,0.0160,11.1593,10
8,1,41.5234,5.5284,6,0.1194,-27.8228,8
8,2,41.5234,5.5550,6,0.0208,13.5681,10
8,3,41.5234,5.0048,5,0.0063,-7.6172,9
8,4,41.5234,5.5783,8,0.0059,-7.9486,10
8,5,41.5234,3.9084,8,0.0133,9.2542,10
8,6,41.5234,3.9714,1,0.0130,-13.0251,10
8,7,41.5234,7.2430,4,0.0670,-29.1604,10
8,8,41.5234,4.1356,9,0.0071,-6.3229,22
8,9,41.5234,5.7358,8,0.0039,-5.8747,19
8,10,41.5234,4.9841,12,0.0065,-4.9841,4
8,11,41.5234,3.8104,16,0.0061,-10.3964,8
8,12,41.5234,5.5341,16,0.0056,9.7167,18
8,13,41.5234,3.6985,14,0.0058,11.7840,9
8,14,41.5234,3.9826,18,0.0139,-9.3094,21
8,15,41.5234,3.9419,18,0.0105,12.1778,8
8,16,41.5234,4.1237,21,0.0163,13.2086,10
8,17,41.5234,5.1917,14,0.0428,-17.5413,8
8,18,41.5234,4.2489,19,0.0043,-7.9057,5
8,19,41.5234,5.7693,18,0.0099,-9.0952,9
8,20,41.5234,7.2125,12,0.0076,-9.6978,16
8,21,41.5234,5.6024,16,0.0027,-5.4344,16
8,22,41.5234,5.1641,15,0.0109,-8.5816,10
8,23,41.5234,5.8017,18,0.0108,10.7158,4
8,24,41.5234,7.1998,19,0.0276,-15.7968,10
9,0,41.5234,7.0358,2,0.0155,-11.7415,4
9,1,41.5234,5.5627,6,0.2734,38.1906,11
9,2,41.5234,5.6359,6,0.0296,12.6452,10
9,3,41.5234,5.1170,5,0.0137,8.5628,11
9,4,41.5234,5.5802,8,0.0048,-5.9136,10
9,5,41.5234,3.9137,8,0.0189,10.1134,10
9,6,41.5234,3.9851,1,0.0134,-11.3649,10
9,7,41.5234,7.2653,4,0.1162,-30.4595,10
9,8,41.5234,4.1981,9,0.0175,-10.1286,11
9,9,41.5234,5.5515,8,0.0045,-6.1493,19
9,10,41.5234,5.0193,11,0.0087,4.8764,16
9,11,41.5234,3.8661,16,0.0146,-6.3705,15
9,12,41.5234,5.5527,16,0.0193,11.1621,18
9,13,41.5234,3.7218,15,0.0152,9.2220,9
9,14,41.5234,4.0429,18,0.0128,-9.7173,21
9,15,41.5234,4.0390,18,0.0251,-11.9690,11
9,16,41.5234,4.1495,21,0.0109,-8.8778,4
9,17,41.5234,5.2038,14,0.0892,20.0408,11
9,18,41.5234,4.2562,19,0.0170,8.4370,11
9,19,41.5234,5.8786,18,0.0196,10.2353,11
9,20,41.5234,7.3602,12,0.0238,-11.5033,10
9,21,41.5234,5.7060,16,0.0066,-5.2186,14
9,22,41.5234,5.1710,15,0.0065,-6.2258,11
9,23,41.5234,5.8368,18,0.0683,-21.6908,11
9,24,41.5234,7.2395,19,0.0169,12.6199,4
10,0,41.5234,7.0456,1,0.0267,-8.7859,15
10,1,41.5234,5.4258,6,0.1112,-17.3884,13
10,2,41.5234,5.4900,6,0.0263,11.7049,10
10,3,41.5234,5.1850,5,0.0179,9.1988,11
10,4,41.5234,5.6301,8,0.0052,-4.8369,18
10,5,41.5234,3.8885,8,0.0128,-8.0996,13
10,6,41.5234,4.0116,2,0.0308,-10.9924,16
10,7,41.5234,7.1417,4,0.0288,-9.6388,15
10,8,41.5234,4.1539,9,0.0203,-9.5986,11
10,9,41.5234,5.6674,8,0.0105,8.1756,13
10,10,41.5234,5.1404,11,0.0085,-4.6318,4
10,11,41.5234,3.8522,16,0.0170,-6.0197,15
10,12,41.5234,5.5518,16,0.0150,-9.5391,15
10,13,41.5234,3.6805,14,0.0282,-6.7736,5
10,14,41.5234,3.9231,18,0.0176,-9.0046,21
10,15,41.5234,3.9859,18,0.0137,-6.2084,0
10,16,41.5234,4.2152,21,0.0169,-7.4758,15
10,17,41.5234,5.1976,14,0.0985,18.6087,11
10,18,41.5234,4.2659,19,0.0195,-6.3142,16
10,19,41.5234,5.8994,18,0.0258,10.5372,11
10,20,41.5234,7.3064,12,0.0403,13.6735,18
10,21,41.5234,5.7240,16,0.0080,-5.2885,14
10,22,41.5234,5.2132,15,0.0093,-8.5200,16
10,23,41.5234,5.7650,18,0.0740,-20.2894,11
10,24,41.5234,7.1893,19,0.0226,11.9759,4
11,0,41.5234,7.1120,1,0.0363,-8.9384,15
11,1,41.5234,5.5402,6,0.1470,-14.5893,0
11,2,41.5234,5.4460,6,0.0238,10.5804,10
11,3,41.5234,5.0439,5,0.0195,9.1282,11
11,4,41.5234,5.6341,8,0.0130,6.1133,14
11,5,41.5234,3.9459,8,0.0155,-5.1484,12
11,6,41.5234,3.9824,1,0.0224,8.0171,14
11,7,41.5234,7.2460,4,0.0276,6.7284,14
11,8,41.5234,4.1620,9,0.0267,-10.5246,11
11,9,41.5234,5.7146,8,0.0113,8.3966,13
11,10,41.5234,5.0158,11,0.0114,-4.8182,6
11,11,41.5234,3.9315,16,0.0226,-6.4739,15
11,12,41.5234,5.6999,16,0.0196,-10.5585,15
11,13,41.5234,3.6422,14,0.0407,-6.7983,17
11,14,41.5234,4.0261,18,0.0352,-8.3397,17
11,15,41.5234,4.0318,18,0.0156,-6.5499,0
11,16,41.5234,4.1983,21,0.0145,-7.9218,15
11,17,41.5234,5.2360,14,0.0569,-10.0767,14
11,18,41.5234,4.2793,19,0.0341,-6.9130,0
11,19,41.5234,5.7624,18,0.0292,7.9359,11
11,20,41.5234,7.2206,12,0.0180,7.4836,6
11,21,41.5234,5.7457,16,0.0099,-5.6301,14
11,22,41.5234,5.1745,15,0.0156,-6.0481,7
11,23,41.5234,5.7447,18,0.0360,-10.7407,14
11,24,41.5234,7.2267,19,0.0442,9.1233,22
12,0,41.5234,7.0994,2,0.0124,-5.2534,20
12,1,41.5234,5.4687,6,0.0430,-10.7451,13
12,2,41.5234,5.4614,6,0.0339,11.3897,10
12,3,41.5234,4.9590,5,0.0209,8.2939,11
12,4,41.5234,5.6498,8,0.0182,5.4568,6
12,5,41.5234,3.9819,8,0.0191,5.0578,20
12,6,41.5234,3.9758,2,0.0213,7.5217,14
12,7,41.5234,7.1515,4,0.0439,8.1590,13
12,8,41.5234,4.1552,9,0.0333,-10.0883,11
12,9,41.5234,5.6608,8,0.0154,10.3943,13
12,10,41.5234,5.0400,11,0.0135,5.1164,16
12,11,41.5234,3.8784,16,0.0231,7.1144,3
12,12,41.5234,5.7269,16,0.0291,-10.7256,15
12,13,41.5234,3.6321,15,0.0277,-5.6289,1
12,14,41.5234,4.0690,18,0.0303,-7.8103,11
12,15,41.5234,4.0438,18,0.0223,-6.8150,13
12,16,41.5234,4.1003,21,0.0135,6.9898,0
12,17,41.5234,5.1485,14,0.0765,8.9688,11
12,18,41.5234,4.2744,19,0.0411,-9.4486,13
12,19,41.5234,5.8380,18,0.0262,8.9448,11
12,20,41.5234,7.2566,12,0.0309,-5.9378,16
12,21,41.5234,5.7240,16,0.0100,-6.0055,15
12,22,41.5234,5.2341,15,0.0262,6.2071,1
12,23,41.5234,5.8282,18,0.0569,-9.3357,5
12,24,41.5234,7.3198,19,0.0597,9.6010,22
13,0,41.5234,7.1031,1,0.0149,5.0674,16
13,1,41.5234,5.4713,6,0.0473,-11.4216,13
13,2,41.5234,5.4772,6,0.0096,5.1109,10
13,3,41.5234,5.0966,5,0.0223,8.0708,11
13,4,41.5234,5.6353,8,0.0196,6.1495,20
13,5,41.5234,3.9354,8,0.0190,-4.8261,22
13,6,41.5234,3.9727,1,0.0122,7.2444,5
13,7,41.5234,7.1676,4,0.0356,7.2523,20
13,8,41.5234,4.1092,9,0.0271,-7.5638,11
13,9,41.5234,5.6410,8,0.0152,8.5927,13
13,10,41.5234,5.1324,11,0.0118,5.6711,2
13,11,41.5234,3.8574,16,0.0261,-7.3323,15
13,12,41.5234,5.6475,16,0.0294,-10.4791,15
13,13,41.5234,3.6670,15,0.0299,-5.5515,1
13,14,41.5234,3.9948,18,0.0276,-6.5101,21
13,15,41.5234,3.9820,18,0.0193,-5.2409,13
13,16,41.5234,4.1321,21,0.0133,-6.7178,20
13,17,41.5234,5.1569,14,0.0630,-8.5409,5
13,18,41.5234,4.2090,23,0.0415,-9.3276,13
13,19,41.5234,5.8265,18,0.0262,7.5810,11
13,20,41.5234,7.3271,12,0.0222,-5.7913,16
13,21,41.5234,5.5884,16,0.0114,-6.1877,15
13,22,41.5234,5.1818,15,0.0185,-5.4920,5
13,23,41.5234,5.7807,18,0.0539,-10.2609,5
13,24,41.5234,7.1694,23,0.0637,8.8527,22
14,0,41.5234,7.0606,2,0.0300,-4.2474,7
14,1,41.5234,5.4957,6,0.0536,-10.8626,13
14,2,41.5234,5.5245,6,0.0135,4.6988,10
14,3,41.5234,4.9355,5,0.0333,-7.0107,8
14,4,41.5234,5.5121,8,0.0236,6.5608,20
14,5,41.5234,3.8962,8,0.0177,-5.0435,22
14,6,41.5234,3.9881,2,0.0154,7.4033,5
14,7,41.5234,7.3442,4,0.0526,6.0348,13
14,8,41.5234,4.2151,9,0.0441,-5.7136,3
14,9,41.5234,5.6705,8,0.0232,8.2772,13
14,10,41.5234,5.0625,11,0.0126,5.4744,2
14,11,41.5234,3.8327,16,0.0316,7.4812,3
14,12,41.5234,5.5997,16,0.0334,-7.0063,14
14,13,41.5234,3.6761,15,0.0469,5.3557,7
14,14,41.5234,4.0178,18,0.0526,6.0751,7
14,15,41.5234,3.9636,18,0.0245,-5.0760,11
14,16,41.5234,4.2316,21,0.0165,-7.2253,15
14,17,41.5234,5.0997,14,0.0573,-9.5445,5
14,18,41.5234,4.2816,23,0.0324,-8.4798,13
14,19,41.5234,5.7322,18,0.0351,7.7624,11
14,20,41.5234,7.2291,12,0.0202,-5.6173,16
14,21,41.5234,5.6949,16,0.0307,-6.1830,15
14,22,41.5234,5.1591,15,0.0121,-5.2605,5
14,23,41.5234,5.8171,18,0.0885,-8.4488,7
14,24,41.5234,7.2472,23,0.1409,-11.0258,7
15,0,41.5234,7.0447,2,0.0431,-5.2596,14
15,1,41.5234,5.4513,6,0.0491,5.8638,15
15,2,41.5234,5.4522,6,0.0164,4.4525,10
15,3,41.5234,4.9764,5,0.0461,-6.2338,8
15,4,41.5234,5.6192,8,0.0385,8.2056,7
15,5,41.5234,3.9080,8,0.0233,-5.1827,22
15,6,41.5234,3.9746,2,0.0157,7.6294,5
15,7,41.5234,7.2384,4,0.0347,4.7885,13
15,8,41.5234,4.1698,9,0.0512,-6.1010,3
15,9,41.5234,5.6401,8,0.0308,8.8439,13
15,10,41.5234,5.0175,11,0.0142,5.7479,2
15,11,41.5234,3.8223,16,0.0376,-8.4031,15
15,12,41.5234,5.5755,16,0.0473,-8.9605,14
15,13,41.5234,3.6810,15,0.0580,6.1794,7
15,14,41.5234,4.0184,18,0.0364,-3.5431,3
15,15,41.5234,3.9782,18,0.0301,-5.9957,11
15,16,41.5234,4.1136,21,0.0376,-5.9127,14
15,17,41.5234,5.1064,14,0.0753,8.5591,11
15,18,41.5234,4.2646,23,0.0729,-8.9273,7
15,19,41.5234,5.8938,18,0.0434,7.6300,11
15,20,41.5234,7.2547,12,0.0270,6.2838,7
15,21,41.5234,5.6451,16,0.0368,-6.2049,15
15,22,41.5234,5.2031,15,0.0239,-4.3829,5
15,23,41.5234,5.8226,18,0.0502,-9.0042,7
15,24,41.5234,7.2604,23,0.1323,-14.8481,7
16,0,41.5234,7.1086,1,0.0355,-4.3107,14
16,1,41.5234,5.4735,6,0.0397,5.4165,0
16,2,41.5234,5.5107,6,0.0192,4.4507,10
16,3,41.5234,4.9785,4,0.0151,-3.4594,9
16,4,41.5234,5.5765,8,0.0314,6.9235,7
16,5,41.5234,3.9248,8,0.0273,5.4688,3
16,6,41.5234,3.9697,2,0.0173,7.4744,5
16,7,41.5234,7.2854,4,0.0375,4.7271,13
16,8,41.5234,4.1849,9,0.0526,5.1301,14
16,9,41.5234,5.7373,8,0.0420,-7.6315,3
16,10,41.5234,5.0502,11,0.0192,5.6947,2
16,11,41.5234,3.9201,16,0.0403,-7.7611,15
16,12,41.5234,5.6646,16,0.0506,-8.7104,14
16,13,41.5234,3.7237,15,0.0621,6.2258,7
16,14,41.5234,3.9232,18,0.0396,3.3237,8
16,15,41.5234,3.9984,18,0.0335,-6.0869,11
16,16,41.5234,4.1632,21,0.0384,-4.8871,3
16,17,41.5234,5.1865,14,0.0627,8.1087,11
16,18,41.5234,4.2912,19,0.0789,-8.9544,7
16,19,41.5234,5.6967,18,0.0306,6.5447,11
16,20,41.5234,7.2305,12,0.0360,-5.1198,3
16,21,41.5234,5.7081,16,0.0401,-7.9338,3
16,22,41.5234,5.0980,15,0.0268,4.3354,14
16,23,41.5234,5.7126,18,0.0487,-8.5930,7
16,24,41.5234,7.1713,19,0.0490,-5.9588,3
17,0,41.5234,7.0868,1,0.0384,4.7493,3
17,1,41.5234,5.5568,6,0.0561,-4.4543,14
17,2,41.5234,5.5547,6,0.0306,5.8474,10
17,3,41.5234,5.0741,5,0.0170,-3.5511,9
17,4,41.5234,5.6620,8,0.0430,7.6198,7
17,5,41.5234,3.8546,8,0.0263,-4.1589,9
17,6,41.5234,3.9498,1,0.0414,5.4525,5
17,7,41.5234,7.1523,4,0.0412,4.9031,13
17,8,41.5234,4.2201,9,0.0445,-4.6576,11
17,9,41.5234,5.6251,8,0.0488,-7.2660,3
17,10,41.5234,5.0024,11,0.0277,3.8394,5
17,11,41.5234,3.8868,16,0.0538,7.3826,19
17,12,41.5234,5.5468,16,0.0926,-7.8496,14
17,13,41.5234,3.6784,14,0.0790,6.9878,7
17,14,41.5234,3.9223,18,0.0515,2.5944,8
17,15,41.5234,3.9559,18,0.0230,-4.6246,19
17,16,41.5234,4.2195,21,0.0344,-4.1462,22
17,17,41.5234,5.2064,14,0.0803,-6.7420,5
17,18,41.5234,4.2605,19,0.0705,-5.7704,7
17,19,41.5234,5.7833,18,0.0388,5.8446,11
17,20,41.5234,7.1078,21,0.0419,-5.0715,10
17,21,41.5234,5.6232,16,0.0501,-6.5393,10
17,22,41.5234,5.1704,15,0.0405,-4.8746,7
17,23,41.5234,5.8036,18,0.0574,-8.2197,7
17,24,41.5234,7.1775,19,0.0571,-6.0089,7
18,0,41.5234,7.0664,1,0.0580,4.6323,17
18,1,41.5234,5.5052,6,0.0673,-4.2064,14
18,2,41.5234,5.5449,6,0.0315,5.9451,10
18,3,41.5234,4.9848,5,0.0249,-3.7884,9
18,4,41.5234,5.6138,8,0.0543,8.4044,7
18,5,41.5234,3.8878,8,0.0303,-3.8618,9
18,6,41.5234,4.0223,2,0.0471,5.3507,5
18,7,41.5234,7.2164,4,0.0448,4.0651,13
18,8,41.5234,4.0996,9,0.0471,-4.9950,11
18,9,41.5234,5.6948,8,0.0346,6.7688,13
18,10,41.5234,4.9955,11,0.0282,3.5876,5
18,11,41.5234,3.8875,16,0.0845,-5.2939,15
18,12,41.5234,5.6387,16,0.0964,-7.5101,14
18,13,41.5234,3.6372,14,0.0500,-3.9805,24
18,14,41.5234,3.9888,18,0.0430,-2.0925,7
18,15,41.5234,4.0478,18,0.0414,6.3060,17
18,16,41.5234,4.2172,21,0.0483,4.4549,21
18,17,41.5234,5.2413,14,0.0430,-4.4356,7
18,18,41.5234,4.2685,23,0.0761,-5.9399,7
18,19,41.5234,5.8580,18,0.0476,-5.9632,7
18,20,41.5234,7.3225,12,0.0619,4.7038,24
18,21,41.5234,5.6367,16,0.0500,-3.9710,10
18,22,41.5234,5.1143,15,0.0369,5.0838,23
18,23,41.5234,5.8284,18,0.0341,-4.6121,13
18,24,41.5234,7.2708,23,0.0600,-5.4245,13
19,0,41.5234,7.0455,2,0.0455,5.6075,17
19,1,41.5234,5.5201,6,0.0653,-4.3092,2
19,2,41.5234,5.5188,6,0.0216,4.6450,10
19,3,41.5234,5.0163,5,0.0276,3.8371,5
19,4,41.5234,5.7860,8,0.0556,-6.2743,2
19,5,41.5234,3.9756,8,0.0284,3.8348,3
19,6,41.5234,4.0560,1,0.0516,5.2914,10
19,7,41.5234,7.2647,4,0.0466,3.5151,13
19,8,41.5234,4.1872,9,0.0400,-3.9548,2
19,9,41.5234,5.6622,8,0.0369,-7.2802,5
19,10,41.5234,4.9838,11,0.0246,3.9892,2
