src_idx,tgt_idx,optimal_lag,max_correlation
8,0,0,0.2674
8,1,6,0.2293
8,2,6,0.2243
8,3,2,0.1737
8,4,3,0.3973
8,5,4,0.2992
8,6,5,0.3620
8,7,3,0.3751
8,8,0,1.0000
8,9,6,0.3260
8,10,2,0.1729
8,11,4,0.1322
8,12,0,0.3445
8,13,3,0.4021
8,14,4,0.3118
8,15,3,0.4634
8,16,6,0.1970
8,17,4,0.1119
8,18,6,0.6483
8,19,5,0.4453
8,20,2,0.0722
8,21,3,0.3952
8,22,4,0.2753
8,23,3,0.3974
8,24,0,0.3583
9,0,5,0.2213
9,1,3,0.3384
9,2,1,0.4366
9,3,0,0.1534
9,4,4,0.2699
9,5,6,0.2825
9,6,2,0.2610
9,7,5,0.2561
9,8,3,0.2831
9,9,0,1.0000
9,10,6,0.6313
9,11,6,0.2508
9,12,3,0.2101
9,13,6,0.4129
9,14,3,0.3858
9,15,3,0.2088
9,16,1,0.2961
9,17,6,0.1638
9,18,1,0.2900
9,19,3,0.3530
9,20,1,0.3594
9,21,3,0.1580
9,22,4,0.0810
9,23,0,0.2368
9,24,1,0.2160
10,0,3,0.2438
10,1,2,0.5005
10,2,5,0.4775
10,3,1,0.3734
10,4,5,0.5287
10,5,3,0.2764
10,6,1,0.2737
10,7,4,0.2063
10,8,1,0.2226
10,9,4,0.4626
10,10,0,1.0000
10,11,0,0.1262
10,12,2,0.3740
10,13,0,0.3863
10,14,3,0.0826
10,15,6,0.4221
10,16,6,0.2384
10,17,0,0.2216
10,18,5,0.3523
10,19,6,0.5000
10,20,4,0.2992
10,21,6,0.1991
10,22,3,0.5516
10,23,4,0.4531
10,24,3,0.3975
11,0,4,0.4025
11,1,0,0.4352
11,2,3,0.0828
11,3,1,0.4840
11,4,5,0.3285
11,5,6,0.2847
11,6,5,0.2181
11,7,0,0.2033
11,8,2,0.3311
11,9,4,0.1045
11,10,5,0.3754
11,11,0,1.0000
11,12,2,0.3603
11,13,1,0.0672
11,14,0,0.6081
11,15,6,0.2103
11,16,3,0.2629
11,17,3,0.4784
11,18,2,0.3290
11,19,0,0.2844
11,20,4,0.3940
11,21,1,0.1601
11,22,3,0.3082
11,23,5,0.1854
11,24,6,0.3381
12,0,4,0.2548
12,1,3,0.4347
12,2,4,0.2474
12,3,6,0.6312
12,4,3,0.5220
12,5,1,0.3001
12,6,5,0.1275
12,7,5,0.2285
12,8,0,0.3445
12,9,5,0.5586
12,10,3,0.3719
12,11,5,0.3027
12,12,0,1.0000
12,13,3,0.5417
12,14,0,0.2840
12,15,4,0.1418
12,16,6,0.1290
12,17,3,0.3321
12,18,6,0.2999
12,19,4,0.4640
12,20,6,0.4614
12,21,1,0.2348
12,22,6,0.4308
12,23,3,0.4196
12,24,4,0.3276
13,0,5,0.2221
13,1,5,0.3178
13,2,1,0.4090
13,3,3,0.4700
13,4,0,0.3192
13,5,6,0.1645
13,6,1,0.2323
13,7,2,0.2412
13,8,1,0.0170
13,9,2,0.4359
13,10,0,0.3863
13,11,5,0.3725
13,12,4,0.0769
13,13,0,1.0000
13,14,5,0.4683
13,15,5,0.2247
13,16,4,0.3005
13,17,6,0.5388
13,18,2,0.1297
13,19,1,0.3506
13,20,6,0.3013
13,21,0,0.1939
13,22,3,0.2489
13,23,4,0.4658
13,24,5,0.1537
14,0,6,0.5949
14,1,3,0.4141
14,2,3,0.2329
14,3,6,0.3304
14,4,1,0.2358
14,5,1,0.0413
14,6,2,0.2517
14,7,0,0.2698
14,8,5,0.2298
14,9,3,0.2014
14,10,3,0.0700
14,11,0,0.6081
14,12,0,0.2840
14,13,1,0.3156
14,14,0,1.0000
14,15,6,0.2977
14,16,4,0.3628
14,17,4,0.4664
14,18,5,0.2762
14,19,0,0.3145
14,20,5,0.2110
14,21,2,0.3755
14,22,6,0.3881
14,23,6,0.1579
14,24,6,0.3626
15,0,1,0.1799
15,1,0,0.2612
15,2,4,0.4878
15,3,2,0.2460
15,4,0,0.1749
15,5,3,0.2549
15,6,2,0.2360
15,7,2,0.4719
15,8,4,0.3280
15,9,3,0.4858
15,10,1,0.3420
15,11,6,0.3524
15,12,4,0.1108
15,13,3,0.3209
15,14,6,0.4779
15,15,0,1.0000
15,16,5,0.6508
15,17,2,0.2229
15,18,3,0.3676
15,19,0,0.2431
15,20,2,0.3102
15,21,3,0.3704
15,22,4,0.4752
15,23,0,0.4230
15,24,6,0.4174
16,0,2,0.0772
16,1,0,0.2449
16,2,6,0.2385
16,3,6,0.1902
16,4,2,0.2946
16,5,5,0.3736
16,6,6,0.5651
16,7,6,0.3307
16,8,3,0.4160
16,9,4,0.1935
16,10,5,0.3492
16,11,1,0.3756
16,12,3,0.2870
16,13,3,0.2904
16,14,1,0.1772
16,15,3,0.1397
16,16,0,1.0000
16,17,5,0.3475
16,18,4,0.1696
16,19,6,0.3247
16,20,5,0.3299
16,21,6,0.4294
16,22,2,0.1683
16,23,6,0.3089
16,24,2,0.2298
17,0,3,0.4395
17,1,2,0.2828
17,2,5,0.0647
17,3,1,0.1999
17,4,5,0.2743
17,5,3,0.1429
17,6,1,0.4219
17,7,4,0.2631
17,8,6,0.3280
17,9,4,0.2173
17,10,4,0.2412
17,11,4,0.2443
17,12,6,0.1738
17,13,0,0.0506
17,14,4,0.0955
17,15,1,0.2774
17,16,3,0.4487
17,17,0,1.0000
17,18,4,0.0743
17,19,6,0.1359
17,20,4,0.4417
17,21,6,0.4467
17,22,5,0.4055
17,23,4,0.1832
17,24,5,0.7731
18,0,4,0.2738
18,1,2,0.1939
18,2,1,0.4548
18,3,5,0.2698
18,4,6,0.2487
18,5,1,0.3795
18,6,5,0.3158
18,7,3,0.5291
18,8,1,0.3445
18,9,6,0.6050
18,10,4,0.2764
18,11,3,0.1080
18,12,5,0.2744
18,13,6,0.4603
18,14,3,0.5242
18,15,3,0.4338
18,16,2,0.1499
18,17,4,0.1383
18,18,0,1.0000
18,19,2,0.2439
18,20,0,0.4087
18,21,2,0.3300
18,22,5,0.3655
18,23,6,0.2205
18,24,1,0.3152
19,0,6,0.3609
19,1,1,0.3338
19,2,4,0.4915
19,3,2,0.5230
19,4,5,0.0573
19,5,3,0.0181
19,6,5,0.1424
19,7,0,0.3569
19,8,6,0.3512
19,9,3,0.6067
19,10,5,0.1665
19,11,0,0.2844
19,12,1,0.1421
19,13,1,0.2455
19,14,1,0.3294
19,15,0,0.2431
19,16,4,0.2909
19,17,4,0.3391
19,18,2,0.2823
19,19,0,1.0000
19,20,5,0.3394
19,21,0,0.4577
19,22,6,0.5482
19,23,3,0.3551
19,24,6,0.1309
20,0,3,0.2565
20,1,6,0.3312
20,2,0,0.1200
20,3,5,0.2236
20,4,1,0.2090
20,5,4,0.2437
20,6,1,0.3323
20,7,3,0.3844
20,8,3,0.2433
20,9,0,0.1660
20,10,4,0.2175
20,11,4,0.4498
20,12,6,0.4739
20,13,6,0.2256
20,14,3,0.5187
20,15,2,0.2207
20,16,3,0.3462
20,17,0,0.3530
20,18,0,0.4087
20,19,3,0.2375
20,20,0,1.0000
20,21,6,0.4427
20,22,0,0.2349
20,23,1,0.1505
20,24,3,0.3017
21,0,5,0.4515
21,1,4,0.3593
21,2,4,0.2744
21,3,1,0.2560
21,4,2,0.2056
21,5,0,0.1858
21,6,0,0.2151
21,7,6,0.1729
21,8,6,0.2593
21,9,4,0.3587
21,10,6,0.1645
21,11,1,0.2471
21,12,1,0.3509
21,13,0,0.1939
21,14,1,0.4280
21,15,4,0.5019
21,16,5,0.4737
21,17,6,0.6152
21,18,2,0.2179
21,19,0,0.4577
21,20,6,0.4593
21,21,0,1.0000
21,22,1,0.2568
21,23,2,0.2346
21,24,5,0.2485
22,0,1,0.1203
22,1,2,0.1637
22,2,1,0.1666
22,3,0,0.2563
22,4,4,0.4057
22,5,6,0.3330
22,6,4,0.3588
22,7,3,0.2251
22,8,5,0.4289
22,9,6,0.4443
22,10,4,0.3966
22,11,3,0.1403
22,12,5,0.2771
22,13,6,0.1737
22,14,4,0.3068
22,15,3,0.5121
22,16,2,0.2916
22,17,0,0.3766
22,18,2,0.2218
22,19,6,0.1936
22,20,1,0.2430
22,21,6,0.6190
22,22,0,1.0000
22,23,1,0.6047
22,24,2,0.3716
23,0,3,0.3175
23,1,6,0.4679
23,2,4,0.3472
23,3,4,0.4122
23,4,0,0.2627
23,5,5,0.4752
23,6,3,0.3701
23,7,2,0.2884
23,8,6,0.3211
23,9,0,0.2368
23,10,0,0.1164
23,11,6,0.3984
23,12,6,0.1985
23,13,0,0.1266
23,14,1,0.2878
23,15,0,0.4230
23,16,5,0.4797
23,17,6,0.1789
23,18,4,0.3524
23,19,2,0.2286
23,20,4,0.1889
23,21,5,0.2063
23,22,3,0.2685
23,23,0,1.0000
23,24,1,0.3967
24,0,6,0.5288
24,1,5,0.4494
24,2,0,0.1091
24,3,2,0.0420
24,4,3,0.2906
24,5,0,0.2387
24,6,1,0.3228
24,7,5,0.3584
24,8,0,0.3583
24,9,6,0.0563
24,10,3,0.2942
24,11,5,0.2420
24,12,4,0.5324
24,13,5,0.2515
24,14,4,0.3323
24,15,5,0.2978
24,16,0,0.0738
24,17,1,0.0643
24,18,2,0.3661
24,19,6,0.2579
24,20,0,0.1804
24,21,6,0.4587
24,22,0,0.3273
24,23,1,0.2838
24,24,0,1.0000
