t_idx,node_idx,fk_echo_impact
9,19,-48.7268
9,20,128.0066
9,21,9.6555
9,22,-252.3470
9,23,-7.3556
9,24,-231.2489
10,0,-70.0269
10,1,-25.2581
10,2,148.4342
10,3,-23.7449
10,4,-128.5503
10,5,172.8933
10,6,-98.2080
10,7,-115.6111
10,8,-266.0204
10,9,-51.2141
10,10,236.0435
10,11,111.6293
10,12,38.4382
10,13,162.8641
10,14,62.8211
10,15,-165.7957
10,16,-69.8818
10,17,30.7885
10,18,243.6450
10,19,-37.5884
10,20,20.8862
10,21,11.6633
10,22,-41.7246
10,23,-124.3426
10,24,-22.1401
11,0,-127.9516
11,1,-11.2916
11,2,76.9643
11,3,-0.5039
11,4,30.0486
11,5,-96.5202
11,6,-18.0464
11,7,-68.0605
11,8,86.9869
11,9,-70.1605
11,10,-76.6221
11,11,-73.6165
11,12,-65.9450
11,13,12.3683
11,14,-72.0766
11,15,-6.5917
11,16,5.8154
11,17,102.6601
11,18,48.1974
11,19,284.2364
11,20,-174.5552
11,21,27.7892
11,22,22.2423
11,23,73.7896
11,24,90.8434
12,0,203.8856
12,1,165.5172
12,2,27.8426
12,3,-97.3240
12,4,-11.0555
12,5,-214.4642
12,6,0.3562
12,7,2.9588
12,8,47.6611
12,9,-57.2671
12,10,-75.6610
12,11,-39.0017
12,12,93.6386
12,13,-125.9705
12,14,189.8323
12,15,-17.3869
12,16,106.8921
12,17,-18.6629
12,18,279.8532
12,19,130.9946
12,20,-220.9272
12,21,-149.9856
12,22,-178.5950
12,23,-26.7518
12,24,-16.3789
13,0,34.9800
13,1,-32.1361
13,2,-181.1825
13,3,-21.1445
13,4,-88.2854
13,5,23.5316
13,6,-498.5288
13,7,-42.2184
13,8,90.5838
13,9,-16.7379
13,10,-4.8671
13,11,44.1792
13,12,-56.5723
13,13,60.8454
13,14,213.6786
13,15,69.7018
13,16,-74.0747
13,17,208.1220
13,18,185.1491
13,19,78.0926
13,20,89.9826
13,21,-117.2836
13,22,63.7995
13,23,-50.4457
13,24,20.8310
14,0,161.6734
14,1,-58.9896
14,2,-7.7220
14,3,52.3042
14,4,134.7619
14,5,-32.4648
14,6,32.2909
14,7,31.3420
14,8,-99.5942
14,9,75.6088
14,10,-21.3399
14,11,-94.0583
14,12,-71.3839
14,13,86.0742
14,14,-72.3701
14,15,48.4248
14,16,-197.5022
14,17,51.6774
14,18,-82.0189
14,19,-107.4035
14,20,62.2426
14,21,43.6221
14,22,9.3988
14,23,145.0048
14,24,-89.5783
15,0,-64.7464
15,1,135.4605
15,2,55.5236
15,3,101.4037
15,4,213.8138
15,5,-177.8519
15,6,-36.0487
15,7,40.1949
15,8,-183.3374
15,9,21.0781
15,10,19.8805
15,11,-129.8276
15,12,-40.6327
15,13,141.2949
15,14,-30.0621
15,15,119.0948
15,16,-149.7057
15,17,58.5766
15,18,199.3266
15,19,-167.2091
15,20,20.2207
15,21,-90.6280
15,22,16.5272
15,23,10.1016
15,24,-82.4481
16,0,132.1022
16,1,-100.5083
16,2,36.7507
16,3,-143.7644
16,4,-64.9327
16,5,24.2511
16,6,-52.6383
16,7,-6.3828
16,8,-46.0342
16,9,37.8283
16,10,-110.5190
16,11,-99.4804
16,12,-177.6990
16,13,-42.5041
16,14,-24.9680
16,15,102.3518
16,16,-20.0795
16,17,154.7773
16,18,-124.9471
16,19,190.9082
16,20,109.5861
16,21,56.2731
16,22,3.8405
16,23,-12.4224
16,24,178.2110
17,0,61.5525
17,1,26.1202
17,2,-128.0737
17,3,-173.3876
17,4,-184.1194
17,5,61.5135
17,6,258.7304
17,7,0.0928
17,8,-72.1514
17,9,104.0825
17,10,-1.6380
17,11,149.3276
17,12,-72.5301
17,13,-150.2181
17,14,49.9492
17,15,-345.3830
17,16,-122.2575
17,17,231.8442
17,18,36.1027
17,19,35.6441
17,20,179.3081
17,21,126.2850
17,22,82.8768
17,23,-65.2225
17,24,-88.4482
18,0,71.2210
18,1,61.9051
18,2,104.1111
18,3,212.2928
18,4,140.8102
18,5,-182.7937
18,6,108.9660
18,7,65.5669
18,8,-10.5224
18,9,-24.8649
18,10,-130.1680
18,11,-205.7344
18,12,13.2832
18,13,-313.5540
18,14,-118.8747
18,15,27.3977
18,16,-145.6170
18,17,-200.4787
18,18,219.9458
18,19,-233.4188
18,20,141.4884
18,21,-39.5066
18,22,213.3516
18,23,195.4152
18,24,29.7781
19,0,170.2875
19,1,93.7559
19,2,25.0624
19,3,-61.9080
19,4,38.3317
19,5,69.7501
19,6,-46.7963
19,7,-92.5760
19,8,22.5157
19,9,-23.5950
19,10,-48.0514
19,11,-154.5308
19,12,13.9603
19,13,-192.4848
19,14,-190.6471
19,15,-0.5185
19,16,155.0921
19,17,-274.7420
19,18,82.3016
19,19,-188.9772
19,20,146.2187
19,21,189.2502
19,22,-27.1055
19,23,141.2884
19,24,154.1181
20,0,38.0081
20,1,81.6269
20,2,-86.9880
20,3,-81.1524
20,4,62.7656
20,5,-98.8727
20,6,1.5539
20,7,-0.3681
20,8,172.0514
20,9,-35.1379
20,10,16.0680
20,11,279.9179
20,12,100.9967
20,13,-263.4720
20,14,181.1176
20,15,-92.8552
20,16,89.1050
20,17,48.0628
20,18,-57.0303
20,19,-39.0685
20,20,-52.4418
20,21,-109.0226
20,22,-58.4016
20,23,-136.4068
20,24,39.9441
21,0,-14.6312
21,1,-49.7599
21,2,-106.7182
21,3,-80.4158
21,4,121.1574
21,5,70.0114
21,6,-119.2320
21,7,39.0151
21,8,-101.2422
21,9,-122.6198
21,10,89.8655
21,11,99.6956
21,12,-21.8050
21,13,162.9610
21,14,67.2353
21,15,156.5401
21,16,-15.7536
21,17,-23.0515
21,18,129.4852
21,19,-90.6013
21,20,90.7445
21,21,81.4755
21,22,-183.2031
21,23,-147.3762
21,24,-31.7768
22,0,65.4608
22,1,-73.4347
22,2,-100.1935
22,3,-157.0271
22,4,16.0189
22,5,-93.3632
22,6,-8.2012
22,7,-121.5731
22,8,336.6972
22,9,-203.6824
22,10,77.6839
22,11,-127.4722
22,12,56.6041
22,13,-97.7167
22,14,129.2937
22,15,-212.1704
22,16,-243.3790
22,17,59.7284
22,18,88.5543
22,19,285.0070
22,20,16.1205
22,21,167.8995
22,22,60.7968
22,23,-140.7818
22,24,219.1300
23,0,-74.7577
23,1,-23.1621
23,2,-74.9174
23,3,-136.9766
23,4,-100.1340
23,5,78.2126
23,6,-63.2710
23,7,-64.4246
23,8,66.9697
23,9,2.2312
23,10,-40.6664
23,11,-94.9242
23,12,121.0265
23,13,20.5299
23,14,-41.5769
23,15,132.6420
23,16,46.8086
23,17,1.8077
23,18,201.9479
23,19,-37.0881
23,20,-70.1591
23,21,26.2338
23,22,154.0704
23,23,76.0984
23,24,-106.5207
