t_idx,time_label,node_idx,node_label,account_category,fk_echo_impact
4,2024-01-01 10:00:40,4,04_Visual_Cortex,Unknown,1.2263
5,2024-01-01 10:00:50,0,00_Motor_Cortex,Unknown,-39.3954
5,2024-01-01 10:00:50,1,01_Parietal_Lobe,Unknown,13.3889
5,2024-01-01 10:00:50,2,02_Prefrontal_Cortex,Unknown,-5.9286
5,2024-01-01 10:00:50,3,03_Temporal_Lobe,Unknown,14.7772
5,2024-01-01 10:00:50,4,04_Visual_Cortex,Unknown,17.1578
6,2024-01-01 10:01:00,0,00_Motor_Cortex,Unknown,-47.7931
6,2024-01-01 10:01:00,1,01_Parietal_Lobe,Unknown,-38.7682
6,2024-01-01 10:01:00,2,02_Prefrontal_Cortex,Unknown,33.651
6,2024-01-01 10:01:00,3,03_Temporal_Lobe,Unknown,30.3133
6,2024-01-01 10:01:00,4,04_Visual_Cortex,Unknown,22.597
7,2024-01-01 10:01:10,0,00_Motor_Cortex,Unknown,-17.2908
7,2024-01-01 10:01:10,1,01_Parietal_Lobe,Unknown,-24.6172
7,2024-01-01 10:01:10,2,02_Prefrontal_Cortex,Unknown,5.7268
7,2024-01-01 10:01:10,3,03_Temporal_Lobe,Unknown,51.2126
7,2024-01-01 10:01:10,4,04_Visual_Cortex,Unknown,-15.0314
8,2024-01-01 10:01:20,0,00_Motor_Cortex,Unknown,-7.1791
8,2024-01-01 10:01:20,1,01_Parietal_Lobe,Unknown,55.7044
8,2024-01-01 10:01:20,2,02_Prefrontal_Cortex,Unknown,6.8136
8,2024-01-01 10:01:20,3,03_Temporal_Lobe,Unknown,-10.0732
8,2024-01-01 10:01:20,4,04_Visual_Cortex,Unknown,-45.2658
9,2024-01-01 10:01:30,0,00_Motor_Cortex,Unknown,1.9368
9,2024-01-01 10:01:30,1,01_Parietal_Lobe,Unknown,0.5568
9,2024-01-01 10:01:30,2,02_Prefrontal_Cortex,Unknown,-2.3722
9,2024-01-01 10:01:30,3,03_Temporal_Lobe,Unknown,22.1583
9,2024-01-01 10:01:30,4,04_Visual_Cortex,Unknown,-22.2798
10,2024-01-01 10:01:40,0,00_Motor_Cortex,Unknown,-30.3367
10,2024-01-01 10:01:40,1,01_Parietal_Lobe,Unknown,1.3056
10,2024-01-01 10:01:40,2,02_Prefrontal_Cortex,Unknown,47.7791
10,2024-01-01 10:01:40,3,03_Temporal_Lobe,Unknown,-6.4573
10,2024-01-01 10:01:40,4,04_Visual_Cortex,Unknown,-12.2907
11,2024-01-01 10:01:50,0,00_Motor_Cortex,Unknown,-28.4422
11,2024-01-01 10:01:50,1,01_Parietal_Lobe,Unknown,49.2776
11,2024-01-01 10:01:50,2,02_Prefrontal_Cortex,Unknown,47.0476
11,2024-01-01 10:01:50,3,03_Temporal_Lobe,Unknown,-2.7962
11,2024-01-01 10:01:50,4,04_Visual_Cortex,Unknown,-65.0868
12,2024-01-01 10:02:00,0,00_Motor_Cortex,Unknown,53.4398
12,2024-01-01 10:02:00,1,01_Parietal_Lobe,Unknown,-59.1142
12,2024-01-01 10:02:00,2,02_Prefrontal_Cortex,Unknown,-13.8236
12,2024-01-01 10:02:00,3,03_Temporal_Lobe,Unknown,8.6472
12,2024-01-01 10:02:00,4,04_Visual_Cortex,Unknown,10.8508
13,2024-01-01 10:02:10,0,00_Motor_Cortex,Unknown,15.7864
13,2024-01-01 10:02:10,1,01_Parietal_Lobe,Unknown,-11.1618
13,2024-01-01 10:02:10,2,02_Prefrontal_Cortex,Unknown,29.4454
13,2024-01-01 10:02:10,3,03_Temporal_Lobe,Unknown,36.0134
13,2024-01-01 10:02:10,4,04_Visual_Cortex,Unknown,-70.0833
14,2024-01-01 10:02:20,0,00_Motor_Cortex,Unknown,-82.6337
14,2024-01-01 10:02:20,1,01_Parietal_Lobe,Unknown,22.8508
14,2024-01-01 10:02:20,2,02_Prefrontal_Cortex,Unknown,-13.3287
14,2024-01-01 10:02:20,3,03_Temporal_Lobe,Unknown,20.79
14,2024-01-01 10:02:20,4,04_Visual_Cortex,Unknown,52.3216
15,2024-01-01 10:02:30,0,00_Motor_Cortex,Unknown,27.5232
15,2024-01-01 10:02:30,1,01_Parietal_Lobe,Unknown,-2.8644
15,2024-01-01 10:02:30,2,02_Prefrontal_Cortex,Unknown,5.2943
15,2024-01-01 10:02:30,3,03_Temporal_Lobe,Unknown,-22.1328
15,2024-01-01 10:02:30,4,04_Visual_Cortex,Unknown,-7.8203
16,2024-01-01 10:02:40,0,00_Motor_Cortex,Unknown,-33.854
16,2024-01-01 10:02:40,1,01_Parietal_Lobe,Unknown,14.4812
16,2024-01-01 10:02:40,2,02_Prefrontal_Cortex,Unknown,-35.9347
16,2024-01-01 10:02:40,3,03_Temporal_Lobe,Unknown,45.635
16,2024-01-01 10:02:40,4,04_Visual_Cortex,Unknown,9.6726
17,2024-01-01 10:02:50,0,00_Motor_Cortex,Unknown,-24.2947
17,2024-01-01 10:02:50,1,01_Parietal_Lobe,Unknown,-25.4775
17,2024-01-01 10:02:50,2,02_Prefrontal_Cortex,Unknown,26.4209
17,2024-01-01 10:02:50,3,03_Temporal_Lobe,Unknown,-0.6802
17,2024-01-01 10:02:50,4,04_Visual_Cortex,Unknown,24.0315
18,2024-01-01 10:03:00,0,00_Motor_Cortex,Unknown,56.8341
18,2024-01-01 10:03:00,1,01_Parietal_Lobe,Unknown,7.3871
18,2024-01-01 10:03:00,2,02_Prefrontal_Cortex,Unknown,-75.4943
18,2024-01-01 10:03:00,3,03_Temporal_Lobe,Unknown,-16.5283
18,2024-01-01 10:03:00,4,04_Visual_Cortex,Unknown,27.8015
19,2024-01-01 10:03:10,0,00_Motor_Cortex,Unknown,4.5561
19,2024-01-01 10:03:10,1,01_Parietal_Lobe,Unknown,-3.8111
19,2024-01-01 10:03:10,2,02_Prefrontal_Cortex,Unknown,32.5784
19,2024-01-01 10:03:10,3,03_Temporal_Lobe,Unknown,15.5456
19,2024-01-01 10:03:10,4,04_Visual_Cortex,Unknown,-48.869
20,2024-01-01 10:03:20,0,00_Motor_Cortex,Unknown,-18.7321
20,2024-01-01 10:03:20,1,01_Parietal_Lobe,Unknown,13.5918
20,2024-01-01 10:03:20,2,02_Prefrontal_Cortex,Unknown,32.4419
20,2024-01-01 10:03:20,3,03_Temporal_Lobe,Unknown,-41.533
20,2024-01-01 10:03:20,4,04_Visual_Cortex,Unknown,14.2312
21,2024-01-01 10:03:30,0,00_Motor_Cortex,Unknown,-24.2206
21,2024-01-01 10:03:30,1,01_Parietal_Lobe,Unknown,7.7331
21,2024-01-01 10:03:30,2,02_Prefrontal_Cortex,Unknown,16.182
21,2024-01-01 10:03:30,3,03_Temporal_Lobe,Unknown,-6.4428
21,2024-01-01 10:03:30,4,04_Visual_Cortex,Unknown,6.7483
22,2024-01-01 10:03:40,0,00_Motor_Cortex,Unknown,33.4251
22,2024-01-01 10:03:40,1,01_Parietal_Lobe,Unknown,-14.3629
22,2024-01-01 10:03:40,2,02_Prefrontal_Cortex,Unknown,-49.5175
22,2024-01-01 10:03:40,3,03_Temporal_Lobe,Unknown,44.794
22,2024-01-01 10:03:40,4,04_Visual_Cortex,Unknown,-14.3388
23,2024-01-01 10:03:50,0,00_Motor_Cortex,Unknown,27.5441
23,2024-01-01 10:03:50,1,01_Parietal_Lobe,Unknown,0.7602
23,2024-01-01 10:03:50,2,02_Prefrontal_Cortex,Unknown,17.2399
23,2024-01-01 10:03:50,3,03_Temporal_Lobe,Unknown,-27.1589
23,2024-01-01 10:03:50,4,04_Visual_Cortex,Unknown,-18.3854
24,2024-01-01 10:04:00,0,00_Motor_Cortex,Unknown,-63.0514
24,2024-01-01 10:04:00,1,01_Parietal_Lobe,Unknown,-6.9482
24,2024-01-01 10:04:00,2,02_Prefrontal_Cortex,Unknown,39.1411
24,2024-01-01 10:04:00,3,03_Temporal_Lobe,Unknown,18.5572
24,2024-01-01 10:04:00,4,04_Visual_Cortex,Unknown,12.3013
25,2024-01-01 10:04:10,0,00_Motor_Cortex,Unknown,14.6759
25,2024-01-01 10:04:10,1,01_Parietal_Lobe,Unknown,21.7321
25,2024-01-01 10:04:10,2,02_Prefrontal_Cortex,Unknown,53.541
25,2024-01-01 10:04:10,3,03_Temporal_Lobe,Unknown,-20.1642
25,2024-01-01 10:04:10,4,04_Visual_Cortex,Unknown,-69.7847
26,2024-01-01 10:04:20,0,00_Motor_Cortex,Unknown,1.1649
26,2024-01-01 10:04:20,1,01_Parietal_Lobe,Unknown,-8.2289
26,2024-01-01 10:04:20,2,02_Prefrontal_Cortex,Unknown,65.5937
26,2024-01-01 10:04:20,3,03_Temporal_Lobe,Unknown,1.5768
26,2024-01-01 10:04:20,4,04_Visual_Cortex,Unknown,-60.1065
27,2024-01-01 10:04:30,0,00_Motor_Cortex,Unknown,53.4902
27,2024-01-01 10:04:30,1,01_Parietal_Lobe,Unknown,-41.5484
27,2024-01-01 10:04:30,2,02_Prefrontal_Cortex,Unknown,-67.288
27,2024-01-01 10:04:30,3,03_Temporal_Lobe,Unknown,43.162
27,2024-01-01 10:04:30,4,04_Visual_Cortex,Unknown,12.1842
28,2024-01-01 10:04:40,0,00_Motor_Cortex,Unknown,45.3802
28,2024-01-01 10:04:40,1,01_Parietal_Lobe,Unknown,6.0859
28,2024-01-01 10:04:40,2,02_Prefrontal_Cortex,Unknown,-31.6318
28,2024-01-01 10:04:40,3,03_Temporal_Lobe,Unknown,-20.8047
28,2024-01-01 10:04:40,4,04_Visual_Cortex,Unknown,0.9704
29,2024-01-01 10:04:50,0,00_Motor_Cortex,Unknown,-35.545
29,2024-01-01 10:04:50,1,01_Parietal_Lobe,Unknown,12.3341
29,2024-01-01 10:04:50,2,02_Prefrontal_Cortex,Unknown,7.2911
29,2024-01-01 10:04:50,3,03_Temporal_Lobe,Unknown,19.1291
29,2024-01-01 10:04:50,4,04_Visual_Cortex,Unknown,-3.2093
30,2024-01-01 10:05:00,0,00_Motor_Cortex,Unknown,-2187.5945
30,2024-01-01 10:05:00,1,01_Parietal_Lobe,Unknown,524.7527
30,2024-01-01 10:05:00,2,02_Prefrontal_Cortex,Unknown,548.4435
30,2024-01-01 10:05:00,3,03_Temporal_Lobe,Unknown,563.0596
30,2024-01-01 10:05:00,4,04_Visual_Cortex,Unknown,551.3387
31,2024-01-01 10:05:10,0,00_Motor_Cortex,Unknown,-2467.322
31,2024-01-01 10:05:10,1,01_Parietal_Lobe,Unknown,637.1954
31,2024-01-01 10:05:10,2,02_Prefrontal_Cortex,Unknown,639.9184
31,2024-01-01 10:05:10,3,03_Temporal_Lobe,Unknown,572.6509
31,2024-01-01 10:05:10,4,04_Visual_Cortex,Unknown,617.5573
32,2024-01-01 10:05:20,0,00_Motor_Cortex,Unknown,-2623.1046
32,2024-01-01 10:05:20,1,01_Parietal_Lobe,Unknown,667.8334
32,2024-01-01 10:05:20,2,02_Prefrontal_Cortex,Unknown,666.1834
32,2024-01-01 10:05:20,3,03_Temporal_Lobe,Unknown,682.0362
32,2024-01-01 10:05:20,4,04_Visual_Cortex,Unknown,607.0517
33,2024-01-01 10:05:30,0,00_Motor_Cortex,Unknown,-2755.0405
33,2024-01-01 10:05:30,1,01_Parietal_Lobe,Unknown,681.6582
33,2024-01-01 10:05:30,2,02_Prefrontal_Cortex,Unknown,690.8404
33,2024-01-01 10:05:30,3,03_Temporal_Lobe,Unknown,671.6235
33,2024-01-01 10:05:30,4,04_Visual_Cortex,Unknown,710.9183
34,2024-01-01 10:05:40,0,00_Motor_Cortex,Unknown,-2663.8081
34,2024-01-01 10:05:40,1,01_Parietal_Lobe,Unknown,648.2128
34,2024-01-01 10:05:40,2,02_Prefrontal_Cortex,Unknown,643.5229
34,2024-01-01 10:05:40,3,03_Temporal_Lobe,Unknown,736.6995
34,2024-01-01 10:05:40,4,04_Visual_Cortex,Unknown,635.3729
35,2024-01-01 10:05:50,0,00_Motor_Cortex,Unknown,-2437.0065
35,2024-01-01 10:05:50,1,01_Parietal_Lobe,Unknown,617.9259
35,2024-01-01 10:05:50,2,02_Prefrontal_Cortex,Unknown,592.8084
35,2024-01-01 10:05:50,3,03_Temporal_Lobe,Unknown,564.5587
35,2024-01-01 10:05:50,4,04_Visual_Cortex,Unknown,661.7135
36,2024-01-01 10:06:00,0,00_Motor_Cortex,Unknown,-2121.0727
36,2024-01-01 10:06:00,1,01_Parietal_Lobe,Unknown,495.0368
36,2024-01-01 10:06:00,2,02_Prefrontal_Cortex,Unknown,490.2895
36,2024-01-01 10:06:00,3,03_Temporal_Lobe,Unknown,554.1995
36,2024-01-01 10:06:00,4,04_Visual_Cortex,Unknown,581.547
37,2024-01-01 10:06:10,0,00_Motor_Cortex,Unknown,-1709.7532
37,2024-01-01 10:06:10,1,01_Parietal_Lobe,Unknown,420.675
37,2024-01-01 10:06:10,2,02_Prefrontal_Cortex,Unknown,401.1189
37,2024-01-01 10:06:10,3,03_Temporal_Lobe,Unknown,449.1871
37,2024-01-01 10:06:10,4,04_Visual_Cortex,Unknown,438.7722
38,2024-01-01 10:06:20,0,00_Motor_Cortex,Unknown,-1457.8783
38,2024-01-01 10:06:20,1,01_Parietal_Lobe,Unknown,355.5523
38,2024-01-01 10:06:20,2,02_Prefrontal_Cortex,Unknown,397.8884
38,2024-01-01 10:06:20,3,03_Temporal_Lobe,Unknown,384.9314
38,2024-01-01 10:06:20,4,04_Visual_Cortex,Unknown,319.5061
39,2024-01-01 10:06:30,0,00_Motor_Cortex,Unknown,-1268.9949
39,2024-01-01 10:06:30,1,01_Parietal_Lobe,Unknown,323.8486
39,2024-01-01 10:06:30,2,02_Prefrontal_Cortex,Unknown,308.4902
39,2024-01-01 10:06:30,3,03_Temporal_Lobe,Unknown,301.886
39,2024-01-01 10:06:30,4,04_Visual_Cortex,Unknown,334.7701
40,2024-01-01 10:06:40,0,00_Motor_Cortex,Unknown,-1218.6245
40,2024-01-01 10:06:40,1,01_Parietal_Lobe,Unknown,309.1188
40,2024-01-01 10:06:40,2,02_Prefrontal_Cortex,Unknown,342.8124
40,2024-01-01 10:06:40,3,03_Temporal_Lobe,Unknown,299.2465
40,2024-01-01 10:06:40,4,04_Visual_Cortex,Unknown,267.4468
41,2024-01-01 10:06:50,0,00_Motor_Cortex,Unknown,-1346.2512
41,2024-01-01 10:06:50,1,01_Parietal_Lobe,Unknown,330.1366
41,2024-01-01 10:06:50,2,02_Prefrontal_Cortex,Unknown,372.4243
41,2024-01-01 10:06:50,3,03_Temporal_Lobe,Unknown,346.0143
41,2024-01-01 10:06:50,4,04_Visual_Cortex,Unknown,297.676
42,2024-01-01 10:07:00,0,00_Motor_Cortex,Unknown,-1461.318
42,2024-01-01 10:07:00,1,01_Parietal_Lobe,Unknown,380.5099
42,2024-01-01 10:07:00,2,02_Prefrontal_Cortex,Unknown,393.5817
42,2024-01-01 10:07:00,3,03_Temporal_Lobe,Unknown,351.9707
42,2024-01-01 10:07:00,4,04_Visual_Cortex,Unknown,335.2557
43,2024-01-01 10:07:10,0,00_Motor_Cortex,Unknown,-1637.2562
43,2024-01-01 10:07:10,1,01_Parietal_Lobe,Unknown,429.8899
43,2024-01-01 10:07:10,2,02_Prefrontal_Cortex,Unknown,404.3342
43,2024-01-01 10:07:10,3,03_Temporal_Lobe,Unknown,406.8961
43,2024-01-01 10:07:10,4,04_Visual_Cortex,Unknown,396.1361
44,2024-01-01 10:07:20,0,00_Motor_Cortex,Unknown,-1674.2253
44,2024-01-01 10:07:20,1,01_Parietal_Lobe,Unknown,403.4916
44,2024-01-01 10:07:20,2,02_Prefrontal_Cortex,Unknown,418.4815
44,2024-01-01 10:07:20,3,03_Temporal_Lobe,Unknown,404.3035
44,2024-01-01 10:07:20,4,04_Visual_Cortex,Unknown,447.9487
45,2024-01-01 10:07:30,0,00_Motor_Cortex,Unknown,-1669.7285
45,2024-01-01 10:07:30,1,01_Parietal_Lobe,Unknown,383.5206
45,2024-01-01 10:07:30,2,02_Prefrontal_Cortex,Unknown,446.0704
45,2024-01-01 10:07:30,3,03_Temporal_Lobe,Unknown,400.1855
45,2024-01-01 10:07:30,4,04_Visual_Cortex,Unknown,439.952
46,2024-01-01 10:07:40,0,00_Motor_Cortex,Unknown,-1514.9844
46,2024-01-01 10:07:40,1,01_Parietal_Lobe,Unknown,408.8324
46,2024-01-01 10:07:40,2,02_Prefrontal_Cortex,Unknown,360.388
46,2024-01-01 10:07:40,3,03_Temporal_Lobe,Unknown,372.0766
46,2024-01-01 10:07:40,4,04_Visual_Cortex,Unknown,373.6874
47,2024-01-01 10:07:50,0,00_Motor_Cortex,Unknown,-1422.9642
47,2024-01-01 10:07:50,1,01_Parietal_Lobe,Unknown,378.6938
47,2024-01-01 10:07:50,2,02_Prefrontal_Cortex,Unknown,299.4488
47,2024-01-01 10:07:50,3,03_Temporal_Lobe,Unknown,377.7427
47,2024-01-01 10:07:50,4,04_Visual_Cortex,Unknown,367.079
48,2024-01-01 10:08:00,0,00_Motor_Cortex,Unknown,-1386.7402
48,2024-01-01 10:08:00,1,01_Parietal_Lobe,Unknown,293.5069
48,2024-01-01 10:08:00,2,02_Prefrontal_Cortex,Unknown,352.1389
48,2024-01-01 10:08:00,3,03_Temporal_Lobe,Unknown,428.4321
48,2024-01-01 10:08:00,4,04_Visual_Cortex,Unknown,312.6623
49,2024-01-01 10:08:10,0,00_Motor_Cortex,Unknown,-1397.4142
49,2024-01-01 10:08:10,1,01_Parietal_Lobe,Unknown,409.404
49,2024-01-01 10:08:10,2,02_Prefrontal_Cortex,Unknown,316.5379
49,2024-01-01 10:08:10,3,03_Temporal_Lobe,Unknown,339.3951
49,2024-01-01 10:08:10,4,04_Visual_Cortex,Unknown,332.0772
50,2024-01-01 10:08:20,0,00_Motor_Cortex,Unknown,-1564.4586
50,2024-01-01 10:08:20,1,01_Parietal_Lobe,Unknown,393.9913
50,2024-01-01 10:08:20,2,02_Prefrontal_Cortex,Unknown,378.7115
50,2024-01-01 10:08:20,3,03_Temporal_Lobe,Unknown,417.6308
50,2024-01-01 10:08:20,4,04_Visual_Cortex,Unknown,374.1249
51,2024-01-01 10:08:30,0,00_Motor_Cortex,Unknown,-1871.1552
51,2024-01-01 10:08:30,1,01_Parietal_Lobe,Unknown,456.9832
51,2024-01-01 10:08:30,2,02_Prefrontal_Cortex,Unknown,445.0427
51,2024-01-01 10:08:30,3,03_Temporal_Lobe,Unknown,472.1792
51,2024-01-01 10:08:30,4,04_Visual_Cortex,Unknown,496.9502
52,2024-01-01 10:08:40,0,00_Motor_Cortex,Unknown,-2115.0948
52,2024-01-01 10:08:40,1,01_Parietal_Lobe,Unknown,553.7903
52,2024-01-01 10:08:40,2,02_Prefrontal_Cortex,Unknown,537.9438
52,2024-01-01 10:08:40,3,03_Temporal_Lobe,Unknown,507.4126
52,2024-01-01 10:08:40,4,04_Visual_Cortex,Unknown,515.9481
53,2024-01-01 10:08:50,0,00_Motor_Cortex,Unknown,-2429.0813
53,2024-01-01 10:08:50,1,01_Parietal_Lobe,Unknown,640.199
53,2024-01-01 10:08:50,2,02_Prefrontal_Cortex,Unknown,552.6203
53,2024-01-01 10:08:50,3,03_Temporal_Lobe,Unknown,601.8082
53,2024-01-01 10:08:50,4,04_Visual_Cortex,Unknown,634.4538
54,2024-01-01 10:09:00,0,00_Motor_Cortex,Unknown,-2681.1394
54,2024-01-01 10:09:00,1,01_Parietal_Lobe,Unknown,693.9537
54,2024-01-01 10:09:00,2,02_Prefrontal_Cortex,Unknown,684.1736
54,2024-01-01 10:09:00,3,03_Temporal_Lobe,Unknown,615.207
54,2024-01-01 10:09:00,4,04_Visual_Cortex,Unknown,687.805
55,2024-01-01 10:09:10,0,00_Motor_Cortex,Unknown,-2736.773
55,2024-01-01 10:09:10,1,01_Parietal_Lobe,Unknown,723.8912
55,2024-01-01 10:09:10,2,02_Prefrontal_Cortex,Unknown,627.4956
55,2024-01-01 10:09:10,3,03_Temporal_Lobe,Unknown,723.5802
55,2024-01-01 10:09:10,4,04_Visual_Cortex,Unknown,661.8061
56,2024-01-01 10:09:20,0,00_Motor_Cortex,Unknown,-2667.468
56,2024-01-01 10:09:20,1,01_Parietal_Lobe,Unknown,642.6703
56,2024-01-01 10:09:20,2,02_Prefrontal_Cortex,Unknown,701.2601
56,2024-01-01 10:09:20,3,03_Temporal_Lobe,Unknown,681.5442
56,2024-01-01 10:09:20,4,04_Visual_Cortex,Unknown,641.9935
57,2024-01-01 10:09:30,0,00_Motor_Cortex,Unknown,-2446.6161
57,2024-01-01 10:09:30,1,01_Parietal_Lobe,Unknown,632.0593
57,2024-01-01 10:09:30,2,02_Prefrontal_Cortex,Unknown,584.9799
57,2024-01-01 10:09:30,3,03_Temporal_Lobe,Unknown,635.0559
57,2024-01-01 10:09:30,4,04_Visual_Cortex,Unknown,594.521
58,2024-01-01 10:09:40,0,00_Motor_Cortex,Unknown,-2186.1095
58,2024-01-01 10:09:40,1,01_Parietal_Lobe,Unknown,527.0605
58,2024-01-01 10:09:40,2,02_Prefrontal_Cortex,Unknown,544.6922
58,2024-01-01 10:09:40,3,03_Temporal_Lobe,Unknown,554.0102
58,2024-01-01 10:09:40,4,04_Visual_Cortex,Unknown,560.3467
59,2024-01-01 10:09:50,0,00_Motor_Cortex,Unknown,-1956.9677
59,2024-01-01 10:09:50,1,01_Parietal_Lobe,Unknown,512.7141
59,2024-01-01 10:09:50,2,02_Prefrontal_Cortex,Unknown,485.6421
59,2024-01-01 10:09:50,3,03_Temporal_Lobe,Unknown,488.5408
59,2024-01-01 10:09:50,4,04_Visual_Cortex,Unknown,470.0707
