t_idx,time_label,node_idx,node_label,account_category,curvature,density
36,2024-01-01 10:06:00,0,00_Motor_Cortex,Unknown,90.51,2375.03
36,2024-01-01 10:06:00,1,01_Parietal_Lobe,Unknown,106.48,3940.42
36,2024-01-01 10:06:00,2,02_Prefrontal_Cortex,Unknown,66.19,3901.39
36,2024-01-01 10:06:00,3,03_Temporal_Lobe,Unknown,211.02,3957.26
36,2024-01-01 10:06:00,4,04_Visual_Cortex,Unknown,128.86,3991.46
37,2024-01-01 10:06:10,0,00_Motor_Cortex,Unknown,96.46,1920.51
37,2024-01-01 10:06:10,1,01_Parietal_Lobe,Unknown,88.07,3314.06
37,2024-01-01 10:06:10,2,02_Prefrontal_Cortex,Unknown,24.78,3281.98
37,2024-01-01 10:06:10,3,03_Temporal_Lobe,Unknown,122.92,3251.3
37,2024-01-01 10:06:10,4,04_Visual_Cortex,Unknown,86.39,3272.51
38,2024-01-01 10:06:20,0,00_Motor_Cortex,Unknown,162.3,1633.39
38,2024-01-01 10:06:20,1,01_Parietal_Lobe,Unknown,34.3,2656.24
38,2024-01-01 10:06:20,2,02_Prefrontal_Cortex,Unknown,85.54,2648.85
38,2024-01-01 10:06:20,3,03_Temporal_Lobe,Unknown,59.36,2709.04
38,2024-01-01 10:06:20,4,04_Visual_Cortex,Unknown,51.7,2666.08
39,2024-01-01 10:06:30,0,00_Motor_Cortex,Unknown,62.78,1422.83
39,2024-01-01 10:06:30,1,01_Parietal_Lobe,Unknown,38.22,2386.64
39,2024-01-01 10:06:30,2,02_Prefrontal_Cortex,Unknown,80.06,2414.6
39,2024-01-01 10:06:30,3,03_Temporal_Lobe,Unknown,35.39,2351.23
39,2024-01-01 10:06:30,4,04_Visual_Cortex,Unknown,140.01,2399.92
40,2024-01-01 10:06:40,0,00_Motor_Cortex,Unknown,140.91,1367.12
40,2024-01-01 10:06:40,1,01_Parietal_Lobe,Unknown,37.11,2321.99
40,2024-01-01 10:06:40,2,02_Prefrontal_Cortex,Unknown,120.31,2291.5
40,2024-01-01 10:06:40,3,03_Temporal_Lobe,Unknown,59.76,2312.02
40,2024-01-01 10:06:40,4,04_Visual_Cortex,Unknown,76.27,2329.25
41,2024-01-01 10:06:50,0,00_Motor_Cortex,Unknown,181.07,1508.86
41,2024-01-01 10:06:50,1,01_Parietal_Lobe,Unknown,23.05,2440.53
41,2024-01-01 10:06:50,2,02_Prefrontal_Cortex,Unknown,4.56,2505.38
41,2024-01-01 10:06:50,3,03_Temporal_Lobe,Unknown,76.43,2413.24
41,2024-01-01 10:06:50,4,04_Visual_Cortex,Unknown,77.03,2466.57
42,2024-01-01 10:07:00,0,00_Motor_Cortex,Unknown,13.4,1640.74
42,2024-01-01 10:07:00,1,01_Parietal_Lobe,Unknown,47.05,2711.12
42,2024-01-01 10:07:00,2,02_Prefrontal_Cortex,Unknown,45.22,2742.04
42,2024-01-01 10:07:00,3,03_Temporal_Lobe,Unknown,38.85,2706.31
42,2024-01-01 10:07:00,4,04_Visual_Cortex,Unknown,23.62,2742.09
43,2024-01-01 10:07:10,0,00_Motor_Cortex,Unknown,61.34,1832.26
43,2024-01-01 10:07:10,1,01_Parietal_Lobe,Unknown,31.73,3069.62
43,2024-01-01 10:07:10,2,02_Prefrontal_Cortex,Unknown,16.88,3014.14
43,2024-01-01 10:07:10,3,03_Temporal_Lobe,Unknown,62.74,3080.6
43,2024-01-01 10:07:10,4,04_Visual_Cortex,Unknown,13.45,3003.56
44,2024-01-01 10:07:20,0,00_Motor_Cortex,Unknown,139.72,1883.86
44,2024-01-01 10:07:20,1,01_Parietal_Lobe,Unknown,56.86,3193.82
44,2024-01-01 10:07:20,2,02_Prefrontal_Cortex,Unknown,21.65,3163.05
44,2024-01-01 10:07:20,3,03_Temporal_Lobe,Unknown,95.16,3208.81
44,2024-01-01 10:07:20,4,04_Visual_Cortex,Unknown,9.35,3139.82
45,2024-01-01 10:07:30,0,00_Motor_Cortex,Unknown,43.16,1873.66
45,2024-01-01 10:07:30,1,01_Parietal_Lobe,Unknown,12.99,3168.67
45,2024-01-01 10:07:30,2,02_Prefrontal_Cortex,Unknown,15.41,3132.91
45,2024-01-01 10:07:30,3,03_Temporal_Lobe,Unknown,19.21,3160.49
45,2024-01-01 10:07:30,4,04_Visual_Cortex,Unknown,33.97,3118.27
46,2024-01-01 10:07:40,0,00_Motor_Cortex,Unknown,152.3,1701.28
46,2024-01-01 10:07:40,1,01_Parietal_Lobe,Unknown,83.76,2936.82
46,2024-01-01 10:07:40,2,02_Prefrontal_Cortex,Unknown,117.06,2910.93
46,2024-01-01 10:07:40,3,03_Temporal_Lobe,Unknown,21.25,2901.84
46,2024-01-01 10:07:40,4,04_Visual_Cortex,Unknown,97.75,2923.43
47,2024-01-01 10:07:50,0,00_Motor_Cortex,Unknown,64.16,1596.6
47,2024-01-01 10:07:50,1,01_Parietal_Lobe,Unknown,90.77,2731.26
47,2024-01-01 10:07:50,2,02_Prefrontal_Cortex,Unknown,15.04,2646.35
47,2024-01-01 10:07:50,3,03_Temporal_Lobe,Unknown,62.83,2727.24
47,2024-01-01 10:07:50,4,04_Visual_Cortex,Unknown,77.06,2709.23
48,2024-01-01 10:08:00,0,00_Motor_Cortex,Unknown,55.53,1544.57
48,2024-01-01 10:08:00,1,01_Parietal_Lobe,Unknown,58.19,2531.93
48,2024-01-01 10:08:00,2,02_Prefrontal_Cortex,Unknown,156.59,2616.94
48,2024-01-01 10:08:00,3,03_Temporal_Lobe,Unknown,3.74,2560.86
48,2024-01-01 10:08:00,4,04_Visual_Cortex,Unknown,39.13,2571.12
49,2024-01-01 10:08:10,0,00_Motor_Cortex,Unknown,49.42,1566.16
49,2024-01-01 10:08:10,1,01_Parietal_Lobe,Unknown,232.0,2612.24
49,2024-01-01 10:08:10,2,02_Prefrontal_Cortex,Unknown,105.8,2636.59
49,2024-01-01 10:08:10,3,03_Temporal_Lobe,Unknown,134.44,2632.0
49,2024-01-01 10:08:10,4,04_Visual_Cortex,Unknown,57.66,2579.91
50,2024-01-01 10:08:20,0,00_Motor_Cortex,Unknown,156.45,1746.12
50,2024-01-01 10:08:20,1,01_Parietal_Lobe,Unknown,162.58,2940.21
50,2024-01-01 10:08:20,2,02_Prefrontal_Cortex,Unknown,87.11,3007.99
50,2024-01-01 10:08:20,3,03_Temporal_Lobe,Unknown,181.46,2940.28
50,2024-01-01 10:08:20,4,04_Visual_Cortex,Unknown,50.46,2921.26
51,2024-01-01 10:08:30,0,00_Motor_Cortex,Unknown,143.62,2093.62
51,2024-01-01 10:08:30,1,01_Parietal_Lobe,Unknown,101.26,3471.38
51,2024-01-01 10:08:30,2,02_Prefrontal_Cortex,Unknown,32.91,3427.3
51,2024-01-01 10:08:30,3,03_Temporal_Lobe,Unknown,36.78,3461.34
51,2024-01-01 10:08:30,4,04_Visual_Cortex,Unknown,46.23,3473.58
52,2024-01-01 10:08:40,0,00_Motor_Cortex,Unknown,64.71,2376.43
52,2024-01-01 10:08:40,1,01_Parietal_Lobe,Unknown,39.42,4058.15
52,2024-01-01 10:08:40,2,02_Prefrontal_Cortex,Unknown,12.77,4071.62
52,2024-01-01 10:08:40,3,03_Temporal_Lobe,Unknown,4.99,4135.73
52,2024-01-01 10:08:40,4,04_Visual_Cortex,Unknown,86.37,4075.93
53,2024-01-01 10:08:50,0,00_Motor_Cortex,Unknown,71.01,2727.87
53,2024-01-01 10:08:50,1,01_Parietal_Lobe,Unknown,16.99,4685.39
53,2024-01-01 10:08:50,2,02_Prefrontal_Cortex,Unknown,84.56,4668.32
53,2024-01-01 10:08:50,3,03_Temporal_Lobe,Unknown,64.69,4739.41
53,2024-01-01 10:08:50,4,04_Visual_Cortex,Unknown,107.87,4668.95
54,2024-01-01 10:09:00,0,00_Motor_Cortex,Unknown,62.42,3006.61
54,2024-01-01 10:09:00,1,01_Parietal_Lobe,Unknown,47.2,5123.73
54,2024-01-01 10:09:00,2,02_Prefrontal_Cortex,Unknown,158.57,5034.77
54,2024-01-01 10:09:00,3,03_Temporal_Lobe,Unknown,94.45,5071.62
54,2024-01-01 10:09:00,4,04_Visual_Cortex,Unknown,79.34,5086.49
55,2024-01-01 10:09:10,0,00_Motor_Cortex,Unknown,199.19,3072.36
55,2024-01-01 10:09:10,1,01_Parietal_Lobe,Unknown,16.41,5241.68
55,2024-01-01 10:09:10,2,02_Prefrontal_Cortex,Unknown,197.42,5206.16
55,2024-01-01 10:09:10,3,03_Temporal_Lobe,Unknown,104.34,5191.83
55,2024-01-01 10:09:10,4,04_Visual_Cortex,Unknown,89.7,5221.21
56,2024-01-01 10:09:20,0,00_Motor_Cortex,Unknown,127.3,2985.85
56,2024-01-01 10:09:20,1,01_Parietal_Lobe,Unknown,114.26,4968.69
56,2024-01-01 10:09:20,2,02_Prefrontal_Cortex,Unknown,149.93,5035.52
56,2024-01-01 10:09:20,3,03_Temporal_Lobe,Unknown,172.19,4997.17
56,2024-01-01 10:09:20,4,04_Visual_Cortex,Unknown,9.22,5007.35
57,2024-01-01 10:09:30,0,00_Motor_Cortex,Unknown,153.14,2743.1
57,2024-01-01 10:09:30,1,01_Parietal_Lobe,Unknown,84.73,4646.67
57,2024-01-01 10:09:30,2,02_Prefrontal_Cortex,Unknown,265.94,4664.08
57,2024-01-01 10:09:30,3,03_Temporal_Lobe,Unknown,31.33,4623.08
57,2024-01-01 10:09:30,4,04_Visual_Cortex,Unknown,3.26,4659.95
58,2024-01-01 10:09:40,0,00_Motor_Cortex,Unknown,40.24,2451.73
58,2024-01-01 10:09:40,1,01_Parietal_Lobe,Unknown,121.92,4207.61
58,2024-01-01 10:09:40,2,02_Prefrontal_Cortex,Unknown,145.71,4143.81
58,2024-01-01 10:09:40,3,03_Temporal_Lobe,Unknown,64.91,4169.8
58,2024-01-01 10:09:40,4,04_Visual_Cortex,Unknown,0.88,4138.83
59,2024-01-01 10:09:50,0,00_Motor_Cortex,Unknown,31.85,2194.45
59,2024-01-01 10:09:50,1,01_Parietal_Lobe,Unknown,127.66,3666.31
59,2024-01-01 10:09:50,2,02_Prefrontal_Cortex,Unknown,33.99,3698.07
59,2024-01-01 10:09:50,3,03_Temporal_Lobe,Unknown,8.06,3721.22
59,2024-01-01 10:09:50,4,04_Visual_Cortex,Unknown,69.88,3769.31
