t_idx,src_idx,tgt_idx,weight,stress
15,2,3,19800.8000,1.7254
15,2,4,5227.6500,0.3411
15,2,5,4262.8000,3.9494
15,7,8,110380.6700,1.1090
15,8,2,127111.9800,1.7267
16,0,1,34060.2700,0.2822
16,1,6,58133.5500,0.9107
16,2,0,14754.6400,1.6079
16,2,3,16338.8300,1.5653
16,2,4,3764.7500,0.9096
16,2,5,6683.4500,1.0248
16,7,8,107091.8600,0.9719
16,8,2,103338.9200,0.6715
17,0,1,40024.4300,1.2702
17,1,6,46695.5000,0.1215
17,2,0,25398.3800,0.6311
17,2,3,19467.3800,1.3567
17,2,4,4265.3200,0.4461
17,2,5,4850.7300,1.9505
17,7,8,85372.1100,0.1484
17,8,2,108092.3500,0.9244
18,0,1,28963.2700,1.9035
18,1,6,39017.7400,0.3926
18,2,0,50348.4700,1.1083
18,2,3,17730.0400,0.3214
18,2,4,6746.9900,1.9624
18,2,5,6608.1600,0.7440
18,7,8,70198.9300,0.4043
18,8,2,102602.6300,0.7433
19,0,1,33392.2000,0.4276
19,1,6,27730.5000,1.1687
19,2,0,37158.1800,0.0736
19,2,3,15361.8500,2.3299
19,2,4,5750.6100,0.7363
19,2,5,10668.2200,1.3763
19,7,8,51155.8500,1.1180
19,8,2,81772.0900,0.0240
20,0,1,39085.9600,1.0962
20,1,6,16611.0300,1.8845
20,2,0,33368.4900,0.0748
20,2,3,16142.3900,1.2199
20,2,4,5361.3300,0.1925
20,2,5,6590.3500,0.6980
20,7,8,31977.4800,1.7986
20,8,2,63720.1400,0.6264
21,0,1,30250.4700,1.3004
21,1,6,26437.3200,1.1409
21,2,0,24394.8400,0.8816
21,2,3,13430.2300,3.0454
21,2,4,4271.7600,1.2419
21,2,5,5321.1800,1.1921
21,7,8,48003.3000,1.1524
21,8,2,52119.1500,1.0467
22,0,1,36503.2900,0.6436
22,1,6,30513.5300,0.8880
22,2,0,53948.2200,1.4394
22,2,3,17755.0500,0.2519
22,2,4,3847.9400,1.5508
22,2,5,7849.1500,0.1745
22,7,8,55784.4700,0.8805
22,8,2,48234.9300,1.1746
23,0,1,21982.3500,3.8595
23,1,6,25596.3500,1.2065
23,2,0,18212.4500,1.2325
23,2,5,3038.3900,2.3339
23,7,8,46407.8200,1.2210
23,8,2,25414.0300,2.1437
