t_idx,time_label,node_idx,node_label,account_category,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
6,2020-07,4,04_ACC_Inventory,Asset,552758.52,-0.0,20336.8314,15157.7423
6,2020-07,5,05_ACC_Payroll_Exp,Expense,127779.32,-0.0,21131.6298,17012.3678
6,2020-07,6,06_ACC_Rent_Exp,Expense,39748.85,-0.0,6168.0147,31975.9828
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,575052.77,-0.0,79145.3671,-49364.1971
6,2020-07,8,08_ACC_Travel_Exp,Expense,59640.88,-0.0,9147.9408,28996.0567
6,2020-07,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,127737.05,-0.0,13901.3185,22034.1378
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,222312.3,-0.0,50231.8664,49543.8229
7,2020-08,2,02_ACC_COGS,Expense,385520.14,-0.0,60345.2473,-49034.9267
7,2020-08,3,03_ACC_Cash,Asset,427744.32,1.7212,38526.4542,-90439.5078
7,2020-08,4,04_ACC_Inventory,Asset,533277.83,-0.0,11310.3207,51625.9245
7,2020-08,5,05_ACC_Payroll_Exp,Expense,146656.11,-0.0,21665.4931,16860.9611
7,2020-08,6,06_ACC_Rent_Exp,Expense,44692.55,-0.0,6398.2831,32128.1711
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,699279.99,-0.0,111481.1016,-61249.2351
7,2020-08,8,08_ACC_Travel_Exp,Expense,66813.79,-0.0,9995.8018,28530.6523
7,2020-08,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,96793.21,-0.0,13953.0273,-2224.7093
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,211127.61,-0.0,46946.4695,49655.4945
8,2020-09,2,02_ACC_COGS,Expense,437722.42,-0.0,68118.7057,-60919.603
8,2020-09,3,03_ACC_Cash,Asset,407577.83,1.1817,18482.2427,6814.1464
8,2020-09,4,04_ACC_Inventory,Asset,542563.12,-0.0,7199.1027,67673.5277
8,2020-09,5,05_ACC_Payroll_Exp,Expense,167826.63,-0.0,22498.4166,-4016.174
8,2020-09,6,06_ACC_Rent_Exp,Expense,48048.79,-0.0,5630.8364,12851.4063
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,794387.67,-0.0,125066.191,-78119.7214
8,2020-09,8,08_ACC_Travel_Exp,Expense,76314.48,-0.0,10196.6098,8285.6328
8,2020-09,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,109662.23,-0.0,11356.825,4117.0752
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,152561.46,-0.0,29560.1618,62172.9487
9,2020-10,2,02_ACC_COGS,Expense,468864.99,-0.0,57699.8464,-47702.6687
9,2020-10,3,03_ACC_Cash,Asset,453091.98,1.7059,16833.5475,-6179.0068
9,2020-10,4,04_ACC_Inventory,Asset,559595.21,-0.0,9997.1777,49062.3161
9,2020-10,5,05_ACC_Payroll_Exp,Expense,186340.41,-0.0,22016.0682,-5182.5206
9,2020-10,6,06_ACC_Rent_Exp,Expense,54477.57,-0.0,5353.7635,11479.784
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,850620.52,-0.0,104459.7248,-74899.563
9,2020-10,8,08_ACC_Travel_Exp,Expense,85351.13,-0.0,9701.9124,7131.6352
9,2020-10,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,121618.73,-0.0,11849.394,20648.7714
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,108343.08,-0.0,46049.687,7699.6831
10,2020-11,2,02_ACC_COGS,Expense,494537.7,-0.0,40630.3413,-22372.1425
10,2020-11,3,03_ACC_Cash,Asset,476833.47,1.6686,26089.3605,-35277.4971
10,2020-11,4,04_ACC_Inventory,Asset,581240.5,-0.0,18258.1989,15963.3376
10,2020-11,5,05_ACC_Payroll_Exp,Expense,204032.91,-0.0,21333.3821,4755.9784
10,2020-11,6,06_ACC_Rent_Exp,Expense,60456.45,-0.0,6054.6354,20034.7251
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,897064.59,-0.0,73709.6965,-27660.0095
10,2020-11,8,08_ACC_Travel_Exp,Expense,93239.21,-0.0,9882.207,16207.1535
10,2020-11,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,111101.96,-0.0,8811.5394,29128.5026
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,115309.27,-0.0,40748.7165,2612.7392
11,2020-12,2,02_ACC_COGS,Expense,526444.15,-0.0,32655.2545,-10846.9849
11,2020-12,3,03_ACC_Cash,Asset,441919.46,1.1821,24943.3116,-41218.9932
11,2020-12,4,04_ACC_Inventory,Asset,600305.82,-0.0,21808.2696,-2149.7454
11,2020-12,5,05_ACC_Payroll_Exp,Expense,220971.34,-0.0,19807.2765,5136.0351
11,2020-12,6,06_ACC_Rent_Exp,Expense,62009.74,-0.0,5506.1367,19437.1749
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,955157.56,-0.0,59166.8606,-18418.1441
11,2020-12,8,08_ACC_Travel_Exp,Expense,99299.74,-0.0,8623.8958,16319.4158
11,2020-12,9,09_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
