t_idx,src_idx,tgt_idx,stiffness_diff
1,2,4,0.0
1,2,5,0.0
1,2,6,0.0
1,2,7,0.0
1,2,8,0.0
1,2,9,0.0
1,3,0,0.0
1,3,1,0.0
1,3,2,0.0
1,3,3,0.0
1,3,4,0.0
1,3,5,0.0
1,3,6,0.0
1,3,7,0.0
1,3,8,0.0
1,3,9,0.0
1,4,0,0.0
1,4,1,0.0
1,4,2,0.0
1,4,3,0.0
1,4,4,0.0
1,4,5,0.0
1,4,6,0.0
1,4,7,0.0
1,4,8,0.0
1,4,9,0.0
1,5,0,0.0
1,5,1,0.0
1,5,2,0.0
1,5,3,0.0
1,5,4,0.0
1,5,5,0.0
1,5,6,0.0
1,5,7,0.0
1,5,8,0.0
1,5,9,0.0
1,6,0,0.0
1,6,1,0.0
1,6,2,0.0
1,6,3,0.0
1,6,4,0.0
1,6,5,0.0
1,6,6,0.0
1,6,7,0.0
1,6,8,0.0
1,6,9,0.0
1,7,0,0.0
1,7,1,0.0
1,7,2,0.0
1,7,3,0.0
1,7,4,0.0
1,7,5,0.0
1,7,6,0.0
1,7,7,0.0
1,7,8,0.0
1,7,9,0.0
1,8,0,0.0
1,8,1,0.0
1,8,2,0.0
1,8,3,0.0
1,8,4,0.0
1,8,5,0.0
1,8,6,0.0
1,8,7,0.0
1,8,8,0.0
1,8,9,0.0
1,9,0,0.0
1,9,1,0.0
1,9,2,0.0
1,9,3,0.0
1,9,4,0.0
1,9,5,0.0
1,9,6,0.0
1,9,7,0.0
1,9,8,0.0
1,9,9,0.0
2,0,0,1e-12
2,0,1,1.3e-11
2,0,2,4e-12
2,0,3,-4e-12
2,0,4,-8e-12
2,0,5,1e-12
2,0,6,-0.0
2,0,7,-7e-12
2,0,8,-0.0
2,0,9,0.0
2,1,0,1.3e-11
2,1,1,1.37e-10
2,1,2,4.3e-11
2,1,3,-4.1e-11
2,1,4,-7.7e-11
2,1,5,6e-12
2,1,6,-4e-12
2,1,7,-7.4e-11
2,1,8,-3e-12
2,1,9,0.0
2,2,0,4e-12
2,2,1,4.3e-11
2,2,2,1.4e-11
2,2,3,-1.3e-11
2,2,4,-2.4e-11
2,2,5,2e-12
2,2,6,-1e-12
2,2,7,-2.3e-11
2,2,8,-1e-12
2,2,9,0.0
2,3,0,-4e-12
2,3,1,-4.1e-11
2,3,2,-1.3e-11
2,3,3,1.2e-11
2,3,4,2.3e-11
2,3,5,-2e-12
2,3,6,1e-12
2,3,7,2.2e-11
2,3,8,1e-12
2,3,9,0.0
2,4,0,-8e-12
2,4,1,-7.7e-11
2,4,2,-2.4e-11
2,4,3,2.3e-11
2,4,4,4.4e-11
2,4,5,-3e-12
2,4,6,2e-12
2,4,7,4.2e-11
2,4,8,2e-12
2,4,9,0.0
2,5,0,1e-12
2,5,1,6e-12
2,5,2,2e-12
2,5,3,-2e-12
2,5,4,-3e-12
2,5,5,0.0
2,5,6,-0.0
2,5,7,-3e-12
2,5,8,-0.0
2,5,9,0.0
2,6,0,-0.0
2,6,1,-4e-12
2,6,2,-1e-12
2,6,3,1e-12
2,6,4,2e-12
2,6,5,-0.0
2,6,6,0.0
2,6,7,2e-12
2,6,8,0.0
2,6,9,0.0
2,7,0,-7e-12
2,7,1,-7.4e-11
2,7,2,-2.3e-11
2,7,3,2.2e-11
2,7,4,4.2e-11
2,7,5,-3e-12
2,7,6,2e-12
2,7,7,4e-11
2,7,8,2e-12
2,7,9,0.0
2,8,0,-0.0
2,8,1,-3e-12
2,8,2,-1e-12
2,8,3,1e-12
2,8,4,2e-12
2,8,5,-0.0
2,8,6,0.0
2,8,7,2e-12
2,8,8,0.0
2,8,9,0.0
2,9,0,0.0
2,9,1,0.0
2,9,2,0.0
2,9,3,0.0
2,9,4,0.0
2,9,5,0.0
2,9,6,0.0
2,9,7,0.0
2,9,8,0.0
2,9,9,0.0
3,0,0,6.7e-10
3,0,1,-7.739999999999999e-10
3,0,2,1.35e-10
3,0,3,5.02e-10
3,0,4,-1.8300000000000001e-10
3,0,5,-2.04e-10
3,0,6,4.1e-11
3,0,7,-3.6500000000000003e-10
3,0,8,1.79e-10
3,0,9,0.0
3,1,0,-7.739999999999999e-10
3,1,1,9.06e-10
3,1,2,-1.53e-10
3,1,3,-5.84e-10
3,1,4,2.07e-10
3,1,5,2.35e-10
3,1,6,-4.8e-11
3,1,7,4.18e-10
3,1,8,-2.08e-10
3,1,9,0.0
3,2,0,1.35e-10
3,2,1,-1.53e-10
3,2,2,2.7e-11
3,2,3,9.999999999999999e-11
3,2,4,-3.9e-11
3,2,5,-4.1e-11
3,2,6,8e-12
3,2,7,-7.5e-11
3,2,8,3.6000000000000005e-11
3,2,9,0.0
3,3,0,5.02e-10
3,3,1,-5.84e-10
3,3,2,9.999999999999999e-11
3,3,3,3.77e-10
3,3,4,-1.36e-10
3,3,5,-1.5200000000000002e-10
3,3,6,3.0999999999999996e-11
3,3,7,-2.72e-10
3,3,8,1.34e-10
3,3,9,0.0
3,4,0,-1.8300000000000001e-10
3,4,1,2.07e-10
3,4,2,-3.9e-11
3,4,3,-1.36e-10
3,4,4,5.2e-11
3,4,5,5.5000000000000004e-11
3,4,6,-1.0999999999999999e-11
3,4,7,1.02e-10
3,4,8,-4.9e-11
3,4,9,0.0
3,5,0,-2.04e-10
3,5,1,2.35e-10
3,5,2,-4.1e-11
3,5,3,-1.5200000000000002e-10
3,5,4,5.5000000000000004e-11
3,5,5,6.2e-11
3,5,6,-1.3e-11
3,5,7,1.11e-10
3,5,8,-5.5e-11
3,5,9,0.0
3,6,0,4.1e-11
3,6,1,-4.8e-11
3,6,2,8e-12
3,6,3,3.0999999999999996e-11
3,6,4,-1.0999999999999999e-11
3,6,5,-1.3e-11
3,6,6,3e-12
3,6,7,-2.2999999999999998e-11
3,6,8,1.1e-11
3,6,9,0.0
3,7,0,-3.6500000000000003e-10
3,7,1,4.18e-10
3,7,2,-7.5e-11
3,7,3,-2.72e-10
3,7,4,1.02e-10
3,7,5,1.11e-10
3,7,6,-2.2999999999999998e-11
3,7,7,2.01e-10
3,7,8,-9.800000000000001e-11
3,7,9,0.0
3,8,0,1.79e-10
3,8,1,-2.08e-10
3,8,2,3.6000000000000005e-11
3,8,3,1.34e-10
3,8,4,-4.9e-11
3,8,5,-5.5e-11
3,8,6,1.1e-11
3,8,7,-9.800000000000001e-11
3,8,8,4.8e-11
3,8,9,0.0
3,9,0,0.0
3,9,1,0.0
3,9,2,0.0
3,9,3,0.0
3,9,4,0.0
3,9,5,0.0
3,9,6,0.0
3,9,7,0.0
3,9,8,0.0
3,9,9,0.0
4,0,0,-3.65e-10
4,0,1,5.51e-10
4,0,2,1.6999999999999993e-11
4,0,3,-2.1200000000000004e-10
4,0,4,-3.199999999999999e-11
4,0,5,1.13e-10
4,0,6,-2.8e-11
4,0,7,3.700000000000003e-11
4,0,8,-8.2e-11
4,0,9,0.0
4,1,0,5.51e-10
4,1,1,-6.3e-10
4,1,2,1.999999999999993e-12
4,1,3,2.0500000000000002e-10
4,1,4,-1.6999999999999993e-11
4,1,5,-1.5399999999999999e-10
4,1,6,3.7e-11
4,1,7,-9.599999999999998e-11
4,1,8,1.0399999999999999e-10
4,1,9,0.0
4,2,0,1.6999999999999993e-11
4,2,1,1.999999999999993e-12
4,2,2,3.8e-11
4,2,3,5.900000000000002e-11
4,2,4,-5.099999999999999e-11
4,2,5,-7.000000000000002e-12
4,2,6,0.0
4,2,7,-7.3e-11
4,2,8,1.5e-11
4,2,9,0.0
4,3,0,-2.1200000000000004e-10
4,3,1,2.0500000000000002e-10
4,3,2,5.900000000000002e-11
4,3,3,6.399999999999999e-11
4,3,4,-6.199999999999999e-11
4,3,5,4.900000000000001e-11
4,3,6,-1.5e-11
4,3,7,-7.799999999999999e-11
4,3,8,-9.999999999999991e-12
4,3,9,0.0
4,4,0,-3.199999999999999e-11
4,4,1,-1.6999999999999993e-11
4,4,2,-5.099999999999999e-11
4,4,3,-6.199999999999999e-11
4,4,4,7.3e-11
4,4,5,1.0000000000000004e-11
4,4,6,0.0
4,4,7,9.8e-11
4,4,8,-1.7999999999999996e-11
4,4,9,0.0
4,5,0,1.13e-10
4,5,1,-1.5399999999999999e-10
4,5,2,-7.000000000000002e-12
4,5,3,4.900000000000001e-11
4,5,4,1.0000000000000004e-11
4,5,5,-3.3e-11
4,5,6,9.000000000000001e-12
4,5,7,-7.999999999999998e-12
4,5,8,2.2999999999999998e-11
4,5,9,0.0
4,6,0,-2.8e-11
4,6,1,3.7e-11
4,6,2,0.0
4,6,3,-1.5e-11
4,6,4,0.0
4,6,5,9.000000000000001e-12
4,6,6,-2.0000000000000004e-12
4,6,7,5.999999999999999e-12
4,6,8,-6.000000000000001e-12
4,6,9,0.0
4,7,0,3.700000000000003e-11
4,7,1,-9.599999999999998e-11
4,7,2,-7.3e-11
4,7,3,-7.799999999999999e-11
4,7,4,9.8e-11
4,7,5,-7.999999999999998e-12
4,7,6,5.999999999999999e-12
4,7,7,1.2700000000000003e-10
4,7,8,-1.2999999999999994e-11
4,7,9,0.0
4,8,0,-8.2e-11
4,8,1,1.0399999999999999e-10
4,8,2,1.5e-11
4,8,3,-9.999999999999991e-12
4,8,4,-1.7999999999999996e-11
4,8,5,2.2999999999999998e-11
4,8,6,-6.000000000000001e-12
4,8,7,-1.2999999999999994e-11
4,8,8,-1.1e-11
4,8,9,0.0
4,9,0,0.0
4,9,1,0.0
4,9,2,0.0
4,9,3,0.0
4,9,4,0.0
4,9,5,0.0
4,9,6,0.0
4,9,7,0.0
4,9,8,0.0
4,9,9,0.0
5,0,0,2.36e-10
5,0,1,5.499999999999999e-11
5,0,2,-3.7e-11
5,0,3,7.699999999999999e-11
5,0,4,-3.0500000000000003e-10
5,0,5,4.2e-11
5,0,6,-2.6e-11
5,0,7,1.0799999999999999e-10
5,0,8,-1.5e-10
5,0,9,0.0
5,1,0,5.499999999999999e-11
5,1,1,-3.01e-10
5,1,2,8.5e-11
5,1,3,2.57e-10
5,1,4,3.500000000000001e-11
5,1,5,-7.4e-11
5,1,6,2e-11
5,1,7,-2.0500000000000002e-10
5,1,8,1.26e-10
5,1,9,0.0
5,2,0,-3.7e-11
5,2,1,8.5e-11
5,2,2,-5.1e-11
5,2,3,-7.600000000000001e-11
5,2,4,-3.0000000000000155e-12
5,2,5,3.5e-11
5,2,6,-1.0000000000000001e-11
5,2,7,1.17e-10
5,2,8,-6.1e-11
5,2,9,0.0
5,3,0,7.699999999999999e-11
5,3,1,2.57e-10
5,3,2,-7.600000000000001e-11
5,3,3,-1.5799999999999997e-10
5,3,4,-1.7700000000000004e-10
5,3,5,7.3e-11
5,3,6,-2.6999999999999997e-11
5,3,7,1.94e-10
5,3,8,-1.64e-10
5,3,9,0.0
5,4,0,-3.0500000000000003e-10
5,4,1,3.500000000000001e-11
5,4,2,-3.0000000000000155e-12
5,4,3,-1.7700000000000004e-10
5,4,4,3.4499999999999995e-10
5,4,5,-1.5000000000000006e-11
5,4,6,2.2e-11
5,4,7,-1.9999999999999983e-11
5,4,8,1.17e-10
5,4,9,0.0
5,5,0,4.2e-11
5,5,1,-7.4e-11
5,5,2,3.5e-11
5,5,3,7.3e-11
5,5,4,-1.5000000000000006e-11
5,5,5,-2.5e-11
5,5,6,5e-12
5,5,7,-8.000000000000001e-11
5,5,8,3.7e-11
5,5,9,0.0
5,6,0,-2.6e-11
5,6,1,2e-11
5,6,2,-1.0000000000000001e-11
5,6,3,-2.6999999999999997e-11
5,6,4,2.2e-11
5,6,5,5e-12
5,6,6,-1e-12
5,6,7,2e-11
5,6,8,-4e-12
5,6,9,0.0
5,7,0,1.0799999999999999e-10
5,7,1,-2.0500000000000002e-10
5,7,2,1.17e-10
5,7,3,1.94e-10
5,7,4,-1.9999999999999983e-11
5,7,5,-8.000000000000001e-11
5,7,6,2e-11
5,7,7,-2.66e-10
5,7,8,1.3e-10
5,7,9,0.0
5,8,0,-1.5e-10
5,8,1,1.26e-10
5,8,2,-6.1e-11
5,8,3,-1.64e-10
5,8,4,1.17e-10
5,8,5,3.7e-11
5,8,6,-4e-12
5,8,7,1.3e-10
5,8,8,-3.1e-11
5,8,9,0.0
5,9,0,0.0
5,9,1,0.0
5,9,2,0.0
5,9,3,0.0
5,9,4,0.0
5,9,5,0.0
5,9,6,0.0
5,9,7,0.0
5,9,8,0.0
5,9,9,0.0
6,0,0,-4.63e-10
6,0,1,7e-11
6,0,2,-1.53e-10
6,0,3,-3.8399999999999997e-10
6,0,4,5.35e-10
6,0,5,4.4e-11
6,0,6,1.1e-11
6,0,7,2.95e-10
6,0,8,4.5e-11
6,0,9,0.0
6,1,0,7e-11
6,1,1,1.43e-10
6,1,2,6.8e-11
6,1,3,-1.799999999999999e-11
6,1,4,-1.24e-10
6,1,5,-9.000000000000001e-12
6,1,6,0.0
6,1,7,-1.29e-10
6,1,8,9.999999999999998e-13
6,1,9,0.0
6,2,0,-1.53e-10
6,2,1,6.8e-11
6,2,2,-1.3e-11
6,2,3,-7.1e-11
6,2,4,1.15e-10
6,2,5,1.3e-11
6,2,6,4e-12
6,2,7,2.4e-11
6,2,8,1.5e-11
6,2,9,0.0
6,3,0,-3.8399999999999997e-10
6,3,1,-1.799999999999999e-11
6,3,2,-7.1e-11
6,3,3,-3.600000000000003e-11
6,3,4,3.1e-10
6,3,5,3.3e-11
6,3,6,8e-12
6,3,7,1.34e-10
6,3,8,2.7e-11
6,3,9,0.0
6,4,0,5.35e-10
6,4,1,-1.24e-10
6,4,2,1.15e-10
6,4,3,3.1e-10
6,4,4,-5.07e-10
6,4,5,-4.7e-11
6,4,6,-1.3e-11
6,4,7,-2.18e-10
6,4,8,-5e-11
6,4,9,0.0
6,5,0,4.4e-11
6,5,1,-9.000000000000001e-12
6,5,2,1.3e-11
6,5,3,3.3e-11
6,5,4,-4.7e-11
6,5,5,-4e-12
6,5,6,-1e-12
6,5,7,-2.2999999999999998e-11
6,5,8,-5e-12
6,5,9,0.0
6,6,0,1.1e-11
6,6,1,0.0
6,6,2,4e-12
6,6,3,8e-12
6,6,4,-1.3e-11
6,6,5,-1e-12
6,6,6,0.0
6,6,7,-7e-12
6,6,8,-1e-12
6,6,9,0.0
6,7,0,2.95e-10
6,7,1,-1.29e-10
6,7,2,2.4e-11
6,7,3,1.34e-10
6,7,4,-2.18e-10
6,7,5,-2.2999999999999998e-11
6,7,6,-7e-12
6,7,7,-4.2999999999999994e-11
6,7,8,-2.8999999999999997e-11
6,7,9,0.0
6,8,0,4.5e-11
6,8,1,9.999999999999998e-13
6,8,2,1.5e-11
6,8,3,2.7e-11
6,8,4,-5e-11
6,8,5,-5e-12
6,8,6,-1e-12
6,8,7,-2.8999999999999997e-11
6,8,8,-4.000000000000001e-12
6,8,9,0.0
6,9,0,0.0
6,9,1,0.0
6,9,2,0.0
6,9,3,0.0
6,9,4,0.0
6,9,5,0.0
6,9,6,0.0
6,9,7,0.0
6,9,8,0.0
6,9,9,0.0
7,0,0,4.9e-11
7,0,1,-5.199999999999999e-11
7,0,2,-2.8000000000000007e-11
7,0,3,-1.5e-11
7,0,4,-2.0000000000000004e-12
7,0,5,-8.000000000000001e-12
7,0,6,-6e-12
7,0,7,7.200000000000001e-11
7,0,8,-1e-11
7,0,9,0.0
7,1,0,-5.199999999999999e-11
7,1,1,-2.9000000000000003e-11
7,1,2,2.8000000000000007e-11
7,1,3,1.23e-10
7,1,4,-9.000000000000001e-12
7,1,5,1.3e-11
7,1,6,6.000000000000001e-12
7,1,7,-8.799999999999999e-11
7,1,8,8.000000000000001e-12
7,1,9,0.0
7,2,0,-2.8000000000000007e-11
7,2,1,2.8000000000000007e-11
7,2,2,1.5e-11
7,2,3,9e-12
7,2,4,2e-12
7,2,5,4.000000000000001e-12
7,2,6,3e-12
7,2,7,-4.0000000000000004e-11
7,2,8,5.9999999999999995e-12
7,2,9,0.0
7,3,0,-1.5e-11
7,3,1,1.23e-10
7,3,2,9e-12
7,3,3,-1.3e-10
7,3,4,1.5999999999999996e-11
7,3,5,-2e-12
7,3,6,0.0
7,3,7,-9e-12
7,3,8,7.000000000000001e-12
7,3,9,0.0
7,4,0,-2.0000000000000004e-12
7,4,1,-9.000000000000001e-12
7,4,2,2e-12
7,4,3,1.5999999999999996e-11
7,4,4,-2.0000000000000004e-12
7,4,5,0.0
7,4,6,1e-12
7,4,7,-5e-12
7,4,8,-1e-12
7,4,9,0.0
7,5,0,-8.000000000000001e-12
7,5,1,1.3e-11
7,5,2,4.000000000000001e-12
7,5,3,-2e-12
7,5,4,0.0
7,5,5,1e-12
7,5,6,1e-12
7,5,7,-1.2e-11
7,5,8,2e-12
7,5,9,0.0
7,6,0,-6e-12
7,6,1,6.000000000000001e-12
7,6,2,3e-12
7,6,3,0.0
7,6,4,1e-12
7,6,5,1e-12
7,6,6,1e-12
7,6,7,-7e-12
7,6,8,1e-12
7,6,9,0.0
7,7,0,7.200000000000001e-11
7,7,1,-8.799999999999999e-11
7,7,2,-4.0000000000000004e-11
7,7,3,-9e-12
7,7,4,-5e-12
7,7,5,-1.2e-11
7,7,6,-7e-12
7,7,7,1.0200000000000001e-10
7,7,8,-1.5e-11
7,7,9,0.0
7,8,0,-1e-11
7,8,1,8.000000000000001e-12
7,8,2,5.9999999999999995e-12
7,8,3,7.000000000000001e-12
7,8,4,-1e-12
7,8,5,2e-12
7,8,6,1e-12
7,8,7,-1.5e-11
7,8,8,2e-12
7,8,9,0.0
7,9,0,0.0
7,9,1,0.0
7,9,2,0.0
7,9,3,0.0
7,9,4,0.0
7,9,5,0.0
7,9,6,0.0
7,9,7,0.0
7,9,8,0.0
7,9,9,0.0
8,0,0,-1.05e-10
8,0,1,1.1099999999999999e-10
8,0,2,5.200000000000001e-11
8,0,3,1.6e-11
8,0,4,1.0000000000000001e-11
8,0,5,1.3e-11
8,0,6,8e-12
8,0,7,-1.2200000000000002e-10
8,0,8,1.9e-11
8,0,9,0.0
8,1,0,1.1099999999999999e-10
8,1,1,-6.499999999999998e-11
8,1,2,-4.3000000000000007e-11
8,1,3,-1.95e-10
8,1,4,1.05e-10
8,1,5,9.000000000000001e-12
8,1,6,2.9999999999999993e-12
8,1,7,5.899999999999999e-11
8,1,8,1.6000000000000003e-11
8,1,9,0.0
8,2,0,5.200000000000001e-11
8,2,1,-4.3000000000000007e-11
8,2,2,-2.2999999999999998e-11
8,2,3,-3.8e-11
8,2,4,1.2e-11
8,2,5,-3e-12
8,2,6,-2e-12
8,2,7,4.9000000000000005e-11
8,2,8,-3.999999999999999e-12
8,2,9,0.0
8,3,0,1.6e-11
8,3,1,-1.95e-10
8,3,2,-3.8e-11
8,3,3,4.78e-10
8,3,4,-2.81e-10
8,3,5,-5.8e-11
8,3,6,-2.6e-11
8,3,7,1.95e-10
8,3,8,-9.2e-11
8,3,9,0.0
8,4,0,1.0000000000000001e-11
8,4,1,1.05e-10
8,4,2,1.2e-11
8,4,3,-2.81e-10
8,4,4,1.51e-10
8,4,5,2.9e-11
8,4,6,1.3e-11
8,4,7,-8.700000000000001e-11
8,4,8,4.7999999999999996e-11
8,4,9,0.0
8,5,0,1.3e-11
8,5,1,9.000000000000001e-12
8,5,2,-3e-12
8,5,3,-5.8e-11
8,5,4,2.9e-11
8,5,5,5.0000000000000005e-12
8,5,6,2.0000000000000004e-12
8,5,7,-3.999999999999999e-12
8,5,8,8e-12
8,5,9,0.0
8,6,0,8e-12
8,6,1,2.9999999999999993e-12
8,6,2,-2e-12
8,6,3,-2.6e-11
8,6,4,1.3e-11
8,6,5,2.0000000000000004e-12
8,6,6,0.0
8,6,7,-9.999999999999998e-13
8,6,8,4e-12
8,6,9,0.0
8,7,0,-1.2200000000000002e-10
8,7,1,5.899999999999999e-11
8,7,2,4.9000000000000005e-11
8,7,3,1.95e-10
8,7,4,-8.700000000000001e-11
8,7,5,-3.999999999999999e-12
8,7,6,-9.999999999999998e-13
8,7,7,-7.800000000000001e-11
8,7,8,-8.999999999999998e-12
8,7,9,0.0
8,8,0,1.9e-11
8,8,1,1.6000000000000003e-11
8,8,2,-3.999999999999999e-12
8,8,3,-9.2e-11
8,8,4,4.7999999999999996e-11
8,8,5,8e-12
8,8,6,4e-12
8,8,7,-8.999999999999998e-12
8,8,8,1.2e-11
8,8,9,0.0
8,9,0,0.0
8,9,1,0.0
8,9,2,0.0
8,9,3,0.0
8,9,4,0.0
8,9,5,0.0
8,9,6,0.0
8,9,7,0.0
8,9,8,0.0
8,9,9,0.0
9,0,0,1.12e-10
9,0,1,8.4e-11
9,0,2,6.8e-11
9,0,3,-8.300000000000001e-11
9,0,4,-5.5e-11
9,0,5,4e-12
9,0,6,-1.2e-11
9,0,7,-1.1400000000000001e-10
9,0,8,-5e-12
9,0,9,0.0
9,1,0,8.4e-11
9,1,1,-2.9000000000000003e-11
9,1,2,5.8000000000000007e-11
9,1,3,2.44e-10
9,1,4,-2.22e-10
9,1,5,-2.6e-11
9,1,6,-2.6e-11
9,1,7,-2.899999999999999e-11
9,1,8,-5.6e-11
9,1,9,0.0
9,2,0,6.8e-11
9,2,1,5.8000000000000007e-11
9,2,2,5.5000000000000004e-11
9,2,3,6.9999999999999984e-12
9,2,4,-8e-11
9,2,5,-2.0000000000000004e-12
9,2,6,-1.0999999999999999e-11
9,2,7,-8.1e-11
9,2,8,-1.4e-11
9,2,9,0.0
9,3,0,-8.300000000000001e-11
9,3,1,2.44e-10
9,3,2,6.9999999999999984e-12
9,3,3,-5.17e-10
9,3,4,3.1e-10
9,3,5,5.4e-11
9,3,6,3.5e-11
9,3,7,-1.46e-10
9,3,8,9.7e-11
9,3,9,0.0
9,4,0,-5.5e-11
9,4,1,-2.22e-10
9,4,2,-8e-11
9,4,3,3.1e-10
9,4,4,-7.7e-11
9,4,5,-2.9e-11
9,4,6,-5.0000000000000005e-12
9,4,7,1.98e-10
9,4,8,-4e-11
9,4,9,0.0
9,5,0,4e-12
9,5,1,-2.6e-11
9,5,2,-2.0000000000000004e-12
9,5,3,5.4e-11
9,5,4,-2.9e-11
9,5,5,-6e-12
9,5,6,-3e-12
9,5,7,1.7e-11
9,5,8,-1e-11
9,5,9,0.0
9,6,0,-1.2e-11
9,6,1,-2.6e-11
9,6,2,-1.0999999999999999e-11
9,6,3,3.5e-11
9,6,4,-5.0000000000000005e-12
9,6,5,-3e-12
9,6,6,0.0
9,6,7,2.4999999999999998e-11
9,6,8,-4e-12
9,6,9,0.0
9,7,0,-1.1400000000000001e-10
9,7,1,-2.899999999999999e-11
9,7,2,-8.1e-11
9,7,3,-1.46e-10
9,7,4,1.98e-10
9,7,5,1.7e-11
9,7,6,2.4999999999999998e-11
9,7,7,8.4e-11
9,7,8,4.4e-11
9,7,9,0.0
9,8,0,-5e-12
9,8,1,-5.6e-11
9,8,2,-1.4e-11
9,8,3,9.7e-11
9,8,4,-4e-11
9,8,5,-1e-11
9,8,6,-4e-12
9,8,7,4.4e-11
9,8,8,-1.5e-11
9,8,9,0.0
9,9,0,0.0
9,9,1,0.0
9,9,2,0.0
9,9,3,0.0
9,9,4,0.0
9,9,5,0.0
9,9,6,0.0
9,9,7,0.0
9,9,8,0.0
9,9,9,0.0
10,0,0,-1.9999999999999996e-11
10,0,1,-1.51e-10
10,0,2,-6.6e-11
10,0,3,3.3e-11
10,0,4,7.699999999999999e-11
10,0,5,1.0000000000000006e-12
10,0,6,8.000000000000001e-12
10,0,7,1.08e-10
10,0,8,9e-12
10,0,9,0.0
10,1,0,-1.51e-10
10,1,1,1.6999999999999998e-10
10,1,2,-3.8000000000000004e-11
10,1,3,-7.4e-11
10,1,4,3.199999999999999e-11
10,1,5,-6e-12
10,1,6,1.1e-11
10,1,7,5.599999999999999e-11
10,1,8,2.000000000000001e-12
10,1,9,0.0
10,2,0,-6.6e-11
10,2,1,-3.8000000000000004e-11
10,2,2,-5.3000000000000004e-11
10,2,3,9.999999999999998e-13
10,2,4,5.8e-11
10,2,5,-2e-12
10,2,6,8e-12
10,2,7,8.6e-11
10,2,8,6e-12
10,2,9,0.0
10,3,0,3.3e-11
10,3,1,-7.4e-11
10,3,2,9.999999999999998e-13
10,3,3,3.8999999999999995e-11
10,3,4,-1.0000000000000002e-12
10,3,5,1.9999999999999996e-12
10,3,6,-2.0000000000000004e-12
10,3,7,1.000000000000003e-12
10,3,8,1e-12
10,3,9,0.0
10,4,0,7.699999999999999e-11
10,4,1,3.199999999999999e-11
10,4,2,5.8e-11
10,4,3,-1.0000000000000002e-12
10,4,4,-6e-11
10,4,5,2e-12
10,4,6,-1e-11
10,4,7,-9.199999999999999e-11
10,4,8,-5.9999999999999995e-12
10,4,9,0.0
10,5,0,1.0000000000000006e-12
10,5,1,-6e-12
10,5,2,-2e-12
10,5,3,1.9999999999999996e-12
10,5,4,2e-12
10,5,5,0.0
10,5,6,0.0
10,5,7,3e-12
10,5,8,0.0
10,5,9,0.0
10,6,0,8.000000000000001e-12
10,6,1,1.1e-11
10,6,2,8e-12
10,6,3,-2.0000000000000004e-12
10,6,4,-1e-11
10,6,5,0.0
10,6,6,-1e-12
10,6,7,-1.4e-11
10,6,8,-1e-12
10,6,9,0.0
10,7,0,1.08e-10
10,7,1,5.599999999999999e-11
10,7,2,8.6e-11
10,7,3,1.000000000000003e-12
