t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
3,2020-W04,14,USR_001,10.0,0.0,0,0.0,0.0,0
4,2020-W05,0,STK_004,41.5234,12.9702,1,0.0,-115.1961,1
4,2020-W05,1,USR_003,41.4852,18.2986,5,0.0,-4.4119,6
4,2020-W05,2,USR_009,37.4389,8.6095,8,0.0,-46.8766,1
4,2020-W05,3,STK_005,39.9675,8.5818,1,0.0,-34.4086,1
4,2020-W05,4,USR_005,10.0,0.0,0,0.0,-73.8986,1
4,2020-W05,5,STK_003,41.4927,10.8863,6,0.0,7.0646,1
4,2020-W05,6,USR_004,41.4231,18.5057,5,0.0,-38.5101,14
4,2020-W05,7,USR_007,40.8085,8.6739,3,0.0,-26.3417,1
4,2020-W05,8,STK_001,35.5709,9.6169,1,0.0,-77.8025,1
4,2020-W05,9,USR_008,41.5234,10.156,5,0.0,-97.9167,1
4,2020-W05,10,USR_006,37.4389,8.6095,8,0.0,40.2072,14
4,2020-W05,11,STK_002,10.0,0.0,0,0.0,0.0,0
4,2020-W05,12,USR_002,10.0,0.0,0,0.0,-21.062,14
4,2020-W05,13,USR_010,10.0,0.0,0,0.0,-1473.2411,14
4,2020-W05,14,USR_001,41.5093,18.743,5,0.0,-6.1633,6
5,2020-W06,0,STK_004,26.9221,5.3891,7,0.0,43.3806,10
5,2020-W06,1,USR_003,41.1316,18.6139,5,0.0,17.7583,10
5,2020-W06,2,USR_009,31.5205,8.5396,0,0.0,37.2664,10
5,2020-W06,3,STK_005,10.0,0.0,0,0.0,-0.0001,10
5,2020-W06,4,USR_005,10.0,0.0,0,0.0,-25.9093,10
5,2020-W06,5,STK_003,41.0783,10.204,1,0.0,7.3889,10
5,2020-W06,6,USR_004,41.254,18.8022,5,0.0,7.7429,10
5,2020-W06,7,USR_007,10.0,0.0,0,0.0,-16.9477,10
5,2020-W06,8,STK_001,41.4034,13.1829,6,0.0,11.7647,10
5,2020-W06,9,USR_008,10.0,0.0,0,0.0,-21.8554,10
5,2020-W06,10,USR_006,41.4683,10.493,5,0.0,-7.0491,7
5,2020-W06,11,STK_002,10.0,0.0,0,0.0,0.0,0
5,2020-W06,12,USR_002,10.0,0.0,0,0.0,48.5417,10
5,2020-W06,13,USR_010,10.0,0.0,0,0.0,-74.2599,10
5,2020-W06,14,USR_001,10.0,0.0,0,0.0,59.502,10
6,2020-W07,0,STK_004,41.5234,12.209,5,0.0,5.7771,10
6,2020-W07,1,USR_003,41.5234,18.8973,5,0.0,25.6421,10
6,2020-W07,2,USR_009,41.5234,10.3776,5,0.0,13.0668,10
6,2020-W07,3,STK_005,10.0,0.0,0,0.0,-0.0041,10
6,2020-W07,4,USR_005,10.0,0.0,0,0.0,-20.9704,10
6,2020-W07,5,STK_003,41.5234,9.9665,6,0.0,9.0632,10
6,2020-W07,6,USR_004,41.5234,18.6356,5,0.0,10.2428,10
6,2020-W07,7,USR_007,41.5234,8.6184,8,0.0,16.4426,10
6,2020-W07,8,STK_001,41.5234,9.6758,6,0.0,19.8287,10
6,2020-W07,9,USR_008,10.0,0.0,0,0.0,-24.9451,10
6,2020-W07,10,USR_006,41.5234,10.3776,5,0.0,6.8311,2
6,2020-W07,11,STK_002,10.0,0.0,0,0.0,0.0,0
6,2020-W07,12,USR_002,10.0,0.0,0,0.0,-26.5284,10
6,2020-W07,13,USR_010,41.5234,10.3776,5,0.0,51.7709,10
6,2020-W07,14,USR_001,10.0,0.0,0,0.0,-23.8342,10
7,2020-W08,0,STK_004,40.8268,13.4362,6,0.0,14.8191,10
7,2020-W08,1,USR_003,41.3599,18.5311,5,0.0,-15.6719,2
7,2020-W08,2,USR_009,10.0,0.0,0,0.0,-10.148,7
7,2020-W08,3,STK_005,18.5,8.5,2,0.0,407.7157,10
7,2020-W08,4,USR_005,10.0,0.0,0,0.0,-19.3358,10
7,2020-W08,5,STK_003,41.1676,9.4657,6,0.0,11.6828,7
7,2020-W08,6,USR_004,40.2321,17.1944,5,0.0,16.1509,10
7,2020-W08,7,USR_007,41.2033,9.6991,6,0.0,13.2054,10
7,2020-W08,8,STK_001,18.5,8.5,2,0.0,973.1056,10
7,2020-W08,9,USR_008,10.0,0.0,0,0.0,-25.9738,10
7,2020-W08,10,USR_006,10.0,0.0,0,0.0,5.8568,7
7,2020-W08,11,STK_002,18.5,8.5,9,0.0003,3147.7735,10
7,2020-W08,12,USR_002,10.0,0.0,0,0.0,-48.082,10
7,2020-W08,13,USR_010,41.2033,9.6991,6,0.0,82.6717,10
7,2020-W08,14,USR_001,10.0,0.0,0,0.0,-38.3138,10
8,2020-W09,0,STK_004,18.5,8.5,10,0.0003,1546.5406,4
8,2020-W09,1,USR_003,41.2721,18.6803,5,0.0,14.2174,4
8,2020-W09,2,USR_009,10.0,0.0,0,0.0,-28.2894,4
8,2020-W09,3,STK_005,10.0,0.0,0,0.0,-0.2148,4
8,2020-W09,4,USR_005,41.458,12.5272,5,0.0,-7.7793,9
8,2020-W09,5,STK_003,41.3776,10.139,1,0.0,11.2041,4
8,2020-W09,6,USR_004,41.4428,18.7504,5,0.0,-23.7796,10
8,2020-W09,7,USR_007,10.0,0.0,0,0.0,-19.4957,9
8,2020-W09,8,STK_001,41.3926,14.078,1,0.0,15.7176,4
8,2020-W09,9,USR_008,10.0,0.0,0,0.0,-11.2344,4
8,2020-W09,10,USR_006,10.0,0.0,0,0.0,-10.3529,9
8,2020-W09,11,STK_002,41.5167,8.5053,4,0.0009,-2691.3829,10
8,2020-W09,12,USR_002,10.0,0.0,0,0.0,-36.074,4
8,2020-W09,13,USR_010,10.0,0.0,0,0.0,-81.5269,4
8,2020-W09,14,USR_001,10.0,0.0,0,0.0,36.9584,9
9,2020-W10,0,STK_004,41.5234,13.3242,1,0.0001,-513.4282,13
9,2020-W10,1,USR_003,41.4583,18.7112,5,0.0,-18.0436,13
9,2020-W10,2,USR_009,36.8387,7.2829,5,0.0,-45.2004,13
9,2020-W10,3,STK_005,27.4739,5.5509,6,0.0,-92.5121,13
9,2020-W10,4,USR_005,10.0,0.0,0,0.0,-13.5384,13
9,2020-W10,5,STK_003,41.3817,10.2042,6,0.0,-7.6656,13
9,2020-W10,6,USR_004,41.0267,17.9664,5,0.0,-18.2753,13
9,2020-W10,7,USR_007,41.4583,18.7112,5,0.0,-18.8485,13
9,2020-W10,8,STK_001,41.5234,13.3242,1,0.0,-129.9173,13
9,2020-W10,9,USR_008,10.0,0.0,0,0.0,12.8843,13
9,2020-W10,10,USR_006,41.1555,9.6964,11,0.0,-9.5909,9
9,2020-W10,11,STK_002,40.7228,10.1716,6,0.0,-11.2819,9
9,2020-W10,12,USR_002,10.0,0.0,0,0.0,-30.8928,10
9,2020-W10,13,USR_010,10.0,0.0,0,0.0,-5.654,4
9,2020-W10,14,USR_001,10.0,0.0,0,0.0,-33.5459,13
10,2020-W11,0,STK_004,41.5234,8.5,2,0.002,-1926.9045,9
10,2020-W11,1,USR_003,41.5234,18.972,5,0.0,-13.3291,9
10,2020-W11,2,USR_009,41.5234,10.5468,5,0.0,-43.4098,9
10,2020-W11,3,STK_005,41.5234,13.4456,1,0.0,-40.95,9
10,2020-W11,4,USR_005,41.5234,10.5468,5,0.0,-34.8075,9
10,2020-W11,5,STK_003,41.5234,10.0756,6,0.0,-9.9353,9
10,2020-W11,6,USR_004,41.5234,18.778,5,0.0,-21.8843,9
10,2020-W11,7,USR_007,10.0,0.0,0,0.0,-23.4882,9
10,2020-W11,8,STK_001,10.0,0.0,0,0.0,-0.0,9
10,2020-W11,9,USR_008,10.0,0.0,0,0.0,-4.0021,7
10,2020-W11,10,USR_006,10.0,0.0,0,0.0,23.4018,9
10,2020-W11,11,STK_002,41.5234,13.4456,1,0.0,-51.0703,9
10,2020-W11,12,USR_002,10.0,0.0,0,0.0,-59.5591,9
10,2020-W11,13,USR_010,10.0,0.0,0,0.0,7.5039,9
10,2020-W11,14,USR_001,10.0,0.0,0,0.0,-44.2842,9
11,2020-W12,0,STK_004,10.0,0.0,0,0.0,0.0,0
11,2020-W12,1,USR_003,41.4902,18.9328,5,0.0,-23.4702,9
11,2020-W12,2,USR_009,10.0,0.0,0,0.0,-43.2528,9
11,2020-W12,3,STK_005,36.5549,10.184,6,0.0,-82.0724,9
11,2020-W12,4,USR_005,38.1141,8.5168,3,0.0,-70.6793,9
11,2020-W12,5,STK_003,41.5133,10.9688,1,0.0,-14.2379,9
11,2020-W12,6,USR_004,41.5187,19.0227,5,0.0,-24.676,9
11,2020-W12,7,USR_007,10.0,0.0,0,0.0,-25.7118,9
11,2020-W12,8,STK_001,10.0,0.0,0,0.0,-0.0,9
11,2020-W12,9,USR_008,10.0,0.0,0,0.0,-3.7194,7
11,2020-W12,10,USR_006,10.0,0.0,0,0.0,23.1175,9
11,2020-W12,11,STK_002,10.0,0.0,0,0.0,0.0,0
11,2020-W12,12,USR_002,10.0,0.0,0,0.0,-56.591,9
11,2020-W12,13,USR_010,10.0,0.0,0,0.0,5.6576,10
11,2020-W12,14,USR_001,10.0,0.0,0,0.0,-42.8191,9
12,2020-W13,0,STK_004,41.5234,13.238,1,0.0,9.6402,9
12,2020-W13,1,USR_003,41.4697,18.5915,5,0.0,12.4263,9
12,2020-W13,2,USR_009,34.6951,8.7548,3,0.0,-46.7653,9
12,2020-W13,3,STK_005,31.5316,8.1283,6,0.0,-20.2381,9
12,2020-W13,4,USR_005,10.0,0.0,0,0.0,-34.273,9
12,2020-W13,5,STK_003,41.4058,10.3711,6,0.0,19.9882,9
12,2020-W13,6,USR_004,41.1168,18.0073,5,0.0,-26.4015,9
12,2020-W13,7,USR_007,34.6951,8.7548,3,0.0,-25.9939,9
12,2020-W13,8,STK_001,10.0,0.0,0,0.0,0.0,9
12,2020-W13,9,USR_008,41.5234,10.3738,5,0.0,-3.7203,7
12,2020-W13,10,USR_006,41.5234,10.3738,5,0.0,23.1878,9
12,2020-W13,11,STK_002,41.5234,8.5279,10,0.0026,2319.2227,9
12,2020-W13,12,USR_002,10.0,0.0,0,0.0,-56.7398,9
12,2020-W13,13,USR_010,10.0,0.0,0,0.0,6.2284,10
12,2020-W13,14,USR_001,10.0,0.0,0,0.0,-42.8957,9
13,2020-W14,0,STK_004,41.5234,8.5,10,0.016,-7083.5917,9
13,2020-W14,1,USR_003,36.3276,15.2404,5,0.0,-54.2948,9
13,2020-W14,2,USR_009,10.0,0.0,0,0.0,-55.115,9
13,2020-W14,3,STK_005,10.0,0.0,0,0.0,7.1148,9
13,2020-W14,4,USR_005,10.0,0.0,0,0.0,-63.3607,9
13,2020-W14,5,STK_003,33.3145,5.8206,1,0.0,-43.7783,9
13,2020-W14,6,USR_004,36.2865,15.0267,5,0.0,-51.3423,9
13,2020-W14,7,USR_007,10.0,0.0,0,0.0,-27.6525,9
13,2020-W14,8,STK_001,38.8887,12.0601,1,0.0,21.1031,9
13,2020-W14,9,USR_008,10.0,0.0,0,0.0,-3.4654,7
13,2020-W14,10,USR_006,40.3129,9.3425,5,0.0,17.9376,9
13,2020-W14,11,STK_002,18.5,8.5,2,0.0177,-7456.7156,9
13,2020-W14,12,USR_002,10.0,0.0,0,0.0,-52.9478,9
13,2020-W14,13,USR_010,10.0,0.0,0,0.0,-20.2451,9
13,2020-W14,14,USR_001,10.0,0.0,0,0.0,-51.299,9
14,2020-W15,0,STK_004,10.0,0.0,0,0.0,0.0,0
14,2020-W15,1,USR_003,41.2994,18.6302,5,0.0,-10.6403,10
14,2020-W15,2,USR_009,10.0,0.0,0,0.0,-15.6162,9
14,2020-W15,3,STK_005,35.7633,6.3904,9,0.0001,1177.3198,9
14,2020-W15,4,USR_005,10.0,0.0,0,0.0,-14.4922,9
14,2020-W15,5,STK_003,41.1531,9.4769,1,0.0,6.9369,9
14,2020-W15,6,USR_004,41.2169,18.378,5,0.0,21.6881,9
14,2020-W15,7,USR_007,10.0,0.0,0,0.0,-24.1952,9
14,2020-W15,8,STK_001,10.0,0.0,0,0.0,0.0,9
14,2020-W15,9,USR_008,41.4689,10.3915,5,0.0,-3.4798,13
14,2020-W15,10,USR_006,10.0,0.0,0,0.0,-9.7214,9
14,2020-W15,11,STK_002,41.4049,12.2253,5,0.0,11.7493,9
14,2020-W15,12,USR_002,10.0,0.0,0,0.0,-24.1863,10
14,2020-W15,13,USR_010,41.2977,18.7118,5,0.0,7.2542,9
14,2020-W15,14,USR_001,10.0,0.0,0,0.0,-17.7769,10
15,2020-W16,0,STK_004,22.5298,7.0283,7,0.0,-13.43,9
15,2020-W16,1,USR_003,41.1719,18.3327,5,0.0,13.3327,9
15,2020-W16,2,USR_009,28.4978,8.5241,0,0.0,-12.9298,9
15,2020-W16,3,STK_005,10.0,0.0,0,0.0,-0.0056,10
15,2020-W16,4,USR_005,10.0,0.0,0,0.0,-16.2837,9
15,2020-W16,5,STK_003,41.4345,9.9152,6,0.0,5.0711,9
15,2020-W16,6,USR_004,41.3911,18.272,5,0.0,11.9667,9
15,2020-W16,7,USR_007,10.0,0.0,0,0.0,-20.3082,9
15,2020-W16,8,STK_001,33.5706,8.5,2,0.0,556.1237,9
15,2020-W16,9,USR_008,41.4825,18.7267,5,0.0,-3.0335,7
15,2020-W16,10,USR_006,10.0,0.0,0,0.0,-5.115,9
15,2020-W16,11,STK_002,18.5,8.5,7,0.0003,2638.7065,9
15,2020-W16,12,USR_002,10.0,0.0,0,0.0,-23.6041,10
15,2020-W16,13,USR_010,10.0,0.0,0,0.0,-6.6809,9
15,2020-W16,14,USR_001,10.0,0.0,0,0.0,-18.2091,10
16,2020-W17,0,STK_004,41.4077,13.1524,1,0.0,11.7647,13
16,2020-W17,1,USR_003,41.3009,18.774,5,0.0,-15.2818,9
16,2020-W17,2,USR_009,41.4263,18.9509,5,0.0,-12.1712,9
16,2020-W17,3,STK_005,10.0,0.0,0,0.0,-0.0091,9
16,2020-W17,4,USR_005,41.4834,10.4747,5,0.0,-13.8318,9
16,2020-W17,5,STK_003,41.3579,10.4702,6,0.0,-7.978,9
16,2020-W17,6,USR_004,41.4263,18.9509,5,0.0,-11.3009,9
16,2020-W17,7,USR_007,30.0018,8.5242,8,0.0,-21.5176,9
16,2020-W17,8,STK_001,24.7223,6.2202,10,0.0,-25.3272,9
16,2020-W17,9,USR_008,10.0,0.0,0,0.0,-2.9386,7
16,2020-W17,10,USR_006,10.0,0.0,0,0.0,-7.5348,9
16,2020-W17,11,STK_002,41.4365,12.3232,5,0.0,-16.2727,9
16,2020-W17,12,USR_002,10.0,0.0,0,0.0,-23.624,10
16,2020-W17,13,USR_010,41.4702,10.4362,5,0.0,-5.5847,9
16,2020-W17,14,USR_001,10.0,0.0,0,0.0,-18.1523,10
17,2020-W18,0,STK_004,10.0,0.0,0,0.0,0.0,0
17,2020-W18,1,USR_003,41.5234,18.9718,5,0.0,7.3021,9
17,2020-W18,2,USR_009,41.5234,10.5468,5,0.0,-11.7364,13
17,2020-W18,3,STK_005,41.5234,14.0809,1,0.0,11.7647,9
17,2020-W18,4,USR_005,10.0,0.0,0,0.0,-10.6052,13
17,2020-W18,5,STK_003,41.5234,10.0707,1,0.0,5.0521,9
17,2020-W18,6,USR_004,41.5234,18.7523,5,0.0,-11.6518,10
17,2020-W18,7,USR_007,10.0,0.0,0,0.0,-18.4542,9
17,2020-W18,8,STK_001,41.5234,14.0809,1,0.0,-13.8075,13
17,2020-W18,9,USR_008,41.5234,10.5468,5,0.0,-3.0977,7
17,2020-W18,10,USR_006,10.0,0.0,0,0.0,4.4804,13
17,2020-W18,11,STK_002,41.5234,8.5,2,0.0,-907.6073,10
17,2020-W18,12,USR_002,10.0,0.0,0,0.0,-23.7393,10
17,2020-W18,13,USR_010,10.0,0.0,0,0.0,-3.8926,9
17,2020-W18,14,USR_001,10.0,0.0,0,0.0,-18.9505,10
18,2020-W19,0,STK_004,41.4374,13.5768,6,0.0,8.8735,13
18,2020-W19,1,USR_003,41.3903,18.7471,5,0.0,-12.6816,9
18,2020-W19,2,USR_009,10.0,0.0,0,0.0,16.172,9
18,2020-W19,3,STK_005,41.5234,8.6278,7,0.0,-487.7486,9
18,2020-W19,4,USR_005,41.3903,18.7471,5,0.0,-10.6388,13
18,2020-W19,5,STK_003,41.3055,9.5,1,0.0,-12.5727,9
18,2020-W19,6,USR_004,41.3503,18.2656,5,0.0,-11.9425,9
18,2020-W19,7,USR_007,41.4839,10.1386,5,0.0,-18.369,9
18,2020-W19,8,STK_001,10.0,0.0,0,0.0,-0.0,9
18,2020-W19,9,USR_008,31.1022,8.512,11,0.0,-3.2032,7
18,2020-W19,10,USR_006,10.0,0.0,0,0.0,4.9922,13
18,2020-W19,11,STK_002,26.3267,5.6075,2,0.0,11.779,9
18,2020-W19,12,USR_002,10.0,0.0,0,0.0,-23.4987,10
18,2020-W19,13,USR_010,41.4839,10.1386,5,0.0,-3.8684,9
18,2020-W19,14,USR_001,10.0,0.0,0,0.0,-18.7681,10
19,2020-W20,0,STK_004,10.0,0.0,0,0.0,0.0,0
19,2020-W20,1,USR_003,41.3949,18.9199,5,0.0,-11.356,10
19,2020-W20,2,USR_009,10.0,0.0,0,0.0,-12.4063,13
19,2020-W20,3,STK_005,10.0,0.0,0,0.0,0.0049,13
19,2020-W20,4,USR_005,10.0,0.0,0,0.0,-10.6606,13
19,2020-W20,5,STK_003,41.3026,9.8438,1,0.0,-6.8324,10
19,2020-W20,6,USR_004,41.2164,18.7044,5,0.0,-11.6814,10
19,2020-W20,7,USR_007,10.0,0.0,0,0.0,-18.5995,9
19,2020-W20,8,STK_001,10.0,0.0,0,0.0,0.0,13
19,2020-W20,9,USR_008,10.0,0.0,0,0.0,-3.0134,7
19,2020-W20,10,USR_006,10.0,0.0,0,0.0,5.1208,13
19,2020-W20,11,STK_002,18.5,8.5,2,0.0001,-1205.3723,10
19,2020-W20,12,USR_002,10.0,0.0,0,0.0,-23.5921,10
19,2020-W20,13,USR_010,10.0,0.0,0,0.0,-3.9593,9
19,2020-W20,14,USR_001,10.0,0.0,0,0.0,-18.9279,10
20,2020-W21,0,STK_004,24.868,6.6071,12,0.0,-85.7534,10
20,2020-W21,1,USR_003,35.5049,8.7397,5,0.0,-11.1434,10
20,2020-W21,2,USR_009,40.6568,11.7988,11,0.0,-7.5379,13
20,2020-W21,3,STK_005,18.5,8.5,13,0.0,-767.863,10
20,2020-W21,4,USR_005,10.0,0.0,0,0.0,-15.741,9
20,2020-W21,5,STK_003,39.0937,8.1398,1,0.0,-11.841,10
20,2020-W21,6,USR_004,37.9926,11.7663,5,0.0,-14.5608,10
20,2020-W21,7,USR_007,10.0,0.0,0,0.0,-18.0167,9
20,2020-W21,8,STK_001,23.5145,6.8269,12,0.0,10.8567,9
20,2020-W21,9,USR_008,29.3497,9.1967,8,0.0,-3.0739,7
20,2020-W21,10,USR_006,10.0,0.0,0,0.0,5.5782,13
20,2020-W21,11,STK_002,39.6374,9.4778,1,0.0,-8.8736,13
20,2020-W21,12,USR_002,10.0,0.0,0,0.0,13.0904,9
20,2020-W21,13,USR_010,10.0,0.0,0,0.0,5.7753,10
20,2020-W21,14,USR_001,10.0,0.0,0,0.0,-18.8978,10
21,2020-W22,0,STK_004,37.7155,8.1212,6,0.0,-16.2717,13
21,2020-W22,1,USR_003,40.573,9.3241,5,0.0,-9.5702,13
21,2020-W22,2,USR_009,10.0,0.0,0,0.0,-10.3453,13
21,2020-W22,3,STK_005,10.0,0.0,0,0.0,-0.0189,9
21,2020-W22,4,USR_005,10.0,0.0,0,0.0,-14.1365,9
21,2020-W22,5,STK_003,40.804,9.4012,6,0.0,-11.2965,13
21,2020-W22,6,USR_004,40.2051,9.7685,5,0.0,-10.4656,13
21,2020-W22,7,USR_007,10.0,0.0,0,0.0,-16.4341,9
21,2020-W22,8,STK_001,41.0279,11.1797,1,0.0,-19.56,13
21,2020-W22,9,USR_008,10.0,0.0,0,0.0,-4.4495,10
21,2020-W22,10,USR_006,10.0,0.0,0,0.0,-10.6185,9
21,2020-W22,11,STK_002,10.0,0.0,0,0.0,0.0,0
21,2020-W22,12,USR_002,10.0,0.0,0,0.0,-22.8837,13
21,2020-W22,13,USR_010,10.0,0.0,0,0.0,-5.6532,9
21,2020-W22,14,USR_001,41.2957,9.9778,8,0.0,-26.9723,13
22,2020-W23,0,STK_004,39.4323,8.3287,1,0.0,-21.388,9
22,2020-W23,1,USR_003,35.7238,6.0941,5,0.0,-11.4632,13
22,2020-W23,2,USR_009,10.0,0.0,0,0.0,-9.4589,13
22,2020-W23,3,STK_005,18.5,5.414,10,0.0,-390.0936,9
22,2020-W23,4,USR_005,10.0,0.0,0,0.0,-13.8046,9
22,2020-W23,5,STK_003,39.3759,8.5349,1,0.0,-12.9304,9
22,2020-W23,6,USR_004,38.9119,8.6133,5,0.0,-10.2285,9
22,2020-W23,7,USR_007,41.0366,9.4216,6,0.0,-16.4905,9
22,2020-W23,8,STK_001,21.9501,7.2265,12,0.0,-23.3912,13
22,2020-W23,9,USR_008,10.0,0.0,0,0.0,-4.1036,10
22,2020-W23,10,USR_006,10.0,0.0,0,0.0,-10.9575,9
22,2020-W23,11,STK_002,40.464,12.485,6,0.0,-19.4005,9
22,2020-W23,12,USR_002,10.0,0.0,0,0.0,-17.1308,13
22,2020-W23,13,USR_010,10.0,0.0,0,0.0,-5.2981,9
22,2020-W23,14,USR_001,10.0,0.0,0,0.0,-24.7695,13
23,2020-W24,0,STK_004,41.3533,9.6299,1,0.0,22.4342,9
23,2020-W24,1,USR_003,41.472,11.8813,5,0.0,11.1972,9
23,2020-W24,2,USR_009,10.0,0.0,0,0.0,-4.2111,13
23,2020-W24,3,STK_005,22.4904,7.0266,4,0.0,116.2438,9
23,2020-W24,4,USR_005,10.0,0.0,0,0.0,-8.2796,9
23,2020-W24,5,STK_003,41.4878,9.9089,1,0.0,7.2597,9
23,2020-W24,6,USR_004,41.4229,12.001,5,0.0,14.7008,9
23,2020-W24,7,USR_007,10.0,0.0,0,0.0,-16.7125,9
23,2020-W24,8,STK_001,41.502,13.9422,1,0.0,11.7647,13
23,2020-W24,9,USR_008,40.2151,13.7427,5,0.0,-4.1447,10
23,2020-W24,10,USR_006,10.0,0.0,0,0.0,-12.7097,9
23,2020-W24,11,STK_002,10.0,0.0,0,0.0,0.0,0
23,2020-W24,12,USR_002,10.0,0.0,0,0.0,-25.254,10
23,2020-W24,13,USR_010,41.5135,9.9139,1,0.0,-9.6692,9
23,2020-W24,14,USR_001,10.0,0.0,0,0.0,-25.6033,10
24,2020-W25,0,STK_004,41.4015,9.6827,6,0.0,-16.7802,10
24,2020-W25,1,USR_003,41.4062,11.896,5,0.0,-11.2449,10
24,2020-W25,2,USR_009,10.0,0.0,0,0.0,-4.718,13
24,2020-W25,3,STK_005,18.5,8.5,9,0.0,-660.1848,10
24,2020-W25,4,USR_005,10.0,0.0,0,0.0,6.0242,10
24,2020-W25,5,STK_003,41.2601,9.9344,6,0.0,-10.1784,10
24,2020-W25,6,USR_004,41.1276,11.4185,5,0.0,-10.0778,10
24,2020-W25,7,USR_007,10.0,0.0,0,0.0,-9.7232,9
24,2020-W25,8,STK_001,10.0,0.0,0,0.0,0.0,13
24,2020-W25,9,USR_008,10.0,0.0,0,0.0,-3.9085,13
