t_idx,time_label,node_idx,node_label,fk_echo_impact
5,2020-W06,1,USR_001,3106574.0922
5,2020-W06,2,USR_002,-2383326.233
5,2020-W06,3,USR_003,-2531810.9144
5,2020-W06,4,USR_004,-1330287.7924
5,2020-W06,5,USR_006,-6618260.2355
5,2020-W06,6,USR_007,369288.276
5,2020-W06,7,USR_008,-531942.0558
5,2020-W06,8,USR_009,5649862.5205
5,2020-W06,9,USR_010,4556084.073
5,2020-W06,10,STK_002,129840.5544
5,2020-W06,11,USR_005,-286181.7306
5,2020-W06,12,STK_003,1117852.0211
5,2020-W06,13,STK_004,380014.2687
5,2020-W06,14,STK_005,-1888137.155
6,2020-W07,0,STK_001,-425973.3279
6,2020-W07,1,USR_001,1718382.0493
6,2020-W07,2,USR_002,1663985.3451
6,2020-W07,3,USR_003,-7869380.0313
6,2020-W07,4,USR_004,-1194139.2817
6,2020-W07,5,USR_006,1959682.5865
6,2020-W07,6,USR_007,2378389.553
6,2020-W07,7,USR_008,654363.1057
6,2020-W07,8,USR_009,13889.2749
6,2020-W07,9,USR_010,-3170870.5008
6,2020-W07,10,STK_002,69572.8379
6,2020-W07,11,USR_005,3845697.8994
6,2020-W07,12,STK_003,60354.2158
6,2020-W07,13,STK_004,-176487.5779
6,2020-W07,14,STK_005,472533.8521
7,2020-W08,0,STK_001,265846.4193
7,2020-W08,1,USR_001,2618463.8498
7,2020-W08,2,USR_002,2418313.0124
7,2020-W08,3,USR_003,5230687.8811
7,2020-W08,4,USR_004,543791.7412
7,2020-W08,5,USR_006,-779744.1764
7,2020-W08,6,USR_007,-405035.1943
7,2020-W08,7,USR_008,-1052882.8231
7,2020-W08,8,USR_009,25386.3043
7,2020-W08,9,USR_010,-6053992.146
7,2020-W08,10,STK_002,211577.4751
7,2020-W08,11,USR_005,-2544988.4491
7,2020-W08,12,STK_003,-587112.7885
7,2020-W08,13,STK_004,-580174.7796
7,2020-W08,14,STK_005,689863.6737
8,2020-W09,0,STK_001,-1323931.8438
8,2020-W09,1,USR_001,5836087.2211
8,2020-W09,2,USR_002,-2184405.9756
8,2020-W09,3,USR_003,-4440646.249
8,2020-W09,4,USR_004,-2862890.2249
8,2020-W09,5,USR_006,-756273.6659
8,2020-W09,6,USR_007,-3283861.23
8,2020-W09,7,USR_008,1045014.1316
8,2020-W09,8,USR_009,-1466689.1101
8,2020-W09,9,USR_010,2713471.7357
8,2020-W09,10,STK_002,119031.1551
8,2020-W09,11,USR_005,5400193.3669
8,2020-W09,12,STK_003,-969490.7238
8,2020-W09,13,STK_004,4405.413
8,2020-W09,14,STK_005,2169985.9995
9,2020-W10,0,STK_001,-1998099.3857
9,2020-W10,1,USR_001,1428130.4772
9,2020-W10,2,USR_002,2921617.6855
9,2020-W10,3,USR_003,-271463.8721
9,2020-W10,4,USR_004,2851918.7239
9,2020-W10,5,USR_006,2102579.4685
9,2020-W10,6,USR_007,-3777607.1041
9,2020-W10,7,USR_008,-132462.6462
9,2020-W10,8,USR_009,1074191.1587
9,2020-W10,9,USR_010,-318014.7351
9,2020-W10,10,STK_002,148671.0914
9,2020-W10,11,USR_005,-5878889.1562
9,2020-W10,12,STK_003,355764.3291
9,2020-W10,13,STK_004,786673.9649
9,2020-W10,14,STK_005,706990.0003
10,2020-W11,0,STK_001,728251.0711
10,2020-W11,1,USR_001,-1680343.5655
10,2020-W11,2,USR_002,-1794614.0187
10,2020-W11,3,USR_003,4350959.4741
10,2020-W11,4,USR_004,-417718.5401
10,2020-W11,5,USR_006,-307777.6981
10,2020-W11,6,USR_007,313970.6878
10,2020-W11,7,USR_008,-1003619.3914
10,2020-W11,8,USR_009,-3956533.8427
10,2020-W11,9,USR_010,1882027.7729
10,2020-W11,10,STK_002,42604.8827
10,2020-W11,11,USR_005,2613649.1217
10,2020-W11,12,STK_003,-1028666.0317
10,2020-W11,13,STK_004,902716.2582
10,2020-W11,14,STK_005,-644906.1803
11,2020-W12,0,STK_001,422302.2489
11,2020-W12,1,USR_001,-192812.3079
11,2020-W12,2,USR_002,-586184.1378
11,2020-W12,3,USR_003,860180.5878
11,2020-W12,4,USR_004,1402539.4844
11,2020-W12,5,USR_006,-388370.6004
11,2020-W12,6,USR_007,1644211.7015
11,2020-W12,7,USR_008,345280.4451
11,2020-W12,8,USR_009,-8007539.9343
11,2020-W12,9,USR_010,4320623.8417
11,2020-W12,10,STK_002,14774.7897
11,2020-W12,11,USR_005,602070.92
11,2020-W12,12,STK_003,-2526083.2652
11,2020-W12,13,STK_004,480365.9546
11,2020-W12,14,STK_005,1608640.272
12,2020-W13,0,STK_001,-702599.3307
12,2020-W13,1,USR_001,-462557.6322
12,2020-W13,2,USR_002,3182267.0095
12,2020-W13,3,USR_003,-980090.6094
12,2020-W13,4,USR_004,-11190.8396
12,2020-W13,5,USR_006,-137137.6893
12,2020-W13,6,USR_007,3283302.4224
12,2020-W13,7,USR_008,950636.7008
12,2020-W13,8,USR_009,-1486722.679
12,2020-W13,9,USR_010,-5721801.2473
12,2020-W13,10,STK_002,318751.1432
12,2020-W13,11,USR_005,1383294.5641
12,2020-W13,12,STK_003,799998.8294
12,2020-W13,13,STK_004,1240383.8522
12,2020-W13,14,STK_005,-1656534.494
13,2020-W14,0,STK_001,-96446.055
13,2020-W14,1,USR_001,2489905.9191
13,2020-W14,2,USR_002,413278.9475
13,2020-W14,3,USR_003,1107090.1113
13,2020-W14,4,USR_004,-5215100.3999
13,2020-W14,5,USR_006,-2177467.2729
13,2020-W14,6,USR_007,1311880.9151
13,2020-W14,7,USR_008,-164066.3907
13,2020-W14,8,USR_009,2435918.3768
13,2020-W14,9,USR_010,-1111575.135
13,2020-W14,10,STK_002,-82371.6769
13,2020-W14,11,USR_005,910134.9286
13,2020-W14,12,STK_003,342218.5654
13,2020-W14,13,STK_004,39924.4305
13,2020-W14,14,STK_005,-203325.264
14,2020-W15,0,STK_001,-699660.8381
14,2020-W15,1,USR_001,1065220.9035
14,2020-W15,2,USR_002,-2421006.1785
14,2020-W15,3,USR_003,1080795.1515
14,2020-W15,4,USR_004,4848733.0173
14,2020-W15,5,USR_006,-2503824.2144
14,2020-W15,6,USR_007,-206731.2946
14,2020-W15,7,USR_008,-450536.7564
14,2020-W15,8,USR_009,3089496.9198
14,2020-W15,9,USR_010,-4698537.5997
14,2020-W15,10,STK_002,284193.2741
14,2020-W15,11,USR_005,196390.0514
14,2020-W15,12,STK_003,-241183.0047
14,2020-W15,13,STK_004,397896.0203
14,2020-W15,14,STK_005,258754.5485
15,2020-W16,0,STK_001,-1039975.1854
15,2020-W16,1,USR_001,-1427207.0445
15,2020-W16,2,USR_002,2093393.3063
15,2020-W16,3,USR_003,1504924.0591
15,2020-W16,4,USR_004,-3783419.6913
15,2020-W16,5,USR_006,1716290.5997
15,2020-W16,6,USR_007,1152334.7315
15,2020-W16,7,USR_008,522673.9522
15,2020-W16,8,USR_009,3101331.8871
15,2020-W16,9,USR_010,-4107482.8272
15,2020-W16,10,STK_002,48939.0629
15,2020-W16,11,USR_005,-772838.9729
15,2020-W16,12,STK_003,903201.1084
15,2020-W16,13,STK_004,243629.2136
15,2020-W16,14,STK_005,-155794.1995
16,2020-W17,0,STK_001,821296.4097
16,2020-W17,1,USR_001,-2138133.9833
16,2020-W17,2,USR_002,-699187.4268
16,2020-W17,3,USR_003,-1100602.4039
16,2020-W17,4,USR_004,5523766.1192
16,2020-W17,5,USR_006,4155550.9271
16,2020-W17,6,USR_007,-3383927.168
16,2020-W17,7,USR_008,-867864.6347
16,2020-W17,8,USR_009,735143.1519
16,2020-W17,9,USR_010,665737.0537
16,2020-W17,10,STK_002,129982.5707
16,2020-W17,11,USR_005,-2890481.6351
16,2020-W17,12,STK_003,1291350.3754
16,2020-W17,13,STK_004,-906383.2745
16,2020-W17,14,STK_005,-1336246.0813
17,2020-W18,0,STK_001,-1537810.2827
17,2020-W18,1,USR_001,4249363.3843
17,2020-W18,2,USR_002,-2279635.4729
17,2020-W18,3,USR_003,-3845747.5857
17,2020-W18,4,USR_004,-701923.0508
17,2020-W18,5,USR_006,1428766.8107
17,2020-W18,6,USR_007,-276199.974
17,2020-W18,7,USR_008,626758.7806
17,2020-W18,8,USR_009,2704065.8193
17,2020-W18,9,USR_010,-2721873.9419
17,2020-W18,10,STK_002,-13536.1182
17,2020-W18,11,USR_005,816425.2304
17,2020-W18,12,STK_003,1962991.7006
17,2020-W18,13,STK_004,82381.8758
17,2020-W18,14,STK_005,-494027.1755
18,2020-W19,0,STK_001,-263689.7215
18,2020-W19,1,USR_001,-7329150.5087
18,2020-W19,2,USR_002,159635.1851
18,2020-W19,3,USR_003,5932819.6007
18,2020-W19,4,USR_004,569273.2861
18,2020-W19,5,USR_006,-761754.0499
18,2020-W19,6,USR_007,2021707.1184
18,2020-W19,7,USR_008,-583729.5546
18,2020-W19,8,USR_009,-3040826.75
18,2020-W19,9,USR_010,882520.1947
18,2020-W19,10,STK_002,101604.2313
18,2020-W19,11,USR_005,2149505.4782
18,2020-W19,12,STK_003,323308.9539
18,2020-W19,13,STK_004,368855.4999
18,2020-W19,14,STK_005,-530078.9636
19,2020-W20,0,STK_001,-1335005.8626
19,2020-W20,1,USR_001,892614.0409
19,2020-W20,2,USR_002,756284.649
19,2020-W20,3,USR_003,-1516431.436
19,2020-W20,4,USR_004,-351421.4704
19,2020-W20,5,USR_006,-2101483.6357
19,2020-W20,6,USR_007,-595933.7078
19,2020-W20,7,USR_008,1138626.1382
19,2020-W20,8,USR_009,-2143263.4092
19,2020-W20,9,USR_010,6730855.1079
19,2020-W20,10,STK_002,12152.4368
19,2020-W20,11,USR_005,-2809846.277
19,2020-W20,12,STK_003,12437.4401
19,2020-W20,13,STK_004,34564.4388
19,2020-W20,14,STK_005,1275851.5468
20,2020-W21,0,STK_001,-739945.3531
20,2020-W21,1,USR_001,5647115.1839
20,2020-W21,2,USR_002,-1807463.7735
20,2020-W21,3,USR_003,1705749.2841
20,2020-W21,4,USR_004,-5779002.0846
20,2020-W21,5,USR_006,4123783.0434
20,2020-W21,6,USR_007,2801820.2415
20,2020-W21,7,USR_008,-289476.2902
20,2020-W21,8,USR_009,58040.6867
20,2020-W21,9,USR_010,-9193495.6975
20,2020-W21,10,STK_002,79398.1832
20,2020-W21,11,USR_005,2732929.4064
20,2020-W21,12,STK_003,-742907.7984
20,2020-W21,13,STK_004,146249.3987
20,2020-W21,14,STK_005,1257205.5696
21,2020-W22,0,STK_001,-586081.8339
21,2020-W22,1,USR_001,-614911.9113
21,2020-W22,2,USR_002,17636.5315
21,2020-W22,3,USR_003,-1481289.3606
21,2020-W22,4,USR_004,-77899.4476
21,2020-W22,5,USR_006,-136900.8384
21,2020-W22,6,USR_007,-126169.4339
21,2020-W22,7,USR_008,-475031.6067
21,2020-W22,8,USR_009,4017007.442
21,2020-W22,9,USR_010,-1798837.8298
21,2020-W22,10,STK_002,296243.8241
21,2020-W22,11,USR_005,676396.455
21,2020-W22,12,STK_003,-815064.2736
21,2020-W22,13,STK_004,1371595.3257
21,2020-W22,14,STK_005,-266693.0424
22,2020-W23,0,STK_001,196447.1818
22,2020-W23,1,USR_001,1504802.0101
22,2020-W23,2,USR_002,1128483.1391
22,2020-W23,3,USR_003,-619021.0944
22,2020-W23,4,USR_004,6110196.4368
22,2020-W23,5,USR_006,-2349530.563
22,2020-W23,6,USR_007,-3273255.2346
22,2020-W23,7,USR_008,-837404.0136
22,2020-W23,8,USR_009,767460.9001
22,2020-W23,9,USR_010,-1380089.7214
22,2020-W23,10,STK_002,122982.9776
22,2020-W23,11,USR_005,-1051641.8589
22,2020-W23,12,STK_003,730244.9634
22,2020-W23,13,STK_004,675337.2266
22,2020-W23,14,STK_005,-1725012.3494
23,2020-W24,0,STK_001,525875.157
23,2020-W24,1,USR_001,-2611675.2441
23,2020-W24,2,USR_002,-385574.9044
23,2020-W24,3,USR_003,-1278246.4937
23,2020-W24,4,USR_004,-4507759.2395
23,2020-W24,5,USR_006,2901031.5848
23,2020-W24,6,USR_007,2789143.8246
23,2020-W24,7,USR_008,1044425.555
23,2020-W24,8,USR_009,40217.382
23,2020-W24,9,USR_010,767641.7994
23,2020-W24,10,STK_002,118334.4914
23,2020-W24,11,USR_005,1240795.7359
23,2020-W24,12,STK_003,144815.4277
23,2020-W24,13,STK_004,-67907.3705
23,2020-W24,14,STK_005,-721117.7056
24,2020-W25,0,STK_001,1556209.5226
24,2020-W25,1,USR_001,-3353204.7334
24,2020-W25,2,USR_002,3505483.0234
24,2020-W25,3,USR_003,2712394.3078
24,2020-W25,4,USR_004,3867083.7877
24,2020-W25,5,USR_006,-7305490.6404
24,2020-W25,6,USR_007,-178489.53
24,2020-W25,7,USR_008,659579.7328
24,2020-W25,8,USR_009,-150737.1233
24,2020-W25,9,USR_010,1669017.78
24,2020-W25,10,STK_002,-7491.3439
24,2020-W25,11,USR_005,-1425636.6047
24,2020-W25,12,STK_003,-175715.8531
24,2020-W25,13,STK_004,232287.1712
24,2020-W25,14,STK_005,-1605289.4968
25,2020-W26,0,STK_001,-2155302.2892
25,2020-W26,1,USR_001,5374580.3298
25,2020-W26,2,USR_002,-392389.2541
25,2020-W26,3,USR_003,-4191357.0879
25,2020-W26,4,USR_004,-1896745.6124
25,2020-W26,5,USR_006,1474778.8403
25,2020-W26,6,USR_007,-1582960.7342
25,2020-W26,7,USR_008,-883152.0153
25,2020-W26,8,USR_009,518101.7182
25,2020-W26,9,USR_010,1744269.3716
25,2020-W26,10,STK_002,163987.1951
25,2020-W26,11,USR_005,-165125.556
25,2020-W26,12,STK_003,167205.0932
25,2020-W26,13,STK_004,859810.8866
25,2020-W26,14,STK_005,964299.1143
26,2020-W27,0,STK_001,309944.9044
26,2020-W27,1,USR_001,-212509.2589
26,2020-W27,2,USR_002,253775.858
26,2020-W27,3,USR_003,2046896.5174
26,2020-W27,4,USR_004,755502.8982
26,2020-W27,5,USR_006,595842.1785
26,2020-W27,6,USR_007,-2209690.6373
26,2020-W27,7,USR_008,-366090.8483
26,2020-W27,8,USR_009,-1451057.8366
26,2020-W27,9,USR_010,-1063962.6969
26,2020-W27,10,STK_002,-4329.5483
26,2020-W27,11,USR_005,1651293.8258
26,2020-W27,12,STK_003,616918.5866
26,2020-W27,13,STK_004,-81576.0231
26,2020-W27,14,STK_005,-840957.9196
27,2020-W28,0,STK_001,-1249670.1143
27,2020-W28,1,USR_001,-70647.2435
27,2020-W28,2,USR_002,-227791.1831
27,2020-W28,3,USR_003,1429479.3281
27,2020-W28,4,USR_004,-1318498.1997
27,2020-W28,5,USR_006,2152485.7664
27,2020-W28,6,USR_007,2535157.5399
27,2020-W28,7,USR_008,767475.2837
27,2020-W28,8,USR_009,-3089956.8271
27,2020-W28,9,USR_010,128786.3479
27,2020-W28,10,STK_002,-131276.6679
27,2020-W28,11,USR_005,-2306490.8126
27,2020-W28,12,STK_003,-204362.7578
27,2020-W28,13,STK_004,-128728.2277
27,2020-W28,14,STK_005,1714037.7677
28,2020-W29,0,STK_001,-278301.4913
28,2020-W29,1,USR_001,-159002.5436
28,2020-W29,2,USR_002,174330.5779
28,2020-W29,3,USR_003,-4018560.3778
28,2020-W29,4,USR_004,-144890.1219
28,2020-W29,5,USR_006,776414.7822
28,2020-W29,6,USR_007,1955450.4463
28,2020-W29,7,USR_008,-1551755.1603
28,2020-W29,8,USR_009,2562779.3254
28,2020-W29,9,USR_010,1143642.1902
28,2020-W29,10,STK_002,44019.3848
28,2020-W29,11,USR_005,-738409.1185
28,2020-W29,12,STK_003,-435273.7726
28,2020-W29,13,STK_004,-20982.6203
28,2020-W29,14,STK_005,690538.4993
29,2020-W30,0,STK_001,-1093516.8598
29,2020-W30,1,USR_001,707623.2072
29,2020-W30,2,USR_002,-4715547.9466
29,2020-W30,3,USR_003,3362.2124
29,2020-W30,4,USR_004,-147011.357
29,2020-W30,5,USR_006,846120.3948
29,2020-W30,6,USR_007,-3292203.8287
29,2020-W30,7,USR_008,1243594.9207
29,2020-W30,8,USR_009,2756017.448
29,2020-W30,9,USR_010,215275.7352
29,2020-W30,10,STK_002,351688.7654
29,2020-W30,11,USR_005,2382769.214
29,2020-W30,12,STK_003,147860.9428
29,2020-W30,13,STK_004,1425851.5885
29,2020-W30,14,STK_005,-831884.4369
30,2020-W31,0,STK_001,-1184723.5081
30,2020-W31,1,USR_001,-534085.8098
30,2020-W31,2,USR_002,3770124.6062
30,2020-W31,3,USR_003,3263672.9883
30,2020-W31,4,USR_004,-3373897.4776
30,2020-W31,5,USR_006,-611590.9145
30,2020-W31,6,USR_007,533234.2243
30,2020-W31,7,USR_008,841595.8548
30,2020-W31,8,USR_009,-2659849.5828
30,2020-W31,9,USR_010,2483630.4256
30,2020-W31,10,STK_002,75406.0626
30,2020-W31,11,USR_005,-3712834.3144
30,2020-W31,12,STK_003,306338.3908
30,2020-W31,13,STK_004,475367.3315
30,2020-W31,14,STK_005,327611.7232
31,2020-W32,0,STK_001,-1191488.8174
31,2020-W32,1,USR_001,967819.7299
31,2020-W32,2,USR_002,674235.3613
31,2020-W32,3,USR_003,1206994.6772
31,2020-W32,4,USR_004,195105.0846
31,2020-W32,5,USR_006,1776439.9393
31,2020-W32,6,USR_007,321921.5713
31,2020-W32,7,USR_008,77904.3679
31,2020-W32,8,USR_009,-1492685.9404
31,2020-W32,9,USR_010,-6151976.7924
31,2020-W32,10,STK_002,182356.9154
31,2020-W32,11,USR_005,2424242.0012
31,2020-W32,12,STK_003,274385.7388
31,2020-W32,13,STK_004,502988.7145
31,2020-W32,14,STK_005,231757.4488
32,2020-W33,0,STK_001,54642.7452
32,2020-W33,1,USR_001,-402680.5068
32,2020-W33,2,USR_002,-2274635.9603
32,2020-W33,3,USR_003,-2003467.5801
32,2020-W33,4,USR_004,3359343.1962
32,2020-W33,5,USR_006,-315007.0352
32,2020-W33,6,USR_007,1249283.7397
32,2020-W33,7,USR_008,-2203564.0645
32,2020-W33,8,USR_009,3590536.9854
32,2020-W33,9,USR_010,1954226.131
32,2020-W33,10,STK_002,25132.7343
32,2020-W33,11,USR_005,-2954034.9054
32,2020-W33,12,STK_003,248734.0368
32,2020-W33,13,STK_004,-31382.0619
32,2020-W33,14,STK_005,-297127.4545
33,2020-W34,0,STK_001,-297994.731
33,2020-W34,1,USR_001,473810.335
33,2020-W34,2,USR_002,64498.6389
33,2020-W34,3,USR_003,199700.9017
33,2020-W34,4,USR_004,916485.191
33,2020-W34,5,USR_006,-2823861.3588
33,2020-W34,6,USR_007,-4200838.8581
33,2020-W34,7,USR_008,1442408.6485
33,2020-W34,8,USR_009,692912.6062
33,2020-W34,9,USR_010,113973.6096
33,2020-W34,10,STK_002,56483.9756
33,2020-W34,11,USR_005,3120910.2859
33,2020-W34,12,STK_003,257507.486
33,2020-W34,13,STK_004,316032.0528
33,2020-W34,14,STK_005,-332028.7834
34,2020-W35,0,STK_001,103211.5258
34,2020-W35,1,USR_001,-5028438.0278
34,2020-W35,2,USR_002,1702410.6292
34,2020-W35,3,USR_003,2505695.8655
34,2020-W35,4,USR_004,205087.597
34,2020-W35,5,USR_006,1682492.802
34,2020-W35,6,USR_007,2836016.7403
34,2020-W35,7,USR_008,-1314769.2986
34,2020-W35,8,USR_009,-2127898.9639
34,2020-W35,9,USR_010,-2078097.7976
34,2020-W35,10,STK_002,151831.7747
34,2020-W35,11,USR_005,1617500.454
34,2020-W35,12,STK_003,476679.8053
34,2020-W35,13,STK_004,401052.4151
34,2020-W35,14,STK_005,-1132775.5209
35,2020-W36,0,STK_001,-25449.2958
35,2020-W36,1,USR_001,-400993.6201
35,2020-W36,2,USR_002,-14507.8202
35,2020-W36,3,USR_003,-1747722.675
35,2020-W36,4,USR_004,232597.683
35,2020-W36,5,USR_006,-1221892.2109
35,2020-W36,6,USR_007,136257.893
35,2020-W36,7,USR_008,750500.7501
35,2020-W36,8,USR_009,-867592.7697
35,2020-W36,9,USR_010,3051009.0737
35,2020-W36,10,STK_002,90446.3806
35,2020-W36,11,USR_005,82343.696
35,2020-W36,12,STK_003,72062.8223
35,2020-W36,13,STK_004,261970.0932
35,2020-W36,14,STK_005,-399030.0004
36,2020-W37,0,STK_001,-436274.4211
36,2020-W37,1,USR_001,-1846927.7742
36,2020-W37,2,USR_002,-851348.635
36,2020-W37,3,USR_003,564743.7529
36,2020-W37,4,USR_004,659065.8458
36,2020-W37,5,USR_006,-2132300.3471
36,2020-W37,6,USR_007,256985.9734
36,2020-W37,7,USR_008,1165878.92
36,2020-W37,8,USR_009,1598423.7852
36,2020-W37,9,USR_010,1515436.3574
36,2020-W37,10,STK_002,152343.0116
36,2020-W37,11,USR_005,-929957.8783
36,2020-W37,12,STK_003,-295995.2979
36,2020-W37,13,STK_004,-498705.7969
36,2020-W37,14,STK_005,1078632.5043
37,2020-W38,0,STK_001,-43639.4437
37,2020-W38,1,USR_001,1281888.2108
37,2020-W38,2,USR_002,-1216173.4697
37,2020-W38,3,USR_003,105082.1187
37,2020-W38,4,USR_004,425499.329
37,2020-W38,5,USR_006,-1338838.5338
37,2020-W38,6,USR_007,-760563.5886
37,2020-W38,7,USR_008,-896119.9041
37,2020-W38,8,USR_009,644471.465
37,2020-W38,9,USR_010,1512637.5548
37,2020-W38,10,STK_002,-14315.3638
37,2020-W38,11,USR_005,242116.8178
37,2020-W38,12,STK_003,429379.4976
37,2020-W38,13,STK_004,200639.7563
37,2020-W38,14,STK_005,-572064.4464
38,2020-W39,0,STK_001,527974.1378
38,2020-W39,1,USR_001,3039.0325
38,2020-W39,2,USR_002,2311355.0338
38,2020-W39,3,USR_003,-2399427.0634
38,2020-W39,4,USR_004,538511.2036
38,2020-W39,5,USR_006,-1355268.0585
38,2020-W39,6,USR_007,2635605.7022
38,2020-W39,7,USR_008,832453.2884
38,2020-W39,8,USR_009,-3026778.3029
38,2020-W39,9,USR_010,452801.8031
38,2020-W39,10,STK_002,98705.3199
38,2020-W39,11,USR_005,7707.3613
38,2020-W39,12,STK_003,845505.3026
38,2020-W39,13,STK_004,202019.7959
38,2020-W39,14,STK_005,-1674204.5561
39,2020-W40,0,STK_001,-1637737.0492
39,2020-W40,1,USR_001,5456827.025
39,2020-W40,2,USR_002,-1208941.8425
39,2020-W40,3,USR_003,-2132468.6805
39,2020-W40,4,USR_004,-3475822.6629
39,2020-W40,5,USR_006,2621924.1651
39,2020-W40,6,USR_007,82749.3054
39,2020-W40,7,USR_008,437386.9735
39,2020-W40,8,USR_009,1902498.2822
39,2020-W40,9,USR_010,-2301013.6853
39,2020-W40,10,STK_002,318180.5708
39,2020-W40,11,USR_005,-1383138.88
39,2020-W40,12,STK_003,-244886.1751
39,2020-W40,13,STK_004,267959.798
39,2020-W40,14,STK_005,1296482.8555
40,2020-W41,0,STK_001,5071.9874
40,2020-W41,1,USR_001,146260.0826
40,2020-W41,2,USR_002,-2936401.652
40,2020-W41,3,USR_003,2256406.9876
40,2020-W41,4,USR_004,-677537.143
40,2020-W41,5,USR_006,808575.6768
40,2020-W41,6,USR_007,-918572.2645
40,2020-W41,7,USR_008,-56373.346
40,2020-W41,8,USR_009,-577540.8328
40,2020-W41,9,USR_010,1209271.1971
40,2020-W41,10,STK_002,91314.3683
40,2020-W41,11,USR_005,745911.2943
40,2020-W41,12,STK_003,714404.1919
40,2020-W41,13,STK_004,230370.4725
40,2020-W41,14,STK_005,-1041161.02
41,2020-W42,0,STK_001,-976097.8698
41,2020-W42,1,USR_001,-3122479.9644
41,2020-W42,2,USR_002,3759300.8976
41,2020-W42,3,USR_003,-1098443.297
41,2020-W42,4,USR_004,2228535.8923
41,2020-W42,5,USR_006,1823901.967
41,2020-W42,6,USR_007,-1313468.2347
41,2020-W42,7,USR_008,-1241708.1224
41,2020-W42,8,USR_009,697462.2643
41,2020-W42,9,USR_010,-2990681.6711
41,2020-W42,10,STK_002,137008.7141
41,2020-W42,11,USR_005,1257580.2685
41,2020-W42,12,STK_003,347622.1678
41,2020-W42,13,STK_004,-204339.8398
41,2020-W42,14,STK_005,695806.8277
42,2020-W43,0,STK_001,-617522.5032
42,2020-W43,1,USR_001,540705.0057
42,2020-W43,2,USR_002,389672.3769
42,2020-W43,3,USR_003,953290.5189
42,2020-W43,4,USR_004,1793551.0225
42,2020-W43,5,USR_006,-2473728.7287
42,2020-W43,6,USR_007,2248948.7982
42,2020-W43,7,USR_008,653455.5876
42,2020-W43,8,USR_009,-1044000.5954
