t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
25,E_000026,2,ACC_Inventory,3,ACC_COGS,281.04,0.7221
26,E_000027,5,ACC_Cash,6,ACC_Travel_Exp,1149.94,0.0
27,E_000028,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,556.35,0.2736
28,E_000029,2,ACC_Inventory,3,ACC_COGS,238.02,0.5932
29,E_000030,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,454.72,0.2818
30,E_000031,2,ACC_Inventory,3,ACC_COGS,230.86,0.6569
31,E_000032,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1437.8,0.19
32,E_000033,2,ACC_Inventory,3,ACC_COGS,835.53,5.172
33,E_000034,5,ACC_Cash,6,ACC_Travel_Exp,567.53,1.4841
34,E_000035,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,821.9,1.2193
35,E_000036,2,ACC_Inventory,3,ACC_COGS,556.17,1.588
36,E_000037,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,452.47,0.3069
37,E_000038,2,ACC_Inventory,3,ACC_COGS,255.92,0.2973
38,E_000039,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,643.46,0.7596
39,E_000040,2,ACC_Inventory,3,ACC_COGS,378.74,0.7791
40,E_000041,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,504.83,0.4225
41,E_000042,2,ACC_Inventory,3,ACC_COGS,308.64,0.4542
42,E_000043,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,929.73,1.3669
43,E_000044,2,ACC_Inventory,3,ACC_COGS,556.33,1.3534
44,E_000045,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,629.14,0.997
45,E_000046,2,ACC_Inventory,3,ACC_COGS,306.28,0.6188
46,E_000047,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,628.87,0.8436
47,E_000048,2,ACC_Inventory,3,ACC_COGS,323.26,0.5895
48,E_000049,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1678.28,4.0878
49,E_000050,2,ACC_Inventory,3,ACC_COGS,991.37,4.2788
50,E_000051,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,795.69,0.7499
51,E_000052,2,ACC_Inventory,3,ACC_COGS,357.1,0.4011
52,E_000053,4,ACC_Accounts_Payable,2,ACC_Inventory,10413.43,0.0
53,E_000054,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,490.92,0.1955
54,E_000055,2,ACC_Inventory,3,ACC_COGS,297.04,0.2858
55,E_000056,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,869.71,1.0363
56,E_000057,2,ACC_Inventory,3,ACC_COGS,506.81,1.1183
57,E_000058,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,365.31,0.0129
58,E_000059,2,ACC_Inventory,3,ACC_COGS,204.66,0.0055
59,E_000060,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,470.28,0.2363
60,E_000061,2,ACC_Inventory,3,ACC_COGS,211.17,0.0503
61,E_000062,5,ACC_Cash,6,ACC_Travel_Exp,1112.71,0.0
62,E_000063,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1074.92,2.5692
63,E_000064,2,ACC_Inventory,3,ACC_COGS,500.79,2.1571
64,E_000065,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,856.76,1.592
65,E_000066,2,ACC_Inventory,3,ACC_COGS,559.34,2.183
66,E_000067,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,763.84,1.1585
67,E_000068,2,ACC_Inventory,3,ACC_COGS,318.35,0.6969
68,E_000069,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,709.22,1.0749
69,E_000070,2,ACC_Inventory,3,ACC_COGS,290.52,0.7026
70,E_000071,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,599.85,0.6877
71,E_000072,2,ACC_Inventory,3,ACC_COGS,404.26,1.2136
72,E_000073,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,665.38,0.8125
73,E_000074,2,ACC_Inventory,3,ACC_COGS,441.09,1.2481
74,E_000075,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1221.04,2.0578
75,E_000076,2,ACC_Inventory,3,ACC_COGS,566.3,1.622
76,E_000077,5,ACC_Cash,6,ACC_Travel_Exp,1100.02,0.0
77,E_000078,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,395.2,0.157
78,E_000079,2,ACC_Inventory,3,ACC_COGS,189.48,0.101
79,E_000080,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,910.73,1.5457
80,E_000081,2,ACC_Inventory,3,ACC_COGS,567.84,2.008
81,E_000082,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,685.8,0.888
82,E_000083,2,ACC_Inventory,3,ACC_COGS,328.38,0.6368
83,E_000084,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,610.23,0.6803
84,E_000085,2,ACC_Inventory,3,ACC_COGS,322.52,0.6535
85,E_000086,5,ACC_Cash,6,ACC_Travel_Exp,286.61,0.6412
86,E_000087,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1208.35,2.1263
87,E_000088,2,ACC_Inventory,3,ACC_COGS,668.05,2.3184
88,E_000089,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1161.1,2.0269
89,E_000090,2,ACC_Inventory,3,ACC_COGS,727.7,2.3701
90,E_000091,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,571.88,0.3991
91,E_000092,2,ACC_Inventory,3,ACC_COGS,247.56,0.106
92,E_000093,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,706.93,0.778
93,E_000094,2,ACC_Inventory,3,ACC_COGS,316.7,0.483
94,E_000095,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1181.84,1.8132
95,E_000096,2,ACC_Inventory,3,ACC_COGS,608.04,1.6109
96,E_000097,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,660.46,0.5085
97,E_000098,2,ACC_Inventory,3,ACC_COGS,369.02,0.5488
98,E_000099,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,742.74,0.5746
99,E_000100,2,ACC_Inventory,3,ACC_COGS,488.9,0.8796
100,E_000101,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,513.93,0.2104
101,E_000102,2,ACC_Inventory,3,ACC_COGS,310.46,0.3119
102,E_000103,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1107.24,1.8765
103,E_000104,2,ACC_Inventory,3,ACC_COGS,531.53,1.577
104,E_000105,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1376.24,2.1788
105,E_000106,2,ACC_Inventory,3,ACC_COGS,690.94,2.0289
106,E_000107,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,777.29,0.607
107,E_000108,2,ACC_Inventory,3,ACC_COGS,412.3,0.6095
108,E_000109,4,ACC_Accounts_Payable,2,ACC_Inventory,13505.3,0.0
109,E_000110,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,618.05,0.4967
110,E_000111,2,ACC_Inventory,3,ACC_COGS,296.06,0.3676
111,E_000112,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,924.42,1.1638
112,E_000113,2,ACC_Inventory,3,ACC_COGS,581.08,1.638
113,E_000114,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1480.04,2.1459
114,E_000115,2,ACC_Inventory,3,ACC_COGS,997.23,2.9969
115,E_000116,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,788.62,0.6441
116,E_000117,2,ACC_Inventory,3,ACC_COGS,463.39,0.647
117,E_000118,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,280.54,0.2072
118,E_000119,2,ACC_Inventory,3,ACC_COGS,125.08,0.3328
119,E_000120,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1111.4,1.6145
120,E_000121,2,ACC_Inventory,3,ACC_COGS,498.42,0.9493
121,E_000122,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,828.35,0.7758
122,E_000123,2,ACC_Inventory,3,ACC_COGS,560.57,1.0059
123,E_000124,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,709.82,0.499
124,E_000125,2,ACC_Inventory,3,ACC_COGS,284.05,0.0471
125,E_000126,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,829.91,0.785
126,E_000127,2,ACC_Inventory,3,ACC_COGS,453.61,0.6759
127,E_000128,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,732.7,0.8473
128,E_000129,2,ACC_Inventory,3,ACC_COGS,475.89,1.2338
129,E_000130,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,922.84,1.3277
130,E_000131,2,ACC_Inventory,3,ACC_COGS,435.43,1.0432
131,E_000132,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1444.86,2.3203
132,E_000133,2,ACC_Inventory,3,ACC_COGS,958.52,3.139
133,E_000134,5,ACC_Cash,6,ACC_Travel_Exp,886.33,0.0
134,E_000135,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,578.95,0.3929
135,E_000136,2,ACC_Inventory,3,ACC_COGS,401.44,0.6211
136,E_000137,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,654.52,0.5765
137,E_000138,2,ACC_Inventory,3,ACC_COGS,412.18,0.6162
138,E_000139,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1153.75,1.6789
139,E_000140,2,ACC_Inventory,3,ACC_COGS,689.86,1.5644
140,E_000141,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,912.43,1.0075
141,E_000142,2,ACC_Inventory,3,ACC_COGS,515.47,0.8609
142,E_000143,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,982.32,1.1476
143,E_000144,2,ACC_Inventory,3,ACC_COGS,677.12,1.3278
144,E_000145,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,831.68,1.0698
145,E_000146,2,ACC_Inventory,3,ACC_COGS,467.23,0.8734
146,E_000147,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1178.58,1.6808
147,E_000148,2,ACC_Inventory,3,ACC_COGS,715.35,1.6354
148,E_000149,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,604.13,0.2596
149,E_000150,2,ACC_Inventory,3,ACC_COGS,298.15,0.0278
150,E_000151,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,683.87,0.431
151,E_000152,2,ACC_Inventory,3,ACC_COGS,379.73,0.3321
152,E_000153,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,445.5,0.0281
153,E_000154,2,ACC_Inventory,3,ACC_COGS,211.33,0.1564
154,E_000155,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,900.6,1.1794
155,E_000156,2,ACC_Inventory,3,ACC_COGS,451.58,0.8427
156,E_000157,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,888.06,1.1905
157,E_000158,2,ACC_Inventory,3,ACC_COGS,502.8,1.2278
158,E_000159,5,ACC_Cash,6,ACC_Travel_Exp,113.06,0.0
159,E_000160,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,728.35,1.1919
160,E_000161,2,ACC_Inventory,3,ACC_COGS,341.36,0.9681
161,E_000162,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,454.17,0.4007
162,E_000163,2,ACC_Inventory,3,ACC_COGS,185.95,0.1458
163,E_000164,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,676.11,1.0848
164,E_000165,2,ACC_Inventory,3,ACC_COGS,284.82,0.7742
165,E_000166,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,697.52,1.0503
166,E_000167,2,ACC_Inventory,3,ACC_COGS,337.28,1.0054
167,E_000168,4,ACC_Accounts_Payable,2,ACC_Inventory,10796.58,0.0
168,E_000169,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,940.33,1.86
169,E_000170,2,ACC_Inventory,3,ACC_COGS,625.05,2.7706
170,E_000171,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1701.19,3.928
171,E_000172,2,ACC_Inventory,3,ACC_COGS,921.71,3.8925
172,E_000173,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,857.86,0.9308
173,E_000174,2,ACC_Inventory,3,ACC_COGS,464.87,0.9271
174,E_000175,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,886.81,0.8928
175,E_000176,2,ACC_Inventory,3,ACC_COGS,405.38,0.6216
176,E_000177,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,371.33,0.0951
177,E_000178,2,ACC_Inventory,3,ACC_COGS,194.33,0.1161
178,E_000179,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,791.56,0.7262
179,E_000180,2,ACC_Inventory,3,ACC_COGS,489.76,0.9029
180,E_000181,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,819.51,0.6613
181,E_000182,2,ACC_Inventory,3,ACC_COGS,488.46,0.7609
182,E_000183,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,2142.89,3.1774
183,E_000184,2,ACC_Inventory,3,ACC_COGS,920.43,2.3167
184,E_000185,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,902.56,0.662
185,E_000186,2,ACC_Inventory,3,ACC_COGS,390.61,0.4947
186,E_000187,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,788.97,0.4724
187,E_000188,2,ACC_Inventory,3,ACC_COGS,360.61,0.4184
188,E_000189,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,501.27,0.0266
189,E_000190,2,ACC_Inventory,3,ACC_COGS,221.59,0.0542
190,E_000191,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1263.63,1.2363
191,E_000192,2,ACC_Inventory,3,ACC_COGS,611.05,1.3074
192,E_000193,5,ACC_Cash,7,ACC_Payroll_Exp,8751.93,0.0
193,E_000194,5,ACC_Cash,7,ACC_Payroll_Exp,6949.24,2.5714
194,E_000195,5,ACC_Cash,7,ACC_Payroll_Exp,3272.49,0.6661
195,E_000196,5,ACC_Cash,8,ACC_Rent_Exp,6683.35,0.0
196,E_000197,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1011.67,1.6567
197,E_000198,2,ACC_Inventory,3,ACC_COGS,649.9,2.5473
198,E_000199,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1921.37,3.606
199,E_000200,2,ACC_Inventory,3,ACC_COGS,1085.76,3.8824
200,E_000201,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,538.29,0.234
201,E_000202,2,ACC_Inventory,3,ACC_COGS,320.63,0.3042
202,E_000203,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,832.53,0.6973
203,E_000204,2,ACC_Inventory,3,ACC_COGS,564.38,0.9726
204,E_000205,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,654.07,0.5021
205,E_000206,2,ACC_Inventory,3,ACC_COGS,308.01,0.2578
206,E_000207,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,430.24,0.0293
207,E_000208,2,ACC_Inventory,3,ACC_COGS,234.78,0.0271
208,E_000209,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,822.24,0.6554
209,E_000210,2,ACC_Inventory,3,ACC_COGS,542.18,0.834
210,E_000211,5,ACC_Cash,6,ACC_Travel_Exp,473.4,0.0
211,E_000212,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,966.86,2.0482
212,E_000213,2,ACC_Inventory,3,ACC_COGS,463.67,1.4094
213,E_000214,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,553.82,0.6375
214,E_000215,2,ACC_Inventory,3,ACC_COGS,351.97,0.7831
215,E_000216,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1487.1,3.3413
216,E_000217,2,ACC_Inventory,3,ACC_COGS,783.56,3.12
217,E_000218,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,584.82,0.4756
218,E_000219,2,ACC_Inventory,3,ACC_COGS,408.57,0.7999
219,E_000220,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1107.68,1.5188
220,E_000221,2,ACC_Inventory,3,ACC_COGS,506.18,1.0895
221,E_000222,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,488.95,0.1889
222,E_000223,2,ACC_Inventory,3,ACC_COGS,337.68,0.4818
223,E_000224,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,876.2,0.885
224,E_000225,2,ACC_Inventory,3,ACC_COGS,543.88,1.177
225,E_000226,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1349.47,1.8719
226,E_000227,2,ACC_Inventory,3,ACC_COGS,842.6,2.242
227,E_000228,4,ACC_Accounts_Payable,2,ACC_Inventory,9588.78,0.0
228,E_000229,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,887.64,1.0815
229,E_000230,2,ACC_Inventory,3,ACC_COGS,582.13,1.2789
230,E_000231,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1093.72,1.4038
231,E_000232,2,ACC_Inventory,3,ACC_COGS,456.15,0.7477
232,E_000233,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,487.76,0.1937
233,E_000234,2,ACC_Inventory,3,ACC_COGS,206.83,0.0797
234,E_000235,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,471.74,0.1617
235,E_000236,2,ACC_Inventory,3,ACC_COGS,198.39,0.0718
236,E_000237,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,900.91,1.1389
237,E_000238,2,ACC_Inventory,3,ACC_COGS,392.77,0.7371
238,E_000239,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,884.31,1.3729
239,E_000240,2,ACC_Inventory,3,ACC_COGS,504.85,1.7195
240,E_000241,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,918.91,1.2328
241,E_000242,2,ACC_Inventory,3,ACC_COGS,531.46,1.528
242,E_000243,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,609.48,0.4966
243,E_000244,2,ACC_Inventory,3,ACC_COGS,258.78,0.3188
244,E_000245,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,877.88,1.367
245,E_000246,2,ACC_Inventory,3,ACC_COGS,504.87,1.6598
246,E_000247,5,ACC_Cash,6,ACC_Travel_Exp,335.1,0.0
247,E_000248,1,ACC_Accounts_Receivable,5,ACC_Cash,756.96,0.0
248,E_000249,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,601.17,0.5998
249,E_000250,2,ACC_Inventory,3,ACC_COGS,297.13,0.5063
250,E_000251,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1687.36,3.4549
251,E_000252,2,ACC_Inventory,3,ACC_COGS,875.29,3.1837
252,E_000253,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,966.95,1.0883
253,E_000254,2,ACC_Inventory,3,ACC_COGS,574.03,1.3084
254,E_000255,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,496.75,0.1904
255,E_000256,2,ACC_Inventory,3,ACC_COGS,245.82,0.1282
256,E_000257,5,ACC_Cash,1,ACC_Accounts_Receivable,53282.77,0.0
257,E_000258,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,53282.77,102.3036
258,E_000259,1,ACC_Accounts_Receivable,5,ACC_Cash,53282.77,254.3808
259,E_000260,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1096.03,0.2498
260,E_000261,2,ACC_Inventory,3,ACC_COGS,642.65,1.7274
261,E_000262,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1271.62,0.2408
262,E_000263,2,ACC_Inventory,3,ACC_COGS,888.64,2.2776
263,E_000264,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,576.13,0.2858
264,E_000265,2,ACC_Inventory,3,ACC_COGS,323.38,0.415
265,E_000266,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1176.1,0.2424
266,E_000267,2,ACC_Inventory,3,ACC_COGS,564.01,1.3474
267,E_000268,5,ACC_Cash,6,ACC_Travel_Exp,110.49,0.0
268,E_000269,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1111.47,0.251
269,E_000270,2,ACC_Inventory,3,ACC_COGS,539.61,1.0978
270,E_000271,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1708.43,2.3602
271,E_000272,2,ACC_Inventory,3,ACC_COGS,1110.69,2.7474
272,E_000273,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,725.21,0.3831
273,E_000274,2,ACC_Inventory,3,ACC_COGS,355.9,0.1838
274,E_000275,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,591.77,0.2585
275,E_000276,2,ACC_Inventory,3,ACC_COGS,352.81,0.3297
276,E_000277,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,560.49,0.2024
277,E_000278,2,ACC_Inventory,3,ACC_COGS,336.5,0.2738
278,E_000279,5,ACC_Cash,6,ACC_Travel_Exp,806.16,26.0972
279,E_000280,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,775.7,0.7109
280,E_000281,2,ACC_Inventory,3,ACC_COGS,341.53,0.3574
281,E_000282,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,916.97,1.0846
282,E_000283,2,ACC_Inventory,3,ACC_COGS,611.54,1.2785
283,E_000284,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,893.63,1.6477
284,E_000285,2,ACC_Inventory,3,ACC_COGS,505.77,1.6262
285,E_000286,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1113.75,2.1063
286,E_000287,2,ACC_Inventory,3,ACC_COGS,539.64,1.6133
287,E_000288,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1430.85,2.4664
288,E_000289,2,ACC_Inventory,3,ACC_COGS,844.59,2.698
289,E_000290,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,719.64,0.554
290,E_000291,2,ACC_Inventory,3,ACC_COGS,396.97,0.5341
291,E_000292,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,2374.83,3.6579
292,E_000293,2,ACC_Inventory,3,ACC_COGS,1594.94,4.5142
293,E_000294,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1027.49,0.5543
294,E_000295,2,ACC_Inventory,3,ACC_COGS,426.65,0.111
295,E_000296,4,ACC_Accounts_Payable,2,ACC_Inventory,10714.26,0.0
296,E_000297,5,ACC_Cash,4,ACC_Accounts_Payable,11648.77,0.0
297,E_000298,1,ACC_Accounts_Receivable,5,ACC_Cash,1087.44,0.0
298,E_000299,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,970.3,0.6797
299,E_000300,2,ACC_Inventory,3,ACC_COGS,485.21,0.4489
300,E_000301,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,731.59,0.4347
301,E_000302,2,ACC_Inventory,3,ACC_COGS,432.47,0.4245
302,E_000303,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1064.45,0.9037
303,E_000304,2,ACC_Inventory,3,ACC_COGS,477.38,0.5167
304,E_000305,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,966.72,1.4351
305,E_000306,2,ACC_Inventory,3,ACC_COGS,546.68,1.8347
306,E_000307,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,570.15,0.5813
307,E_000308,2,ACC_Inventory,3,ACC_COGS,389.71,0.9907
308,E_000309,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,436.45,0.1768
309,E_000310,2,ACC_Inventory,3,ACC_COGS,292.94,0.4245
310,E_000311,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,669.15,0.6421
311,E_000312,2,ACC_Inventory,3,ACC_COGS,274.89,0.2486
312,E_000313,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1126.84,1.8902
313,E_000314,2,ACC_Inventory,3,ACC_COGS,647.65,2.102
314,E_000315,1,ACC_Accounts_Receivable,5,ACC_Cash,504.83,0.0
315,E_000316,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,486.05,0.4229
316,E_000317,2,ACC_Inventory,3,ACC_COGS,247.59,0.2943
317,E_000318,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,857.38,1.6137
318,E_000319,2,ACC_Inventory,3,ACC_COGS,547.73,1.9118
319,E_000320,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,933.31,1.6341
320,E_000321,2,ACC_Inventory,3,ACC_COGS,384.49,0.9659
321,E_000322,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,561.76,0.522
322,E_000323,2,ACC_Inventory,3,ACC_COGS,260.11,0.3689
323,E_000324,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,850.74,1.2386
324,E_000325,2,ACC_Inventory,3,ACC_COGS,510.51,1.4652
325,E_000326,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,506.45,0.5215
326,E_000327,2,ACC_Inventory,3,ACC_COGS,264.32,0.4888
327,E_000328,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,923.09,1.5366
328,E_000329,2,ACC_Inventory,3,ACC_COGS,576.79,1.9244
329,E_000330,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1001.17,1.5198
330,E_000331,2,ACC_Inventory,3,ACC_COGS,679.76,2.0265
