t_idx,time_label,node_idx,node_label,z_score_X,z_score_v,local_kl_drift,micro_anomaly_flag
9,E_000010,9,ACC_Equity_Capital,0.0,0.0,0.0,0
10,E_000011,0,ACC_Sales_Revenue,0.3347,0.9466,0.0,0
10,E_000011,1,ACC_Accounts_Receivable,0.3347,0.9466,0.0,0
10,E_000011,2,ACC_Inventory,0.3793,0.3814,0.9163,0
10,E_000011,3,ACC_COGS,0.334,0.6723,0.0,0
10,E_000011,4,ACC_Accounts_Payable,0.3333,0.3333,0.0,0
10,E_000011,5,ACC_Cash,0.0,0.0,0.0,0
10,E_000011,6,ACC_Travel_Exp,0.0,0.0,0.0,0
10,E_000011,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
10,E_000011,8,ACC_Rent_Exp,0.0,0.0,0.0,0
10,E_000011,9,ACC_Equity_Capital,0.0,0.0,0.0,0
11,E_000012,0,ACC_Sales_Revenue,0.317,0.2129,0.7885,0
11,E_000012,1,ACC_Accounts_Receivable,0.317,0.2129,0.0,0
11,E_000012,2,ACC_Inventory,0.2327,0.2319,0.0,0
11,E_000012,3,ACC_COGS,0.3183,0.8862,0.0,0
11,E_000012,4,ACC_Accounts_Payable,0.3162,0.3162,0.0,0
11,E_000012,5,ACC_Cash,0.0,0.0,0.0,0
11,E_000012,6,ACC_Travel_Exp,0.0,0.0,0.0,0
11,E_000012,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
11,E_000012,8,ACC_Rent_Exp,0.0,0.0,0.0,0
11,E_000012,9,ACC_Equity_Capital,0.0,0.0,0.0,0
12,E_000013,0,ACC_Sales_Revenue,0.3028,0.9233,0.0,0
12,E_000013,1,ACC_Accounts_Receivable,0.3028,0.9233,0.0,0
12,E_000013,2,ACC_Inventory,0.3138,0.315,0.8755,0
12,E_000013,3,ACC_COGS,0.3026,0.2402,0.0,0
12,E_000013,4,ACC_Accounts_Payable,0.3015,0.3015,0.0,0
12,E_000013,5,ACC_Cash,0.0,0.0,0.0,0
12,E_000013,6,ACC_Travel_Exp,0.0,0.0,0.0,0
12,E_000013,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
12,E_000013,8,ACC_Rent_Exp,0.0,0.0,0.0,0
12,E_000013,9,ACC_Equity_Capital,0.0,0.0,0.0,0
13,E_000014,0,ACC_Sales_Revenue,0.354,0.306,0.8755,0
13,E_000014,1,ACC_Accounts_Receivable,0.354,0.306,0.0,0
13,E_000014,2,ACC_Inventory,0.2143,0.2133,0.0,0
13,E_000014,3,ACC_COGS,0.3035,0.9388,0.0,0
13,E_000014,4,ACC_Accounts_Payable,0.3015,0.3015,0.0,0
13,E_000014,5,ACC_Cash,0.0,0.0,0.0,0
13,E_000014,6,ACC_Travel_Exp,0.0,0.0,0.0,0
13,E_000014,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
13,E_000014,8,ACC_Rent_Exp,0.0,0.0,0.0,0
13,E_000014,9,ACC_Equity_Capital,0.0,0.0,0.0,0
14,E_000015,0,ACC_Sales_Revenue,0.6258,0.9137,0.0,0
14,E_000015,1,ACC_Accounts_Receivable,0.6258,0.9137,0.0,0
14,E_000015,2,ACC_Inventory,0.3476,0.3491,0.8755,0
14,E_000015,3,ACC_COGS,0.2382,0.6368,0.0,0
14,E_000015,4,ACC_Accounts_Payable,0.3015,0.3015,0.0,0
14,E_000015,5,ACC_Cash,0.0,0.0,0.0,0
14,E_000015,6,ACC_Travel_Exp,0.0,0.0,0.0,0
14,E_000015,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
14,E_000015,8,ACC_Rent_Exp,0.0,0.0,0.0,0
14,E_000015,9,ACC_Equity_Capital,0.0,0.0,0.0,0
15,E_000016,0,ACC_Sales_Revenue,0.2103,0.3688,0.8755,0
15,E_000016,1,ACC_Accounts_Receivable,0.2103,0.3688,0.0,0
15,E_000016,2,ACC_Inventory,0.2155,0.2144,0.0,0
15,E_000016,3,ACC_COGS,0.5842,0.9336,0.0,0
15,E_000016,4,ACC_Accounts_Payable,0.3015,0.3015,0.0,0
15,E_000016,5,ACC_Cash,0.0,0.0,0.0,0
15,E_000016,6,ACC_Travel_Exp,0.0,0.0,0.0,0
15,E_000016,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
15,E_000016,8,ACC_Rent_Exp,0.0,0.0,0.0,0
15,E_000016,9,ACC_Equity_Capital,0.0,0.0,0.0,0
16,E_000017,0,ACC_Sales_Revenue,0.6296,0.8876,0.0,0
16,E_000017,1,ACC_Accounts_Receivable,0.6296,0.8876,0.0,0
16,E_000017,2,ACC_Inventory,0.3444,0.3455,0.8755,0
16,E_000017,3,ACC_COGS,0.0692,0.6348,0.0,0
16,E_000017,4,ACC_Accounts_Payable,0.3015,0.3015,0.0,0
16,E_000017,5,ACC_Cash,0.0,0.0,0.0,0
16,E_000017,6,ACC_Travel_Exp,0.0,0.0,0.0,0
16,E_000017,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
16,E_000017,8,ACC_Rent_Exp,0.0,0.0,0.0,0
16,E_000017,9,ACC_Equity_Capital,0.0,0.0,0.0,0
17,E_000018,0,ACC_Sales_Revenue,0.2195,0.9957,0.8755,0
17,E_000018,1,ACC_Accounts_Receivable,0.2195,0.9957,0.0,0
17,E_000018,2,ACC_Inventory,0.223,0.2218,0.0,0
17,E_000018,3,ACC_COGS,0.6852,0.9249,0.0,0
17,E_000018,4,ACC_Accounts_Payable,0.3015,0.3015,0.0,0
17,E_000018,5,ACC_Cash,0.0,0.0,0.0,0
17,E_000018,6,ACC_Travel_Exp,0.0,0.0,0.0,0
17,E_000018,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
17,E_000018,8,ACC_Rent_Exp,0.0,0.0,0.0,0
17,E_000018,9,ACC_Equity_Capital,0.0,0.0,0.0,0
18,E_000019,0,ACC_Sales_Revenue,0.7047,0.9024,0.0,0
18,E_000019,1,ACC_Accounts_Receivable,0.7047,0.9024,0.0,0
18,E_000019,2,ACC_Inventory,0.3828,0.3841,0.8755,0
18,E_000019,3,ACC_COGS,0.424,1.2787,0.0,0
18,E_000019,4,ACC_Accounts_Payable,0.3015,0.3015,0.0,0
18,E_000019,5,ACC_Cash,0.0,0.0,0.0,0
18,E_000019,6,ACC_Travel_Exp,0.0,0.0,0.0,0
18,E_000019,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
18,E_000019,8,ACC_Rent_Exp,0.0,0.0,0.0,0
18,E_000019,9,ACC_Equity_Capital,0.0,0.0,0.0,0
19,E_000020,0,ACC_Sales_Revenue,0.7047,0.9024,0.0,0
19,E_000020,1,ACC_Accounts_Receivable,34.6257,79.2142,0.0,1
19,E_000020,2,ACC_Inventory,0.9498,0.9494,0.0,0
19,E_000020,3,ACC_COGS,0.7954,0.9494,0.0,0
19,E_000020,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
19,E_000020,5,ACC_Cash,0.0,0.0,20.7233,1
19,E_000020,6,ACC_Travel_Exp,0.0,0.0,0.0,0
19,E_000020,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
19,E_000020,8,ACC_Rent_Exp,0.0,0.0,0.0,0
19,E_000020,9,ACC_Equity_Capital,0.0,0.0,0.0,0
20,E_000021,0,ACC_Sales_Revenue,64.0175,98.8677,0.8755,1
20,E_000021,1,ACC_Accounts_Receivable,0.3022,3.3145,0.0,1
20,E_000021,2,ACC_Inventory,0.9498,0.9494,0.0,0
20,E_000021,3,ACC_COGS,0.7954,0.9494,0.0,0
20,E_000021,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
20,E_000021,5,ACC_Cash,0.3015,0.3015,0.0,0
20,E_000021,6,ACC_Travel_Exp,0.0,0.0,0.0,0
20,E_000021,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
20,E_000021,8,ACC_Rent_Exp,0.0,0.0,0.0,0
20,E_000021,9,ACC_Equity_Capital,0.0,0.0,0.0,0
21,E_000022,0,ACC_Sales_Revenue,0.3476,0.3338,0.0,0
21,E_000022,1,ACC_Accounts_Receivable,0.7604,3.1826,20.7233,1
21,E_000022,2,ACC_Inventory,0.8309,0.831,0.0,0
21,E_000022,3,ACC_COGS,0.8109,0.831,0.0,0
21,E_000022,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
21,E_000022,5,ACC_Cash,4.238,3.9196,0.0,1
21,E_000022,6,ACC_Travel_Exp,0.0,0.0,0.0,0
21,E_000022,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
21,E_000022,8,ACC_Rent_Exp,0.0,0.0,0.0,0
21,E_000022,9,ACC_Equity_Capital,0.0,0.0,0.0,0
22,E_000023,0,ACC_Sales_Revenue,0.3211,0.2674,0.8755,0
22,E_000023,1,ACC_Accounts_Receivable,0.3406,0.1493,0.0,0
22,E_000023,2,ACC_Inventory,0.8309,0.831,0.0,0
22,E_000023,3,ACC_COGS,0.8109,0.831,0.0,0
22,E_000023,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
22,E_000023,5,ACC_Cash,0.0172,0.0,0.0,0
22,E_000023,6,ACC_Travel_Exp,0.0,0.0,0.0,0
22,E_000023,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
22,E_000023,8,ACC_Rent_Exp,0.0,0.0,0.0,0
22,E_000023,9,ACC_Equity_Capital,0.0,0.0,0.0,0
23,E_000024,0,ACC_Sales_Revenue,0.3323,0.3302,0.0,0
23,E_000024,1,ACC_Accounts_Receivable,0.3516,0.1841,0.0,0
23,E_000024,2,ACC_Inventory,1.4979,1.4938,1.0986,0
23,E_000024,3,ACC_COGS,0.9958,1.4938,0.0,0
23,E_000024,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
23,E_000024,5,ACC_Cash,0.0172,0.0,0.0,0
23,E_000024,6,ACC_Travel_Exp,0.0,0.0,0.0,0
23,E_000024,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
23,E_000024,8,ACC_Rent_Exp,0.0,0.0,0.0,0
23,E_000024,9,ACC_Equity_Capital,0.0,0.0,0.0,0
24,E_000025,0,ACC_Sales_Revenue,0.3158,0.2767,0.8755,0
24,E_000025,1,ACC_Accounts_Receivable,0.3352,0.1545,0.0,0
24,E_000025,2,ACC_Inventory,0.8322,0.8323,0.0,0
24,E_000025,3,ACC_COGS,0.8362,0.8323,0.0,0
24,E_000025,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
24,E_000025,5,ACC_Cash,0.0172,0.0,0.0,0
24,E_000025,6,ACC_Travel_Exp,0.0,0.0,0.0,0
24,E_000025,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
24,E_000025,8,ACC_Rent_Exp,0.0,0.0,0.0,0
24,E_000025,9,ACC_Equity_Capital,0.0,0.0,0.0,0
25,E_000026,0,ACC_Sales_Revenue,0.3249,0.3291,0.0,0
25,E_000026,1,ACC_Accounts_Receivable,0.3443,0.1836,0.0,0
25,E_000026,2,ACC_Inventory,0.725,0.7221,1.0986,0
25,E_000026,3,ACC_COGS,0.3965,0.7221,0.0,0
25,E_000026,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
25,E_000026,5,ACC_Cash,0.0172,0.0,0.0,0
25,E_000026,6,ACC_Travel_Exp,0.0,0.0,0.0,0
25,E_000026,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
25,E_000026,8,ACC_Rent_Exp,0.0,0.0,0.0,0
25,E_000026,9,ACC_Equity_Capital,0.0,0.0,0.0,0
26,E_000027,0,ACC_Sales_Revenue,0.3177,0.3236,0.0,0
26,E_000027,1,ACC_Accounts_Receivable,0.3371,0.1807,0.0,0
26,E_000027,2,ACC_Inventory,0.8272,0.8271,0.0,0
26,E_000027,3,ACC_COGS,0.805,0.8271,0.0,0
26,E_000027,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
26,E_000027,5,ACC_Cash,0.0839,0.0697,20.7233,1
26,E_000027,6,ACC_Travel_Exp,0.0,0.0,0.0,0
26,E_000027,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
26,E_000027,8,ACC_Rent_Exp,0.0,0.0,0.0,0
26,E_000027,9,ACC_Equity_Capital,0.0,0.0,0.0,0
27,E_000028,0,ACC_Sales_Revenue,0.309,0.2736,0.8755,0
27,E_000028,1,ACC_Accounts_Receivable,0.3285,0.1528,0.0,0
27,E_000028,2,ACC_Inventory,0.6907,0.6906,0.0,0
27,E_000028,3,ACC_COGS,0.6782,0.6906,0.0,0
27,E_000028,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
27,E_000028,5,ACC_Cash,0.0116,0.0058,0.0,0
27,E_000028,6,ACC_Travel_Exp,0.3015,0.3015,0.0,0
27,E_000028,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
27,E_000028,8,ACC_Rent_Exp,0.0,0.0,0.0,0
27,E_000028,9,ACC_Equity_Capital,0.0,0.0,0.0,0
28,E_000029,0,ACC_Sales_Revenue,0.3119,0.3227,0.0,0
28,E_000029,1,ACC_Accounts_Receivable,0.3313,0.1803,0.0,0
28,E_000029,2,ACC_Inventory,0.5957,0.5932,1.0986,0
28,E_000029,3,ACC_COGS,0.3331,0.5932,0.0,0
28,E_000029,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
28,E_000029,5,ACC_Cash,0.0116,0.0058,0.0,0
28,E_000029,6,ACC_Travel_Exp,0.3015,0.3015,0.0,0
28,E_000029,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
28,E_000029,8,ACC_Rent_Exp,0.0,0.0,0.0,0
28,E_000029,9,ACC_Equity_Capital,0.0,0.0,0.0,0
29,E_000030,0,ACC_Sales_Revenue,0.3049,0.2818,0.8755,0
29,E_000030,1,ACC_Accounts_Receivable,0.3244,0.1574,0.0,0
29,E_000030,2,ACC_Inventory,0.6717,0.6715,0.0,0
29,E_000030,3,ACC_COGS,0.6463,0.6715,0.0,0
29,E_000030,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
29,E_000030,5,ACC_Cash,0.0116,0.0058,0.0,0
29,E_000030,6,ACC_Travel_Exp,0.3015,0.3015,0.0,0
29,E_000030,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
29,E_000030,8,ACC_Rent_Exp,0.0,0.0,0.0,0
29,E_000030,9,ACC_Equity_Capital,0.0,0.0,0.0,0
30,E_000031,0,ACC_Sales_Revenue,0.3046,0.3193,0.0,0
30,E_000031,1,ACC_Accounts_Receivable,0.3241,0.1784,0.0,0
30,E_000031,2,ACC_Inventory,0.6594,0.6569,1.0986,0
30,E_000031,3,ACC_COGS,0.4105,0.6569,0.0,0
30,E_000031,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
30,E_000031,5,ACC_Cash,0.0116,0.0058,0.0,0
30,E_000031,6,ACC_Travel_Exp,0.3015,0.3015,0.0,0
30,E_000031,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
30,E_000031,8,ACC_Rent_Exp,0.0,0.0,0.0,0
30,E_000031,9,ACC_Equity_Capital,0.0,0.0,0.0,0
31,E_000032,0,ACC_Sales_Revenue,0.2827,0.19,0.8755,0
31,E_000032,1,ACC_Accounts_Receivable,0.3025,0.1062,0.0,0
31,E_000032,2,ACC_Inventory,0.6768,0.6766,0.0,0
31,E_000032,3,ACC_COGS,0.6567,0.6766,0.0,0
31,E_000032,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
31,E_000032,5,ACC_Cash,0.0116,0.0058,0.0,0
31,E_000032,6,ACC_Travel_Exp,0.3015,0.3015,0.0,0
31,E_000032,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
31,E_000032,8,ACC_Rent_Exp,0.0,0.0,0.0,0
31,E_000032,9,ACC_Equity_Capital,0.0,0.0,0.0,0
32,E_000033,0,ACC_Sales_Revenue,0.3066,0.331,0.0,0
32,E_000033,1,ACC_Accounts_Receivable,0.1375,0.0183,0.0,0
32,E_000033,2,ACC_Inventory,5.1818,5.172,1.0986,1
32,E_000033,3,ACC_COGS,4.2478,5.172,0.0,1
32,E_000033,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
32,E_000033,5,ACC_Cash,0.2928,0.2921,0.0,0
32,E_000033,6,ACC_Travel_Exp,0.3015,0.3015,0.0,0
32,E_000033,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
32,E_000033,8,ACC_Rent_Exp,0.0,0.0,0.0,0
32,E_000033,9,ACC_Equity_Capital,0.0,0.0,0.0,0
33,E_000034,0,ACC_Sales_Revenue,0.7135,0.7074,0.0,0
33,E_000034,1,ACC_Accounts_Receivable,0.2495,0.2721,0.0,0
33,E_000034,2,ACC_Inventory,0.677,0.6773,0.0,0
33,E_000034,3,ACC_COGS,0.7024,0.6773,0.0,0
33,E_000034,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
33,E_000034,5,ACC_Cash,0.3395,0.3427,2.4849,1
33,E_000034,6,ACC_Travel_Exp,0.3,1.4841,0.0,0
33,E_000034,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
33,E_000034,8,ACC_Rent_Exp,0.0,0.0,0.0,0
33,E_000034,9,ACC_Equity_Capital,0.0,0.0,0.0,0
34,E_000035,0,ACC_Sales_Revenue,1.146,1.2193,0.8755,0
34,E_000035,1,ACC_Accounts_Receivable,1.146,1.2193,0.0,0
34,E_000035,2,ACC_Inventory,0.677,0.6773,0.0,0
34,E_000035,3,ACC_COGS,0.7024,0.6773,0.0,0
34,E_000035,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
34,E_000035,5,ACC_Cash,0.4194,0.4192,0.0,0
34,E_000035,6,ACC_Travel_Exp,0.3017,0.4192,0.0,0
34,E_000035,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
34,E_000035,8,ACC_Rent_Exp,0.0,0.0,0.0,0
34,E_000035,9,ACC_Equity_Capital,0.0,0.0,0.0,0
35,E_000036,0,ACC_Sales_Revenue,0.7213,0.7183,0.0,0
35,E_000036,1,ACC_Accounts_Receivable,0.7213,0.7183,0.0,0
35,E_000036,2,ACC_Inventory,1.593,1.588,0.8755,0
35,E_000036,3,ACC_COGS,1.1701,1.588,0.0,0
35,E_000036,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
35,E_000036,5,ACC_Cash,0.4194,0.4192,0.0,0
35,E_000036,6,ACC_Travel_Exp,0.3017,0.4192,0.0,0
35,E_000036,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
35,E_000036,8,ACC_Rent_Exp,0.0,0.0,0.0,0
35,E_000036,9,ACC_Equity_Capital,0.0,0.0,0.0,0
36,E_000037,0,ACC_Sales_Revenue,0.2623,0.3069,0.8755,0
36,E_000037,1,ACC_Accounts_Receivable,0.2623,0.3069,0.0,0
36,E_000037,2,ACC_Inventory,0.685,0.6852,0.0,0
36,E_000037,3,ACC_COGS,0.7011,0.6852,0.0,0
36,E_000037,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
36,E_000037,5,ACC_Cash,0.4194,0.4192,0.0,0
36,E_000037,6,ACC_Travel_Exp,0.3017,0.4192,0.0,0
36,E_000037,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
36,E_000037,8,ACC_Rent_Exp,0.0,0.0,0.0,0
36,E_000037,9,ACC_Equity_Capital,0.0,0.0,0.0,0
37,E_000038,0,ACC_Sales_Revenue,0.7056,0.7074,0.0,0
37,E_000038,1,ACC_Accounts_Receivable,0.7056,0.7074,0.0,0
37,E_000038,2,ACC_Inventory,0.2999,0.2973,0.8755,0
37,E_000038,3,ACC_COGS,0.1028,0.2973,0.0,0
37,E_000038,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
37,E_000038,5,ACC_Cash,0.4194,0.4192,0.0,0
37,E_000038,6,ACC_Travel_Exp,0.3017,0.4192,0.0,0
37,E_000038,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
37,E_000038,8,ACC_Rent_Exp,0.0,0.0,0.0,0
37,E_000038,9,ACC_Equity_Capital,0.0,0.0,0.0,0
38,E_000039,0,ACC_Sales_Revenue,0.6941,0.7596,0.8755,0
38,E_000039,1,ACC_Accounts_Receivable,0.6941,0.7596,0.0,0
38,E_000039,2,ACC_Inventory,0.6791,0.679,0.0,0
38,E_000039,3,ACC_COGS,0.6714,0.679,0.0,0
38,E_000039,4,ACC_Accounts_Payable,0.0,0.0,0.0,0
38,E_000039,5,ACC_Cash,0.4194,0.4192,0.0,0
38,E_000039,6,ACC_Travel_Exp,0.3017,0.4192,0.0,0
38,E_000039,7,ACC_Payroll_Exp,0.0,0.0,0.0,0
38,E_000039,8,ACC_Rent_Exp,0.0,0.0,0.0,0
38,E_000039,9,ACC_Equity_Capital,0.0,0.0,0.0,0
39,E_000040,0,ACC_Sales_Revenue,0.8284,0.8332,0.0,0
39,E_000040,1,ACC_Accounts_Receivable,0.8284,0.8332,0.0,0
39,E_000040,2,ACC_Inventory,0.7831,0.7791,0.8755,0
