t_idx,src_idx,tgt_idx,weight,stress
15,2,3,19800.8000,2.4947
15,2,4,5227.6500,0.2555
15,2,5,4262.8000,3.5980
15,7,8,110380.6700,1.0546
15,8,2,127111.9800,3.5407
16,0,1,34060.2700,0.1499
16,1,6,58133.5500,0.5500
16,2,0,14754.6400,1.7038
16,2,3,16338.8300,2.2240
16,2,4,3764.7500,2.6112
16,2,5,6683.4500,0.7007
16,7,8,107091.8600,0.6260
16,8,2,103338.9200,0.9850
17,0,1,40024.4300,2.5399
17,1,6,46695.5000,1.4483
17,2,0,25398.3800,0.4839
17,2,3,19467.3800,1.3139
17,2,4,4265.3200,1.0757
17,2,5,4850.7300,1.5828
17,7,8,85372.1100,1.2682
17,8,2,108092.3500,0.8729
18,0,1,28963.2700,2.5133
18,1,6,39017.7400,2.9707
18,2,0,50348.4700,1.1273
18,2,3,17730.0400,0.4388
18,2,4,6746.9900,3.3161
18,2,5,6608.1600,0.0205
18,7,8,70198.9300,2.8668
18,8,2,102602.6300,0.3550
19,0,1,33392.2000,0.2203
19,1,6,27730.5000,2.9494
19,2,0,37158.1800,0.1562
19,2,3,15361.8500,2.3077
19,2,4,5750.6100,0.6759
19,2,5,10668.2200,3.1014
19,7,8,51155.8500,2.8048
19,8,2,81772.0900,1.1234
20,0,1,39085.9600,1.5132
20,1,6,16611.0300,2.4862
20,2,0,33368.4900,0.0624
20,2,3,16142.3900,0.9500
20,2,4,5361.3300,0.1855
20,2,5,6590.3500,0.1031
20,7,8,31977.4800,2.3965
20,8,2,63720.1400,2.8210
21,0,1,30250.4700,1.2790
21,1,6,26437.3200,0.9552
21,2,0,24394.8400,0.8470
21,2,3,13430.2300,2.4038
21,2,4,4271.7600,0.9418
21,2,5,5321.1800,0.6307
21,7,8,48003.3000,0.9883
21,8,2,52119.1500,2.2652
22,0,1,36503.2900,0.5368
22,1,6,30513.5300,0.3799
22,2,0,53948.2200,2.0519
22,2,3,17755.0500,0.7155
22,2,4,3847.9400,1.1470
22,2,5,7849.1500,0.5672
22,7,8,55784.4700,0.3923
22,8,2,48234.9300,1.7385
23,0,1,21982.3500,3.0372
23,1,6,25596.3500,0.5823
23,2,0,18212.4500,1.6959
23,2,5,3038.3900,2.0622
23,7,8,46407.8200,0.6301
23,8,2,25414.0300,2.1731
