t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
19,6,0.0000,2.9494,0
19,7,0.0000,2.8048,0
19,8,0.0000,1.2002,0
20,0,0.0000,0.2304,0
20,1,0.0000,2.9372,0
20,2,0.0060,2.1778,0
20,3,0.0000,0.9500,0
20,4,0.0000,0.1855,0
20,5,0.0000,0.1031,0
20,6,0.0000,2.4862,0
20,7,0.0000,2.3965,0
20,8,0.0000,0.9303,0
21,0,0.0000,0.4173,0
21,1,0.0000,0.6126,0
21,2,0.0007,1.2803,0
21,3,0.0000,2.4038,0
21,4,0.0000,0.9418,0
21,5,0.0000,0.6307,0
21,6,0.0000,0.9552,0
21,7,0.0000,0.9883,0
21,8,0.0000,1.3875,0
22,0,0.0000,1.5706,0
22,1,0.0000,0.5143,0
22,2,0.0426,2.6200,0
22,3,0.0000,0.7155,0
22,4,0.0000,1.1470,0
22,5,0.0000,0.5672,0
22,6,0.0000,0.3799,0
22,7,0.0000,0.3923,0
22,8,0.0000,1.9009,0
23,0,0.0000,0.5007,0
23,1,0.0000,0.6826,0
23,2,0.4139,0.2198,0
23,3,0.0000,8.5761,1
23,4,0.0000,4.9856,1
23,5,0.0000,2.0622,0
23,6,0.0000,0.5823,0
23,7,0.0000,0.6301,0
23,8,0.0000,2.6028,0
