t_idx,node_idx,ik_suggested_delta,ik_strain_energy
7,5,-7.8786,0.0056
7,6,-77.9508,0.0056
7,7,64.8713,0.0056
7,8,132.2504,0.0056
8,0,-297.3721,0.7134
8,1,-31.0572,0.7134
8,2,98.7608,0.7134
8,3,0.7902,0.7134
8,4,131.0424,0.7134
8,5,160.4921,0.7134
8,6,-166.3898,0.7134
8,7,-27.5751,0.7134
8,8,131.3086,0.7134
9,0,572.5658,7495.0689
9,1,451.2896,7495.0689
9,2,255.1409,7495.0689
9,3,498.2560,7495.0689
9,4,-283.9431,7495.0689
9,5,583.9897,7495.0689
9,6,-1754.1728,7495.0689
9,7,503.5712,7495.0689
9,8,-826.6972,7495.0689
10,0,647.0428,7900.3762
10,1,490.7621,7900.3762
10,2,275.8225,7900.3762
10,3,539.3940,7900.3762
10,4,-337.5922,7900.3762
10,5,586.1580,7900.3762
10,6,-1857.7978,7900.3762
10,7,552.1278,7900.3762
10,8,-895.9172,7900.3762
11,0,532.6123,1130.6143
11,1,437.6744,1130.6143
11,2,362.0706,1130.6143
11,3,479.6811,1130.6143
11,4,-274.7658,1130.6143
11,5,621.2257,1130.6143
11,6,-1803.3209,1130.6143
11,7,487.9538,1130.6143
11,8,-843.1313,1130.6143
12,0,532.8377,842.7460
12,1,436.6595,842.7460
12,2,360.9546,842.7460
12,3,479.6901,842.7460
12,4,-259.6400,842.7460
12,5,649.5299,842.7460
12,6,-1832.3548,842.7460
12,7,488.6493,842.7460
12,8,-856.3262,842.7460
13,0,521.0472,901.2802
13,1,430.8102,901.2802
13,2,369.8200,901.2802
13,3,473.6239,901.2802
13,4,-249.9653,901.2802
13,5,639.9486,901.2802
13,6,-1819.7058,901.2802
13,7,482.5347,901.2802
13,8,-848.1136,901.2802
14,0,-148.1230,0.0172
14,1,25.2526,0.0172
14,2,79.7597,0.0172
14,3,64.6114,0.0172
14,4,-76.8648,0.0172
14,5,-116.3793,0.0172
14,6,-41.2615,0.0172
14,7,65.8159,0.0172
14,8,147.1890,0.0172
15,0,-157.5418,0.0266
15,1,20.2169,0.0266
15,2,78.7390,0.0266
15,3,59.3530,0.0266
15,4,-68.8461,0.0266
15,5,-139.7709,0.0266
15,6,-13.9602,0.0266
15,7,59.4344,0.0266
15,8,162.3757,0.0266
16,0,-190.4214,0.0426
16,1,13.8267,0.0426
16,2,187.0510,0.0426
16,3,52.1535,0.0426
16,4,5.4710,0.0426
16,5,-144.0950,0.0426
16,6,-98.8245,0.0426
16,7,50.0080,0.0426
16,8,124.8306,0.0426
17,0,-190.0916,0.0535
17,1,14.6097,0.0535
17,2,200.1045,0.0535
17,3,52.7057,0.0535
17,4,10.0950,0.0535
17,5,-142.6185,0.0535
17,6,-113.3702,0.0535
17,7,50.5921,0.0535
17,8,117.9732,0.0535
18,0,-131.7746,0.1074
18,1,46.9008,0.1074
18,2,217.8355,0.1074
18,3,82.0779,0.1074
18,4,-42.9983,0.1074
18,5,-143.0004,0.1074
18,6,-184.0681,0.1074
18,7,81.4950,0.1074
18,8,73.5322,0.1074
19,0,-105.1133,0.1895
19,1,61.4276,0.1895
19,2,213.7640,0.1895
19,3,94.5207,0.1895
19,4,-62.8941,0.1895
19,5,-94.3872,0.1895
19,6,-243.7984,0.1895
19,7,94.2624,0.1895
19,8,42.2184,0.1895
20,0,-124.9529,0.2603
20,1,53.9793,0.2603
20,2,239.2992,0.2603
20,3,88.8726,0.2603
20,4,-51.7694,0.2603
20,5,-60.7994,0.2603
20,6,-265.4971,0.2603
20,7,86.8537,0.2603
20,8,34.0140,0.2603
21,0,-100.8509,0.7951
21,1,80.1683,0.7951
21,2,361.3546,0.7951
21,3,112.4277,0.7951
21,4,-2.9305,0.7951
21,5,21.8857,0.7951
21,6,-497.7821,0.7951
21,7,108.2275,0.7951
21,8,-82.5003,0.7951
22,0,-96.8767,1.2771
22,1,91.7805,1.2771
22,2,484.0390,1.2771
22,3,121.1590,1.2771
22,4,-1.0402,1.2771
22,5,77.8173,1.2771
22,6,-642.4898,1.2771
22,7,121.8531,1.2771
22,8,-156.2421,1.2771
23,0,13.3220,0.0550
23,1,-19.2736,0.0550
23,2,-81.8279,0.0550
23,3,-25.4741,0.0550
23,4,-106.1055,0.0550
23,5,5.4712,0.0550
23,6,175.3454,0.0550
23,7,-23.8877,0.0550
23,8,62.4300,0.0550
