t_idx,node_idx,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
6,0,25.7250,8.5000,1,0.0001,-11.2633,5
6,1,18.5000,8.5000,6,0.0003,-27.6730,5
6,2,23.9485,3.4648,0,0.0000,-5.8863,4
6,3,10.0000,0.0000,0,0.0001,-13.3450,5
6,4,10.0000,0.0000,0,0.0000,9.7763,1
6,5,10.0000,0.0000,0,0.0000,-5.6445,3
6,6,10.0000,0.0000,0,0.0002,-23.3915,5
6,7,35.8028,8.5000,8,0.0001,10.6638,5
6,8,30.3562,8.5000,2,0.0000,-7.8184,4
7,0,25.7250,8.5000,1,0.0000,-6.8679,5
7,1,18.5000,8.5000,6,0.0004,-32.8492,5
7,2,27.4037,5.6622,0,0.0000,4.6514,7
7,3,10.0000,0.0000,0,0.0001,-9.9505,5
7,4,10.0000,0.0000,0,0.0000,-5.7168,3
7,5,10.0000,0.0000,0,0.0000,-5.2664,3
7,6,10.0000,0.0000,0,0.0003,-21.4287,5
7,7,38.2992,8.5000,8,0.0001,-9.7956,1
7,8,33.2932,8.5000,2,0.0000,6.3945,7
8,0,25.7250,8.5000,1,0.0060,-17.8206,3
8,1,18.5000,8.5000,6,0.0011,-7.3463,3
8,2,23.1149,3.3224,3,0.0030,-12.7990,3
8,3,10.0000,0.0000,0,0.0025,-9.8880,1
8,4,10.0000,0.0000,0,0.0027,11.2897,3
8,5,10.0000,0.0000,0,0.0035,-12.2871,1
8,6,10.0000,0.0000,0,0.0007,-5.9844,3
8,7,35.2005,8.5000,8,0.0011,-14.9126,3
8,8,29.6477,8.5000,2,0.0077,-20.6323,3
9,0,25.7250,8.5000,1,2.0162,-28.0509,6
9,1,18.5000,8.5000,6,0.5332,-14.3757,6
9,2,25.5595,4.4893,0,4.4049,-40.9002,6
9,3,10.0000,0.0000,0,3.1883,-36.6097,6
9,4,10.0000,0.0000,0,4.3168,39.8803,6
9,5,10.0000,0.0000,0,1.7272,-26.5084,6
9,6,10.0000,0.0000,0,0.7982,8.9243,7
9,7,36.9667,8.5000,8,0.9803,19.7626,6
9,8,31.7256,8.5000,2,7.6730,56.1587,6
10,0,25.7250,8.5000,1,1.7087,-26.9738,6
10,1,18.5000,8.5000,6,0.4860,-14.3718,6
10,2,26.4596,5.0617,0,3.7005,-39.0836,6
10,3,10.0000,0.0000,0,2.7192,-35.5276,6
10,4,10.0000,0.0000,0,4.0795,40.8004,6
10,5,10.0000,0.0000,0,1.6305,-26.7815,6
10,6,10.0000,0.0000,0,0.7428,9.0284,7
10,7,37.6171,8.5000,8,0.9146,19.9825,6
10,8,32.4907,8.5000,2,6.7536,55.2045,6
11,0,25.7250,8.5000,1,0.4165,-34.2926,6
11,1,18.5000,8.5000,6,0.1108,-17.6593,6
11,2,24.1835,3.6143,0,0.9045,-50.2131,6
11,3,10.0000,0.0000,0,0.4166,-34.8418,6
11,4,10.0000,0.0000,0,0.7418,44.7191,6
11,5,10.0000,0.0000,0,0.2288,-25.4508,6
11,6,10.0000,0.0000,0,0.1056,8.5395,7
11,7,35.9726,8.5000,8,0.1445,20.2779,6
11,8,30.5560,8.5000,2,0.9649,52.6131,6
12,0,25.7250,8.5000,1,0.2797,-32.9778,6
12,1,18.5000,8.5000,6,0.0776,-17.3334,6
12,2,26.0882,4.8255,0,0.6412,-49.5587,6
12,3,10.0000,0.0000,0,0.2913,-34.3086,6
12,4,10.0000,0.0000,0,0.4621,41.2150,6
12,5,10.0000,0.0000,0,0.1626,-25.1876,6
12,6,10.0000,0.0000,0,0.0750,8.5098,7
12,7,37.3487,8.5000,8,0.1033,20.1395,6
12,8,32.1749,8.5000,2,0.6504,50.7363,6
13,0,25.7250,8.5000,1,0.2982,-32.6647,6
13,1,18.5000,8.5000,6,0.0840,-17.2949,6
13,2,26.6363,5.1741,0,0.7728,-52.3493,6
13,3,10.0000,0.0000,0,0.3356,-35.2395,6
13,4,10.0000,0.0000,0,0.5556,43.4429,6
13,5,10.0000,0.0000,0,0.1775,-25.2244,6
13,6,10.0000,0.0000,0,0.0835,8.5905,7
13,7,37.7447,8.5000,8,0.1126,20.1379,6
13,8,32.6409,8.5000,2,0.7277,51.3457,6
14,0,25.7250,8.5000,1,0.0011,-17.8427,6
14,1,18.5000,8.5000,6,0.0003,-8.5954,6
14,2,22.8967,3.2383,3,0.0011,13.0141,6
14,3,10.0000,0.0000,0,0.0009,-13.2073,6
14,4,10.0000,0.0000,0,0.0003,-6.7402,6
14,5,10.0000,0.0000,0,0.0012,-15.5967,6
14,6,10.0000,0.0000,0,0.0005,-6.4591,3
14,7,35.0429,8.5000,8,0.0015,17.6573,6
14,8,29.4622,8.5000,2,0.0023,21.3186,6
15,0,25.7250,8.5000,1,0.0001,-8.9689,4
15,1,18.5000,8.5000,6,0.0001,-5.1794,6
15,2,27.0493,5.4367,0,0.0012,13.4520,6
15,3,10.0000,0.0000,0,0.0008,-12.7639,6
15,4,10.0000,0.0000,0,0.0005,-9.0458,6
15,5,10.0000,0.0000,0,0.0013,-16.4244,6
15,6,10.0000,0.0000,0,0.0004,-6.4152,3
15,7,38.0431,8.5000,8,0.0014,17.4512,6
15,8,32.9919,8.5000,2,0.0021,20.4638,6
16,0,25.7250,8.5000,1,0.0012,-18.9217,6
16,1,18.5000,8.5000,6,0.0003,-7.9696,6
16,2,23.2474,3.3432,3,0.0013,14.6929,6
16,3,10.0000,0.0000,0,0.0008,-13.0760,6
16,4,10.0000,0.0000,0,0.0004,-8.7113,6
16,5,10.0000,0.0000,0,0.0014,-16.9335,6
16,6,10.0000,0.0000,0,0.0004,-6.5334,3
16,7,35.2962,8.5000,8,0.0014,17.8557,6
16,8,29.7603,8.5000,2,0.0025,22.7368,6
17,0,25.7250,8.5000,1,0.0007,-14.4254,6
17,1,18.5000,8.5000,6,0.0002,-7.3236,6
17,2,24.7888,3.9992,0,0.0013,14.1204,6
17,3,10.0000,0.0000,0,0.0008,-13.0220,6
17,4,10.0000,0.0000,0,0.0003,-8.3125,6
17,5,10.0000,0.0000,0,0.0013,-16.2111,6
17,6,10.0000,0.0000,0,0.0004,-6.3672,3
17,7,36.4099,8.5000,8,0.0015,17.8470,6
17,8,31.0705,8.5000,2,0.0026,22.7517,6
18,0,25.7250,8.5000,1,0.0001,-7.8882,6
18,1,18.5000,8.5000,6,0.0002,-7.1870,6
18,2,26.7640,5.2553,0,0.0014,14.5220,6
18,3,10.0000,0.0000,0,0.0008,-12.9207,6
18,4,10.0000,0.0000,0,0.0007,-12.3304,6
18,5,10.0000,0.0000,0,0.0013,-15.8540,6
18,6,10.0000,0.0000,0,0.0005,-6.3006,3
18,7,37.8370,8.5000,8,0.0017,18.7123,6
18,8,32.7494,8.5000,2,0.0026,22.5390,6
19,0,25.7250,8.5000,1,0.0002,-10.5027,6
19,1,18.5000,8.5000,6,0.0002,-7.5172,6
19,2,25.7044,4.5815,0,0.0014,14.1495,6
19,3,10.0000,0.0000,0,0.0010,-13.4318,6
19,4,10.0000,0.0000,0,0.0009,-13.0831,6
19,5,10.0000,0.0000,0,0.0018,-18.3907,6
19,6,10.0000,0.0000,0,0.0005,-6.3954,3
19,7,37.0715,8.5000,8,0.0018,19.1409,6
19,8,31.8488,8.5000,2,0.0028,22.8986,6
20,0,25.7250,8.5000,1,0.0005,-13.5371,6
20,1,18.5000,8.5000,6,0.0003,-9.2343,6
20,2,25.7566,4.6147,0,0.0017,15.9417,6
20,3,10.0000,0.0000,0,0.0010,-13.4831,6
20,4,10.0000,0.0000,0,0.0009,-13.1483,6
20,5,10.0000,0.0000,0,0.0023,-20.3604,6
20,6,10.0000,0.0000,0,0.0005,-6.4716,3
20,7,37.1092,8.5000,8,0.0019,19.2103,6
20,8,31.8931,8.5000,2,0.0032,24.0550,6
21,0,25.7250,8.5000,1,0.0007,-17.3236,6
21,1,18.5000,8.5000,6,0.0001,-6.0555,6
21,2,25.3764,4.3729,0,0.0003,-7.6661,3
21,3,10.0000,0.0000,0,0.0006,-11.8510,6
21,4,10.0000,0.0000,0,0.0003,-8.7757,6
21,5,10.0000,0.0000,0,0.0012,-17.9745,6
21,6,10.0000,0.0000,0,0.0003,-6.8598,3
21,7,36.8345,8.5000,8,0.0015,20.9335,6
21,8,31.5700,8.5000,2,0.0025,25.4055,6
22,0,25.7250,8.5000,1,0.0008,-18.1903,6
22,1,18.5000,8.5000,6,0.0001,-5.7598,6
22,2,27.1461,5.4983,0,0.0000,-10.9918,4
22,3,10.0000,0.0000,0,0.0005,-11.7126,6
22,4,10.0000,0.0000,0,0.0002,-8.6324,6
22,5,10.0000,0.0000,0,0.0009,-17.3419,6
22,6,10.0000,0.0000,0,0.0003,-6.5414,3
22,7,38.1130,8.5000,8,0.0015,22.9033,6
22,8,33.0742,8.5000,2,0.0027,29.3040,6
23,0,25.7250,8.5000,1,0.0010,-23.0006,6
23,1,18.5000,8.5000,6,0.0003,-12.8964,6
23,2,29.9552,7.2847,0,0.0012,-23.8186,6
23,3,10.0000,0.0000,0,0.0003,-13.2238,6
23,4,10.0000,0.0000,0,0.0000,-4.2772,6
23,5,10.0000,0.0000,0,0.0003,-12.9397,6
23,6,10.0000,0.0000,0,0.0002,-5.5182,3
23,7,40.1426,8.5000,8,0.0009,22.1868,6
23,8,35.4619,8.5000,2,0.0013,27.4598,6
