t_idx,node_idx,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
20,0,72454.4500,-0.0000,15797.1648,7453.3505
20,1,55696.9900,-0.0000,17888.3225,-3058.7646
20,2,125182.7000,1.6374,21159.3575,-64482.4847
20,3,16142.3900,-0.0000,1560.3111,19599.0464
20,4,5361.3300,-0.0000,900.3182,20259.0393
20,5,6590.3500,-0.0000,1935.1426,19224.2149
20,6,16611.0300,-0.0000,16920.7157,967.6068
20,7,31977.4800,-0.0000,30773.6613,-9652.2952
20,8,95697.6200,-0.0000,21121.3661,9690.2866
21,0,54645.3100,-0.0000,14311.9785,10140.7720
21,1,56687.7900,-0.0000,16030.7042,-2221.6395
21,2,99537.1600,1.6757,22734.0249,-81072.3781
21,3,13430.2300,-0.0000,2104.0446,20629.9803
21,4,4271.7600,-0.0000,954.1003,21779.9245
21,5,5321.1800,-0.0000,1945.8542,20788.1706
21,6,26437.3200,-0.0000,15527.7903,502.9139
21,7,48003.3000,-0.0000,28027.2554,-14745.4869
21,8,100122.4500,-0.0000,13281.7685,24197.7432
22,0,90451.5100,-0.0000,14284.0215,15610.1240
22,1,67016.8200,-0.0000,13688.0818,-149.7805
22,2,131635.2900,1.4073,30490.0853,-117249.2950
22,3,17755.0500,-0.0000,1800.4356,28689.6497
22,4,3847.9400,-0.0000,1037.0797,29453.0056
22,5,7849.1500,-0.0000,1773.2128,28716.8725
22,6,30513.5300,-0.0000,12942.3616,745.7202
22,7,55784.4700,-0.0000,23499.3833,-7193.0015
22,8,104019.4000,-0.0000,16306.3818,21376.7050
23,0,40194.8000,-0.0000,12236.7643,10138.9316
23,1,47578.7000,-0.0000,10014.2739,1278.2287
23,2,46664.8700,0.5920,24598.1862,-39353.5203
23,3,0.0000,-0.0000,6096.4428,0.0000
23,4,0.0000,-0.0000,1996.8493,0.0000
23,5,3038.3900,-0.0000,2244.3433,22353.8429
23,6,25596.3500,-0.0000,9070.0123,944.2616
23,7,46407.8200,-0.0000,16122.3377,3837.5930
23,8,71821.8500,-0.0000,19959.9307,800.6625
