t_idx,time_label,node_idx,node_label,account_category,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,32.8417,8.4514,3,0.0006,-21.558,5
7,2020-08,2,02_ACC_COGS,Expense,10.0,0.0,0,0.0002,-12.1525,5
7,2020-08,3,03_ACC_Cash,Asset,26.9696,5.3861,0,0.0003,-14.9637,8
7,2020-08,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0002,-11.1282,8
7,2020-08,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.0001,7.0288,8
7,2020-08,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0004,-18.7992,5
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,37.9154,8.5,1,0.0018,-43.4137,5
7,2020-08,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.0001,9.8111,5
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.267,505.1396,5
7,2020-08,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.0015,-16.6675,8
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,33.1889,8.4786,3,0.0022,18.2267,2
8,2020-09,2,02_ACC_COGS,Expense,10.0,0.0,0,0.0003,-6.5479,6
8,2020-09,3,03_ACC_Cash,Asset,27.3246,5.6118,0,0.0015,14.6681,2
8,2020-09,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0009,-12.0833,8
8,2020-09,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.0002,8.4629,8
8,2020-09,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0004,-8.1143,2
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,38.2106,8.5,1,0.0026,-21.1311,6
8,2020-09,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.0008,-10.2526,2
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.1373,-177.8841,6
8,2020-09,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.2068,-12.3756,6
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,32.7674,8.5,3,1.4914,-33.2443,6
9,2020-10,2,02_ACC_COGS,Expense,10.0,0.0,0,0.3908,-17.0001,6
9,2020-10,3,03_ACC_Cash,Asset,26.7852,5.2688,0,0.3194,-15.3829,6
9,2020-10,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0743,-7.4218,6
9,2020-10,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.1911,11.7982,6
9,2020-10,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.1392,9.2031,5
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,37.8523,8.5,1,2.7006,44.8055,6
9,2020-10,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.1569,-10.9629,6
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,13.2647,99.1399,6
9,2020-10,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.0329,-17.7012,6
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,33.7906,8.494,3,0.64,-80.6745,6
10,2020-11,2,02_ACC_COGS,Expense,10.0,0.0,0,0.1015,-31.9166,6
10,2020-11,3,03_ACC_Cash,Asset,28.0016,6.0424,0,0.0745,-26.7741,6
10,2020-11,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.0106,-10.0467,6
10,2020-11,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.0188,13.2229,6
10,2020-11,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,0.0102,-8.5379,8
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,38.722,8.5,1,0.1192,33.2258,6
10,2020-11,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,0.0133,-11.4211,6
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.0812,-28.143,6
10,2020-11,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,25.725,8.5,4,0.5908,-34.7078,9
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,33.4608,8.5,3,0.9984,-45.0588,9
11,2020-12,2,02_ACC_COGS,Expense,10.0,0.0,0,0.2535,-22.7057,9
11,2020-12,3,03_ACC_Cash,Asset,27.6009,5.7875,0,0.5383,-33.1099,9
11,2020-12,4,04_ACC_Inventory,Asset,18.5,8.5,2,0.4048,-28.7503,9
11,2020-12,5,05_ACC_Payroll_Exp,Expense,10.0,0.0,0,0.9228,-43.2279,9
11,2020-12,6,06_ACC_Rent_Exp,Expense,10.0,0.0,0,2.1523,-66.0516,9
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,38.4416,8.5,1,2.34,-68.8498,9
11,2020-12,8,08_ACC_Travel_Exp,Expense,10.0,0.0,0,2.4635,-71.3175,9
11,2020-12,9,09_UNKNOWN_LEAK,Unknown,10.0,0.0,0,0.0492,-1.5814,2
11,2020-12,10,10_ACC_Equity_Capital,Equity,10.0,0.0,0,0.0,0.0,0
