t_idx,time_label,node_idx,node_label,account_category,state_X,velocity_v,acceleration_a,jerk_j,snap_s,inertia_M,viscosity_C,external_force_F
5,2020-06,2,02_ACC_COGS,Expense,251173.0,30465.73,4153.3,3212.26,-27841.35,208824.64,20882.464,1503510887.2707
5,2020-06,3,03_ACC_Cash,Asset,488130.39,9141.38,25998.88,86179.25,167294.55,478872.3875,47887.2388,12887901184.4905
5,2020-06,4,04_ACC_Inventory,Asset,554386.13,23166.7,1329.83,13707.45,70036.47,517539.0475,51753.9048,1887206136.7087
5,2020-06,5,05_ACC_Payroll_Exp,Expense,107056.6,18066.68,-88.32,590.69,5321.67,79720.5875,7972.0588,136987712.0895
5,2020-06,6,06_ACC_Rent_Exp,Expense,33090.26,5224.12,519.01,1119.21,1221.11,25493.2875,2549.3288,26549270.4548
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,-463384.81,-54879.67,-9528.29,-14657.39,30191.8,386929.2475,38692.9248,-5810229021.2766
5,2020-06,8,08_ACC_Travel_Exp,Expense,43541.36,5409.27,-1653.01,-2743.65,-6928.71,34460.3575,3446.0358,-38322777.7497
5,2020-06,9,09_UNKNOWN_LEAK,Unknown,667.03,0.0,0.0,0.0,-359.73,667.03,66.703,0.0
5,2020-06,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,-118719.64,-7995.1,24325.83,95544.73,225135.74,106287.3425,10628.7343,2500550031.6046
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,164628.68,68564.1,72837.38,22349.88,-19833.31,129032.44,12903.244,10283084176.5476
6,2020-07,2,02_ACC_COGS,Expense,312615.9,61442.9,30977.17,26823.87,23611.61,244722.7525,24472.2752,9084465868.0186
6,2020-07,3,03_ACC_Cash,Asset,442974.41,-45155.98,-54297.36,-80296.24,-166475.49,476485.08,47648.508,-28023496997.6666
6,2020-07,4,04_ACC_Inventory,Asset,556710.78,2324.65,-20842.05,-22171.88,-35879.33,537924.725,53792.4725,-11086405343.4891
6,2020-07,5,05_ACC_Payroll_Exp,Expense,127779.32,20722.72,2656.04,2744.36,2153.67,98665.19,9866.519,466519801.8593
6,2020-07,6,06_ACC_Rent_Exp,Expense,39748.85,6658.59,1434.47,915.46,-203.75,30966.57,3096.657,65039985.0015
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,-575052.77,-111667.96,-56788.29,-47260.0,-32602.61,452524.12,45252.412,-30751315491.6743
6,2020-07,8,08_ACC_Travel_Exp,Expense,48647.44,5106.08,-303.19,1349.82,4093.47,40347.675,4034.7675,8368834.0531
6,2020-07,9,09_UNKNOWN_LEAK,Unknown,667.03,0.0,0.0,0.0,0.0,667.03,66.703,0.0
6,2020-07,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,-113238.84,5480.8,13475.9,-10849.93,-106394.66,105271.6575,10527.1658,1476327619.3469
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,225108.29,60479.61,-8084.49,-80921.87,-103271.75,146534.8525,14653.4853,-298422476.627
7,2020-08,2,02_ACC_COGS,Expense,382705.42,70089.52,8646.62,-22330.55,-49154.42,291800.3975,29180.0397,4568302132.6899
7,2020-08,3,03_ACC_Cash,Asset,419635.43,-23338.98,21817.0,76114.36,156410.6,457432.31,45743.231,8912200353.8256
7,2020-08,4,04_ACC_Inventory,Asset,536092.55,-20618.23,-22942.88,-2100.83,20071.05,544602.2225,54460.2223,-13617616826.7524
7,2020-08,5,05_ACC_Payroll_Exp,Expense,146656.11,18876.79,-1845.93,-4501.97,-7246.33,117620.4875,11762.0488,4910537.7326
7,2020-08,6,06_ACC_Rent_Exp,Expense,44692.55,4943.7,-1714.89,-3149.36,-4064.82,36349.45,3634.945,-44365230.714
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,-699279.99,-124227.22,-12559.26,44229.03,91489.03,536555.6775,53655.5678,-13404224277.3028
7,2020-08,8,08_ACC_Travel_Exp,Expense,56596.92,7949.48,2843.4,3146.59,1796.77,46729.4525,4672.9452,170018010.0445
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,1031.56,364.53,364.53,364.53,364.53,758.1625,75.8162,304010.2737
7,2020-08,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,-114673.68,-1434.84,-6915.64,-20391.54,-9541.61,114339.175,11433.9175,-807134414.3827
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,216433.23,-8675.06,-69154.67,-61070.18,19851.69,175558.695,17555.8695,-12293001839.6203
8,2020-09,2,02_ACC_COGS,Expense,436227.2,53521.78,-16567.74,-25214.36,-2883.81,345680.38,34568.038,-3876999734.0736
8,2020-09,3,03_ACC_Cash,Asset,432198.0,12562.57,35901.55,14084.55,-62029.81,445734.5575,44573.4558,16562518660.8154
8,2020-09,4,04_ACC_Inventory,Asset,544058.34,7965.79,28584.02,51526.9,53627.73,547811.95,54781.195,16095043230.3581
8,2020-09,5,05_ACC_Payroll_Exp,Expense,167826.63,21170.52,2293.73,4139.66,8641.63,137329.665,13732.9665,605731214.448
8,2020-09,6,06_ACC_Rent_Exp,Expense,48048.79,3356.24,-1587.46,127.43,3276.79,41395.1125,4139.5113,-51819892.0516
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,-794387.67,-95107.68,29119.54,41678.8,-2550.23,633026.31,63302.631,12412868582.7913
8,2020-09,8,08_ACC_Travel_Exp,Expense,62976.86,6379.94,-1569.54,-4412.94,-7559.53,52940.645,5294.0645,-49316646.0872
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,1292.3,260.74,-103.79,-468.32,-832.85,914.48,91.448,-71069.7277
8,2020-09,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,-105414.94,9258.74,10693.58,17609.22,38000.76,113011.775,11301.1775,1313135121.0708
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,143414.96,-73018.27,-64343.21,4811.46,65881.64,187396.29,18739.629,-13426014130.7127
9,2020-10,2,02_ACC_COGS,Expense,466419.46,30192.26,-23329.52,-6761.78,18452.58,399491.995,39949.1995,-8113799869.0965
9,2020-10,3,03_ACC_Cash,Asset,468793.9,36595.9,24033.33,-11868.22,-25952.77,440900.435,44090.0435,12209820474.4202
9,2020-10,4,04_ACC_Inventory,Asset,562040.74,17982.4,10016.61,-18567.41,-70094.31,549725.6025,54972.5603,6494925534.6971
9,2020-10,5,05_ACC_Payroll_Exp,Expense,186340.41,18513.78,-2656.74,-4950.47,-9090.13,157150.6175,15715.0618,-126563135.611
9,2020-10,6,06_ACC_Rent_Exp,Expense,54477.57,6428.78,3072.54,4660.0,4532.57,46741.94,4674.194,173665845.2309
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,-850620.52,-56232.85,38874.83,9755.29,-31923.51,729835.2375,72983.5237,24268149242.3169
9,2020-10,8,08_ACC_Travel_Exp,Expense,73256.12,10279.26,3899.32,5468.86,9881.8,60369.335,6036.9335,297454564.4014
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,1292.3,0.0,-260.74,-156.95,311.37,1070.7975,107.0797,-279199.7401
9,2020-10,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,-83450.39,21964.55,12705.81,2012.23,-15596.99,104194.4625,10419.4463,1552733491.7076
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,103316.78,-40098.18,32920.09,97263.3,92451.84,172068.315,17206.8315,4974541789.2317
10,2020-11,2,02_ACC_COGS,Expense,492446.91,26027.45,-4164.81,19164.71,25926.49,444449.7475,44444.9747,-694259394.8286
10,2020-11,3,03_ACC_Cash,Asset,457813.16,-10980.74,-47576.64,-71609.97,-59741.75,444610.1225,44461.0123,-21641270554.1925
10,2020-11,4,04_ACC_Inventory,Asset,583331.29,21290.55,3308.15,-6708.46,11858.95,556380.73,55638.073,3025156087.0596
10,2020-11,5,05_ACC_Payroll_Exp,Expense,204032.91,17692.5,-821.28,1835.46,6785.93,176214.015,17621.4015,167045599.7996
10,2020-11,6,06_ACC_Rent_Exp,Expense,60456.45,5978.88,-449.9,-3522.44,-8182.44,51918.84,5191.884,7683365.2939
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,-897064.59,-46444.07,9788.78,-29086.05,-38841.34,810338.1925,81033.8193,4168681918.3658
10,2020-11,8,08_ACC_Travel_Exp,Expense,77764.0,4507.88,-5771.38,-9670.7,-15139.56,67648.475,6764.8475,-359929934.8972
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,1353.48,61.18,61.18,321.92,478.87,1242.41,124.241,83611.7082
10,2020-11,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,-88381.15,-4930.76,-26895.31,-39601.12,-41613.35,97980.04,9798.004,-2683515155.8154
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,113786.12,10469.34,50567.52,17647.43,-79615.87,144237.7725,14423.7773,7444753873.7637
11,2020-12,2,02_ACC_COGS,Expense,525176.96,32730.05,6702.6,10867.41,-8297.3,480067.6325,48006.7632,4788965075.1052
11,2020-12,3,03_ACC_Cash,Asset,437817.46,-19995.7,-9014.96,38561.68,110171.65,449155.63,44915.563,-4947238161.3039
11,2020-12,4,04_ACC_Inventory,Asset,601573.01,18241.72,-3048.83,-6356.98,351.48,572750.845,57275.0845,-701423904.336
11,2020-12,5,05_ACC_Payroll_Exp,Expense,220971.34,16938.43,-754.07,67.21,-1768.25,194792.8225,19479.2823,183061035.1793
11,2020-12,6,06_ACC_Rent_Exp,Expense,62009.74,1553.29,-4425.59,-3975.69,-453.25,56248.1375,5624.8138,-240194227.8889
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,-955157.56,-58092.97,-11648.9,-21437.68,7648.37,874307.585,87430.7585,-15263834057.5242
11,2020-12,8,08_ACC_Travel_Exp,Expense,80850.6,3086.6,-1421.28,4350.1,14020.8,73711.895,7371.1895,-82013328.6149
11,2020-12,9,09_UNKNOWN_LEAK,Unknown,1353.48,0.0,-61.18,-122.36,-444.28,1322.89,132.289,-80934.4102
11,2020-12,10,10_ACC_Equity_Capital,Equity,1000000.0,0.0,0.0,0.0,0.0,1000000.0,100000.0,0.0
