t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
21,2020-W22,2,10327.53,0.158455,5
21,2020-W22,3,8198.08,0.125783,5
21,2020-W22,4,5451.08,0.083636,5
22,2020-W23,0,21767.78,0.394851,5
22,2020-W23,1,9752.27,0.176899,5
22,2020-W23,2,9677.33,0.175539,5
22,2020-W23,3,9185.660347,0.166621,5
22,2020-W23,4,4746.06,0.08609,5
23,2020-W24,0,13725.07,0.274602,5
23,2020-W24,1,12874.15,0.257577,5
23,2020-W24,2,8924.03,0.178546,5
23,2020-W24,3,8050.806812,0.161075,5
23,2020-W24,4,6407.61,0.128199,5
24,2020-W25,0,13851.29,0.308751,5
24,2020-W25,1,12418.43,0.276812,5
24,2020-W25,2,8170.87,0.182132,5
24,2020-W25,3,7404.33,0.165046,5
24,2020-W25,4,3017.38,0.067259,5
25,2020-W26,0,19461.712982,0.297412,5
25,2020-W26,1,16292.35,0.248978,5
25,2020-W26,2,13011.03,0.198833,5
25,2020-W26,3,9283.33,0.141867,5
25,2020-W26,4,7388.48,0.11291,5
26,2020-W27,0,18851.74,0.363432,5
26,2020-W27,1,11968.85,0.230741,5
26,2020-W27,2,9947.55,0.191773,5
26,2020-W27,3,8380.2,0.161557,5
26,2020-W27,4,2723.06,0.052496,5
27,2020-W28,0,21892.62,0.368756,5
27,2020-W28,1,14262.81,0.240241,5
27,2020-W28,2,12190.54,0.205336,5
27,2020-W28,3,8196.55,0.138062,5
27,2020-W28,4,2826.3,0.047606,5
28,2020-W29,0,23253.74,0.35443,5
28,2020-W29,1,14820.874764,0.225898,5
28,2020-W29,2,12977.92,0.197808,5
28,2020-W29,3,7377.13,0.112441,5
28,2020-W29,4,7179.1,0.109423,5
29,2020-W30,0,23767.7,0.304886,5
29,2020-W30,1,19513.000123,0.250308,5
29,2020-W30,2,14217.0,0.182372,5
29,2020-W30,3,12218.18,0.156732,5
29,2020-W30,4,8240.02,0.105701,5
30,2020-W31,0,27157.38,0.349629,5
30,2020-W31,1,17304.675122,0.222783,5
30,2020-W31,2,14954.52,0.192527,5
30,2020-W31,3,10130.49,0.130422,5
30,2020-W31,4,8127.8,0.104639,5
31,2020-W32,0,26129.54,0.364385,5
31,2020-W32,1,16907.724634,0.235783,5
31,2020-W32,2,14036.9,0.195749,5
31,2020-W32,3,7323.61,0.10213,5
31,2020-W32,4,7310.91,0.101953,5
32,2020-W33,0,29600.19,0.323618,5
32,2020-W33,1,25151.019966,0.274976,5
32,2020-W33,2,16019.5,0.175141,5
32,2020-W33,3,13342.62,0.145875,5
32,2020-W33,4,7353.06,0.080391,5
33,2020-W34,0,26516.96,0.390749,5
33,2020-W34,1,14749.52,0.217346,5
33,2020-W34,2,12185.19,0.179559,5
33,2020-W34,3,7664.063222,0.112936,5
33,2020-W34,4,6746.19,0.099411,5
34,2020-W35,0,24978.2,0.293181,5
34,2020-W35,1,20538.654754,0.241072,5
34,2020-W35,2,19413.16,0.227861,5
34,2020-W35,3,12954.72,0.152056,5
34,2020-W35,4,7312.46,0.08583,5
35,2020-W36,0,25172.15,0.358485,5
35,2020-W36,1,14322.04,0.203965,5
35,2020-W36,2,14081.44,0.200539,5
35,2020-W36,3,8345.794743,0.118855,5
35,2020-W36,4,8296.63,0.118155,5
36,2020-W37,0,24036.72,0.321802,5
36,2020-W37,1,22432.01,0.300318,5
36,2020-W37,2,12679.53,0.169753,5
36,2020-W37,3,9078.662232,0.121545,5
36,2020-W37,4,6467.2,0.086582,5
37,2020-W38,0,26763.94,0.369851,5
37,2020-W38,1,23199.93,0.3206,5
37,2020-W38,2,12654.94,0.174879,5
37,2020-W38,3,8063.69,0.111432,5
37,2020-W38,4,1681.64,0.023239,5
38,2020-W39,0,26441.15,0.327776,5
38,2020-W39,1,19025.310043,0.235846,5
38,2020-W39,2,17213.02,0.21338,5
38,2020-W39,3,9674.45,0.119929,5
38,2020-W39,4,8314.38,0.103069,5
39,2020-W40,0,19655.41,0.340039,5
39,2020-W40,1,14193.91,0.245555,5
39,2020-W40,2,10966.65,0.189723,5
39,2020-W40,3,8538.76,0.147721,5
39,2020-W40,4,4448.65,0.076962,5
40,2020-W41,0,28915.56,0.389704,5
40,2020-W41,1,15770.76,0.212548,5
40,2020-W41,2,15493.704267,0.208814,5
40,2020-W41,3,8171.6,0.110131,5
40,2020-W41,4,5847.11,0.078803,5
41,2020-W42,0,29012.09,0.496296,5
41,2020-W42,1,11695.39,0.200067,5
41,2020-W42,2,9390.21,0.160634,5
41,2020-W42,3,6405.5,0.109576,5
41,2020-W42,4,1954.08,0.033427,5
42,2020-W43,0,27438.710655,0.357367,5
42,2020-W43,1,22688.27,0.295496,5
42,2020-W43,2,11563.76,0.150609,5
42,2020-W43,3,8148.67,0.10613,5
42,2020-W43,4,6940.81,0.090398,5
43,2020-W44,0,31684.28,0.566149,5
43,2020-W44,1,8388.71,0.149893,5
43,2020-W44,2,6521.09,0.116522,5
43,2020-W44,3,5075.82,0.090697,5
43,2020-W44,4,4294.67,0.076739,5
44,2020-W45,0,26393.26,0.43607,5
44,2020-W45,1,11485.97,0.189771,5
44,2020-W45,2,9039.9,0.149357,5
44,2020-W45,3,7214.500792,0.119198,5
44,2020-W45,4,6391.66,0.105603,5
45,2020-W46,0,28726.05,0.547383,5
45,2020-W46,1,10111.47,0.192677,5
45,2020-W46,2,6652.87,0.126772,5
45,2020-W46,3,5350.28,0.101951,5
45,2020-W46,4,1638.22,0.031217,5
46,2020-W47,0,15403.44,0.307796,5
46,2020-W47,1,11545.44,0.230704,5
46,2020-W47,2,8391.987345,0.167691,5
46,2020-W47,3,8268.59,0.165225,5
46,2020-W47,4,6434.92,0.128584,5
47,2020-W48,0,22984.318159,0.327508,5
47,2020-W48,1,20437.47,0.291217,5
47,2020-W48,2,11398.75,0.162423,5
47,2020-W48,3,8490.97,0.120989,5
47,2020-W48,4,6867.93,0.097862,5
48,2020-W49,0,22934.61,0.398995,5
48,2020-W49,1,14106.31,0.245409,5
48,2020-W49,2,7362.88,0.128093,5
48,2020-W49,3,7149.48,0.12438,5
48,2020-W49,4,5927.630768,0.103123,5
49,2020-W50,0,16788.28,0.3319,5
49,2020-W50,1,10172.06,0.201099,5
49,2020-W50,2,9313.54,0.184127,5
49,2020-W50,3,8069.209685,0.159526,5
49,2020-W50,4,6239.19,0.123347,5
50,2020-W51,0,18710.32,0.326486,5
50,2020-W51,1,13300.84,0.232093,5
50,2020-W51,2,10518.74,0.183547,5
50,2020-W51,3,7806.34,0.136217,5
50,2020-W51,4,6971.966813,0.121657,5
51,2020-W52,0,22433.011958,0.385975,5
51,2020-W52,1,12935.18,0.222558,5
51,2020-W52,2,9390.5,0.16157,5
51,2020-W52,3,7082.1,0.121852,5
51,2020-W52,4,6279.59,0.108045,5
