t_idx,time_label,node_idx,node_label,account_category,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
5,2020-06,9,09_UNKNOWN_LEAK,Unknown,667.03,-0.0,0.0,0.0
5,2020-06,10,10_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,118719.64,-0.0,16378.8485,6747.1666
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,164628.68,-0.0,31051.5611,37288.929
6,2020-07,2,02_ACC_COGS,Expense,312615.9,-0.0,44047.4952,-24789.3159
6,2020-07,3,03_ACC_Cash,Asset,442974.41,1.4284,20246.6842,-19982.7589
6,2020-07,4,04_ACC_Inventory,Asset,556710.78,-0.0,19258.1793,21909.9851
6,2020-07,5,05_ACC_Payroll_Exp,Expense,127779.32,-0.0,21131.6298,-884.9456
6,2020-07,6,06_ACC_Rent_Exp,Expense,39748.85,-0.0,6168.0147,14078.6695
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,575052.77,-0.0,79145.3671,-48093.8059
6,2020-07,8,08_ACC_Travel_Exp,Expense,48647.44,-0.0,6520.6081,13726.0761
6,2020-07,9,09_UNKNOWN_LEAK,Unknown,667.03,-0.0,0.0,0.0
6,2020-07,10,10_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,113238.84,-0.0,15779.3388,7142.1473
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,225108.29,0.0508,52873.8645,-19393.2528
7,2020-08,2,02_ACC_COGS,Expense,382705.42,-0.0,62052.0476,-50940.6158
7,2020-08,3,03_ACC_Cash,Asset,419635.43,1.4475,27589.3931,-34426.9687
7,2020-08,4,04_ACC_Inventory,Asset,536092.55,-0.0,11111.4319,55608.5227
7,2020-08,5,05_ACC_Payroll_Exp,Expense,146656.11,-0.0,21665.4931,5923.9
7,2020-08,6,06_ACC_Rent_Exp,Expense,44692.55,-0.0,6398.2831,21191.11
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,699279.99,-0.0,111481.1016,-58607.237
7,2020-08,8,08_ACC_Travel_Exp,Expense,56596.92,-0.0,6803.0171,20786.376
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,1031.56,-0.0,157.8461,52716.0184
7,2020-08,10,10_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,114673.68,-0.0,2897.2699,28312.8137
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,216433.23,0.0253,51392.2891,-3013.3595
8,2020-09,2,02_ACC_COGS,Expense,436227.2,-0.0,69990.1509,-61716.0506
8,2020-09,3,03_ACC_Cash,Asset,432198.0,1.3295,25833.2531,-39316.5701
8,2020-09,4,04_ACC_Inventory,Asset,544058.34,-0.0,8274.1003,56339.2202
8,2020-09,5,05_ACC_Payroll_Exp,Expense,167826.63,-0.0,22498.4166,3334.8365
8,2020-09,6,06_ACC_Rent_Exp,Expense,48048.79,-0.0,5630.8364,20202.4168
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,794387.67,-0.0,125066.191,-73673.9018
8,2020-09,8,08_ACC_Travel_Exp,Expense,62976.86,-0.0,7430.8836,18402.3695
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,1292.3,-0.0,264.0638,51128.2254
8,2020-09,10,10_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,105414.94,-0.0,4824.5495,18677.6142
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,143414.96,-0.0,34344.0689,53870.479
9,2020-10,2,02_ACC_COGS,Expense,466419.46,-0.0,58433.7356,-48205.9145
9,2020-10,3,03_ACC_Cash,Asset,468793.9,1.5109,18098.8921,-14949.0357
9,2020-10,4,04_ACC_Inventory,Asset,562040.74,-0.0,10227.8211,42802.6429
9,2020-10,5,05_ACC_Payroll_Exp,Expense,186340.41,-0.0,22016.0682,-3917.1761
9,2020-10,6,06_ACC_Rent_Exp,Expense,54477.57,-0.0,5353.7635,12745.1285
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,850620.52,-0.0,104459.7248,-70115.6559
9,2020-10,8,08_ACC_Travel_Exp,Expense,73256.12,-0.0,9006.9744,9091.9177
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,1292.3,-0.0,256.2687,0.0
9,2020-10,10,10_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,83450.39,-0.0,12484.1987,12812.1364
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,103316.78,0.0084,50816.5154,-59013.4665
10,2020-11,2,02_ACC_COGS,Expense,492446.91,-0.0,40823.915,-22645.4941
10,2020-11,3,03_ACC_Cash,Asset,457813.16,1.249,19602.113,1010.7888
10,2020-11,4,04_ACC_Inventory,Asset,583331.29,-0.0,18178.4209,16951.272
10,2020-11,5,05_ACC_Payroll_Exp,Expense,204032.91,-0.0,21333.3821,-1731.2691
10,2020-11,6,06_ACC_Rent_Exp,Expense,60456.45,-0.0,6054.6354,13547.4777
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,897064.59,-0.0,73709.6965,-22893.1811
10,2020-11,8,08_ACC_Travel_Exp,Expense,77764.0,-0.0,8332.6224,11269.4907
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,1353.48,-0.0,124.2702,50692.2452
10,2020-11,10,10_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,88381.15,-0.0,12621.4576,11245.0073
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,113786.12,-0.0,44200.3729,-14429.0736
11,2020-12,2,02_ACC_COGS,Expense,525176.96,-0.0,32773.2897,-11090.1787
11,2020-12,3,03_ACC_Cash,Asset,437817.46,1.2062,14804.8116,14871.9063
11,2020-12,4,04_ACC_Inventory,Asset,601573.01,-0.0,21683.111,2028.5254
11,2020-12,5,05_ACC_Payroll_Exp,Expense,220971.34,-0.0,19807.2765,-5002.4649
11,2020-12,6,06_ACC_Rent_Exp,Expense,62009.74,-0.0,5506.1367,9298.6749
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,955157.56,-0.0,59166.8606,-14966.4877
11,2020-12,8,08_ACC_Travel_Exp,Expense,80850.6,-0.0,6760.7206,8044.091
11,2020-12,9,09_UNKNOWN_LEAK,Unknown,1353.48,-0.0,30.59,0.0
11,2020-12,10,10_ACC_Equity_Capital,Equity,1000000.0,-0.0,0.0,0.0
