t_idx,time_label,node_idx,node_label,account_category,fk_echo_impact
2,2020-03,9,09_UNKNOWN_LEAK,Unknown,115.5216
2,2020-03,10,10_ACC_Equity_Capital,Equity,0.0
3,2020-04,0,00_ACC_Accounts_Payable,Liability,-42174.7371
3,2020-04,1,01_ACC_Accounts_Receivable,Asset,-105973.498
3,2020-04,2,02_ACC_COGS,Expense,23982.459
3,2020-04,3,03_ACC_Cash,Asset,-46754.6033
3,2020-04,4,04_ACC_Inventory,Asset,-1634.0365
3,2020-04,5,05_ACC_Payroll_Exp,Expense,8175.2036
3,2020-04,6,06_ACC_Rent_Exp,Expense,2302.8547
3,2020-04,7,07_ACC_Sales_Revenue,Revenue,-50480.48
3,2020-04,8,08_ACC_Travel_Exp,Expense,2592.0859
3,2020-04,9,09_UNKNOWN_LEAK,Unknown,0.0
3,2020-04,10,10_ACC_Equity_Capital,Equity,0.0
4,2020-05,0,00_ACC_Accounts_Payable,Liability,-21935.5415
4,2020-05,1,01_ACC_Accounts_Receivable,Asset,-93309.453
4,2020-05,2,02_ACC_COGS,Expense,29025.3408
4,2020-05,3,03_ACC_Cash,Asset,-96170.535
4,2020-05,4,04_ACC_Inventory,Asset,3191.6598
4,2020-05,5,05_ACC_Payroll_Exp,Expense,5467.2684
4,2020-05,6,06_ACC_Rent_Exp,Expense,1416.9154
4,2020-05,7,07_ACC_Sales_Revenue,Revenue,-45351.38
4,2020-05,8,08_ACC_Travel_Exp,Expense,2126.7629
4,2020-05,9,09_UNKNOWN_LEAK,Unknown,0.0
4,2020-05,10,10_ACC_Equity_Capital,Equity,0.0
5,2020-06,0,00_ACC_Accounts_Payable,Liability,-44687.3692
5,2020-06,1,01_ACC_Accounts_Receivable,Asset,-50920.9995
5,2020-06,2,02_ACC_COGS,Expense,17870.8008
5,2020-06,3,03_ACC_Cash,Asset,-34141.4696
5,2020-06,4,04_ACC_Inventory,Asset,-14817.5638
5,2020-06,5,05_ACC_Payroll_Exp,Expense,7583.1148
5,2020-06,6,06_ACC_Rent_Exp,Expense,2192.7162
5,2020-06,7,07_ACC_Sales_Revenue,Revenue,-54879.67
5,2020-06,8,08_ACC_Travel_Exp,Expense,2270.4291
5,2020-06,9,09_UNKNOWN_LEAK,Unknown,0.0
5,2020-06,10,10_ACC_Equity_Capital,Equity,0.0
6,2020-07,0,00_ACC_Accounts_Payable,Liability,-44281.4489
6,2020-07,1,01_ACC_Accounts_Receivable,Asset,-26353.666
6,2020-07,2,02_ACC_COGS,Expense,31425.5057
6,2020-07,3,03_ACC_Cash,Asset,-67556.5961
6,2020-07,4,04_ACC_Inventory,Asset,-35314.5815
6,2020-07,5,05_ACC_Payroll_Exp,Expense,7240.2238
6,2020-07,6,06_ACC_Rent_Exp,Expense,2326.4167
6,2020-07,7,07_ACC_Sales_Revenue,Revenue,-111667.96
6,2020-07,8,08_ACC_Travel_Exp,Expense,1783.9918
6,2020-07,9,09_UNKNOWN_LEAK,Unknown,0.0
6,2020-07,10,10_ACC_Equity_Capital,Equity,0.0
7,2020-08,0,00_ACC_Accounts_Payable,Liability,-27625.4446
7,2020-08,1,01_ACC_Accounts_Receivable,Asset,-45113.527
7,2020-08,2,02_ACC_COGS,Expense,32604.6408
7,2020-08,3,03_ACC_Cash,Asset,-61466.1999
7,2020-08,4,04_ACC_Inventory,Asset,-44099.8579
7,2020-08,5,05_ACC_Payroll_Exp,Expense,7504.3449
7,2020-08,6,06_ACC_Rent_Exp,Expense,1965.3357
7,2020-08,7,07_ACC_Sales_Revenue,Revenue,-124227.22
7,2020-08,8,08_ACC_Travel_Exp,Expense,3160.264
7,2020-08,9,09_UNKNOWN_LEAK,Unknown,145.252
7,2020-08,10,10_ACC_Equity_Capital,Equity,0.0
8,2020-09,0,00_ACC_Accounts_Payable,Liability,-36977.5254
8,2020-09,1,01_ACC_Accounts_Receivable,Asset,-89516.588
8,2020-09,2,02_ACC_COGS,Expense,33576.4394
8,2020-09,3,03_ACC_Cash,Asset,-63335.3663
8,2020-09,4,04_ACC_Inventory,Asset,-23465.1066
8,2020-09,5,05_ACC_Payroll_Exp,Expense,8640.5795
8,2020-09,6,06_ACC_Rent_Exp,Expense,1369.8227
8,2020-09,7,07_ACC_Sales_Revenue,Revenue,-95107.68
8,2020-09,8,08_ACC_Travel_Exp,Expense,2603.9218
8,2020-09,9,09_UNKNOWN_LEAK,Unknown,69.5765
8,2020-09,10,10_ACC_Equity_Capital,Equity,0.0
9,2020-10,0,00_ACC_Accounts_Payable,Liability,-25567.0505
9,2020-10,1,01_ACC_Accounts_Receivable,Asset,-120816.1925
9,2020-10,2,02_ACC_COGS,Expense,27005.106
9,2020-10,3,03_ACC_Cash,Asset,-66097.8636
9,2020-10,4,04_ACC_Inventory,Asset,-3749.593
9,2020-10,5,05_ACC_Payroll_Exp,Expense,7287.6115
9,2020-10,6,06_ACC_Rent_Exp,Expense,2530.5719
9,2020-10,7,07_ACC_Sales_Revenue,Revenue,-56232.85
9,2020-10,8,08_ACC_Travel_Exp,Expense,4046.243
9,2020-10,9,09_UNKNOWN_LEAK,Unknown,0.0
9,2020-10,10,10_ACC_Equity_Capital,Equity,0.0
10,2020-11,0,00_ACC_Accounts_Payable,Liability,-25511.8
10,2020-11,1,01_ACC_Accounts_Receivable,Asset,-79575.6395
10,2020-11,2,02_ACC_COGS,Expense,25692.142
10,2020-11,3,03_ACC_Cash,Asset,-78572.2168
10,2020-11,4,04_ACC_Inventory,Asset,-394.48
10,2020-11,5,05_ACC_Payroll_Exp,Expense,5568.5911
10,2020-11,6,06_ACC_Rent_Exp,Expense,1881.8108
10,2020-11,7,07_ACC_Sales_Revenue,Revenue,-46444.07
10,2020-11,8,08_ACC_Travel_Exp,Expense,1418.8238
10,2020-11,9,09_UNKNOWN_LEAK,Unknown,13.3632
10,2020-11,10,10_ACC_Equity_Capital,Equity,0.0
11,2020-12,0,00_ACC_Accounts_Payable,Liability,-35644.5387
11,2020-12,1,01_ACC_Accounts_Receivable,Asset,-38909.6845
11,2020-12,2,02_ACC_COGS,Expense,22482.3328
11,2020-12,3,03_ACC_Cash,Asset,-53068.9318
11,2020-12,4,04_ACC_Inventory,Asset,-12056.1379
11,2020-12,5,05_ACC_Payroll_Exp,Expense,5638.8692
11,2020-12,6,06_ACC_Rent_Exp,Expense,517.0963
11,2020-12,7,07_ACC_Sales_Revenue,Revenue,-58092.97
11,2020-12,8,08_ACC_Travel_Exp,Expense,1027.5411
11,2020-12,9,09_UNKNOWN_LEAK,Unknown,0.0
11,2020-12,10,10_ACC_Equity_Capital,Equity,0.0
