t_idx,time_label,node_idx,node_label,account_category,fk_echo_impact
14,2021-03,2,02_USR_001,Unknown,-13014822.793
14,2021-03,3,03_USR_002,Unknown,11736.3685
14,2021-03,4,04_USR_003,Unknown,11691769.384
14,2021-03,5,05_USR_004,Unknown,6820729.0028
14,2021-03,6,06_USR_005,Unknown,-92740.0161
14,2021-03,7,07_USR_006,Unknown,-1565742.0142
14,2021-03,8,08_USR_007,Unknown,-1436058.3225
14,2021-03,9,09_USR_008,Unknown,-23676.5175
14,2021-03,10,10_USR_009,Unknown,-1578715.0686
14,2021-03,11,11_USR_010,Unknown,-177075.6017
15,2021-04,0,00_ACC_Input_From_Outside,Unknown,-1232968.63
15,2021-04,1,01_ACC_Output_To_Outside,Unknown,1314093.1065
15,2021-04,2,02_USR_001,Unknown,-51800.9345
15,2021-04,3,03_USR_002,Unknown,-427290.932
15,2021-04,4,04_USR_003,Unknown,-1409055.1266
15,2021-04,5,05_USR_004,Unknown,-1984201.9131
15,2021-04,6,06_USR_005,Unknown,-1179828.8071
15,2021-04,7,07_USR_006,Unknown,-112550.8258
15,2021-04,8,08_USR_007,Unknown,912063.91
15,2021-04,9,09_USR_008,Unknown,-118548.2614
15,2021-04,10,10_USR_009,Unknown,-228007.9678
15,2021-04,11,11_USR_010,Unknown,-129389.3385
16,2021-05,0,00_ACC_Input_From_Outside,Unknown,-2990587.52
16,2021-05,1,01_ACC_Output_To_Outside,Unknown,3318719.5264
16,2021-05,2,02_USR_001,Unknown,-27153.612
16,2021-05,3,03_USR_002,Unknown,-3218988.561
16,2021-05,4,04_USR_003,Unknown,-3440098.5211
16,2021-05,5,05_USR_004,Unknown,-6551278.4844
16,2021-05,6,06_USR_005,Unknown,-1692974.993
16,2021-05,7,07_USR_006,Unknown,2628599.4903
16,2021-05,8,08_USR_007,Unknown,186266.772
16,2021-05,9,09_USR_008,Unknown,963757.751
16,2021-05,10,10_USR_009,Unknown,-88864.841
16,2021-05,11,11_USR_010,Unknown,29138.2383
17,2021-06,0,00_ACC_Input_From_Outside,Unknown,-1604596.62
17,2021-06,1,01_ACC_Output_To_Outside,Unknown,1438016.73
17,2021-06,2,02_USR_001,Unknown,-169662.923
17,2021-06,3,03_USR_002,Unknown,-99865.925
17,2021-06,4,04_USR_003,Unknown,-1497122.983
17,2021-06,5,05_USR_004,Unknown,-2423161.1143
17,2021-06,6,06_USR_005,Unknown,-66433.4079
17,2021-06,7,07_USR_006,Unknown,1324028.1386
17,2021-06,8,08_USR_007,Unknown,-114644.8762
17,2021-06,9,09_USR_008,Unknown,-1783296.6465
17,2021-06,10,10_USR_009,Unknown,-148863.3899
17,2021-06,11,11_USR_010,Unknown,-118727.4155
18,2021-07,0,00_ACC_Input_From_Outside,Unknown,-1685493.68
18,2021-07,1,01_ACC_Output_To_Outside,Unknown,6113826.9937
18,2021-07,2,02_USR_001,Unknown,346860.6151
18,2021-07,3,03_USR_002,Unknown,-74544.104
18,2021-07,4,04_USR_003,Unknown,-13236620.335
18,2021-07,5,05_USR_004,Unknown,-14348253.7469
18,2021-07,6,06_USR_005,Unknown,2839930.6026
18,2021-07,7,07_USR_006,Unknown,-1452998.3235
18,2021-07,8,08_USR_007,Unknown,-129692.903
18,2021-07,9,09_USR_008,Unknown,917476.0487
18,2021-07,10,10_USR_009,Unknown,2323227.5067
18,2021-07,11,11_USR_010,Unknown,-57534.4968
19,2021-08,0,00_ACC_Input_From_Outside,Unknown,-770411.72
19,2021-08,1,01_ACC_Output_To_Outside,Unknown,315563.7853
19,2021-08,2,02_USR_001,Unknown,-168282.8376
19,2021-08,3,03_USR_002,Unknown,-100319.6536
19,2021-08,4,04_USR_003,Unknown,1594562.1612
19,2021-08,5,05_USR_004,Unknown,855739.8614
19,2021-08,6,06_USR_005,Unknown,-1797891.766
19,2021-08,7,07_USR_006,Unknown,-36405.135
19,2021-08,8,08_USR_007,Unknown,-135363.1292
19,2021-08,9,09_USR_008,Unknown,-1170873.4121
19,2021-08,10,10_USR_009,Unknown,-53817.5271
19,2021-08,11,11_USR_010,Unknown,-47226.89
20,2021-09,0,00_ACC_Input_From_Outside,Unknown,-973607.93
20,2021-09,1,01_ACC_Output_To_Outside,Unknown,167649.7921
20,2021-09,2,02_USR_001,Unknown,158867.3621
20,2021-09,3,03_USR_002,Unknown,-56809.0336
20,2021-09,4,04_USR_003,Unknown,788528.3586
20,2021-09,5,05_USR_004,Unknown,544287.1032
20,2021-09,6,06_USR_005,Unknown,-2077461.0773
20,2021-09,7,07_USR_006,Unknown,-40810.44
20,2021-09,8,08_USR_007,Unknown,-27048.5386
20,2021-09,9,09_USR_008,Unknown,-22966.0534
20,2021-09,10,10_USR_009,Unknown,-22897.7374
20,2021-09,11,11_USR_010,Unknown,-33358.198
21,2021-10,0,00_ACC_Input_From_Outside,Unknown,-1482546.31
21,2021-10,1,01_ACC_Output_To_Outside,Unknown,279423.7139
21,2021-10,2,02_USR_001,Unknown,-6107.874
21,2021-10,3,03_USR_002,Unknown,-123328.9815
21,2021-10,4,04_USR_003,Unknown,15538.781
21,2021-10,5,05_USR_004,Unknown,2761.575
21,2021-10,6,06_USR_005,Unknown,-117801.1126
21,2021-10,7,07_USR_006,Unknown,15414.406
21,2021-10,8,08_USR_007,Unknown,-2484.19
21,2021-10,9,09_USR_008,Unknown,-96305.4305
21,2021-10,10,10_USR_009,Unknown,-76040.6385
21,2021-10,11,11_USR_010,Unknown,17263.206
22,2021-11,0,00_ACC_Input_From_Outside,Unknown,-743363.3
22,2021-11,1,01_ACC_Output_To_Outside,Unknown,256488.6374
22,2021-11,2,02_USR_001,Unknown,-163878.01
22,2021-11,3,03_USR_002,Unknown,-51823.2545
22,2021-11,4,04_USR_003,Unknown,-44491.0001
22,2021-11,5,05_USR_004,Unknown,32126.1139
22,2021-11,6,06_USR_005,Unknown,-146506.8289
22,2021-11,7,07_USR_006,Unknown,-118212.3235
22,2021-11,8,08_USR_007,Unknown,-45897.1073
22,2021-11,9,09_USR_008,Unknown,-137926.6022
22,2021-11,10,10_USR_009,Unknown,-164707.795
22,2021-11,11,11_USR_010,Unknown,-105460.6654
23,2021-12,0,00_ACC_Input_From_Outside,Unknown,-877542.08
23,2021-12,1,01_ACC_Output_To_Outside,Unknown,0.0
23,2021-12,2,02_USR_001,Unknown,18201.0636
23,2021-12,3,03_USR_002,Unknown,7129356.9612
23,2021-12,4,04_USR_003,Unknown,-748409.4629
23,2021-12,5,05_USR_004,Unknown,-46201033.3311
23,2021-12,6,06_USR_005,Unknown,21841.6501
23,2021-12,7,07_USR_006,Unknown,-8118.5633
23,2021-12,8,08_USR_007,Unknown,18163.4194
23,2021-12,9,09_USR_008,Unknown,20387.7295
23,2021-12,10,10_USR_009,Unknown,7966.7627
23,2021-12,11,11_USR_010,Unknown,9447.0485
