t_idx,node_idx,ik_suggested_delta,ik_strain_energy
99,3,-333.8133,1901.7148
99,4,1214.6792,1901.7148
100,0,-225.6779,1873.3031
100,1,-310.3531,1873.3031
100,2,-379.7898,1873.3031
100,3,-289.3313,1873.3031
100,4,1205.1478,1873.3031
101,0,-228.2039,1882.5271
101,1,-294.3580,1882.5271
101,2,-400.9291,1882.5271
101,3,-281.3403,1882.5271
101,4,1204.8254,1882.5271
102,0,-189.6317,1887.5183
102,1,-340.2005,1887.5183
102,2,-416.3084,1887.5183
102,3,-259.9042,1887.5183
102,4,1206.0279,1887.5183
103,0,-235.0059,1910.4429
103,1,-316.0698,1910.4429
103,2,-380.1583,1910.4429
103,3,-275.9114,1910.4429
103,4,1207.1179,1910.4429
104,0,-182.4337,1942.5511
104,1,-352.8614,1942.5511
104,2,-384.0551,1942.5511
104,3,-294.2664,1942.5511
104,4,1213.6476,1942.5511
105,0,-207.0624,1959.2305
105,1,-304.0038,1959.2305
105,2,-397.0121,1959.2305
105,3,-306.8145,1959.2305
105,4,1214.8759,1959.2305
106,0,-213.0939,1977.5039
106,1,-289.3865,1977.5039
106,2,-398.8947,1977.5039
106,3,-313.4695,1977.5039
106,4,1214.8061,1977.5039
107,0,-160.4342,1993.3574
107,1,-330.8214,1993.3574
107,2,-402.2976,1993.3574
107,3,-323.7752,1993.3574
107,4,1217.2955,1993.3574
108,0,-201.2354,2012.0607
108,1,-302.0063,2012.0607
108,2,-386.9972,2012.0607
108,3,-326.5154,2012.0607
108,4,1216.7532,2012.0607
109,0,-189.4638,2008.7454
109,1,-333.0872,2008.7454
109,2,-370.5551,2008.7454
109,3,-325.0518,2008.7454
109,4,1218.1532,2008.7454
110,0,-227.2295,2017.7975
110,1,-313.1235,2017.7975
110,2,-348.2474,2017.7975
110,3,-328.7915,2017.7975
110,4,1217.3795,2017.7975
111,0,-218.1130,2036.2931
111,1,-323.0646,2036.2931
111,2,-387.6658,2036.2931
111,3,-289.0541,2036.2931
111,4,1217.9075,2036.2931
112,0,-224.8722,2018.3375
112,1,-291.7563,2018.3375
112,2,-378.1706,2018.3375
112,3,-314.8433,2018.3375
112,4,1209.6553,2018.3375
113,0,-197.6333,2021.6199
113,1,-326.8175,2021.6199
113,2,-372.1428,2021.6199
113,3,-314.7657,2021.6199
113,4,1211.3512,2021.6199
114,0,-199.9066,1976.6818
114,1,-323.0338,1976.6818
114,2,-351.8453,1976.6818
114,3,-340.0311,1976.6818
114,4,1214.8159,1976.6818
115,0,-209.2089,1953.7314
115,1,-331.0550,1953.7314
115,2,-351.3651,1953.7314
115,3,-318.6558,1953.7314
115,4,1210.2698,1953.7314
116,0,-209.5617,1947.6428
116,1,-356.1202,1947.6428
116,2,-358.6575,1947.6428
116,3,-287.9957,1947.6428
116,4,1212.3341,1947.6428
117,0,-208.9962,1950.0092
117,1,-345.5020,1950.0092
117,2,-350.9662,1950.0092
117,3,-307.5994,1950.0092
117,4,1213.0564,1950.0092
118,0,-246.4081,1923.5361
118,1,-327.8808,1923.5361
118,2,-320.7073,1923.5361
118,3,-315.6564,1923.5361
118,4,1210.6640,1923.5361
119,0,-242.9036,1939.5684
119,1,-335.0700,1939.5684
119,2,-312.7227,1939.5684
119,3,-326.5057,1939.5684
119,4,1217.2042,1939.5684
120,0,-247.6795,1960.9481
120,1,-329.8827,1960.9481
120,2,-322.0608,1960.9481
120,3,-324.6103,1960.9481
120,4,1224.2143,1960.9481
121,0,-248.1434,1897.3756
121,1,-324.5638,1897.3756
121,2,-315.7159,1897.3756
121,3,-319.9237,1897.3756
121,4,1208.3028,1897.3756
122,0,-221.1841,1900.3398
122,1,-308.4069,1900.3398
122,2,-347.2646,1900.3398
122,3,-340.3164,1900.3398
122,4,1217.1597,1900.3398
123,0,-194.9481,1804.9846
123,1,-330.3059,1804.9846
123,2,-357.4608,1804.9846
123,3,-318.6752,1804.9846
123,4,1201.3903,1804.9846
124,0,-214.3108,1853.3777
124,1,-331.4072,1853.3777
124,2,-352.2432,1853.3777
124,3,-317.5334,1853.3777
124,4,1215.4996,1853.3777
125,0,-180.2125,1848.7225
125,1,-364.8084,1848.7225
125,2,-360.2001,1848.7225
125,3,-305.2653,1848.7225
125,4,1210.4612,1848.7225
126,0,-218.8697,1860.7432
126,1,-342.9522,1860.7432
126,2,-341.2746,1860.7432
126,3,-306.9625,1860.7432
126,4,1210.0494,1860.7432
127,0,-174.6418,1860.4691
127,1,-354.8681,1860.4691
127,2,-366.0109,1860.4691
127,3,-311.5470,1860.4691
127,4,1207.0801,1860.4691
128,0,-215.2318,1909.2843
128,1,-323.0427,1909.2843
128,2,-367.3916,1909.2843
128,3,-311.6469,1909.2843
128,4,1217.3274,1909.2843
129,0,-197.3637,1894.0454
129,1,-350.8214,1894.0454
129,2,-347.1920,1894.0454
129,3,-312.7227,1894.0454
129,4,1208.1079,1894.0454
130,0,-201.2812,1921.3810
130,1,-326.2909,1921.3810
130,2,-381.6511,1921.3810
130,3,-302.8819,1921.3810
130,4,1212.0892,1921.3810
131,0,-219.7763,1859.0487
131,1,-306.0263,1859.0487
131,2,-351.3584,1859.0487
131,3,-325.7154,1859.0487
131,4,1202.8746,1859.0487
132,0,-222.2284,1865.6354
132,1,-316.7964,1865.6354
132,2,-340.7774,1865.6354
132,3,-339.6729,1865.6354
132,4,1219.4871,1865.6354
133,0,-190.3251,1867.6465
133,1,-347.3325,1867.6465
133,2,-347.8417,1867.6465
133,3,-330.6395,1867.6465
133,4,1216.1531,1867.6465
134,0,-195.8830,1867.1266
134,1,-318.6193,1867.1266
134,2,-354.8771,1867.1266
134,3,-342.2355,1867.1266
134,4,1211.6322,1867.1266
135,0,-205.7997,1880.6187
135,1,-322.0761,1880.6187
135,2,-350.4286,1880.6187
135,3,-332.9531,1880.6187
135,4,1211.2497,1880.6187
136,0,-182.0796,1887.6862
136,1,-345.6372,1887.6862
136,2,-346.2786,1887.6862
136,3,-335.3079,1887.6862
136,4,1209.3048,1887.6862
137,0,-208.2523,1893.0033
137,1,-285.1489,1893.0033
137,2,-375.2588,1893.0033
137,3,-343.0451,1893.0033
137,4,1211.6897,1893.0033
138,0,-240.5296,1905.1331
138,1,-286.8233,1905.1331
138,2,-368.0637,1905.1331
138,3,-316.6689,1905.1331
138,4,1212.0702,1905.1331
139,0,-223.3082,1930.5300
139,1,-302.1004,1930.5300
139,2,-356.4620,1930.5300
139,3,-333.9539,1930.5300
139,4,1215.8207,1930.5300
140,0,-243.2727,1919.7308
140,1,-276.8381,1919.7308
140,2,-385.2387,1919.7308
140,3,-306.7421,1919.7308
140,4,1212.0675,1919.7308
141,0,-224.9521,1819.0674
141,1,-352.6273,1819.0674
141,2,-340.0700,1819.0674
141,3,-294.5255,1819.0674
141,4,1212.1485,1819.0674
142,0,-204.8933,1805.4254
142,1,-327.5004,1805.4254
142,2,-382.1587,1805.4254
142,3,-301.9025,1805.4254
142,4,1216.4458,1805.4254
143,0,-171.8253,1806.6017
143,1,-363.1843,1806.6017
143,2,-376.8194,1806.6017
143,3,-301.9399,1806.6017
143,4,1213.7446,1806.6017
144,0,-153.9102,1797.3323
144,1,-382.9206,1797.3323
144,2,-387.4591,1797.3323
144,3,-282.9719,1797.3323
144,4,1207.2732,1797.3323
145,0,-189.7863,1817.3220
145,1,-342.7584,1817.3220
145,2,-381.8138,1817.3220
145,3,-298.4718,1817.3220
145,4,1212.8285,1817.3220
146,0,-210.7198,1774.9891
146,1,-347.5349,1774.9891
146,2,-392.2797,1774.9891
146,3,-271.1432,1774.9891
146,4,1221.6984,1774.9891
147,0,-236.5161,1715.7282
147,1,-342.2495,1715.7282
147,2,-393.2015,1715.7282
147,3,-237.4902,1715.7282
147,4,1209.4615,1715.7282
148,0,-186.9307,1708.5198
148,1,-349.6370,1708.5198
148,2,-409.0122,1708.5198
148,3,-261.2998,1708.5198
148,4,1206.8693,1708.5198
149,0,-195.1150,1721.4353
149,1,-340.9408,1721.4353
149,2,-405.7934,1721.4353
149,3,-267.0117,1721.4353
149,4,1208.8795,1721.4353
150,0,-233.9880,2360.2996
150,1,-397.2994,2360.2996
150,2,-466.7742,2360.2996
150,3,-313.0906,2360.2996
150,4,1411.1123,2360.2996
151,0,-280.3853,2918.7589
151,1,-430.9748,2918.7589
151,2,-489.7960,2918.7589
151,3,-361.9904,2918.7589
151,4,1563.1765,2918.7589
152,0,-295.0692,3174.6435
152,1,-441.5201,3174.6435
152,2,-519.7380,3174.6435
152,3,-368.5038,3174.6435
152,4,1624.8805,3174.6435
153,0,-248.5005,2720.3488
153,1,-446.3277,2720.3488
153,2,-467.9431,2720.3488
153,3,-336.7951,2720.3488
153,4,1499.6227,2720.3488
154,0,-218.2445,2323.4553
154,1,-399.1765,2323.4553
154,2,-441.7036,2323.4553
154,3,-322.5417,2323.4553
154,4,1381.6675,2323.4553
155,0,-253.3518,2778.2582
155,1,-414.9656,2778.2582
155,2,-483.2306,2778.2582
155,3,-354.0379,2778.2582
155,4,1505.6227,2778.2582
156,0,-276.4460,3161.7122
156,1,-459.8980,3161.7122
156,2,-498.9414,3161.7122
156,3,-365.4962,3161.7122
156,4,1600.7854,3161.7122
157,0,-245.9846,2814.8836
157,1,-430.1337,2814.8836
157,2,-466.0404,2814.8836
157,3,-363.4232,2814.8836
157,4,1505.6270,2814.8836
158,0,-246.1395,2345.8404
158,1,-383.5366,2345.8404
158,2,-432.2024,2345.8404
158,3,-308.0768,2345.8404
158,4,1369.8928,2345.8404
159,0,-251.5998,2684.0557
159,1,-417.2055,2684.0557
159,2,-472.6384,2684.0557
159,3,-319.6273,2684.0557
159,4,1461.0904,2684.0557
160,0,-276.4635,3108.6069
160,1,-426.1377,3108.6069
160,2,-503.9328,3108.6069
160,3,-360.5780,3108.6069
160,4,1567.1634,3108.6069
161,0,-245.3097,2945.0420
161,1,-435.3275,2945.0420
161,2,-476.2279,2945.0420
161,3,-363.9840,2945.0420
161,4,1520.8568,2945.0420
162,0,-228.4385,2396.8615
162,1,-395.0460,2396.8615
162,2,-432.3823,2396.8615
162,3,-311.9623,2396.8615
162,4,1367.8077,2396.8615
163,0,-241.9362,2581.2070
163,1,-399.9363,2581.2070
163,2,-454.6943,2581.2070
163,3,-318.4782,2581.2070
163,4,1415.0247,2581.2070
164,0,-278.5673,3106.3319
164,1,-418.7771,3106.3319
164,2,-497.7516,3106.3319
164,3,-351.9969,3106.3319
164,4,1547.1343,3106.3319
165,0,-239.7264,3051.8498
165,1,-451.6325,3051.8498
165,2,-484.3889,3051.8498
165,3,-353.7439,3051.8498
165,4,1529.4538,3051.8498
166,0,-223.7094,2530.2495
166,1,-395.0369,2530.2495
166,2,-453.9601,2530.2495
166,3,-315.8446,2530.2495
166,4,1388.4930,2530.2495
167,0,-234.3545,2524.7670
167,1,-382.8685,2524.7670
167,2,-446.1500,2524.7670
167,3,-319.1238,2524.7670
167,4,1382.5268,2524.7670
168,0,-239.6067,3087.6849
168,1,-436.1580,3087.6849
168,2,-486.7207,3087.6849
168,3,-362.0438,3087.6849
168,4,1524.5184,3087.6849
169,0,-249.8172,3190.6909
169,1,-440.2226,3190.6909
169,2,-492.4271,3190.6909
169,3,-362.6103,3190.6909
169,4,1545.0494,3190.6909
170,0,-241.2057,2693.7418
170,1,-405.3621,2693.7418
170,2,-447.8963,2693.7418
170,3,-320.7883,2693.7418
170,4,1415.2564,2693.7418
171,0,-237.3144,2544.4227
171,1,-383.1272,2544.4227
171,2,-444.4232,2544.4227
171,3,-306.5317,2544.4227
171,4,1371.4523,2544.4227
172,0,-221.7257,3083.9039
172,1,-436.2729,3083.9039
172,2,-485.1106,3083.9039
172,3,-362.6177,3083.9039
172,4,1505.8273,3083.9039
173,0,-250.6615,3342.1363
173,1,-453.8728,3342.1363
173,2,-490.2306,3342.1363
173,3,-368.0239,3342.1363
173,4,1562.7161,3342.1363
174,0,-233.2416,2900.6343
174,1,-409.9526,2900.6343
