t_idx,node_idx,fk_echo_impact
42,0,-2.3713
42,1,-4.0171
42,2,2.9433
42,3,-1.2745
42,4,4.7195
43,0,-38.4760
43,1,14.6190
43,2,4.0622
43,3,4.5545
43,4,15.2403
44,0,10.8402
44,1,-4.3352
44,2,-4.8143
44,3,-4.9970
44,4,3.3063
45,0,-27.9114
45,1,12.2338
45,2,1.8983
45,3,13.6433
45,4,0.1360
46,0,-15.4956
46,1,-2.9291
46,2,10.7919
46,3,-3.3816
46,4,11.0143
47,0,-9.7641
47,1,24.2822
47,2,-35.0412
47,3,4.6698
47,4,15.8533
48,0,-23.3033
48,1,36.1041
48,2,-5.4276
48,3,-14.9030
48,4,7.5298
49,0,12.2302
49,1,-27.8246
49,2,35.0210
49,3,7.3429
49,4,-26.7695
50,0,-6.2991
50,1,1.2675
50,2,-11.0062
50,3,8.5606
50,4,7.4771
51,0,-6.9136
51,1,-19.9861
51,2,9.8144
51,3,-5.0990
51,4,22.1842
52,0,3.8307
52,1,-4.2756
52,2,0.8255
52,3,2.1126
52,4,-2.4931
53,0,-0.5683
53,1,20.6884
53,2,-8.8992
53,3,-13.0182
53,4,1.7972
54,0,15.9080
54,1,-5.7110
54,2,-8.5140
54,3,7.9315
54,4,-9.6145
55,0,15.0080
55,1,-27.1239
55,2,-1.4129
55,3,10.3854
55,4,3.1434
56,0,-26.4518
56,1,-21.0454
56,2,17.7935
56,3,11.3401
56,4,18.3637
57,0,-2.5151
57,1,-18.1128
57,2,23.7607
57,3,-10.5265
57,4,7.3936
58,0,-12.8404
58,1,-4.3773
58,2,6.3843
58,3,7.3131
58,4,3.5203
59,0,-20.2921
59,1,6.7045
59,2,-3.5227
59,3,9.0191
59,4,8.0913
60,0,1.4303
60,1,9.5054
60,2,1.9242
60,3,-25.8338
60,4,12.9739
61,0,-4.6463
61,1,0.8343
61,2,-6.4398
61,3,-0.2863
61,4,10.5381
62,0,15.7011
62,1,4.4952
62,2,1.9173
62,3,-21.8617
62,4,-0.2519
63,0,-2.1012
63,1,-2.8671
63,2,3.2747
63,3,7.7765
63,4,-6.0829
64,0,30.3165
64,1,-24.9267
64,2,1.8340
64,3,-1.9929
64,4,-5.2308
65,0,-15.9086
65,1,3.6681
65,2,6.7060
65,3,10.2604
65,4,-4.7260
66,0,6.5561
66,1,14.4315
66,2,-2.4407
66,3,-1.5680
66,4,-16.9789
67,0,6.4824
67,1,-14.2483
67,2,11.6360
67,3,-0.5250
67,4,-3.3450
68,0,-4.8243
68,1,-0.5444
68,2,-8.5668
68,3,17.8081
68,4,-3.8725
69,0,-35.3041
69,1,7.7429
69,2,12.7258
69,3,8.4903
69,4,6.3452
70,0,0.0620
70,1,-9.0834
70,2,7.6944
70,3,-1.2418
70,4,2.5688
71,0,-14.2289
71,1,-21.1338
71,2,14.9379
71,3,6.1373
71,4,14.2875
72,0,-6.4259
72,1,-10.6095
72,2,30.8822
72,3,-28.4949
72,4,14.6481
73,0,-1.5495
73,1,-6.0706
73,2,-7.9891
73,3,13.1934
73,4,2.4157
74,0,1.7772
74,1,-8.4018
74,2,10.5390
74,3,-16.5341
74,4,12.6198
75,0,0.5378
75,1,14.2776
75,2,-2.6952
75,3,-22.2138
75,4,10.0937
76,0,10.4647
76,1,5.3557
76,2,-17.0448
76,3,1.1278
76,4,0.0967
77,0,0.2750
77,1,-12.5225
77,2,-19.2335
77,3,25.4571
77,4,6.0239
78,0,24.3649
78,1,-17.1788
78,2,-10.5754
78,3,2.9629
78,4,0.4264
79,0,-7.6625
79,1,19.5463
79,2,-15.1713
79,3,-2.0170
79,4,5.3044
80,0,-11.4971
80,1,-7.7194
80,2,6.8245
80,3,5.9618
80,4,6.4302
81,0,-14.9860
81,1,23.9832
81,2,4.6103
81,3,-13.0420
81,4,-0.5655
82,0,11.5764
82,1,-16.4455
82,2,15.6479
82,3,-13.6076
82,4,2.8288
83,0,12.3032
83,1,4.5528
83,2,-11.0808
83,3,-12.2901
83,4,6.5148
84,0,-12.4213
84,1,-7.2943
84,2,-15.5766
84,3,22.9884
84,4,12.3039
85,0,-5.1887
85,1,10.8115
85,2,4.6112
85,3,2.9475
85,4,-13.1815
86,0,17.0772
86,1,-28.7233
86,2,-9.1505
86,3,4.9004
86,4,15.8962
87,0,-2.4018
87,1,-26.0211
87,2,18.9983
87,3,4.3240
87,4,5.1006
88,0,-16.3528
88,1,-10.2119
88,2,22.3722
88,3,-16.1872
88,4,20.3796
89,0,-27.7191
89,1,18.3756
89,2,11.1907
89,3,8.7549
89,4,-10.6021
90,0,13.8785
90,1,16.4654
90,2,-15.5337
90,3,-19.5249
90,4,4.7148
91,0,-0.0886
91,1,15.5188
91,2,-18.2657
91,3,-10.5357
91,4,13.3712
92,0,-6.1957
92,1,-17.5143
92,2,40.5090
92,3,2.0073
92,4,-18.8062
93,0,-9.7507
93,1,15.5342
93,2,-23.6750
93,3,-3.5191
93,4,21.4106
94,0,-5.7814
94,1,2.1322
94,2,9.5375
94,3,-2.6296
94,4,-3.2588
95,0,-18.3181
95,1,-1.0272
95,2,6.2048
95,3,13.6370
95,4,-0.4966
96,0,-12.8313
96,1,-0.9164
96,2,-10.0029
96,3,10.2561
96,4,13.4945
97,0,-9.4679
97,1,-0.7056
97,2,-7.5698
97,3,11.0937
97,4,6.6497
98,0,30.7936
98,1,-15.6835
98,2,-7.9555
98,3,-17.2226
98,4,10.0680
99,0,-4.8507
99,1,16.8691
99,2,3.4321
99,3,-13.2300
99,4,-2.2204
100,0,12.5952
100,1,-23.6516
100,2,3.9928
100,3,-6.1401
100,4,13.2036
101,0,7.1462
101,1,-25.7679
101,2,28.5324
101,3,-11.8459
101,4,1.9353
102,0,-3.3051
102,1,-5.1345
102,2,5.9172
102,3,-15.4613
102,4,17.9837
103,0,-10.5361
103,1,6.5090
103,2,-11.4453
103,3,1.2080
103,4,14.2644
104,0,6.4822
104,1,-4.8937
104,2,-13.7204
104,3,4.8469
104,4,7.2849
105,0,10.8225
105,1,-11.6696
105,2,4.2337
105,3,-1.1130
105,4,-2.2736
106,0,12.6904
106,1,-14.3444
106,2,-6.3967
106,3,5.8229
106,4,2.2278
107,0,-4.1462
107,1,-29.2603
107,2,5.9397
107,3,35.3202
107,4,-7.8534
108,0,11.5363
108,1,6.7593
108,2,-0.0503
108,3,-6.9883
108,4,-11.2569
109,0,8.5340
109,1,-7.8257
109,2,1.6218
109,3,-10.0859
109,4,7.7559
110,0,9.9228
110,1,9.2620
110,2,-14.0622
110,3,-1.8506
110,4,-3.2719
111,0,6.9783
111,1,7.5565
111,2,-13.1972
111,3,0.4979
111,4,-1.8355
112,0,-24.8510
112,1,7.5414
112,2,0.6813
112,3,6.6426
112,4,9.9858
113,0,-15.1812
113,1,-3.9384
113,2,-4.0426
113,3,-1.8217
113,4,24.9839
114,0,8.1330
114,1,3.4036
114,2,-16.6587
114,3,12.0431
114,4,-6.9211
115,0,0.5679
115,1,4.1265
115,2,-29.3737
115,3,12.2312
115,4,12.4481
116,0,19.9762
116,1,-13.2300
116,2,11.7490
116,3,-8.8105
116,4,-9.6847
117,0,6.3484
117,1,-13.8457
117,2,23.7598
117,3,-22.5697
117,4,6.3072
118,0,0.3079
118,1,17.9744
118,2,-4.1061
118,3,3.0222
118,4,-17.1985
119,0,-16.0896
119,1,15.2343
119,2,-2.5017
119,3,2.3554
119,4,1.0016
120,0,-22.0888
120,1,31.1629
120,2,3.3944
120,3,2.5362
120,4,-15.0048
121,0,3.7553
121,1,22.1216
121,2,-11.1116
121,3,-21.5938
121,4,6.8285
122,0,19.8778
122,1,-15.7725
122,2,12.6734
122,3,2.6337
122,4,-19.4124
123,0,-1.9278
123,1,-17.7172
123,2,-5.3281
123,3,12.0230
123,4,12.9501
124,0,15.0631
124,1,-12.9380
124,2,-2.0964
124,3,0.9188
124,4,-0.9475
125,0,-6.6132
125,1,3.5838
125,2,16.4975
125,3,-6.4925
125,4,-6.9756
126,0,-2.0648
126,1,7.8688
126,2,-0.0239
126,3,-8.0919
126,4,2.3118
127,0,16.3374
127,1,-17.4997
127,2,-4.1961
127,3,9.4310
127,4,-4.0726
128,0,1.2865
128,1,-5.9606
128,2,-22.1724
128,3,26.6330
128,4,0.2134
129,0,1.0965
129,1,-9.7080
129,2,-1.2399
129,3,7.9913
129,4,1.8602
130,0,8.1959
130,1,3.9401
130,2,-21.4587
130,3,7.7773
130,4,1.5454
131,0,10.5661
131,1,-21.4061
131,2,-10.6867
131,3,-9.4867
131,4,31.0134
132,0,2.5754
132,1,-12.6698
132,2,-1.9811
132,3,13.6368
132,4,-1.5613
133,0,0.6822
133,1,15.5525
133,2,-12.7256
133,3,-6.4878
133,4,2.9786
134,0,5.9065
134,1,-5.1492
134,2,0.2020
134,3,-4.2996
134,4,3.3403
135,0,10.3296
135,1,-5.0023
135,2,0.2657
135,3,-9.9747
135,4,4.3816
136,0,27.4340
136,1,-26.8987
136,2,-10.5378
136,3,8.7628
136,4,1.2397
137,0,-10.8095
137,1,8.2100
137,2,35.7258
137,3,-17.4491
137,4,-15.6772
138,0,38.7728
138,1,-24.5935
138,2,-14.7193
138,3,7.8083
138,4,-7.2682
139,0,4.6530
139,1,-13.6375
139,2,12.0449
139,3,0.5120
139,4,-3.5724
140,0,33.0608
140,1,-17.2687
140,2,10.9497
140,3,-7.6459
140,4,-19.0959
141,0,-22.2065
141,1,3.6520
141,2,-8.0055
141,3,-2.8987
141,4,29.4587
142,0,-4.3960
142,1,-7.7619
142,2,3.9150
142,3,6.8292
142,4,1.4136
143,0,15.7773
143,1,18.4427
143,2,-22.1338
143,3,-12.1880
143,4,0.1019
144,0,10.4959
144,1,1.1067
144,2,-23.6194
144,3,5.9698
144,4,6.0470
145,0,-4.8217
145,1,-6.1249
145,2,-19.1208
145,3,8.6600
145,4,21.4075
146,0,8.4694
146,1,19.7939
146,2,3.8490
146,3,-10.7295
146,4,-21.3827
147,0,10.2780
147,1,10.9223
147,2,-18.4574
147,3,-11.4774
147,4,8.7345
148,0,-15.7877
148,1,9.9931
148,2,-11.3581
148,3,22.5677
148,4,-5.4150
149,0,-8.2388
149,1,11.1825
149,2,19.7459
149,3,-28.3181
149,4,5.6285
150,0,-7.5910
150,1,4.5363
150,2,20.8473
150,3,-18.0181
150,4,0.2254
151,0,-17.0532
151,1,21.9310
151,2,-13.8898
151,3,8.6940
151,4,0.3181
152,0,-16.3307
152,1,19.3143
152,2,-2.1957
152,3,-0.9132
152,4,0.1253
153,0,33.6435
153,1,2.4304
153,2,-21.8584
153,3,-14.6284
153,4,0.4130
154,0,4.2936
154,1,-15.5676
154,2,-1.7377
154,3,12.9351
154,4,0.0765
155,0,-12.7157
155,1,7.8749
155,2,-7.1397
155,3,11.8528
155,4,0.1277
156,0,11.0925
156,1,2.8833
156,2,-6.7534
156,3,-7.2373
156,4,0.0149
157,0,4.3148
157,1,-2.8830
157,2,-18.7843
157,3,17.2960
157,4,0.0565
158,0,-10.6277
158,1,25.7268
158,2,-5.7284
158,3,-9.5960
158,4,0.2254
159,0,7.7626
159,1,6.9934
159,2,7.4461
159,3,-22.2939
159,4,0.0919
160,0,-7.5284
160,1,9.6193
160,2,-7.1630
160,3,5.0358
160,4,0.0363
161,0,2.4459
161,1,-4.9734
161,2,-22.1022
161,3,24.4107
161,4,0.2190
162,0,20.9130
162,1,-11.4643
162,2,-9.3961
162,3,-0.1983
162,4,0.1458
163,0,6.7892
163,1,-3.8982
163,2,-3.4350
163,3,0.5160
163,4,0.0280
164,0,-9.5831
164,1,22.0122
164,2,-7.5457
164,3,-4.9865
164,4,0.1031
165,0,28.0739
165,1,-18.9544
165,2,-17.3806
165,3,8.0195
165,4,0.2415
166,0,3.3096
166,1,-10.6710
166,2,15.8429
166,3,-8.5675
166,4,0.0860
167,0,-0.7791
167,1,2.6536
167,2,-6.5594
167,3,4.6532
167,4,0.0317
168,0,6.2009
168,1,-13.6616
168,2,-4.5471
168,3,11.9886
168,4,0.0192
169,0,-0.4812
169,1,-11.3675
169,2,-9.9922
169,3,21.6723
169,4,0.1686
170,0,19.1344
170,1,6.4625
170,2,-23.1096
170,3,-2.7340
170,4,0.2466
171,0,5.2427
171,1,-0.0789
171,2,6.1799
171,3,-11.3748
171,4,0.0310
172,0,10.5405
172,1,-28.3639
172,2,0.9489
172,3,16.7777
172,4,0.0967
173,0,18.2890
173,1,-17.0530
173,2,3.7513
173,3,-5.1390
173,4,0.1518
174,0,7.2284
174,1,-0.5531
174,2,-8.5864
174,3,1.8500
174,4,0.0611
175,0,1.8565
175,1,23.6646
175,2,-23.5678
175,3,-2.0713
175,4,0.1180
176,0,-1.1948
176,1,-4.5553
176,2,13.0253
176,3,-7.3345
176,4,0.0592
177,0,-1.6416
177,1,20.3137
177,2,-9.5893
177,3,-9.2644
177,4,0.1817
178,0,-9.3890
178,1,-6.4944
178,2,16.9395
178,3,-1.1194
178,4,0.0634
179,0,6.3632
179,1,-6.6801
179,2,2.7789
179,3,-2.4863
179,4,0.0243
180,0,-0.8621
180,1,-9.0804
180,2,-14.2535
180,3,23.9753
180,4,0.2207
181,0,-5.9912
181,1,5.4433
181,2,1.6030
181,3,-1.1080
181,4,0.0529
182,0,-8.4634
182,1,2.8495
182,2,4.0092
182,3,1.5747
182,4,0.0300
183,0,-9.4146
183,1,-10.7423
183,2,9.3616
183,3,10.6046
183,4,0.1907
184,0,-3.0810
184,1,20.8717
184,2,-14.1745
184,3,-3.8382
184,4,0.2221
185,0,0.3868
185,1,23.5940
185,2,-26.6965
185,3,2.4057
185,4,0.3101
186,0,-6.6619
186,1,-7.6988
186,2,1.6283
186,3,12.6910
186,4,0.0415
187,0,11.2442
187,1,-1.5265
187,2,-20.5922
187,3,10.6767
187,4,0.1978
188,0,12.3688
188,1,14.9117
188,2,-18.9259
188,3,-8.5290
188,4,0.1744
189,0,6.4503
189,1,19.9450
189,2,-9.9469
189,3,-16.7143
189,4,0.2660
190,0,13.2694
190,1,-23.1737
190,2,-4.6681
190,3,14.3330
190,4,0.2393
191,0,-27.0178
191,1,25.4784
191,2,17.7701
191,3,-16.9612
191,4,0.7305
192,0,0.9219
192,1,24.9744
192,2,-7.8749
192,3,-18.3913
192,4,0.3700
193,0,8.3954
193,1,14.0895
193,2,-6.6931
193,3,-15.9196
193,4,0.1278
194,0,-8.2390
194,1,4.0120
194,2,-11.0424
194,3,15.1028
194,4,0.1666
195,0,-0.9792
195,1,24.6612
195,2,-12.5014
195,3,-11.5088
195,4,0.3283
196,0,12.0784
196,1,-8.2708
196,2,-3.0974
196,3,-0.8002
196,4,0.0900
197,0,12.6244
197,1,-8.4337
197,2,-13.2902
197,3,9.0107
197,4,0.0887
198,0,32.8849
198,1,0.0975
198,2,-0.5554
198,3,-32.9470
198,4,0.5201
199,0,-12.2614
199,1,-4.9858
199,2,-4.1357
199,3,21.1718
199,4,0.2112
200,0,15.4231
200,1,-21.9982
200,2,21.9658
200,3,-16.1245
200,4,0.7337
201,0,8.2360
201,1,-22.5946
201,2,-11.1309
201,3,25.0147
201,4,0.4749
202,0,-4.0731
202,1,-12.5833
202,2,4.4961
202,3,12.0635
202,4,0.0968
203,0,-2.0873
203,1,-10.0715
203,2,2.5785
203,3,9.5814
203,4,-0.0012
204,0,3.2077
204,1,-20.6715
204,2,5.9458
204,3,11.2478
204,4,0.2702
205,0,21.9482
205,1,4.8919
205,2,-1.4255
205,3,-25.8936
205,4,0.4790
206,0,-5.5173
206,1,39.4058
206,2,-19.4808
206,3,-15.1691
206,4,0.7613
207,0,-14.4272
207,1,-1.4957
207,2,-0.7048
207,3,16.6171
207,4,0.0105
208,0,-7.0521
208,1,-19.5412
208,2,-2.5598
208,3,28.7042
208,4,0.4490
209,0,6.7360
209,1,2.9669
209,2,-11.7354
209,3,1.9613
209,4,0.0712
210,0,0.0929
210,1,-21.7200
210,2,15.5745
210,3,5.8037
210,4,0.2488
211,0,-6.4108
211,1,1.8549
211,2,7.9657
211,3,-3.4671
211,4,0.0573
212,0,-12.5653
212,1,11.9638
212,2,7.9916
212,3,-7.5334
212,4,0.1432
213,0,12.6136
213,1,-2.8940
213,2,-13.1838
213,3,3.3631
213,4,0.1011
214,0,-13.6345
214,1,18.6470
214,2,-0.9649
214,3,-4.2515
214,4,0.2038
215,0,-11.3965
215,1,18.7522
215,2,-6.7905
215,3,-0.8487
215,4,0.2835
216,0,-1.7687
216,1,12.1324
216,2,-0.0604
216,3,-10.3556
216,4,0.0523
217,0,2.9209
217,1,-10.8448
217,2,23.9016
217,3,-16.3106
217,4,0.3329
218,0,-2.8192
218,1,4.4321
218,2,-6.3592
218,3,4.7409
218,4,0.0053
219,0,-27.2002
219,1,14.6395
219,2,3.5623
219,3,8.7667
219,4,0.2317
220,0,16.6800
220,1,-21.8654
220,2,-3.1069
220,3,8.0058
220,4,0.2865
221,0,-3.7221
221,1,14.5949
221,2,-18.8668
221,3,7.8183
221,4,0.1757
222,0,-27.7792
222,1,0.7676
222,2,14.5653
222,3,12.2512
222,4,0.1951
223,0,-29.7704
223,1,4.6728
223,2,12.3443
223,3,12.5226
223,4,0.2307
224,0,-12.5162
224,1,13.4647
224,2,-20.1532
224,3,18.8517
224,4,0.3529
225,0,3.2403
225,1,-10.4010
225,2,-0.5571
225,3,7.6953
225,4,0.0225
226,0,-3.9810
226,1,-0.0766
226,2,-1.3941
226,3,5.4348
226,4,0.0168
227,0,-19.3643
227,1,-3.9292
227,2,17.9351
227,3,5.2433
227,4,0.1151
228,0,-10.8022
228,1,8.0293
228,2,10.4677
228,3,-7.7558
228,4,0.0609
229,0,-6.6217
229,1,20.5307
229,2,-7.6325
229,3,-6.3678
229,4,0.0914
230,0,-16.2477
230,1,1.4914
230,2,4.8236
230,3,9.8095
230,4,0.1232
231,0,-11.9938
231,1,0.9796
231,2,1.9577
231,3,9.0166
231,4,0.0399
232,0,-0.2046
232,1,15.2501
232,2,8.8915
232,3,-24.1198
232,4,0.1827
233,0,7.1241
233,1,-9.4441
233,2,-0.7103
233,3,3.0317
233,4,-0.0013
234,0,-10.3795
234,1,13.7404
234,2,-26.1551
234,3,22.3722
234,4,0.4221
235,0,7.2763
235,1,-17.3573
235,2,14.9516
235,3,-5.0593
235,4,0.1887
236,0,-14.4375
236,1,5.3959
236,2,15.0484
236,3,-6.1190
236,4,0.1123
237,0,7.1823
237,1,1.1478
237,2,9.0986
237,3,-17.3911
237,4,-0.0375
238,0,-3.5710
238,1,-22.3218
238,2,13.9565
238,3,11.4594
238,4,0.4768
239,0,-3.0618
239,1,4.9621
239,2,3.6244
239,3,-5.5650
239,4,0.0404
240,0,10.4217
240,1,-8.9018
240,2,12.8844
240,3,-14.5777
240,4,0.1734
241,0,17.9235
241,1,-6.9004
241,2,-13.7722
241,3,2.5868
241,4,0.1622
242,0,-20.8256
242,1,-21.6414
242,2,20.1455
242,3,21.8585
242,4,0.4630
243,0,-12.9368
243,1,4.2847
243,2,1.8075
243,3,6.7180
243,4,0.1265
244,0,-13.1809
244,1,3.5781
244,2,1.1842
244,3,8.4314
244,4,-0.0128
245,0,-4.6281
245,1,14.1209
245,2,-1.4873
245,3,-8.1377
245,4,0.1322
246,0,8.5257
246,1,-17.6152
246,2,13.8205
246,3,-4.8707
246,4,0.1397
247,0,6.1260
247,1,1.2095
247,2,2.5213
247,3,-9.8670
247,4,0.0103
248,0,3.2780
248,1,-13.2901
248,2,-15.2537
248,3,25.0083
248,4,0.2575
249,0,14.0590
249,1,22.8977
249,2,-16.9989
249,3,-20.2284
249,4,0.2705
250,0,7.0244
250,1,-5.6738
250,2,9.5884
250,3,-11.0449
250,4,0.1058
251,0,9.4586
251,1,-11.1138
251,2,-12.9683
251,3,14.3567
251,4,0.2668
252,0,-5.4091
252,1,-10.1808
252,2,4.3944
252,3,11.1747
252,4,0.0208
253,0,1.7411
253,1,-5.9744
253,2,-2.9643
253,3,7.1653
253,4,0.0323
254,0,-24.9182
254,1,24.5605
254,2,-1.7386
254,3,1.6936
254,4,0.4028
255,0,1.1253
255,1,3.2971
255,2,13.8294
255,3,-18.3556
255,4,0.1039
256,0,11.8059
256,1,-18.7134
256,2,2.0307
256,3,4.7700
256,4,0.1068
257,0,23.8747
257,1,-19.8441
257,2,-2.4497
257,3,-1.8726
257,4,0.2918
258,0,2.5021
258,1,22.1280
258,2,-6.4490
258,3,-18.4768
258,4,0.2958
259,0,-6.6160
259,1,-2.2639
259,2,2.7411
259,3,6.1485
259,4,-0.0098
260,0,-11.7363
260,1,20.2406
260,2,-6.7500
260,3,-1.9010
260,4,0.1467
261,0,-6.1592
261,1,-27.5292
261,2,23.3279
261,3,9.8833
261,4,0.4772
262,0,-37.4189
262,1,15.0716
262,2,8.5224
262,3,13.4605
262,4,0.3643
263,0,14.5125
263,1,5.1790
263,2,-17.9323
263,3,-1.9055
263,4,0.1463
264,0,-13.0494
264,1,-3.0756
264,2,4.3679
264,3,11.6858
264,4,0.0713
265,0,-4.5806
265,1,7.9975
265,2,-23.7456
265,3,20.2201
265,4,0.1085
266,0,0.2961
266,1,3.0560
266,2,-8.0134
266,3,4.6599
266,4,0.0014
267,0,8.3225
267,1,-27.1954
267,2,12.0834
267,3,6.5295
267,4,0.2600
268,0,-8.0503
268,1,-10.0403
268,2,21.3779
268,3,-3.4071
268,4,0.1197
269,0,-6.2970
269,1,2.8172
269,2,4.4528
269,3,-0.9901
269,4,0.0171
270,0,0.6668
270,1,-10.3836
270,2,9.3222
270,3,0.2866
270,4,0.1080
271,0,-18.5014
271,1,20.4183
271,2,10.3111
271,3,-12.4889
271,4,0.2610
272,0,1.8915
272,1,-14.5588
272,2,-2.4269
272,3,15.0134
272,4,0.0809
273,0,9.6298
273,1,8.9150
273,2,-15.3612
273,3,-3.1886
273,4,0.0050
274,0,-6.0469
274,1,8.7482
274,2,-8.7191
274,3,6.0362
274,4,-0.0183
275,0,-4.6968
275,1,-4.4362
275,2,-0.5135
275,3,9.6298
275,4,0.0166
276,0,11.8643
276,1,-1.0444
276,2,-7.9310
276,3,-2.8734
276,4,-0.0153
277,0,-0.2334
277,1,29.2067
277,2,-32.7363
277,3,3.5572
277,4,0.2059
278,0,12.3693
278,1,3.4212
278,2,3.7249
278,3,-19.5943
278,4,0.0789
279,0,-3.9833
279,1,-10.3976
279,2,27.4614
279,3,-13.3323
279,4,0.2518
280,0,17.7221
280,1,-5.5771
280,2,-12.3778
280,3,0.0345
280,4,0.1984
281,0,-36.6258
281,1,30.6657
281,2,5.4052
281,3,0.0998
281,4,0.4551
282,0,18.9079
282,1,0.8514
282,2,-6.6074
282,3,-13.2124
282,4,0.0605
283,0,16.2821
283,1,6.7499
283,2,-13.9831
283,3,-9.0967
283,4,0.0477
284,0,-0.8492
284,1,11.9744
284,2,11.9461
284,3,-23.2660
284,4,0.1947
285,0,-11.8995
285,1,-9.2828
285,2,3.4623
285,3,17.5957
285,4,0.1243
286,0,1.6019
286,1,-1.8436
286,2,-11.2835
286,3,11.4687
286,4,0.0564
287,0,2.1743
287,1,-11.5483
287,2,1.8310
287,3,7.4935
287,4,0.0495
288,0,2.8030
288,1,-30.0909
288,2,15.8801
288,3,11.1427
288,4,0.2650
289,0,-10.0420
289,1,7.4357
289,2,-1.6958
289,3,4.2117
289,4,0.0904
290,0,-23.9983
290,1,6.7182
290,2,3.4124
290,3,13.6991
290,4,0.1687
291,0,3.7689
291,1,20.2649
291,2,-19.3366
291,3,-4.8344
291,4,0.1372
292,0,7.9404
292,1,-23.3802
292,2,30.3073
292,3,-15.2445
292,4,0.3769
293,0,6.1792
293,1,9.6730
293,2,0.5621
293,3,-16.5492
293,4,0.1350
294,0,-10.1341
294,1,-2.5206
294,2,12.9559
294,3,-0.3695
294,4,0.0683
295,0,3.7750
295,1,-9.0167
