t_idx,src_idx,tgt_idx,coherence,phase_shift
99,0,0,1.0000,-0.0000
100,0,0,1.0000,0.0000
101,0,0,1.0000,0.0000
102,0,0,1.0000,-0.0000
103,0,0,1.0000,-0.0000
104,0,0,1.0000,-0.0000
105,0,0,1.0000,-0.0000
106,0,0,1.0000,0.0000
107,0,0,1.0000,0.0000
108,0,0,1.0000,-0.0000
109,0,0,1.0000,0.0000
110,0,0,1.0000,0.0000
111,0,0,1.0000,-0.0000
112,0,0,1.0000,-0.0000
113,0,0,1.0000,0.0000
114,0,0,1.0000,-0.0000
115,0,0,1.0000,0.0000
116,0,0,1.0000,-0.0000
117,0,0,1.0000,-0.0000
118,0,0,1.0000,-0.0000
119,0,0,1.0000,-0.0000
120,0,0,1.0000,0.0000
121,0,0,1.0000,0.0000
122,0,0,1.0000,0.0000
123,0,0,1.0000,0.0000
124,0,0,1.0000,-0.0000
125,0,0,1.0000,0.0000
126,0,0,1.0000,-0.0000
127,0,0,1.0000,0.0000
128,0,0,1.0000,0.0000
129,0,0,1.0000,0.0000
130,0,0,1.0000,0.0000
131,0,0,1.0000,-0.0000
132,0,0,1.0000,0.0000
133,0,0,1.0000,0.0000
134,0,0,1.0000,-0.0000
135,0,0,1.0000,0.0000
136,0,0,1.0000,-0.0000
137,0,0,1.0000,-0.0000
138,0,0,1.0000,-0.0000
139,0,0,1.0000,0.0000
140,0,0,1.0000,0.0000
141,0,0,1.0000,0.0000
142,0,0,1.0000,-0.0000
143,0,0,1.0000,-0.0000
144,0,0,1.0000,-0.0000
145,0,0,1.0000,-0.0000
146,0,0,1.0000,0.0000
147,0,0,1.0000,-0.0000
148,0,0,1.0000,0.0000
149,0,0,1.0000,0.0000
150,0,0,1.0000,0.0000
151,0,0,1.0000,-0.0000
152,0,0,1.0000,0.0000
153,0,0,1.0000,-0.0000
154,0,0,1.0000,0.0000
155,0,0,1.0000,0.0000
156,0,0,1.0000,-0.0000
157,0,0,1.0000,-0.0000
158,0,0,1.0000,-0.0000
159,0,0,1.0000,-0.0000
160,0,0,1.0000,0.0000
161,0,0,1.0000,0.0000
162,0,0,1.0000,-0.0000
163,0,0,1.0000,-0.0000
164,0,0,1.0000,-0.0000
165,0,0,1.0000,-0.0000
166,0,0,1.0000,-0.0000
167,0,0,1.0000,0.0000
168,0,0,1.0000,-0.0000
169,0,0,1.0000,-0.0000
170,0,0,1.0000,-0.0000
171,0,0,1.0000,-0.0000
172,0,0,1.0000,-0.0000
173,0,0,1.0000,-0.0000
174,0,0,1.0000,-0.0000
175,0,0,1.0000,0.0000
176,0,0,1.0000,0.0000
177,0,0,1.0000,-0.0000
178,0,0,1.0000,0.0000
179,0,0,1.0000,0.0000
180,0,0,1.0000,-0.0000
181,0,0,1.0000,-0.0000
182,0,0,1.0000,-0.0000
183,0,0,1.0000,-0.0000
184,0,0,1.0000,0.0000
185,0,0,1.0000,0.0000
186,0,0,1.0000,-0.0000
187,0,0,1.0000,-0.0000
188,0,0,1.0000,0.0000
189,0,0,1.0000,-0.0000
190,0,0,1.0000,-0.0000
191,0,0,1.0000,-0.0000
192,0,0,1.0000,-0.0000
193,0,0,1.0000,0.0000
194,0,0,1.0000,0.0000
195,0,0,1.0000,0.0000
196,0,0,1.0000,0.0000
197,0,0,1.0000,0.0000
198,0,0,1.0000,-0.0000
199,0,0,1.0000,-0.0000
200,0,0,1.0000,-0.0000
201,0,0,1.0000,0.0000
202,0,0,1.0000,0.0000
203,0,0,1.0000,0.0000
204,0,0,1.0000,-0.0000
205,0,0,1.0000,-0.0000
206,0,0,1.0000,-0.0000
207,0,0,1.0000,0.0000
208,0,0,1.0000,-0.0000
209,0,0,1.0000,0.0000
210,0,0,1.0000,0.0000
211,0,0,1.0000,0.0000
212,0,0,1.0000,0.0000
213,0,0,1.0000,-0.0000
214,0,0,1.0000,-0.0000
215,0,0,1.0000,0.0000
216,0,0,1.0000,0.0000
217,0,0,1.0000,0.0000
218,0,0,1.0000,-0.0000
219,0,0,1.0000,0.0000
220,0,0,1.0000,0.0000
221,0,0,1.0000,-0.0000
222,0,0,1.0000,0.0000
223,0,0,1.0000,-0.0000
224,0,0,1.0000,-0.0000
225,0,0,1.0000,-0.0000
226,0,0,1.0000,0.0000
227,0,0,1.0000,-0.0000
228,0,0,1.0000,-0.0000
229,0,0,1.0000,-0.0000
230,0,0,1.0000,-0.0000
231,0,0,1.0000,-0.0000
232,0,0,1.0000,0.0000
233,0,0,1.0000,-0.0000
234,0,0,1.0000,-0.0000
235,0,0,1.0000,-0.0000
236,0,0,1.0000,-0.0000
237,0,0,1.0000,-0.0000
238,0,0,1.0000,0.0000
239,0,0,1.0000,0.0000
240,0,0,1.0000,-0.0000
241,0,0,1.0000,-0.0000
242,0,0,1.0000,0.0000
243,0,0,1.0000,0.0000
244,0,0,1.0000,-0.0000
245,0,0,1.0000,-0.0000
246,0,0,1.0000,0.0000
247,0,0,1.0000,0.0000
248,0,0,1.0000,-0.0000
249,0,0,1.0000,-0.0000
250,0,0,1.0000,0.0000
251,0,0,1.0000,0.0000
252,0,0,1.0000,-0.0000
253,0,0,1.0000,-0.0000
254,0,0,1.0000,-0.0000
255,0,0,1.0000,-0.0000
256,0,0,1.0000,0.0000
257,0,0,1.0000,-0.0000
258,0,0,1.0000,-0.0000
259,0,0,1.0000,-0.0000
260,0,0,1.0000,-0.0000
261,0,0,1.0000,0.0000
262,0,0,1.0000,0.0000
263,0,0,1.0000,-0.0000
264,0,0,1.0000,-0.0000
265,0,0,1.0000,-0.0000
266,0,0,1.0000,0.0000
267,0,0,1.0000,-0.0000
268,0,0,1.0000,0.0000
269,0,0,1.0000,-0.0000
270,0,0,1.0000,-0.0000
271,0,0,1.0000,-0.0000
272,0,0,1.0000,-0.0000
273,0,0,1.0000,-0.0000
274,0,0,1.0000,-0.0000
275,0,0,1.0000,-0.0000
276,0,0,1.0000,-0.0000
277,0,0,1.0000,0.0000
278,0,0,1.0000,-0.0000
279,0,0,1.0000,-0.0000
280,0,0,1.0000,0.0000
281,0,0,1.0000,-0.0000
282,0,0,1.0000,0.0000
283,0,0,1.0000,0.0000
284,0,0,1.0000,0.0000
285,0,0,1.0000,0.0000
286,0,0,1.0000,-0.0000
287,0,0,1.0000,-0.0000
288,0,0,1.0000,0.0000
12,0,1,1.0000,0.0018
13,0,1,1.0000,0.0044
14,0,1,1.0000,0.0059
15,0,1,1.0000,0.0049
16,0,1,1.0000,0.0025
17,0,1,1.0000,0.0015
18,0,1,1.0000,0.0038
19,0,1,1.0000,0.0085
20,0,1,1.0000,0.0113
21,0,1,1.0000,0.0076
22,0,1,1.0000,-0.0043
23,0,1,1.0000,-0.0212
24,0,1,1.0000,-0.0353
25,0,1,1.0000,-0.0384
26,0,1,1.0000,-0.0277
27,0,1,1.0000,-0.0088
28,0,1,1.0000,0.0084
29,0,1,1.0000,0.0159
30,0,1,1.0000,0.0124
31,0,1,1.0000,0.0033
32,0,1,1.0000,-0.0037
33,0,1,1.0000,-0.0048
34,0,1,1.0000,-0.0024
35,0,1,1.0000,-0.0001
36,0,1,1.0000,0.0026
37,0,1,1.0000,0.0086
38,0,1,1.0000,0.0178
39,0,1,1.0000,0.0241
40,0,1,1.0000,0.0204
41,0,1,1.0000,0.0056
42,0,1,1.0000,-0.0121
43,0,1,1.0000,-0.0199
44,0,1,1.0000,-0.0108
45,0,1,1.0000,0.0092
46,0,1,1.0000,0.0279
47,0,1,1.0000,0.0370
48,0,1,1.0000,0.0347
49,0,1,1.0000,0.0231
50,0,1,1.0000,0.0058
51,0,1,1.0000,-0.0120
52,0,1,1.0000,-0.0247
53,0,1,1.0000,-0.0287
54,0,1,1.0000,-0.0245
55,0,1,1.0000,-0.0157
56,0,1,1.0000,-0.0076
57,0,1,1.0000,-0.0047
58,0,1,1.0000,-0.0088
59,0,1,1.0000,-0.0165
60,0,1,1.0000,-0.0216
61,0,1,1.0000,-0.0194
62,0,1,1.0000,-0.0092
63,0,1,1.0000,0.0047
64,0,1,1.0000,0.0150
65,0,1,1.0000,0.0170
66,0,1,1.0000,0.0115
67,0,1,1.0000,0.0040
68,0,1,1.0000,0.0003
69,0,1,1.0000,0.0035
70,0,1,1.0000,0.0121
71,0,1,1.0000,0.0202
72,0,1,1.0000,0.0209
73,0,1,1.0000,0.0103
74,0,1,1.0000,-0.0101
75,0,1,1.0000,-0.0337
76,0,1,1.0000,-0.0519
77,0,1,1.0000,-0.0579
78,0,1,1.0000,-0.0506
79,0,1,1.0000,-0.0340
80,0,1,1.0000,-0.0146
81,0,1,1.0000,0.0032
82,0,1,1.0000,0.0188
83,0,1,1.0000,0.0347
84,0,1,1.0000,0.0512
85,0,1,1.0000,0.0641
86,0,1,1.0000,0.0666
87,0,1,1.0000,0.0556
88,0,1,1.0000,0.0365
89,0,1,1.0000,0.0220
90,0,1,1.0000,0.0182
91,0,1,1.0000,0.0181
92,0,1,1.0000,0.0079
93,0,1,1.0000,-0.0237
94,0,1,1.0000,-0.0714
95,0,1,1.0000,-0.1072
96,0,1,1.0000,-0.1067
97,0,1,1.0000,-0.0716
98,0,1,1.0000,-0.0221
99,0,1,1.0000,0.0169
100,0,1,1.0000,0.0292
101,0,1,1.0000,0.0159
102,0,1,1.0000,-0.0097
103,0,1,1.0000,-0.0324
104,0,1,1.0000,-0.0412
105,0,1,1.0000,-0.0320
106,0,1,1.0000,-0.0088
107,0,1,1.0000,0.0193
108,0,1,1.0000,0.0442
109,0,1,1.0000,0.0609
110,0,1,1.0000,0.0649
111,0,1,1.0000,0.0530
112,0,1,1.0000,0.0283
113,0,1,1.0000,0.0012
114,0,1,1.0000,-0.0160
115,0,1,1.0000,-0.0175
116,0,1,1.0000,-0.0051
117,0,1,1.0000,0.0134
118,0,1,1.0000,0.0277
119,0,1,1.0000,0.0303
120,0,1,1.0000,0.0205
121,0,1,1.0000,0.0057
122,0,1,1.0000,-0.0041
123,0,1,1.0000,-0.0045
124,0,1,1.0000,0.0026
125,0,1,1.0000,0.0120
126,0,1,1.0000,0.0174
127,0,1,1.0000,0.0140
128,0,1,1.0000,0.0022
129,0,1,1.0000,-0.0118
130,0,1,1.0000,-0.0199
131,0,1,1.0000,-0.0185
132,0,1,1.0000,-0.0101
133,0,1,1.0000,-0.0005
134,0,1,1.0000,0.0040
135,0,1,1.0000,0.0013
136,0,1,1.0000,-0.0051
137,0,1,1.0000,-0.0090
138,0,1,1.0000,-0.0071
139,0,1,1.0000,-0.0011
140,0,1,1.0000,0.0041
141,0,1,1.0000,0.0028
142,0,1,1.0000,-0.0063
143,0,1,1.0000,-0.0185
144,0,1,1.0000,-0.0272
145,0,1,1.0000,-0.0228
146,0,1,1.0000,0.0279
147,0,1,1.0000,0.0528
148,0,1,1.0000,0.0249
149,0,1,1.0000,0.0092
150,0,1,1.0000,0.0017
151,0,1,1.0000,-0.0018
152,0,1,1.0000,-0.0030
153,0,1,1.0000,-0.0029
154,0,1,1.0000,-0.0022
155,0,1,1.0000,-0.0022
156,0,1,1.0000,-0.0041
157,0,1,1.0000,-0.0078
158,0,1,1.0000,-0.0114
159,0,1,1.0000,-0.0137
160,0,1,1.0000,-0.0138
161,0,1,1.0000,-0.0109
162,0,1,1.0000,-0.0054
163,0,1,1.0000,0.0019
164,0,1,1.0000,0.0088
165,0,1,1.0000,0.0124
166,0,1,1.0000,0.0111
167,0,1,1.0000,0.0060
168,0,1,1.0000,-0.0002
169,0,1,1.0000,-0.0048
170,0,1,1.0000,-0.0067
171,0,1,1.0000,-0.0065
172,0,1,1.0000,-0.0053
173,0,1,1.0000,-0.0037
174,0,1,1.0000,-0.0015
175,0,1,1.0000,0.0010
176,0,1,1.0000,0.0035
177,0,1,1.0000,0.0057
178,0,1,1.0000,0.0074
179,0,1,1.0000,0.0081
180,0,1,1.0000,0.0072
181,0,1,1.0000,0.0047
182,0,1,1.0000,0.0011
183,0,1,1.0000,-0.0020
184,0,1,1.0000,-0.0033
185,0,1,1.0000,-0.0026
186,0,1,1.0000,-0.0012
187,0,1,1.0000,-0.0005
188,0,1,1.0000,-0.0007
189,0,1,1.0000,-0.0011
190,0,1,1.0000,-0.0007
191,0,1,1.0000,-0.0001
192,0,1,1.0000,-0.0004
193,0,1,1.0000,-0.0018
194,0,1,1.0000,-0.0035
195,0,1,1.0000,-0.0052
196,0,1,1.0000,-0.0074
197,0,1,1.0000,-0.0106
198,0,1,1.0000,-0.0130
199,0,1,1.0000,-0.0115
200,0,1,1.0000,-0.0050
201,0,1,1.0000,0.0029
202,0,1,1.0000,0.0059
203,0,1,1.0000,0.0009
204,0,1,1.0000,-0.0085
205,0,1,1.0000,-0.0142
206,0,1,1.0000,-0.0100
207,0,1,1.0000,0.0031
208,0,1,1.0000,0.0178
209,0,1,1.0000,0.0267
210,0,1,1.0000,0.0271
211,0,1,1.0000,0.0202
212,0,1,1.0000,0.0095
213,0,1,1.0000,-0.0023
214,0,1,1.0000,-0.0136
215,0,1,1.0000,-0.0225
216,0,1,1.0000,-0.0257
217,0,1,1.0000,-0.0210
218,0,1,1.0000,-0.0096
219,0,1,1.0000,0.0040
220,0,1,1.0000,0.0134
221,0,1,1.0000,0.0140
222,0,1,1.0000,0.0062
223,0,1,1.0000,-0.0061
224,0,1,1.0000,-0.0172
225,0,1,1.0000,-0.0226
226,0,1,1.0000,-0.0210
227,0,1,1.0000,-0.0139
228,0,1,1.0000,-0.0036
229,0,1,1.0000,0.0067
230,0,1,1.0000,0.0145
231,0,1,1.0000,0.0178
232,0,1,1.0000,0.0162
233,0,1,1.0000,0.0116
234,0,1,1.0000,0.0080
235,0,1,1.0000,0.0084
236,0,1,1.0000,0.0120
237,0,1,1.0000,0.0150
238,0,1,1.0000,0.0134
239,0,1,1.0000,0.0066
240,0,1,1.0000,-0.0024
241,0,1,1.0000,-0.0088
242,0,1,1.0000,-0.0094
243,0,1,1.0000,-0.0051
244,0,1,1.0000,-0.0004
245,0,1,1.0000,0.0009
246,0,1,1.0000,-0.0011
247,0,1,1.0000,-0.0026
248,0,1,1.0000,-0.0007
249,0,1,1.0000,0.0046
250,0,1,1.0000,0.0094
251,0,1,1.0000,0.0095
252,0,1,1.0000,0.0035
253,0,1,1.0000,-0.0057
254,0,1,1.0000,-0.0127
255,0,1,1.0000,-0.0146
256,0,1,1.0000,-0.0120
257,0,1,1.0000,-0.0080
258,0,1,1.0000,-0.0059
259,0,1,1.0000,-0.0058
260,0,1,1.0000,-0.0057
261,0,1,1.0000,-0.0037
262,0,1,1.0000,-0.0001
263,0,1,1.0000,0.0032
264,0,1,1.0000,0.0046
265,0,1,1.0000,0.0041
266,0,1,1.0000,0.0028
267,0,1,1.0000,0.0021
268,0,1,1.0000,0.0014
269,0,1,1.0000,-0.0002
270,0,1,1.0000,-0.0029
271,0,1,1.0000,-0.0053
272,0,1,1.0000,-0.0057
273,0,1,1.0000,-0.0037
274,0,1,1.0000,-0.0010
275,0,1,1.0000,0.0003
276,0,1,1.0000,-0.0004
277,0,1,1.0000,-0.0008
278,0,1,1.0000,0.0021
279,0,1,1.0000,0.0092
280,0,1,1.0000,0.0175
281,0,1,1.0000,0.0223
282,0,1,1.0000,0.0198
283,0,1,1.0000,0.0112
284,0,1,1.0000,0.0014
285,0,1,1.0000,-0.0046
286,0,1,1.0000,-0.0054
287,0,1,1.0000,-0.0039
288,0,1,1.0000,-0.0042
12,0,2,1.0000,-0.0013
13,0,2,1.0000,-0.0071
14,0,2,1.0000,-0.0118
15,0,2,1.0000,-0.0137
16,0,2,1.0000,-0.0118
17,0,2,1.0000,-0.0062
18,0,2,1.0000,0.0015
19,0,2,1.0000,0.0089
20,0,2,1.0000,0.0136
21,0,2,1.0000,0.0138
22,0,2,1.0000,0.0090
23,0,2,1.0000,0.0006
24,0,2,1.0000,-0.0087
25,0,2,1.0000,-0.0149
26,0,2,1.0000,-0.0147
27,0,2,1.0000,-0.0081
28,0,2,1.0000,0.0017
29,0,2,1.0000,0.0102
30,0,2,1.0000,0.0138
31,0,2,1.0000,0.0108
32,0,2,1.0000,0.0018
33,0,2,1.0000,-0.0094
34,0,2,1.0000,-0.0172
35,0,2,1.0000,-0.0168
36,0,2,1.0000,-0.0074
37,0,2,1.0000,0.0068
38,0,2,1.0000,0.0177
39,0,2,1.0000,0.0182
40,0,2,1.0000,0.0078
41,0,2,1.0000,-0.0058
42,0,2,1.0000,-0.0121
43,0,2,1.0000,-0.0059
44,0,2,1.0000,0.0082
45,0,2,1.0000,0.0189
46,0,2,1.0000,0.0179
47,0,2,1.0000,0.0065
48,0,2,1.0000,-0.0074
49,0,2,1.0000,-0.0147
50,0,2,1.0000,-0.0111
51,0,2,1.0000,0.0012
52,0,2,1.0000,0.0148
53,0,2,1.0000,0.0233
54,0,2,1.0000,0.0245
55,0,2,1.0000,0.0197
56,0,2,1.0000,0.0097
57,0,2,1.0000,-0.0050
58,0,2,1.0000,-0.0216
59,0,2,1.0000,-0.0338
60,0,2,1.0000,-0.0349
61,0,2,1.0000,-0.0220
62,0,2,1.0000,0.0007
63,0,2,1.0000,0.0239
64,0,2,1.0000,0.0370
65,0,2,1.0000,0.0356
66,0,2,1.0000,0.0239
67,0,2,1.0000,0.0098
68,0,2,1.0000,-0.0018
69,0,2,1.0000,-0.0099
70,0,2,1.0000,-0.0162
71,0,2,1.0000,-0.0213
72,0,2,1.0000,-0.0248
73,0,2,1.0000,-0.0263
74,0,2,1.0000,-0.0272
75,0,2,1.0000,-0.0287
76,0,2,1.0000,-0.0300
77,0,2,1.0000,-0.0285
78,0,2,1.0000,-0.0231
79,0,2,1.0000,-0.0161
80,0,2,1.0000,-0.0112
81,0,2,1.0000,-0.0090
82,0,2,1.0000,-0.0047
83,0,2,1.0000,0.0084
84,0,2,1.0000,0.0304
85,0,2,1.0000,0.0532
86,0,2,1.0000,0.0664
87,0,2,1.0000,0.0637
88,0,2,1.0000,0.0487
89,0,2,1.0000,0.0329
90,0,2,1.0000,0.0236
91,0,2,1.0000,0.0156
92,0,2,1.0000,-0.0016
93,0,2,1.0000,-0.0342
94,0,2,1.0000,-0.0732
95,0,2,1.0000,-0.0959
96,0,2,1.0000,-0.0878
97,0,2,1.0000,-0.0540
98,0,2,1.0000,-0.0123
99,0,2,1.0000,0.0169
100,0,2,1.0000,0.0215
101,0,2,1.0000,0.0046
102,0,2,1.0000,-0.0212
103,0,2,1.0000,-0.0420
104,0,2,1.0000,-0.0468
105,0,2,1.0000,-0.0300
106,0,2,1.0000,0.0041
107,0,2,1.0000,0.0426
108,0,2,1.0000,0.0722
109,0,2,1.0000,0.0846
110,0,2,1.0000,0.0771
111,0,2,1.0000,0.0536
112,0,2,1.0000,0.0247
113,0,2,1.0000,0.0010
114,0,2,1.0000,-0.0131
115,0,2,1.0000,-0.0197
116,0,2,1.0000,-0.0233
117,0,2,1.0000,-0.0272
118,0,2,1.0000,-0.0304
119,0,2,1.0000,-0.0290
120,0,2,1.0000,-0.0206
121,0,2,1.0000,-0.0073
122,0,2,1.0000,0.0055
123,0,2,1.0000,0.0120
124,0,2,1.0000,0.0101
125,0,2,1.0000,0.0016
126,0,2,1.0000,-0.0074
127,0,2,1.0000,-0.0099
128,0,2,1.0000,-0.0022
129,0,2,1.0000,0.0124
130,0,2,1.0000,0.0268
131,0,2,1.0000,0.0352
132,0,2,1.0000,0.0354
133,0,2,1.0000,0.0289
134,0,2,1.0000,0.0193
135,0,2,1.0000,0.0101
136,0,2,1.0000,0.0023
137,0,2,1.0000,-0.0054
138,0,2,1.0000,-0.0137
139,0,2,1.0000,-0.0215
140,0,2,1.0000,-0.0267
141,0,2,1.0000,-0.0291
142,0,2,1.0000,-0.0302
143,0,2,1.0000,-0.0308
144,0,2,1.0000,-0.0284
145,0,2,1.0000,-0.0121
146,0,2,1.0000,0.0506
147,0,2,1.0000,0.0608
148,0,2,1.0000,0.0227
149,0,2,1.0000,0.0051
150,0,2,1.0000,-0.0020
151,0,2,1.0000,-0.0043
152,0,2,1.0000,-0.0033
153,0,2,1.0000,0.0001
154,0,2,1.0000,0.0048
155,0,2,1.0000,0.0082
156,0,2,1.0000,0.0065
157,0,2,1.0000,-0.0007
158,0,2,1.0000,-0.0091
159,0,2,1.0000,-0.0144
160,0,2,1.0000,-0.0153
161,0,2,1.0000,-0.0124
162,0,2,1.0000,-0.0076
163,0,2,1.0000,-0.0028
164,0,2,1.0000,0.0010
165,0,2,1.0000,0.0032
166,0,2,1.0000,0.0036
167,0,2,1.0000,0.0029
168,0,2,1.0000,0.0022
169,0,2,1.0000,0.0022
170,0,2,1.0000,0.0030
171,0,2,1.0000,0.0038
172,0,2,1.0000,0.0038
173,0,2,1.0000,0.0026
174,0,2,1.0000,0.0004
175,0,2,1.0000,-0.0019
176,0,2,1.0000,-0.0035
177,0,2,1.0000,-0.0034
178,0,2,1.0000,-0.0013
179,0,2,1.0000,0.0019
180,0,2,1.0000,0.0039
181,0,2,1.0000,0.0033
182,0,2,1.0000,-0.0003
183,0,2,1.0000,-0.0048
184,0,2,1.0000,-0.0076
185,0,2,1.0000,-0.0072
186,0,2,1.0000,-0.0039
187,0,2,1.0000,0.0006
188,0,2,1.0000,0.0046
189,0,2,1.0000,0.0073
190,0,2,1.0000,0.0079
191,0,2,1.0000,0.0055
192,0,2,1.0000,0.0009
193,0,2,1.0000,-0.0030
194,0,2,1.0000,-0.0032
195,0,2,1.0000,0.0005
196,0,2,1.0000,0.0040
197,0,2,1.0000,0.0021
198,0,2,1.0000,-0.0065
199,0,2,1.0000,-0.0167
200,0,2,1.0000,-0.0209
201,0,2,1.0000,-0.0169
202,0,2,1.0000,-0.0090
203,0,2,1.0000,-0.0034
204,0,2,1.0000,-0.0024
205,0,2,1.0000,-0.0021
206,0,2,1.0000,0.0029
207,0,2,1.0000,0.0141
208,0,2,1.0000,0.0263
209,0,2,1.0000,0.0326
210,0,2,1.0000,0.0287
211,0,2,1.0000,0.0155
212,0,2,1.0000,-0.0009
213,0,2,1.0000,-0.0137
214,0,2,1.0000,-0.0197
215,0,2,1.0000,-0.0195
216,0,2,1.0000,-0.0154
217,0,2,1.0000,-0.0102
218,0,2,1.0000,-0.0057
219,0,2,1.0000,-0.0030
220,0,2,1.0000,-0.0023
221,0,2,1.0000,-0.0029
222,0,2,1.0000,-0.0036
223,0,2,1.0000,-0.0028
224,0,2,1.0000,0.0003
225,0,2,1.0000,0.0056
226,0,2,1.0000,0.0114
227,0,2,1.0000,0.0155
228,0,2,1.0000,0.0160
229,0,2,1.0000,0.0130
230,0,2,1.0000,0.0081
231,0,2,1.0000,0.0032
232,0,2,1.0000,-0.0003
233,0,2,1.0000,-0.0014
234,0,2,1.0000,-0.0003
235,0,2,1.0000,0.0021
236,0,2,1.0000,0.0043
237,0,2,1.0000,0.0042
238,0,2,1.0000,0.0004
239,0,2,1.0000,-0.0068
240,0,2,1.0000,-0.0149
241,0,2,1.0000,-0.0195
242,0,2,1.0000,-0.0172
243,0,2,1.0000,-0.0079
244,0,2,1.0000,0.0044
245,0,2,1.0000,0.0129
246,0,2,1.0000,0.0135
247,0,2,1.0000,0.0067
248,0,2,1.0000,-0.0031
249,0,2,1.0000,-0.0111
250,0,2,1.0000,-0.0143
251,0,2,1.0000,-0.0134
252,0,2,1.0000,-0.0108
253,0,2,1.0000,-0.0088
254,0,2,1.0000,-0.0073
255,0,2,1.0000,-0.0049
256,0,2,1.0000,0.0004
257,0,2,1.0000,0.0085
258,0,2,1.0000,0.0167
259,0,2,1.0000,0.0219
260,0,2,1.0000,0.0221
261,0,2,1.0000,0.0166
262,0,2,1.0000,0.0067
263,0,2,1.0000,-0.0049
264,0,2,1.0000,-0.0146
265,0,2,1.0000,-0.0188
266,0,2,1.0000,-0.0156
267,0,2,1.0000,-0.0063
268,0,2,1.0000,0.0049
269,0,2,1.0000,0.0129
270,0,2,1.0000,0.0141
271,0,2,1.0000,0.0093
272,0,2,1.0000,0.0025
273,0,2,1.0000,-0.0021
274,0,2,1.0000,-0.0035
275,0,2,1.0000,-0.0039
276,0,2,1.0000,-0.0055
277,0,2,1.0000,-0.0080
278,0,2,1.0000,-0.0076
279,0,2,1.0000,-0.0013
280,0,2,1.0000,0.0096
281,0,2,1.0000,0.0197
282,0,2,1.0000,0.0226
283,0,2,1.0000,0.0163
284,0,2,1.0000,0.0046
285,0,2,1.0000,-0.0056
286,0,2,1.0000,-0.0101
287,0,2,1.0000,-0.0099
288,0,2,1.0000,-0.0096
12,0,3,1.0000,0.0016
13,0,3,1.0000,-0.0027
14,0,3,1.0000,-0.0020
15,0,3,1.0000,0.0051
16,0,3,1.0000,0.0168
17,0,3,1.0000,0.0290
18,0,3,1.0000,0.0369
19,0,3,1.0000,0.0362
20,0,3,1.0000,0.0249
21,0,3,1.0000,0.0052
22,0,3,1.0000,-0.0176
23,0,3,1.0000,-0.0373
