t_idx,node_idx,node_kl_drift,node_univariate_z_score,micro_anomaly_flag
35,2,0.1338,0.0814,0
35,3,0.0000,0.5225,0
35,4,0.1337,0.1220,0
36,0,0.1823,0.3663,0
36,1,0.1824,1.4907,0
36,2,0.1740,0.7439,0
36,3,0.0000,0.5133,0
36,4,0.1765,0.2678,0
37,0,0.2558,1.5001,0
37,1,0.2464,0.1103,0
37,2,0.2500,0.7010,0
37,3,0.0000,0.5045,0
37,4,0.2341,2.1437,0
38,0,0.3095,1.3524,0
38,1,0.2953,0.9094,0
38,2,0.2963,0.3302,0
38,3,0.0000,0.4962,0
38,4,0.2980,0.1315,0
39,0,0.3106,0.1247,0
39,1,0.3080,0.5401,0
39,2,0.3165,1.2433,0
39,3,0.0000,0.4882,0
39,4,0.3053,0.7737,0
40,0,0.2626,2.4062,0
40,1,0.2886,1.8978,0
40,2,0.2860,0.5775,0
40,3,0.0000,0.4807,0
40,4,0.2778,0.9480,0
41,0,0.2515,0.7443,0
41,1,0.2510,0.3381,0
41,2,0.2570,0.0524,0
41,3,0.0000,0.4734,0
41,4,0.2416,0.8340,0
42,0,0.2379,0.2770,0
42,1,0.2306,0.2309,0
42,2,0.2300,0.5587,0
42,3,0.0000,0.4665,0
42,4,0.2416,0.7375,0
43,0,0.2052,1.0832,0
43,1,0.2029,0.5935,0
43,2,0.1979,1.1131,0
43,3,0.0000,0.4599,0
43,4,0.2041,0.6700,0
44,0,0.1641,0.3569,0
44,1,0.1651,2.6427,0
44,2,0.1574,1.5845,0
44,3,0.0000,0.4535,0
44,4,0.1568,0.2707,0
45,0,0.1362,0.4187,0
45,1,0.1381,0.1544,0
45,2,0.1394,0.9833,0
45,3,0.0000,0.4475,0
45,4,0.1439,0.7705,0
46,0,0.1576,0.6251,0
46,1,0.1595,0.8595,0
46,2,0.1556,0.8110,0
46,3,0.0000,0.4416,0
46,4,0.1609,0.1740,0
47,0,0.1859,0.7945,0
47,1,0.1898,0.9302,0
47,2,0.1856,0.0789,0
47,3,0.0000,0.4360,0
47,4,0.1971,1.9539,0
48,0,0.1976,0.8048,0
48,1,0.2064,1.0787,0
48,2,0.2015,0.4421,0
48,3,0.0000,0.4306,0
48,4,0.2020,0.8239,0
49,0,0.1782,0.2269,0
49,1,0.1747,0.7621,0
49,2,0.1786,0.8826,0
49,3,0.0000,0.4253,0
49,4,0.1763,0.3715,0
50,0,0.1298,0.1790,0
50,1,0.1289,0.9489,0
50,2,0.1254,0.2642,0
50,3,0.0000,0.4203,0
50,4,0.1222,0.0316,0
51,0,0.0871,0.3807,0
51,1,0.0831,1.2161,0
51,2,0.0925,1.0295,0
51,3,0.0000,0.4155,0
51,4,0.0851,0.4669,0
52,0,0.0643,0.3547,0
52,1,0.0661,1.3228,0
52,2,0.0635,1.4807,0
52,3,0.0000,0.4108,0
52,4,0.0684,0.4622,0
53,0,0.0477,0.6883,0
53,1,0.0468,1.0921,0
53,2,0.0487,0.1830,0
53,3,0.0000,0.4062,0
53,4,0.0478,0.3629,0
54,0,0.0290,0.4435,0
54,1,0.0290,0.1871,0
54,2,0.0301,0.2816,0
54,3,0.0000,0.4018,0
54,4,0.0307,0.0786,0
55,0,0.0180,0.5086,0
55,1,0.0176,1.0242,0
55,2,0.0187,0.5777,0
55,3,0.0000,0.3976,0
55,4,0.0181,0.1637,0
56,0,0.0215,1.3870,0
56,1,0.0183,1.9969,0
56,2,0.0198,0.5919,0
56,3,0.0000,0.3934,0
56,4,0.0193,0.3860,0
57,0,0.0346,1.3696,0
57,1,0.0387,2.1630,0
57,2,0.0347,0.3653,0
57,3,0.0000,0.3895,0
57,4,0.0370,0.4284,0
58,0,0.0608,0.3276,0
58,1,0.0585,0.9838,0
58,2,0.0608,0.3701,0
58,3,0.0000,0.3856,0
58,4,0.0598,1.0885,0
59,0,0.0731,0.4500,0
59,1,0.0715,0.7514,0
59,2,0.0739,1.3681,0
59,3,0.0000,0.3818,0
59,4,0.0736,0.1379,0
