t_idx,gross_activity_U,entropy_S,temperature_T,work_W,heat_Q,grad_T,free_energy_F
111,1796.7200,9.9932,65.2206,2.3400,-2.3400,0.0000,1144.9594
112,1882.7800,9.9930,67.6637,-11.4300,11.4300,0.0000,1206.6165
113,2018.6600,9.9885,69.0355,-30.5100,30.5100,0.0000,1329.0955
114,2047.3800,9.9949,63.8890,8.6000,-8.6000,0.0000,1408.8130
115,2106.9200,9.9920,64.2338,-15.0600,15.0600,0.0000,1465.0945
116,2123.1500,9.9934,66.8231,11.3200,-11.3200,0.0000,1455.3580
117,2109.5200,9.9935,72.2545,-8.0900,8.0900,0.0000,1387.4422
118,2158.2900,9.9917,74.7012,20.6700,-20.6700,0.0000,1411.9018
119,2207.2100,9.9939,75.7389,-1.4400,1.4400,0.0000,1450.2854
120,2200.9500,9.9966,72.2435,18.4000,-18.4000,0.0000,1478.7607
121,2198.9700,9.9955,74.3488,-8.0900,8.0900,0.0000,1455.8152
122,2251.0400,9.9913,78.4502,23.8000,-23.8000,0.0000,1467.2178
123,2236.8200,9.9944,80.5062,-15.8000,15.8000,0.0000,1432.2092
124,2291.4000,9.9907,81.3212,1.0700,-1.0700,0.0000,1478.9461
125,2257.4600,9.9930,80.0834,8.4700,-8.4700,0.0000,1457.1853
126,2200.3400,9.9948,76.4336,-2.8700,2.8700,0.0000,1436.4035
127,2203.8200,9.9900,76.8564,5.1200,-5.1200,0.0000,1436.0267
128,2179.4500,9.9906,76.8410,-0.5100,0.5100,0.0000,1411.7613
129,2181.0200,9.9898,74.7103,-2.0100,2.0100,0.0000,1434.6778
130,2176.6800,9.9931,70.5810,-2.0300,2.0300,0.0000,1471.3561
131,2183.9100,9.9910,75.5209,-37.8600,37.8600,0.0000,1429.3828
132,2121.9200,9.9939,73.9849,2.0400,-2.0400,0.0000,1382.5254
133,2123.5600,9.9907,67.0409,-3.7000,3.7000,0.0000,1453.7774
134,2072.8000,9.9904,61.5778,-3.8700,3.8700,0.0000,1457.6127
135,2084.3900,9.9925,57.0849,-5.3400,5.3400,0.0000,1513.9707
136,2052.3600,9.9904,60.2750,-1.6400,1.6400,0.0000,1450.1913
137,2063.3200,9.9902,70.9128,19.4500,-19.4500,0.0000,1354.8897
138,2040.4100,9.9885,74.4050,8.2100,-8.2100,0.0000,1297.2191
139,2023.6000,9.9913,73.7304,4.7200,-4.7200,0.0000,1286.9364
140,2004.9300,9.9910,77.9457,23.4500,-23.4500,0.0000,1226.1746
141,2040.1000,9.9871,80.0936,-35.9400,35.9400,0.0000,1240.2000
142,2008.8700,9.9901,80.4238,-1.7100,1.7100,0.0000,1205.4293
143,2070.9100,9.9937,82.6202,0.0600,-0.0600,0.0000,1245.2274
144,2107.9700,9.9854,80.0122,-6.4900,6.4900,0.0000,1309.0145
145,2140.2800,9.9908,81.9494,-26.1000,26.1000,0.0000,1321.5357
146,2131.1100,9.9904,84.3288,25.7300,-25.7300,0.0000,1288.6294
147,2169.6100,9.9890,86.2717,-10.5300,10.5300,0.0000,1307.8431
148,2234.8700,9.9863,90.7020,6.5200,-6.5200,0.0000,1329.0961
149,2195.6300,9.9955,91.8833,-6.5600,6.5600,0.0000,1277.2085
150,3885.0600,9.3010,87.7187,-0.0000,0.0000,0.0000,3069.1904
151,5845.8700,8.2245,82.8719,-0.0000,0.0000,0.0000,5164.2927
152,6927.6400,7.7559,81.6372,-0.0000,0.0000,0.0000,6294.4676
153,5169.6900,8.6940,76.7769,0.0000,0.0000,0.0000,4502.1905
154,3905.7300,9.4792,75.0948,0.0000,0.0000,0.0000,3193.8948
155,5547.6100,8.6547,74.4450,0.0000,0.0000,0.0000,4903.3109
156,7093.5600,7.9364,72.3474,0.0000,0.0000,0.0000,6519.3840
157,5762.2000,8.6552,72.3216,-0.0000,0.0000,0.0000,5136.2448
158,4037.0200,9.5524,69.3567,0.0000,0.0000,0.0000,3374.4936
159,5184.8400,8.9760,65.4674,0.0000,0.0000,0.0000,4597.2054
160,7164.9800,8.1914,62.8096,-0.0000,0.0000,0.0000,6650.4796
161,6263.7100,8.5401,62.7411,-0.0000,0.0000,0.0000,5727.8928
162,4290.5200,9.5595,58.2499,-0.0000,0.0000,0.0000,3733.6773
163,4885.7200,9.2865,53.4507,0.0000,0.0000,0.0000,4389.3494
164,7016.1300,8.3463,52.5769,0.0000,0.0000,0.0000,6577.3046
165,6725.4500,8.4683,54.0237,-0.0000,0.0000,0.0000,6267.9595
166,4550.4300,9.4409,53.0479,0.0000,0.0000,0.0000,4049.6117
167,4579.8600,9.4797,51.5915,0.0000,0.0000,0.0000,4090.7868
168,6736.3400,8.5068,51.1156,0.0000,0.0000,0.0000,6301.5070
169,7039.2000,8.3547,52.3831,-0.0000,0.0000,0.0000,6601.5529
170,4913.8500,9.2860,53.3568,0.0000,0.0000,0.0000,4418.3807
171,4246.2300,9.5402,50.4019,0.0000,0.0000,0.0000,3765.3850
172,6320.1800,8.6385,49.9004,0.0000,0.0000,0.0000,5889.1131
173,7196.8700,8.2207,49.8044,0.0000,0.0000,0.0000,6787.4433
174,5273.7500,9.0375,46.8293,0.0000,0.0000,0.0000,4850.5295
175,4037.6600,9.5582,50.3304,-0.0000,0.0000,0.0000,3556.5901
176,5773.8200,8.7068,52.2719,0.0000,0.0000,0.0000,5318.7006
177,7145.4400,8.0101,51.3928,0.0000,0.0000,0.0000,6733.7799
178,5606.0300,8.6913,50.0504,0.0000,0.0000,0.0000,5171.0254
179,3948.8900,9.5126,48.3856,0.0000,0.0000,0.0000,3488.6192
180,5169.4200,8.7327,50.7349,-0.0000,0.0000,0.0000,4726.3673
181,6943.2800,7.7909,50.8775,-0.0000,0.0000,0.0000,6546.8999
182,5891.8600,8.2572,49.5004,0.0000,0.0000,0.0000,5483.1270
183,3838.1600,9.2365,47.6723,0.0000,0.0000,0.0000,3397.8322
184,4529.3800,8.6656,49.0192,0.0000,0.0000,0.0000,4104.6003
185,6577.3100,7.5132,47.9482,-0.0000,0.0000,0.0000,6217.0661
186,6095.9200,7.7143,44.9599,-0.0000,0.0000,0.0000,5749.0842
187,3877.8200,8.8274,46.8467,0.0000,0.0000,0.0000,3464.2873
188,3982.7400,8.6027,46.7926,-0.0000,0.0000,0.0000,3580.1993
189,6165.3900,7.3683,47.6564,0.0000,0.0000,0.0000,5814.2425
190,6224.3400,7.1156,49.7835,0.0000,0.0000,0.0000,5870.0985
191,4027.8200,8.2509,55.5417,-0.0000,0.0000,0.0000,3569.5532
192,3536.9800,8.4807,57.0839,-0.0000,0.0000,0.0000,3052.8701
193,5623.2100,7.1225,55.0604,-0.0000,0.0000,0.0000,5231.0423
194,6354.5200,6.7490,55.9675,-0.0000,0.0000,0.0000,5976.7975
195,4299.3400,7.6448,56.1903,0.0000,0.0000,0.0000,3869.7776
196,3297.0700,8.4778,54.2683,0.0000,0.0000,0.0000,2836.9919
197,5074.6700,7.0007,55.3212,0.0000,0.0000,0.0000,4687.3832
198,6363.2900,6.3882,58.5436,0.0000,0.0000,0.0000,5989.2989
199,4688.7700,7.2041,59.4775,-0.0000,0.0000,0.0000,4260.2890
200,3186.9600,8.3722,63.4452,0.0000,0.0000,0.0000,2655.7835
201,4621.2100,7.2522,66.0249,0.0000,0.0000,0.0000,4142.3858
202,6362.3900,6.4234,65.7681,0.0000,0.0000,0.0000,5939.9329
203,5157.2600,7.0026,64.2536,0.0000,0.0000,0.0000,4707.3168
204,3289.1300,8.3867,58.2120,-0.0000,0.0000,0.0000,2800.9239
205,4211.4800,7.6264,57.4109,-0.0000,0.0000,0.0000,3773.6391
206,6292.4400,6.6663,62.8542,-0.0000,0.0000,0.0000,5873.4333
207,5622.1700,6.9156,63.2558,0.0000,0.0000,0.0000,5184.7191
208,3552.7200,8.3980,62.7798,-0.0000,0.0000,0.0000,3025.4961
209,3923.3400,8.1850,63.2007,0.0000,0.0000,0.0000,3406.0405
210,6090.5100,6.9149,64.0537,0.0000,0.0000,0.0000,5647.5846
211,6017.1900,6.8569,58.1622,0.0000,0.0000,0.0000,5618.3776
212,3925.0100,8.3385,58.8150,0.0000,0.0000,0.0000,3434.5831
213,3671.2900,8.5534,55.3399,0.0000,0.0000,0.0000,3197.9471
214,5804.5800,7.2329,54.1254,0.0000,0.0000,0.0000,5413.0976
215,6398.3800,7.0302,54.6346,-0.0000,0.0000,0.0000,6014.2853
216,4384.3600,8.2423,54.6243,0.0000,0.0000,0.0000,3934.1284
217,3516.9600,8.8238,56.3313,0.0000,0.0000,0.0000,3019.9049
218,5450.8900,7.5866,51.7781,-0.0000,0.0000,0.0000,5058.0687
219,6604.6600,7.0936,48.6615,0.0000,0.0000,0.0000,6259.4764
220,4871.0000,8.0839,51.1378,-0.0000,0.0000,0.0000,4457.6089
221,3484.7600,8.9911,48.1540,0.0000,0.0000,0.0000,3051.8034
222,5057.5200,7.9470,50.5641,0.0000,0.0000,0.0000,4655.6869
223,6704.7300,7.2399,50.1507,0.0000,0.0000,0.0000,6341.6447
224,5293.1700,7.7684,52.8643,0.0000,0.0000,0.0000,4882.5000
225,3513.3600,8.9540,53.1433,0.0000,0.0000,0.0000,3037.5126
226,4618.6800,8.2260,51.2072,-0.0000,0.0000,0.0000,4197.4514
227,6572.1600,7.2103,51.5745,0.0000,0.0000,0.0000,6200.2904
228,5713.4000,7.5158,51.3034,0.0000,0.0000,0.0000,5327.8126
229,3675.6700,8.8427,51.9471,0.0000,0.0000,0.0000,3216.3155
230,4140.6100,8.3491,46.4528,0.0000,0.0000,0.0000,3752.7714
231,6310.7600,7.2097,46.0658,0.0000,0.0000,0.0000,5978.6396
232,6024.6500,7.1732,49.8569,-0.0000,0.0000,0.0000,5667.0164
233,3820.9300,8.4002,46.2462,0.0000,0.0000,0.0000,3432.4547
234,3750.9700,8.4831,48.4033,0.0000,0.0000,0.0000,3340.3622
235,5886.4600,7.1023,50.0234,-0.0000,0.0000,0.0000,5531.1767
236,6265.8600,6.8999,48.2751,-0.0000,0.0000,0.0000,5932.7668
237,4150.9700,8.0682,46.9196,0.0000,0.0000,0.0000,3772.4154
238,3474.7300,8.5978,48.7804,0.0000,0.0000,0.0000,3055.3252
239,5469.4200,7.2460,48.6682,-0.0000,0.0000,0.0000,5116.7697
240,6447.9600,6.8035,48.9837,0.0000,0.0000,0.0000,6114.7011
241,4535.5900,7.6953,51.3812,-0.0000,0.0000,0.0000,4140.1976
242,3300.3900,8.5978,54.4710,0.0000,0.0000,0.0000,2832.0608
243,4995.9600,7.4025,54.1206,0.0000,0.0000,0.0000,4595.3314
244,6455.2300,6.6182,54.2747,0.0000,0.0000,0.0000,6096.0304
245,4975.7900,7.3945,52.4652,0.0000,0.0000,0.0000,4587.8349
246,3270.9400,8.5395,53.4884,0.0000,0.0000,0.0000,2814.1735
247,4554.2700,7.6979,46.6056,0.0000,0.0000,0.0000,4195.5043
248,6446.5500,6.7891,49.7682,0.0000,0.0000,0.0000,6108.6706
249,5490.6700,7.3442,54.3531,0.0000,0.0000,0.0000,5091.4875
250,3463.5500,8.5902,53.7862,0.0000,0.0000,0.0000,3001.5142
251,4166.9500,8.0702,53.2983,0.0000,0.0000,0.0000,3736.8223
252,6361.0400,7.1157,53.5176,0.0000,0.0000,0.0000,5980.2235
253,5969.6800,7.3417,51.7734,0.0000,0.0000,0.0000,5589.5745
254,3864.5900,8.7294,54.3517,0.0000,0.0000,0.0000,3390.1327
255,3964.5100,8.6582,50.4552,-0.0000,0.0000,0.0000,3527.6606
256,6150.8700,7.4344,51.2520,-0.0000,0.0000,0.0000,5769.8405
257,6449.7100,7.5288,52.6967,-0.0000,0.0000,0.0000,6052.9646
258,4345.6500,8.7501,54.4374,-0.0000,0.0000,0.0000,3869.3171
259,3878.1000,9.1285,53.2415,-0.0000,0.0000,0.0000,3392.0837
260,5988.7500,8.0270,54.8303,0.0000,0.0000,0.0000,5548.6278
261,6827.1400,7.7210,56.4856,-0.0000,0.0000,0.0000,6391.0137
262,4910.9100,8.7425,57.4291,0.0000,0.0000,0.0000,4408.8383
263,3889.5700,9.4153,58.8801,0.0000,0.0000,0.0000,3335.1930
264,5728.7000,8.4989,57.4498,0.0000,0.0000,0.0000,5240.4419
265,7118.4700,7.9806,60.4526,0.0000,0.0000,0.0000,6636.0231
266,5537.5300,8.7523,60.3617,-0.0000,0.0000,0.0000,5009.2288
267,3993.3400,9.5525,60.6133,0.0000,0.0000,0.0000,3414.3296
268,5453.1200,8.9295,59.8910,-0.0000,0.0000,0.0000,4918.3254
269,7225.8800,8.1745,58.7977,0.0000,0.0000,0.0000,6745.2377
270,6120.2000,8.7052,55.7922,0.0000,0.0000,0.0000,5634.5203
271,4163.5700,9.5710,54.9273,-0.0000,0.0000,0.0000,3637.8629
272,5128.6500,9.2386,56.3870,-0.0000,0.0000,0.0000,4607.7116
273,7172.8100,8.3532,56.7817,0.0000,0.0000,0.0000,6698.4982
274,6615.3900,8.6214,53.5741,-0.0000,0.0000,0.0000,6153.5075
275,4494.7000,9.5601,47.7565,0.0000,0.0000,0.0000,4038.1454
276,4730.0700,9.4026,46.3692,-0.0000,0.0000,0.0000,4294.0800
277,6928.4100,8.4762,51.1465,0.0000,0.0000,0.0000,6494.8833
278,6954.0500,8.4699,51.0946,0.0000,0.0000,0.0000,6521.2826
279,4782.5200,9.4087,54.3182,0.0000,0.0000,0.0000,4271.4568
280,4429.6800,9.5401,52.8794,0.0000,0.0000,0.0000,3925.2080
281,6532.8200,8.5735,57.9487,0.0000,0.0000,0.0000,6035.9991
282,7157.7800,8.3093,59.5607,0.0000,0.0000,0.0000,6662.8701
283,5081.9300,9.1520,59.6186,0.0000,0.0000,0.0000,4536.3018
284,4141.9600,9.5690,59.2156,0.0000,0.0000,0.0000,3575.3242
285,6040.4100,8.6682,59.6631,0.0000,0.0000,0.0000,5523.2366
286,7173.6600,8.0917,60.1037,0.0000,0.0000,0.0000,6687.3206
287,5400.8500,8.8141,60.6919,0.0000,0.0000,0.0000,4865.9085
288,3965.6700,9.5345,64.7437,0.0000,0.0000,0.0000,3348.3738
289,5448.6700,8.7023,64.8815,0.0000,0.0000,0.0000,4884.0507
290,7100.8000,7.9610,61.3132,0.0000,0.0000,0.0000,6612.6878
291,5716.4700,8.4152,62.2603,0.0000,0.0000,0.0000,5192.5396
292,3866.6800,9.3799,64.5678,0.0000,0.0000,0.0000,3261.0396
293,4832.8400,8.7012,63.9587,0.0000,0.0000,0.0000,4276.3210
294,6841.3300,7.7752,57.7161,0.0000,0.0000,0.0000,6392.5753
295,6010.9600,7.9952,56.1053,0.0000,0.0000,0.0000,5562.3856
296,3913.5900,9.1382,55.9765,-0.0000,0.0000,0.0000,3402.0670
297,4343.6000,8.8071,56.1292,0.0000,0.0000,0.0000,3849.2617
298,6498.9000,7.6745,55.4743,0.0000,0.0000,0.0000,6073.1620
299,6308.0700,7.6862,55.9304,-0.0000,0.0000,0.0000,5878.1802
