t_idx,node_idx,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
13,2,41.5234,6.7682,3,0.2432,-6.6955,1
13,3,41.5234,6.8347,1,0.1287,-6.3152,1
13,4,41.5234,6.7700,1,0.1184,-5.1824,3
14,0,41.5234,6.7843,3,0.3967,-6.0606,4
14,1,41.5234,6.7986,3,0.1014,-4.7808,3
14,2,41.5234,6.7022,4,0.2593,-6.8436,1
14,3,41.5234,6.6939,0,0.1408,-6.2881,4
14,4,41.5234,6.8604,3,0.1288,-5.1561,3
15,0,41.5234,6.7756,3,0.3233,-5.3083,4
15,1,41.5234,6.8169,4,0.0928,-4.5793,2
15,2,41.5234,6.7933,3,0.2199,-8.4418,1
15,3,41.5234,6.7819,4,0.1414,-5.8348,4
15,4,41.5234,6.8349,3,0.1392,-5.4422,3
16,0,41.5234,6.7530,2,0.3389,-5.6169,4
16,1,41.5234,6.7821,2,0.0976,-4.8420,2
16,2,41.5234,6.6893,1,0.1984,-7.7589,1
16,3,41.5234,6.7780,2,0.1339,-5.7566,4
16,4,41.5234,6.7370,2,0.1461,-5.8073,3
17,0,41.5234,6.7084,1,0.1577,-5.1784,4
17,1,41.5234,6.7851,3,0.0965,-4.4524,2
17,2,41.5234,6.7803,3,0.2019,-7.2922,1
17,3,41.5234,6.8280,0,0.1441,-5.8812,4
17,4,41.5234,6.8571,0,0.1331,-5.5295,3
18,0,41.5234,6.7774,1,0.1377,-4.7767,4
18,1,41.5234,6.6998,4,0.0974,-4.2730,2
18,2,41.5234,6.8162,1,0.2124,-7.2964,1
18,3,41.5234,6.7829,1,0.1514,-5.7172,4
18,4,41.5234,6.7392,3,0.1408,-5.6427,3
19,0,41.5234,6.7905,1,0.1425,-4.8549,4
19,1,41.5234,6.6985,0,0.1014,-4.4857,2
19,2,41.5234,6.7104,0,0.2054,-7.2020,1
19,3,41.5234,6.7875,1,0.1578,-5.8369,4
19,4,41.5234,6.7403,1,0.1498,-5.6310,3
20,0,41.5234,6.7938,4,0.1505,-5.0307,4
20,1,41.5234,6.8361,0,0.0987,-4.5607,2
20,2,41.5234,6.7503,0,0.2047,-7.6363,1
20,3,41.5234,6.8358,0,0.1631,-6.0706,4
20,4,41.5234,6.7253,2,0.1519,-5.7883,3
21,0,41.5234,6.7881,1,0.1546,-4.7608,1
21,1,41.5234,6.6955,3,0.0982,-3.7616,2
21,2,41.5234,6.8557,1,0.2050,-6.4610,1
21,3,41.5234,6.9161,1,0.1751,-5.8629,4
21,4,41.5234,6.8575,1,0.1393,-4.9565,3
22,0,41.5234,6.7160,4,0.1637,-4.8430,1
22,1,41.5234,6.7845,0,0.0877,-3.3011,3
22,2,41.5234,6.7566,0,0.2145,-5.8665,1
22,3,41.5234,6.7565,0,0.1754,-5.3339,4
22,4,41.5234,6.7874,0,0.1306,-3.9946,3
23,0,41.5234,6.8134,4,0.1546,-5.0752,4
23,1,41.5234,6.8589,4,0.0913,-3.3862,3
23,2,41.5234,6.8193,4,0.2186,-5.9360,1
23,3,41.5234,6.8850,4,0.1724,-5.3223,1
23,4,41.5234,6.6597,2,0.1324,-4.4167,0
24,0,41.5234,6.8224,4,0.1601,-5.2757,4
24,1,41.5234,6.7475,0,0.0929,-3.3663,3
24,2,41.5234,6.7572,0,0.2305,-5.7612,1
24,3,41.5234,6.8064,4,0.1784,-5.3264,1
24,4,41.5234,6.7498,0,0.1273,-4.3111,0
25,0,41.5234,6.7786,4,0.1561,-5.0256,4
25,1,41.5234,6.7749,4,0.0895,-3.5109,3
25,2,41.5234,6.7616,4,0.2391,-5.2090,1
25,3,41.5234,6.7745,4,0.1813,-5.7777,1
25,4,41.5234,6.7457,3,0.1323,-4.3670,0
26,0,41.5234,6.7318,1,0.1585,-4.8341,4
26,1,41.5234,6.7224,2,0.0921,-3.6779,3
26,2,41.5234,6.8037,4,0.2331,-5.5666,1
26,3,41.5234,6.7506,4,0.1808,-5.5551,1
26,4,41.5234,6.7751,2,0.1353,-4.1199,0
27,0,41.5234,6.9371,2,0.1603,-5.0365,4
27,1,41.5234,6.8472,2,0.0950,-3.5542,3
27,2,41.5234,6.6856,3,0.2425,-5.9216,1
27,3,41.5234,6.8865,2,0.1884,-5.5397,1
27,4,41.5234,6.8764,2,0.1318,-4.3422,0
28,0,41.5234,6.7237,1,0.1526,-4.1106,4
28,1,41.5234,6.7335,4,0.0984,-3.4862,3
28,2,41.5234,6.7597,1,0.2124,-4.6833,1
28,3,41.5234,6.7800,1,0.1890,-6.0869,1
28,4,41.5234,6.7052,1,0.1355,-3.7358,0
29,0,41.5234,6.9331,3,0.1545,-3.7371,4
29,1,41.5234,6.8375,3,0.0995,-3.6110,3
29,2,41.5234,6.9755,3,0.2136,-5.0850,1
29,3,41.5234,6.6954,4,0.1827,-6.0373,1
29,4,41.5234,6.9661,3,0.1386,-3.6386,0
30,0,41.5234,6.7769,2,0.1585,-3.9075,1
30,1,41.5234,6.7352,4,0.1017,-3.5137,3
30,2,41.5234,6.7371,3,0.2092,-5.1514,1
30,3,41.5234,6.7338,2,0.1797,-5.5199,1
30,4,41.5234,6.7729,2,0.1439,-3.8828,3
31,0,41.5234,6.7423,2,0.1605,-3.8294,2
31,1,41.5234,6.8380,2,0.1043,-3.3891,3
31,2,41.5234,6.7436,3,0.1788,-4.8123,1
31,3,41.5234,6.7532,2,0.1817,-5.3216,1
31,4,41.5234,6.8268,2,0.1474,-3.7794,3
32,0,41.5234,6.8861,1,0.1639,-4.0716,2
32,1,41.5234,6.7795,0,0.1089,-3.6145,3
32,2,41.5234,6.8330,1,0.1627,-4.4705,1
32,3,41.5234,6.8072,0,0.1749,-4.9323,1
32,4,41.5234,6.8976,1,0.1504,-3.8353,3
33,0,41.5234,6.8302,3,0.1647,-4.4314,2
33,1,41.5234,6.8200,0,0.1111,-3.5860,3
33,2,41.5234,6.7671,0,0.1604,-4.2554,0
33,3,41.5234,6.8664,0,0.1769,-4.8709,1
33,4,41.5234,6.8319,0,0.1548,-3.8438,3
34,0,41.5234,6.9480,1,0.1653,-4.3802,2
34,1,41.5234,6.7722,3,0.1087,-3.6339,3
34,2,41.5234,6.8896,1,0.1657,-4.3191,0
34,3,41.5234,6.8845,1,0.1807,-5.1879,1
34,4,41.5234,6.9164,1,0.1577,-3.7022,3
35,0,41.5234,6.8477,3,0.1599,-4.2738,2
35,1,41.5234,6.8709,3,0.1027,-3.9028,3
35,2,41.5234,6.8542,3,0.1703,-4.3777,1
35,3,41.5234,6.7271,0,0.1752,-5.6915,1
35,4,41.5234,6.7903,3,0.1525,-4.1063,0
36,0,41.5234,6.8631,2,0.1626,-4.2381,2
36,1,41.5234,6.8456,2,0.0998,-3.6666,3
36,2,41.5234,6.6856,3,0.1748,-4.4396,1
36,3,41.5234,6.7941,0,0.1764,-5.4975,1
36,4,41.5234,6.7841,2,0.1569,-4.3384,1
37,0,41.5234,6.8324,2,0.1642,-3.9218,2
37,1,41.5234,6.8526,2,0.1016,-3.6907,3
37,2,41.5234,6.8580,4,0.1799,-4.4694,1
37,3,41.5234,6.8652,2,0.1798,-5.4049,1
37,4,41.5234,6.7257,2,0.1623,-4.1422,1
38,0,41.5234,6.9210,1,0.1689,-4.0947,2
38,1,41.5234,6.7987,2,0.1045,-3.4699,3
38,2,41.5234,7.0063,1,0.1835,-4.4700,1
38,3,41.5234,6.9352,1,0.1729,-5.0655,1
38,4,41.5234,6.9519,1,0.1412,-3.9510,1
39,0,41.5234,6.8564,3,0.1714,-4.1400,4
39,1,41.5234,6.9412,3,0.1060,-3.4076,3
39,2,41.5234,6.9227,3,0.1827,-4.2596,1
39,3,41.5234,6.7751,1,0.1841,-5.0223,1
39,4,41.5234,6.8757,3,0.1440,-4.2177,1
40,0,41.5234,6.7936,4,0.1793,-4.0117,4
40,1,41.5234,6.7627,3,0.1066,-3.4338,4
40,2,41.5234,6.7155,3,0.1857,-4.6894,1
40,3,41.5234,6.6669,2,0.1867,-5.0493,1
40,4,41.5234,6.7552,3,0.1496,-4.1639,1
41,0,41.5234,6.6729,3,0.1836,-4.1732,2
41,1,41.5234,6.8747,0,0.1095,-3.4064,4
41,2,41.5234,6.7208,3,0.1898,-4.5422,1
41,3,41.5234,6.7442,0,0.1890,-5.4619,1
41,4,41.5234,6.7856,3,0.1525,-4.0906,1
42,0,41.5234,6.7070,2,0.1889,-4.0693,2
42,1,41.5234,6.7617,2,0.1121,-3.3425,3
42,2,41.5234,6.7720,3,0.1933,-4.4822,1
42,3,41.5234,6.7615,2,0.1930,-5.2339,1
42,4,41.5234,6.7410,3,0.1561,-4.2995,1
43,0,41.5234,6.8230,4,0.1683,-3.9606,4
43,1,41.5234,6.8309,2,0.1134,-3.3677,3
43,2,41.5234,6.8545,4,0.1979,-4.4095,1
43,3,41.5234,6.8327,2,0.1968,-4.9552,1
43,4,41.5234,6.8397,1,0.1596,-4.1567,1
44,0,41.5234,6.8414,4,0.1473,-3.9265,4
44,1,41.5234,6.7607,0,0.1137,-3.1386,4
44,2,41.5234,6.7192,1,0.1993,-4.5330,0
44,3,41.5234,6.8112,1,0.1983,-4.8644,1
44,4,41.5234,6.6718,2,0.1616,-4.0367,1
45,0,41.5234,6.8355,1,0.1342,-3.7587,1
45,1,41.5234,6.7670,4,0.1155,-3.2891,0
45,2,41.5234,6.8250,4,0.2010,-4.8583,0
45,3,41.5234,6.8446,1,0.1992,-4.3202,1
45,4,41.5234,6.7566,1,0.1637,-4.1752,0
46,0,41.5234,6.8877,4,0.1387,-3.7859,1
46,1,41.5234,6.8733,4,0.1146,-3.3801,0
46,2,41.5234,6.9258,4,0.2056,-4.7761,1
46,3,41.5234,6.9898,4,0.1949,-4.0452,4
46,4,41.5234,6.7401,2,0.1686,-4.1759,1
47,0,41.5234,6.8299,3,0.1399,-3.7687,1
47,1,41.5234,6.9608,3,0.1144,-3.4683,2
47,2,41.5234,6.7666,3,0.1748,-4.8250,1
47,3,41.5234,6.7263,1,0.2040,-3.9347,4
47,4,41.5234,6.8742,3,0.1688,-4.0456,1
48,0,41.5234,6.8543,1,0.1413,-3.9100,1
48,1,41.5234,6.8524,4,0.1178,-3.4943,0
48,2,41.5234,6.9991,1,0.1680,-4.2676,1
48,3,41.5234,6.9498,1,0.1973,-4.0557,1
48,4,41.5234,7.0002,1,0.1739,-3.8104,0
49,0,41.5234,7.0323,2,0.1361,-4.5466,1
49,1,41.5234,6.9144,2,0.0973,-3.8286,2
49,2,41.5234,6.7866,0,0.1578,-5.4900,1
49,3,41.5234,7.0272,2,0.1980,-4.4480,1
49,4,41.5234,6.9766,2,0.1603,-4.0699,0
50,0,41.5234,6.7705,4,0.1369,-4.6011,1
50,1,41.5234,6.7474,2,0.0957,-4.1193,2
50,2,41.5234,6.7442,0,0.1407,-5.2697,1
50,3,41.5234,6.8102,2,0.2013,-4.6434,1
50,4,41.5234,6.8108,3,0.1545,-4.1065,0
51,0,41.5234,6.7693,4,0.1384,-4.7777,1
51,1,41.5234,6.8848,4,0.0968,-4.2298,2
51,2,41.5234,6.7883,4,0.1407,-5.1448,1
51,3,41.5234,6.8962,4,0.1979,-4.6379,1
51,4,41.5234,6.6618,0,0.1559,-4.3999,0
52,0,41.5234,6.7356,2,0.1429,-4.4873,1
52,1,41.5234,6.8348,0,0.0973,-4.4153,2
52,2,41.5234,6.8270,0,0.1423,-5.5222,1
52,3,41.5234,6.8757,2,0.2023,-4.4698,1
52,4,41.5234,6.8025,2,0.1504,-4.3249,0
53,0,41.5234,6.8938,1,0.1427,-4.6370,1
53,1,41.5234,6.7930,4,0.0998,-4.2567,2
53,2,41.5234,6.8711,1,0.1431,-5.5267,1
53,3,41.5234,6.8206,4,0.2038,-4.3211,4
53,4,41.5234,6.8147,1,0.1561,-4.2925,0
54,0,41.5234,6.7394,4,0.1456,-4.7420,1
54,1,41.5234,6.7848,4,0.0968,-4.2378,2
54,2,41.5234,6.8775,3,0.1444,-5.5295,1
54,3,41.5234,6.8595,0,0.2024,-4.6947,1
54,4,41.5234,6.8051,0,0.1573,-4.3709,0
55,0,41.5234,6.8383,4,0.1468,-4.7109,1
55,1,41.5234,6.7955,4,0.0973,-4.2193,2
55,2,41.5234,6.7269,3,0.1483,-5.4503,1
55,3,41.5234,6.8596,4,0.2057,-4.7262,1
55,4,41.5234,6.7349,3,0.1598,-4.2957,0
56,0,41.5234,6.7575,2,0.1380,-4.4376,1
56,1,41.5234,6.7983,3,0.0985,-4.1880,2
56,2,41.5234,6.8069,3,0.1469,-5.8041,1
56,3,41.5234,6.8272,2,0.2100,-4.5069,1
56,4,41.5234,6.8043,2,0.1585,-4.7021,0
57,0,41.5234,6.6911,1,0.1352,-4.4182,1
57,1,41.5234,6.7521,2,0.1011,-4.2458,2
57,2,41.5234,6.7975,4,0.1516,-5.4853,1
57,3,41.5234,6.7579,2,0.2046,-4.4193,1
57,4,41.5234,6.8133,2,0.1603,-4.8105,0
58,0,41.5234,6.7629,4,0.1376,-4.2881,4
58,1,41.5234,6.8004,4,0.1026,-4.2230,2
58,2,41.5234,6.7514,4,0.1489,-5.6125,1
58,3,41.5234,6.8609,4,0.2042,-4.4369,1
58,4,41.5234,6.7197,3,0.1644,-4.8031,0
59,0,41.5234,6.8719,4,0.1383,-4.5411,1
59,1,41.5234,6.9208,4,0.1038,-4.2954,2
59,2,41.5234,6.7862,4,0.1515,-5.7921,1
59,3,41.5234,6.9418,4,0.2074,-4.0387,4
59,4,41.5234,6.7315,2,0.1683,-4.8054,0
60,0,41.5234,6.7307,1,0.1405,-4.3791,1
60,1,41.5234,6.7670,0,0.1060,-4.2519,2
60,2,41.5234,6.7467,4,0.1544,-5.5504,1
60,3,41.5234,6.8027,0,0.1934,-4.0778,1
60,4,41.5234,6.8699,0,0.1688,-4.7474,0
61,0,41.5234,6.8066,1,0.1405,-4.2372,1
61,1,41.5234,6.6848,3,0.1082,-4.2639,2
61,2,41.5234,6.8596,1,0.1568,-5.7091,1
61,3,41.5234,6.8643,1,0.1897,-4.1159,1
61,4,41.5234,6.8362,1,0.1683,-4.7769,0
62,0,41.5234,6.7904,2,0.1401,-4.4265,1
62,1,41.5234,6.8372,2,0.1082,-4.2337,2
62,2,41.5234,6.7086,0,0.1614,-5.5060,1
62,3,41.5234,6.8006,2,0.1850,-4.2458,1
62,4,41.5234,6.7086,0,0.1729,-4.8103,0
63,0,41.5234,6.9035,4,0.1394,-4.0817,1
63,1,41.5234,6.7611,2,0.1100,-4.2403,2
63,2,41.5234,6.7802,4,0.1631,-5.4875,1
63,3,41.5234,6.7787,4,0.1806,-4.0135,1
63,4,41.5234,6.7395,2,0.1780,-4.5399,0
64,0,41.5234,6.8456,3,0.1376,-4.3434,1
64,1,41.5234,6.7713,3,0.1100,-4.1070,2
64,2,41.5234,6.7466,0,0.1627,-5.5283,1
64,3,41.5234,6.8246,0,0.1835,-3.9517,1
64,4,41.5234,6.8332,0,0.1779,-4.7265,0
65,0,41.5234,6.7679,1,0.1272,-4.3777,1
65,1,41.5234,6.7443,0,0.1094,-4.0991,2
65,2,41.5234,6.7772,1,0.1655,-5.4350,1
65,3,41.5234,6.8410,0,0.1846,-3.7434,1
65,4,41.5234,6.8550,1,0.1795,-4.5966,0
66,0,41.5234,6.8570,2,0.1278,-4.1329,1
66,1,41.5234,6.8625,0,0.1110,-4.0992,2
66,2,41.5234,6.8041,0,0.1687,-5.7946,1
66,3,41.5234,6.8279,2,0.1837,-3.7116,1
66,4,41.5234,6.8359,2,0.1796,-4.7268,0
67,0,41.5234,6.7953,3,0.1280,-4.2150,1
67,1,41.5234,6.7645,3,0.1086,-4.1712,2
67,2,41.5234,6.7164,3,0.1674,-5.8199,1
67,3,41.5234,6.7374,0,0.1887,-3.7785,1
67,4,41.5234,6.7174,3,0.1815,-4.7708,0
68,0,41.5234,6.7476,3,0.1301,-4.1628,1
68,1,41.5234,6.7650,3,0.1099,-4.0764,0
68,2,41.5234,6.8396,1,0.1676,-5.8387,1
68,3,41.5234,6.7082,0,0.1873,-3.4426,4
68,4,41.5234,6.8833,1,0.1847,-4.8241,0
69,0,41.5234,6.7739,1,0.1262,-4.3115,1
69,1,41.5234,6.7857,3,0.1123,-4.0735,2
69,2,41.5234,6.8453,1,0.1666,-5.6714,1
69,3,41.5234,6.7522,2,0.1895,-3.4751,1
69,4,41.5234,6.7717,1,0.1876,-4.9286,0
70,0,41.5234,6.8443,4,0.1233,-4.2694,1
70,1,41.5234,6.7681,3,0.1123,-4.0751,0
70,2,41.5234,6.7435,1,0.1666,-5.6065,1
70,3,41.5234,6.7299,4,0.1906,-3.4281,4
70,4,41.5234,6.7222,2,0.1924,-4.7647,0
71,0,41.5234,6.9854,3,0.1230,-4.2395,1
71,1,41.5234,6.8971,3,0.1112,-4.1277,2
71,2,41.5234,7.0181,3,0.1705,-5.6028,1
71,3,41.5234,6.7140,4,0.1961,-3.8720,1
71,4,41.5234,7.0001,3,0.1917,-5.1325,0
72,0,41.5234,6.8741,2,0.1257,-4.1309,1
72,1,41.5234,6.8723,2,0.1135,-4.0705,0
72,2,41.5234,6.7771,4,0.1740,-5.4255,1
72,3,41.5234,6.8956,4,0.1802,-3.7839,1
72,4,41.5234,6.8954,2,0.1968,-5.0662,0
73,0,41.5234,6.9834,3,0.1262,-4.3821,1
73,1,41.5234,7.0066,3,0.1140,-4.1097,2
73,2,41.5234,6.9828,3,0.1614,-5.3002,1
73,3,41.5234,6.6665,4,0.1745,-3.3360,1
73,4,41.5234,6.9786,3,0.1942,-5.2177,0
74,0,41.5234,6.8529,4,0.1272,-4.2454,1
74,1,41.5234,6.8273,4,0.1157,-4.1439,2
74,2,41.5234,6.8929,3,0.1629,-5.1423,1
74,3,41.5234,6.8140,4,0.1675,-3.3453,1
74,4,41.5234,6.8498,3,0.1994,-4.9709,0
75,0,41.5234,6.7913,4,0.1321,-4.0473,1
75,1,41.5234,6.9041,4,0.1171,-4.2054,2
75,2,41.5234,6.8266,4,0.1603,-5.4241,1
75,3,41.5234,6.8098,4,0.1663,-3.3790,1
75,4,41.5234,6.7327,0,0.2007,-5.1685,0
76,0,41.5234,6.7785,3,0.1329,-4.2490,1
76,1,41.5234,6.7075,0,0.1177,-4.0019,0
76,2,41.5234,6.7862,4,0.1653,-5.0538,1
76,3,41.5234,6.7398,2,0.1660,-3.5200,2
76,4,41.5234,6.8248,0,0.2015,-5.0073,0
77,0,41.5234,6.9076,1,0.1309,-4.1945,1
77,1,41.5234,6.8107,3,0.1195,-4.1367,2
77,2,41.5234,6.8013,3,0.1659,-5.0383,1
77,3,41.5234,6.8157,4,0.1659,-3.3933,1
77,4,41.5234,6.9056,3,0.2025,-5.3456,0
78,0,41.5234,6.6836,4,0.1338,-4.0837,1
78,1,41.5234,6.8458,0,0.1186,-4.2545,2
78,2,41.5234,6.8278,0,0.1666,-5.1500,1
78,3,41.5234,6.8166,4,0.1633,-3.4891,1
78,4,41.5234,6.8084,0,0.2065,-5.2796,0
79,0,41.5234,7.0307,2,0.1276,-4.2840,1
79,1,41.5234,6.7909,4,0.1180,-4.1539,0
79,2,41.5234,6.8926,1,0.1706,-5.5478,1
79,3,41.5234,6.9216,1,0.1634,-3.2789,1
79,4,41.5234,6.8875,1,0.2053,-5.4150,0
80,0,41.5234,6.8391,1,0.1298,-4.2500,1
80,1,41.5234,6.8357,4,0.1159,-4.2510,2
80,2,41.5234,6.9537,3,0.1671,-5.0089,1
80,3,41.5234,6.7995,4,0.1687,-3.6942,1
80,4,41.5234,6.9576,3,0.2126,-5.2374,0
81,0,41.5234,6.8065,2,0.1311,-4.3385,1
81,1,41.5234,6.7895,3,0.1143,-4.0346,0
81,2,41.5234,6.8287,1,0.1707,-5.6258,1
81,3,41.5234,6.8393,1,0.1670,-3.4491,1
81,4,41.5234,6.8227,1,0.2078,-5.3405,0
82,0,41.5234,6.8431,2,0.1302,-4.5254,1
82,1,41.5234,6.8901,4,0.1095,-3.9024,2
82,2,41.5234,6.7312,4,0.1732,-5.4253,1
82,3,41.5234,6.8081,2,0.1676,-3.8150,1
82,4,41.5234,7.0491,2,0.2168,-5.1901,0
83,0,41.5234,7.1765,1,0.1335,-4.6075,1
83,1,41.5234,6.7951,2,0.1136,-4.1567,2
83,2,41.5234,6.9810,1,0.1700,-5.2020,1
83,3,41.5234,7.0010,1,0.1678,-3.3696,1
83,4,41.5234,6.8411,1,0.2121,-5.2971,0
84,0,41.5234,6.8006,4,0.1319,-4.1980,1
84,1,41.5234,6.9923,3,0.1091,-4.1383,2
84,2,41.5234,6.8930,3,0.1680,-5.8761,1
84,3,41.5234,6.7602,2,0.1660,-3.2511,0
84,4,41.5234,6.8503,3,0.2212,-4.7468,0
85,0,41.5234,6.8416,1,0.1307,-4.4472,1
85,1,41.5234,6.9737,2,0.1129,-3.8607,0
85,2,41.5234,6.9052,1,0.1733,-4.8603,1
85,3,41.5234,6.9307,1,0.1629,-3.4255,1
85,4,41.5234,6.7705,2,0.2155,-5.0148,0
86,0,41.5234,6.9316,4,0.1377,-4.7951,1
86,1,41.5234,7.1279,0,0.1061,-3.6675,2
86,2,41.5234,7.1422,0,0.1704,-4.7430,1
86,3,41.5234,7.3072,0,0.1644,-3.8264,1
86,4,41.5234,7.4184,0,0.2103,-4.2341,0
87,0,41.5234,7.0044,4,0.1342,-4.1959,1
87,1,41.5234,6.8786,2,0.1061,-3.9958,0
87,2,41.5234,7.0415,4,0.1689,-4.6936,1
87,3,41.5234,7.0853,4,0.1677,-3.6388,1
87,4,41.5234,6.8816,2,0.2113,-4.2327,0
88,0,41.5234,7.0759,2,0.1308,-4.5639,1
88,1,41.5234,7.1809,4,0.1088,-3.7594,0
88,2,41.5234,7.1092,4,0.1734,-5.0944,1
88,3,41.5234,7.1693,2,0.1636,-3.9634,1
88,4,41.5234,7.1725,2,0.2100,-5.3375,0
89,0,41.5234,6.9487,3,0.1347,-4.7515,1
89,1,41.5234,7.0916,3,0.1099,-4.0201,0
89,2,41.5234,6.9949,3,0.1692,-4.9835,1
89,3,41.5234,7.0077,1,0.1682,-3.3977,2
89,4,41.5234,6.9941,3,0.1977,-4.1638,0
90,0,41.5234,6.8751,1,0.1321,-4.1884,1
90,1,41.5234,6.9542,0,0.1118,-4.0037,0
90,2,41.5234,6.9188,1,0.1636,-5.1632,1
90,3,41.5234,6.8905,0,0.1583,-3.2858,0
90,4,41.5234,6.8919,1,0.2023,-3.9275,0
91,0,41.5234,6.9580,3,0.1324,-4.1413,1
91,1,41.5234,7.1284,3,0.1125,-4.2094,0
91,2,41.5234,6.9477,1,0.1646,-4.9740,1
91,3,41.5234,6.8109,1,0.1664,-3.4147,2
91,4,41.5234,7.2774,3,0.2028,-3.5026,0
92,0,41.5234,7.2970,2,0.1326,-3.9973,1
92,1,41.5234,7.2027,2,0.1071,-3.9749,0
92,2,41.5234,6.9115,3,0.1574,-5.0599,1
92,3,41.5234,7.1896,2,0.1646,-3.7888,1
92,4,41.5234,7.1686,2,0.1934,-3.5923,0
93,0,41.5234,7.0589,4,0.1332,-4.4096,1
93,1,41.5234,6.9946,4,0.1081,-4.5224,2
93,2,41.5234,7.2075,4,0.1324,-4.7896,1
93,3,41.5234,7.1104,4,0.1643,-3.5290,0
93,4,41.5234,6.9131,0,0.1910,-3.6615,0
94,0,41.5234,6.9490,3,0.1352,-4.7519,1
94,1,41.5234,7.1088,3,0.1072,-4.2894,2
94,2,41.5234,7.0362,0,0.1297,-5.0395,1
94,3,41.5234,6.9186,0,0.1696,-3.3030,4
94,4,41.5234,6.8276,0,0.1816,-3.6134,2
95,0,41.5234,7.0202,2,0.1333,-4.1933,1
95,1,41.5234,7.0066,2,0.1096,-4.2183,2
95,2,41.5234,6.8146,1,0.1363,-4.8564,1
