t_idx,node_idx,local_internal_energy_u,local_entropy_s,local_temperature_t,local_grad_t
15,4,3407.0900,1.9999,41.4026,-28.5528
16,0,2725.3000,1.9998,37.0352,-11.5510
16,1,2727.9700,1.9990,27.8668,34.2911
16,2,2676.2400,1.9995,42.5058,-38.9039
16,3,2682.6400,1.9997,26.0309,43.4702
16,4,2704.3300,1.9991,40.1863,-27.3064
17,0,2219.2100,1.9993,37.2698,-14.0232
17,1,2235.5100,1.9999,27.1505,36.5732
17,2,2247.3400,1.9998,41.6410,-35.8793
17,3,2239.5100,1.9990,25.3060,45.7961
17,4,2214.9900,1.9992,40.9585,-32.4667
18,0,2010.5500,1.9948,37.4486,-16.5058
18,1,2079.1000,1.9990,27.9996,30.7394
18,2,2065.6700,1.9994,40.5876,-32.2007
18,3,2021.3600,1.9997,24.6717,47.3786
18,4,2012.9400,1.9998,40.0297,-29.4115
19,0,2192.7100,1.9994,36.5024,-15.3150
19,1,2150.1000,1.9996,27.4051,30.1714
19,2,2130.1500,1.9994,39.5613,-30.6094
19,3,2180.2000,1.9992,24.2811,45.7917
19,4,2185.1400,1.9978,39.4471,-30.0386
20,0,2682.4300,1.9991,38.0595,-21.0494
20,1,2690.1300,1.9988,27.5091,31.7024
20,2,2645.2700,1.9981,39.2461,-26.9823
20,3,2680.5700,1.9970,25.8600,39.9480
20,4,2697.5400,1.9987,38.5734,-23.6186
21,0,3303.7100,1.9988,39.4855,-25.5565
21,1,3189.1900,1.9986,27.7750,32.9959
21,2,3169.0900,1.9995,40.6643,-31.4508
21,3,3303.4600,1.9999,26.2594,40.5737
21,4,3309.2100,1.9994,37.6867,-16.5624
22,0,3827.2400,1.9995,39.3116,-25.1332
22,1,3824.1100,1.9998,27.5401,33.7242
22,2,3831.5100,1.9997,39.7760,-27.4553
22,3,3869.6100,1.9998,25.7384,42.7327
22,4,3784.9700,1.9997,39.0586,-23.8684
23,0,4308.6800,1.9998,38.6321,-24.1137
23,1,4286.3800,1.9999,27.1060,33.5165
23,2,4284.7300,1.9996,39.3236,-27.5714
23,3,4273.3800,1.9998,25.7403,40.3451
23,4,4257.0100,1.9999,38.2446,-22.1766
24,0,4432.7800,1.9999,37.9308,-22.3847
24,1,4487.0100,1.9998,26.5584,34.4773
24,2,4459.6200,1.9998,39.0309,-27.8851
24,3,4462.0600,1.9994,26.2537,36.0010
24,4,4516.8900,1.9997,37.4956,-20.2084
25,0,4343.2900,1.9994,37.4251,-20.9147
25,1,4469.9600,1.9997,27.1415,30.5032
25,2,4401.9300,1.9989,38.5487,-26.5330
25,3,4377.5600,1.9991,26.1732,35.3444
25,4,4451.4400,1.9998,36.9221,-18.3998
26,0,4254.1400,1.9999,36.9048,-18.0389
26,1,4283.9700,1.9997,26.6457,33.2567
26,2,4271.1000,1.9998,38.7301,-27.1656
26,3,4299.3600,1.9997,26.3020,34.9752
26,4,4249.1700,1.9999,37.9025,-23.0274
27,0,4116.4500,1.9999,38.4925,-21.1537
27,1,4106.9800,1.9989,26.2544,40.0367
27,2,4133.2900,1.9999,42.0314,-38.8484
27,3,4087.0800,1.9999,26.9741,36.4384
27,4,4084.3600,1.9997,37.5563,-16.4730
28,0,4077.5000,1.9995,37.8410,-18.8301
28,1,4106.5200,1.9999,25.8509,41.1204
28,2,4076.5300,1.9999,42.1658,-40.4543
28,3,4107.0500,1.9999,26.5247,37.7514
28,4,4097.9600,1.9998,37.9924,-19.5874
29,0,4324.1700,1.9993,38.8690,-24.4778
29,1,4395.0300,1.9997,25.6890,41.4224
29,2,4327.2400,1.9997,41.4798,-37.5316
29,3,4351.6000,1.9998,26.0901,39.4166
29,4,4344.9600,1.9999,37.7394,-18.8297
30,0,8158.1000,1.6564,38.9403,-26.5399
30,1,8170.5500,1.6651,25.3274,41.5247
30,2,8235.0600,1.6724,40.8072,-35.8745
30,3,18695.0400,2.0000,25.8037,39.1433
30,4,8209.2300,1.6713,37.2830,-18.2535
31,0,8832.2100,1.6781,39.3395,-29.5547
31,1,8854.7700,1.6878,24.9638,42.3234
31,2,8890.8500,1.6911,40.1716,-33.7152
31,3,19840.0800,2.0000,25.5238,39.5238
31,4,8832.5500,1.6881,37.1440,-18.5772
32,0,9532.4400,1.6937,38.8179,-27.4355
32,1,9472.9100,1.6851,25.1823,40.7423
32,2,9503.5000,1.6899,39.7178,-31.9353
32,3,21194.0800,2.0000,25.2505,40.4012
32,4,9539.1900,1.7018,37.6853,-21.7728
33,0,9539.0500,1.7120,39.3750,-29.4168
33,1,9554.8500,1.7030,25.9461,37.7276
33,2,9597.8700,1.7078,39.8609,-31.8461
33,3,20987.6000,2.0000,24.9839,42.5388
33,4,9583.1900,1.7132,37.2924,-19.0035
34,0,9085.4300,1.7357,39.3706,-29.2694
34,1,9121.5300,1.7349,25.5732,39.7179
34,2,9097.7800,1.7251,41.0283,-37.5575
34,3,19490.6400,2.0000,24.7239,43.9644
34,4,9106.3800,1.7358,36.8879,-16.8555
35,0,8600.1100,1.7165,39.2477,-30.1757
35,1,8577.4700,1.7204,25.5072,38.5269
35,2,8598.0900,1.7201,40.4581,-36.2278
35,3,18659.2000,2.0000,24.4704,43.7111
35,4,8588.8100,1.7188,36.3794,-15.8344
36,0,8264.4000,1.6198,38.7838,-28.8832
36,1,8284.0300,1.6190,25.9047,35.5125
36,2,8319.1000,1.6342,40.2050,-35.9891
36,3,19579.7600,2.0000,24.2232,43.9200
36,4,8296.9100,1.6284,35.9192,-14.5602
37,0,8064.6500,1.4714,39.3869,-30.5461
37,1,8087.6500,1.4868,25.5657,38.5602
37,2,8087.4500,1.4817,39.9282,-33.2525
37,3,21049.5200,2.0000,23.9823,46.4772
37,4,8109.0900,1.5074,37.5254,-21.2387
38,0,7582.3500,1.3510,39.7799,-33.3528
38,1,7601.6400,1.3754,25.5019,38.0371
38,2,7608.8000,1.3747,39.4680,-31.7935
38,3,21147.7600,2.0000,23.7474,46.8097
38,4,7593.1900,1.3704,37.0494,-19.7005
39,0,6924.5100,1.3186,39.2871,-31.7837
39,1,6921.7600,1.3235,25.2727,38.2882
39,2,6938.0000,1.3095,39.7175,-33.9355
39,3,19746.2400,2.0000,23.5184,47.0598
39,4,6915.7700,1.3279,36.8561,-19.6287
40,0,6643.0400,1.3763,41.4545,-40.2969
40,1,6624.7900,1.3290,26.0360,36.7960
40,2,6620.8300,1.3345,39.3894,-29.9710
40,3,18676.4000,2.0000,23.2952,50.4997
40,4,6668.8400,1.3484,36.8007,-17.0278
41,0,6987.3000,1.3718,41.2273,-40.4937
41,1,6967.7400,1.3719,25.7591,36.8470
41,2,6924.2600,1.3612,38.9189,-28.9518
41,3,19336.0000,2.0000,23.0775,50.2549
41,4,6989.0000,1.3902,36.6598,-17.6565
42,0,7525.7200,1.3737,40.7814,-39.7241
42,1,7564.0600,1.3873,25.4736,36.8147
42,2,7556.3600,1.3889,38.6030,-28.8324
42,3,20863.4400,2.0000,22.8653,49.8564
42,4,7507.5800,1.3666,36.4595,-18.1147
43,0,7881.1600,1.4164,40.8492,-40.5341
43,1,7840.3500,1.4206,25.2831,37.2967
43,2,7861.0700,1.4312,38.6954,-29.7647
43,3,21262.5600,2.0000,22.6582,50.4211
43,4,7865.3600,1.4185,36.2262,-17.4190
44,0,7681.5700,1.4827,40.4499,-37.3066
44,1,7721.8800,1.4802,26.8706,30.5902
44,2,7677.7300,1.4976,39.3158,-31.6361
44,3,20011.8400,2.0000,22.4562,52.6622
44,4,7729.3400,1.4985,35.8506,-14.3098
45,0,7409.2500,1.5279,40.0840,-36.5137
45,1,7378.9000,1.5236,26.5838,30.9874
45,2,7321.0000,1.5214,39.2927,-32.5571
45,3,18745.7600,2.0000,22.2590,52.6112
45,4,7331.6300,1.5108,35.6868,-14.5278
46,0,7275.9600,1.4658,39.8198,-36.2472
46,1,7253.8700,1.4611,26.5054,30.3250
46,2,7240.0500,1.4710,39.1435,-32.8658
46,3,19118.5600,2.0000,22.0666,52.5188
46,4,7207.4000,1.4585,35.3165,-13.7308
47,0,7462.4000,1.3880,39.6610,-35.2563
47,1,7433.2900,1.3787,26.4632,30.7330
47,2,7493.4700,1.3894,38.7361,-30.6318
47,3,20643.2000,2.0000,21.8787,53.6553
47,4,7462.5200,1.3634,36.3098,-18.5002
48,0,7539.1400,1.3447,39.5128,-35.2544
48,1,7525.4800,1.3247,26.5009,29.8050
48,2,7521.8900,1.3370,38.4152,-29.7664
48,3,21327.3600,2.0000,21.6952,53.8335
48,4,7556.3900,1.3342,36.1855,-18.6177
49,0,7298.7700,1.3698,39.1358,-34.4453
49,1,7296.9800,1.3766,26.3865,29.3012
49,2,7318.7500,1.3694,38.3242,-30.3872
49,3,20276.9600,2.0000,21.5160,53.6537
49,4,7284.9800,1.3731,35.8712,-18.1223
50,0,7153.2000,1.4673,38.7624,-33.8618
50,1,7194.5700,1.4689,26.3562,28.1693
50,2,7199.9000,1.4789,37.9726,-29.9126
50,3,18864.7200,2.0000,21.3409,53.2457
50,4,7239.2300,1.4855,35.5181,-17.6405
51,0,7642.2500,1.5645,38.4413,-32.8899
51,1,7684.2300,1.5747,26.4701,26.9663
51,2,7619.3400,1.5506,37.9870,-30.6182
51,3,18935.9200,2.0000,21.1697,53.4681
51,4,7695.9400,1.5693,35.2486,-16.9262
52,0,8610.5000,1.6198,38.1221,-31.4555
52,1,8595.2000,1.6141,26.6485,25.9128
52,2,8559.7900,1.6226,38.3973,-32.8314
52,3,20397.6000,2.0000,21.0024,54.1430
52,4,8527.0500,1.6073,34.9848,-15.7688
53,0,9303.3000,1.6638,37.9328,-31.4485
53,1,9379.8500,1.6662,26.6905,24.7630
53,2,9297.7900,1.6610,38.0519,-32.0439
53,3,21339.6800,2.0000,20.8388,54.0216
53,4,9336.0600,1.6632,34.7016,-15.2922
54,0,9508.7600,1.7232,37.6536,-31.3621
54,1,9498.9200,1.7230,26.4552,24.6298
54,2,9443.3300,1.7194,37.7316,-31.7521
54,3,20531.2000,2.0000,20.6788,53.5118
54,4,9419.0300,1.7161,34.3866,-15.0273
55,0,9212.9900,1.7641,37.4019,-31.0323
55,1,9185.3000,1.7655,26.4624,23.6655
55,2,9181.3500,1.7610,37.5044,-31.5449
55,3,19028.5600,2.0000,20.5222,53.3662
55,4,9171.3000,1.7628,34.0864,-14.4544
56,0,8953.4200,1.7461,37.6928,-32.1528
56,1,8979.5100,1.7591,27.1312,20.6554
56,2,8991.2400,1.7533,37.2881,-30.1291
56,3,18795.3600,2.0000,20.3690,54.4661
56,4,8968.8100,1.7546,33.8302,-12.8396
57,0,8979.5300,1.6919,37.9659,-33.0865
57,1,8964.1700,1.6766,27.9600,16.9429
57,2,9016.3300,1.6920,37.0077,-28.2957
57,3,20136.3200,2.0000,20.2190,55.6477
57,4,8962.1700,1.6824,33.5903,-11.2084
58,0,8850.3600,1.5996,37.6770,-32.3147
58,1,8857.1300,1.6061,27.9485,16.3276
58,2,8824.2000,1.5999,36.7353,-27.6064
58,3,21299.2000,2.0000,20.0722,55.7091
58,4,8885.3500,1.6017,33.6371,-12.1155
59,0,8329.7800,1.5557,37.4247,-31.5729
59,1,8350.3300,1.5598,27.8447,16.3268
59,2,8379.6000,1.5534,36.9917,-29.4081
59,3,20764.4000,2.0000,19.9284,55.9084
59,4,8326.1300,1.5535,33.3609,-11.2542
