t_idx,time_label,src_idx,src_label,tgt_idx,tgt_label,weight,stress
25,E_000026,2,ACC_Inventory,3,ACC_COGS,597.37,2.0164
26,E_000027,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,556.35,0.5729
27,E_000028,2,ACC_Inventory,3,ACC_COGS,234.15,0.1011
28,E_000029,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,454.72,0.3261
29,E_000030,2,ACC_Inventory,3,ACC_COGS,221.37,0.0887
30,E_000031,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,730.92,1.1796
31,E_000032,2,ACC_Inventory,3,ACC_COGS,391.79,1.0106
32,E_000033,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,821.9,1.558
33,E_000034,2,ACC_Inventory,3,ACC_COGS,420.04,1.2067
34,E_000035,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,452.47,0.3061
35,E_000036,2,ACC_Inventory,3,ACC_COGS,276.25,0.4007
36,E_000037,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,643.46,0.904
37,E_000038,2,ACC_Inventory,3,ACC_COGS,374.97,0.9778
38,E_000039,5,ACC_Cash,6,ACC_Travel_Exp,570.84,0.0
39,E_000040,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,504.83,0.7682
40,E_000041,2,ACC_Inventory,3,ACC_COGS,342.08,1.1655
41,E_000042,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,929.73,2.0626
42,E_000043,2,ACC_Inventory,3,ACC_COGS,562.84,2.2809
43,E_000044,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,629.14,0.997
44,E_000045,2,ACC_Inventory,3,ACC_COGS,262.21,0.477
45,E_000046,5,ACC_Cash,6,ACC_Travel_Exp,343.26,1.8742
46,E_000047,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,628.87,1.1099
47,E_000048,2,ACC_Inventory,3,ACC_COGS,429.44,1.4449
48,E_000049,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1678.28,4.1038
49,E_000050,2,ACC_Inventory,3,ACC_COGS,778.37,2.9974
50,E_000051,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,795.69,0.8441
51,E_000052,2,ACC_Inventory,3,ACC_COGS,536.58,1.2933
52,E_000053,4,ACC_Accounts_Payable,2,ACC_Inventory,10413.43,0.0
53,E_000054,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,490.92,0.1955
54,E_000055,2,ACC_Inventory,3,ACC_COGS,282.46,0.2477
55,E_000056,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,869.71,1.0363
56,E_000057,2,ACC_Inventory,3,ACC_COGS,442.33,0.9804
57,E_000058,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,365.31,0.0129
58,E_000059,2,ACC_Inventory,3,ACC_COGS,156.09,0.1871
59,E_000060,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,470.28,0.2363
60,E_000061,2,ACC_Inventory,3,ACC_COGS,209.68,0.1039
61,E_000062,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1074.92,2.5692
62,E_000063,2,ACC_Inventory,3,ACC_COGS,553.03,2.2554
63,E_000064,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,856.76,1.592
64,E_000065,2,ACC_Inventory,3,ACC_COGS,592.3,2.4209
65,E_000066,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,763.84,1.0776
66,E_000067,2,ACC_Inventory,3,ACC_COGS,461.42,1.2472
67,E_000068,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,709.22,0.8453
68,E_000069,2,ACC_Inventory,3,ACC_COGS,397.94,0.8467
69,E_000070,5,ACC_Cash,6,ACC_Travel_Exp,373.4,0.0
70,E_000071,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,599.85,0.6877
71,E_000072,2,ACC_Inventory,3,ACC_COGS,240.52,0.2381
72,E_000073,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,665.38,0.8125
73,E_000074,2,ACC_Inventory,3,ACC_COGS,318.73,0.5589
74,E_000075,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1221.04,2.5672
75,E_000076,2,ACC_Inventory,3,ACC_COGS,674.39,2.3792
76,E_000077,5,ACC_Cash,6,ACC_Travel_Exp,777.57,7.2329
77,E_000078,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,395.2,0.157
78,E_000079,2,ACC_Inventory,3,ACC_COGS,176.2,0.0078
79,E_000080,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,910.73,1.5457
80,E_000081,2,ACC_Inventory,3,ACC_COGS,624.81,2.2534
81,E_000082,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,685.8,0.888
82,E_000083,2,ACC_Inventory,3,ACC_COGS,274.44,0.4372
83,E_000084,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,610.23,0.6803
84,E_000085,2,ACC_Inventory,3,ACC_COGS,264.57,0.3826
85,E_000086,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1208.35,2.1263
86,E_000087,2,ACC_Inventory,3,ACC_COGS,504.34,1.41
87,E_000088,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1161.1,2.0269
88,E_000089,2,ACC_Inventory,3,ACC_COGS,491.87,1.5977
89,E_000090,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,571.88,0.3401
90,E_000091,2,ACC_Inventory,3,ACC_COGS,240.63,0.2041
91,E_000092,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,706.93,0.5972
92,E_000093,2,ACC_Inventory,3,ACC_COGS,309.44,0.4853
93,E_000094,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1181.84,1.707
94,E_000095,2,ACC_Inventory,3,ACC_COGS,782.06,3.2026
95,E_000096,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,660.46,0.4186
96,E_000097,2,ACC_Inventory,3,ACC_COGS,448.24,0.9157
97,E_000098,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,742.74,0.5746
98,E_000099,2,ACC_Inventory,3,ACC_COGS,341.92,0.4229
99,E_000100,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,513.93,0.2104
100,E_000101,2,ACC_Inventory,3,ACC_COGS,309.13,0.3638
101,E_000102,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1107.24,1.8765
102,E_000103,2,ACC_Inventory,3,ACC_COGS,517.53,1.3171
103,E_000104,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1376.24,2.1788
104,E_000105,2,ACC_Inventory,3,ACC_COGS,779.19,2.1747
105,E_000106,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,777.29,0.607
106,E_000107,2,ACC_Inventory,3,ACC_COGS,327.47,0.2109
107,E_000108,4,ACC_Accounts_Payable,2,ACC_Inventory,13505.3,0.0
108,E_000109,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,618.05,0.4967
109,E_000110,2,ACC_Inventory,3,ACC_COGS,291.35,0.4034
110,E_000111,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,924.42,1.1638
111,E_000112,2,ACC_Inventory,3,ACC_COGS,519.31,1.3355
112,E_000113,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1480.04,2.1459
113,E_000114,2,ACC_Inventory,3,ACC_COGS,845.57,2.4251
114,E_000115,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,788.62,0.6441
115,E_000116,2,ACC_Inventory,3,ACC_COGS,427.35,0.6373
116,E_000117,5,ACC_Cash,6,ACC_Travel_Exp,534.33,0.0
117,E_000118,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,280.54,0.2072
118,E_000119,2,ACC_Inventory,3,ACC_COGS,151.52,0.1829
119,E_000120,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1111.4,1.6145
120,E_000121,2,ACC_Inventory,3,ACC_COGS,662.44,1.78
121,E_000122,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,828.35,0.8603
122,E_000123,2,ACC_Inventory,3,ACC_COGS,431.39,0.7197
123,E_000124,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,709.82,0.657
124,E_000125,2,ACC_Inventory,3,ACC_COGS,307.2,0.3344
125,E_000126,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,829.91,1.2823
126,E_000127,2,ACC_Inventory,3,ACC_COGS,443.66,1.2481
127,E_000128,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,732.7,1.0235
128,E_000129,2,ACC_Inventory,3,ACC_COGS,309.65,0.6371
129,E_000130,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,922.84,1.3277
130,E_000131,2,ACC_Inventory,3,ACC_COGS,521.49,1.4829
131,E_000132,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1444.86,2.3203
132,E_000133,2,ACC_Inventory,3,ACC_COGS,812.27,2.4623
133,E_000134,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,578.95,0.2523
134,E_000135,2,ACC_Inventory,3,ACC_COGS,260.47,0.0945
135,E_000136,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,654.52,0.4601
136,E_000137,2,ACC_Inventory,3,ACC_COGS,431.59,0.8151
137,E_000138,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1153.75,1.5233
138,E_000139,2,ACC_Inventory,3,ACC_COGS,592.67,1.3689
139,E_000140,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,912.43,0.9011
140,E_000141,2,ACC_Inventory,3,ACC_COGS,579.59,1.213
141,E_000142,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,982.32,0.9892
142,E_000143,2,ACC_Inventory,3,ACC_COGS,623.78,1.225
143,E_000144,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,831.68,0.6814
144,E_000145,2,ACC_Inventory,3,ACC_COGS,371.29,0.3205
145,E_000146,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1178.58,1.6808
146,E_000147,2,ACC_Inventory,3,ACC_COGS,492.11,0.9912
147,E_000148,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,604.13,0.2596
148,E_000149,2,ACC_Inventory,3,ACC_COGS,377.21,0.4504
149,E_000150,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,683.87,0.431
150,E_000151,2,ACC_Inventory,3,ACC_COGS,382.51,0.4922
151,E_000152,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,445.5,0.0281
152,E_000153,2,ACC_Inventory,3,ACC_COGS,188.91,0.1893
153,E_000154,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,900.6,1.1794
154,E_000155,2,ACC_Inventory,3,ACC_COGS,378.6,0.786
155,E_000156,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,888.06,1.1905
156,E_000157,2,ACC_Inventory,3,ACC_COGS,387.16,1.0592
157,E_000158,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,728.35,0.7901
158,E_000159,2,ACC_Inventory,3,ACC_COGS,309.25,0.6446
159,E_000160,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,454.17,0.2691
160,E_000161,2,ACC_Inventory,3,ACC_COGS,252.9,0.4787
161,E_000162,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,676.11,0.9154
162,E_000163,2,ACC_Inventory,3,ACC_COGS,406.29,1.4861
163,E_000164,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,697.52,0.9774
164,E_000165,2,ACC_Inventory,3,ACC_COGS,361.83,1.1881
165,E_000166,4,ACC_Accounts_Payable,2,ACC_Inventory,10796.58,0.0
166,E_000167,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,940.33,1.86
167,E_000168,2,ACC_Inventory,3,ACC_COGS,505.41,2.0926
168,E_000169,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1701.19,3.928
169,E_000170,2,ACC_Inventory,3,ACC_COGS,717.87,2.9834
170,E_000171,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,857.86,0.9308
171,E_000172,2,ACC_Inventory,3,ACC_COGS,377.23,0.7814
172,E_000173,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,886.81,0.8928
173,E_000174,2,ACC_Inventory,3,ACC_COGS,588.65,1.574
174,E_000175,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,371.33,0.0951
175,E_000176,2,ACC_Inventory,3,ACC_COGS,182.23,0.1142
176,E_000177,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,791.56,0.7262
177,E_000178,2,ACC_Inventory,3,ACC_COGS,318.48,0.4612
178,E_000179,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,819.51,0.6613
179,E_000180,2,ACC_Inventory,3,ACC_COGS,556.88,1.2957
180,E_000181,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,2142.89,3.1774
181,E_000182,2,ACC_Inventory,3,ACC_COGS,943.49,2.731
182,E_000183,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,902.56,0.662
183,E_000184,2,ACC_Inventory,3,ACC_COGS,437.31,0.6306
184,E_000185,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,788.97,0.4724
185,E_000186,2,ACC_Inventory,3,ACC_COGS,363.78,0.3668
186,E_000187,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,501.27,0.0266
187,E_000188,2,ACC_Inventory,3,ACC_COGS,276.51,0.1486
188,E_000189,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1263.63,1.2363
189,E_000190,2,ACC_Inventory,3,ACC_COGS,826.2,2.0232
190,E_000191,5,ACC_Cash,7,ACC_Payroll_Exp,8751.93,0.0
191,E_000192,5,ACC_Cash,7,ACC_Payroll_Exp,6949.24,2.5714
192,E_000193,5,ACC_Cash,7,ACC_Payroll_Exp,3272.49,0.6661
193,E_000194,5,ACC_Cash,8,ACC_Rent_Exp,6683.35,0.0
194,E_000195,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1011.67,1.6567
195,E_000196,2,ACC_Inventory,3,ACC_COGS,505.9,1.3615
196,E_000197,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1921.37,3.606
197,E_000198,2,ACC_Inventory,3,ACC_COGS,919.54,2.8834
198,E_000199,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,538.29,0.234
199,E_000200,2,ACC_Inventory,3,ACC_COGS,329.27,0.3565
200,E_000201,5,ACC_Cash,6,ACC_Travel_Exp,1063.23,0.0
201,E_000202,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,832.53,0.9409
202,E_000203,2,ACC_Inventory,3,ACC_COGS,469.28,1.1462
203,E_000204,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,654.07,0.5021
204,E_000205,2,ACC_Inventory,3,ACC_COGS,370.05,0.6342
205,E_000206,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,430.24,0.0293
206,E_000207,2,ACC_Inventory,3,ACC_COGS,211.88,0.0148
207,E_000208,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,822.24,0.8249
208,E_000209,2,ACC_Inventory,3,ACC_COGS,568.71,1.3653
209,E_000210,5,ACC_Cash,6,ACC_Travel_Exp,321.95,0.7941
210,E_000211,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,966.86,2.0482
211,E_000212,2,ACC_Inventory,3,ACC_COGS,613.02,2.1702
212,E_000213,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,553.82,0.6375
213,E_000214,2,ACC_Inventory,3,ACC_COGS,383.33,0.8251
214,E_000215,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1487.1,3.3413
215,E_000216,2,ACC_Inventory,3,ACC_COGS,1009.69,3.5865
216,E_000217,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,584.82,0.4756
217,E_000218,2,ACC_Inventory,3,ACC_COGS,374.26,0.4378
218,E_000219,5,ACC_Cash,6,ACC_Travel_Exp,891.78,9.7205
219,E_000220,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1107.68,1.5188
220,E_000221,2,ACC_Inventory,3,ACC_COGS,752.39,1.5507
221,E_000222,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,488.95,0.1889
222,E_000223,2,ACC_Inventory,3,ACC_COGS,303.4,0.1226
223,E_000224,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,876.2,1.0777
224,E_000225,2,ACC_Inventory,3,ACC_COGS,557.45,0.9787
225,E_000226,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1349.47,1.9205
226,E_000227,2,ACC_Inventory,3,ACC_COGS,555.47,0.9015
227,E_000228,4,ACC_Accounts_Payable,2,ACC_Inventory,9588.78,0.0
228,E_000229,5,ACC_Cash,6,ACC_Travel_Exp,990.03,3.7152
229,E_000230,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,887.64,1.1704
230,E_000231,2,ACC_Inventory,3,ACC_COGS,414.42,0.8603
231,E_000232,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1093.72,1.4038
232,E_000233,2,ACC_Inventory,3,ACC_COGS,545.2,1.2094
233,E_000234,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,487.76,0.1937
234,E_000235,2,ACC_Inventory,3,ACC_COGS,308.26,0.4533
235,E_000236,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,471.74,0.1617
236,E_000237,2,ACC_Inventory,3,ACC_COGS,245.26,0.1925
237,E_000238,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,900.91,1.1389
238,E_000239,2,ACC_Inventory,3,ACC_COGS,622.64,2.0549
239,E_000240,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,884.31,1.3729
240,E_000241,2,ACC_Inventory,3,ACC_COGS,614.65,1.9032
241,E_000242,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,918.91,1.2328
242,E_000243,2,ACC_Inventory,3,ACC_COGS,487.36,1.0263
243,E_000244,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,609.48,0.4966
244,E_000245,2,ACC_Inventory,3,ACC_COGS,323.58,0.3439
245,E_000246,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,877.88,1.367
246,E_000247,2,ACC_Inventory,3,ACC_COGS,588.05,1.5384
247,E_000248,5,ACC_Cash,1,ACC_Accounts_Receivable,51465.36,0.0
248,E_000249,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,51465.36,121.7242
249,E_000250,1,ACC_Accounts_Receivable,5,ACC_Cash,51465.36,0.0
250,E_000251,1,ACC_Accounts_Receivable,5,ACC_Cash,756.96,0.2483
251,E_000252,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1687.36,0.2033
252,E_000253,2,ACC_Inventory,3,ACC_COGS,947.51,3.1658
253,E_000254,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,966.95,0.2592
254,E_000255,2,ACC_Inventory,3,ACC_COGS,600.58,1.3217
255,E_000256,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,496.75,0.2928
256,E_000257,2,ACC_Inventory,3,ACC_COGS,209.13,0.0131
257,E_000258,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1040.27,0.2536
258,E_000259,2,ACC_Inventory,3,ACC_COGS,610.58,1.3185
259,E_000260,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1096.03,0.2507
260,E_000261,2,ACC_Inventory,3,ACC_COGS,540.11,1.0805
261,E_000262,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1271.62,1.4425
262,E_000263,2,ACC_Inventory,3,ACC_COGS,774.62,1.6413
263,E_000264,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,576.13,0.0491
264,E_000265,2,ACC_Inventory,3,ACC_COGS,303.12,0.0109
265,E_000266,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1176.1,1.4587
266,E_000267,2,ACC_Inventory,3,ACC_COGS,734.4,1.674
267,E_000268,5,ACC_Cash,6,ACC_Travel_Exp,671.09,0.0
268,E_000269,5,ACC_Cash,1,ACC_Accounts_Receivable,52063.9,0.0
269,E_000270,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,52063.9,97.0507
270,E_000271,1,ACC_Accounts_Receivable,5,ACC_Cash,52063.9,0.0
271,E_000272,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1708.43,0.208
272,E_000273,2,ACC_Inventory,3,ACC_COGS,830.42,2.1326
273,E_000274,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,725.21,0.2806
274,E_000275,2,ACC_Inventory,3,ACC_COGS,422.07,0.6043
275,E_000276,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,591.77,0.2865
276,E_000277,2,ACC_Inventory,3,ACC_COGS,315.21,0.4181
277,E_000278,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,560.49,0.2888
278,E_000279,2,ACC_Inventory,3,ACC_COGS,357.66,0.5567
279,E_000280,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,577.26,0.2838
280,E_000281,2,ACC_Inventory,3,ACC_COGS,345.0,0.7211
281,E_000282,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,916.97,0.2637
282,E_000283,2,ACC_Inventory,3,ACC_COGS,591.93,1.5751
283,E_000284,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,893.63,0.9205
284,E_000285,2,ACC_Inventory,3,ACC_COGS,440.67,0.7458
285,E_000286,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1113.75,2.047
286,E_000287,2,ACC_Inventory,3,ACC_COGS,453.66,1.1467
287,E_000288,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,804.17,1.0018
288,E_000289,2,ACC_Inventory,3,ACC_COGS,469.14,1.1908
289,E_000290,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,719.64,0.7335
290,E_000291,2,ACC_Inventory,3,ACC_COGS,329.83,0.4733
291,E_000292,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,2374.83,4.4943
292,E_000293,2,ACC_Inventory,3,ACC_COGS,1234.66,4.4611
293,E_000294,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1027.49,0.6598
294,E_000295,2,ACC_Inventory,3,ACC_COGS,412.71,0.3299
295,E_000296,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,567.79,0.0143
296,E_000297,2,ACC_Inventory,3,ACC_COGS,377.94,0.2822
297,E_000298,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,521.26,0.0423
298,E_000299,2,ACC_Inventory,3,ACC_COGS,236.01,0.1059
299,E_000300,4,ACC_Accounts_Payable,2,ACC_Inventory,12723.71,0.0
300,E_000301,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1064.45,0.9271
301,E_000302,2,ACC_Inventory,3,ACC_COGS,468.36,0.7281
302,E_000303,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,966.72,0.7214
303,E_000304,2,ACC_Inventory,3,ACC_COGS,673.19,1.2642
304,E_000305,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,777.03,0.9888
305,E_000306,2,ACC_Inventory,3,ACC_COGS,486.87,1.3159
306,E_000307,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,570.15,0.6011
307,E_000308,2,ACC_Inventory,3,ACC_COGS,351.09,0.6853
308,E_000309,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,669.15,0.8429
309,E_000310,2,ACC_Inventory,3,ACC_COGS,299.61,0.4832
310,E_000311,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1126.84,1.8969
311,E_000312,2,ACC_Inventory,3,ACC_COGS,538.36,1.4533
312,E_000313,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,871.53,0.9681
313,E_000314,2,ACC_Inventory,3,ACC_COGS,421.12,0.7449
314,E_000315,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,486.05,0.163
315,E_000316,2,ACC_Inventory,3,ACC_COGS,285.81,0.2227
316,E_000317,1,ACC_Accounts_Receivable,5,ACC_Cash,1036.59,0.0
317,E_000318,1,ACC_Accounts_Receivable,5,ACC_Cash,638.87,1.9284
318,E_000319,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,933.31,1.5728
319,E_000320,2,ACC_Inventory,3,ACC_COGS,395.89,1.212
320,E_000321,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,561.76,0.5175
321,E_000322,2,ACC_Inventory,3,ACC_COGS,341.65,0.8982
322,E_000323,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,850.74,1.2314
323,E_000324,2,ACC_Inventory,3,ACC_COGS,446.18,1.3837
324,E_000325,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,818.85,1.3311
325,E_000326,2,ACC_Inventory,3,ACC_COGS,429.68,1.4314
326,E_000327,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,506.45,0.5363
327,E_000328,2,ACC_Inventory,3,ACC_COGS,261.76,0.5415
328,E_000329,1,ACC_Accounts_Receivable,5,ACC_Cash,454.72,0.9768
329,E_000330,0,ACC_Sales_Revenue,1,ACC_Accounts_Receivable,1001.17,1.8394
330,E_000331,2,ACC_Inventory,3,ACC_COGS,514.72,1.8878
