t_idx,time_label,node_idx,node_label,account_category,fk_echo_impact
8,2020-09,4,04_USR_005,Unknown,-1445239.0892
8,2020-09,5,05_USR_006,Unknown,-3187369.5265
8,2020-09,6,06_USR_007,Unknown,-4474948.5193
8,2020-09,7,07_USR_008,Unknown,-782110.5315
8,2020-09,8,08_USR_009,Unknown,-562884.0056
8,2020-09,9,09_USR_010,Unknown,2666658.4923
8,2020-09,10,10_STK_001,Unknown,0.0
8,2020-09,11,11_STK_002,Unknown,0.0
8,2020-09,12,12_STK_003,Unknown,0.0
8,2020-09,13,13_STK_004,Unknown,0.0
8,2020-09,14,14_STK_005,Unknown,0.0
9,2020-10,0,00_USR_001,Unknown,29038.1519
9,2020-10,1,01_USR_002,Unknown,-67827650.28
9,2020-10,2,02_USR_003,Unknown,32829142.8253
9,2020-10,3,03_USR_004,Unknown,24369708.2326
9,2020-10,4,04_USR_005,Unknown,4783648.9453
9,2020-10,5,05_USR_006,Unknown,4590265.115
9,2020-10,6,06_USR_007,Unknown,1798274.6828
9,2020-10,7,07_USR_008,Unknown,13960.033
9,2020-10,8,08_USR_009,Unknown,4463.539
9,2020-10,9,09_USR_010,Unknown,-691177.6296
9,2020-10,10,10_STK_001,Unknown,0.0
9,2020-10,11,11_STK_002,Unknown,0.0
9,2020-10,12,12_STK_003,Unknown,0.0
9,2020-10,13,13_STK_004,Unknown,0.0
9,2020-10,14,14_STK_005,Unknown,0.0
10,2020-11,0,00_USR_001,Unknown,0.0
10,2020-11,1,01_USR_002,Unknown,11602671.7327
10,2020-11,2,02_USR_003,Unknown,-25339814.3209
10,2020-11,3,03_USR_004,Unknown,-18631804.0102
10,2020-11,4,04_USR_005,Unknown,-1614346.716
10,2020-11,5,05_USR_006,Unknown,-2213560.8854
10,2020-11,6,06_USR_007,Unknown,138308.9128
10,2020-11,7,07_USR_008,Unknown,-267781.4992
10,2020-11,8,08_USR_009,Unknown,-1693538.76
10,2020-11,9,09_USR_010,Unknown,-3533.19
10,2020-11,10,10_STK_001,Unknown,0.0
10,2020-11,11,11_STK_002,Unknown,0.0
10,2020-11,12,12_STK_003,Unknown,0.0
10,2020-11,13,13_STK_004,Unknown,0.0
10,2020-11,14,14_STK_005,Unknown,0.0
11,2020-12,0,00_USR_001,Unknown,-19920.32
11,2020-12,1,01_USR_002,Unknown,0.0
11,2020-12,2,02_USR_003,Unknown,-4077044.3739
11,2020-12,3,03_USR_004,Unknown,-7608803.8882
11,2020-12,4,04_USR_005,Unknown,2735.9302
11,2020-12,5,05_USR_006,Unknown,3659873.0105
11,2020-12,6,06_USR_007,Unknown,1603.0679
11,2020-12,7,07_USR_008,Unknown,1.2288
11,2020-12,8,08_USR_009,Unknown,1928036.9457
11,2020-12,9,09_USR_010,Unknown,778.4601
11,2020-12,10,10_STK_001,Unknown,0.0
11,2020-12,11,11_STK_002,Unknown,0.0
11,2020-12,12,12_STK_003,Unknown,0.0
11,2020-12,13,13_STK_004,Unknown,0.0
11,2020-12,14,14_STK_005,Unknown,0.0
12,2021-01,0,00_USR_001,Unknown,21526.5967
12,2021-01,1,01_USR_002,Unknown,-203420.16
12,2021-01,2,02_USR_003,Unknown,3677470.0737
12,2021-01,3,03_USR_004,Unknown,2795802.7818
12,2021-01,4,04_USR_005,Unknown,-577335.3513
12,2021-01,5,05_USR_006,Unknown,-4658907.9565
12,2021-01,6,06_USR_007,Unknown,-2502.801
12,2021-01,7,07_USR_008,Unknown,789310.4262
12,2021-01,8,08_USR_009,Unknown,8683.9767
12,2021-01,9,09_USR_010,Unknown,-1850627.5863
12,2021-01,10,10_STK_001,Unknown,0.0
12,2021-01,11,11_STK_002,Unknown,0.0
12,2021-01,12,12_STK_003,Unknown,0.0
12,2021-01,13,13_STK_004,Unknown,0.0
12,2021-01,14,14_STK_005,Unknown,0.0
13,2021-02,0,00_USR_001,Unknown,0.0
13,2021-02,1,01_USR_002,Unknown,-1128264.0711
13,2021-02,2,02_USR_003,Unknown,-2810580.3785
13,2021-02,3,03_USR_004,Unknown,-15403.9453
13,2021-02,4,04_USR_005,Unknown,-12437.8833
13,2021-02,5,05_USR_006,Unknown,2658600.9099
13,2021-02,6,06_USR_007,Unknown,-299.1377
13,2021-02,7,07_USR_008,Unknown,-9632.6033
13,2021-02,8,08_USR_009,Unknown,1332622.2981
13,2021-02,9,09_USR_010,Unknown,-14605.1888
13,2021-02,10,10_STK_001,Unknown,0.0
13,2021-02,11,11_STK_002,Unknown,0.0
13,2021-02,12,12_STK_003,Unknown,0.0
13,2021-02,13,13_STK_004,Unknown,0.0
13,2021-02,14,14_STK_005,Unknown,0.0
14,2021-03,0,00_USR_001,Unknown,11719588.8046
14,2021-03,1,01_USR_002,Unknown,10617.7058
14,2021-03,2,02_USR_003,Unknown,-24370487.2732
14,2021-03,3,03_USR_004,Unknown,-33647422.3958
14,2021-03,4,04_USR_005,Unknown,5464.684
14,2021-03,5,05_USR_006,Unknown,1355662.9089
14,2021-03,6,06_USR_007,Unknown,1149444.818
14,2021-03,7,07_USR_008,Unknown,1395.5304
14,2021-03,8,08_USR_009,Unknown,1280423.3065
14,2021-03,9,09_USR_010,Unknown,4650.3082
14,2021-03,10,10_STK_001,Unknown,0.0
14,2021-03,11,11_STK_002,Unknown,0.0
14,2021-03,12,12_STK_003,Unknown,0.0
14,2021-03,13,13_STK_004,Unknown,0.0
14,2021-03,14,14_STK_005,Unknown,0.0
15,2021-04,0,00_USR_001,Unknown,-66583.85
15,2021-04,1,01_USR_002,Unknown,149238.2921
15,2021-04,2,02_USR_003,Unknown,-107179.3729
15,2021-04,3,03_USR_004,Unknown,61265.5061
15,2021-04,4,04_USR_005,Unknown,1147540.9436
15,2021-04,5,05_USR_006,Unknown,-220.7435
15,2021-04,6,06_USR_007,Unknown,-1188779.6466
15,2021-04,7,07_USR_008,Unknown,-15.8803
15,2021-04,8,08_USR_009,Unknown,-0.6721
15,2021-04,9,09_USR_010,Unknown,1141.1077
15,2021-04,10,10_STK_001,Unknown,0.0
15,2021-04,11,11_STK_002,Unknown,0.0
15,2021-04,12,12_STK_003,Unknown,0.0
15,2021-04,13,13_STK_004,Unknown,0.0
15,2021-04,14,14_STK_005,Unknown,0.0
16,2021-05,0,00_USR_001,Unknown,0.0
16,2021-05,1,01_USR_002,Unknown,2495617.9899
16,2021-05,2,02_USR_003,Unknown,-5151342.784
16,2021-05,3,03_USR_004,Unknown,-7201664.3518
16,2021-05,4,04_USR_005,Unknown,1318280.4167
16,2021-05,5,05_USR_006,Unknown,-3363194.4837
16,2021-05,6,06_USR_007,Unknown,-816597.7616
16,2021-05,7,07_USR_008,Unknown,-1154201.4073
16,2021-05,8,08_USR_009,Unknown,9685.2831
16,2021-05,9,09_USR_010,Unknown,297.7586
16,2021-05,10,10_STK_001,Unknown,0.0
16,2021-05,11,11_STK_002,Unknown,0.0
16,2021-05,12,12_STK_003,Unknown,0.0
16,2021-05,13,13_STK_004,Unknown,0.0
16,2021-05,14,14_STK_005,Unknown,0.0
17,2021-06,0,00_USR_001,Unknown,0.0
17,2021-06,1,01_USR_002,Unknown,0.0
17,2021-06,2,02_USR_003,Unknown,45424.0319
17,2021-06,3,03_USR_004,Unknown,47388.5993
17,2021-06,4,04_USR_005,Unknown,11.494
17,2021-06,5,05_USR_006,Unknown,-1701423.442
17,2021-06,6,06_USR_007,Unknown,11959.6075
17,2021-06,7,07_USR_008,Unknown,1622897.5976
17,2021-06,8,08_USR_009,Unknown,-13159.4749
17,2021-06,9,09_USR_010,Unknown,-13098.4134
17,2021-06,10,10_STK_001,Unknown,0.0
17,2021-06,11,11_STK_002,Unknown,0.0
17,2021-06,12,12_STK_003,Unknown,0.0
17,2021-06,13,13_STK_004,Unknown,0.0
17,2021-06,14,14_STK_005,Unknown,0.0
18,2021-07,0,00_USR_001,Unknown,-579584.9693
18,2021-07,1,01_USR_002,Unknown,0.0
18,2021-07,2,02_USR_003,Unknown,1025830.3382
18,2021-07,3,03_USR_004,Unknown,5161452.0343
18,2021-07,4,04_USR_005,Unknown,-3132381.3615
18,2021-07,5,05_USR_006,Unknown,1310301.3065
18,2021-07,6,06_USR_007,Unknown,376.3905
18,2021-07,7,07_USR_008,Unknown,-1175063.8197
18,2021-07,8,08_USR_009,Unknown,-2613971.4616
18,2021-07,9,09_USR_010,Unknown,1856.964
18,2021-07,10,10_STK_001,Unknown,0.0
18,2021-07,11,11_STK_002,Unknown,0.0
18,2021-07,12,12_STK_003,Unknown,0.0
18,2021-07,13,13_STK_004,Unknown,0.0
18,2021-07,14,14_STK_005,Unknown,0.0
19,2021-08,0,00_USR_001,Unknown,-28546.44
19,2021-08,1,01_USR_002,Unknown,-61958.25
19,2021-08,2,02_USR_003,Unknown,-1533837.078
19,2021-08,3,03_USR_004,Unknown,-1032383.0981
19,2021-08,4,04_USR_005,Unknown,1628251.4762
19,2021-08,5,05_USR_006,Unknown,-1621.9522
19,2021-08,6,06_USR_007,Unknown,-5660.0359
19,2021-08,7,07_USR_008,Unknown,1038416.2731
19,2021-08,8,08_USR_009,Unknown,1901.3304
19,2021-08,9,09_USR_010,Unknown,-4562.2255
19,2021-08,10,10_STK_001,Unknown,0.0
19,2021-08,11,11_STK_002,Unknown,0.0
19,2021-08,12,12_STK_003,Unknown,0.0
19,2021-08,13,13_STK_004,Unknown,0.0
19,2021-08,14,14_STK_005,Unknown,0.0
20,2021-09,0,00_USR_001,Unknown,-122078.75
20,2021-09,1,01_USR_002,Unknown,118089.9319
20,2021-09,2,02_USR_003,Unknown,429376.928
20,2021-09,3,03_USR_004,Unknown,-1430367.8744
20,2021-09,4,04_USR_005,Unknown,991322.3064
20,2021-09,5,05_USR_006,Unknown,4206.9169
20,2021-09,6,06_USR_007,Unknown,1047.2954
20,2021-09,7,07_USR_008,Unknown,-73.3932
20,2021-09,8,08_USR_009,Unknown,49.235
20,2021-09,9,09_USR_010,Unknown,8427.404
20,2021-09,10,10_STK_001,Unknown,0.0
20,2021-09,11,11_STK_002,Unknown,0.0
20,2021-09,12,12_STK_003,Unknown,0.0
20,2021-09,13,13_STK_004,Unknown,0.0
20,2021-09,14,14_STK_005,Unknown,0.0
21,2021-10,0,00_USR_001,Unknown,0.0
21,2021-10,1,01_USR_002,Unknown,0.0
21,2021-10,2,02_USR_003,Unknown,-12048.5342
21,2021-10,3,03_USR_004,Unknown,-4275.9165
21,2021-10,4,04_USR_005,Unknown,-3481.65
21,2021-10,5,05_USR_006,Unknown,2104.0768
21,2021-10,6,06_USR_007,Unknown,1670.7037
21,2021-10,7,07_USR_008,Unknown,553.6946
21,2021-10,8,08_USR_009,Unknown,666.4116
21,2021-10,9,09_USR_010,Unknown,271.5833
21,2021-10,10,10_STK_001,Unknown,0.0
21,2021-10,11,11_STK_002,Unknown,0.0
21,2021-10,12,12_STK_003,Unknown,0.0
21,2021-10,13,13_STK_004,Unknown,0.0
21,2021-10,14,14_STK_005,Unknown,0.0
22,2021-11,0,00_USR_001,Unknown,0.0
22,2021-11,1,01_USR_002,Unknown,0.0
22,2021-11,2,02_USR_003,Unknown,34200.2707
22,2021-11,3,03_USR_004,Unknown,-37166.9246
22,2021-11,4,04_USR_005,Unknown,-156.41
22,2021-11,5,05_USR_006,Unknown,-247.1157
22,2021-11,6,06_USR_007,Unknown,-3591.9817
22,2021-11,7,07_USR_008,Unknown,1144.9277
22,2021-11,8,08_USR_009,Unknown,1650.1843
22,2021-11,9,09_USR_010,Unknown,4167.0494
22,2021-11,10,10_STK_001,Unknown,0.0
22,2021-11,11,11_STK_002,Unknown,0.0
22,2021-11,12,12_STK_003,Unknown,0.0
22,2021-11,13,13_STK_004,Unknown,0.0
22,2021-11,14,14_STK_005,Unknown,0.0
23,2021-12,0,00_USR_001,Unknown,-22489.41
23,2021-12,1,01_USR_002,Unknown,-45661375.06
23,2021-12,2,02_USR_003,Unknown,29912824.4566
23,2021-12,3,03_USR_004,Unknown,15223346.2455
23,2021-12,4,04_USR_005,Unknown,-39.0
23,2021-12,5,05_USR_006,Unknown,210636.7948
23,2021-12,6,06_USR_007,Unknown,55986.5149
23,2021-12,7,07_USR_008,Unknown,41300.267
23,2021-12,8,08_USR_009,Unknown,35733.3305
23,2021-12,9,09_USR_010,Unknown,17664.2211
23,2021-12,10,10_STK_001,Unknown,0.0
23,2021-12,11,11_STK_002,Unknown,0.0
23,2021-12,12,12_STK_003,Unknown,0.0
23,2021-12,13,13_STK_004,Unknown,0.0
23,2021-12,14,14_STK_005,Unknown,0.0
