t_idx,time_label,node_idx,node_label,account_category,optimal_input_u,state_error_x
6,2020-07,13,13_STK_004,Unknown,0.0,0.0
6,2020-07,14,14_STK_005,Unknown,0.0,0.0
7,2020-08,0,00_USR_001,Unknown,0.0,10000000.0
7,2020-08,1,01_USR_002,Unknown,0.0,20946.25
7,2020-08,2,02_USR_003,Unknown,0.0,9366570.77
7,2020-08,3,03_USR_004,Unknown,0.0,7288630.64
7,2020-08,4,04_USR_005,Unknown,0.0,605980.39
7,2020-08,5,05_USR_006,Unknown,0.0,277399.9
7,2020-08,6,06_USR_007,Unknown,0.0,396147.5
7,2020-08,7,07_USR_008,Unknown,0.0,0.0
7,2020-08,8,08_USR_009,Unknown,0.0,228793.62
7,2020-08,9,09_USR_010,Unknown,0.0,3107728.05
7,2020-08,10,10_STK_001,Unknown,-0.0,0.0
7,2020-08,11,11_STK_002,Unknown,-0.0,0.0
7,2020-08,12,12_STK_003,Unknown,-0.0,0.0
7,2020-08,13,13_STK_004,Unknown,0.0,0.0
7,2020-08,14,14_STK_005,Unknown,0.0,0.0
8,2020-09,0,00_USR_001,Unknown,0.0,10030517.76
8,2020-09,1,01_USR_002,Unknown,0.0,7988890.52
8,2020-09,2,02_USR_003,Unknown,0.0,2847698.51
8,2020-09,3,03_USR_004,Unknown,0.0,2404276.62
8,2020-09,4,04_USR_005,Unknown,0.0,1432043.16
8,2020-09,5,05_USR_006,Unknown,0.0,3187238.37
8,2020-09,6,06_USR_007,Unknown,0.0,4474928.94
8,2020-09,7,07_USR_008,Unknown,0.0,782073.6
8,2020-09,8,08_USR_009,Unknown,0.0,407765.62
8,2020-09,9,09_USR_010,Unknown,0.0,2769098.82
8,2020-09,10,10_STK_001,Unknown,-0.0,0.0
8,2020-09,11,11_STK_002,Unknown,-0.0,0.0
8,2020-09,12,12_STK_003,Unknown,0.0,0.0
8,2020-09,13,13_STK_004,Unknown,0.0,0.0
8,2020-09,14,14_STK_005,Unknown,0.0,0.0
9,2020-10,0,00_USR_001,Unknown,0.0,9976431.97
9,2020-10,1,01_USR_002,Unknown,0.0,67827650.28
9,2020-10,2,02_USR_003,Unknown,0.0,4897073.32
9,2020-10,3,03_USR_004,Unknown,0.0,65981464.04
9,2020-10,4,04_USR_005,Unknown,0.0,3033433.6
9,2020-10,5,05_USR_006,Unknown,0.0,2909596.28
9,2020-10,6,06_USR_007,Unknown,0.0,1458741.3
9,2020-10,7,07_USR_008,Unknown,0.0,8322.43
9,2020-10,8,08_USR_009,Unknown,0.0,2425.98
9,2020-10,9,09_USR_010,Unknown,0.0,692828.06
9,2020-10,10,10_STK_001,Unknown,-0.0,0.0
9,2020-10,11,11_STK_002,Unknown,-0.0,0.0
9,2020-10,12,12_STK_003,Unknown,-0.0,0.0
9,2020-10,13,13_STK_004,Unknown,0.0,0.0
9,2020-10,14,14_STK_005,Unknown,0.0,0.0
10,2020-11,0,00_USR_001,Unknown,0.0,10000000.0
10,2020-11,1,01_USR_002,Unknown,0.0,12272571.95
10,2020-11,2,02_USR_003,Unknown,0.0,11940607.18
10,2020-11,3,03_USR_004,Unknown,0.0,5274114.09
10,2020-11,4,04_USR_005,Unknown,0.0,1614339.01
10,2020-11,5,05_USR_006,Unknown,0.0,2169231.08
10,2020-11,6,06_USR_007,Unknown,0.0,142246.17
10,2020-11,7,07_USR_008,Unknown,0.0,267682.99
10,2020-11,8,08_USR_009,Unknown,0.0,1693538.76
10,2020-11,9,09_USR_010,Unknown,0.0,3533.19
10,2020-11,10,10_STK_001,Unknown,-0.0,0.0
10,2020-11,11,11_STK_002,Unknown,-0.0,0.0
10,2020-11,12,12_STK_003,Unknown,-0.0,0.0
10,2020-11,13,13_STK_004,Unknown,0.0,0.0
10,2020-11,14,14_STK_005,Unknown,0.0,0.0
11,2020-12,0,00_USR_001,Unknown,0.0,10019920.32
11,2020-12,1,01_USR_002,Unknown,0.0,0.0
11,2020-12,2,02_USR_003,Unknown,0.0,403993.38
11,2020-12,3,03_USR_004,Unknown,0.0,5255100.65
11,2020-12,4,04_USR_005,Unknown,0.0,2760.65
11,2020-12,5,05_USR_006,Unknown,0.0,3716139.46
11,2020-12,6,06_USR_007,Unknown,0.0,1624.95
11,2020-12,7,07_USR_008,Unknown,0.0,24.4
11,2020-12,8,08_USR_009,Unknown,0.0,1957667.3
11,2020-12,9,09_USR_010,Unknown,0.0,797.59
11,2020-12,10,10_STK_001,Unknown,0.0,0.0
11,2020-12,11,11_STK_002,Unknown,-0.0,0.0
11,2020-12,12,12_STK_003,Unknown,0.0,0.0
11,2020-12,13,13_STK_004,Unknown,0.0,0.0
11,2020-12,14,14_STK_005,Unknown,0.0,0.0
12,2021-01,0,00_USR_001,Unknown,0.0,9978798.93
12,2021-01,1,01_USR_002,Unknown,0.0,203420.16
12,2021-01,2,02_USR_003,Unknown,0.0,5437093.12
12,2021-01,3,03_USR_004,Unknown,0.0,1046595.97
12,2021-01,4,04_USR_005,Unknown,0.0,584472.31
12,2021-01,5,05_USR_006,Unknown,0.0,4658910.09
12,2021-01,6,06_USR_007,Unknown,0.0,2514.4
12,2021-01,7,07_USR_008,Unknown,0.0,786505.13
12,2021-01,8,08_USR_009,Unknown,0.0,8579.59
12,2021-01,9,09_USR_010,Unknown,0.0,1850657.92
12,2021-01,10,10_STK_001,Unknown,-0.0,0.0
12,2021-01,11,11_STK_002,Unknown,-0.0,0.0
12,2021-01,12,12_STK_003,Unknown,-0.0,0.0
12,2021-01,13,13_STK_004,Unknown,0.0,0.0
12,2021-01,14,14_STK_005,Unknown,0.0,0.0
13,2021-02,0,00_USR_001,Unknown,0.0,10000000.0
13,2021-02,1,01_USR_002,Unknown,0.0,1128293.47
13,2021-02,2,02_USR_003,Unknown,0.0,5353310.35
13,2021-02,3,03_USR_004,Unknown,0.0,2545778.45
13,2021-02,4,04_USR_005,Unknown,0.0,12438.26
13,2021-02,5,05_USR_006,Unknown,0.0,2644517.91
13,2021-02,6,06_USR_007,Unknown,0.0,251.23
13,2021-02,7,07_USR_008,Unknown,0.0,9632.82
13,2021-02,8,08_USR_009,Unknown,0.0,1328236.91
13,2021-02,9,09_USR_010,Unknown,0.0,14607.14
13,2021-02,10,10_STK_001,Unknown,-0.0,0.0
13,2021-02,11,11_STK_002,Unknown,-0.0,0.0
13,2021-02,12,12_STK_003,Unknown,0.0,0.0
13,2021-02,13,13_STK_004,Unknown,0.0,0.0
13,2021-02,14,14_STK_005,Unknown,0.0,0.0
14,2021-03,0,00_USR_001,Unknown,0.0,3037824.32
14,2021-03,1,01_USR_002,Unknown,0.0,11812.0
14,2021-03,2,02_USR_003,Unknown,0.0,112887.64
14,2021-03,3,03_USR_004,Unknown,0.0,17386781.9
14,2021-03,4,04_USR_005,Unknown,0.0,6038.82
14,2021-03,5,05_USR_006,Unknown,0.0,1508507.49
14,2021-03,6,06_USR_007,Unknown,0.0,1278640.54
14,2021-03,7,07_USR_008,Unknown,0.0,1520.95
14,2021-03,8,08_USR_009,Unknown,0.0,1424578.91
14,2021-03,9,09_USR_010,Unknown,0.0,4971.23
14,2021-03,10,10_STK_001,Unknown,0.0,0.0
14,2021-03,11,11_STK_002,Unknown,0.0,0.0
14,2021-03,12,12_STK_003,Unknown,0.0,0.0
14,2021-03,13,13_STK_004,Unknown,0.0,0.0
14,2021-03,14,14_STK_005,Unknown,0.0,0.0
15,2021-04,0,00_USR_001,Unknown,0.0,10066583.85
15,2021-04,1,01_USR_002,Unknown,0.0,150216.46
15,2021-04,2,02_USR_003,Unknown,0.0,131294.22
15,2021-04,3,03_USR_004,Unknown,0.0,92346.68
15,2021-04,4,04_USR_005,Unknown,0.0,1143228.11
15,2021-04,5,05_USR_006,Unknown,0.0,219.92
15,2021-04,6,06_USR_007,Unknown,0.0,1188821.49
15,2021-04,7,07_USR_008,Unknown,0.0,8.51
15,2021-04,8,08_USR_009,Unknown,0.0,0.0
15,2021-04,9,09_USR_010,Unknown,0.0,1136.74
15,2021-04,10,10_STK_001,Unknown,-0.0,0.0
15,2021-04,11,11_STK_002,Unknown,-0.0,0.0
15,2021-04,12,12_STK_003,Unknown,-0.0,0.0
15,2021-04,13,13_STK_004,Unknown,0.0,0.0
15,2021-04,14,14_STK_005,Unknown,0.0,0.0
16,2021-05,0,00_USR_001,Unknown,0.0,10000000.0
16,2021-05,1,01_USR_002,Unknown,0.0,3217184.04
16,2021-05,2,02_USR_003,Unknown,0.0,409569.92
16,2021-05,3,03_USR_004,Unknown,0.0,553533.61
16,2021-05,4,04_USR_005,Unknown,0.0,1699515.59
16,2021-05,5,05_USR_006,Unknown,0.0,3361683.81
16,2021-05,6,06_USR_007,Unknown,0.0,558869.03
16,2021-05,7,07_USR_008,Unknown,0.0,1153155.07
16,2021-05,8,08_USR_009,Unknown,0.0,12582.5
16,2021-05,9,09_USR_010,Unknown,0.0,462.09
16,2021-05,10,10_STK_001,Unknown,-0.0,0.0
16,2021-05,11,11_STK_002,Unknown,-0.0,0.0
16,2021-05,12,12_STK_003,Unknown,-0.0,0.0
16,2021-05,13,13_STK_004,Unknown,0.0,0.0
16,2021-05,14,14_STK_005,Unknown,0.0,0.0
17,2021-06,0,00_USR_001,Unknown,0.0,10000000.0
17,2021-06,1,01_USR_002,Unknown,0.0,0.0
17,2021-06,2,02_USR_003,Unknown,0.0,16087.74
17,2021-06,3,03_USR_004,Unknown,0.0,86506.59
17,2021-06,4,04_USR_005,Unknown,0.0,10.69
17,2021-06,5,05_USR_006,Unknown,0.0,1701548.0
17,2021-06,6,06_USR_007,Unknown,0.0,11877.58
17,2021-06,7,07_USR_008,Unknown,0.0,1613432.06
17,2021-06,8,08_USR_009,Unknown,0.0,13266.4
17,2021-06,9,09_USR_010,Unknown,0.0,13100.26
17,2021-06,10,10_STK_001,Unknown,-0.0,0.0
17,2021-06,11,11_STK_002,Unknown,-0.0001,0.0
17,2021-06,12,12_STK_003,Unknown,-0.0,0.0
17,2021-06,13,13_STK_004,Unknown,0.0,0.0
17,2021-06,14,14_STK_005,Unknown,0.0,0.0
18,2021-07,0,00_USR_001,Unknown,0.0,10579675.57
18,2021-07,1,01_USR_002,Unknown,0.0,0.0
18,2021-07,2,02_USR_003,Unknown,0.0,806213.02
18,2021-07,3,03_USR_004,Unknown,0.0,5418566.19
18,2021-07,4,04_USR_005,Unknown,0.0,3132388.6
18,2021-07,5,05_USR_006,Unknown,0.0,1274203.1
18,2021-07,6,06_USR_007,Unknown,0.0,371.0
18,2021-07,7,07_USR_008,Unknown,0.0,1175094.34
18,2021-07,8,08_USR_009,Unknown,0.0,2613990.5
18,2021-07,9,09_USR_010,Unknown,0.0,1795.7
18,2021-07,10,10_STK_001,Unknown,-0.0,0.0
18,2021-07,11,11_STK_002,Unknown,-0.0,0.0
18,2021-07,12,12_STK_003,Unknown,-0.0,0.0
18,2021-07,13,13_STK_004,Unknown,0.0,0.0
18,2021-07,14,14_STK_005,Unknown,0.0,0.0
19,2021-08,0,00_USR_001,Unknown,0.0,10028546.44
19,2021-08,1,01_USR_002,Unknown,0.0,61958.25
19,2021-08,2,02_USR_003,Unknown,0.0,151441.43
19,2021-08,3,03_USR_004,Unknown,0.0,2784918.3
19,2021-08,4,04_USR_005,Unknown,0.0,1669195.36
19,2021-08,5,05_USR_006,Unknown,0.0,1617.44
19,2021-08,6,06_USR_007,Unknown,0.0,5641.8
19,2021-08,7,07_USR_008,Unknown,0.0,1064672.85
19,2021-08,8,08_USR_009,Unknown,0.0,1912.72
19,2021-08,9,09_USR_010,Unknown,0.0,4540.13
19,2021-08,10,10_STK_001,Unknown,-0.0,0.0
19,2021-08,11,11_STK_002,Unknown,-0.0,0.0
19,2021-08,12,12_STK_003,Unknown,-0.0,0.0
19,2021-08,13,13_STK_004,Unknown,0.0,0.0
19,2021-08,14,14_STK_005,Unknown,0.0,0.0
20,2021-09,0,00_USR_001,Unknown,0.0,10122078.75
20,2021-09,1,01_USR_002,Unknown,0.0,53070.2
20,2021-09,2,02_USR_003,Unknown,0.0,148862.93
20,2021-09,3,03_USR_004,Unknown,0.0,2118072.31
20,2021-09,4,04_USR_005,Unknown,0.0,2032280.87
20,2021-09,5,05_USR_006,Unknown,0.0,2322.14
20,2021-09,6,06_USR_007,Unknown,0.0,39.08
20,2021-09,7,07_USR_008,Unknown,0.0,159.86
20,2021-09,8,08_USR_009,Unknown,0.0,69.16
20,2021-09,9,09_USR_010,Unknown,0.0,3883.02
20,2021-09,10,10_STK_001,Unknown,-0.0,0.0
20,2021-09,11,11_STK_002,Unknown,-0.0,0.0
20,2021-09,12,12_STK_003,Unknown,-0.0,0.0
20,2021-09,13,13_STK_004,Unknown,0.0,0.0
20,2021-09,14,14_STK_005,Unknown,0.0,0.0
21,2021-10,0,00_USR_001,Unknown,0.0,10000000.0
21,2021-10,1,01_USR_002,Unknown,0.0,0.0
21,2021-10,2,02_USR_003,Unknown,0.0,9362.29
21,2021-10,3,03_USR_004,Unknown,0.0,7552.97
21,2021-10,4,04_USR_005,Unknown,0.0,3481.65
21,2021-10,5,05_USR_006,Unknown,0.0,2122.8
21,2021-10,6,06_USR_007,Unknown,0.0,1673.88
21,2021-10,7,07_USR_008,Unknown,0.0,553.77
21,2021-10,8,08_USR_009,Unknown,0.0,666.52
21,2021-10,9,09_USR_010,Unknown,0.0,274.0
21,2021-10,10,10_STK_001,Unknown,0.0,0.0
21,2021-10,11,11_STK_002,Unknown,0.0,0.0
21,2021-10,12,12_STK_003,Unknown,-0.0,0.0
21,2021-10,13,13_STK_004,Unknown,0.0,0.0
21,2021-10,14,14_STK_005,Unknown,0.0,0.0
22,2021-11,0,00_USR_001,Unknown,0.0,10000000.0
22,2021-11,1,01_USR_002,Unknown,0.0,0.0
22,2021-11,2,02_USR_003,Unknown,0.0,109126.21
22,2021-11,3,03_USR_004,Unknown,0.0,111744.74
22,2021-11,4,04_USR_005,Unknown,0.0,156.41
22,2021-11,5,05_USR_006,Unknown,0.0,223.64
22,2021-11,6,06_USR_007,Unknown,0.0,3629.34
22,2021-11,7,07_USR_008,Unknown,0.0,1115.2
22,2021-11,8,08_USR_009,Unknown,0.0,1596.04
22,2021-11,9,09_USR_010,Unknown,0.0,3916.68
22,2021-11,10,10_STK_001,Unknown,-0.0,0.0
22,2021-11,11,11_STK_002,Unknown,-0.0,0.0
22,2021-11,12,12_STK_003,Unknown,-0.0,0.0
22,2021-11,13,13_STK_004,Unknown,0.0,0.0
22,2021-11,14,14_STK_005,Unknown,0.0,0.0
23,2021-12,0,00_USR_001,Unknown,0.0,10022489.41
23,2021-12,1,01_USR_002,Unknown,0.0,45661375.06
23,2021-12,2,02_USR_003,Unknown,0.0,57950.81
23,2021-12,3,03_USR_004,Unknown,0.0,45597321.0
23,2021-12,4,04_USR_005,Unknown,0.0,39.0
23,2021-12,5,05_USR_006,Unknown,0.0,19087.54
23,2021-12,6,06_USR_007,Unknown,0.0,3494.87
23,2021-12,7,07_USR_008,Unknown,0.0,1447.85
23,2021-12,8,08_USR_009,Unknown,0.0,2976.2
23,2021-12,9,09_USR_010,Unknown,0.0,1625.2
23,2021-12,10,10_STK_001,Unknown,-0.0,0.0
23,2021-12,11,11_STK_002,Unknown,-0.0,0.0
23,2021-12,12,12_STK_003,Unknown,0.0,0.0
23,2021-12,13,13_STK_004,Unknown,0.0,0.0
23,2021-12,14,14_STK_005,Unknown,0.0,0.0
