t_idx,time_label,component_idx,singular_value,explained_ratio,effective_rank
13,2020-W14,2,10202.93,0.141992,5
13,2020-W14,3,9644.97,0.134227,5
13,2020-W14,4,6707.267102,0.093343,5
14,2020-W15,0,23964.27,0.398516,5
14,2020-W15,1,12283.91,0.204276,5
14,2020-W15,2,9909.42,0.164789,5
14,2020-W15,3,7284.400705,0.121137,5
14,2020-W15,4,6691.82,0.111282,5
15,2020-W16,0,27848.12,0.480487,5
15,2020-W16,1,9129.67,0.157522,5
15,2020-W16,2,8173.083312,0.141017,5
15,2020-W16,3,7337.38,0.126598,5
15,2020-W16,4,5469.81,0.094375,5
16,2020-W17,0,29331.277868,0.377148,5
16,2020-W17,1,27011.85,0.347325,5
16,2020-W17,2,9244.52,0.118868,5
16,2020-W17,3,6870.29,0.08834,5
16,2020-W17,4,5313.25,0.068319,5
17,2020-W18,0,21279.59,0.480938,5
17,2020-W18,1,10592.71,0.239405,5
17,2020-W18,2,6010.93,0.135852,5
17,2020-W18,3,5961.88,0.134744,5
17,2020-W18,4,400.92,0.009061,5
18,2020-W19,0,18759.74,0.434233,5
18,2020-W19,1,10589.43,0.245114,5
18,2020-W19,2,7150.16,0.165505,5
18,2020-W19,3,5575.18,0.129049,5
18,2020-W19,4,1127.48,0.026098,5
19,2020-W20,0,16751.23,0.331801,5
19,2020-W20,1,12012.73,0.237943,5
19,2020-W20,2,7967.31,0.157813,5
19,2020-W20,3,7226.21,0.143133,5
19,2020-W20,4,6528.35,0.129311,5
20,2020-W21,0,22103.22,0.458026,5
20,2020-W21,1,10502.53,0.217635,5
20,2020-W21,2,7874.21,0.163171,5
20,2020-W21,3,5993.34,0.124195,5
20,2020-W21,4,1784.25,0.036973,5
21,2020-W22,0,18784.470561,0.31176,5
21,2020-W22,1,18013.01,0.298956,5
21,2020-W22,2,9848.96,0.16346,5
21,2020-W22,3,8586.72,0.142511,5
21,2020-W22,4,5019.87,0.083313,5
22,2020-W23,0,25528.378903,0.355773,5
22,2020-W23,1,22727.47,0.316739,5
22,2020-W23,2,9246.09,0.128857,5
22,2020-W23,3,9182.43,0.12797,5
22,2020-W23,4,5070.22,0.070661,5
23,2020-W24,0,11789.5,0.30774,5
23,2020-W24,1,11113.1,0.290084,5
23,2020-W24,2,7770.78,0.20284,5
23,2020-W24,3,6400.49,0.167071,5
23,2020-W24,4,1236.09,0.032265,5
24,2020-W25,0,17695.48,0.306255,5
24,2020-W25,1,15981.83,0.276597,5
24,2020-W25,2,8789.99,0.152128,5
24,2020-W25,3,7969.04,0.13792,5
24,2020-W25,4,7343.926584,0.127101,5
25,2020-W26,0,20596.686542,0.339681,5
25,2020-W26,1,15119.15,0.249345,5
25,2020-W26,2,9223.84,0.15212,5
25,2020-W26,3,8494.15,0.140086,5
25,2020-W26,4,7201.56,0.118768,5
26,2020-W27,0,20551.08,0.34609,5
26,2020-W27,1,11484.82,0.19341,5
26,2020-W27,2,11445.28,0.192744,5
26,2020-W27,3,8816.7,0.148478,5
26,2020-W27,4,7082.790948,0.119278,5
27,2020-W28,0,16568.38,0.334013,5
27,2020-W28,1,9223.17,0.185936,5
27,2020-W28,2,9143.22,0.184324,5
27,2020-W28,3,7385.36,0.148886,5
27,2020-W28,4,7283.882379,0.146841,5
28,2020-W29,0,23001.64,0.408001,5
28,2020-W29,1,12801.91,0.227079,5
28,2020-W29,2,9426.793588,0.167212,5
28,2020-W29,3,8795.91,0.156021,5
28,2020-W29,4,2350.11,0.041686,5
29,2020-W30,0,25201.51,0.318139,5
29,2020-W30,1,19443.028509,0.245445,5
29,2020-W30,2,13685.66,0.172765,5
29,2020-W30,3,12170.08,0.153633,5
29,2020-W30,4,8715.01,0.110017,5
30,2020-W31,0,26386.0,0.344591,5
30,2020-W31,1,18164.925221,0.237227,5
30,2020-W31,2,14135.38,0.184602,5
30,2020-W31,3,11920.95,0.155683,5
30,2020-W31,4,5964.76,0.077897,5
31,2020-W32,0,25671.34,0.302241,5
31,2020-W32,1,25301.764641,0.29789,5
31,2020-W32,2,13842.75,0.162977,5
31,2020-W32,3,12160.9,0.143176,5
31,2020-W32,4,7959.84,0.093715,5
32,2020-W33,0,48450.053261,0.468262,5
32,2020-W33,1,26488.59,0.256008,5
32,2020-W33,2,15870.75,0.153388,5
32,2020-W33,3,9049.55,0.087462,5
32,2020-W33,4,3608.988907,0.03488,5
33,2020-W34,0,28978.53,0.364086,5
33,2020-W34,1,24224.888487,0.304362,5
33,2020-W34,2,15694.98,0.197192,5
33,2020-W34,3,8395.8,0.105485,5
33,2020-W34,4,2298.24,0.028875,5
34,2020-W35,0,29297.11,0.327576,5
34,2020-W35,1,20468.997306,0.228867,5
34,2020-W35,2,16362.78,0.182955,5
34,2020-W35,3,14574.53,0.16296,5
34,2020-W35,4,8732.64,0.097641,5
35,2020-W36,0,25527.36,0.274101,5
35,2020-W36,1,23162.55785,0.248709,5
35,2020-W36,2,21849.29,0.234607,5
35,2020-W36,3,14138.59,0.151813,5
35,2020-W36,4,8453.53,0.09077,5
36,2020-W37,0,25725.51,0.395078,5
36,2020-W37,1,15497.45,0.238001,5
36,2020-W37,2,13331.97,0.204745,5
36,2020-W37,3,8853.42,0.135966,5
36,2020-W37,4,1706.64,0.02621,5
37,2020-W38,0,30711.28,0.38908,5
37,2020-W38,1,20946.28,0.265368,5
37,2020-W38,2,11654.36,0.147649,5
37,2020-W38,3,8040.59,0.101866,5
37,2020-W38,4,7580.530678,0.096037,5
38,2020-W39,0,29076.27,0.326739,5
38,2020-W39,1,21163.47,0.23782,5
38,2020-W39,2,18161.053798,0.204081,5
38,2020-W39,3,12174.07,0.136804,5
38,2020-W39,4,8414.54,0.094557,5
39,2020-W40,0,32566.13,0.432907,5
39,2020-W40,1,16680.5,0.221737,5
39,2020-W40,2,9092.643446,0.12087,5
39,2020-W40,3,8806.0,0.11706,5
39,2020-W40,4,8081.28,0.107426,5
40,2020-W41,0,28821.12,0.385786,5
40,2020-W41,1,17223.326369,0.230544,5
40,2020-W41,2,13887.07,0.185886,5
40,2020-W41,3,7907.42,0.105845,5
40,2020-W41,4,6868.55,0.091939,5
41,2020-W42,0,31847.782022,0.393028,5
41,2020-W42,1,29375.8,0.362522,5
41,2020-W42,2,7569.570357,0.093415,5
41,2020-W42,3,6764.39,0.083478,5
41,2020-W42,4,5474.28,0.067557,5
42,2020-W43,0,19412.12,0.32507,5
42,2020-W43,1,19149.753964,0.320676,5
42,2020-W43,2,8872.08,0.148569,5
42,2020-W43,3,7293.24,0.122131,5
42,2020-W43,4,4989.58,0.083554,5
43,2020-W44,0,25092.28,0.389952,5
43,2020-W44,1,17364.764411,0.269861,5
43,2020-W44,2,8863.1,0.137739,5
43,2020-W44,3,8523.22,0.132457,5
43,2020-W44,4,4503.74,0.069991,5
44,2020-W45,0,23695.95,0.533563,5
44,2020-W45,1,8284.89,0.186551,5
44,2020-W45,2,7253.4,0.163325,5
44,2020-W45,3,4019.21,0.090501,5
44,2020-W45,4,1157.33,0.02606,5
45,2020-W46,0,15638.254533,0.290569,5
45,2020-W46,1,14953.110631,0.277839,5
45,2020-W46,2,9711.11,0.180439,5
45,2020-W46,3,8090.04,0.150318,5
45,2020-W46,4,5426.9,0.100835,5
46,2020-W47,0,23263.38,0.412479,5
46,2020-W47,1,10304.45,0.182707,5
46,2020-W47,2,8856.814265,0.157039,5
46,2020-W47,3,8281.18,0.146832,5
46,2020-W47,4,5693.09,0.100943,5
47,2020-W48,0,18018.271161,0.335793,5
47,2020-W48,1,12565.78,0.234179,5
47,2020-W48,2,9449.37,0.176101,5
47,2020-W48,3,8147.7,0.151842,5
47,2020-W48,4,5477.81,0.102086,5
48,2020-W49,0,17172.16,0.324092,5
48,2020-W49,1,12797.75,0.241533,5
48,2020-W49,2,8076.948255,0.152437,5
48,2020-W49,3,8030.48,0.15156,5
48,2020-W49,4,6908.14,0.130378,5
49,2020-W50,0,12744.14,0.268184,5
49,2020-W50,1,10254.32,0.215789,5
49,2020-W50,2,8928.451684,0.187888,5
49,2020-W50,3,8719.84,0.183498,5
49,2020-W50,4,6873.42,0.144642,5
50,2020-W51,0,18659.38,0.272792,5
50,2020-W51,1,15965.83,0.233414,5
50,2020-W51,2,13909.360075,0.203349,5
50,2020-W51,3,10235.97,0.149645,5
50,2020-W51,4,9630.93,0.1408,5
51,2020-W52,0,25140.00687,0.448618,5
51,2020-W52,1,11437.51,0.2041,5
51,2020-W52,2,8348.64,0.14898,5
51,2020-W52,3,6456.89,0.115222,5
51,2020-W52,4,4655.79,0.083081,5
