t_idx,time_label,node_idx,node_label,fk_total_ripple,fk_max_impact,fk_max_impact_node,ik_strain_energy,ik_max_adjust,ik_max_adjust_node
2,2020-W03,3,ACC_Travel_Exp,10.0,0.0,0,0.0004,-119.8102,1
2,2020-W03,4,ACC_COGS,10.0,0.0,0,0.0013,226.0344,1
2,2020-W03,5,ACC_Sales_Revenue,18.5,8.5,6,0.0001,46.0795,1
2,2020-W03,6,ACC_Accounts_Receivable,10.0,0.0,0,0.0025,-307.1902,1
2,2020-W03,7,ACC_Payroll_Exp,10.0,0.0,0,0.0,0.0,0
2,2020-W03,8,ACC_Rent_Exp,10.0,0.0,0,0.0,0.0,0
2,2020-W03,9,UNKNOWN_LEAK,10.0,0.0,0,0.0,0.0,0
3,2020-W04,0,ACC_Accounts_Payable,25.725,8.5,1,0.0,-15.221,1
3,2020-W04,1,ACC_Inventory,18.5,8.5,4,0.0,-14.6667,0
3,2020-W04,2,ACC_Cash,18.5,6.0357,7,0.0,19.7652,1
3,2020-W04,3,ACC_Travel_Exp,10.0,0.0,0,0.0,-18.437,1
3,2020-W04,4,ACC_COGS,10.0,0.0,0,0.0044,287.921,1
3,2020-W04,5,ACC_Sales_Revenue,18.5,8.5,6,0.0001,33.6616,1
3,2020-W04,6,ACC_Accounts_Receivable,10.0,0.0,0,0.0027,-224.4083,1
3,2020-W04,7,ACC_Payroll_Exp,10.0,0.0,0,0.0,26.462,1
3,2020-W04,8,ACC_Rent_Exp,10.0,0.0,0,0.0003,75.124,1
3,2020-W04,9,UNKNOWN_LEAK,10.0,0.0,0,0.0,0.0,0
4,2020-W05,0,ACC_Accounts_Payable,25.725,8.5,1,0.0,-15.9133,1
4,2020-W05,1,ACC_Inventory,18.5,8.5,4,0.0,-13.2136,0
4,2020-W05,2,ACC_Cash,40.6474,18.1713,6,0.0,8.581,1
4,2020-W05,3,ACC_Travel_Exp,10.0,0.0,0,0.0,-18.6632,1
4,2020-W05,4,ACC_COGS,10.0,0.0,0,0.0092,340.3974,1
4,2020-W05,5,ACC_Sales_Revenue,41.2624,18.6759,6,0.0001,-41.0354,1
4,2020-W05,6,ACC_Accounts_Receivable,40.9799,18.6759,2,0.0,9.7421,1
4,2020-W05,7,ACC_Payroll_Exp,10.0,0.0,0,0.0,24.0678,1
4,2020-W05,8,ACC_Rent_Exp,10.0,0.0,0,0.0004,68.3271,1
4,2020-W05,9,UNKNOWN_LEAK,10.0,0.0,0,0.0,0.0,0
5,2020-W06,0,ACC_Accounts_Payable,25.725,8.5,1,0.0,-4.773,4
5,2020-W06,1,ACC_Inventory,18.5,8.5,4,0.0,-6.0457,4
5,2020-W06,2,ACC_Cash,31.398,8.2022,0,0.0,-21.3908,0
5,2020-W06,3,ACC_Travel_Exp,10.0,0.0,0,0.0,-20.7486,1
5,2020-W06,4,ACC_COGS,10.0,0.0,0,0.0001,29.9394,1
5,2020-W06,5,ACC_Sales_Revenue,41.185,8.5,6,0.0005,-48.4158,1
5,2020-W06,6,ACC_Accounts_Receivable,36.6883,8.5,2,0.0003,-40.2237,0
5,2020-W06,7,ACC_Payroll_Exp,10.0,0.0,0,0.0,-27.481,0
5,2020-W06,8,ACC_Rent_Exp,10.0,0.0,0,0.0004,-78.017,0
5,2020-W06,9,UNKNOWN_LEAK,10.0,0.0,0,0.0,0.0,0
6,2020-W07,0,ACC_Accounts_Payable,25.725,8.5,1,0.0002,-16.5675,4
6,2020-W07,1,ACC_Inventory,18.5,8.5,4,0.0,-11.1327,4
6,2020-W07,2,ACC_Cash,18.5,8.5,3,0.0002,-22.4039,4
6,2020-W07,3,ACC_Travel_Exp,10.0,0.0,0,0.0001,-15.6847,4
6,2020-W07,4,ACC_COGS,10.0,0.0,0,0.0001,-4.3464,7
6,2020-W07,5,ACC_Sales_Revenue,31.8663,8.5,6,0.001,45.7908,4
6,2020-W07,6,ACC_Accounts_Receivable,25.725,8.5,2,0.0003,24.7216,4
6,2020-W07,7,ACC_Payroll_Exp,10.0,0.0,0,0.0003,-23.8338,4
6,2020-W07,8,ACC_Rent_Exp,10.0,0.0,0,0.0021,-67.6627,4
6,2020-W07,9,UNKNOWN_LEAK,10.0,0.0,0,0.0,0.0,0
7,2020-W08,0,ACC_Accounts_Payable,25.725,8.5,1,0.0008,-17.7837,3
7,2020-W08,1,ACC_Inventory,18.5,8.5,4,0.0002,-13.78,3
7,2020-W08,2,ACC_Cash,31.6668,8.3732,0,0.0015,-24.3941,3
7,2020-W08,3,ACC_Travel_Exp,10.0,0.0,0,0.0002,3.6661,1
7,2020-W08,4,ACC_COGS,10.0,0.0,0,0.0007,-17.2105,3
7,2020-W08,5,ACC_Sales_Revenue,40.9248,8.5,6,0.0105,-64.7269,3
7,2020-W08,6,ACC_Accounts_Receivable,36.3821,8.2532,2,0.003,-34.846,3
7,2020-W08,7,ACC_Payroll_Exp,10.0,0.0,0,0.0016,-25.8704,3
7,2020-W08,8,ACC_Rent_Exp,10.0,0.0,0,0.0131,-73.4445,3
7,2020-W08,9,UNKNOWN_LEAK,10.0,0.0,0,0.0419,-130.5035,3
8,2020-W09,0,ACC_Accounts_Payable,25.725,8.5,1,0.0137,24.2534,4
8,2020-W09,1,ACC_Inventory,18.5,8.5,4,0.0129,25.7519,4
8,2020-W09,2,ACC_Cash,18.5,6.2402,7,0.0017,-9.4833,4
8,2020-W09,3,ACC_Travel_Exp,10.0,0.0,0,0.0019,-8.9476,4
8,2020-W09,4,ACC_COGS,10.0,0.0,0,0.0012,-6.0961,5
8,2020-W09,5,ACC_Sales_Revenue,31.8663,8.5,6,0.003,-11.9171,4
8,2020-W09,6,ACC_Accounts_Receivable,25.725,8.5,2,0.0009,-6.4973,4
8,2020-W09,7,ACC_Payroll_Exp,10.0,0.0,0,0.0005,-13.8453,3
8,2020-W09,8,ACC_Rent_Exp,10.0,0.0,0,0.0075,-19.9676,4
8,2020-W09,9,UNKNOWN_LEAK,10.0,0.0,0,0.1849,91.1163,4
9,2020-W10,0,ACC_Accounts_Payable,25.725,8.5,1,1.7506,-75.38,8
9,2020-W10,1,ACC_Inventory,18.5,8.5,4,2.1349,-80.3991,8
9,2020-W10,2,ACC_Cash,18.5,8.5,3,0.0736,-13.9619,8
9,2020-W10,3,ACC_Travel_Exp,10.0,0.0,0,0.067,-13.3996,8
9,2020-W10,4,ACC_COGS,10.0,0.0,0,0.3876,29.5062,8
9,2020-W10,5,ACC_Sales_Revenue,31.8663,8.5,6,0.1934,-22.5417,8
9,2020-W10,6,ACC_Accounts_Receivable,25.725,8.5,2,0.0573,-12.2701,8
9,2020-W10,7,ACC_Payroll_Exp,10.0,0.0,0,0.2302,-25.2968,8
9,2020-W10,8,ACC_Rent_Exp,10.0,0.0,0,0.0364,-3.9818,5
9,2020-W10,9,UNKNOWN_LEAK,10.0,0.0,0,0.4937,36.654,8
10,2020-W11,0,ACC_Accounts_Payable,25.725,8.5,1,0.0112,-28.2276,8
10,2020-W11,1,ACC_Inventory,18.5,8.5,4,0.0158,-33.7493,8
10,2020-W11,2,ACC_Cash,30.7708,7.8034,0,0.0132,-30.7196,8
10,2020-W11,3,ACC_Travel_Exp,10.0,0.0,0,0.004,-16.7158,8
10,2020-W11,4,ACC_COGS,10.0,0.0,0,0.013,-31.2629,8
10,2020-W11,5,ACC_Sales_Revenue,40.7319,8.5,6,0.0334,-48.8894,8
10,2020-W11,6,ACC_Accounts_Receivable,36.1552,8.5,2,0.0099,-26.5887,8
10,2020-W11,7,ACC_Payroll_Exp,10.0,0.0,0,0.0067,-21.8974,8
10,2020-W11,8,ACC_Rent_Exp,10.0,0.0,0,0.0014,-3.7574,7
10,2020-W11,9,UNKNOWN_LEAK,10.0,0.0,0,0.8767,-250.7944,8
11,2020-W12,0,ACC_Accounts_Payable,25.725,8.5,1,1.4652,-21.9528,9
11,2020-W12,1,ACC_Inventory,18.5,8.5,4,1.3358,-20.9856,9
11,2020-W12,2,ACC_Cash,31.6751,8.3785,0,2.1449,-26.5558,9
11,2020-W12,3,ACC_Travel_Exp,10.0,0.0,0,1.7663,-24.0762,9
11,2020-W12,4,ACC_COGS,10.0,0.0,0,1.2204,-20.0835,9
11,2020-W12,5,ACC_Sales_Revenue,41.3853,8.5,6,10.8434,-59.6746,9
11,2020-W12,6,ACC_Accounts_Receivable,36.9239,8.5,2,3.2204,-32.5244,9
11,2020-W12,7,ACC_Payroll_Exp,10.0,0.0,0,1.7363,-23.5193,9
11,2020-W12,8,ACC_Rent_Exp,10.0,0.0,0,0.0441,-4.0226,9
11,2020-W12,9,UNKNOWN_LEAK,10.0,0.0,0,0.3006,-1.3658,7
12,2020-W13,0,ACC_Accounts_Payable,25.725,8.5,1,5.2419,-73.4358,9
12,2020-W13,1,ACC_Inventory,18.5,8.5,4,2.0197,-45.6294,9
12,2020-W13,2,ACC_Cash,18.5,5.7943,7,0.7013,-26.8682,9
12,2020-W13,3,ACC_Travel_Exp,10.0,0.0,0,0.7314,-27.4734,9
12,2020-W13,4,ACC_COGS,10.0,0.0,0,1.2211,-35.4858,9
12,2020-W13,5,ACC_Sales_Revenue,31.8663,8.5,6,3.2222,-57.6117,9
12,2020-W13,6,ACC_Accounts_Receivable,25.725,8.5,2,0.9582,-31.4163,9
12,2020-W13,7,ACC_Payroll_Exp,10.0,0.0,0,0.3426,-18.7598,9
12,2020-W13,8,ACC_Rent_Exp,10.0,0.0,0,0.0571,-7.5552,9
12,2020-W13,9,UNKNOWN_LEAK,10.0,0.0,0,0.0971,-1.2241,6
13,2020-W14,0,ACC_Accounts_Payable,25.725,8.5,1,4.9251,-72.7635,9
13,2020-W14,1,ACC_Inventory,18.5,8.5,4,1.9228,-45.4994,9
13,2020-W14,2,ACC_Cash,18.5,8.5,3,0.6688,-26.8339,9
13,2020-W14,3,ACC_Travel_Exp,10.0,0.0,0,0.3707,-20.0207,9
13,2020-W14,4,ACC_COGS,10.0,0.0,0,1.1628,-35.3397,9
13,2020-W14,5,ACC_Sales_Revenue,31.8663,8.5,6,3.6067,-62.3808,9
13,2020-W14,6,ACC_Accounts_Receivable,25.725,8.5,2,1.0724,-34.0128,9
13,2020-W14,7,ACC_Payroll_Exp,10.0,0.0,0,0.4779,-22.7561,9
13,2020-W14,8,ACC_Rent_Exp,10.0,0.0,0,0.0255,-4.9416,9
13,2020-W14,9,UNKNOWN_LEAK,10.0,0.0,0,0.0933,-1.2482,8
14,2020-W15,0,ACC_Accounts_Payable,25.725,8.5,1,4.8771,-73.1124,9
14,2020-W15,1,ACC_Inventory,18.5,8.5,4,1.9849,-46.7141,9
14,2020-W15,2,ACC_Cash,18.5,8.5,3,0.7056,-27.7954,9
14,2020-W15,3,ACC_Travel_Exp,10.0,0.0,0,0.5045,-23.5094,9
14,2020-W15,4,ACC_COGS,10.0,0.0,0,1.1181,-35.1052,9
14,2020-W15,5,ACC_Sales_Revenue,31.8663,8.5,6,4.3497,-68.992,9
14,2020-W15,6,ACC_Accounts_Receivable,25.725,8.5,2,1.2819,-37.4552,9
14,2020-W15,7,ACC_Payroll_Exp,10.0,0.0,0,0.8107,-29.5703,9
14,2020-W15,8,ACC_Rent_Exp,10.0,0.0,0,0.0487,-7.4448,9
14,2020-W15,9,UNKNOWN_LEAK,10.0,0.0,0,0.0908,-1.2824,7
15,2020-W16,0,ACC_Accounts_Payable,25.725,8.5,1,0.2918,-26.0008,9
15,2020-W16,1,ACC_Inventory,18.5,8.5,4,0.2447,-23.8133,9
15,2020-W16,2,ACC_Cash,29.9327,7.2704,0,0.35,-28.48,9
15,2020-W16,3,ACC_Travel_Exp,10.0,0.0,0,0.9096,-46.035,9
15,2020-W16,4,ACC_COGS,10.0,0.0,0,0.2126,-22.1896,9
15,2020-W16,5,ACC_Sales_Revenue,40.1264,8.5,6,2.1082,-69.919,9
15,2020-W16,6,ACC_Accounts_Receivable,35.4428,8.5,2,0.6216,-37.9647,9
15,2020-W16,7,ACC_Payroll_Exp,10.0,0.0,0,0.3468,-28.4057,9
15,2020-W16,8,ACC_Rent_Exp,10.0,0.0,0,0.0306,-8.1964,9
15,2020-W16,9,UNKNOWN_LEAK,10.0,0.0,0,0.0432,-1.243,8
16,2020-W17,0,ACC_Accounts_Payable,25.725,8.5,1,0.6617,-39.2772,9
16,2020-W17,1,ACC_Inventory,18.5,8.5,4,0.4358,-31.901,9
16,2020-W17,2,ACC_Cash,24.1673,3.604,0,0.3541,-28.7249,9
16,2020-W17,3,ACC_Travel_Exp,10.0,0.0,0,1.2326,-53.7009,9
16,2020-W17,4,ACC_COGS,10.0,0.0,0,0.3151,-27.1444,9
16,2020-W17,5,ACC_Sales_Revenue,35.9609,8.5,6,2.192,-71.4628,9
16,2020-W17,6,ACC_Accounts_Receivable,30.5422,8.5,2,0.6448,-38.7606,9
16,2020-W17,7,ACC_Payroll_Exp,10.0,0.0,0,0.3402,-28.092,9
16,2020-W17,8,ACC_Rent_Exp,10.0,0.0,0,0.0806,-13.8338,9
16,2020-W17,9,UNKNOWN_LEAK,10.0,0.0,0,0.0427,-1.2346,7
17,2020-W18,0,ACC_Accounts_Payable,25.725,8.5,1,0.2432,-25.0578,9
17,2020-W18,1,ACC_Inventory,18.5,8.5,4,0.2074,-23.1609,9
17,2020-W18,2,ACC_Cash,30.5354,7.6537,0,0.3129,-28.4148,9
17,2020-W18,3,ACC_Travel_Exp,10.0,0.0,0,1.0476,-52.1084,9
17,2020-W18,4,ACC_COGS,10.0,0.0,0,0.1806,-21.635,9
17,2020-W18,5,ACC_Sales_Revenue,40.5618,8.5,6,1.9334,-70.6054,9
17,2020-W18,6,ACC_Accounts_Receivable,35.9551,8.5,2,0.569,-38.3054,9
17,2020-W18,7,ACC_Payroll_Exp,10.0,0.0,0,0.5261,-36.588,9
17,2020-W18,8,ACC_Rent_Exp,10.0,0.0,0,0.0379,-10.1463,9
17,2020-W18,9,UNKNOWN_LEAK,10.0,0.0,0,0.0385,-1.2866,7
18,2020-W19,0,ACC_Accounts_Payable,25.725,8.5,1,0.2634,-25.7299,9
18,2020-W19,1,ACC_Inventory,18.5,8.5,4,0.2221,-23.6493,9
18,2020-W19,2,ACC_Cash,29.9607,7.2882,0,0.3168,-28.2076,9
18,2020-W19,3,ACC_Travel_Exp,10.0,0.0,0,0.9767,-49.6359,9
18,2020-W19,4,ACC_COGS,10.0,0.0,0,0.1913,-21.9708,9
18,2020-W19,5,ACC_Sales_Revenue,40.1466,8.5,6,1.956,-70.0601,9
18,2020-W19,6,ACC_Accounts_Receivable,35.4666,8.5,2,0.5758,-38.0154,9
18,2020-W19,7,ACC_Payroll_Exp,10.0,0.0,0,0.5116,-35.5639,9
18,2020-W19,8,ACC_Rent_Exp,10.0,0.0,0,0.0345,-9.5879,9
18,2020-W19,9,UNKNOWN_LEAK,10.0,0.0,0,0.0395,-1.2908,7
19,2020-W20,0,ACC_Accounts_Payable,25.725,8.5,1,2.3986,-75.4867,9
19,2020-W20,1,ACC_Inventory,18.5,8.5,4,0.8831,-45.8861,9
19,2020-W20,2,ACC_Cash,18.5,8.5,3,0.3322,-28.0645,9
19,2020-W20,3,ACC_Travel_Exp,10.0,0.0,0,0.2518,-24.4535,9
19,2020-W20,4,ACC_COGS,10.0,0.0,0,0.4698,-33.5157,9
19,2020-W20,5,ACC_Sales_Revenue,31.8663,8.5,6,2.0414,-69.5444,9
19,2020-W20,6,ACC_Accounts_Receivable,25.725,8.5,2,0.6012,-37.7412,9
19,2020-W20,7,ACC_Payroll_Exp,10.0,0.0,0,0.5152,-34.6616,9
19,2020-W20,8,ACC_Rent_Exp,10.0,0.0,0,0.0341,-9.2704,9
19,2020-W20,9,UNKNOWN_LEAK,10.0,0.0,0,0.0418,-1.2898,7
20,2020-W21,0,ACC_Accounts_Payable,25.725,8.5,1,0.2485,-23.7339,9
20,2020-W21,1,ACC_Inventory,18.5,8.5,4,0.2189,-22.3011,9
20,2020-W21,2,ACC_Cash,31.2326,8.0971,0,0.3432,-27.8849,9
20,2020-W21,3,ACC_Travel_Exp,10.0,0.0,0,1.3343,-55.1429,9
20,2020-W21,4,ACC_COGS,10.0,0.0,0,0.1952,-21.0837,9
20,2020-W21,5,ACC_Sales_Revenue,41.0656,8.5,6,2.1116,-69.1384,9
20,2020-W21,6,ACC_Accounts_Receivable,36.5477,8.5,2,0.6221,-37.5299,9
20,2020-W21,7,ACC_Payroll_Exp,10.0,0.0,0,0.5116,-33.7541,9
20,2020-W21,8,ACC_Rent_Exp,10.0,0.0,0,0.034,-9.0524,9
20,2020-W21,9,UNKNOWN_LEAK,10.0,0.0,0,0.0438,-1.291,7
21,2020-W22,0,ACC_Accounts_Payable,25.725,8.5,1,2.4969,-75.2918,9
21,2020-W22,1,ACC_Inventory,18.5,8.5,4,0.9258,-45.949,9
21,2020-W22,2,ACC_Cash,18.5,6.3242,7,0.3541,-28.3298,9
21,2020-W22,3,ACC_Travel_Exp,10.0,0.0,0,1.2732,-53.8715,9
21,2020-W22,4,ACC_COGS,10.0,0.0,0,0.4903,-33.4897,9
21,2020-W22,5,ACC_Sales_Revenue,31.8662,8.5,6,2.2003,-70.592,9
21,2020-W22,6,ACC_Accounts_Receivable,25.725,8.5,2,0.6475,-38.2977,9
21,2020-W22,7,ACC_Payroll_Exp,10.0,0.0,0,0.2255,-22.536,9
21,2020-W22,8,ACC_Rent_Exp,10.0,0.0,0,0.1196,-16.918,9
21,2020-W22,9,UNKNOWN_LEAK,10.0,0.0,0,0.0437,-1.3552,7
22,2020-W23,0,ACC_Accounts_Payable,25.725,8.5,1,0.0155,-24.88,9
22,2020-W23,1,ACC_Inventory,18.5,8.5,4,0.0148,-24.1063,9
22,2020-W23,2,ACC_Cash,30.5382,7.6554,0,0.0194,-27.9517,9
22,2020-W23,3,ACC_Travel_Exp,10.0,0.0,0,0.0241,-30.9343,9
22,2020-W23,4,ACC_COGS,10.0,0.0,0,0.0121,-21.646,9
22,2020-W23,5,ACC_Sales_Revenue,39.6551,8.5,6,0.0975,-62.8647,9
22,2020-W23,6,ACC_Accounts_Receivable,34.8883,7.9795,2,0.0292,-34.3582,9
22,2020-W23,7,ACC_Payroll_Exp,10.0,0.0,0,0.0052,-15.2451,8
22,2020-W23,8,ACC_Rent_Exp,10.0,0.0,0,0.0038,-10.5407,9
22,2020-W23,9,UNKNOWN_LEAK,10.0,0.0,0,0.0027,-2.2631,8
23,2020-W24,0,ACC_Accounts_Payable,25.725,8.5,1,0.055,-65.8101,9
23,2020-W24,1,ACC_Inventory,18.5,8.5,4,0.0199,-38.8265,9
23,2020-W24,2,ACC_Cash,18.5,8.5,3,0.0063,-22.3659,9
23,2020-W24,3,ACC_Travel_Exp,10.0,0.0,0,0.0042,-18.2807,9
23,2020-W24,4,ACC_COGS,10.0,0.0,0,0.0082,-24.4403,9
23,2020-W24,5,ACC_Sales_Revenue,31.8663,8.5,6,0.0317,-50.2431,9
23,2020-W24,6,ACC_Accounts_Receivable,25.725,8.5,2,0.0096,-27.5873,9
23,2020-W24,7,ACC_Payroll_Exp,10.0,0.0,0,0.0019,-17.9283,8
23,2020-W24,8,ACC_Rent_Exp,10.0,0.0,0,0.0011,-6.5152,9
23,2020-W24,9,UNKNOWN_LEAK,10.0,0.0,0,0.0014,-2.0501,8
24,2020-W25,0,ACC_Accounts_Payable,25.725,8.5,1,0.0055,-20.7294,9
24,2020-W25,1,ACC_Inventory,18.5,8.5,4,0.006,-21.5113,9
24,2020-W25,2,ACC_Cash,30.3486,7.5349,0,0.0062,-22.2096,9
24,2020-W25,3,ACC_Travel_Exp,10.0,0.0,0,0.0067,-22.5489,9
24,2020-W25,4,ACC_COGS,10.0,0.0,0,0.0052,-19.7669,9
24,2020-W25,5,ACC_Sales_Revenue,40.4269,8.5,6,0.032,-50.3648,9
24,2020-W25,6,ACC_Accounts_Receivable,35.7963,8.5,2,0.0097,-27.6554,9
24,2020-W25,7,ACC_Payroll_Exp,10.0,0.0,0,0.0018,-17.9362,8
24,2020-W25,8,ACC_Rent_Exp,10.0,0.0,0,0.0012,-6.7633,9
24,2020-W25,9,UNKNOWN_LEAK,10.0,0.0,0,0.0014,-2.1748,8
25,2020-W26,0,ACC_Accounts_Payable,25.725,8.5,1,0.0527,-64.0983,9
25,2020-W26,1,ACC_Inventory,18.5,8.5,4,0.0195,-38.0399,9
25,2020-W26,2,ACC_Cash,18.5,6.2737,7,0.0061,-21.8455,9
25,2020-W26,3,ACC_Travel_Exp,10.0,0.0,0,0.0057,-20.853,9
25,2020-W26,4,ACC_COGS,10.0,0.0,0,0.0081,-24.0317,9
25,2020-W26,5,ACC_Sales_Revenue,31.8663,8.5,6,0.031,-49.5014,9
25,2020-W26,6,ACC_Accounts_Receivable,25.725,8.5,2,0.0094,-27.183,9
25,2020-W26,7,ACC_Payroll_Exp,10.0,0.0,0,0.0015,-10.5346,9
25,2020-W26,8,ACC_Rent_Exp,10.0,0.0,0,0.0016,-8.226,9
25,2020-W26,9,UNKNOWN_LEAK,10.0,0.0,0,0.0014,-2.1816,8
26,2020-W27,0,ACC_Accounts_Payable,25.725,8.5,1,0.005,-19.5236,9
26,2020-W27,1,ACC_Inventory,18.5,8.5,4,0.0056,-20.5581,9
26,2020-W27,2,ACC_Cash,31.0286,7.9673,0,0.0062,-21.7459,9
26,2020-W27,3,ACC_Travel_Exp,10.0,0.0,0,0.0059,-20.9084,9
26,2020-W27,4,ACC_COGS,10.0,0.0,0,0.005,-19.1607,9
26,2020-W27,5,ACC_Sales_Revenue,40.9182,8.5,6,0.0315,-49.2233,9
26,2020-W27,6,ACC_Accounts_Receivable,36.3743,8.5,2,0.0095,-27.0341,9
26,2020-W27,7,ACC_Payroll_Exp,10.0,0.0,0,0.002,-17.732,8
26,2020-W27,8,ACC_Rent_Exp,10.0,0.0,0,0.0011,-6.3056,9
26,2020-W27,9,UNKNOWN_LEAK,10.0,0.0,0,0.0014,-2.0763,8
27,2020-W28,0,ACC_Accounts_Payable,25.725,8.5,1,0.0068,-22.3147,9
27,2020-W28,1,ACC_Inventory,18.5,8.5,4,0.0072,-22.8108,9
27,2020-W28,2,ACC_Cash,28.7614,6.5255,0,0.0064,-21.6702,9
27,2020-W28,3,ACC_Travel_Exp,10.0,0.0,0,0.0085,-24.7404,9
27,2020-W28,4,ACC_COGS,10.0,0.0,0,0.0059,-20.3514,9
27,2020-W28,5,ACC_Sales_Revenue,39.2801,8.5,6,0.0326,-49.1181,9
27,2020-W28,6,ACC_Accounts_Receivable,34.4472,8.5,2,0.0098,-26.9564,9
27,2020-W28,7,ACC_Payroll_Exp,10.0,0.0,0,0.0021,-17.7041,8
27,2020-W28,8,ACC_Rent_Exp,10.0,0.0,0,0.0012,-6.2713,9
27,2020-W28,9,UNKNOWN_LEAK,10.0,0.0,0,0.0015,-2.0628,8
28,2020-W29,0,ACC_Accounts_Payable,25.725,8.5,1,0.0072,-22.7019,9
28,2020-W29,1,ACC_Inventory,18.5,8.5,4,0.0077,-23.0979,9
28,2020-W29,2,ACC_Cash,28.5686,6.4029,0,0.0067,-21.7828,9
28,2020-W29,3,ACC_Travel_Exp,10.0,0.0,0,0.0087,-24.6782,9
28,2020-W29,4,ACC_COGS,10.0,0.0,0,0.0061,-20.4128,9
28,2020-W29,5,ACC_Sales_Revenue,39.1408,8.5,6,0.0342,-49.3872,9
28,2020-W29,6,ACC_Accounts_Receivable,34.2833,8.5,2,0.0103,-27.1107,9
28,2020-W29,7,ACC_Payroll_Exp,10.0,0.0,0,0.0022,-17.729,8
28,2020-W29,8,ACC_Rent_Exp,10.0,0.0,0,0.0012,-6.291,9
28,2020-W29,9,UNKNOWN_LEAK,10.0,0.0,0,0.0015,-2.0687,8
29,2020-W30,0,ACC_Accounts_Payable,25.725,8.5,1,0.015,-32.3842,9
29,2020-W30,1,ACC_Inventory,18.5,8.5,4,0.0123,-28.8749,9
29,2020-W30,2,ACC_Cash,24.0172,3.6754,7,0.0069,-22.0664,9
29,2020-W30,3,ACC_Travel_Exp,10.0,0.0,0,0.0104,-26.2487,9
29,2020-W30,4,ACC_COGS,10.0,0.0,0,0.0079,-22.758,9
29,2020-W30,5,ACC_Sales_Revenue,35.6331,8.5,6,0.0346,-49.2832,9
29,2020-W30,6,ACC_Accounts_Receivable,30.1566,8.316,2,0.0104,-27.0015,9
29,2020-W30,7,ACC_Payroll_Exp,10.0,0.0,0,0.002,-10.912,9
29,2020-W30,8,ACC_Rent_Exp,10.0,0.0,0,0.0016,-7.6632,9
29,2020-W30,9,UNKNOWN_LEAK,10.0,0.0,0,0.0016,-2.1811,8
30,2020-W31,0,ACC_Accounts_Payable,25.725,8.5,1,0.005,-19.0132,9
30,2020-W31,1,ACC_Inventory,18.5,8.5,4,0.0059,-20.3786,9
30,2020-W31,2,ACC_Cash,31.0285,7.9673,0,0.0062,-21.16,9
30,2020-W31,3,ACC_Travel_Exp,10.0,0.0,0,0.011,-27.632,9
30,2020-W31,4,ACC_COGS,10.0,0.0,0,0.0052,-19.0033,9
30,2020-W31,5,ACC_Sales_Revenue,40.9181,8.5,6,0.0314,-47.868,9
30,2020-W31,6,ACC_Accounts_Receivable,36.3742,8.5,2,0.0094,-26.2438,9
30,2020-W31,7,ACC_Payroll_Exp,10.0,0.0,0,0.002,-17.7642,8
30,2020-W31,8,ACC_Rent_Exp,10.0,0.0,0,0.0013,-6.5874,9
30,2020-W31,9,UNKNOWN_LEAK,10.0,0.0,0,0.0015,-2.2863,8
31,2020-W32,0,ACC_Accounts_Payable,25.725,8.5,1,0.0053,-19.2505,9
31,2020-W32,1,ACC_Inventory,18.5,8.5,4,0.0061,-20.4186,9
31,2020-W32,2,ACC_Cash,30.986,7.9402,0,0.0066,-21.6008,9
