Transaction_ID,Timestamp,Debit_Account,Credit_Account,Asset_Type,Amount,Price,Memo
EX_IN_000053,2020-01-15T09:29:00,USR_002_Cash,ACC_Input_From_Outside_Cash,CASH,31747.53,1.00,External_Inflow
M_000057,2020-01-15T14:12:52,USR_010_Stock,USR_004_Stock,STK_001,46,4068.19,Normal
M_000057,2020-01-15T14:12:52,USR_004_Cash,USR_010_Cash,CASH,187136.74,1.00,Normal
M_000058,2020-01-15T14:55:11,USR_004_Stock,USR_008_Stock,STK_002,183,1183.80,Normal
M_000058,2020-01-15T14:55:11,USR_008_Cash,USR_004_Cash,CASH,216635.40,1.00,Normal
M_000059,2020-01-19T11:52:04,USR_005_Stock,USR_003_Stock,STK_004,246,1783.45,Normal
M_000059,2020-01-19T11:52:04,USR_003_Cash,USR_005_Cash,CASH,438728.70,1.00,Normal
EX_IN_000062,2020-01-20T09:00:41,USR_006_Cash,ACC_Input_From_Outside_Cash,CASH,63263.83,1.00,External_Inflow
EX_IN_000066,2020-01-20T09:04:18,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,63263.83,1.00,External_Inflow
EX_IN_000064,2020-01-20T09:05:12,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,63263.83,1.00,External_Inflow
EX_IN_000060,2020-01-20T09:06:48,USR_005_Cash,ACC_Input_From_Outside_Cash,CASH,63263.83,1.00,External_Inflow
EX_IN_000065,2020-01-20T09:08:08,USR_008_Cash,ACC_Input_From_Outside_Cash,CASH,63263.83,1.00,External_Inflow
EX_IN_000063,2020-01-20T09:21:12,USR_002_Cash,ACC_Input_From_Outside_Cash,CASH,63263.83,1.00,External_Inflow
EX_IN_000061,2020-01-20T09:28:38,USR_007_Cash,ACC_Input_From_Outside_Cash,CASH,63263.83,1.00,External_Inflow
M_000067,2020-01-20T10:29:02,USR_003_Stock,USR_005_Stock,STK_005,93,3459.80,Normal
M_000067,2020-01-20T10:29:02,USR_005_Cash,USR_003_Cash,CASH,321761.40,1.00,Normal
M_000068,2020-01-21T14:14:56,USR_006_Stock,USR_004_Stock,STK_003,88,1929.87,Normal
M_000068,2020-01-21T14:14:56,USR_004_Cash,USR_006_Cash,CASH,169828.56,1.00,Normal
M_000069,2020-01-23T14:47:36,USR_007_Stock,USR_004_Stock,STK_002,134,1156.96,Normal
M_000069,2020-01-23T14:47:36,USR_004_Cash,USR_007_Cash,CASH,155032.64,1.00,Normal
M_000070,2020-01-25T10:38:57,USR_006_Stock,USR_003_Stock,STK_001,293,4347.09,Normal
M_000070,2020-01-25T10:38:57,USR_003_Cash,USR_006_Cash,CASH,1273697.37,1.00,Normal
M_000071,2020-01-25T11:10:41,USR_001_Stock,USR_004_Stock,STK_003,1938,1983.24,Normal
M_000071,2020-01-25T11:10:41,USR_004_Cash,USR_001_Cash,CASH,3843519.12,1.00,Normal
M_000072,2020-01-25T15:55:00,USR_004_Stock,USR_003_Stock,STK_003,1805,2735.00,MM_Balance
M_000072,2020-01-25T15:55:00,USR_003_Cash,USR_004_Cash,CASH,4936675.00,1.00,MM_Balance
M_000073,2020-01-26T15:36:00,USR_003_Stock,USR_004_Stock,STK_003,1625,2754.44,MM_Balance
M_000073,2020-01-26T15:36:00,USR_004_Cash,USR_003_Cash,CASH,4475965.00,1.00,MM_Balance
M_000074,2020-01-26T15:47:00,USR_004_Stock,USR_003_Stock,STK_003,1625,2754.44,MM_Balance
M_000074,2020-01-26T15:47:00,USR_003_Cash,USR_004_Cash,CASH,4475965.00,1.00,MM_Balance
M_000075,2020-01-27T09:47:49,USR_004_Stock,USR_006_Stock,STK_004,314,1851.75,Normal
M_000075,2020-01-27T09:47:49,USR_006_Cash,USR_004_Cash,CASH,581449.50,1.00,Normal
M_000076,2020-01-27T15:07:00,USR_003_Stock,USR_004_Stock,STK_003,1805,2720.53,MM_Balance
M_000076,2020-01-27T15:07:00,USR_004_Cash,USR_003_Cash,CASH,4910556.65,1.00,MM_Balance
M_000077,2020-01-27T15:09:00,USR_004_Stock,USR_003_Stock,STK_003,1805,2720.53,MM_Balance
M_000077,2020-01-27T15:09:00,USR_003_Cash,USR_004_Cash,CASH,4910556.65,1.00,MM_Balance
EX_IN_000080,2020-01-28T09:04:14,USR_010_Cash,ACC_Input_From_Outside_Cash,CASH,167259.47,1.00,External_Inflow
EX_IN_000078,2020-01-28T09:09:51,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,167259.47,1.00,External_Inflow
EX_IN_000079,2020-01-28T09:14:59,USR_002_Cash,ACC_Input_From_Outside_Cash,CASH,167259.47,1.00,External_Inflow
EX_IN_000081,2020-01-28T09:15:59,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,167259.47,1.00,External_Inflow
M_000082,2020-01-28T14:49:40,USR_008_Stock,USR_004_Stock,STK_005,138,3440.05,Normal
M_000082,2020-01-28T14:49:40,USR_004_Cash,USR_008_Cash,CASH,474726.90,1.00,Normal
M_000083,2020-01-28T15:05:00,USR_003_Stock,USR_004_Stock,STK_003,1805,2684.23,MM_Balance
M_000083,2020-01-28T15:05:00,USR_004_Cash,USR_003_Cash,CASH,4845035.15,1.00,MM_Balance
M_000084,2020-01-28T15:26:00,USR_004_Stock,USR_003_Stock,STK_003,1712,2684.23,MM_Balance
M_000084,2020-01-28T15:26:00,USR_003_Cash,USR_004_Cash,CASH,4595401.76,1.00,MM_Balance
M_000086,2020-01-29T15:03:00,USR_004_Stock,USR_003_Stock,STK_003,1805,2742.75,MM_Balance
M_000086,2020-01-29T15:03:00,USR_003_Cash,USR_004_Cash,CASH,4950663.75,1.00,MM_Balance
M_000085,2020-01-29T15:55:00,USR_003_Stock,USR_004_Stock,STK_003,1712,2742.75,MM_Balance
M_000085,2020-01-29T15:55:00,USR_004_Cash,USR_003_Cash,CASH,4695588.00,1.00,MM_Balance
M_000087,2020-01-30T09:37:28,USR_005_Stock,USR_003_Stock,STK_005,91,3689.86,Normal
M_000087,2020-01-30T09:37:28,USR_003_Cash,USR_005_Cash,CASH,335777.26,1.00,Normal
M_000088,2020-01-30T15:07:00,USR_003_Stock,USR_004_Stock,STK_003,1805,2698.70,MM_Balance
M_000088,2020-01-30T15:07:00,USR_004_Cash,USR_003_Cash,CASH,4871153.50,1.00,MM_Balance
M_000089,2020-01-30T15:59:00,USR_004_Stock,USR_003_Stock,STK_003,1805,2698.70,MM_Balance
M_000089,2020-01-30T15:59:00,USR_003_Cash,USR_004_Cash,CASH,4871153.50,1.00,MM_Balance
EX_IN_000095,2020-01-31T09:04:39,USR_010_Cash,ACC_Input_From_Outside_Cash,CASH,40328.55,1.00,External_Inflow
EX_IN_000090,2020-01-31T09:06:30,USR_002_Cash,ACC_Input_From_Outside_Cash,CASH,40328.55,1.00,External_Inflow
EX_IN_000092,2020-01-31T09:17:20,USR_008_Cash,ACC_Input_From_Outside_Cash,CASH,40328.55,1.00,External_Inflow
EX_IN_000091,2020-01-31T09:20:27,USR_006_Cash,ACC_Input_From_Outside_Cash,CASH,40328.55,1.00,External_Inflow
EX_IN_000093,2020-01-31T09:25:28,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,40328.55,1.00,External_Inflow
EX_IN_000094,2020-01-31T09:30:00,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,40328.55,1.00,External_Inflow
M_000097,2020-01-31T15:12:00,USR_004_Stock,USR_003_Stock,STK_003,1805,2637.37,MM_Balance
M_000097,2020-01-31T15:12:00,USR_003_Cash,USR_004_Cash,CASH,4760452.85,1.00,MM_Balance
M_000096,2020-01-31T15:59:00,USR_003_Stock,USR_004_Stock,STK_003,1805,2637.37,MM_Balance
M_000096,2020-01-31T15:59:00,USR_004_Cash,USR_003_Cash,CASH,4760452.85,1.00,MM_Balance
M_000099,2020-02-01T10:13:51,USR_004_Stock,USR_005_Stock,STK_003,225,2650.90,Normal
M_000099,2020-02-01T10:13:51,USR_005_Cash,USR_004_Cash,CASH,596452.50,1.00,Normal
M_000098,2020-02-01T13:30:27,USR_004_Stock,USR_010_Stock,STK_005,61,3732.68,Normal
M_000098,2020-02-01T13:30:27,USR_010_Cash,USR_004_Cash,CASH,227693.48,1.00,Normal
M_000100,2020-02-01T15:20:00,USR_003_Stock,USR_004_Stock,STK_003,2030,2525.24,MM_Balance
M_000100,2020-02-01T15:20:00,USR_004_Cash,USR_003_Cash,CASH,5126237.20,1.00,MM_Balance
M_000101,2020-02-01T15:34:00,USR_004_Stock,USR_003_Stock,STK_003,2030,2525.24,MM_Balance
M_000101,2020-02-01T15:34:00,USR_003_Cash,USR_004_Cash,CASH,5126237.20,1.00,MM_Balance
M_000102,2020-02-02T10:49:30,USR_006_Stock,USR_004_Stock,STK_001,193,4711.93,Normal
M_000102,2020-02-02T10:49:30,USR_004_Cash,USR_006_Cash,CASH,909402.49,1.00,Normal
M_000103,2020-02-02T15:39:00,USR_003_Stock,USR_004_Stock,STK_003,1161,2566.26,MM_Balance
M_000103,2020-02-02T15:39:00,USR_004_Cash,USR_003_Cash,CASH,2979427.86,1.00,MM_Balance
M_000104,2020-02-02T15:43:00,USR_004_Stock,USR_003_Stock,STK_003,1161,2566.26,MM_Balance
M_000104,2020-02-02T15:43:00,USR_003_Cash,USR_004_Cash,CASH,2979427.86,1.00,MM_Balance
EX_IN_000108,2020-02-03T09:02:31,USR_005_Cash,ACC_Input_From_Outside_Cash,CASH,42418.43,1.00,External_Inflow
EX_IN_000107,2020-02-03T09:05:23,USR_007_Cash,ACC_Input_From_Outside_Cash,CASH,42418.43,1.00,External_Inflow
EX_IN_000110,2020-02-03T09:11:47,USR_006_Cash,ACC_Input_From_Outside_Cash,CASH,42418.43,1.00,External_Inflow
EX_IN_000109,2020-02-03T09:15:04,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,42418.43,1.00,External_Inflow
EX_IN_000106,2020-02-03T09:18:39,USR_008_Cash,ACC_Input_From_Outside_Cash,CASH,42418.43,1.00,External_Inflow
EX_IN_000105,2020-02-03T09:23:07,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,42418.43,1.00,External_Inflow
M_000111,2020-02-03T09:56:47,USR_004_Stock,USR_007_Stock,STK_004,14,1758.15,Normal
M_000111,2020-02-03T09:56:47,USR_007_Cash,USR_004_Cash,CASH,24614.10,1.00,Normal
M_000113,2020-02-03T15:51:00,USR_004_Stock,USR_003_Stock,STK_003,2030,2714.57,MM_Balance
M_000113,2020-02-03T15:51:00,USR_003_Cash,USR_004_Cash,CASH,5510577.10,1.00,MM_Balance
M_000112,2020-02-03T15:57:00,USR_003_Stock,USR_004_Stock,STK_003,2030,2714.57,MM_Balance
M_000112,2020-02-03T15:57:00,USR_004_Cash,USR_003_Cash,CASH,5510577.10,1.00,MM_Balance
EX_IN_000115,2020-02-04T09:03:18,USR_010_Cash,ACC_Input_From_Outside_Cash,CASH,73854.35,1.00,External_Inflow
EX_IN_000116,2020-02-04T09:21:25,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,73854.35,1.00,External_Inflow
EX_IN_000114,2020-02-04T09:21:26,USR_009_Cash,ACC_Input_From_Outside_Cash,CASH,73854.35,1.00,External_Inflow
EX_IN_000117,2020-02-04T09:22:03,USR_006_Cash,ACC_Input_From_Outside_Cash,CASH,73854.35,1.00,External_Inflow
M_000118,2020-02-04T11:58:50,USR_009_Stock,USR_004_Stock,STK_002,281,1224.83,Normal
M_000118,2020-02-04T11:58:50,USR_004_Cash,USR_009_Cash,CASH,344177.23,1.00,Normal
M_000120,2020-02-04T15:07:00,USR_004_Stock,USR_003_Stock,STK_003,2030,2683.10,MM_Balance
M_000120,2020-02-04T15:07:00,USR_003_Cash,USR_004_Cash,CASH,5446693.00,1.00,MM_Balance
M_000119,2020-02-04T15:55:00,USR_003_Stock,USR_004_Stock,STK_003,2030,2683.10,MM_Balance
M_000119,2020-02-04T15:55:00,USR_004_Cash,USR_003_Cash,CASH,5446693.00,1.00,MM_Balance
M_000121,2020-02-05T11:53:10,USR_007_Stock,USR_003_Stock,STK_005,242,3647.13,Normal
M_000121,2020-02-05T11:53:10,USR_003_Cash,USR_007_Cash,CASH,882605.46,1.00,Normal
M_000122,2020-02-05T14:36:36,USR_004_Stock,USR_010_Stock,STK_002,22,1259.14,Normal
M_000122,2020-02-05T14:36:36,USR_010_Cash,USR_004_Cash,CASH,27701.08,1.00,Normal
M_000124,2020-02-05T15:26:00,USR_004_Stock,USR_003_Stock,STK_003,2030,2710.72,MM_Balance
M_000124,2020-02-05T15:26:00,USR_003_Cash,USR_004_Cash,CASH,5502761.60,1.00,MM_Balance
M_000123,2020-02-05T15:44:00,USR_003_Stock,USR_004_Stock,STK_003,2030,2710.72,MM_Balance
M_000123,2020-02-05T15:44:00,USR_004_Cash,USR_003_Cash,CASH,5502761.60,1.00,MM_Balance
EX_OUT_000126,2020-02-06T09:12:39,ACC_Output_To_Outside_Cash,USR_005_Cash,CASH,37220.57,1.00,External_Outflow
EX_OUT_000125,2020-02-06T09:15:29,ACC_Output_To_Outside_Cash,USR_006_Cash,CASH,37220.57,1.00,External_Outflow
EX_OUT_000130,2020-02-06T09:18:26,ACC_Output_To_Outside_Cash,USR_008_Cash,CASH,37220.57,1.00,External_Outflow
EX_OUT_000127,2020-02-06T09:22:53,ACC_Output_To_Outside_Cash,USR_002_Cash,CASH,37220.57,1.00,External_Outflow
EX_OUT_000129,2020-02-06T09:23:46,ACC_Output_To_Outside_Cash,USR_010_Cash,CASH,37220.57,1.00,External_Outflow
EX_OUT_000128,2020-02-06T09:25:21,ACC_Output_To_Outside_Cash,USR_009_Cash,CASH,37220.57,1.00,External_Outflow
M_000131,2020-02-06T15:43:00,USR_003_Stock,USR_004_Stock,STK_003,1203,2681.02,MM_Balance
M_000131,2020-02-06T15:43:00,USR_004_Cash,USR_003_Cash,CASH,3225267.06,1.00,MM_Balance
M_000132,2020-02-06T15:57:00,USR_004_Stock,USR_003_Stock,STK_003,1203,2681.02,MM_Balance
M_000132,2020-02-06T15:57:00,USR_003_Cash,USR_004_Cash,CASH,3225267.06,1.00,MM_Balance
M_000135,2020-02-07T11:05:17,USR_010_Stock,USR_003_Stock,STK_002,286,1310.97,Normal
M_000135,2020-02-07T11:05:17,USR_003_Cash,USR_010_Cash,CASH,374937.42,1.00,Normal
M_000133,2020-02-07T11:22:04,USR_003_Stock,USR_008_Stock,STK_003,74,2741.66,Normal
M_000133,2020-02-07T11:22:04,USR_008_Cash,USR_003_Cash,CASH,202882.84,1.00,Normal
M_000134,2020-02-07T11:37:14,USR_007_Stock,USR_003_Stock,STK_005,77,3838.90,Normal
M_000134,2020-02-07T11:37:14,USR_003_Cash,USR_007_Cash,CASH,295595.30,1.00,Normal
M_000136,2020-02-07T15:22:00,USR_003_Stock,USR_004_Stock,STK_003,1030,2666.46,MM_Balance
M_000136,2020-02-07T15:22:00,USR_004_Cash,USR_003_Cash,CASH,2746453.80,1.00,MM_Balance
M_000137,2020-02-08T09:47:00,USR_004_Stock,USR_005_Stock,STK_005,244,3839.14,Normal
M_000137,2020-02-08T09:47:00,USR_005_Cash,USR_004_Cash,CASH,936750.16,1.00,Normal
M_000138,2020-02-09T14:19:45,USR_004_Stock,USR_010_Stock,STK_003,205,2762.14,Normal
M_000138,2020-02-09T14:19:45,USR_010_Cash,USR_004_Cash,CASH,566238.70,1.00,Normal
M_000139,2020-02-10T12:53:30,USR_010_Stock,USR_003_Stock,STK_001,143,4833.99,Normal
M_000139,2020-02-10T12:53:30,USR_003_Cash,USR_010_Cash,CASH,691260.57,1.00,Normal
M_000140,2020-02-11T14:43:32,USR_004_Stock,USR_008_Stock,STK_005,68,3699.44,Normal
M_000140,2020-02-11T14:43:32,USR_008_Cash,USR_004_Cash,CASH,251561.92,1.00,Normal
M_000141,2020-02-12T09:46:44,USR_010_Stock,USR_004_Stock,STK_002,1,1380.76,Normal
M_000141,2020-02-12T09:46:44,USR_004_Cash,USR_010_Cash,CASH,1380.76,1.00,Normal
M_000143,2020-02-12T09:58:43,USR_004_Stock,USR_008_Stock,STK_003,58,2532.41,Normal
M_000143,2020-02-12T09:58:43,USR_008_Cash,USR_004_Cash,CASH,146879.78,1.00,Normal
M_000142,2020-02-12T12:36:10,USR_005_Stock,USR_003_Stock,STK_005,202,3784.56,Normal
M_000142,2020-02-12T12:36:10,USR_003_Cash,USR_005_Cash,CASH,764481.12,1.00,Normal
M_000144,2020-02-12T13:21:34,USR_003_Stock,USR_007_Stock,STK_005,51,3916.15,Normal
M_000144,2020-02-12T13:21:34,USR_007_Cash,USR_003_Cash,CASH,199723.65,1.00,Normal
EX_IN_000150,2020-02-14T09:02:27,USR_007_Cash,ACC_Input_From_Outside_Cash,CASH,22342.53,1.00,External_Inflow
EX_IN_000149,2020-02-14T09:12:05,USR_010_Cash,ACC_Input_From_Outside_Cash,CASH,22342.53,1.00,External_Inflow
EX_IN_000145,2020-02-14T09:19:04,USR_001_Cash,ACC_Input_From_Outside_Cash,CASH,22342.53,1.00,External_Inflow
EX_IN_000147,2020-02-14T09:22:48,USR_002_Cash,ACC_Input_From_Outside_Cash,CASH,22342.53,1.00,External_Inflow
EX_IN_000148,2020-02-14T09:27:31,USR_008_Cash,ACC_Input_From_Outside_Cash,CASH,22342.53,1.00,External_Inflow
EX_IN_000146,2020-02-14T09:28:26,USR_006_Cash,ACC_Input_From_Outside_Cash,CASH,22342.53,1.00,External_Inflow
M_000151,2020-02-14T13:41:16,USR_004_Stock,USR_010_Stock,STK_001,97,5095.28,Normal
M_000151,2020-02-14T13:41:16,USR_010_Cash,USR_004_Cash,CASH,494242.16,1.00,Normal
M_000152,2020-02-16T13:35:09,USR_004_Stock,USR_010_Stock,STK_004,298,1586.14,Normal
M_000152,2020-02-16T13:35:09,USR_010_Cash,USR_004_Cash,CASH,472669.72,1.00,Normal
M_000153,2020-02-17T12:06:46,USR_009_Stock,USR_004_Stock,STK_004,29,1478.19,Normal
M_000153,2020-02-17T12:06:46,USR_004_Cash,USR_009_Cash,CASH,42867.51,1.00,Normal
M_000154,2020-02-18T13:29:58,USR_003_Stock,USR_009_Stock,STK_002,136,1474.22,Normal
M_000154,2020-02-18T13:29:58,USR_009_Cash,USR_003_Cash,CASH,200493.92,1.00,Normal
M_000157,2020-02-19T12:29:23,USR_005_Stock,USR_004_Stock,STK_001,179,5194.03,Normal
M_000157,2020-02-19T12:29:23,USR_004_Cash,USR_005_Cash,CASH,929731.37,1.00,Normal
M_000156,2020-02-19T13:04:03,USR_004_Stock,USR_007_Stock,STK_003,146,2474.85,Normal
M_000156,2020-02-19T13:04:03,USR_007_Cash,USR_004_Cash,CASH,361328.10,1.00,Normal
M_000155,2020-02-19T14:59:09,USR_010_Stock,USR_004_Stock,STK_001,155,5038.95,Normal
M_000155,2020-02-19T14:59:09,USR_004_Cash,USR_010_Cash,CASH,781037.25,1.00,Normal
M_000158,2020-02-21T13:35:10,USR_003_Stock,USR_010_Stock,STK_003,237,2449.41,Normal
M_000158,2020-02-21T13:35:10,USR_010_Cash,USR_003_Cash,CASH,580510.17,1.00,Normal
M_000160,2020-02-22T12:40:55,USR_003_Stock,USR_007_Stock,STK_004,123,1526.40,Normal
M_000160,2020-02-22T12:40:55,USR_007_Cash,USR_003_Cash,CASH,187747.20,1.00,Normal
