Timestamp,Src,Tgt,Transaction_Amount
2020-03,USR_009,USR_003,1354088.18
2020-03,USR_007,USR_004,371022.12
2020-03,USR_006,USR_004,69.69
2020-03,USR_009,USR_004,149417.32
2020-03,USR_003,USR_010,95264.31
2020-03,USR_008,USR_004,205269.0
2020-03,USR_004,USR_003,5139744.75
2020-03,USR_004,USR_001,3408804.06
2020-04,USR_006,USR_004,1267119.21
2020-04,USR_003,USR_004,71877.72
2020-04,USR_004,USR_003,3215421.48
2020-04,USR_005,USR_004,680994.17
2020-04,USR_009,USR_004,683026.39
2020-04,USR_003,USR_005,292.0
2020-04,USR_003,USR_008,1843356.73
2020-04,USR_003,USR_009,1522797.38
2020-04,USR_004,USR_008,315.12
2020-04,USR_004,USR_005,337.08
2020-04,USR_007,USR_003,244.08
2020-04,USR_009,USR_003,279.13
2020-04,USR_003,USR_010,194528.88
2020-04,USR_004,USR_009,16155.81
2020-04,USR_008,USR_004,656431.2
2020-04,USR_010,USR_003,2267972.41
2020-04,USR_005,USR_003,213387.24
2020-04,USR_004,USR_006,706251.64
2020-05,USR_005,USR_003,1830024.4200000002
2020-05,USR_004,USR_003,129972374.72
2020-05,USR_003,USR_004,144854342.72
2020-05,USR_004,USR_002,21314457.06
2020-05,USR_008,USR_004,339.36
2020-05,USR_004,USR_007,452147.7
2020-05,USR_010,USR_003,1241501.83
2020-05,USR_001,USR_003,39364213.68
2020-05,USR_007,USR_004,2331162.19
2020-05,USR_008,USR_003,1857477.43
2020-05,USR_003,USR_005,1222967.45
2020-05,USR_009,USR_004,1839724.69
2020-05,USR_003,USR_010,222.56
2020-05,USR_004,USR_010,979358.62
2020-05,USR_004,USR_008,214567.38
2020-05,USR_004,USR_005,319.41
2020-05,USR_003,USR_008,1256214.3
2020-05,USR_002,USR_003,12417533.72
2020-05,USR_003,USR_009,44.52
2020-05,USR_002,USR_004,135255.4
2020-05,USR_005,USR_004,19.88
2020-05,USR_006,USR_004,291.84
2020-05,USR_007,USR_003,768.69
2020-05,USR_010,USR_004,734951.79
2020-05,USR_003,USR_007,508479.72
2020-06,USR_003,USR_010,2403980.8
2020-06,USR_004,USR_003,8185618.640000001
2020-06,USR_003,USR_004,15515438.76
2020-06,USR_004,USR_010,843.8
2020-06,USR_003,USR_006,260521.2
2020-06,USR_004,USR_005,1030455.08
2020-06,USR_003,USR_007,1592929.6099999999
2020-06,USR_010,USR_004,333.0
2020-06,USR_003,USR_008,185.0
2020-06,USR_004,USR_007,911.05
2020-06,USR_003,USR_005,857044.32
2020-06,USR_006,USR_004,1550572.92
2020-06,USR_007,USR_004,775401.66
2020-06,USR_001,USR_004,27212.03
2020-06,USR_009,USR_004,320349.89
2020-06,USR_004,USR_006,305.0
2020-06,USR_010,USR_003,827428.86
2020-06,USR_005,USR_004,2665495.13
2020-06,USR_004,USR_009,382.6
2020-06,USR_004,USR_001,13753634.27
2020-06,USR_008,USR_004,212309.12
2020-06,USR_007,USR_003,86.4
2020-07,USR_007,USR_003,1216.96
2020-07,USR_004,USR_003,194362629.02
2020-07,USR_003,USR_004,192467861.91
2020-07,USR_003,USR_010,983818.03
2020-07,USR_003,USR_005,166.5
2020-07,USR_003,USR_008,3567543.1399999997
2020-07,USR_004,USR_010,1337308.75
2020-07,USR_006,USR_004,390097.76
2020-07,USR_003,USR_007,1658228.94
2020-07,USR_004,USR_006,1675405.76
2020-07,USR_004,USR_007,629.0
2020-07,USR_004,USR_005,828465.89
2020-07,USR_008,USR_004,3162050.74
2020-07,USR_004,USR_008,40.0
2020-07,USR_004,USR_009,1732954.22
2020-07,USR_005,USR_004,187.46
2020-07,USR_010,USR_004,1119.9
2020-07,USR_008,USR_003,564347.7
2020-07,USR_009,USR_003,1835427.1
2020-07,USR_004,USR_002,17645.0
2020-07,USR_006,USR_003,1843274.6099999999
2020-07,USR_005,USR_003,31.93
2020-07,USR_003,USR_009,1553.12
2020-07,USR_003,USR_002,10494801.68
2020-07,USR_003,USR_006,1707725.48
2020-08,USR_003,USR_004,166537175.2
2020-08,USR_004,USR_003,172020443.31
2020-08,USR_007,USR_004,929.04
2020-08,USR_003,USR_005,2141674.2600000002
2020-08,USR_004,USR_007,396950.28
2020-08,USR_010,USR_004,175.1
2020-08,USR_003,USR_006,276736.89999999997
2020-08,USR_003,USR_009,3019.92
2020-08,USR_009,USR_003,1639809.0
2020-08,USR_005,USR_003,1535535.63
2020-08,USR_005,USR_004,158.24
2020-08,USR_003,USR_007,126.26
2020-08,USR_010,USR_003,3108569.12
2020-08,USR_002,USR_003,20946.25
2020-08,USR_004,USR_009,1407995.46
2020-08,USR_004,USR_010,1016.17
2020-08,USR_004,USR_006,663.0
2020-09,USR_007,USR_004,2195913.98
2020-09,USR_004,USR_005,356725.89
2020-09,USR_003,USR_009,1676195.49
2020-09,USR_003,USR_004,173710996.6
2020-09,USR_004,USR_003,170245471.9
2020-09,USR_004,USR_010,2769271.9800000004
2020-09,USR_006,USR_004,1241134.44
2020-09,USR_004,USR_007,457.6
2020-09,USR_003,USR_006,2126.68
2020-09,USR_003,USR_007,43.0
2020-09,USR_005,USR_003,1788769.05
2020-09,USR_006,USR_003,1948230.6099999999
2020-09,USR_003,USR_002,7985299.52
2020-09,USR_004,USR_009,1398800.31
2020-09,USR_008,USR_003,782773.2
2020-09,USR_009,USR_004,111.15
2020-09,USR_004,USR_008,251.79
2020-09,USR_007,USR_003,2279515.56
2020-09,USR_003,USR_008,447.81
2020-09,USR_004,USR_002,3591.0
2020-09,USR_010,USR_004,173.16
2020-09,USR_009,USR_003,3482650.27
2020-09,USR_001,USR_004,30517.76
2020-10,USR_004,USR_005,1604419.5
2020-10,USR_003,USR_008,1806.72
2020-10,USR_003,USR_004,44856292.050000004
2020-10,USR_004,USR_003,44930978.64
2020-10,USR_008,USR_004,437.0
2020-10,USR_006,USR_003,360625.87
2020-10,USR_003,USR_007,1460096.95
2020-10,USR_003,USR_005,2352612.06
2020-10,USR_006,USR_004,1520.96
2020-10,USR_003,USR_009,823.24
2020-10,USR_002,USR_004,67827650.28
2020-10,USR_004,USR_006,1777069.84
2020-10,USR_004,USR_009,2460.22
2020-10,USR_003,USR_001,23568.03
2020-10,USR_005,USR_004,923489.64
2020-10,USR_003,USR_006,1494673.27
2020-10,USR_007,USR_004,1987.66
2020-10,USR_010,USR_004,695027.06
2020-10,USR_009,USR_003,857.48
2020-10,USR_004,USR_008,6952.71
2020-10,USR_005,USR_003,108.32
2020-10,USR_004,USR_007,860.7
2020-10,USR_004,USR_010,2199.0
2020-10,USR_007,USR_003,228.69
2020-11,USR_010,USR_004,3092.23
2020-11,USR_004,USR_007,140907.25
2020-11,USR_004,USR_003,392433648.14
2020-11,USR_003,USR_004,396009942.81
2020-11,USR_004,USR_008,2021.58
2020-11,USR_008,USR_003,270493.62
2020-11,USR_010,USR_003,440.96
2020-11,USR_003,USR_006,817.02
2020-11,USR_003,USR_002,12272571.950000001
2020-11,USR_004,USR_006,1614862.6
2020-11,USR_004,USR_005,281.0
2020-11,USR_003,USR_007,1338.92
2020-11,USR_005,USR_004,1613307.78
2020-11,USR_006,USR_003,1945418.86
2020-11,USR_003,USR_008,789.05
2020-11,USR_005,USR_003,1312.23
2020-11,USR_009,USR_003,1693538.76
2020-11,USR_006,USR_004,1839491.84
2020-12,USR_003,USR_009,692.07
2020-12,USR_008,USR_004,1685.77
2020-12,USR_003,USR_004,422145369.24
2020-12,USR_004,USR_003,421724301.86
2020-12,USR_004,USR_006,3716755.38
2020-12,USR_003,USR_005,2327.9500000000003
2020-12,USR_001,USR_003,19920.32
2020-12,USR_006,USR_004,77.0
2020-12,USR_005,USR_004,200.0
2020-12,USR_010,USR_003,733.86
2020-12,USR_004,USR_008,1395.34
2020-12,USR_004,USR_007,1310.23
2020-12,USR_004,USR_009,1956975.2300000002
2020-12,USR_003,USR_007,314.72
2020-12,USR_004,USR_010,1061.92
2020-12,USR_004,USR_005,632.7
2020-12,USR_003,USR_010,469.53
2020-12,USR_006,USR_003,538.9200000000001
2020-12,USR_003,USR_008,314.83000000000004
2021-01,USR_003,USR_007,1098.19
2021-01,USR_004,USR_003,387853886.39
2021-01,USR_003,USR_004,388677908.03
2021-01,USR_004,USR_010,116.61
2021-01,USR_001,USR_004,9619.7
2021-01,USR_005,USR_004,6240.26
2021-01,USR_007,USR_004,175.0
2021-01,USR_008,USR_004,566.2
2021-01,USR_009,USR_003,4428.6
2021-01,USR_010,USR_004,435.2
2021-01,USR_004,USR_009,4711.8
2021-01,USR_008,USR_003,1552.32
2021-01,USR_004,USR_005,2003967.9
2021-01,USR_002,USR_003,203420.16
2021-01,USR_006,USR_004,3002957.93
2021-01,USR_007,USR_003,3437.59
2021-01,USR_010,USR_003,1853172.04
2021-01,USR_003,USR_006,202.0
2021-01,USR_003,USR_009,8296.39
2021-01,USR_005,USR_003,2582998.44
2021-01,USR_006,USR_003,1656154.16
2021-01,USR_004,USR_008,788623.65
2021-01,USR_003,USR_005,798.49
2021-01,USR_003,USR_010,2832.71
2021-01,USR_003,USR_001,30820.77
2021-02,USR_004,USR_010,2169.6
2021-02,USR_004,USR_003,435954899.68
2021-02,USR_003,USR_004,441354259.55
2021-02,USR_003,USR_008,493.72
2021-02,USR_003,USR_007,5644.57
2021-02,USR_003,USR_006,8050.72
2021-02,USR_006,USR_004,1718465.16
2021-02,USR_003,USR_009,659.97
2021-02,USR_004,USR_006,4366172.43
2021-02,USR_004,USR_008,1383.4
2021-02,USR_007,USR_004,65.0
2021-02,USR_003,USR_010,587.88
2021-02,USR_004,USR_009,1354682.9
2021-02,USR_005,USR_004,13057.98
2021-02,USR_008,USR_004,438.08
2021-02,USR_004,USR_005,482.4
2021-02,USR_002,USR_004,1131260.24
2021-02,USR_003,USR_005,137.32
2021-02,USR_006,USR_003,11240.08
2021-02,USR_007,USR_003,6102.8
2021-02,USR_008,USR_003,11071.86
2021-02,USR_009,USR_003,27105.96
2021-02,USR_010,USR_004,17364.62
2021-02,USR_004,USR_002,9069.77
2021-02,USR_002,USR_003,6103.0
2021-02,USR_004,USR_007,272.0
2021-03,USR_003,USR_004,264718826.96
2021-03,USR_004,USR_003,264836334.09
2021-03,USR_003,USR_006,466.36
2021-03,USR_004,USR_005,4915.8
2021-03,USR_004,USR_002,11812.0
2021-03,USR_003,USR_007,2162.39
2021-03,USR_004,USR_006,1511404.58
2021-03,USR_009,USR_003,1171.96
2021-03,USR_003,USR_008,715.04
2021-03,USR_004,USR_007,1276478.15
2021-03,USR_006,USR_004,13.86
2021-03,USR_005,USR_003,131.88
2021-03,USR_004,USR_009,1425750.87
2021-03,USR_004,USR_008,805.91
2021-03,USR_010,USR_003,60.01
2021-03,USR_003,USR_005,1254.9
2021-03,USR_004,USR_001,13037824.32
2021-03,USR_004,USR_010,297.0
2021-03,USR_006,USR_003,3349.59
2021-03,USR_003,USR_010,4734.24
2021-04,USR_004,USR_003,15438351.360000001
2021-04,USR_003,USR_004,16606510.540000001
2021-04,USR_004,USR_007,13036.869999999999
2021-04,USR_007,USR_003,1202384.93
2021-04,USR_002,USR_004,11328.0
2021-04,USR_003,USR_007,1362.24
2021-04,USR_008,USR_003,411.96
2021-04,USR_003,USR_002,161544.46
2021-04,USR_003,USR_008,1217.2
2021-04,USR_003,USR_009,111.0
2021-04,USR_006,USR_004,355.91999999999996
2021-04,USR_004,USR_010,1136.74
2021-04,USR_005,USR_003,10630.41
2021-04,USR_008,USR_004,813.75
2021-04,USR_003,USR_006,136.0
2021-04,USR_001,USR_004,66583.85
2021-04,USR_007,USR_004,835.67
2021-04,USR_003,USR_005,12191.44
2021-04,USR_004,USR_005,1141667.08
2021-04,USR_009,USR_004,111.0
2021-05,USR_003,USR_004,18299469.74
2021-05,USR_004,USR_003,16769706.36
2021-05,USR_004,USR_007,1138080.04
2021-05,USR_004,USR_006,6735.509999999999
2021-05,USR_003,USR_007,10746.55
2021-05,USR_004,USR_010,732.69
2021-05,USR_004,USR_008,35.0
2021-05,USR_004,USR_002,3217184.04
2021-05,USR_006,USR_004,3368419.32
2021-05,USR_008,USR_003,1157700.18
2021-05,USR_004,USR_005,1689577.43
2021-05,USR_003,USR_005,9938.16
2021-05,USR_003,USR_009,12582.5
2021-05,USR_007,USR_004,1707695.62
2021-05,USR_010,USR_003,270.6
2021-05,USR_003,USR_008,4510.11
2021-06,USR_003,USR_007,21643.04
2021-06,USR_004,USR_003,8873838.66
2021-06,USR_003,USR_004,8888613.22
2021-06,USR_009,USR_003,31352.800000000003
2021-06,USR_004,USR_006,20854.5
2021-06,USR_003,USR_008,19998.79
2021-06,USR_004,USR_007,5645.78
2021-06,USR_007,USR_003,15411.24
2021-06,USR_006,USR_004,1709887.98
2021-06,USR_005,USR_003,125.31
2021-06,USR_004,USR_008,1593493.27
2021-06,USR_004,USR_009,18086.4
2021-06,USR_004,USR_005,136.0
2021-06,USR_008,USR_004,60.0
2021-06,USR_010,USR_003,13921.78
2021-06,USR_006,USR_003,13078.68
2021-06,USR_003,USR_006,564.16
2021-06,USR_003,USR_010,821.52
2021-07,USR_004,USR_010,1124.6
2021-07,USR_006,USR_003,543706.51
2021-07,USR_003,USR_004,96618389.82
2021-07,USR_004,USR_003,91833466.87
2021-07,USR_003,USR_008,320.76
2021-07,USR_001,USR_003,591518.73
2021-07,USR_004,USR_006,539060.69
2021-07,USR_003,USR_010,832.05
2021-07,USR_005,USR_004,49.0
2021-07,USR_005,USR_003,3132505.53
2021-07,USR_010,USR_004,160.95
2021-07,USR_004,USR_008,574.94
2021-07,USR_003,USR_006,1278848.92
2021-07,USR_003,USR_005,20.93
2021-07,USR_009,USR_003,2614380.5
2021-07,USR_003,USR_001,11843.16
2021-07,USR_004,USR_007,62.0
2021-07,USR_003,USR_007,309.0
2021-07,USR_004,USR_005,145.0
2021-07,USR_008,USR_003,1199.52
2021-07,USR_004,USR_009,390.0
2021-07,USR_008,USR_004,1174790.52
2021-08,USR_003,USR_004,73247325.5
2021-08,USR_004,USR_003,73303648.52
2021-08,USR_004,USR_007,718.15
2021-08,USR_003,USR_005,706.6
2021-08,USR_004,USR_008,1070699.7
2021-08,USR_003,USR_009,2092.7799999999997
2021-08,USR_004,USR_005,1669485.24
2021-08,USR_003,USR_010,474.96000000000004
2021-08,USR_004,USR_009,54.24
2021-08,USR_010,USR_004,5823.01
2021-08,USR_001,USR_003,28546.44
2021-08,USR_005,USR_004,996.48
2021-08,USR_006,USR_004,1801.44
2021-08,USR_007,USR_003,6489.95
2021-08,USR_008,USR_004,4733.04
2021-08,USR_009,USR_003,234.3
2021-08,USR_008,USR_003,1293.81
2021-08,USR_002,USR_003,61958.25
2021-08,USR_004,USR_010,807.92
2021-08,USR_003,USR_007,130.0
2021-08,USR_004,USR_006,184.0
2021-09,USR_004,USR_008,507.22
2021-09,USR_004,USR_005,2037503.29
2021-09,USR_003,USR_004,589074.72
2021-09,USR_004,USR_003,686081.38
2021-09,USR_004,USR_006,703.62
2021-09,USR_005,USR_004,221.0
2021-09,USR_003,USR_010,4678.68
2021-09,USR_003,USR_008,356.0
2021-09,USR_005,USR_003,5730.85
2021-09,USR_004,USR_009,23.0
2021-09,USR_003,USR_007,1118.48
2021-09,USR_006,USR_003,185.65
2021-09,USR_003,USR_005,729.43
2021-09,USR_003,USR_006,2310.83
2021-09,USR_002,USR_004,13871.0
2021-09,USR_001,USR_004,2051.0
2021-09,USR_010,USR_004,795.6600000000001
2021-09,USR_001,USR_003,120027.75
2021-09,USR_006,USR_004,506.66
2021-09,USR_007,USR_003,1157.56
2021-09,USR_008,USR_003,1023.08
2021-09,USR_009,USR_004,226.16
2021-09,USR_003,USR_002,66941.2
2021-09,USR_003,USR_009,134.0
2021-10,USR_004,USR_003,1343959.08
2021-10,USR_003,USR_004,1353530.06
2021-10,USR_005,USR_003,2945.01
2021-10,USR_004,USR_008,553.77
2021-10,USR_003,USR_010,274.0
2021-10,USR_004,USR_007,1334.3600000000001
2021-10,USR_003,USR_007,339.52
2021-10,USR_009,USR_004,129.36
2021-10,USR_003,USR_006,2122.8
2021-10,USR_004,USR_009,795.88
2021-10,USR_005,USR_004,536.64
2021-11,USR_003,USR_010,4855.2
2021-11,USR_003,USR_004,1371124.92
2021-11,USR_004,USR_003,1482461.88
2021-11,USR_004,USR_008,334.6
2021-11,USR_005,USR_004,156.41
2021-11,USR_009,USR_004,153.0
2021-11,USR_004,USR_007,885.63
2021-11,USR_003,USR_009,1392.32
2021-11,USR_010,USR_004,519.12
2021-11,USR_003,USR_007,1574.4
2021-11,USR_007,USR_003,6089.37
2021-11,USR_010,USR_003,419.4
2021-11,USR_006,USR_004,698.0
2021-11,USR_004,USR_006,474.36
2021-11,USR_004,USR_009,356.72
2021-11,USR_008,USR_004,117.0
2021-11,USR_003,USR_008,897.6
2021-12,USR_002,USR_004,45661375.06
2021-12,USR_003,USR_007,3062.4
2021-12,USR_004,USR_003,908366.91
2021-12,USR_003,USR_004,846118.06
2021-12,USR_004,USR_007,692.04
2021-12,USR_003,USR_008,302.0
2021-12,USR_009,USR_004,153.12
2021-12,USR_005,USR_004,39.0
2021-12,USR_004,USR_006,75.44
2021-12,USR_007,USR_003,259.57
2021-12,USR_003,USR_006,19163.300000000003
2021-12,USR_003,USR_009,3045.32
2021-12,USR_001,USR_003,22489.41
2021-12,USR_006,USR_003,151.2
2021-12,USR_004,USR_008,1145.8500000000001
2021-12,USR_003,USR_010,1625.2
2021-12,USR_004,USR_009,84.0
