Timestamp,Seller_ID,Buyer_ID,Transaction_Amount
2020-W36,USR_005,USR_004,112256.35
2020-W36,USR_006,USR_003,692122.07
2020-W36,USR_004,USR_003,48642806.25
2020-W36,USR_003,USR_004,52072630.08
2020-W36,USR_003,USR_005,113290.87
2020-W36,USR_003,USR_008,97936.58
2020-W37,USR_010,USR_004,313811.68
2020-W37,USR_003,USR_004,43812404.46
2020-W37,USR_004,USR_003,63663610.38
2020-W37,USR_007,USR_004,659461.66
2020-W37,USR_002,USR_004,24585458.82
2020-W37,USR_004,USR_009,115103.68
2020-W38,USR_004,USR_007,288325.8
2020-W38,USR_004,USR_006,709879.74
2020-W38,USR_003,USR_004,66066488.08
2020-W38,USR_004,USR_003,68837297.46
2020-W38,USR_003,USR_008,301389.92
2020-W38,USR_004,USR_010,97263.5
2020-W38,USR_004,USR_008,275667.84
2020-W38,USR_007,USR_003,156484.29
2020-W38,USR_009,USR_003,255971.8
2020-W39,USR_003,USR_004,77273500.91
2020-W39,USR_004,USR_003,65868159.43
2020-W39,USR_010,USR_003,1032875.6
2020-W39,USR_004,USR_009,353446.66
2020-W39,USR_004,USR_006,628514.11
2020-W39,USR_007,USR_004,99824.85
2020-W39,USR_004,USR_010,95630.5
2020-W40,USR_004,USR_003,66552764.37
2020-W40,USR_003,USR_004,72305416.81
2020-W40,USR_005,USR_003,193277.96
2020-W40,USR_007,USR_003,140262.0
2020-W40,USR_003,USR_006,45146.7
2020-W40,USR_010,USR_004,1090410.09
2020-W40,USR_005,USR_004,263465.03
2020-W40,USR_004,USR_009,184236.95
2020-W41,USR_003,USR_004,68137137.09
2020-W41,USR_004,USR_003,72274210.36
2020-W41,USR_010,USR_003,28476.0
2020-W41,USR_003,USR_005,171376.68
2020-W41,USR_008,USR_003,809714.07
2020-W42,USR_004,USR_003,73687341.32
2020-W42,USR_003,USR_004,75139166.28
2020-W42,USR_004,USR_008,125424.46
2020-W42,USR_003,USR_005,225590.68
2020-W42,USR_005,USR_003,280323.54
2020-W43,USR_006,USR_003,983940.3
2020-W43,USR_002,USR_003,36806914.26
2020-W43,USR_003,USR_010,1163175.26
2020-W43,USR_003,USR_004,79279488.81
2020-W43,USR_004,USR_003,76605186.98
2020-W43,USR_003,USR_001,38525123.92
2020-W43,USR_010,USR_003,305967.19
2020-W43,USR_004,USR_010,229824.68
2020-W43,USR_003,USR_006,652294.26
2020-W43,USR_010,USR_004,822561.14
2020-W43,USR_008,USR_004,328312.81
2020-W43,USR_003,USR_008,180824.8
2020-W44,USR_004,USR_003,76809198.09
2020-W44,USR_003,USR_004,71448723.57
2020-W44,USR_001,USR_004,6748675.5
2020-W44,USR_009,USR_004,579166.56
2020-W44,USR_003,USR_009,1078901.04
2020-W44,USR_008,USR_003,65500.96
2020-W45,USR_003,USR_004,57360415.55
2020-W45,USR_004,USR_003,73832875.72
2020-W45,USR_004,USR_006,174891.15
2020-W45,USR_010,USR_004,345150.0
2020-W45,USR_003,USR_007,806317.75
2020-W45,USR_003,USR_001,27928547.5
2020-W45,USR_003,USR_008,197981.07
2020-W45,USR_007,USR_004,20028.15
2020-W46,USR_004,USR_010,168147.61
2020-W46,USR_004,USR_003,75968330.28
2020-W46,USR_003,USR_004,78173555.64
2020-W46,USR_009,USR_003,411407.36
2020-W46,USR_004,USR_006,29376.45
2020-W46,USR_004,USR_007,549306.12
2020-W46,USR_005,USR_003,115178.27
2020-W46,USR_006,USR_004,180017.32
2020-W46,USR_007,USR_003,924834.64
2020-W46,USR_001,USR_003,26638580.25
2020-W46,USR_004,USR_005,405896.4
2020-W47,USR_004,USR_003,69373330.81
2020-W47,USR_003,USR_004,71351869.79
2020-W47,USR_009,USR_003,286122.76
2020-W47,USR_003,USR_007,470117.14
2020-W48,USR_010,USR_004,652469.79
2020-W48,USR_008,USR_004,148418.88
2020-W48,USR_003,USR_004,64022238.43
2020-W48,USR_004,USR_003,66450926.54
2020-W48,USR_003,USR_009,148372.8
2020-W48,USR_004,USR_008,116031.69
2020-W48,USR_003,USR_005,21940.96
2020-W48,USR_006,USR_003,571341.16
2020-W48,USR_004,USR_005,27127.82
2020-W49,USR_006,USR_004,469997.64
2020-W49,USR_003,USR_004,64830037.82
2020-W49,USR_004,USR_003,76734227.41
2020-W49,USR_010,USR_003,996049.9
2020-W50,USR_003,USR_002,9391408.8
2020-W50,USR_009,USR_004,179307.66
2020-W50,USR_004,USR_003,68013685.06
2020-W50,USR_003,USR_004,66954234.89
2020-W50,USR_008,USR_003,398233.43
2020-W50,USR_006,USR_003,66630.96
2020-W50,USR_003,USR_009,545004.55
2020-W51,USR_003,USR_004,61706817.47
2020-W51,USR_004,USR_003,56750297.14
2020-W51,USR_004,USR_006,239624.32
2020-W51,USR_002,USR_003,26400702.7
2020-W51,USR_006,USR_003,278753.76
2020-W51,USR_007,USR_003,268051.32
2020-W51,USR_009,USR_004,337700.88
2020-W52,USR_004,USR_003,46075826.71
2020-W52,USR_003,USR_004,50473018.56
2020-W52,USR_003,USR_007,257968.56
2020-W52,USR_004,USR_007,479307.09
2020-W52,USR_003,USR_008,82569.91
2020-W52,USR_004,USR_008,146650.92
