Timestamp,Src,Tgt,Volume
2020-W01,USR_010,STK_004,359754.14
2020-W01,USR_010,STK_005,1197577.5899999999
2020-W02,STK_001,USR_001,785043.7000000001
2020-W02,STK_001,USR_002,198745.04
2020-W02,STK_001,USR_003,1596197.9600000002
2020-W02,STK_001,USR_004,1396397.0
2020-W02,STK_001,USR_005,1950757.0499999998
2020-W02,STK_001,USR_006,3926703.5300000003
2020-W02,STK_001,USR_007,975308.6699999999
2020-W02,STK_001,USR_008,2761273.06
2020-W02,STK_001,USR_009,4130579.62
2020-W02,STK_001,USR_010,1291746.83
2020-W02,STK_002,USR_001,147569.84
2020-W02,STK_002,USR_002,265662.85
2020-W02,STK_002,USR_003,51139.42999999999
2020-W02,STK_002,USR_004,149185.51
2020-W02,STK_002,USR_005,133235.32
2020-W02,STK_002,USR_006,142697.7
2020-W02,STK_002,USR_007,134147.68
2020-W02,STK_002,USR_008,31649.44
2020-W02,STK_002,USR_009,130936.77
2020-W02,STK_002,USR_010,77569.45
2020-W02,STK_003,USR_001,761581.52
2020-W02,STK_003,USR_002,3976423.55
2020-W02,STK_003,USR_003,74158.73999999999
2020-W02,STK_003,USR_004,360382.58999999997
2020-W02,STK_003,USR_005,1515080.62
2020-W02,STK_003,USR_006,904149.3300000001
2020-W02,STK_003,USR_007,957009.47
2020-W02,STK_003,USR_008,522375.3
2020-W02,STK_003,USR_009,974130.64
2020-W02,STK_003,USR_010,631469.49
2020-W02,STK_004,USR_001,500554.28
2020-W02,STK_004,USR_002,901295.84
2020-W02,STK_004,USR_003,602155.44
2020-W02,STK_004,USR_005,1111087.78
2020-W02,STK_004,USR_006,280349.94
2020-W02,STK_004,USR_007,894628.45
2020-W02,STK_004,USR_008,489549.98
2020-W02,STK_004,USR_009,715272.02
2020-W02,STK_004,USR_010,584076.6599999999
2020-W02,STK_005,USR_001,525949.48
2020-W02,STK_005,USR_002,4696171.44
2020-W02,STK_005,USR_003,5379723.54
2020-W02,STK_005,USR_004,1162972.6
2020-W02,STK_005,USR_005,928441.0800000001
2020-W02,STK_005,USR_006,6092691.81
2020-W02,STK_005,USR_007,1322915.33
2020-W02,STK_005,USR_008,2027484.78
2020-W02,STK_005,USR_009,2818095.71
2020-W02,STK_005,USR_010,2966489.38
2020-W02,USR_001,STK_001,3358141.84
2020-W02,USR_001,STK_002,155154.8
2020-W02,USR_001,STK_003,934226.8300000001
2020-W02,USR_001,STK_004,363460.62
2020-W02,USR_001,STK_005,5705071.9
2020-W02,USR_002,STK_001,522424.2
2020-W02,USR_002,STK_002,71540.1
2020-W02,USR_002,STK_003,909396.8500000001
2020-W02,USR_002,STK_004,760631.5599999999
2020-W02,USR_003,STK_001,3578878.02
2020-W02,USR_003,STK_002,342109.27
2020-W02,USR_003,STK_003,1572509.32
2020-W02,USR_003,STK_004,299690.0
2020-W02,USR_003,STK_005,1730965.63
2020-W02,USR_004,STK_001,4989776.99
2020-W02,USR_004,STK_002,197780.84
2020-W02,USR_004,STK_003,122979.7
2020-W02,USR_004,STK_004,389367.64
2020-W02,USR_004,STK_005,1115958.3900000001
2020-W02,USR_005,STK_001,559703.83
2020-W02,USR_005,STK_002,97520.5
2020-W02,USR_005,STK_003,801523.5
2020-W02,USR_005,STK_004,723354.9199999999
2020-W02,USR_005,STK_005,3806546.8
2020-W02,USR_006,STK_001,3329009.8000000003
2020-W02,USR_006,STK_002,38606.25
2020-W02,USR_006,STK_003,894548.45
2020-W02,USR_006,STK_004,1484830.5799999998
2020-W02,USR_006,STK_005,3795795.19
2020-W02,USR_007,STK_001,785043.7000000001
2020-W02,USR_007,STK_002,67446.34
2020-W02,USR_007,STK_003,1957777.83
2020-W02,USR_007,STK_004,558607.53
2020-W02,USR_007,STK_005,1447875.12
2020-W02,USR_008,STK_001,1095783.05
2020-W02,USR_008,STK_002,28916.64
2020-W02,USR_008,STK_003,1881535.54
2020-W02,USR_008,STK_004,400896.93000000005
2020-W02,USR_008,STK_005,1513299.2400000002
2020-W02,USR_009,STK_001,793991.0299999999
2020-W02,USR_009,STK_002,133065.37
2020-W02,USR_009,STK_003,618637.28
2020-W02,USR_009,STK_004,267366.9
2020-W02,USR_009,STK_005,5750519.7
2020-W02,USR_010,STK_002,131653.88
2020-W02,USR_010,STK_003,983625.95
2020-W02,USR_010,STK_004,830763.7100000001
2020-W02,USR_010,STK_005,3054903.1799999997
2020-W03,STK_001,USR_001,2466365.45
2020-W03,STK_001,USR_002,132400.48
2020-W03,STK_001,USR_003,1495018.87
2020-W03,STK_001,USR_004,3723189.37
2020-W03,STK_001,USR_005,2200505.31
2020-W03,STK_001,USR_006,1257321.56
2020-W03,STK_001,USR_007,2265312.37
2020-W03,STK_001,USR_008,983348.41
2020-W03,STK_001,USR_009,3699479.01
2020-W03,STK_001,USR_010,2628937.1199999996
2020-W03,STK_002,USR_001,47780.68
2020-W03,STK_002,USR_002,71842.41
2020-W03,STK_002,USR_003,107282.97
2020-W03,STK_002,USR_004,299593.61
2020-W03,STK_002,USR_005,152992.56
2020-W03,STK_002,USR_006,132648.28
2020-W03,STK_002,USR_007,450544.48
2020-W03,STK_002,USR_008,59002.060000000005
2020-W03,STK_002,USR_009,225706.57
2020-W03,STK_002,USR_010,328468.55
2020-W03,STK_003,USR_001,1188866.95
2020-W03,STK_003,USR_002,455299.07
2020-W03,STK_003,USR_003,749128.1500000001
2020-W03,STK_003,USR_004,692175.0
2020-W03,STK_003,USR_005,2109297.9699999997
2020-W03,STK_003,USR_006,821042.61
2020-W03,STK_003,USR_007,928832.48
2020-W03,STK_003,USR_008,1599009.31
2020-W03,STK_003,USR_009,2740296.55
2020-W03,STK_003,USR_010,2804049.94
2020-W03,STK_004,USR_001,1673228.92
2020-W03,STK_004,USR_002,264970.5
2020-W03,STK_004,USR_003,742665.79
2020-W03,STK_004,USR_004,857194.14
2020-W03,STK_004,USR_005,820095.1200000001
2020-W03,STK_004,USR_006,1815294.4
2020-W03,STK_004,USR_007,1371539.3599999999
2020-W03,STK_004,USR_008,215595.06
2020-W03,STK_004,USR_009,863099.5399999999
2020-W03,STK_004,USR_010,1069611.84
2020-W03,STK_005,USR_001,3109585.73
2020-W03,STK_005,USR_002,1739352.23
2020-W03,STK_005,USR_003,4292456.75
2020-W03,STK_005,USR_004,8252341.52
2020-W03,STK_005,USR_005,1681125.86
2020-W03,STK_005,USR_006,2870628.9499999997
2020-W03,STK_005,USR_007,5478723.9
2020-W03,STK_005,USR_008,1524743.4
2020-W03,STK_005,USR_009,162651.8
2020-W03,STK_005,USR_010,4588579.78
2020-W03,USR_001,STK_001,1042007.67
2020-W03,USR_001,STK_002,127670.71999999999
2020-W03,USR_001,STK_003,1022530.46
2020-W03,USR_001,STK_004,1051432.79
2020-W03,USR_001,STK_005,2669481.44
2020-W03,USR_002,STK_001,654005.37
2020-W03,USR_002,STK_002,262232.81
2020-W03,USR_002,STK_003,1941059.61
2020-W03,USR_002,STK_004,147291.65
2020-W03,USR_002,STK_005,942394.82
2020-W03,USR_003,STK_002,320347.12
2020-W03,USR_003,STK_003,2971760.16
2020-W03,USR_003,STK_004,566716.92
2020-W03,USR_003,STK_005,3183483.0300000003
2020-W03,USR_004,STK_001,2864857.9899999998
2020-W03,USR_004,STK_002,169322.54
2020-W03,USR_004,STK_003,1057839.88
2020-W03,USR_004,STK_004,231660.04
2020-W03,USR_004,STK_005,2140909.96
2020-W03,USR_005,STK_001,2754544.5100000002
2020-W03,USR_005,STK_002,189932.94
2020-W03,USR_005,STK_003,2232646.12
2020-W03,USR_005,STK_004,1211019.5
2020-W03,USR_005,STK_005,3843706.9
2020-W03,USR_006,STK_001,1827910.01
2020-W03,USR_006,STK_002,226991.32
2020-W03,USR_006,STK_003,103199.2
2020-W03,USR_006,STK_004,1744311.58
2020-W03,USR_006,STK_005,1745090.96
2020-W03,USR_007,STK_001,3046547.78
2020-W03,USR_007,STK_002,171608.27
2020-W03,USR_007,STK_003,1425441.3900000001
2020-W03,USR_007,STK_004,2002454.3599999999
2020-W03,USR_007,STK_005,7017235.819999999
2020-W03,USR_008,STK_001,2686222.8499999996
2020-W03,USR_008,STK_002,31761.27
2020-W03,USR_008,STK_003,441126.54
2020-W03,USR_008,STK_004,305806.7
2020-W03,USR_008,STK_005,2048296.12
2020-W03,USR_009,STK_001,2916524.8499999996
2020-W03,USR_009,STK_002,326319.43
2020-W03,USR_009,STK_003,876365.38
2020-W03,USR_009,STK_004,1478494.42
2020-W03,USR_009,STK_005,3514268.81
2020-W03,USR_010,STK_001,3059256.92
2020-W03,USR_010,STK_002,49675.75
2020-W03,USR_010,STK_003,2016029.29
2020-W03,USR_010,STK_004,954106.71
2020-W03,USR_010,STK_005,6595322.06
2020-W04,STK_001,USR_001,3834311.9299999997
2020-W04,STK_001,USR_002,3532426.45
2020-W04,STK_001,USR_004,2226500.76
2020-W04,STK_001,USR_005,1145858.1199999999
2020-W04,STK_001,USR_006,1913468.83
2020-W04,STK_001,USR_007,2625552.09
2020-W04,STK_001,USR_008,1086788.8900000001
2020-W04,STK_001,USR_009,3099367.35
2020-W04,STK_001,USR_010,1158477.95
2020-W04,STK_002,USR_001,487218.86
2020-W04,STK_002,USR_002,110232.43
2020-W04,STK_002,USR_003,234360.91999999998
2020-W04,STK_002,USR_004,77001.16
2020-W04,STK_002,USR_005,293159.75
2020-W04,STK_002,USR_006,279516.55
2020-W04,STK_002,USR_007,483016.86
2020-W04,STK_002,USR_008,288266.11
2020-W04,STK_002,USR_009,46230.32
2020-W04,STK_002,USR_010,170699.48
2020-W04,STK_003,USR_001,1957751.19
2020-W04,STK_003,USR_002,1151125.26
2020-W04,STK_003,USR_003,1234567.6400000001
2020-W04,STK_003,USR_004,2135070.68
2020-W04,STK_003,USR_005,1963497.63
2020-W04,STK_003,USR_006,104292.63
2020-W04,STK_003,USR_007,137842.67
2020-W04,STK_003,USR_008,783064.84
2020-W04,STK_003,USR_009,2988167.8000000003
2020-W04,STK_003,USR_010,1090784.8699999999
2020-W04,STK_004,USR_001,285956.8
2020-W04,STK_004,USR_002,932829.0
2020-W04,STK_004,USR_003,613294.77
2020-W04,STK_004,USR_004,59060.64
2020-W04,STK_004,USR_005,967806.75
2020-W04,STK_004,USR_006,830051.2699999999
2020-W04,STK_004,USR_007,239201.96
2020-W04,STK_004,USR_008,742714.64
2020-W04,STK_004,USR_009,713386.41
2020-W04,STK_004,USR_010,692536.54
2020-W04,STK_005,USR_001,2149009.14
2020-W04,STK_005,USR_002,1025031.9800000001
2020-W04,STK_005,USR_003,1548025.33
2020-W04,STK_005,USR_004,3506747.42
2020-W04,STK_005,USR_005,3113993.45
2020-W04,STK_005,USR_006,3214065.64
2020-W04,STK_005,USR_007,3024349.19
2020-W04,STK_005,USR_008,1519064.4300000002
2020-W04,STK_005,USR_009,2234330.98
2020-W04,STK_005,USR_010,1832795.2400000002
2020-W04,USR_001,STK_001,5846111.9
2020-W04,USR_001,STK_002,311129.57
2020-W04,USR_001,STK_003,1768666.3900000001
2020-W04,USR_001,STK_004,135979.45
2020-W04,USR_001,STK_005,2540822.21
2020-W04,USR_002,STK_001,1620436.87
2020-W04,USR_002,STK_002,119076.88
2020-W04,USR_002,STK_003,2664418.19
2020-W04,USR_002,STK_004,862229.0700000001
2020-W04,USR_002,STK_005,3644426.24
2020-W04,USR_003,STK_001,349459.95
2020-W04,USR_003,STK_002,372756.71
2020-W04,USR_003,STK_003,699969.65
2020-W04,USR_003,STK_004,966637.9099999999
2020-W04,USR_003,STK_005,1151123.28
2020-W04,USR_004,STK_001,4128208.48
2020-W04,USR_004,STK_002,308636.67
2020-W04,USR_004,STK_003,810331.34
2020-W04,USR_004,STK_004,776683.89
2020-W04,USR_004,STK_005,3406256.29
2020-W04,USR_005,STK_001,1710007.9
2020-W04,USR_005,STK_002,244402.91999999998
2020-W04,USR_005,STK_003,1027029.14
2020-W04,USR_005,STK_004,961694.75
2020-W04,USR_005,STK_005,1676853.48
2020-W04,USR_006,STK_001,1887208.9800000002
2020-W04,USR_006,STK_002,136132.26
2020-W04,USR_006,STK_003,821227.21
2020-W04,USR_006,STK_004,686557.88
2020-W04,USR_006,STK_005,2774633.18
2020-W04,USR_007,STK_001,1156927.43
2020-W04,USR_007,STK_002,184554.94
2020-W04,USR_007,STK_003,1988987.96
2020-W04,USR_007,STK_004,265177.02
2020-W04,USR_007,STK_005,1987923.4
2020-W04,USR_008,STK_001,319854.72000000003
2020-W04,USR_008,STK_002,123816.37999999999
2020-W04,USR_008,STK_003,1069090.0
2020-W04,USR_008,STK_004,191804.87999999998
2020-W04,USR_008,STK_005,1583711.74
2020-W04,USR_009,STK_001,2366097.74
2020-W04,USR_009,STK_002,471071.05
2020-W04,USR_009,STK_003,727964.79
2020-W04,USR_009,STK_004,385868.61
2020-W04,USR_009,STK_005,2103457.3200000003
2020-W04,USR_010,STK_001,1238438.4000000001
2020-W04,USR_010,STK_002,198125.06
2020-W04,USR_010,STK_003,1968480.54
2020-W04,USR_010,STK_004,844205.3200000001
2020-W04,USR_010,STK_005,2298205.66
2020-W05,STK_001,USR_001,5761502.75
2020-W05,STK_001,USR_002,2561538.0999999996
2020-W05,STK_001,USR_003,827762.5
2020-W05,STK_001,USR_004,3206592.63
2020-W05,STK_001,USR_005,1743205.4699999997
2020-W05,STK_001,USR_006,1201526.3
2020-W05,STK_001,USR_007,2578072.02
2020-W05,STK_001,USR_008,1680738.7200000002
2020-W05,STK_001,USR_009,418786.56
2020-W05,STK_001,USR_010,1323254.21
2020-W05,STK_002,USR_001,103185.47
2020-W05,STK_002,USR_002,405282.63
2020-W05,STK_002,USR_003,1374.6799999999998
2020-W05,STK_002,USR_004,258970.34999999998
2020-W05,STK_002,USR_005,135571.93
2020-W05,STK_002,USR_006,92391.85
2020-W05,STK_002,USR_007,244258.55
2020-W05,STK_002,USR_008,29282.4
2020-W05,STK_002,USR_009,160582.32
2020-W05,STK_002,USR_010,209264.54
2020-W05,STK_003,USR_001,679268.75
2020-W05,STK_003,USR_002,715339.35
2020-W05,STK_003,USR_003,512261.74
2020-W05,STK_003,USR_004,310354.56
2020-W05,STK_003,USR_005,2266118.75
2020-W05,STK_003,USR_006,564087.68
2020-W05,STK_003,USR_007,1312978.3900000001
2020-W05,STK_003,USR_008,1606947.5699999998
2020-W05,STK_003,USR_009,485645.97
2020-W05,STK_003,USR_010,1919894.12
2020-W05,STK_004,USR_001,403179.52
2020-W05,STK_004,USR_002,1230851.47
2020-W05,STK_004,USR_003,971896.98
2020-W05,STK_004,USR_004,1496490.31
2020-W05,STK_004,USR_005,312457.32
2020-W05,STK_004,USR_006,14594.880000000001
2020-W05,STK_004,USR_007,968334.19
2020-W05,STK_004,USR_008,739039.8300000001
2020-W05,STK_004,USR_009,210288.54
2020-W05,STK_004,USR_010,1048378.89
2020-W05,STK_005,USR_001,5807997.21
2020-W05,STK_005,USR_002,5775399.36
2020-W05,STK_005,USR_003,369095.13
2020-W05,STK_005,USR_004,2384004.33
2020-W05,STK_005,USR_005,2735996.88
2020-W05,STK_005,USR_006,2056987.61
2020-W05,STK_005,USR_007,3690362.96
2020-W05,STK_005,USR_008,3419810.94
2020-W05,STK_005,USR_009,3227870.51
2020-W05,STK_005,USR_010,5029585.73
2020-W05,USR_001,STK_001,2749144.36
2020-W05,USR_001,STK_002,244649.8
2020-W05,USR_001,STK_003,1015951.3499999999
2020-W05,USR_001,STK_004,974070.2800000001
2020-W05,USR_001,STK_005,6524512.0200000005
2020-W05,USR_002,STK_001,3529112.7100000004
2020-W05,USR_002,STK_002,178595.32
2020-W05,USR_002,STK_003,1109478.38
2020-W05,USR_002,STK_004,1555436.09
2020-W05,USR_002,STK_005,4406527.9
2020-W05,USR_003,STK_001,325567.86000000004
2020-W05,USR_003,STK_002,136780.58000000002
2020-W05,USR_003,STK_003,270205.79000000004
2020-W05,USR_003,STK_004,570797.04
2020-W05,USR_003,STK_005,1380122.87
2020-W05,USR_004,STK_001,2272324.3200000003
2020-W05,USR_004,STK_002,235805.11000000002
2020-W05,USR_004,STK_003,1648778.32
2020-W05,USR_004,STK_004,276175.19999999995
2020-W05,USR_004,STK_005,858475.75
2020-W05,USR_005,STK_001,1733521.03
2020-W05,USR_005,STK_002,179919.99000000002
2020-W05,USR_005,STK_003,1189037.79
2020-W05,USR_005,STK_004,650064.76
2020-W05,USR_005,STK_005,6721412.87
2020-W05,USR_006,STK_002,248408.63999999998
2020-W05,USR_006,STK_003,564801.64
2020-W05,USR_006,STK_004,342100.96
2020-W05,USR_006,STK_005,765025.0
2020-W05,USR_007,STK_001,4917996.779999999
2020-W05,USR_007,STK_002,121934.36
2020-W05,USR_007,STK_003,578121.27
2020-W05,USR_007,STK_004,281088.45
2020-W05,USR_007,STK_005,2083700.29
2020-W05,USR_008,STK_001,2423696.15
2020-W05,USR_008,STK_002,222639.38
2020-W05,USR_008,STK_003,1388239.62
2020-W05,USR_008,STK_004,1325382.68
2020-W05,USR_008,STK_005,2115916.92
2020-W05,USR_009,STK_001,2416532.92
2020-W05,USR_009,STK_002,68903.37
2020-W05,USR_009,STK_003,1417521.76
2020-W05,USR_009,STK_004,352935.44999999995
2020-W05,USR_009,STK_005,5784139.48
2020-W05,USR_010,STK_001,935083.13
2020-W05,USR_010,STK_002,2528.17
2020-W05,USR_010,STK_003,1190760.96
2020-W05,USR_010,STK_004,1067461.02
2020-W05,USR_010,STK_005,3857277.56
2020-W06,STK_001,USR_001,1870640.48
2020-W06,STK_001,USR_002,3887846.87
2020-W06,STK_001,USR_003,246931.96000000002
2020-W06,STK_001,USR_004,4433481.569999999
2020-W06,STK_001,USR_005,4017384.39
2020-W06,STK_001,USR_006,4043858.94
2020-W06,STK_001,USR_007,5578362.88
2020-W06,STK_001,USR_008,1291959.6
2020-W06,STK_001,USR_009,6143882.7299999995
2020-W06,STK_001,USR_010,3324225.0500000003
2020-W06,STK_002,USR_001,322207.65
2020-W06,STK_002,USR_002,189495.32
2020-W06,STK_002,USR_003,57091.899999999994
2020-W06,STK_002,USR_004,238143.26
2020-W06,STK_002,USR_005,160131.31
2020-W06,STK_002,USR_006,52642.5
2020-W06,STK_002,USR_007,162831.16
2020-W06,STK_002,USR_008,258955.55000000002
2020-W06,STK_002,USR_009,132042.22
2020-W06,STK_002,USR_010,274539.55
2020-W06,STK_003,USR_001,759875.55
2020-W06,STK_003,USR_002,1186886.19
2020-W06,STK_003,USR_003,1376297.32
2020-W06,STK_003,USR_004,777600.34
2020-W06,STK_003,USR_005,1457044.56
2020-W06,STK_003,USR_006,1613745.6
2020-W06,STK_003,USR_007,1730472.24
2020-W06,STK_003,USR_008,2129259.34
2020-W06,STK_003,USR_009,2112282.9499999997
2020-W06,STK_003,USR_010,2289869.3
2020-W06,STK_004,USR_001,1208750.78
2020-W06,STK_004,USR_002,133421.05
2020-W06,STK_004,USR_003,1565056.36
2020-W06,STK_004,USR_004,799121.49
2020-W06,STK_004,USR_005,1137315.79
2020-W06,STK_004,USR_006,846651.76
2020-W06,STK_004,USR_007,566828.54
2020-W06,STK_004,USR_008,234172.02
2020-W06,STK_004,USR_009,333316.16
2020-W06,STK_004,USR_010,1337756.41
2020-W06,STK_005,USR_001,42313217.44
2020-W06,STK_005,USR_002,158457.0
2020-W06,STK_005,USR_003,5032099.32
2020-W06,STK_005,USR_004,1377775.3
2020-W06,STK_005,USR_005,2388860.41
2020-W06,STK_005,USR_006,33302785.21
2020-W06,STK_005,USR_007,2254929.56
2020-W06,STK_005,USR_008,1085720.8199999998
2020-W06,STK_005,USR_009,4476943.09
2020-W06,STK_005,USR_010,5293351.07
2020-W06,USR_001,STK_001,7234534.140000001
2020-W06,USR_001,STK_002,214621.75
2020-W06,USR_001,STK_003,970930.9
2020-W06,USR_001,STK_004,1855281.67
2020-W06,USR_001,STK_005,32538965.18
2020-W06,USR_002,STK_001,3005261.15
2020-W06,USR_002,STK_002,366436.9
2020-W06,USR_002,STK_003,1357369.88
2020-W06,USR_002,STK_004,157312.36000000002
2020-W06,USR_002,STK_005,3161231.85
2020-W06,USR_003,STK_001,3115752.12
2020-W06,USR_003,STK_002,56690.07
2020-W06,USR_003,STK_003,2557977.96
2020-W06,USR_003,STK_004,1951516.0899999999
2020-W06,USR_003,STK_005,3195734.15
2020-W06,USR_004,STK_001,5895759.74
2020-W06,USR_004,STK_002,104147.74
2020-W06,USR_004,STK_003,45284.48
2020-W06,USR_004,STK_004,211739.55
2020-W06,USR_004,STK_005,2795484.91
2020-W06,USR_005,STK_001,2936103.19
2020-W06,USR_005,STK_002,158094.29
2020-W06,USR_005,STK_003,1527117.26
2020-W06,USR_005,STK_004,1145583.2400000002
2020-W06,USR_005,STK_005,3807027.64
2020-W06,USR_006,STK_001,5234333.220000001
2020-W06,USR_006,STK_002,51630.81
2020-W06,USR_006,STK_003,762244.75
2020-W06,USR_006,STK_004,157877.49000000002
2020-W06,USR_006,STK_005,39896534.41
2020-W06,USR_007,STK_001,3153882.3899999997
2020-W06,USR_007,STK_002,392244.33999999997
2020-W06,USR_007,STK_003,1497757.33
2020-W06,USR_007,STK_004,1314794.62
2020-W06,USR_007,STK_005,3698176.1399999997
2020-W06,USR_008,STK_002,77399.95999999999
2020-W06,USR_008,STK_003,2477401.41
2020-W06,USR_008,STK_004,16593.2
2020-W06,USR_008,STK_005,3103556.79
2020-W06,USR_009,STK_001,3365689.62
2020-W06,USR_009,STK_002,223943.31
2020-W06,USR_009,STK_003,1135396.42
2020-W06,USR_009,STK_004,540308.23
2020-W06,USR_009,STK_005,2395900.23
2020-W06,USR_010,STK_001,897258.9
2020-W06,USR_010,STK_002,202871.25
2020-W06,USR_010,STK_003,3101853.0
2020-W06,USR_010,STK_004,811383.9099999999
2020-W06,USR_010,STK_005,3091527.92
2020-W07,STK_001,USR_003,2005663.3400000003
2020-W07,STK_001,USR_004,633064.0
2020-W07,STK_001,USR_005,3343700.38
2020-W07,STK_001,USR_006,4574690.83
2020-W07,STK_001,USR_007,1928481.08
2020-W07,STK_001,USR_008,1893716.0499999998
2020-W07,STK_001,USR_009,1685331.6400000001
2020-W07,STK_001,USR_010,2272870.3600000003
2020-W07,STK_002,USR_001,67798.45
2020-W07,STK_002,USR_002,307660.66000000003
2020-W07,STK_002,USR_003,87051.59999999999
2020-W07,STK_002,USR_004,42467.32
2020-W07,STK_002,USR_005,322473.45
2020-W07,STK_002,USR_006,47448.280000000006
2020-W07,STK_002,USR_007,144217.97
2020-W07,STK_002,USR_008,55598.76
2020-W07,STK_002,USR_009,88126.62
2020-W07,STK_002,USR_010,6579.599999999999
2020-W07,STK_003,USR_001,2500617.9699999997
2020-W07,STK_003,USR_002,1584184.07
2020-W07,STK_003,USR_003,1898576.18
2020-W07,STK_003,USR_004,960704.3899999999
2020-W07,STK_003,USR_006,1538151.04
2020-W07,STK_003,USR_007,1373462.77
2020-W07,STK_003,USR_008,1011785.3200000001
2020-W07,STK_003,USR_009,704919.9500000001
2020-W07,STK_003,USR_010,1444786.58
2020-W07,STK_004,USR_001,599523.39
2020-W07,STK_004,USR_002,330917.19999999995
2020-W07,STK_004,USR_003,1115452.8699999999
2020-W07,STK_004,USR_004,863931.3699999999
2020-W07,STK_004,USR_005,1627953.82
2020-W07,STK_004,USR_006,525985.39
2020-W07,STK_004,USR_007,1242703.03
2020-W07,STK_004,USR_008,323681.44
2020-W07,STK_004,USR_009,236063.52
2020-W07,STK_004,USR_010,957920.6099999999
2020-W07,STK_005,USR_001,3982478.2699999996
2020-W07,STK_005,USR_002,3767800.38
2020-W07,STK_005,USR_003,1658503.46
2020-W07,STK_005,USR_004,3779832.71
2020-W07,STK_005,USR_005,2493035.6100000003
2020-W07,STK_005,USR_006,3629569.16
2020-W07,STK_005,USR_007,787760.9300000002
2020-W07,STK_005,USR_008,1106183.58
